"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","locality","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"578","2019-11-19 14:09:14-03","UFRPE","PEUFR","44327","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","S.S. Lira; C. Zickel; M. Tabarelli; J. Urbano; D. Medeiros","614","2003","04","10",NA,"Brasil",NA,NA,"Arbusto com cerca de 1m de altura; flores azuis.","PEUFR044327",NA,NA,"A. Rich ex DC.",NA,"Pernambuco","Reserva Ecológica de Saltinho",NA,"-35.1046981811523","-8.75971984863281",NA,NA,"C. M. Taylor","Tamandaré",NA,"16930","auto",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"579","2019-11-19 14:09:14-03","UFRPE","PEUFR","36463","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","S. A. Nicolau; M. D. Beraldo; B. L. P. Villagra; J. W. D. Dias","2118","1999","12","16",NA,"Brasil",NA,NA,"Arbusto escandente cerca de 1m de altura. Corola alva, lobos lilases.","PEUFR036463",NA,NA,"A. Rich ex DC.",NA,"São Paulo","Próximo a curso d'água",NA,"-47.2999992370605","-21.2700004577637",NA,NA,"C. B. Costa","Cajuru",NA,"21243","auto",NA,NA,"2000","08","24",NA,NA,NA,NA,NA
"580","2020-04-22 16:24:02-03","UFPB","JPB","35219","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Chaves, JL; López, A; Alvarado, C; Lopez, I; Alvarado, A; Ca, G; Mendes","1499","2002","05","25","Southern America","Costa Rica",NA,NA,"; DESC: Arbusto de 2m. Frutos verdes.",NA,"Angiosperma","Dicotyledon","A. Rich.",NA,"Guanacaste","Z.P. Miravalles.Cuenca del Tempisque.Sector Cabro Muco.Colectado em potrero y em bosque.",NA,"-85.117669","10.709183","1200","1200","Chavez, J","Bagaces",NA,NA,NA,"-85.117669","10.709183","2002","06","25",NA,NA,NA,NA,NA
"581","2020-04-22 16:24:02-03","UFPB","JPB","35279","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Kriebel, R; Larraguivel, J","2276","2003","01","02","Southern America","Costa Rica",NA,NA,"; DESC: Arbusto em sotobosque. Frutos morados.",NA,"Angiosperma","Dicotyledon","A. Rich.",NA,"Alajuela","P.N. Rincón de la Vieja.Cuenca del Pizote.Parque Nacional Rincón de la Vieja.Sector Las Pailas.",NA,"-85.340278","10.823611","1600","1600","Kriebel, R","Upala",NA,NA,NA,"-85.340278","10.823611","2003","01","10",NA,NA,NA,NA,NA
"582","2020-04-22 16:24:02-03","UFPB","JPB","50220","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Macedo, GEL; Neri, M; Borge, D","2073P. Int",NA,NA,NA,"Southern America","Brasil",NA,NA,"; HABITAT: Floresta Estacional - Mata fria. Borda da mata.; DESC: Arbusto. Folha simples, oposta, discolor, crassa. Fruto imaturo verde lilás, roxo azulado.","JPB0050220","Angiosperma","Dicotyledon","A. Rich.",NA,"Bahia","Estreito. Fazenda de Artur Pereira subindo pela estrada do Lot. Da Barragem Criciúma no Cajueiro.",NA,"-40.041667","-13.987222",NA,NA,"Taylor, CM","Jequié",NA,NA,NA,"-40.041667","-13.987222","2013",NA,NA,NA,NA,NA,NA,NA
"583","2020-04-22 16:24:02-03","UFPB","JPB","56311","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Pereira-Silva, G; et al.","7274","2003","02","20","Southern America","Brasil",NA,NA,"; HABITAT: Mata de geleira; DESC: Subarbusto com cerca de 1 m de altura.","JPB0056311","Angiosperma","Dicotyledon","A. Rich.",NA,"Goiás","Margem esquerda do rio Corumbá (próximo à ponte). Acesso secundário à Abadiânia.",NA,"-48.451944","-16.205556",NA,"820","Delprete, PG","Alexania",NA,NA,NA,"-48.451944","-16.205556","2008","02",NA,NA,NA,NA,NA,NA
"584","2020-04-22 16:24:02-03","UFPB","JPB","56312","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Pereira-Silva, G; et al.","7320","2003","03","11","Southern America","Brasil",NA,NA,"; HABITAT: Mata de geleira; DESC: Árvore com 3 m de altura.","JPB0056312","Angiosperma","Dicotyledon","A. Rich.",NA,"Goiás","Margem direita do rio Antas (próximo á ponte de madeira).",NA,"-48.440556","-16.289722",NA,"820","Delprete, PG","Silvania",NA,NA,NA,"-48.440556","-16.289722","2008","02",NA,NA,NA,NA,NA,NA
"585","2020-04-22 16:24:02-03","UFPB","JPB","56333","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Pereira-Silva, G; et al.","7750","2003","06","04","Southern America","Brasil",NA,NA,"; HABITAT: Mata (Borda da mata); DESC: Subarbusto.","JPB0056333","Angiosperma","Dicotyledon","A. Rich.",NA,"Goiás","Fazenda do Sr.Roberto, Faz. Álamo. Mata da cobra.",NA,"-48.406389","-16.311389",NA,"840","Delprete, PG","Silvania",NA,NA,NA,"-48.406389","-16.311389","2008","02",NA,NA,NA,NA,NA,NA
"586","2020-04-22 16:24:02-03","UFPB","JPB","56359","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Vieira, RF; et al.","1451","1993","04","29","Southern America","Brasil",NA,NA,"; HABITAT: Mata de geleira alagada; DESC: Subarbusto com 80 cm de altura.","JPB0056359","Angiosperma","Dicotyledon","A. Rich.",NA,"Goiás","Margem direita do Rio Corumbá, à 2 Km a montante do eixo da barragem.",NA,"-48.533333","-18.016667",NA,NA,"Delprete, PG","Caldas Novas",NA,NA,NA,"-48.533333","-18.016667","2008","02",NA,NA,NA,NA,NA,NA
"587","2020-04-22 16:24:02-03","UFPB","JPB","61659","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Lucena, DS; Coutinho, TS; Duarte, RC; Maciel, JR; Silva, FP","596","2015","05","06","Southern America","Brasil",NA,NA,"; DESC: Arbusto, cerca de 1m, folhas coriáceas, frutos verdes.","JPB00061659","Angiosperma","Dicotyledon","A. Rich.",NA,"Pernambuco","RPPN Frei Caneca, Serra do Urubu. Mata do Quengo",NA,"-35.841667","-8.7125","750","750","Luna, NK","Jaqueira",NA,NA,NA,"-35.841667","-8.7125","2015","07","16",NA,NA,NA,NA,NA
"588","2020-04-22 16:24:02-03","UFPB","JPB","57025","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Souza, EB; Delprete, PG; et al.","421","2000","03","25","Southern America","Brasil",NA,NA,"Arbusto de 1-3m de altura, caules verde-claros, folhas cartáceas.; DESC: Arbusto de 1-3m de altura, caules verde-claros, folhas cartáceas.","JPB0057025","Angiosperma","Dicotyledon","A. Rich.",NA,"Ceará","Sítio Boqueirão, Serra da Aratanha.",NA,"-38.6203002929688","-3.98416996002197",NA,NA,"Jardim, J","Pacatuba",NA,"16295","auto",NA,NA,"2012","07",NA,NA,NA,NA,NA,NA
"589","2020-04-22 16:24:02-03","UFPB","JPB","53993","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora salicifololia","Braga, JMA","5521","1999","10","17","Southern America","Brasil",NA,NA,"; HABITAT: Mata pertubada e densa; DESC: Arbusto ca. 3 1,5 m de alt., ciófilo; folhas membranáceas; inflorescência com raque verde; flores azuladas.","JPB0053993","Angiosperma","Dicotyledon","(C. Presl) Steyerm.",NA,"Rio de Janeiro","Distrito de Xerém, Bairro Mantiqueira, Garrão, próximoimidades do Sítio dos Beija-flores, próximoimidades do Sangradouro.",NA,"-43.3116989135742","-22.7856006622314",NA,NA,"Gomes, M","Duque de Caxias","salicifololia","34388","auto",NA,NA,"2006","01","17",NA,NA,NA,NA,NA
"590","2020-04-22 16:24:02-03","UFPB","JPB","61757","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Bovini, MG; Faria, M","3972","2014","04","30","Southern America","Brasil",NA,NA,"; DESC: Arbusto ciófilo, ca. 2,5m. Folhas membranáceas, levemnete discolores. Flores azuis e frutos maduros nigrescentes.","JPB0061757","Angiosperma","Dicotyledon","A. Rich.",NA,"Rio de Janeiro","mata próxima ao condomínio Sítio Bom, entre a Rio-Santos e o mar. Rema",NA,"-44.040599822998","-22.9596996307373",NA,NA,"Gomes, M","Mangaratiba",NA,"17272","auto",NA,NA,"2014","05",NA,NA,NA,NA,NA,NA
"591","2020-04-22 16:24:02-03","UFPB","JPB","24249","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Barbosa, MR; et al.","1512","1993","11","17","Southern America","Brasil",NA,NA,"; DESC: Arbusto, ca. 1,8 m de altura.",NA,"Angiosperma","Dicotyledon","A. Rich.",NA,"Rio de Janeiro","Angra dos Reis",NA,"-44.7131004333496","-23.2178001403809",NA,NA,NA,"Parati",NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","2020-04-22 16:24:02-03","UFPB","JPB","24169","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Ponte, AC; et al.","JPB24169","1993","11","11","Southern America","Brasil",NA,NA,"; DESC: Arbusto, ca. 2,5 m de altura, flores azuis claras.",NA,"Angiosperma","Dicotyledon","A. Rich.",NA,"São Paulo",NA,NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,"Ubatuba",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","2020-04-22 16:24:02-03","UFPB","JPB","24170","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Koschnitzke, C; et al.","JPB24170","1993","11","12","Southern America","Brasil",NA,NA,"; DESC: Arbusto, ca. 1,5 m de altura, flores lilás azuladas.",NA,"Angiosperma","Dicotyledon","A. Rich.",NA,"São Paulo",NA,NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,"Ubatuba",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","2020-04-22 16:24:02-03","UFPB","JPB","49978","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Santos, AA; Reatto, A; Martins, ES; Adrada, LRM; Rodrigues, LM","716","2000","05","09","Southern America","Brasil",NA,NA,"; DESC: Erva ereta de até 90 cm de altura. Flor azul, frutos imaturos verdes","JPB0049978","Angiosperma","Dicotyledon","A. Rich.",NA,"Tocantins","Reserva indígena Krahó, aldeia Pedra Branca, aprox. Ambiente antropizado. Relevo plano. Substrato de areia quartzosa",NA,"-47.7677993774414","-8.39167022705078",NA,NA,"Delprete, PG","Itacajá",NA,"82101","auto",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA
"595","2019-11-06 09:57:26-03","UFOP","OUPR","32146","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Lucas, E.J.; et al.","6778","2006","11","24",NA,"Brasil",NA,NA,"Árvore de ca. 2,5 m de altura, flores com corola azul. Floresta ombrófila densa.",NA,NA,NA,"A.Rich. ex DC.",NA,"Minas Gerais","Fazenda Fortaleza",NA,"-43.336111","-20.538333","730","730","Oliveira, J.A.","Faria Lemos",NA,NA,NA,"-43.336111","-20.538333","2012","09",NA,NA,NA,NA,NA,NA
"596","2019-12-18 15:50:57-03","UFOP","OUPR","33437","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Braga, J.M.A.; et al.","1789","1995","01","24",NA,"Brasil",NA,NA,"Arbusto, ca. 1 metro de altura, umbrofilo. Folhas breve discolor e subcartaceas. Brácteas alvacentas com ápice verde-claro. Final de floração. Mata alterada de encosta. &nf;Programa Mata Atlântica - Petrobrás/ Macarthur Foundation",NA,NA,NA,"A.Rich. ex DC.",NA,"Rio de Janeiro","Reserva Biológica de Poço das Antas, Trilha do Pau Preto, margem do Rio Pau Preto.",NA,"-42.3917007446289","-22.6508007049561",NA,NA,"Gomes, M.","Silva Jardim",NA,"29995","auto",NA,NA,"1995","05","02",NA,NA,NA,NA,NA
"597","2019-12-19 09:15:25-03","PUCRS","MPUC","18062","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora",NA,NA,"2013","04","01","South America","Brasil",NA,NA,NA,NA,NA,"Gentianales","A. Rich. ex DC.",NA,"SC","Perimetro urbano",NA,"-48.8456001281738","-26.3043994903564",NA,NA,"C.A. Mondin","Joinville",NA,"37150","auto",NA,NA,"2013","01","01","Magnoliopsida",NA,"3670","1",NA
"598","2020-09-17 10:16:08-03","FURB","FURB","8298","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Melo Jr.; J.C.F.","787","2008","01","16",NA,"Brasil",NA,NA,NA,"FURB41025",NA,NA,"A.Rich. in DC.",NA,"Santa Catarina","Vila Amizade, BR-280.","FURB41025","-49.0205556","-26.4672223",NA,NA,"Melo Jr.; J.C.F.","Guaramirim",NA,NA,NA,"-49.0205556","-26.4672223","2008","04","01",NA,NA,NA,NA,NA
"599","2020-09-17 10:16:08-03","FURB","FURB","1022","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Sobral, M.",NA,"2001","05","19",NA,"Brasil",NA,NA,NA,"FURB41029",NA,NA,"A.Rich. in DC.",NA,"Santa Catarina","Faxinal do Bepe.","FURB41029","-49.2091667","-27.1141667",NA,NA,"Oliveira, AA de","Indaial",NA,NA,NA,"-49.2091667","-27.1141667","2011","03","14",NA,NA,NA,NA,NA
"600","2020-10-14 10:06:02-03","FURB","FURB","18464","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Dreveck, S.; Carneiro, F.E.","1303","2009","11","25",NA,"Brasil",NA,NA,"Florística IFFSC 997 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; flor botão floral verde","FURB41022",NA,NA,"A.Rich. in DC.",NA,"Santa Catarina","Próximoa Br-101.","FURB41022","-48.87","-26.37","12","12","Oliveira, AA de","Joinville",NA,NA,NA,"-48.8700000","-26.3700000","2010","04","12",NA,NA,NA,NA,NA
"601","2020-10-14 10:06:02-03","FURB","FURB","29952","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Dreveck, S.; Carneiro, F.E.","1746","2010","02","04",NA,"Brasil",NA,NA,"Florística IFFSC 953 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; Fruto verde;","FURB41026",NA,NA,"A.Rich. in DC.",NA,"Santa Catarina","Poço d#?#Anta.","FURB41026","-49.2327778","-26.46","280","280","Sobral, M","Corupá",NA,NA,NA,"-49.2327778","-26.4600000","2010","08","15",NA,NA,NA,NA,NA
"602","2020-10-14 10:06:02-03","FURB","FURB","31999","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Vieira, F.C.S.; Carvalho, R.J. de; Pellens, G.C. & Tomporowisky, H.","2235","2010","06","15",NA,"Brasil",NA,NA,"Florística IFFSC 641 (Arbusto) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; interior do fragmento Habito: arbusto;","FURB41020",NA,NA,"A.Rich. in DC.",NA,"Santa Catarina","Rio do Meio.","FURB41020","-48.6905555","-27","100","100","Sobral, M","Camboriú",NA,NA,NA,"-48.6905555","-27.0000000","2010","10","29",NA,NA,NA,NA,NA
"603","2020-10-14 10:06:02-03","FURB","FURB","32877","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Stival-Santos, A.; Legal, E. & Silveira, S.","1718","2010","02","05",NA,"Brasil",NA,NA,"Regeneração IFFSC 350 /L/35 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; Fruto verde;","FURB41023",NA,NA,"A.Rich. in DC.",NA,"Santa Catarina","Santa Maria.","FURB41023","-48.8702778","-27.5394444","220","220","Sobral, M","Antônio Carlos",NA,NA,NA,"-48.8702778","-27.5394444","2010","10",NA,NA,NA,NA,NA,NA
"604","2020-09-17 10:16:08-03","FURB","FURB","33897","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Uller, H.F.; Meyer, L. & Melato, G.","217","2011","01","28",NA,"Brasil",NA,NA,NA,"FURB03327",NA,NA,"A.Rich. in DC.",NA,"Santa Catarina","Campus I - FURB.","FURB03327","-49.0788889","-26.9052778","38","38","Oliveira, AA de","Blumenau",NA,NA,NA,"-49.0788889","-26.9052778","2011","03","14",NA,NA,NA,NA,NA
"605","2020-10-14 10:06:02-03","FURB","FURB","5162","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Verdi, M.; Stival-Santos, A.","751","2007","01","19",NA,"Brasil",NA,NA,"Projeto de pesquisa.","FURB41024",NA,NA,"A.Rich. in DC.",NA,"Santa Catarina","Parque Natural Municipal São Francisco de Assis.","FURB41024","-49.0719445","-26.9213889",NA,NA,"Cordeiro, J; Ribas, OS","Blumenau",NA,NA,NA,"-49.0719445","-26.9213889","2007","08","15",NA,NA,NA,NA,NA
"606","2020-10-14 10:06:02-03","FURB","FURB","1008","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Vibrans, A.C.",NA,"1996","01","01",NA,"Brasil",NA,NA,NA,"FURB41028",NA,NA,"A.Rich. in DC.",NA,"Santa Catarina","Parque Botânico.","FURB41028","-48.9174995422363","-27.0981006622314",NA,NA,"Oliveira, AA de","Brusque",NA,"19684","auto",NA,NA,"2011","03","14",NA,NA,NA,NA,NA
"607","2020-10-14 10:06:02-03","FURB","FURB","967","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Vibrans, A.C.",NA,"1996","01","01",NA,"Brasil",NA,NA,NA,"FURB41031",NA,NA,"A.Rich. in DC.",NA,"Santa Catarina","Parque Botânico.","FURB41031","-48.9174995422363","-27.0981006622314",NA,NA,"Oliveira, AA de","Brusque",NA,"19684","auto",NA,NA,"2011","03","14",NA,NA,NA,NA,NA
"608","2020-10-14 10:06:02-03","FURB","FURB","6167","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Vieira, F.C.S.","170","2003","12","11",NA,"Brasil",NA,NA,NA,"FURB41027",NA,NA,"A.Rich. in DC.",NA,"Santa Catarina","Sambaqui Guaíra.","FURB41027","-48.8456001281738","-26.3043994903564","10","10","Vieira, FCS","Joinville",NA,"37150","auto",NA,NA,"2005","05","23",NA,NA,NA,NA,NA
"609","2020-09-25 10:57:41-03","UFPE","UFP-CARPOTECA","227","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Cortez, J; Barbosa, D","s.n.","2002","05",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"A. Rich. ex DC.",NA,"Pernambuco","Mata de Planície",NA,"-35.0349998474121","-8.28666973114014",NA,NA,NA,"Cabo de Santo Agostinho",NA,"25282","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","2019-02-21 19:38:02-03","UNEMAT","HERBAM","0524","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","P.F.C.; Soares, C.R.A.; Gallo, A.; Pedroga, J.A.; Rosa, R. & Farias, R.A.","377","2006","07","25",NA,"Brasil",NA,NA,NA,"HERBAM000524",NA,NA,"A.Rich.",NA,"Mato Grosso","Parque Estadual Cristalino, Mata de terra firme. Dossel alt. media de 25 m, emergentes 30 m alt. Predominância de árvores com DAP 30 cm. Pouco cipó. Presença de açaí, barriguda, cajarana, Clusia, Araceae, Pouroma (plântulas), cedro-marinheiro, Iriartea,",NA,"-55.866111","-9.573333","280","280",NA,"Novo Mundo",NA,NA,NA,"-55.866111","-9.573333",NA,NA,NA,NA,NA,NA,NA,NA
"611","2019-02-21 19:38:02-03","UNEMAT","HERBAM","0149","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Soares, C.R.A.; Rodrigues, L.; Cabral, F.F.; Pedroga, J.A.; Piva, J.H.; Ribeiro, I.L.; Duarte, J","723","2008","02","12",NA,"Brasil",NA,NA,NA,"HERBAM000149",NA,NA,"A.Rich.",NA,"Mato Grosso","Parque Estadual Cristalino, Terra firme.",NA,"-55.198299407959","-9.95028018951416",NA,NA,"Soares, CRA; Pedroga, JA; Piva, JH","Novo Mundo",NA,"93610","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","2019-02-23 11:30:23-03","UNEMAT","HERBAM","10266","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Soares-Lopes, C.R.A.; Rodrigues, L.; Lima, W.M.; Benetti, E.; Soares, A.T.; Fernandes, E.; Filho, J.I.","CL 3008224","2014","12","19",NA,"Brasil",NA,NA,NA,"HERBAM010266",NA,NA,"A.Rich.",NA,"Mato Grosso","PCH Cabeça-de-boi, Canteiro Industrial 02, Terra firme",NA,"-8857.04167","50.4675","270","270","Gvasconcelos","Alta Floresta",NA,NA,NA,"-8857.04167","50.4675","2015","01","06",NA,NA,NA,NA,NA
"613","2020-10-05 13:18:49-03","UFES","VIES","39845","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Silva, L.A.; Cardoso, W.C.","653","2015","03","06",NA,"Brasil",NA,NA,NA,"VIES039845",NA,NA,"A.Rich. in DC.",NA,"Espírito Santo","Propriedade particular.","VIES039845","-40.749698638916","-20.6350002288818",NA,NA,"F. Torres-Leite","Alfredo Chaves",NA,"32447","auto",NA,NA,"2019","05","13",NA,NA,NA,NA,NA
"614","2020-10-05 13:18:49-03","UFES","VIES","20898","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Acácio, G.","111","1993","12","09",NA,"Brasil",NA,NA,NA,"VIES020898",NA,NA,"A.Rich. in DC.",NA,"Espírito Santo","R.F. Bananal do Norte.","VIES020898","-41.1128005981445","-20.8488998413086",NA,NA,"F. Torres-Leite","Cachoeiro de Itapemirim",NA,"35694","auto",NA,NA,"2019","05",NA,NA,NA,NA,NA,NA
"615","2020-10-05 13:18:49-03","UFES","VIES","35634","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Leite, F.T.","75","2014","03","17",NA,"Brasil",NA,NA,NA,"VIES035634",NA,NA,"A.Rich. in DC.",NA,"Espírito Santo","Parque Estadual de Mata das Flores.","VIES035634","-41.184700012207","-20.6035995483398",NA,NA,"Leite, F.T.","Castelo",NA,"23588","auto",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA
"616","2020-10-05 13:18:49-03","UFES","VIES","882","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Pereira, O.J.","482","1986","01","04",NA,"Brasil",NA,NA,NA,"VIES000882",NA,NA,"A.Rich. in DC.",NA,"Espírito Santo",NA,"VIES000882","-40.6591987609863","-20.3633003234863",NA,NA,"A.C. Oliveira","Domingos Martins",NA,"48150","auto",NA,NA,"2020","04","17",NA,NA,NA,NA,NA
"617","2020-10-05 13:18:49-03","UFES","VIES","15874","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Calatrone, J.W.; et al.","95","2008","04","22",NA,"Brasil",NA,NA,NA,"VIES015874",NA,NA,"A.Rich. in DC.",NA,"Espírito Santo",NA,"VIES015874","-40.6831016540527","-20.4127998352051",NA,NA,"F. Torres-Leite","Marechal Floriano",NA,"23038","auto",NA,NA,"2019","05","13",NA,NA,NA,NA,NA
"618","2020-10-05 13:18:49-03","UFES","VIES","15307","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Calatrone, J.W.; et al.","42","2007","12","13",NA,"Brasil",NA,NA,NA,"VIES015307",NA,NA,"A.Rich. in DC.",NA,"Espírito Santo","Propriedade de Tina.","VIES015307","-40.6831016540527","-20.4127998352051",NA,NA,"Calatrone, J.W.","Marechal Floriano",NA,"23038","auto",NA,NA,"2007","12","20",NA,NA,NA,NA,NA
"619","2020-10-05 13:18:49-03","UFES","VIES","1584","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Pereira, O.J.","684","1986","10","26",NA,"Brasil",NA,NA,NA,"VIES001584",NA,NA,"A.Rich. in DC.",NA,"Rio de Janeiro","Parque Furnas do Catete.","VIES001584","-42.5311012268066","-22.2819004058838","800","800","A.C. Oliveira","Nova Friburgo",NA,"33190","auto",NA,NA,"2020","04","17",NA,NA,NA,NA,NA
"620","2021-02-12 18:12:30-03","UFES","VIES","36756","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Gurtler, J.; Dutra, S.C.","JAC 274","2017","12","05",NA,"Brasil",NA,NA,NA,"VIES036756",NA,NA,"A.Rich. in DC.",NA,"Espírito Santo","Fazenda Santa Rita. Ao pé da pedra da torre (P1).","VIES036756","-40.443056","-18.785",NA,NA,NA,"Nova Venécia",NA,NA,NA,"40º26'35''W","18º47'6''S",NA,NA,NA,NA,NA,NA,NA,NA
"621","2020-10-05 13:18:49-03","UFES","VIES","46388","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Assis, A.M.; Cribari, R.S.; Cipriano, R.","4117","2015","01","19",NA,"Brasil",NA,NA,NA,"VIES046388",NA,NA,"A.Rich. in DC.",NA,"Rio de Janeiro","Iriri (Fragmento floresta ombrófila densa em estágio avançado).","VIES046388","-43.061111","-22.655556","30","30",NA,"Magé",NA,NA,NA,"43º3'40''W","22º39'20''S",NA,NA,NA,NA,NA,NA,NA,NA
"622","2020-10-05 13:18:49-03","UFES","VIES","35636","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Carrijo, T.T.","1763","2013","06","28",NA,"Brasil",NA,NA,NA,"VIES035636",NA,NA,"A.Rich. in DC.",NA,"Espírito Santo","Parque Estadual de Mata das Flores.","VIES035636","-41.184700012207","-20.6035995483398",NA,NA,"Leite, F.T.","Castelo",NA,"23588","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"623","2020-10-05 13:18:49-03","UFES","VIES","39806","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Silva, L.A.; Alves-Araújo, A. & Covre, C.","556","2014","12","04",NA,"Brasil",NA,NA,NA,"VIES039806",NA,NA,"A.Rich. in DC.",NA,"Espírito Santo","Estação Biológica de Santa Lúcia.","VIES039806","-40.6002998352051","-19.9356002807617",NA,NA,"F. Torres-Leite","Santa Teresa",NA,"23813","auto",NA,NA,"2019","05","13",NA,NA,NA,NA,NA
"624","2020-10-05 13:18:49-03","UFES","VIES","19793","S","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","Pereira, O.J.; Deus, Y.S. de","7087","2003","02","21",NA,"Brasil",NA,NA,NA,"VIES019793",NA,NA,"A.Rich. in DC.",NA,"Espírito Santo","Parque Estadual da Fonte Grande.","VIES019793","-40.3377990722656","-20.3194007873535",NA,NA,"F. Torres-Leite","Vitória",NA,"15291","auto",NA,NA,"2019","05","13",NA,NA,NA,NA,NA
