"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","minimumElevationInMeters","maximumElevationInMeters","individualCount"
"56","2019-09-04 19:05:07-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana",NA,NA,"J. E. B. Warming","2857","1864","11","29","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA
"57","2019-03-07 13:33:02-03","F","FMNH-SEEDPLANTS","V0448634F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana",NA,NA,"A. Schinini et al.","19137","1979","11","25","South America","Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,"V0448634F","V0448634F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-01-25 15:40:48-02","IAC","IAC","18271","S","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","R.H. Fortunato","D.M. Dedecca","630","1956","11","08",NA,"Brasil","São Paulo",NA,"-47.0608","-22.9056",NA,NA,NA,NA,"Campinas",NA,NA,NA,"1998","08","15","-47.0608","-22.9056",NA,NA,NA,NA,NA
"59","2019-05-06 11:57:45-03","UFU","HUFU","41982","S","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Oliveira, G.C.","Oliveira, G.C.","2548","2002","02","23",NA,"Brasil","Minas Gerais","Fazenda Santa Juliana, A 300 metros da BR 050, na altura do km 50.","-47.9319000244141","-19.7483005523682",NA,"Vereda.","HUFU00008983","HUFU00008983","Uberaba","73879","auto",NA,"2006","07","21",NA,NA,NA,NA,NA,NA,NA
"60","2019-05-06 11:57:45-03","UFU","HUFU","41984","S","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Oliveira, G.C.","Oliveira, G.C.","84","2002","01","31",NA,"Brasil","Minas Gerais","Fazenda Pinusplan, A 6 km da BR 050, na altura do km 25.","-48.2771987915039","-18.9186000823975",NA,"Herbácea ca. de 1 m. Flores lilás.; Vereda.","HUFU00008982","HUFU00008982","Uberlândia","58223","auto",NA,"2006","07","21",NA,NA,NA,NA,NA,NA,NA
"61","2019-05-06 11:57:45-03","UFU","HUFU","41983","S","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Oliveira, G.C.","Oliveira, G.C.","2191","2003","01","20",NA,"Brasil","Minas Gerais","Fazenda Santa Juliana, A 300 metros da BR 050, na altura do km 50.","-47.9319000244141","-19.7483005523682",NA,"Rasteira com flor lilás.; Vereda.","HUFU00008981","HUFU00008981","Uberaba","73879","auto",NA,"2006","07","21",NA,NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:41:48-03","UFRGS","ICN","150932","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.",NA,"Hagelund, K","2041",NA,NA,NA,"América do Sul","Brasil","RS","Granja Sodol","-54.3497009277344","-28.028299331665",NA,"Doação de Karner Hagelund.","ICN00022358","ICN00022358 ICN00022358_1","Giruá","23862","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-08 12:41:48-03","UFRGS","ICN","150931","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Abruzzi, ML","Hagelund, K","2040",NA,NA,NA,"América do Sul","Brasil","RS","Granja Sodol","-54.3497009277344","-28.028299331665",NA,"Doação de Karner Hagelund.","ICN00022367","ICN00022367 ICN00022367_1","Giruá","23862","auto",NA,"1983","10","26",NA,NA,NA,NA,NA,NA,NA
"64","2021-02-08 12:41:48-03","UFRGS","ICN","015312","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Miotto, STS","Dutra, J","1312","1936","03",NA,"América do Sul","Brasil","RS",NA,"-51.1472015380859","-29.7602996826172",NA,"inter gramina in campo sicco","ICN00022364","ICN00022364","São Leopoldo","10287","auto",NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-08 12:41:48-03","UFRGS","ICN","033446","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Miotto, STS","Miotto, STS","185","1976","08","08","América do Sul","Brasil","RS","Arroio Tatiuí, após Vila Assis, BR 386 km 193",NA,NA,NA,"flores lilás, unifoliolada, erva volúvel","ICN00022368","ICN00022368",NA,NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-08 12:41:48-03","UFRGS","ICN","059854","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.",NA,"Schinini, A; et al.","21836","1982","02","04","América do Sul","Argentina","Misiones","ruta 2, 16km NE de Azara, camino a Concepción",NA,NA,NA,"ramas postradas, flores violáceas; em campos","ICN00022366","ICN00022366 ICN00022366_1","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-08 12:41:48-03","UFRGS","ICN","092863","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Miotto, STS","Valls, JFM","9560","1985","12",NA,"América do Sul","Brasil","RS","Campanha",NA,NA,NA,NA,"ICN00022371","ICN00022371",NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-08 12:41:48-03","UFRGS","ICN","146939","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Ceolin, GB","Ceolin, GB; Miotto, STS","97","2007","01","10","América do Sul","Brasil","PR","PR-151 Km-192 24°10'20,4S 49°35'24,6W","-49.59","-24.172222",NA,"Com fruto; Em campo de terra","ICN00022370","ICN00022370","Sengés",NA,NA,NA,NA,NA,NA,"-49.59","-24.172222",NA,NA,NA,NA,NA
"69","2021-02-08 12:41:48-03","UFRGS","ICN","158812","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Boldrini, II","Freitas, E","623","2008","11","21","América do Sul","Brasil","RS","RST 377 Km 320","-55.131944","-29.594444",NA,"Herbácea, ramos decumbentes; flores roxas; Campo seco de solo arenoso","ICN00022357","ICN00022357","São Francisco de Assis",NA,NA,NA,NA,NA,NA,"-55.131944","-29.594444",NA,NA,NA,NA,NA
"70","2021-02-08 12:41:48-03","UFRGS","ICN","159234","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Ceolin, GB","Ceolin, GB","160","2008","12","17","América do Sul","Brasil","RS","e Itacurubi, RS-168 para Bossoroca Km-18 28°56'70 9S 54°57'86 5W","-54.952222","-28.935278",NA,"flores rosas, frutos verdes, abundante; campo sobre barranco enrolando-se em Eryngium sp. E Aristida sp., solo pedregoso, relevo plano a acidentado","ICN00022360","ICN00022360 ICN00022360_1","Santiago",NA,NA,NA,NA,NA,NA,"-54.952222","-28.935278",NA,NA,NA,NA,NA
"71","2021-02-08 12:41:48-03","UFRGS","ICN","159235","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Ceolin, GB","Ceolin, GB","162","2008","12","19","América do Sul","Brasil","RS","estrada de terra alternativa antes do pedágio da BR-386 28°49'50 6S 52°28'07 3W","-52.468611","-28.830556",NA,"flores rosas, frutos verdes, ocasional; barranco com gramínesa cespitosas e Baccharis sp., relevo acidentado, solo arenoso-argiloso, pedregoso","ICN00022354","ICN00022354 ICN00022354_1","Soledade",NA,NA,NA,NA,NA,NA,"-52.468611","-28.830556",NA,NA,NA,NA,NA
"72","2021-02-08 12:41:48-03","UFRGS","ICN","159936","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Ceolin, GB","Eggers, L","300","2008","10","27","América do Sul","Brasil","PR","BR 376 em frente ao Parque de Vila Velha 25° 15' 34 8 S 50° 00' 43 7 W","-50.011944","-25.259444",NA,"flor rosa; Rebrotando em área queimada","ICN00022359","ICN00022359","Ponta Grossa",NA,NA,NA,NA,NA,NA,"-50.011944","-25.259444",NA,NA,"794","794",NA
"73","2021-02-08 12:41:48-03","UFRGS","ICN","168024","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Miotto, STS","Miotto, STS; et al.","2589","2011","02","04","América do Sul","Brasil","PR","PR-151 Km 203 ao lado da ponte sobre o rio das Mortes; 24°12'36.3''S 49°39'10.3''W","-49.652778","-24.21",NA,NA,"ICN00022352","ICN00022352","Jaguariaíva",NA,NA,NA,"2011","06","07","-49.652778","-24.21",NA,NA,NA,NA,NA
"74","2021-02-08 12:41:48-03","UFRGS","ICN","186393","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.",NA,"Schmidt-Silveira, F","410","2013","03","27","América do Sul","Brasil","RS","Águas Claras, Banhado dos Pachecos","-51.0233001708984","-30.0811004638672",NA,"Campo arenoso com braquiaria T.chimango",NA,NA,"Viamão","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:41:48-03","UFRGS","ICN","031548","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Miotto, STS","Vidal, J","1301","1945","02","28","América do Sul","Brasil","MG","Fazenda da Bocaína","-46.9914016723633","-20.9169006347656",NA,NA,"ICN00022365","ICN00022365","São Sebastião do Paraíso","24792","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-08 12:41:48-03","UFRGS","ICN","120446","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Miotto, STS","Miotto, STS","1598","1997","11","26","América do Sul","Brasil","PR","em direção à Palmeira 26 km após o trevo PR 151","-50.1618995666504","-25.0949993133545",NA,NA,"ICN00022349","ICN00022349","Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-02-08 12:41:48-03","UFRGS","ICN","121332","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.",NA,"Flores, A; Rodrigues, RS","335","1999","03","02","América do Sul","Brasil","RS","Fazenda das Cachoeiras Cachoeira dos Venâncios","-50.3577995300293","-28.8847007751465",NA,"Erva; frutos imaturos/maduros.","ICN00022350","ICN00022350","Jaquirana","31282","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-08 12:41:48-03","UFRGS","ICN","113018","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Neubert, EE","Neubert, EE","189","1997","01","08","América do Sul","Brasil","RS","30 km após a cidade em direação a Passo Fundo","-51.5257987976074","-28.2085990905762",NA,"flores lilás-claro aparentemente comprimida lateralmente, fr comprimido lateralmente; em barranco alto, margem da estrada","ICN00022369","ICN00022369 ICN00022369_1","Lagoa Vermelha","42261","auto",NA,"1997","04",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-02-08 12:41:48-03","UFRGS","ICN","043167","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Miotto, STS","Oliveira, ML","498","1978","11","12","América do Sul","Brasil","RS","estrada Lagoa Vermelha e Nova Prata, após Tupinamba","-51.5257987976074","-28.2085990905762",NA,"prostrada, volúvel, rara no local","ICN00022356","ICN00022356","Lagoa Vermelha","42261","auto",NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:41:48-03","UFRGS","ICN","191330","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Schmidt-Silveira, F; Miotto","Schmidt-Silveira, F","55","2012","05","25","América do Sul","Brasil","RS","Morro Santana","-51.2299995422363","-30.0331001281738",NA,"campo graminoso no topo","ICN00022351","ICN00022351","Porto Alegre","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-02-08 12:41:48-03","UFRGS","ICN","009005","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","de Queiroz, LP","Lindeman, JC; Irgang, BE; Valls, JFM","s.n.","1971","11","02","América do Sul","Brasil","RS","20 km SE de Santa Rosa","-54.4813995361328","-27.8708000183105",NA,"asas roxas, outras pétalas azul-lilás; campo","ICN00022363","ICN00022363","Santa Rosa","19818","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-02-08 12:41:48-03","UFRGS","ICN","035523","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Miotto, STS","Miotto, STS","683","1977","11","16","América do Sul","Brasil","RS","estrada Santo Angelo para Tupanciretã, quase em Carajá","-54.2630996704102","-28.2992000579834",NA,NA,"ICN00022353","ICN00022353","Santo Ângelo","25915","auto",NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-02-08 12:41:48-03","UFRGS","ICN","118129","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Miotto, STS","d'Eça Neves","191","1994","11","14","América do Sul","Brasil","RS",NA,"-49.7268981933594","-29.3353004455566",NA,"Área de campo com solo arenoso. Flores rosadas. Com flor e botão.","ICN00022355","ICN00022355","Torres","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-02-08 12:41:48-03","UFRGS","ICN","040181","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Miotto, STS","Miotto, STS","803","1978","01","05","América do Sul","Brasil","RS","entre Vacaria e Lagoa Vermelha, BR 285 km 25","-50.9338989257812","-28.5121994018555",NA,"em barranco na beira de estrada, campo sujo","ICN00022361","ICN00022361","Vacaria","63451","auto",NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-02-08 12:41:48-03","UFRGS","ICN","118181","S","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Miotto, STS","Miotto, STS","1644","1998","12","11","América do Sul","Brasil","SC","BR-116 km 278 a 200m do rio Vacas Gordas","-50.5119018554688","-27.9368991851807",NA,NA,"ICN00022362","ICN00022362 ICN00022362_1","Capão Alto","41668","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-03-04 16:04:26-03","UNESP-IS","HISA","1374","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Paiva,M.C","Tiritan,O&Paiva,M","551","1991","03","26",NA,"Brasil","Mato Grosso do Sul","Fazenda de Ensino e Pesquisa, UNESP, Campus de Ilha Solteira","-51.41","-20.394444",NA,"Cerrado bovino.Subarbusto, ca 50cm, flores lilás.",NA,NA,"Selvíria",NA,NA,"Magnoliopsida","1991","12",NA,"51w24'36''","20s23'40''",NA,NA,NA,NA,NA
"87","2021-02-18 17:08:31-03","FEPAGRO","BLA","3119","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","S. Miotto","A. Kappel",NA,"1963","02","14",NA,"Brasil","Rio Grande do Sul","BR 2 - Km 218","-51.1794013977051","-29.1681003570557",NA,"Habitat: Solo pedregoso, pobre; Vegetação baixa e muito variada","BLA003119",NA,"Caxias do Sul","49662","auto",NA,"1978","01","01",NA,NA,NA,NA,NA,NA,NA
"88","2020-11-10 11:06:19-03","FEPAGRO","BLA","7921","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","S. Miotto","A. Pott et alii",NA,"1972","12","20",NA,"Brasil","Rio Grande do Sul","57 Km após a cidade, na estrada para Santiago.","-56.0043983459473","-28.6606006622314",NA,NA,"BLA007921",NA,"São Borja","75549","auto",NA,"1977","03","08",NA,NA,NA,NA,NA,NA,NA
"89","2021-03-22 16:23:08-03","FEPAGRO","BLA","3616","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","S. Miotto","J. Mário","42","1963","03","27",NA,"Brasil","Rio Grande do Sul","Estação Experimental de Forrageiras","-54.3199996948242","-30.3363990783691",NA,"Habitat: Fatreiros experimentais.","BLA003616",NA,"São Gabriel","56206","auto",NA,"1978","01","01",NA,NA,NA,NA,NA,NA,NA
"90","2021-02-18 17:08:31-03","FEPAGRO","BLA","3154","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","A. Burkart","A. P. Silva",NA,"1962","04","09",NA,"Brasil","Rio Grande do Sul","Estação Experimental de Forrageiras","-54.3199996948242","-30.3363990783691",NA,"Habitat: Campo baixo","BLA003154",NA,"São Gabriel","56206","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-08-26 10:48:57-03","MCN-FZBRS","HAS","86302","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli",NA,"Mattos, J.","11520","1964","03",NA,NA,"Brasil","São Paulo","A 2 km oeste de Jeriquara,","-47.5800018310547","-20.3099994659424",NA,"Ca. de 5 m. de altura. Flores roxas. Filetes esbranquiçados.","HAS0086302",NA,"Jeriquara","11595","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
