"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","individualCount","relatedCatalogItem","previousCatalogNumber"
"1","2016-09-29 10:12:00-03","NY","NYBG","376768","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","L. B. Smith","A. Lima","552064","1955","05","29","South America","Brazil","Pernambuco","Igarassu","Igaracu, Campina dos Marcos","-34.9064","-7.8344","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276853' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376768","NY00376768_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-08 17:44:51-03","EAO","IAN","34391","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Hohenbergia","pickelii","Hohenbergia pickelii",NA,"Pickel, BJ","1921",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN034391","IAN034391_f","Harms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-30 12:51:42-03","EAO","IAN","92997","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Smith, LB","Andrade-Lima, D de","2062","1955","05","29","Southern America","Brasil","Pernambuco",NA,"Igaraçu. Campina dos Marcos.",NA,NA,NA,"Fl. roxo-claro.","IAN092997",NA,"(Baker) Mez","1955","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-30 12:51:42-03","EAO","IAN","92997","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Smith, LB","Andrade-Lima, D de","2062","1955","05","29","Southern America","Brasil","Pernambuco",NA,"Igaraçu. Campina dos Marcos.",NA,NA,NA,"Fl. roxo-claro.","IAN092997",NA,"(Baker) Mez","1955","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-30 12:51:42-03","EAO","IAN","125072","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Souza, GM","Belém, RP","3493","1968","05","03","Southern America","Brasil","Bahia","Maraú","Mata litorânea, margem de igarapé.","-39.0147018432617","-14.103099822998",NA,"Panta epífita; flores azuis, estames brancos, anteras esverdeadas; brácteas vermelhas, inflorescência de 1m cortada em pedaços.","IAN125072",NA,"(Baker) Mez","2001","12","47076","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-30 12:51:42-03","EAO","IAN","125072","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Souza, GM","Belém, RP","3494","1968","05","03","Southern America","Brasil","Bahia","Maraú","Mata litorânea, margem de igarapé.","-39.0147018432617","-14.103099822998",NA,"Planta terrestre, flores azuis, estames brancos, brácteas vermelhas.","IAN125072",NA,"(Baker) Mez","2001","12","47076","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-10-09 11:27:36-03","UFBA","ALCB","07712","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Oliveira, RCG de","Grupo Pedra do Cavalo","496","1980","08",NA,"Southern America","Brasil","Bahia","Cachoeira","Recôncavo Sul, Vale dos rios Paraguaçu e Jacuípe. Morro Belo","-39.083333","-12.533333",NA,"terrestre. Folhas de 2 m. Inflorescências grandes com flores alvo-esverdeadas. Crescendo em touceiras.","ALCB011625","ALCB011625","(Baker) Mez","2012","05",NA,NA,"10","-39.083333","-12.533333","100","100",NA,NA,NA,NA,NA
"8","2020-11-04 11:03:56-03","ESALQ","ESA","61208","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Souza, G.M.","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22703.0","1999","05","18",NA,"Brasil","Bahia","Barra da Estiva","BLOQUEADO","-41.3269004821777","-13.6260995864868",NA,"Erva; escapo rosa-forte; frutos imaturos amarelados.","ESA061208","ESA061208","(Baker) Mez",NA,NA,"61861","auto",NA,NA,NA,"1020","1020",NA,NA,NA,NA,NA
"9","2020-11-04 11:03:56-03","ESALQ","ESA","74544","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Souza, G.M.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Elias, S.I.","26293.0","2001","07","17",NA,"Brasil","Bahia","Ibicoara","BLOQUEADO","-41.2846984863281","-13.4105997085571",NA,"Erva; raque da inflorescência vermelha; flores violeta.","ESA074544","ESA074544","(Baker) Mez",NA,NA,"34188","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-01-14 15:25:53-03","MN","R","223848","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi",NA,"Uribbe, F.P.","148","2013","05","20",NA,"Brasil","Paraíba","Mamanguape",NA,"-35.136917","-6.736306",NA,NA,"R010005598","R010005598 R010005598_1","(Baker) Mez",NA,NA,NA,NA,NA,"035°08'12.9''W","06°44'10.7''S",NA,NA,NA,NA,NA,NA,NA
"11","2021-01-14 15:25:53-03","MN","R","223849","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi",NA,"Uribbe, F.P.","145","2013","05","19",NA,"Brasil","Paraíba","Mamanguape",NA,"-35.197972","-6.719083",NA,NA,"R010005597","R010005597 R010005597_1","(Baker) Mez",NA,NA,NA,NA,NA,"035°11'52.7''W","06°43'08.7''S",NA,NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:25:53-03","MN","R","223850","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi",NA,"Uribbe, F.P.","149","2013","05","20",NA,"Brasil","Paraíba","Mamanguape",NA,"-35.193694","-6.708722",NA,NA,"R010005599","R010005599 R010005599_1","(Baker) Mez",NA,NA,NA,NA,NA,"035°11'37.3''W","06°42'31.4''S",NA,NA,NA,NA,NA,NA,NA
"13","2021-01-14 15:25:53-03","MN","R","24257","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Smith, L.B.","Pickel, D.B.",NA,"1929","12",NA,NA,"Brasil","Pernambuco","Tapera",NA,NA,NA,NA,NA,"R010005596",NA,"(Baker) Mez","1952","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-02-02 14:37:51-02","BGBM","B","B 10 0242798","S","Plantae",NA,NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi",NA,"B. J. Pickel","1921","1929","02",NA,"Middle and South America","Brazil",NA,NA,"Pernambuco, Tapéra.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100242798 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100242798","B100242798 B100242798_1","Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA,NA
"15","2019-02-15 11:35:37-02","IPA","IPA","7941","S","Plantae","Plantae",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Smith, L.B.","Andrade-Lima","552062","1955","05","29","Southern America","Brasil","Pernambuco","Igarassu","Campina dos Marcos.","-34.9063987731934","-7.83416986465454",NA,"Fl. roxo-claro.","IPA0007941",NA,"(Baker) Mez","1955","08","24709","auto","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-02-15 11:35:37-02","IPA","IPA","6321","S","Plantae","Plantae",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Smith, L.B.","Pickel, B.","3428","1933","09","18","Southern America","Brasil","Paraíba","João Pessoa","Taboleiro de També. Terrestre.","-34.8630981445312","-7.11499977111816",NA,NA,"IPA0006321",NA,"(Baker) Mez","1953","09","15975","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-02-15 11:35:37-02","IPA","IPA","3499","S","Plantae","Plantae",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Andrade-Lima","Pickel, B.","1921","1929","02",NA,"Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera, S. Bento. Epífita e terrestre.","-35.0182991027832","-8.00222015380859",NA,"Fl. Roxas.","IPA0003499","IPA0003499","(Baker) Mez","1963","10","21764","auto","22",NA,NA,NA,NA,"ISOTYPE",NA,NA,NA,NA
"18","2019-02-15 11:35:37-02","IPA","IPA","79128","S","Plantae","Plantae",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Alves-Araújo, A.","Melo, A.; Alves-Araújo, A.; Marques, J.S.; Alves-Araújo, A.; Marques, J.S.","27","2007","04","10","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José. Borda da mata.","-38.1375","-8.256944",NA,"Epífita encontrada a 10m de altura com inflorescência em panícula.; Mata Atlântica.","IPA0079128",NA,"(Baker) Mez","2007","05",NA,NA,"20","-38.1375","-8.256944","178","178",NA,NA,NA,NA,NA
"19","2019-02-15 11:35:37-02","IPA","IPA","6320","S","Plantae","Plantae",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Smith, L.B.","Pickel, B.","3429","1933","09","18","Southern America","Brasil","Paraíba","João Pessoa","Taboleiro de També. Terrestre.","-34.8630981445312","-7.11499977111816",NA,NA,"IPA0006320",NA,"(Baker) Mez","1953","09","15975","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-02-15 11:35:37-02","IPA","IPA","7942","S","Plantae","Plantae",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Smith, L.B.","Andrade-Lima","552063","1955","05","29","Southern America","Brasil","Pernambuco","Igarassu","Campina do Marcos.","-34.9063987731934","-7.83416986465454",NA,"Fl. roxo-claro.","IPA0007942",NA,"(Baker) Mez","1955","08","24709","auto","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-02-15 11:35:37-02","IPA","IPA","7943","S","Plantae","Plantae",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Smith, L.B.","Andrade-Lima","552064","1955","05","29","Southern America","Brasil","Pernambuco","Igarassu","Campinda do Marcos.","-34.9063987731934","-7.83416986465454",NA,"Fl. roxo-claro.","IPA0007943",NA,"(Baker) Mez","1955","08","24709","auto","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-02-15 11:35:37-02","IPA","IPA","81603","S","Plantae","Plantae",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Wanderley, M.G.L.; Sousa, G.M.","Martinelli, G.; Barbará, T.; Barbará, T.","15343","1999","05","06","Southern America","Brasil","Sergipe","Pirambu","Reserva Biológica de Santa Isabel","-36.8560981750488","-10.7377996444702",NA,"Erva terrestre ou arenícola, heliófila, folhas verdes concolores com bainha castanho-avermelhado, ou folhas viscosas, infl. com espaço vermelho bráteas escapais e primárias paleáceas, raque vermelho-escuro, ramos ídem, brácteas florai","IPA0081603",NA,"(Baker) Mez","1999","12","22600","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-27 13:46:40-03","UFS","ASE","12897","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Sousa, GM; Wanderley, MG","Martinelli, G; Barbará, T","15343","1999","05","06","Southern America","Brasil","Sergipe","Pirambu","REBIO","-36.846667","-10.678208",NA,"Erva terrestre ou arenícola, heliófila, folhas verdes concolres com bainha castanho-avermelhado; ou folhas vinosas; infl. com escapo vermelho brácteas escapais e primárias paleáceas; raque vermelho-escuro, ramos ídem; brácteas florais","ASE0006673","ASE0006673","(Baker) Mez","1999","12",NA,NA,NA,"-36.846667","-10.678208",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-27 13:46:40-03","UFS","ASE","23687","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Wanderey, MGL","Prata, AP; Farias, MCV; Oliveira, DG; Gomes, LA; Conceição, GG; Silva, RN; Déda, RM; Matos","3000","2012","05","26","Southern America","Brasil","Sergipe","Pirambu","Sítio Paraiso, Solo arenoso.","-36.757639","-10.633361",NA,"Hebácea com 40cm. Cálice verde, corola branca.&nf;; Hebácea com 40cm. Cálice verde, corola branca.&nf;; Restinga.","ASE0006718","ASE0006718","(Baker) Mez","2013","05",NA,NA,"29","-36.757639","-10.633361",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-27 13:46:40-03","UFS","ASE","28016","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi",NA,"Gomes, LA; Freire, GS; Foncesa, AR; Maciel, BSB; Santos, E","1099","2013","05","22","Southern America","Brasil","Sergipe","Maruim","Mata do Caititu, Borda de mata. Solo argiloso.","-37.127139","-10.716778",NA,"Epifíta. Cálice alvo. Frutos azulados.; Mata Atlântica","ASE0006736","ASE0006736","(Baker) Mez",NA,NA,NA,NA,NA,"-37.127139","-10.716778",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-27 13:46:40-03","UFS","ASE","5941","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Melo, DS","Landim, M","197","1995","03","20","Southern America","Brasil","Sergipe","Barra dos Coqueiros","área próxima ao Porto de SE","-37.0219","-10.5402",NA,". Inflorescência com botões.; . Inflorescência com botões.; Restinga","ASE0006662","ASE0006662","(Baker) Mez","2012","05",NA,NA,"14","-37.0219","-10.5402",NA,NA,NA,NA,NA,NA,NA
"27","2019-11-27 13:46:40-03","UFS","ASE","16881","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Melo, DS","Melo, DS; Souza, CAS; Santos, LAS; Menezes, IRN; Pereira, TC","116","2010","05","13","Southern America","Brasil","Sergipe","Japaratuba","Mata da Sambaíba","-36.5624","-10.3536",NA,"Mata Atlântica.","ASE0006700","ASE0006700 ASE0006700_1","(Baker) Mez","2012","05",NA,NA,"14","-36.5624","-10.3536",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-27 13:46:40-03","UFS","ASE","16882","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Sousa, G","Melo, DS; Souza, CAS; Santos, LAS; Menezes, IRN; Pereira, TC","117","2010","05","13","Southern America","Brasil","Sergipe","Japaratuba","Mata da Sambaíba","-36.5624","-10.3536",NA,"Mata Atlântica.","ASE0006699","ASE0006699","(Baker) Mez","2012","09",NA,NA,"06","-36.5624","-10.3536",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-27 13:46:40-03","UFS","ASE","33135","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Damasceno, SA","Damasceno, SA","34","2014","11","24","Southern America","Brasil","Sergipe","Japaratuba","Povoado Bonito","-36.5624","-10.3536",NA,"Arbusto com 1,10m. Fruto imaturo.; Mata Atlântica","ASE0004979","ASE0004979","(Baker) Mez","2015","02",NA,NA,"19","-36.5624","-10.3536",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-19 14:05:21-03","UFRPE","PEUFR","18257","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","G.M. Sousa","G.M. Sousa; L. Figueirêdo; M. Sales; M.J.N. Rodal","34","1994","09","17",NA,"Brasil","Pernambuco","Buíque","Trilhas das Torres","-37.166667","-8.616667",NA,"Herbácea; folhas com base arroxeada","PEUFR018257",NA,"(Baker) Mez ","1994","10",NA,NA,NA,"37°10'W","08°37'S","790","790",NA,NA,NA,NA,NA
"31","2019-11-19 14:05:21-03","UFRPE","PEUFR","21475","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","M.G.L. Wanderley","M. Tschá; M.J. Hora; S.S. Lira","430","1995","12","27",NA,"Brasil","Pernambuco","Bezerros","Parque Ecológico de Serra Negra","-35.816667","-8.2",NA,"Inflorescência com cerca de 1 m de altura","PEUFR021475",NA,"(Baker) Mez ","1998","08",NA,NA,"05","35°49'00''W","08°12'00''S","471","471",NA,NA,NA,NA,NA
"32","2019-11-19 14:05:21-03","UFRPE","PEUFR","48147","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","M.G. Wanderley; G.M. Sousa","G. Martinelli; T. Barbará","15343","1999","05","06",NA,"Brasil","Sergipe","Pirambu","Reserva Ecológica de Santa Isabel","-36.846667","-14.711944",NA,"Erva terrestre ou arenícola; heliófila; folhas verdes concolores com bainha castanho-avermelhado; ou folhas vinosas; inflorescência com escapovermelho; brácteas escapais e primárias paleáceas; raque vermelho escuro; ramos ídem; bráct","PEUFR048147",NA,"(Baker) Mez ","1999","12",NA,NA,NA,"36°50'48''W","14°42'43''S","60","60",NA,NA,NA,NA,NA
"33","2019-11-19 14:05:21-03","UFRPE","PEUFR","467","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","L.B. Smith","A. Lima","2064","1955","05","29",NA,"Brasil","Pernambuco","Igarassu","Campinas dos Marcos","-34.9063987731934","-7.83416986465454",NA,"Flor roxo-claro","PEUFR000467",NA,"(Baker) Mez ","1955","08","24709","auto","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-19 14:05:21-03","UFRPE","PEUFR","468","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","G.M. Sousa","A. Lima","2042","1955","04","27",NA,"Brasil","Pernambuco","Recife","Dois Irmãos; pedra mole","-34.8810997009277","-8.05389022827148",NA,"Epífita; flor roxo-claro","PEUFR000468",NA,"(Baker) Mez ","2002","07","18865","auto","30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-04-22 16:26:00-03","UFPB","JPB","29811","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Baracho, GS","Carvalho, AM de; Thomas, WW; Barbosa, MR; Rodal, MJN; Lyra Lemos, RP de; Sant'Ana, SC; et al.","7132","2002","03","16","Southern America","Brasil","Alagoas","Murici","Bananeiras","-35.883611","-9.247222",NA,"; HABITAT: Mata Higrófila.",NA,NA,"(Baker) Mez","2004","05",NA,NA,"20","-35.883611","-9.247222","513","513",NA,NA,NA,NA,NA
"36","2020-04-22 16:26:00-03","UFPB","JPB","32090","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Pontes, RA","Brasil, RNA; Lima, JR; Barros, RB; Lima, IB","99","2002","06","29","Southern America","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Área II, Tabuleiro.","-35.141944","-6.741944",NA,NA,NA,NA,"(Baker) Mez","2004","11",NA,NA,"10","-35.141944","-6.741944",NA,NA,NA,NA,NA,NA,NA
"37","2020-04-22 16:26:00-03","UFPB","JPB","35668","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Souza, GM; Wanderley, MG","Martinelli, G; Bárbara, T","15343","1999","05","06","Southern America","Brasil","Sergipe","Pirambu","Reserva Biológica de Santa Isabel, Restingas abertas","-36.846667","-14.711944",NA,"; DESC: Erva terrestre ou arenícola, heliófila, folhas verdes concolores com bainha castanho-avermelhado; ou folhas vinosas; infl. Com escapo vermelho brácteas escapais e primárias paleáceas; raque vermelho-escuro, ramos idem; brácteas florais verdes com",NA,NA,"(Baker) Mez","1999","12",NA,NA,NA,"-36.846667","-14.711944","60","60",NA,NA,NA,NA,NA
"38","2020-04-22 16:26:00-03","UFPB","JPB","37791","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Pontes, RA","Pontes, RA","229","2005","05","14","Southern America","Brasil","Paraíba","Natuba","Sítio Pau-D'Arco, Fazenda Sr. Gera.","-35.494722","-7.488889",NA,"; DESC: Epífita em mata. Folhas vináceas com espinhos negros. Inflorescência amarelo-pálido. Em fruticação.",NA,NA,"(Baker) Mez","2005",NA,NA,NA,NA,"-35.494722","-7.488889","635","635",NA,NA,NA,NA,NA
"39","2020-04-22 16:26:00-03","UFPB","JPB","37505","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Pontes, RA","Pontes, RA","54","2004","03","05","Southern America","Brasil","Paraíba","Espirito Santo","Fazenda Espirito Santo, Mata do Ferreiro. Vegetação de tabuleiro.",NA,NA,NA,"; DESC: Terrestre com cerca de 1,80m de altura, em pequenas populações a pleno sol ou meia sombra. Folhas verdes, espinescentes, base castanha. Escarpo curvo, fortemente lanoso-castanho. Pétalas azuis. Frutos ovais amarelos-pálidos.",NA,NA,"(Baker) Mez","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-04-22 16:26:00-03","UFPB","JPB","37506","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Pontes, RA","Pontes, RA","59","2004","03","05","Southern America","Brasil","Paraíba","Espirito Santo","Fazenda Espirito Santo, Mata do Ferreiro. Vegetação de tabuleiro.",NA,NA,NA,"; DESC: Terrestre com cerca de 2m de altura. Folhas verdes, espinhos castanhos. Pétalas azuis. Frutos ovais amarelos-pálidos.",NA,NA,"(Baker) Mez","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-04-22 16:26:00-03","UFPB","JPB","37799","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Pontes, RA","Pontes, RA","169","2005","04","16","Southern America","Brasil","Paraíba","Salgado de São Félix","Serra dos Campos, Sítio Pau-D'arco, próximo a Pirauá.","-35.49275","-7.487972",NA,"; DESC: Epífita em árvores isoladas, incomum na área, ambiente antropizado. Folhas totalmente vináceas com espinhos negros. Escapo ca. 60cm, amarelo pálido, brácteas paleáceas, cremes, indumento lanuginoso, castanho. Inflorescência ca. de 65cm, ramos 27-",NA,NA,"(Baker) Mez","2005",NA,NA,NA,NA,"-35.49275","-7.487972","640","640",NA,NA,NA,NA,NA
"42","2020-04-22 16:26:00-03","UFPB","JPB","39203","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi",NA,"Gadelha Neto, PC; Barbosa, MR; Lima, IB; Lima, JR; Silva, CS","2052","2008","01","29","Southern America","Brasil","Paraíba","Mataraca","Millennium Inorganic Chemicals Mineração Ltda, Arenoso","-34.978633","-6.493619",NA,"; HABITAT: Tabuleiro; DESC: Planta terrestre com folhas dispostas em rosetas abertas. Escapo ereto, cilindrico, lanuginoso. Inflorescência paniculada em espiga. Flores sésseis de pétalas azuis. Frutos ovais lanuginosos. Vegetando em solo arenoso.",NA,NA,"(Baker) Mez",NA,NA,NA,NA,NA,"-34.978633","-6.493619",NA,NA,NA,NA,NA,NA,NA
"43","2020-04-22 16:26:00-03","UFPB","JPB","46533","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi","Oliveira, R","Barbosa, MR; Thomas, WW; Melo, AV de; Vieira, JL; Paes, B","3323","2010","03","01","Southern America","Brasil","Pernambuco","Lagoa dos Gatos","RPPN Pedra D'Anta, Trilha ao longo da lagoa.","-35.8565","-8.699194",NA,"; HABITAT: Mata submontana pertubada.; DESC: Erva sobre tronco caído. Folhas com mais de 1m de comprimento, com muitas formigas.","JPB0046533",NA,"(Baker) Mez","2012","06",NA,NA,"06","-35.8565","-8.699194","590","590",NA,NA,NA,NA,NA
"44","2020-04-22 16:26:00-03","UFPB","JPB","50214","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi",NA,"Gadelha Neto, PC","3272","2012","03","29","Southern America","Brasil","Paraíba","Rio Tinto","Fragmento Pb 163. Substrato arenoso.","-35.113611","-6.730556",NA,"; HABITAT: Floresta Estacional Semidecidual das Terras Baixas; DESC: Planta heliófita, herbácea. Folhas dispostas em rosetas abertas. Lâmina verde-amarelada, coriácea. Escapo cilíndrico, ereto e lanuginoso. Inflorescência piramidal em","JPB0050214",NA,"(Baker) Mez",NA,NA,NA,NA,NA,"-35.113611","-6.730556","181","181",NA,NA,NA,NA,NA
"45","2020-04-22 16:26:00-03","UFPB","JPB","53210","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi",NA,"Gadelha Neto, PC; Pessoa, MC; Pereira, LA; Silva, FO","3500","2013","04","11","Southern America","Brasil","Rio Grande do Norte","Parnamirim","Mata do Jiqui, Loteamento.","-35.200556","-5.917222",NA,"; HABITAT: Floresta Estacional Semidecidual das Terras Baixas; DESC: Erva mesófila, terrestre com rizomas basais curtos. Folhas dispostas em rosetas abertas. Lâmina lanceolada, coriácea, mucronada, amarelada. Escapo lanuginoso, ereto.","JPB0053210",NA,"(Baker) Mez",NA,NA,NA,NA,NA,"-35.200556","-5.917222","27","27",NA,NA,NA,NA,NA
"46","2020-04-22 16:26:00-03","UFPB","JPB","54453","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Hohenbergia","ridleyi","Hohenbergia ridleyi",NA,"Gomes, LA; Freire, GS; Fonseca, AR; Maciel, BSB; Santos, E","1099","2013","05","22","Southern America","Brasil","Sergipe","Maruim","Mata do Caititu, Borda de mata. Solo argiloso.","-37.127139","-10.716778",NA,"; HABITAT: Mata Atlântica","JPB0054453",NA,"(Baker) Mez",NA,NA,NA,NA,NA,"-37.127139","-10.716778",NA,NA,NA,NA,NA,NA,NA
