"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","typeStatus","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"42","2021-03-15 16:37:00-03","NY","NYBG","1010256","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","I. Jiménez","2185","2004","04","05","South America","Bolivia","La Paz","Prov. Caranavi, Serranía de Bella Vista","-67.48","-15.67","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102741' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010256","NY01010256_01","1590","1590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","885031","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","A. M. Amorim","5812","2006","04","15","South America","Brazil","Bahia","Topo da Serra do Peito-de-Moça. Ramal ca. 22.4 km na estrada que liga Arataca à Una, com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.3417","-15.1736","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885031","NY00885031_01","1000","1000","A. Vasco; R. C. Moran","Arataca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1010188","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","R. B. Foster","10792",NA,NA,NA,"South America","Peru","Madre de Dios","Manú, Cerro de Pantiacolla","-70.9","-12.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103140' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010188","NY01010188_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","886055","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","A. Salino","7454","2001","08","10","South America","Brazil","São Paulo","Parque Estadual da Serra do Mar, Núcleo de Santa Virginia, Base de Vargem Grande. Trilha para a Cachoeira da Boneca, Ribeirão Grande.","-45.2097","-23.4325","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=976991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886055","NY00886055_01","800","800","A. Vasco; R. C. Moran","Sao Luís do Paraitinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","1010261","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Collector info in notes","1638/76A",NA,NA,NA,"South America","Bolivia","Cochabamba","Villa Tunari","-65.57","-17.12","sheet","Cultivated at NYBG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103287' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010261","NY01010261_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","1414786","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","W. Rodriguez","7408","2012","07","12","South America","Colombia","Vaupés","Vegetación a orilla del caño Yi.","-70.3222","1.1381","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2419306' target='other'> <mi>dwc_moreinfo</mi></a>","NY01414786","NY01414786_01","200",NA,"Determiner unspecified","Mitú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","1010201","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","R. C. Moran","6243","1996","04","19","South America","Ecuador","Napo","Yasuní National Park, 5 km after crossroads at ¡km 42","-76.4","-0.68","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102997' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010201","NY01010201_01 NY01010201_02","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","1010182","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","M. Kessler","7395","1996","07","18","South America","Bolivia","Cochabamba","Prov. José Carrasco Torrico, Km 137 antigua carretera Cochabamba-Villa Tunari","-65.58","-17.1","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103036' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010182","NY01010182_01 NY01010182_02","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","1010198","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","B. Øllgaard","2476","1997","03","19","South America","Ecuador","Morona-Santiago","road Patuca – Santiago, km 8.4 from Santiago","-78.08","-3.02","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102775' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010198","NY01010198_01","480","480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","871012","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","P. H. Labiak E.","3638","2006","08","06","South America","Brazil","Bahia","Arataca: Serra do Peito-de-Moça. Estrada que liga Arataca Arataca à Una, ramal ca. 22.4 km de Arataca com entrada no Assentamento Santo Antonio. RPPN Caminho das Pedras","-39.3417","-15.1736","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00871012","NY00871012_01","1000","1000","A. Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","3824524","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","L. Cayola","4637","2012","09","27","South America","Bolivia","La Paz","Región Madidi, Santo Domingo, arroyo Tintaya","-68.5831","-14.7864","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4106068' target='other'> <mi>dwc_moreinfo</mi></a>","NY03824524","NY03824524_01","1439",NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","3824528","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","M. Kessler","12941","2003","08","29","South America","Bolivia","Cochabamba","Territorio Indigena Parque Nacional Isiboro-Secure, cordillera de Mosetenez, laguna Carachupa.","-66.42","-16.23","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4106072' target='other'> <mi>dwc_moreinfo</mi></a>","NY03824528","NY03824528_01","1300",NA,NA,"Chapare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","1487720","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","W. Rodriguez","6907","2010","08","05","South America","Colombia","Amazonas","Parcela Permanente Parque Nacional Natural Amacayacu, cuadrantes T5 y T6.","-70.26102778","-3.818916667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353590' target='other'> <mi>dwc_moreinfo</mi></a>","NY01487720","NY01487720_01","60","80","W. Rodriguez","Leticia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","1010184","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","M. Kessler","7536","1996","08","22","South America","Bolivia","Cochabamba","Prov. José Carrasco Torrico, km 143 antigua carretera Cochabamba-Villa Tunari","-65.57","-17.12","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103306' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010184","NY01010184_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","1010167","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","J. M. Beitel","85268","1985","02","26","South America","Venezuela","Amazonas","Depto. Río Nego, Cerro de Neblina, 6.2 km NNE Pico Phelps","-65.9811","0.8625","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103274' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010167","NY01010167_01","1350","1450","A. Vasco; R. C. Moran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","1010177","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","S. G. Beck","465","1979","03","10","South America","Bolivia","La Paz","Prov. Nor-Yungas, Puerto Linares 39 km hacia Caranavi","-67.55","-15.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102591' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010177","NY01010177_01","1410","1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","720600","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","A. Salino","10167","2005","03","23","South America","Brazil","São Paulo","Parque Estadual do Jacupiranga. Núcleo Caverna do Diabo. Trilha do Bugio.","-48.4003","-24.6525","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2518098' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720600","NY00720600_01","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","1010212","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","B. G. Stergios D.","4253","1982","07","28","South America","Venezuela","Amazonas","Carretera San Carlos del Río Negro – Solano","-67.05","1.93","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102884' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010212","NY01010212_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","1010179","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","O. Buchtien","5175","1920","01",NA,"South America","Bolivia","La Paz","Hacienda Simaco, sobre camino a Tipuani","-68.07","-15.8","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102935' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010179","NY01010179_01","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","1010209","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","M. Colella","1602","1991","01","28","South America","Venezuela","Amazonas","Depto. Casiquiare, Rio Casiquiare, 40 km después de la boca","-67.05","1.93","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104801' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010209","NY01010209_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","886054","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","A. Salino","6480","2001","04","11","South America","Brazil","São Paulo","Parque Estadual da Serra do Mar, Núcleo de Curutucu, em afluente do rio Capivari.","-46.7367","-23.9961","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=976989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886054","NY00886054_01","800","800","A. Vasco; R. C. Moran","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","1010171","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","R. Liesner","25826","1988","11","05","South America","Venezuela","Amazonas","Depto. Atabapo, E side of Cerro Huachamacarí","-65.72","3.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103236' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010171","NY01010171_01","800","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","1010200","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","R. C. Moran","6121","1996","04","13","South America","Ecuador","Napo","Yasuní National Park, ca. 1 km N of Río Tivacuno, Km 57 on the oil road starting at Pompeya","-76.43","-0.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102986' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010200","NY01010200_01","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","720585","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","A. Salino","9453","2004","03","07","South America","Brazil","Minas Gerais","Distrito de Talismã, Fazenda Duas Barras.","-40.04928","-16.41389","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2518030' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720585","NY00720585_01","820",NA,NA,"Santa Maria do Salto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","1010176","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","C. Morales","1256","2005","06","16","South America","Ecuador","Morona-Santiago","Limón Indaza, Región de la cordillera del Cóndor. Cuenca del Río Coangos. Comunidad Shuar de Kuankus, sendero desde la base hacia la cima del Cerro Chuank Naint",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103375' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010176","NY01010176_01","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","1010166","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","R. Liesner","23598","1988","04","22","South America","Venezuela","Bolívar","Gran Sabana, ca. 10 km SW of Karaurin Tepui at junction of Río Karaurin and Río Asadon (Río Sanpa)","-61.05","5.32",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1138221' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010166","NY01010166_01","900","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","1010204","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","H. H. van der Werff","16256","2001","03","20","South America","Peru","Amazonas","Distr. Bagua, along road from Chiriaco towards Bagua","-78.6361","-5.2825","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103188' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010204","NY01010204_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","02239921","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","T. E. Almeida","583","2006","10","07","South America","Brazil","Minas Gerais","Parque Estadual do Pico do Itambé. Descida do Pico do Itambé.","-43.32358","-18.39925","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2495390' target='other'> <mi>dwc_moreinfo</mi></a>","NY02239921","NY02239921_01","1504",NA,NA,"Santo Antônio de Itambé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","1015899","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","F. B. Matos","371","2005","02","08","South America","Brazil","Bahia","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Faz. São Miguel em direção à serra.","-39.2028","-14.7703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115163' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015899","NY01015899_01","600","900","A. Vasco; J. P. Condack","Barro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","149730","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","wacketii","Elaphoglossum wacketii","Rosenst.","M. Wacket","114","1906","04","19","South America","Brazil","São Paulo","Rio Grande",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00149730","NY00149730_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","809744","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","wacketii","Elaphoglossum wacketii","Rosenst.","A. C. Brade","8415","1925",NA,NA,"South America","Brazil","São Paulo","Sa. Paranapiacata","-46.32","-23.78","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=809218' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809744","NY00809744_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","809743","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","wacketii","Elaphoglossum wacketii","Rosenst.","A. C. Brade","7605","1915","01","17","South America","Brazil","São Paulo","Campo Grande","-46.35","-23.97","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=809201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809743","NY00809743_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","809745","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","wacketii","Elaphoglossum wacketii","Rosenst.","M. Wacket","7849",NA,NA,NA,"South America","Brazil","São Paulo","Rio Grande",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=809221' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809745","NY00809745_01",NA,NA,"A. C. Brade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-04-05 09:59:03-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","25108","S","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","((Sauerb.) & (Jaeg.)) (Hedw.)",NA,NA,NA,NA,NA,"América do Sul","Brasil","Ceará",NA,"-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,NA,NA,NA,"Maranguape",NA,"Polypodiopsida","40608","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-30 12:50:53-03","EAO","IAN","33619","PreservedSpecimen","Plantae","Fern",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Kunth) Dids","Black, GA","2820","1948","05","14","Southern America","Brasil","Amazonas","Entre Posto do Içana e Tunuí.",NA,NA,NA,"Epífita; folha fina.","IAN033619","IAN033619 IAN033619_e",NA,NA,"Brade, AC",NA,NA,NA,NA,NA,"1949","09",NA,NA,NA,NA,NA,NA
"77","2021-03-30 12:50:53-03","EAO","IAN","74853","PreservedSpecimen","Plantae","Fern",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Kunth) Dids","Fróes, RL","28051","1952","03","27","Southern America","Brasil","Amazonas","Rio Içana, Irá Uca; caatinga.",NA,NA,NA,"Feto.","IAN074853",NA,NA,NA,"Pires, JM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-30 12:50:53-03","EAO","IAN","74898","PreservedSpecimen","Plantae","Fern",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Kunth) Dids","Fróes, RL","28096","1952","03","28","Southern America","Brasil","Amazonas","Rio Içama, Tunuí.",NA,NA,NA,NA,"IAN074898",NA,NA,NA,"Pires, JM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-02-08 10:44:25-03","NBC","NL-BOTANY","L.3544124","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore","Hatschbach GG",NA,"1968","11","21","Southern America","Brazil",NA,"Est Paraná, Mun Guaraqueçaba, Rio do Cedro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544124 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544124","NL-L3544124",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021172","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore","Liesner RL",NA,"1985","02","17","Southern America","Venezuela",NA,"Territorio Federal Amazonasl Depto. Atabapo. Slope of Cerro de Marahuaca. Río Yameduaka arriba.","-65.466667","3.633333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021172 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1021172","NL-U1021172",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,"-65.466667","3.633333",NA,NA,NA,NA
"81","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021173","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore","Liesner RL",NA,"1988","04","22","Southern America","Venezuela",NA,"Edo. Bolivar: Gran Sabana; ca 10 km SW of Karaurin Tepui at junction of Río Karaurin and Río Asadon (Río Sanpa).","-61.05","5.316667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021173 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1021173","NL-U1021173",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,"-61.05","5.316667",NA,NA,NA,NA
"82","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021419","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore","Clarke HD; Hollowell T; David K; Chin C; Perry C",NA,"1997","07","06","Southern America","Guyana","Cuyuni-Mazaruni","Guyana. Region: Cuyuni-Mazaruni. Paruima, 9 km W; 0.5-1.0 km E of Ararata scrub area.","-61.144444","5.826667",NA,"Dense forest on brown sand, with Aspidosperma, Eperua & Licania.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1021419","NL-U1021419",NA,NA,"McKee GS",NA,NA,"Pteropsida",NA,NA,NA,NA,"-61.144444","5.826667","U 0248737",NA,NA,NA
"83","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021420","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore","Henkel TW; Chin M; Ryan W",NA,"1993","02","15","Southern America","Guyana","Potaro-Siparuni","Pakaraima Mts, Mt. Wokomung, headwaters of Wusupubaru Creek, 1 km downslope to Patamona Lookout","-59.883333","5.05",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021420 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1021420","NL-U1021420",NA,NA,"Lellinger DB",NA,NA,"Pteropsida",NA,NA,NA,NA,"-59.883333","5.05","U 0097367",NA,NA,NA
