"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","558385","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","R. Reitz","5996","1958","01","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558385","Magnoliophyta","Myrtales","Brade","J. J. Wurdack","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2656","-26.1925","900","900","NY00558385_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","558381","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","J. C. Lindeman","4044","1967","01","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558381","Magnoliophyta","Myrtales","Brade","J. J. Wurdack","Paraná","Morretes","Serra do Mar; Upper Rio do Corvo, S. of old road to Morretes, ca. 25 km E of Curitiba","-48.906339","-25.339275","900","1100","NY00558381_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","558382","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","G. G. Hatschbach","6694","1960","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558382","Magnoliophyta","Myrtales","Brade","J. J. Wurdack","Paraná","Guaratuba","Serra de Araçatuba","-48.5744","-25.8831","1350","1350","NY00558382_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","558379","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","G. G. Hatschbach","15959","1967","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558379","Magnoliophyta","Myrtales","Brade","J. J. Wurdack","Paraná","Sao José dos Pinhais","Col. S. Andrade","-49.2064","-25.5347",NA,NA,"NY00558379_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-13 09:20:17-03","UFRJ","RFA","8656","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","G.G. Hatschbach","15959","1967","02","03",NA,"Brasil",NA,NA,"Arbusto até 2,5 m de altura; flor violeta","RFA45670",NA,NA,"Brade","J.J. Wurdack","Paraná","São José dos Pinhais","Col. S. Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-04 15:25:26-03","PUCPR","HUCP","19183","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Kersten, RA","1287","2007","11","04",NA,"Brasil",NA,NA,NA,"HUCP00014500","Eudicotiledonea",NA,"Brade","Kersten, RA","Paraná","Tijucas do Sul","Morro dos Perdidos","-49.1988983154297","-25.9281005859375",NA,NA,"HUCP00014500",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:25:26-03","PUCPR","HUCP","20747","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Ariati, V","031","2008","07","12",NA,"Brasil",NA,NA,NA,"HUCP00014423","Eudicotiledonea",NA,"Brade","Ariati, V","Paraná","Antonina","Pico Paraná","-48.7118988037109","-25.4286003112793",NA,NA,"HUCP00014423",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:25:26-03","PUCPR","HUCP","19044-A","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Selusniaki, M","1147","2006","03","15",NA,"Brasil",NA,NA,NA,"HUCP00014448","Eudicotiledonea",NA,"Brade","Selusniaki, M","Paraná","Antonina","Pico Paraná","-48.7118988037109","-25.4286003112793",NA,NA,"HUCP00014448",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:25:26-03","PUCPR","HUCP","20339","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Selusniaki, M","2727","2008","08","30",NA,"Brasil",NA,NA,NA,"HUCP00014371","Eudicotiledonea",NA,"Brade","Selusniaki, M","Paraná","Campina Grande do Sul","Morro Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,"HUCP00014371",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:26-03","PUCPR","HUCP","22492","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Eltz, J","022","2010","06","03",NA,"Brasil",NA,NA,NA,"HUCP00014503","Eudicotiledonea",NA,"Brade",NA,"Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,"HUCP00014503",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:25:26-03","PUCPR","HUCP","7364","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Ribas, OS; Guimarães, D","414","1992","01","10",NA,"Brasil",NA,NA,NA,"HUCP00014498","Eudicotiledonea",NA,"Brade","Wurdack, JJ","Paraná","Campo Alegre",NA,NA,NA,"1","1","HUCP00014498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:25:26-03","PUCPR","HUCP","25564","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Alves, BKS","20","2019","07","02",NA,"Brasil",NA,NA,"Plantas arbustivas com flores avermelhadas.","HUCP00025564","Eudicotiledonea",NA,"Brade","Kersten, RA","Parana","Morretes","Morro Mãe Catira","-48.834400177002","-25.476900100708",NA,NA,"HUCP00025564",NA,NA,"30514","auto","2019","08","13",NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:25:26-03","PUCPR","HUCP","22135","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Lozano, E; Molin, T; Ariati, V","483","2011","01","08",NA,"Brasil",NA,NA,NA,"HUCP00014475","Eudicotiledonea",NA,"Brade","Lozano, E; Schur, MB","Paraná","Campina Grande do Sul","Morro Getúlio","-49.0553016662598","-25.3055992126465",NA,NA,"HUCP00014475",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:25:26-03","PUCPR","HUCP","7365","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Nicolack, V; Ribas, OS","088","1989","12","15",NA,"Brasil",NA,NA,NA,"HUCP00014396","Eudicotiledonea",NA,"Brade","Hatschbach, GG","Paraná","Colombo","Campestre","-49.2242012023926","-25.2917003631592",NA,NA,"HUCP00014396",NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:20:42-03","UFBA","ALCB","032172","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Hatschbach, G; Barbosa, E","59791","1994","01","10","Southern America","Brasil",NA,NA,"arbusto, 1,50m, pétalas violeta; Alto do morro. alt.: 800m. Cultivado na reseva biológica de Sapitanduva.","ALCB068178","Dicotyledon",NA,"Brade","Hatschbach, G","Paraná","Antonina","usina hidrelétrica Parigot de Souza; Morro alto.","-48.7","-25.416667","800","800",NA,NA,NA,NA,NA,"1994",NA,NA,"-48.7","-25.416667",NA,NA,NA,NA,NA
"26","2019-10-09 11:20:42-03","UFBA","ALCB","040420","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Ribas, OS; Cordeiro, J; Pereira, LBS","2141","1997","12","15","Southern America","Brasil",NA,NA,"arbusto, 3m, flor lilás.; do morro. alt.: 1500m.","ALCB068179","Dicotyledon",NA,"Brade","Hatschbach, G","Paraná","Tijucas do Sul","Serra da Panpulha.","-49.183333","-25.916667","1500","1500",NA,NA,NA,NA,NA,"1998",NA,NA,"-49.183333","-25.916667",NA,NA,NA,NA,NA
"27","2020-02-08 10:05:16-03","NBC","NL-BOTANY","L.2557832","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Reitz R; Klein RM",NA,"1957","12","18","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2557832 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2557832",NA,"Myrtales","Brade",NA,NA,NA,"Santa Catarina, Estrada Dona Francisca, Joinville.",NA,NA,NA,NA,"NL-L2557832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 10:05:16-03","NBC","NL-BOTANY","L.2557833","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Hatschbach GG",NA,"1968","02","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2557833 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2557833",NA,"Myrtales","Brade",NA,NA,NA,"Est. Paraná (Brasil) Mun. Campina Grande Sul, Pico Caratuva.",NA,NA,NA,NA,"NL-L2557833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 10:05:16-03","NBC","NL-BOTANY","L.2557834","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Hatschbach GG",NA,"1967","02","03","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2557834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2557834",NA,"Myrtales","Brade",NA,NA,NA,"Col. S. Andrade (Mun. S. José dos Pinhaes) Parana.",NA,NA,NA,NA,"NL-L2557834",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U.1420910","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Lindeman JC; Haas JH de",NA,"1967","01","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420910 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420910",NA,"Myrtales","Brade",NA,NA,NA,"Flora Brasiliae Australis. Est. Paraná. Serra do Mar; Upper Rio do Corvo, S. of old road to Morretes, ca. 25 km E. of Curitiba.",NA,NA,NA,NA,"NL-U1420910",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-11-04 11:13:53-03","ESALQ","ESA","15784","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Hatschbach, G. ; Barbosa, E.","59751.0","1994","01","10",NA,"Brasil",NA,NA,NA,"ESA015784","Magnoliophyta",NA,NA,NA,"Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:13:53-03","ESALQ","ESA","35753","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Souza, J.P. et al.","857.0","1996","12","13",NA,"Brasil",NA,NA,NA,"ESA035753","Magnoliophyta",NA,"Brade","Meyer, F.S.","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"ESA035753",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:13:53-03","ESALQ","ESA","15783","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Hatschbach, G. ; Barbosa, E.","59791.0","1994","01","10",NA,"Brasil",NA,NA,NA,"ESA015783","Magnoliophyta",NA,"Brade","Hatschbach, G.","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"38300","auto","1994","01","01",NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:13:53-03","ESALQ","ESA","31793","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Silva, J.M. ; Cruz, J.M.","1616.0","1995","12","19",NA,"Brasil",NA,NA,NA,"ESA031793","Magnoliophyta",NA,"Brade","Hatschbach, G.","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,"ESA031793",NA,NA,"12577","auto","1996","01","01",NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:13:53-03","ESALQ","ESA","106861","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Romão, G.O. ; Dantas, A.P.T.","1610.0","1905","06","28",NA,"Brasil",NA,NA,"Arbusto 2,5m alt.; râmulos vermelhos; frutos castanhos claros. Próximo do cume.","ESA106861","Magnoliophyta",NA,NA,"Meyer, F.S.","Paraná","Campina Grande do Sul","Morro Camapuã; propriedade do sr. Agüilheiro, acesso por estrada de terra com 5Km a partir da saída da BR-116 no Km 51-52 (25°14'51,5S 48°54'19,5W), ca. 1Km do Posto do Tulha.","-49.0553016662598","-25.3055992126465",NA,NA,"ESA106861",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-02-02 14:38:33-02","BGBM","B","B 10 0295489","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Reitz & Klein","5705","1957","12","18","Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100295489 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100295489",NA,NA,"Brade",NA,NA,NA,"Estrada Dona Francisca, Joinville.",NA,NA,"600","600","B100295489",NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-09-14 20:29:38-03","FPS","FPS","560","MachineObservation","Plantae","Melastomataceae","Pleroma","reitzii","Pleroma reitzii","Schwirkowski, P.","804","2014","12","31",NA,"Brasil",NA,NA,NA,"FPS00560",NA,NA,"(Brade) P.J.F.Guim. & Michelang.","Schwirkowski, P.","Santa Catarina","São Bento do Sul","Rio Vermelho - Estrada Francisco Wiecinovski, ao lado da pedreira.","-49.28741","-26.281457",NA,NA,"FPS00560_v01 FPS00560_v02 FPS00560_v03 FPS00560_v04 FPS00560_v05",NA,NA,NA,NA,"2014","12","30","-49.28741","-26.281457",NA,NA,NA,NA,NA
"38","2020-09-14 20:29:38-03","FPS","FPS","48","MachineObservation","Plantae","Melastomataceae","Pleroma","reitzii","Pleroma reitzii","Schwirkowski, P.","166","2013","12","23",NA,"Brasil",NA,NA,NA,"FPS00048,FURB30758,MBM391976",NA,NA,"(Brade) P.J.F.Guim. & Michelang.","Brotto, M.L.","Santa Catarina","São Bento do Sul","Rio Vermelho - Estrada Alberto Torres","-49.320696","-26.272462",NA,NA,"FPS00048_v01 FPS00048_v02 FPS00048_v03 FPS00048_v04 FPS00048_v05 FPS00048_v06 FURB30758 MBM391976",NA,NA,NA,NA,"2014","08","20","-49.320696","-26.272462",NA,"voucher","MBM 391976, FURB 46413",NA,NA
"39","2019-02-15 11:45:52-02","IPA","IPA","87692","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Ribas, O.S.; Cordeiro, J.; Silva, J.M.; Vaz, J.; Cordeiro, J.; Silva, J.M.; Vaz, J.","8376","2010","01","27","Southern America","Brasil",NA,NA,"Arbusto, 2m; flores liláses.","IPA0087692","Plantae",NA,"Brade","Barbosa, E.; Martin, V.C.","Paraná","Tijucas do Sul","Serra Papanduva, encosta de morro, junto à afloramentos graníticos, morro.","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"25228","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0025334","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","J. Cordeiro; V. Nicolack","685","1990","1","12",NA,"Brazil",NA,NA,"PMC-SMMA 004; Flor roxa. Afloramentos de arenito.",NA,"Magnoliophyta","Myrtales","Brade","G. Hatschbach","Parana",NA,"Serra Sao Luiz do Puruna (mun. Campo Largo) Parana, Brazil","-49.5333","-25.4333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0025333","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","O. S. Ribas; D. Guimarães","414","1992","1","10",NA,"Brazil",NA,NA,"PMC-DPP 004; Arbusto 2 m, flor lilás.",NA,"Magnoliophyta","Myrtales","Brade","J. J. Wurdack","Santa Catarina",NA,"Rodeio Grande, subida para Serra do Quiririm (mun. Campo Alegre) Santa Catarina, Brazil","-49.265918","-26.192803","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:35:23-03","UNICAMP","UEC","167661","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Romão, GO; Dantas, APT","1610","2006","09","06",NA,"Brazil",NA,NA,"Arbusto 2,5 m alt.; râmulos vermelhos, frutos castanhos claros. Próximo ao cume.; Campo de altitude com pouco afloramento rochoso e predomínio de gramíneas; solo arenoso úmido em torno do cume, seco no topo.","UEC091884","Magnoliopsida",NA,"Brade","Meyer, FS","Paraná","Campina Grande Do Sul","Morro Camapuã, Propriedade do Sr. Aguilheiro, acesso por estrada de terra com 5 km a partir da saída da BR-116 no Km 51-52 ca. 1km do Posto do Tulha.","-48.86175","-25.259917","1700","1800","UEC091884",NA,NA,NA,NA,"2013","11",NA,"-48.86175","-25.259917",NA,NA,NA,NA,NA
"43","2021-03-01 16:35:23-03","UNICAMP","UEC","180928","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM","857","1996","12","13",NA,"Brazil",NA,NA,"Árvore, 7m alt. Flores roxas.; Floresta Ombrófila Densa; Floresta de altitude com pasto abandonado por mais de 20 anos.","UEC081387","Magnoliopsida",NA,"Brade","Meyer, FS","São Paulo","Cunha","Trilha da Pedreira.","-45.004722","-23.233889",NA,NA,"UEC081387",NA,NA,NA,NA,"2013","11",NA,"-45.004722","-23.233889",NA,NA,NA,NA,NA
"44","2021-03-01 16:35:23-03","UNICAMP","UEC","182812","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Brito, VLG","VLGB25","2010","12","19",NA,"Brazil",NA,NA,"Árvore.","UEC011503","Magnoliopsida",NA,"Brade","Meyer, FS","São Paulo","São Luiz do Paraitinga","Núcleo Santa Virgínia.",NA,NA,"900","1100","UEC011503",NA,NA,NA,NA,"2012","06","12",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:35:23-03","UNICAMP","UEC","91248","S","Plantae","Melastomataceae","Tibouchina","reitzii","Tibouchina reitzii","Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM","857","1996","12","13",NA,"Brazil",NA,NA,"Árvore, 7m alt. Flores roxas.; Floresta Ombrófila Densa; Floresta de altitude com pasto abandonado por mais de 20 anos.","UEC058859","Magnoliopsida",NA,"Brade","Meyer, FS","São Paulo","Cunha","Trilha da Pedreira.","-45.004722","-23.233889",NA,NA,"UEC058859",NA,NA,NA,NA,"2013","11",NA,"-45.004722","-23.233889",NA,NA,NA,NA,NA
