"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","infraspecificEpithet","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"17","2021-03-01 16:32:13-03","UNICAMP","UEC","114824","S","Plantae","Magnoliopsida",NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Harley, RM","Cordeiro, I","608","1989","01","20",NA,"Brazil","Paraná","Curitiba","Parque Náutico.","-49.2731018066406","-25.4277992248535",NA,"Erva odorífera, 50 cm. Flor alvescente.; Vargedo degradado.","UEC006740","UEC006740","1992","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:32:13-03","UNICAMP","UEC","36476","S","Plantae","Magnoliopsida",NA,"Lamiaceae","Mentha","sylvestris","Mentha sylvestris","L.","Tamashiro, JY","Ferreira, EA","s.n.",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"Erva, rasteira, folhas verdes brilhosas, sem flor.","UEC006737","UEC006737","1984",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-19 14:07:26-03","UFRPE","PEUFR","1160","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","R.M. Harley","J. Castro",NA,"1941","08","25",NA,"Portugal","Tondela",NA,NA,NA,NA,NA,NA,"PEUFR001160",NA,"1990",NA,NA,"02",NA,NA,NA,NA,NA,NA,"01",NA,NA,NA
"20","2019-11-06 09:55:57-03","UFOP","OUPR","13389","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Messias, M.C.T.B.","Menegatto, M.F.M.; Pedrosa, C.D.","s.n.","2002","01","25",NA,"Brasil","Minas Gerais","Ouro Preto","Glaura, Cultivo de Plantas Medicinais de Ouro Preto.","-43.5080986022949","-20.2875003814697",NA,"Erva. Flores cor violeta. Cultivada.",NA,NA,"2002","44599","auto","01",NA,NA,NA,NA,NA,NA,"29",NA,NA,NA
"21","2019-11-06 09:55:57-03","UFOP","OUPR","7466","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.",NA,"Messias, M.C.T.B.","126","1996","03","01",NA,"Brasil","Minas Gerais","Ouro Preto","Horto Medicinal Jovens de Ouro","-43.5080986022949","-20.2875003814697",NA,"Flores lilazes. Cultivada.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-06 09:55:57-03","UFOP","OUPR","4536","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.",NA,"s.col.","s.n.","1985","03","08",NA,"Brasil","Minas Gerais","Ouro Preto","Tripuí","-43.5080986022949","-20.2875003814697",NA,"Flores róseas.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-06 09:55:57-03","UFOP","OUPR","17944","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Harley, R.M.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Tripuí","-43.5080986022949","-20.2875003814697",NA,"Erva. Flores róseas. Terreno cultivado.",NA,NA,"1994","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-06 09:55:57-03","UFOP","OUPR","8105","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","sylvestris","Mentha sylvestris","L.",NA,"s.col.","s.n.",NA,NA,NA,NA,"Indisponível",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-16 17:52:48-03","UCS","HUCS","7088","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.",NA,"Scannell, M.M.","s.n.","1987","09","03",NA,"Irlanda","West Cork","Coastletown","W side of village of Castletown",NA,NA,NA,"Doação Herbariumn DBN - Dublin; roadside grass verge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-16 17:52:48-03","UCS","HUCS","7468","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Smith, S.F.","Grazziotin, G.G.","s.n.","1991","01","09",NA,"Brasil","Rio Grande do Sul","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"1991","15808","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-16 17:52:48-03","UCS","HUCS","13508","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Cordeiro, J.","Cordeiro, J.","1078","1992","01","30",NA,"Brasil","Paraná","Curitiba","Boqueirão","-49.2731018066406","-25.4277992248535",NA,"Planta odorífera, flor alva&nf;Doação Herbário MBM; cultivada como medicinal e como tempero",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-16 17:52:48-03","UCS","HUCS","26625","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Smith, S.F.","Rossato, M.","278","2005","03","08",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Campus da UCS 0 IB","-51.1794013977051","-29.1681003570557",NA,"cultivada",NA,NA,"2005","49662","auto","11",NA,NA,"780","780",NA,NA,NA,NA,NA,NA
"29","2021-03-16 17:52:48-03","UCS","HUCS","10642","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Harley, R.M.","Cordeiro, J.","608","1989","01","20",NA,"Brasil","Paraná","Curitiba","Parque Naútico","-49.2731018066406","-25.4277992248535",NA,"Doação Herbário MBM; vargedo degradado",NA,NA,"1992","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-16 08:39:40-03","UTFPR","HCF","22486","S","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","F.B. Matos & E.P. Santos","J. Skalski","1","2015","11","30",NA,"Brasil","PR","Pinhais","Centro Paranaense de Referência em","-49.118611","-25.385278",NA,"herbácea perene, ereta ou decumbente, ca. 50 cm de altura, odorífera. Material estéril. Cultivada.",NA,NA,"2015",NA,NA,"12","49°07'07 W","25°23'07 S","900","900",NA,NA,NA,NA,NA,NA
"31","2020-06-29 09:30:33-03","UFRRJ","RBR","17810","S","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","R.M. Harley","C.E.T. Parente","194","1997","02","15",NA,"Brasil","Rio de Janeiro","Barra do Piraí","Cultivada em um sítio no distrito de Ipiabas.","-43.8255996704102","-22.4699993133545",NA,NA,"RBR00017810",NA,"1998","27638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-14 16:07:29-03","UFC","EAC","24207","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Harley, R.M.","Cabral, C.","s.n.","1996","02","02","Southern America","Brasil","Ceará","Fortaleza","Horto de Plantas Medicinais - UFC, Areia com adubo orgânico, relevo plano","-38.543098449707","-3.71722006797791",NA,"Herbáceo, ramo florífero, flor branca, óleo essencial; Canteiro","EAC0024207","EAC0024207","2010","19924","auto","12",NA,NA,NA,NA,NA,NA,"07",NA,NA,NA
"33","2020-12-14 16:07:29-03","UFC","EAC","24208","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Harley, R.M.","Cabral, C.","s.n.","1996","02","02","Southern America","Brasil","Ceará","Fortaleza","Horto de Plantas Medicinais - UFC, Areia com adubo orgânico, relevo plano","-38.543098449707","-3.71722006797791",NA,"Herbáceo, ramo florífero, flor branca, óleo essencial; Canteiro","EAC0024208","EAC0024208","2010","19924","auto","12",NA,NA,NA,NA,NA,NA,"07",NA,NA,NA
"34","2020-12-14 16:07:29-03","UFC","EAC","24206","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Harley, R.M.","Cabral, C.","s.n.","1996","02","02","Southern America","Brasil","Ceará","Fortaleza","Horto de Plantas Medicinais - UFC, Areia com adubo orgânico, relevo plano","-38.543098449707","-3.71722006797791",NA,"Herbáceo, ramo florífero, flor branca, óleo essencial; Cultivado em canteiro","EAC0024206","EAC0024206","2010","19924","auto","12",NA,NA,NA,NA,NA,NA,"07",NA,NA,NA
"35","2021-02-11 16:53:09-03","UFSM","SMDB","7744","S","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Záchia, R.A","Záchia, R.A; Soares, E; Vendruscolo, GS; Schwab, AJ; Eisinger, SM; Porto, CB","3857","2000","01","05",NA,"Brasil","Rio Grande do Sul","São João do Polêsine",NA,"-53.4455986022949","-29.613899230957",NA,"Material testemunho da Pesquisa Etnobotânica em São João do Polêsine.","SMDB007744",NA,NA,"12492","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-11 16:53:09-03","UFSM","SMDB","7721","S","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Záchia, R.A","Záchia, R.A; Soares, E; Vendruscolo, GS; Schwab, AJ; Eisinger, SM; Porto, CB","4467","2000","03","13",NA,"Brasil","Rio Grande do Sul","São João do Polêsine",NA,"-53.4455986022949","-29.613899230957",NA,"Material testemunho da Pesquisa Etnobotânica em São João do Polêsine.","SMDB007721",NA,"2010","12492","auto","04",NA,NA,NA,NA,NA,NA,"29",NA,NA,NA
"37","2019-11-25 12:12:07-03","UFSM","SMDB","10216","S","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Harley, R","Garlet, TMB","s.n.","2005","02","02",NA,"Brasil","Rio Grande do Sul","Cruz Alta","Horto Universidade de Cruz Alta","-53.6063995361328","-28.638599395752",NA,"Planta rizomatosa, com cerca de 50 cm de altura, inflorescências brancas, folhas arredondadas","SMDB010216",NA,"2005","44498","auto","03",NA,NA,NA,NA,NA,NA,"14",NA,NA,NA
"38","2019-11-25 12:12:07-03","UFSM","SMDB","10217","S","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Harley, R","Garlet, TMB","s.n.","2005","02","02",NA,"Brasil","Rio Grande do Sul","Cruz Alta","Horto Universidade de Cruz Alta","-53.6063995361328","-28.638599395752",NA,"Planta rizomatosa, comcerca de 70cm de altura, inflorescências lilases, folhas aredondadas.","SMDB010217",NA,"2005","44498","auto","03",NA,NA,NA,NA,NA,NA,"14",NA,NA,NA
"39","2021-02-11 16:53:09-03","UFSM","SMDB","455","S","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Záchia, R.A","Rau, G","s.n.","1946","01","12",NA,"Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,"SMDB000455",NA,"2010","37819","auto","04",NA,NA,NA,NA,NA,NA,"29",NA,NA,NA
"40","2021-02-11 16:53:09-03","UFSM","SMDB","9678","S","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Záchia, R.A","Oliveira, CG","s.n.","2004","10","26",NA,"Brasil","Rio Grande do Sul","Santa Maria","Faixa Nova, Camobi, próximo a rua João da Fontoura e Souza em terreno baldio","-53.8069000244141","-29.6842002868652",NA,"Material testemunho de Pesquisa em Química - UFSM. Orientador: Prof. Ubiratan FLores","SMDB009678",NA,"2010","37819","auto","04",NA,NA,NA,NA,NA,NA,"29",NA,NA,NA
"41","2021-02-11 16:53:09-03","UFSM","SMDB","7676","S","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Záchia, R.A","Záchia, R.A; Soares, E; Vendruscolo, GS; Schwab, AJ; Eisinger, SM; Porto, CB","3850","2000","01","05",NA,"Brasil","Rio Grande do Sul","São João do Polêsine",NA,"-53.4455986022949","-29.613899230957",NA,"Material testemunho da Pesquisa Etnobotânica em São João do Polêsine.","SMDB007676",NA,"2010","12492","auto","04",NA,NA,NA,NA,NA,NA,"29",NA,NA,NA
"42","2021-02-11 16:53:09-03","UFSM","SMDB","7674","S","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Záchia, R.A","Záchia, R.A; Soares, E; Vendruscolo, GS; Schwab, AJ; Eisinger, SM; Porto, CB","3620","1999","11","17",NA,"Brasil","Rio Grande do Sul","São João do Polêsine",NA,"-53.4455986022949","-29.613899230957",NA,"Material testemunho da Pesquisa Etnobotânica em São João do Polêsine.","SMDB007674",NA,NA,"12492","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:30:25-03","MBM","MBM","126897","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Hartmann, U.","Hartmann, U.","s.n.","1985","08","25","Europe","France",NA,NA,"Roussillon",NA,NA,NA,NA,"MBM126897","MBM126897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:30:25-03","MBM","MBM","150808","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.",NA,"Hunziker, A.T.","14849","1960","02","17","Southern America","Argentina",NA,NA,"Dep. San Javier, Prov. Córdoba",NA,NA,NA,NA,"MBM150808","MBM150808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:30:25-03","MBM","MBM","151119","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.",NA,"Bamps, P.","8905","1990","10","29","Europe","France",NA,NA,"Buis-les-Baronnies",NA,NA,NA,NA,"MBM151119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:30:25-03","MBM","MBM","151121","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.",NA,"Lewalle, J.","12669","1989","06","20","Africa","Morocco",NA,NA,NA,NA,NA,NA,NA,"MBM151121","MBM151121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:30:25-03","MBM","MBM","224296","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.",NA,"Jury, S.L.; et al.; et al.","15135",NA,NA,NA,"Africa","Morocco",NA,NA,NA,NA,NA,NA,NA,"MBM224296","MBM224296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:30:25-03","MBM","MBM","230146","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.",NA,"Hartmann, U.; et al.; et al.","26-1906",NA,NA,NA,"Europe","Italy",NA,NA,NA,NA,NA,NA,NA,"MBM230146","MBM230146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:30:25-03","MBM","MBM","231516","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Novak, B.","Hartmann, U.; et al.; et al.","313-2304",NA,NA,NA,"Europe","Spain",NA,NA,NA,NA,NA,NA,NA,"MBM231516","MBM231516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:30:25-03","MBM","MBM","300131","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.",NA,"Bonzani, N.","67","1998","02","14","Southern America","Argentina",NA,NA,"Córdoba",NA,NA,NA,NA,"MBM300131","MBM300131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:30:25-03","MBM","MBM","66153","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.",NA,"Montserrat, P.","s.n.","1945","10","18","Europe","Spain",NA,NA,"Prov. Barcelona",NA,NA,NA,NA,"MBM066153","MBM066153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:30:25-03","MBM","MBM","98442","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.",NA,"Geerink-Coutrez","3299","1984","07","18","Europe","Belgium",NA,NA,"Paulliac, dép. Gironde",NA,NA,NA,NA,"MBM098442","MBM098442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:30:25-03","MBM","MBM","80396","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Harley, R.M.","Kummrow, R.","2200","1983","02","01","Southern America","Brazil","Paraná","Curitiba","Alto da XV","-49.2731018066406","-25.4277992248535",NA,NA,"MBM080396","MBM080396",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:30:25-03","MBM","MBM","222269","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","suaveolens","Mentha suaveolens","Ehrh.","Cordeiro, J.","Cordeiro, J.","1078",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Boqueirão","-49.2731018066406","-25.4277992248535",NA,NA,"MBM222269","MBM222269",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
