"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","infraspecificEpithet","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","typeStatus"
"50","2021-03-01 16:18:46-03","UNICAMP","UEC","179010","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Assis, MC","633","2010","07","06",NA,"Brazil",NA,NA,"Flores vermelhas, tépalas internas amareladas, rubro-lineadas e tépalas externas pontuadas no ápice.","UEC074655","Liliopsida",NA,"Herb.","Assis, MC","São Paulo","Fazenda Santa Marta. Coletada no interior de mata semi-decídua em beira de córrego.",NA,NA,"UEC074655","Bragança Paulista","-46.489444","-22.831667","-46.489444","-22.831667","2010","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-08-20 09:58:52-03","UNICAMP","UEC","5172","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Gibbs, PE","5305","1977","05","04",NA,"Brazil",NA,NA,"flor, Flores vermelho-tijolo-amarelado com manchas. Lugares sombreados.","UEC073703","Liliopsida",NA,"Herb.","Assis, MC","São Paulo","Souzas, Morro do Observatório do Capricórnio.",NA,NA,"UEC073703","Campinas","-48.166667","-22.833333","-48.166667","-22.833333","2001","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-20 09:58:52-03","UNICAMP","UEC","59750","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Torres, RB; Tombolato, AFC; Azevedo, C","23139","1989","12","22",NA,"Brazil",NA,NA,"flor, Erva, 1m altura. Flores com tépalas vermelhas, internamente amareladas, com manchas ou estrias marrons; local sombreado; solo arenoso-argiloso; beira de estrada. Raízes superficiais e batatas.","UEC090510","Liliopsida",NA,"Herb.","Assis, MC","Rio de Janeiro","Parque Nacional de Itatiaia, Estrada para Agulhas Negras, km5-7.",NA,NA,"UEC090510","Agulhas Negras",NA,NA,NA,NA,"2001","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-20 09:58:52-03","UNICAMP","UEC","104379","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Meyer, F; Chagas e Silva, F; Matthews, J","s.n.","1998","12","22",NA,"Brazil",NA,NA,"Ao lado da rodovia, flors com tépalas exeternas vermelho cor de creme, as tépalas internas amareladas com pintas.","UEC090509","Liliopsida",NA,"Herb.","Assis, MC","Minas Gerais","Estrada camanducaia-Campos do Jordão, antes da Rod. Floriano Peixoto",NA,NA,"UEC090509","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,"2000","12",NA,NA,NA,"22140","auto",NA,NA,NA,NA
"54","2019-08-20 09:58:52-03","UNICAMP","UEC","32670","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Vieira, AOS; Cólus, JM","14390","1982","01","31",NA,"Brazil",NA,NA,"flor, Erva ca. 1m altura, flores amarronzadas com manchas esbranquiçadas. Beira de estrada.","UEC090512","Liliopsida",NA,"Herb.","Assis, MC","Minas Gerais","São José do Barreiro, Estrada para a Serra da Bocaina, km20.",NA,NA,"UEC090512","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2001","09",NA,NA,NA,"57119","auto",NA,NA,NA,NA
"55","2019-08-20 09:58:52-03","UNICAMP","UEC","62853","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Torres, RB","23956","1990","10","26",NA,"Brazil",NA,NA,"flor, Erva, 0,6m, flores vermelhas, internamente amarelas com manchas cor de vinho. Local aberto, solo orgânico; anteras vermelhas (mata de altitude).","UEC090511","Liliopsida",NA,"Herb.","Assis, MC","São Paulo","Torre do Campestre","1600","1600","UEC090511","São Bento Do Sapucaí","-45.7299995422363","-22.6800003051758",NA,NA,"2001","09",NA,NA,NA,"18089","auto",NA,NA,NA,NA
"56","2019-08-20 09:58:52-03","UNICAMP","UEC","171108","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Dutilh, JHA","s.n.","2002","08","22",NA,"Brazil",NA,NA,NA,"UEC045149","Liliopsida",NA,"Herb.",NA,"São Paulo",NA,NA,NA,"UEC045149","São José do Barreiro","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA
"57","2019-08-20 09:58:52-03","UNICAMP","UEC","25032","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Shepherd, GJ; Kinoshita, LS; Shepherd, GJ","12855","1981","01","02",NA,"Brazil",NA,NA,"flor, Erva 1,5m, flores vermelho-escuro por fora com manchas de verde e amarela escura por dentro. Beira de mata.","UEC090513","Liliopsida",NA,"Herb.","Assis, MC","São Paulo","Estrada para S.J. Barreiro","1500","1500","UEC090513","Silveiras","-44.8499984741211","-22.6599998474121",NA,NA,"2001","09",NA,NA,NA,"26704","auto",NA,NA,NA,NA
"58","2020-10-02 14:43:11-03","UFRPE","PEUFR","40989","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","M. Correia; F.Moura","375","1995","09","28",NA,"Brasil",NA,NA,"Herbácea com ca. 0,7m de altura; flores róseas com bordas amarelas; coordenadas geográficas do município.","PEUFR040989",NA,NA,NA,NA,"Pernambuco","Fazenda São Francisco",NA,NA,NA,"Municipio de Pesqueira","-36.696111","-8.357778","36º41'46W","08º21'28S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-02 14:43:11-03","UFRPE","PEUFR","4226","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","E.P. Heringer; D.A. Lima; J.P.L.Sobrinho; A.C.Sarmento","843","1971","05","22",NA,"Brasil",NA,NA,"Planta ereta; rubro-esverdeado; estriada de marron na parte interna das pétalas, raízes tuberosas; coordenadas geográficas do município.","PEUFR004226",NA,NA,NA,"Marcos Alves","Pernambuco","Serra da carnaubeira",NA,NA,NA,"Serra Talhada","-38.298056","-7.991944","38º17'53W","07º59'31S","1995","09",NA,NA,NA,NA,NA,"23",NA,NA,NA
"60","2020-10-02 14:43:11-03","UFRPE","PEUFR","40990","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","M.Correia; F.Moura","249","1995","06","27",NA,"Brasil",NA,NA,"Herbácea com ca. 1m de altura com botões; coordenadas geográficas do município.","PEUFR040990",NA,NA,NA,NA,"Pernambuco","Fazenda São Francisco",NA,NA,NA,"Municipio de Pesqueira","-36.696111","-8.357778","36º41'46W","08º21'28S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-04-22 16:25:54-03","UFPB","JPB","33388","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Lima, IB; Barbosa, MR; Cunha, JP; Gadelha Neto, PC; Lima, JR; Diniz, PK","203","2004","08","19","Southern America","Brasil",NA,NA,"; DESC: Erva, flores avermelhadas anteras brancas, frutos verdes imaturos.",NA,"Angiosperma","Monocotyledon","Herb.","Lima, IB","Paraíba","RPPN Fazenda Almas, Parcela.","731","731",NA,"São José dos Cordeiros","-36.912222","-7.430833","-36.912222","-7.430833","2009","03",NA,NA,NA,NA,NA,"10",NA,NA,NA
"62","2020-04-22 16:25:54-03","UFPB","JPB","38506","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Lima, IB; Pessoa, MC; Lima, JR","731","2007","08","16","Southern America","Brasil",NA,NA,"; DESC: Erva ca. de 20-40cm de altura. Folhas simples alternas. Botões verdes e roxos. No banco de areia do lajedo.",NA,"Angiosperma","Monocotyledon","Herb.","Lima, IB","Paraíba","RPPN Fazenda Almas, Manga Geral - Área I. Lajedo do Por do Sol.","719","719",NA,"São José dos Cordeiros","-36.911722","-7.479833","-36.911722","-7.479833","2013","08",NA,NA,NA,NA,NA,"21",NA,NA,NA
"63","2020-04-22 16:25:54-03","UFPB","JPB","39852","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Pessoa, MC; Filgueiras, TS; Lima, JR","502","2008","06","17","Southern America","Brasil",NA,NA,"; DESC: Erva, folhas membranáceas, flores vistosas, tépalas vináceas externamente, amareladas internamente.",NA,"Angiosperma","Monocotyledon","Herb.","Lima, IB","Paraíba","RPPN Fazenda Almas","600","600",NA,"São José dos Cordeiros","-36.898222","-7.469444","-36.898222","-7.469444","2009","03",NA,NA,NA,NA,NA,"24",NA,NA,NA
"64","2020-04-22 16:25:54-03","UFPB","JPB","43807","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Lima, IB; Barbosa, MR","250","2006","07","04","Southern America","Brasil",NA,NA,"; HABITAT: Caatinga.; DESC: Erva ca. 40cm de altura. Flores vermelhas, frutos verdes imaturos. Em lajedo.",NA,"Angiosperma","Monocotyledon","Herb.",NA,"Paraíba","RPPN Fazenda Almas","710","710",NA,"São José dos Cordeiros","-36.893333","-7.473611","-36.893333","-7.473611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-04-22 16:25:54-03","UFPB","JPB","44258","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Costa, RMT; Brito, MFM","175","2010","08","15","Southern America","Brasil",NA,NA,"; DESC: Ilha de vegetação.",NA,"Angiosperma","Monocotyledon","Herb.","Lima, IB","Paraíba","RPPN Fazenda Almas, Pedra da Bola.","600","600",NA,"São José dos Cordeiros","-36.898222","-7.470556","-36.898222","-7.470556","2011","05",NA,NA,NA,NA,NA,"04",NA,NA,NA
"66","2020-04-22 16:25:54-03","UFPB","JPB","37333","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Callado, I","42","2000","09","13","Southern America","Brasil",NA,NA,"; DESC: Folhas paralelineas com botões, ca. de 1m de altura.",NA,"Angiosperma","Monocotyledon","Herb.","Bocage, A","Pernambuco","Barãozinho, Solo areno-argiloso.",NA,NA,NA,"Tupanatinga","-37.3396987915039","-8.75333023071289",NA,NA,NA,NA,NA,NA,NA,"41275","auto",NA,NA,NA,NA
"67","2021-03-16 17:53:08-03","UCS","HUCS","17700","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Wasum, R.A.","713","2000","10","28",NA,"Brasil",NA,NA,"barranco - beira da estrada","HUCS006721","Angiospermae","Liliales","Herb.","Smith, S.F.","Rio Grande do Sul","Rio das Antas",NA,NA,NA,"Nova Pádua","-51.3067016601562","-29.028600692749",NA,NA,"2001","10",NA,NA,NA,"11772","auto",NA,NA,NA,NA
"68","2021-03-21 19:39:57-03","UFC","EAC","22520","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Araújo, F.S.","673","1994","04","25","Southern America","Brasil",NA,NA,"Erva, flor vermelha.; Carrasco.","EAC0022520","Monocotyledon",NA,"Herb.","Araújo, R.S.","Ceará","Planalto da Ibiapaba, Jaburuna Sul","830","830","EAC0022520","Ubajara","-40.9211006164551","-3.85443997383118",NA,NA,"2018","07",NA,NA,NA,"27385","auto","04",NA,NA,NA
"69","2021-03-21 19:39:57-03","UFC","EAC","37954","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Lima-Verde, L.W.; Barros, E.O.; Melo, L.M.R.","802","1997","06","17","Southern America","Brasil",NA,NA,"Erva, 0,5 m de alt.; cálice vermelho, corola amarela.; Caatinga arbustiva arbórea; grupo Apodi, calcário Jandaíra, cambisol.","EAC0037954","Monocotyledon",NA,"Herb.","Araújo, R.S.","Ceará","Chapada do Apodi, Manga Grande, Faz. Mato Alto","100","100","EAC0037954","Quixeré","-37.787778","-5.201944","-37.787778","-5.201944","2018","07",NA,NA,NA,NA,NA,"04",NA,NA,NA
"70","2021-03-21 19:39:57-03","UFC","EAC","40311","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Queiroz, R.T.","838","2006","05","20","Southern America","Brasil",NA,NA,"Erva ereta, flores vermelhas com pontas verdes, três listras vináceas em cada pétala, inflorescência umbeliforme, presença de brácteas.; Mata","EAC0040311","Monocotyledon",NA,"Herb.","Alves, M.","Rio Grande do Norte","Estação Ecológica do Seridó, Serra verde, solo pedregoso.","331","331","EAC0040311","Serra Negra do Norte","-37.266111","-6.568333","-37.266111","-6.568333","2008","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-21 19:39:57-03","UFC","EAC","49687","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Castro, A.S.F.","2515","2011","06","24","Southern America","Brasil",NA,NA,"Erva, rupícola; Mata seca","EAC0049687","Monocotyledon",NA,"Herb.","Castro, A.S.F.","Ceará","Serra Branca",NA,NA,"EAC0049687","Monsenhor Tabosa","-40.0633010864258","-4.7894401550293",NA,NA,"2011","07",NA,NA,NA,"43074","auto","18",NA,NA,NA
"72","2021-03-21 19:39:57-03","UFC","EAC","15484","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Nunes, E.","EAC15484","1988","08","06","Southern America","Brasil",NA,NA,"Erva.; Mata.","EAC0015484","Monocotyledon",NA,"Herb.","Araújo, R.S.","Ceará","Fazenda Campos, Serra do Pereiro.",NA,NA,"EAC0015484","Pereiro","-38.4597015380859","-6.04166984558105",NA,NA,"2018","07",NA,NA,NA,"29031","auto","04",NA,NA,NA
"73","2021-03-21 19:39:57-03","UFC","EAC","12869","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Fernandes, A.; Matos, F.J.A.; Goergen, J.","EAC12869","1984","10","11","Southern America","Brasil",NA,NA,"Erva.; Mata Subperenifólia","EAC0012869","Monocotyledon",NA,"Herb.","Alves, M.","Paraíba",NA,NA,NA,"EAC0012869","Campina Grande","-35.8810997009277","-7.23055982589722",NA,NA,"2008","07",NA,NA,NA,"41577","auto",NA,NA,NA,NA
"74","2020-12-21 16:11:19-03","MBM","MBM","148471","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55541","1991","06","15","Southern America","Brazil",NA,NA,NA,"MBM148471",NA,NA,"Herb.","Assis, M.C.","Minas Gerais","Parque Nacional do Caparaó, Vale Verde",NA,NA,"MBM148471","Alto Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA
"75","2020-12-21 16:11:19-03","MBM","MBM","53766","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hatschbach, G.","5187","1958","09","26","Southern America","Brazil",NA,NA,NA,"MBM053766",NA,NA,"Herb.","Smith, L.B.","Paraná","Balsa do Rio Ribeirinha",NA,NA,"MBM053766","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA
"76","2020-12-21 16:11:19-03","MBM","MBM","339089","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Silva, J.M.; Poliquesi, C.B.; Cordeiro, J.; Costa, E.F.; Poliquesi, C.B.; Cordeiro, J.; Costa, E.F.","5967","2007","08","14","Southern America","Brazil",NA,NA,"Ereta, 30 cm, flor zarcão. Beira do rio encachoeirado","MBM339089",NA,NA,"Herb.","Lozano, E.","Paraná","Rio Laranjinha",NA,NA,"MBM339089","Ibaiti","-50.187801361084","-23.8486003875732",NA,NA,"2010",NA,NA,NA,NA,"34159","auto",NA,NA,NA,NA
"77","2020-12-21 16:11:19-03","MBM","MBM","222260","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hatschbach, G.; Barboza, E.; Barboza, E.","67148","1997","10","17","Southern America","Brazil",NA,NA,NA,"MBM222260",NA,NA,"Herb.","Assis, M.C.","Paraná","Rod. PR-133, Rio Laranjinha",NA,NA,"MBM222260","Ibaiti","-50.187801361084","-23.8486003875732",NA,NA,NA,NA,NA,NA,NA,"34159","auto",NA,NA,NA,NA
"78","2020-12-21 16:11:19-03","MBM","MBM","135150","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53618","1989","11","18","Southern America","Brazil",NA,NA,NA,"MBM135150",NA,NA,"Herb.","Ravenna, P.","Paraná","Rod. PR-11, próximo do Rio Cajuru",NA,NA,"MBM135150","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"79","2020-12-21 16:11:19-03","MBM","MBM","19152","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hatschbach, G.","27099","1971","10","06","Southern America","Brazil",NA,NA,NA,"MBM019152",NA,NA,"Herb.","Assis, M.C.","Paraná","Sengés",NA,NA,"MBM019152","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA
"80","2020-12-21 16:11:19-03","MBM","MBM","161580","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","59375","1993","09","17","Southern America","Brazil",NA,NA,NA,"MBM161580",NA,NA,"Herb.","Ravenna, P.","Paraná","Rio das Cinzas, Corredeiras",NA,NA,"MBM161580","Tomazina","-49.9496994018555","-23.778299331665",NA,NA,NA,NA,NA,NA,NA,"29630","auto",NA,NA,NA,NA
"81","2020-12-21 16:11:19-03","MBM","MBM","231897","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hatschbach, G.; Silva, J.M.; Silva, J.M.","68303","1998","09","04","Southern America","Brazil",NA,NA,NA,"MBM231897",NA,NA,"Herb.","Assis, M.C.","Paraná","Rod. PR-133, Rio Laranjinha",NA,NA,"MBM231897","Ventania","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,NA,NA,NA,"32424","auto",NA,NA,NA,NA
"82","2020-12-21 16:11:19-03","MBM","MBM","263230","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Wasum, R.","713","2000","10","28","Southern America","Brazil",NA,NA,NA,"MBM263230",NA,NA,"Herb.","Assis, M.C.","Rio Grande do Sul","Rio das Antas",NA,NA,"MBM263230","Nova Pádua","-51.3067016601562","-29.028600692749",NA,NA,NA,NA,NA,NA,NA,"11772","auto",NA,NA,NA,NA
"83","2017-04-24 11:09:52-03","MNHN","RECOLNAT_MNHN_P","P01800249","PreservedSpecimen",NA,"Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Riedel",NA,"1824","11","1",NA,"Brasil","hb",NA,"Reçu le 11 Décembre 1906. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01800249' target='other'> <mi>dwc_moreinfo</mi></a>","P01800249",NA,NA,"Herb.",NA,"Minas Gerais","Brasilia, S. da Lapa.",NA,NA,"P01800249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2015-09-03 19:47:50-03","MNHN","RECOLNAT_MNHN_P","P01800250","PreservedSpecimen",NA,"Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Riedel, L.",NA,"1833","11",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01800250' target='other'> <mi>dwc_moreinfo</mi></a>","P01800250",NA,NA,"Herb.",NA,NA,"Brasilia, Mugy in humidis.",NA,NA,"P01800250_01 P01800250_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2015-09-03 19:55:15-03","MNHN","RECOLNAT_MNHN_P","P01770650","PreservedSpecimen",NA,"Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Harley, R.M.|Harley, R.M.|Mayo, S.J.|Storr, R.M.|Santos, T.S.|Pinheiro, R.S.",NA,"1977","3","20",NA,"Brasil","hb",NA,". . Field work sponsored by the Royal Botanic Gardens, Kew, and the Academia Brasiliera de Ciências, and carried out with the collaboration of the Centro de Pesquias do Cacau, Itabuna, Bahia. January-April, 1977 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01770650' target='other'> <mi>dwc_moreinfo</mi></a>","P01770650",NA,NA,"Herb.",NA,"Bahia","Serra das Almas. Lower NE slopes of the Pico das Almas, ca; 25km WNW of the Vila do Rio de Contas. Bahia, Nordeste, Brasil, América do Sul","1400",NA,"P01770650_01",NA,"-41.95","-13.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19737",NA,NA
"86","2017-04-24 11:09:52-03","MNHN","RECOLNAT_MNHN_P","P01800243","PreservedSpecimen",NA,"Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Regnell",NA,NA,NA,NA,NA,"Brasil","hb",NA,"Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01800243' target='other'> <mi>dwc_moreinfo</mi></a>","P01800243",NA,NA,"Herb.",NA,NA,"Brésil.",NA,NA,"P01800243_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 796",NA,NA
"87","2017-04-24 11:09:52-03","MNHN","RECOLNAT_MNHN_P","P01800244","PreservedSpecimen",NA,"Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Mosén",NA,"1875","4","30",NA,"Brasil","hb",NA,"Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01800244' target='other'> <mi>dwc_moreinfo</mi></a>","P01800244",NA,NA,"Herb.",NA,"São Paulo",NA,NA,NA,"P01800244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4427",NA,NA
"88","2017-04-24 11:09:52-03","MNHN","RECOLNAT_MNHN_P","P01800247","PreservedSpecimen",NA,"Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Regnell, A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01800247' target='other'> <mi>dwc_moreinfo</mi></a>","P01800247",NA,NA,"Herb.",NA,NA,"Brésil.",NA,NA,"P01800247_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1230",NA,NA
"89","2017-04-24 11:09:52-03","MNHN","RECOLNAT_MNHN_P","P01800252","PreservedSpecimen",NA,"Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Gardner",NA,"1842","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01800252' target='other'> <mi>dwc_moreinfo</mi></a>","P01800252",NA,NA,"Herb.",NA,"Minas Gerais",NA,NA,NA,"P01800252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5892",NA,NA
"90","2017-04-24 11:09:52-03","MNHN","RECOLNAT_MNHN_P","P01800253","PreservedSpecimen",NA,"Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Gardner",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01800253' target='other'> <mi>dwc_moreinfo</mi></a>","P01800253",NA,NA,"Herb.",NA,"Piauí","Piauhy",NA,NA,"P01800253_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2324",NA,NA
"91","2017-04-24 11:09:52-03","MNHN","RECOLNAT_MNHN_P","P01800255","PreservedSpecimen",NA,"Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Mexia, Y.",NA,"1929","11","30",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01800255' target='other'> <mi>dwc_moreinfo</mi></a>","P01800255",NA,NA,"Herb.",NA,"Espírito Santo","Southeast slope of Serra do Caparaó","2460",NA,"P01800255_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4082",NA,NA
"92","2017-04-24 11:09:52-03","MNHN","RECOLNAT_MNHN_P","P01800256","PreservedSpecimen",NA,"Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Glaziou, A.",NA,"1891","3","10",NA,"Brasil","hb",NA,"Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01800256' target='other'> <mi>dwc_moreinfo</mi></a>","P01800256",NA,NA,"Herb.",NA,"Minas Gerais","Ouro Branco à S. Julião]",NA,NA,"P01800256_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18575",NA,NA
"93","2017-04-24 11:09:52-03","MNHN","RECOLNAT_MNHN_P","P01800257","PreservedSpecimen",NA,"Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Glaziou, A.",NA,"1886","9","20",NA,"Brasil","hb",NA,"Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01800257' target='other'> <mi>dwc_moreinfo</mi></a>","P01800257",NA,NA,"Herb.",NA,"Minas Gerais","Haut des Orgnes, par Caxambú.",NA,NA,"P01800257_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16384",NA,NA
"94","2017-04-24 11:09:52-03","MNHN","RECOLNAT_MNHN_P","P01800258","PreservedSpecimen",NA,"Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Glaziou, A.",NA,"1884","2","22",NA,"Brasil","hb",NA,"Gandarela <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01800258' target='other'> <mi>dwc_moreinfo</mi></a>","P01800258",NA,NA,"Herb.",NA,"Minas Gerais","Brésil. (Minas)",NA,NA,"P01800258_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15498",NA,NA
"95","2017-04-24 11:09:52-03","MNHN","RECOLNAT_MNHN_P","P01800260","PreservedSpecimen",NA,"Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Glaziou, A.",NA,"1869","10","12",NA,"Brasil","hb",NA,"Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01800260' target='other'> <mi>dwc_moreinfo</mi></a>","P01800260",NA,NA,"Herb.",NA,"Rio de Janeiro","Brésil, R.J., Mont des Orgnes.",NA,NA,"P01800260_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4275",NA,NA
