"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","coordinatePrecision","geoFlag","typeStatus","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00940899","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","B. Maguire","49008","1960","08","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940899","Magnoliophyta","Myrtales","Bong.",NA,"Minas Gerais","Summit of Serra do Cipo, Km. 111-120, road from Hotel Chapeu do Sol.","-43.554488","-19.288549","1200","1200","NY00940899_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00940898","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","B. Maguire","44654","1959","12","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940898","Magnoliophyta","Myrtales","Bong.",NA,"Minas Gerais","Serra do Cipo, 3.5 miles from Hotel Chapeu de Sol",NA,NA,"3500","3500","NY00940898_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00940902","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","N. M. Castro","01","1981","01","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940902","Magnoliophyta","Myrtales","Bong.",NA,"Minas Gerais","Serra do Cipó","-43.539757","-19.388386",NA,NA,"NY00940902_01","Santana do Riacho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00940894","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","H. S. Irwin","20437","1968","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010690' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940894","Magnoliophyta","Myrtales","Bong.","H. Balslev","Minas Gerais","Serra do Cipó, ca. km. 112 (ca. 135km N. of Belo Horizonte).","-43.4","-18.95","1200","1200","NY00940894_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00940893","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","H. S. Irwin","20110","1968","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010686' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940893","Magnoliophyta","Myrtales","Bong.","H. Balslev","Minas Gerais","Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).","-43.4","-18.87","1200","1200","NY00940893_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00940895","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","W. R. Anderson","36245","1972","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010693' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940895","Magnoliophyta","Myrtales","Bong.","H. Balslev","Minas Gerais","Serra do Espinhaço, Serra do Cipó",NA,NA,"1125","1125","NY00940895_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00940905","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","B. Maguire","44710","1959","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940905","Magnoliophyta","Myrtales","Bong.",NA,"Minas Gerais","Km. 118 on road from Hotel Chapeu de Sol, Serra do Cipó.","-43.548872","-19.278562","1219.2","1219.2","NY00940905_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02103585","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","J. G. Jardim","2525","2000","01","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2258828' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103585","Magnoliophyta","Myrtales","Bong.","O. Kosovsky","Bahia","Chapada Diamantina. Vertente E do Morro do Pai Inácio","-41.3897","-12.5633",NA,NA,"NY02103585_01","Lençóis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00863389","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","B. L. Stannard","CFCR5969","1984","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951308' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863389","Magnoliophyta","Myrtales","Bong.","G. Challen","Minas Gerais","Serra do Cipó. Km 120. Ao longo da Rodovia Belo Horizonte- Conceiçao do Mato Dentro","-43.7142","-19.1692",NA,NA,"NY00863389_01","Santana do Riacho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02361066","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","D. C. Zappi","2426","2009","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573952' target='other'> <mi>dwc_moreinfo</mi></a>","NY02361066","Magnoliophyta","Myrtales","Bong.",NA,"Minas Gerais","Serra do Cipó, Fazenda Toucan Cipó, subida da Captação de água.","-43.758969","-19.005989","695",NA,"NY02361066_01","Santana do Pirapama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00940904","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","A. A. A. Barbosa","346","1989","06","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940904","Magnoliophyta","Myrtales","Bong.",NA,"Minas Gerais","Serra do Cipó","-43.539757","-19.388386",NA,NA,"NY00940904_01","Santana do Riacho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00940907","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","R. de Mello-Silva","1032","1995","04","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940907","Magnoliophyta","Myrtales","Bong.","R. de Mello-Silva","Minas Gerais","Serra do Cipó. Córrego duas Pontinhas.","-43.7142","-19.1692",NA,NA,"NY00940907_01","Santana do Riacho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00940903","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","N. M. Castro","s.n.","1985","05",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010775' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940903","Magnoliophyta","Myrtales","Bong.",NA,"Minas Gerais","Serra do Cipó","-43.539757","-19.388386",NA,NA,"NY00940903_01","Santana do Riacho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-08 11:10:29-03","UNESP-IBB","BOTU","17635","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Castilho, R.M.M.","26","1989","10","09",NA,"Brasil",NA,NA,NA,"BOTU017635",NA,NA,"Bong.","Martins, M.V.","Minas Gerais",NA,"-43.283333","-19.266667",NA,NA,NA,"Lagoa Santa","2009","08","43°17'W","19°16'S",NA,NA,NA,NA,NA,NA,NA
"25","2021-02-08 11:10:29-03","UNESP-IBB","BOTU","18763","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea",NA,"90-2","1991","10","09",NA,"Brasil",NA,NA,NA,"BOTU018763",NA,NA,"Bong.","Shimizu, G.H.","Minas Gerais",NA,"-43.6","-19.533333",NA,NA,NA,"Santana do Riacho","2009","02","43°36'W","19°32'S",NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 11:10:29-03","UNESP-IBB","BOTU","18762","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Amaral Jr., A.","14 2","1991","10","09",NA,"Brasil",NA,NA,NA,"BOTU018762",NA,NA,"Bong.","Martins, M.V.","Minas Gerais",NA,"-43.6","-19.533333",NA,NA,NA,"Santana do Riacho","2009","02","43°36'W","19°32'S",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:50:46-03","EAO","IAN","139529","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Heringer, EP","7328","1959","11","12","Southern America","Brasil",NA,NA,"Planta de 1-2m de altura; flores amarelas.","IAN139529","Dicotiledônea",NA,"Bong.","Shimizu, G","Minas Gerais","Serra do Cipó; cerrado.",NA,NA,NA,NA,NA,NA,"2014","02",NA,NA,"19",NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:50:46-03","EAO","IAN","63291","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Pires, JM; Black, GA","2835","1951","01","16","Southern America","Brasil",NA,NA,NA,"IAN063291","Dicotiledônea",NA,"Bong.",NA,"Minas Gerais","Serra do Cipó.",NA,NA,NA,NA,"IAN063291 IAN063291_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:50:46-03","EAO","IAN","63526","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Pires, JM; Black, GA","2972","1951","01",NA,"Southern America","Brasil",NA,NA,NA,"IAN063526","Dicotiledônea",NA,"Bong.",NA,"Minas Gerais",NA,NA,NA,NA,NA,"IAN063526 IAN063526_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:50:46-03","EAO","IAN","63532","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Pires, JM; Black, GA","2978","1951","01","16","Southern America","Brasil",NA,NA,NA,"IAN063532","Dicotiledônea",NA,"Bong.",NA,"Minas Gerais","Serra do Cipó.",NA,NA,NA,NA,"IAN063532 IAN063532_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:50:46-03","EAO","IAN","63755","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Pires, JM; Black, GA","3309","1951","01","16","Southern America","Brasil",NA,NA,NA,"IAN063755","Dicotiledônea",NA,"Bong.",NA,"Minas Gerais","Serra do cipó.",NA,NA,NA,NA,"IAN063755 IAN063755_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:50:46-03","EAO","IAN","92970","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Andrade-Lima, D de","51880","1951","01","16","Southern America","Brasil",NA,NA,"Arbusto pequeno, flores amarelas.","IAN092970","Dicotiledônea",NA,"Bong.",NA,"Minas Gerais","Campos alpinos da serra do Cipó.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769684","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","martiana","Vochysia martiana","Duarte AP",NA,"1958","12","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769684",NA,"Myrtales","Stafleu",NA,NA,"Rio Janeiro - Brasil, Minas Gerais, Serra do Cipo, Chapeu de Sol.",NA,NA,NA,NA,"NL-U1769684",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 10:08:33-03","NBC","NL-BOTANY","L.2158907","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Segadas-Vianna F; Loredo Jr",NA,"1953","10","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2158907 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2158907",NA,"Myrtales","Bong.",NA,NA,"St. of Mina Gerias, jaboticatubas Co. Serra do Cipo 6 km north of Palacio.",NA,NA,NA,NA,"NL-L2158907",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769661","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Occhioni P",NA,"1940","12","04","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769661 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769661",NA,"Myrtales","Bong.",NA,NA,"Minas Gerais: Serra do Cipo.!",NA,NA,NA,NA,"NL-U1769661",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769662","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Maguire B; Pires JM; Maguire CK",NA,"1959","12","19","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769662 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769662",NA,"Myrtales","Bong.",NA,NA,"Minas Gerais, Brazil, 3.5 miles from Hotel Chapeu de Sol.",NA,NA,NA,NA,"NL-U1769662",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769663","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Cerrado; Segadas-Vianna F; Loredo Jr",NA,"1953","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769663 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769663",NA,"Myrtales","Bong.",NA,NA,"St. of Minas Gerai Lagoa Santa Co., lagoa Santa Town.",NA,NA,NA,NA,"NL-U1769663",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769683","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Cerrado; Segadas-Vianna F; Loredo Jr",NA,"1953","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769683 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769683",NA,"Myrtales","Bong.",NA,NA,"St. of Minas Gerai Lagoa Santa Co., lagoa Santa Town.",NA,NA,NA,NA,"NL-U1769683",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-11-04 11:20:59-03","ESALQ","ESA","1658","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Rochelle, L.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA001658","Magnoliophyta",NA,NA,"Shimizu, G. H. S.",NA,NA,NA,NA,NA,NA,"ESA001658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:20:59-03","ESALQ","ESA","78161","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Souza, V.C.; Romão, G.O.; Sampaio, D.",NA,"2002","03","01",NA,"Brasil",NA,NA,"Subarbusto, ca. 1 m alt.;flores amarelas.","ESA078161","Magnoliophyta",NA,NA,"Shimizu, G.H.","Minas Gerais","Estrada Santana do Riacho - Lapinha, ca. 8 km após Santana do Riacho. Campo rupestre","-436.975",NA,"1100","1100","ESA078161","Santana do Riacho","2008",NA,"-436,975","-19,128,611",NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:20:59-03","ESALQ","ESA","7968","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Sakuragui, C.M. ; Souza, V.C.","35.0","1990","08","02",NA,"Brasil",NA,NA,NA,"ESA007968","Magnoliophyta",NA,"Bong.","Pirani, J.R.","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA007968","Santana do Riacho","1993","08",NA,NA,"19",NA,"26557","auto",NA,NA,NA
"42","2020-11-04 11:20:59-03","ESALQ","ESA","93641","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Savassi-Coutinho, A.P. et al.","941.0","2006","01","11",NA,"Brasil",NA,NA,NA,"ESA093641","Magnoliophyta",NA,NA,"Shimizu, G. H. S.","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA093641","Santana do Riacho",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA
"43","2020-11-04 11:20:59-03","ESALQ","ESA","21983","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Souza, V.C. et al.","8109.0","1995","03","10",NA,"Brasil",NA,NA,NA,"ESA021983","Magnoliophyta",NA,"Bong.",NA,"Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"ESA021983","Santana do Riacho",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA
"44","2020-11-04 12:16:21-03","ESALQ","ESA","138936","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Souza, V.C.","40623.0","2017","04","04",NA,"Brasil",NA,NA,"Subarbusto, até 60 cm alt.; flores amarelas.","ESA138936",NA,NA,"Bong.","Souza, V.C.","Minas Gerais","Serra do Cipó. Estrada da Usina. Cerrado pedregoso, com transição para campo rupestre.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Santana do Riacho","2017","04","-43,602,850","-19,268,467","05",NA,"26557","auto",NA,NA,NA
"45","2020-11-04 11:20:59-03","ESALQ","ESA","31012","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","10199.0","1996","01","12",NA,"Brasil",NA,NA,"Arbusto, até 1,2 m alt.; folhas glaucas; flores amarelas.","ESA031012","Magnoliophyta",NA,"Bong.",NA,"Minas Gerais","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, ca. 4 Km após o Córrego Chapéu de Sol. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,NA,"ESA031012","Santana do Riacho",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA
"46","2020-11-04 11:20:59-03","ESALQ","ESA","78074","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","pygmaea","Vochysia pygmaea","Souza, V.C.; Romão, G.O.; Sampaio, D.; Araújo, A.O.; Elias, S.I.",NA,"2002","02","28",NA,"Brasil",NA,NA,"Subarbusto, ca. 1 m alt.; flores amarelas.","ESA078074","Magnoliophyta",NA,NA,"Shimizu, G. H. S.","Minas Gerais","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, próximo ao início da estrada da usina.","-43.7144012451172","-19.1688995361328","1050","1050","ESA078074 ESA078074_2","Santana do Riacho",NA,NA,"-43,601,667","-19,291,944",NA,NA,"26557","auto",NA,NA,NA
