"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","preparationType","individualCount","relatedCatalogItem"
"11","2020-06-30 18:32:43-03","UFJF","CESJ","46896","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","aristella","Canastra aristella","(Döll) Zuloaga & Morrone","F.M. Ferreira; P.L. Viana; F.R.G. Salimena","2006","03","08","América do Sul","Brasil","Parque Estadual do Ibitipoca","Erva cespitosa em margem de curso d'água. Prainha.","CESJ046896",NA,"Angiosperma","R.S. Rodrigues","2016","04","29","1021","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-10-14 10:04:54-03","FURB","FURB","34282","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","aristella","Canastra aristella","(Döll) Zuloaga & Morrone","Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","2016","11","04",NA,"Brasil","Campos do Quiriri.",NA,"FURB47392","FURB47392",NA,"Funez, L.A.","2016",NA,NA,"5450","Santa Catarina","Garuva","-48.9769445","-26.0247223",NA,NA,"1200","1200","-48.9769445","-26.0247223",NA,NA,NA,NA,NA
"13","2020-10-14 10:04:54-03","FURB","FURB","51810","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","aristella","Canastra aristella","(Döll) Zuloaga & Morrone","Funez, L.A.","2016","11","28",NA,"Brasil","Cachoeira Formosa.",NA,"FURB51810","FURB51810",NA,"Funez, L.A.","2016","11","28","5747","Santa Catarina","Rio dos Cedros","-49.3711111","-26.5586111",NA,NA,"747","747","-49.3711111","-26.5586111",NA,NA,NA,NA,NA
"14","2019-08-16 08:40:36-03","UTFPR","HCF","11185","S","Plantae",NA,NA,"Poaceae","Canastra","aristella","Canastra aristella","(Döll) Zuloaga & Morrone","E.L. Siqueira","2012","09","27",NA,"Brasil","estrada de terra próxima à Polícia","erva heliófita, entouceirada. Sementes roxas.",NA,NA,NA,"M.G. Caxambu","2012","12","14","602","PR","Guarapuava","-51.261528","-25.368472",NA,NA,"1219","1219","51°15'41,5 W","25°22'06,5 S",NA,NA,NA,NA,NA
"15","2019-08-16 08:40:36-03","UTFPR","HCF","11200","S","Plantae",NA,NA,"Poaceae","Canastra","aristella","Canastra aristella","(Döll) Zuloaga & Morrone","E.L. Siqueira","2012","09","27",NA,"Brasil","estrada de terra próxima à Polícia","erva entouceirada, heliófita, ereta, palustre. Sementes verdes.",NA,NA,NA,"R. Trevisan","2012","11","09","617","PR","Guarapuava","-51.261528","-25.368472",NA,NA,"1219","1219","51°15'41,5 W","25°22'06,5 S",NA,NA,NA,NA,NA
"16","2020-12-21 16:40:09-03","MBM","MBM","406888","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","aristella","Canastra aristella","(Döll) Zuloaga & Morrone","Roher, D.; Felitto, G.; Silva, M.; Maciel, M.M.; Felitto, G.; Silva, M.; Maciel, M.M.","2012","07","21","Southern America","Brazil","Monitoramento da área de restauração (PBT)",NA,"MBM406888","MBM406888",NA,"Cordeiro, J.","2016","11","16","96","Paraná","União da Vitória","-51.0863990783691","-26.2299995422363","35297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:40:09-03","MBM","MBM","321001","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","aristella","Canastra aristella","(Döll) Zuloaga & Morrone","Tessmann, G.","1949","01","11","Southern America","Brazil","Ca. 22 km ao leste de Curitiba","Grama, crescendo em tufo. Espiga pardacento.; Várzea. Na margem dum pántano, isolado.","MBM321001","MBM321001",NA,"Swallen, J.R.",NA,NA,NA,"s.n.","Paraná","Piraquara","-49.0633010864258","-25.4416999816895","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:40:09-03","MBM","MBM","321002","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","aristella","Canastra aristella","(Döll) Zuloaga & Morrone","Tessmann, G.","1949","01","11","Southern America","Brazil","Ca. 22 km ao leste de Curitiba","Grama crescendo em tufo.; Na margem dum pántano, isolado.","MBM321002","MBM321002",NA,"Swallen, J.R.",NA,NA,NA,"s.n.","Paraná","Piraquara","-49.0633010864258","-25.4416999816895","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:40:09-03","MBM","MBM","406889","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","aristella","Canastra aristella","(Döll) Zuloaga & Morrone","Deconto, L.R.","2012","01","30","Southern America","Brazil","margem da Rodovia BR 277",NA,"MBM406889","MBM406889",NA,"Cordeiro, J.","2016","11","16","s.n.","Paraná","Porto Amazonas","-49.8903007507324","-25.5447006225586","14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:40:09-03","MBM","MBM","406890","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","aristella","Canastra aristella","(Döll) Zuloaga & Morrone","Souza, E.L.; Ariati, V.; Nardin, E.; Gabriel, L.F.; Ariati, V.; Nardin, E.; Gabriel, L.F.","2012","07","15","Southern America","Brazil","Monitoramento da área de restauração (PBT)",NA,"MBM406890","MBM406890",NA,"Cordeiro, J.","2016","11","16","s.n.","Paraná","Turvo","-51.5297012329102","-25.0428009033203","36663","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:40:38-03","MBM","MBM","25023","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil","Rio das Cinzas, Barra do Perdizes",NA,"MBM025023","MBM025023",NA,"Swallen, J.R.",NA,NA,NA,"8491","Paraná","Arapoti","-49.8266983032227","-24.1578006744385","41852","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:40:38-03","MBM","MBM","25025","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Pereira, E.; Hatschbach, G.; Hatschbach, G.",NA,NA,NA,"Southern America","Brazil","Rio das Pedras",NA,"MBM025025","MBM025025",NA,"Swallen, J.R.",NA,NA,NA,"8004","Paraná","Guarapuava","-51.4580993652344","-25.395299911499","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:40:38-03","MBM","MBM","206608","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Britez, R.M.; et al.; et al.",NA,NA,NA,"Southern America","Brazil","Fazenda do Durgo","= 118747","MBM206608","MBM206608",NA,"Britez, R.M.",NA,NA,NA,"1142","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229","31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:40:38-03","MBM","MBM","118747","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Britez, R.M.; et al.; et al.",NA,NA,NA,"Southern America","Brazil","Fazenda do Durgo","= 206608","MBM118747","MBM118747",NA,"Britez, R.M.",NA,NA,NA,"1142","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229","31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:40:38-03","MBM","MBM","118713","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Britez, R.M.",NA,NA,NA,"Southern America","Brazil","Fazenda do Durgo",NA,"MBM118713","MBM118713",NA,"Britez, R.M.",NA,NA,NA,"204","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229","31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:40:38-03","MBM","MBM","25020","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil","Foz do Rio Taquaral",NA,"MBM025020","MBM025020",NA,"Swallen, J.R.",NA,NA,NA,"3337","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229","31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:40:38-03","MBM","MBM","2021","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil","Estrada para PortoVitória",NA,"MBM002021","MBM002021",NA,"Renvoize, S.A.",NA,NA,NA,"14888","Paraná","União da Vitória","-51.0863990783691","-26.2299995422363","35297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:40:38-03","MBM","MBM","2818","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Reitz, R.; Klein, R.M.; Klein, R.M.",NA,NA,NA,"Southern America","Brazil","Valões",NA,"MBM002818","MBM002818",NA,"Swallen, J.R.",NA,NA,NA,"13571","Santa Catarina","Valões",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:40:38-03","MBM","MBM","1785","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil","Mallet",NA,"MBM001785","MBM001785",NA,"Renvoize, S.A.",NA,NA,NA,"15371","Paraná","Mallet","-50.8210983276367","-25.877799987793","25088","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:40:38-03","MBM","MBM","206080","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Souza, W.S.; et al.; et al.",NA,NA,NA,"Southern America","Brazil","Fazenda do Durgo","= 18746","MBM206080",NA,NA,"Britez, R.M.",NA,NA,NA,"333","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229","31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:40:38-03","MBM","MBM","32715","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil","Rio Putunã",NA,"MBM032715","MBM032715",NA,"Renvoize, S.A.",NA,NA,NA,"35598","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:40:38-03","MBM","MBM","251843","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Dusén, P.",NA,NA,NA,"Southern America","Brazil","Curitiba",NA,"MBM251843",NA,NA,NA,NA,NA,NA,"14337","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:40:38-03","MBM","MBM","206079","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Britez, R.M.",NA,NA,NA,"Southern America","Brazil","Umbará",NA,"MBM206079",NA,NA,NA,NA,NA,NA,"2045","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:40:38-03","MBM","MBM","19457","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil","Prainha",NA,"MBM019457","MBM019457",NA,"Renvoize, S.A.",NA,NA,NA,"28413","Paraná","Porto Vitória","-51.2317008972168","-26.1611003875732","23747","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:40:38-03","MBM","MBM","206082","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Britez, R.M.",NA,NA,NA,"Southern America","Brazil","Fazenda do Durgo",NA,"MBM206082",NA,NA,"Britez, R.M.",NA,NA,NA,"s.n.","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229","31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:40:38-03","MBM","MBM","118746","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Doell","Souza, W.S.; et al.; et al.",NA,NA,NA,"Southern America","Brazil","Fazenda do Durgo","= 206080","MBM118746","MBM118746",NA,"Britez, R.M.",NA,NA,NA,"333","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229","31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-10-01 09:33:12-03","MNHN","RECOLNAT_MNHN_P","P00740833","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Döll","Widgren, J.F.","1845","11","29",NA,"Brésil","Minas Geraes, Jardim","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00740833' target='other'> <mi>dwc_moreinfo</mi></a>","P00740833","P00740833_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","924","hb",NA,NA
"38","2021-02-11 17:21:16-03","UFPR","UPCB","6766","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","aristella","Canastra aristella",NA,"Hatschbach, G.","1966","10","16",NA,"Brasil","Estrada para Porto Vitória","Brejo..","UPCB0037442","UPCB0037442",NA,"Viana, P.L.","2008","12",NA,"14888","Paraná","União da Vitória","-51.0863990783691","-26.2299995422363","35297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:21:16-03","UFPR","UPCB","14485","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","aristella","Canastra aristella",NA,"Souza, W.S.","1986","09","17",NA,"Brasil","Fazenda do Durgo","Erva cespitosa, freqüente e em densos agrupamentos. Campo de inundação do Rio Iguaçu..","UPCB0037438","UPCB0037438",NA,"Viana, P.L.","2008","12",NA,"333","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229","31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:21:16-03","UFPR","UPCB","14486","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","aristella","Canastra aristella",NA,"Britez, R.M.","1986","11","28",NA,"Brasil","Fazenda do Durgo","Erva cespitosa, freqüente em banhado do Rio Iguaçu..","UPCB0039036","UPCB0039036",NA,"Viana, P.L.","2008","12",NA,"1142","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229","31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2011-03-02 10:37:00-03","MO","MOBOT","227088","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Döll","Johan F. Widgren",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Widgren s.n.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2009-12-21 09:34:00-02","MO","MOBOT","236358","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Döll","Johan F. Widgren","1845","11","29","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Widgren 924","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2009-07-09 17:05:00-03","MO","MOBOT","2482593","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Döll","Gert G. Hatschbach",NA,NA,NA,"South America","Brazil","Porto Vitoria",NA,NA,NA,NA,"Rentzell, I.",NA,NA,NA,"Hatschbach 14888","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","80468","PreservedSpecimen","Plantae","Monocotyledonae","Cyperales","Poaceae","Panicum","aristellum","Panicum aristellum","Döll in Mart.","J. Widgren",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"US00148150","US00148150_01",NA,NA,NA,NA,NA,"---","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type fragment",NA,NA,"1",NA
"45","2020-09-12 05:00:02-03","US","US","702302","PreservedSpecimen","Plantae","Monocotyledonae","Cyperales","Poaceae","Panicum","aristellum","Panicum aristellum","Döll in Mart.","J. Widgren","1845","11","29","South America - Neotropics","Brazil",NA,NA,"US00133082","US00133082_01",NA,NA,NA,NA,NA,"924","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"1",NA
"46","2019-11-13 11:28:42-03","USP","SPF","198941","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","aristella","Canastra aristella","(Döll) Zuloaga & Morrone","Mello-Silva, R","2007","11","20",NA,"Brasil","São Domingos. Encostas do Ribeirão São Domingos, em trilha para o alto da Serra da Canastra.",NA,"SPF00198941","SPF00198941",NA,"Rodrigues, RB","2015","05","13","3055","Minas Gerais","Botumirim","-43.025556","-16.858333",NA,NA,"1039","1122","-43.025556","-16.858333",NA,NA,NA,NA,NA
"47","2019-11-13 11:28:54-03","USP","SPF","122058","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Döll","Souza, JP","1996","12","13",NA,"Brasil","Trilha da Pedreira.",NA,"SPF00122058",NA,NA,"Viana, PL","2007","10",NA,"849","São Paulo","Cunha","-45.004722","-23.233889",NA,NA,NA,NA,"-45.004722","-23.233889",NA,NA,NA,NA,NA
"48","2019-11-13 11:28:54-03","USP","SPF","11005","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Döll","Hoehne, W","1941","10",NA,NA,"Brasil","Campo Congonhas.",NA,"SPF00011005",NA,NA,"Guglieri, A","1999","01",NA,"709","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2014-04-04 18:28:18-03","PNFM","IRAI","6590","S","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum","Döll","May, D.","2012","10","26",NA,"Brasil","Reserva Particular do Patrimônio Natural Uru","Gramínea, 50 cm. Floresta Ombrófila Mista","IRAI00006590",NA,"Magnoliophyta","Barbosa, E.","2012","11","19","s.n.","Paraná","Lapa","-49.684778","-25.808556",NA,NA,"860","860","-49.684778","-25.808556",NA,NA,NA,NA,NA
"50","2021-03-04 11:16:03-03","UEFS","HUEFS","152591","PreservedSpecimen","Plantae","Lilianae","Poales","Poaceae","Canastra","aristella","Canastra aristella","(Döll) Zuloaga & Morrone","Mello-Silva, R.","2007","11","20",NA,"Brasil","São Domingos. Encostas do ribeirão São Domingos, em trilha para o alto da serra da canastra. Mata perturbada e cerrado de altitude.","Cerrado pedregoso.","HUEFS0152591","HUEFS0152591","Angiospermae","R.B.Rodrigues","2015","05",NA,"3055","Minas Gerais","Botumirim","-43.025556","-16.858333",NA,NA,"1039","1122","43W1'32''","16S51'30''",NA,NA,NA,NA,NA
"51","2020-07-23 12:18:46-03","CEPLAC","CEPEC","6932","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum",NA,"T. S. dos Santos","1971","07","06",NA,"Brasil","Marg. Rod. Camamu/Ituberá.",NA,NA,NA,NA,"F. M. Ferreira",NA,NA,NA,"1730","Bahia","CAMAMÚ","-39.1039009094238","-13.9447002410889","33730","auto",NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,"23/08/2007"
"52","2020-07-23 12:18:46-03","CEPLAC","CEPEC","33664","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum",NA,"L. R. Noblick","1982","12","01",NA,"Brasil","Área de Controle da Caraiba Metais.",NA,NA,NA,NA,"F. M. Ferreira",NA,NA,NA,"2257","Bahia","MATA DE SÃO JOÃO","-38.313056","-12.493056",NA,NA,NA,NA,"38W18'47","12S29'35",NA,NA,NA,NA,"23/08/2007"
"53","2020-07-23 12:18:46-03","CEPLAC","CEPEC","39775","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum",NA,"G. C. P. Pinto","1986","07","19",NA,"Brasil","Galeria na várzea do Rio São José.",NA,NA,NA,NA,"F. M. Ferreira",NA,NA,NA,"66","Bahia","LENÇÓIS","-41.416667","-12.583333",NA,NA,NA,NA,"41W25'0","12S35'0",NA,NA,NA,NA,"23/08/2007"
"54","2020-07-23 12:18:46-03","CEPLAC","CEPEC","45474","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum",NA,"M. C. Ferreira","1988","03","17",NA,"Brasil","Estrada p/ área do projeto plantas meliferas do IBDF.",NA,NA,NA,NA,"F. M. Ferreira",NA,NA,NA,"89","Bahia","LENÇÓIS","-41.533333","-12.583333",NA,NA,NA,NA,"41W32'0","12S35'0",NA,NA,NA,NA,"23/08/2007"
"55","2020-07-23 12:18:46-03","CEPLAC","CEPEC","22531","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aristellum","Panicum aristellum",NA,"L. A. Mattos-Silva","1980","10","16",NA,"Brasil","Faz. Guanabara. Ramal c/ entr. Km 10 Rod. Pontal/Olivença a dir., 3Km ao W da entr.",NA,NA,NA,NA,"F. M. Ferreira",NA,NA,NA,"1169","Bahia","ILHÉUS","-39.0494003295898","-14.7889003753662","61245","auto",NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,"23/08/2007"
