"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","individualCount","coordinatePrecision","geoFlag","continentOcean","preparationType","typeStatus","class","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","sex"
"135","2019-11-21 14:33:02-03","UFJF","CESJ","60169","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","D.R. Gonzaga","2012","08","11","D.R. Gonzaga; S.G. Furtado; L. Menini Neto","5","2012","08","11","Brasil","Minas Gerais","Rio Preto","Serra Negra, Cânion do Funil","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Hemiepífita, no interior de floresta de grota. Frutos magenta.","CESJ060169",NA,"Angiosperma",NA,NA,"20815","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 14:33:02-03","UFJF","CESJ","52182","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","L. Menini Neto","2010","07","01","C.N. Matozinhos; N.L. Abreu","423","2008","10","14","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Marciano.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Epífita em interior de mata. Frutos róseos maduros.","CESJ052182",NA,"Angiosperma",NA,NA,"20815","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-21 14:33:02-03","UFJF","CESJ","46285","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","J.A. Lombardi","2007","05",NA,"K. Antunes; C.N. Matozinhos; N.L. Abreu; F.S. Souza; P.L. Viana","210","2005","11","10","Brasil","Minas Gerais","Rio Preto","Serra Negra, Vilarejo do Funil, cânion próximo à Gruta do Funil.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Arbusto escandente, crescendo paralelo a um tronco caído, interior de mata, em local com pouca luminosidade e muita umidade. Frutos de coloração rosa.","CESJ046285",NA,"Angiosperma",NA,NA,"20815","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-21 14:33:02-03","UFJF","CESJ","51424","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","M.G. Rezende","2008","08","27","M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; P.H. Nobre; L. Gimenes","154","2008","06","28","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca, 21°57'41''S 46°22'10,2'' W","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"Rupícola, flores alvas.","CESJ051424",NA,"Angiosperma",NA,NA,"25710","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-21 14:33:02-03","UFJF","CESJ","22414","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","D.C. Zappi","1988","10","15","L. Krieger; et al.","CESJ22414","1988","04","30","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó",NA,NA,NA,NA,NA,NA,"Sobre rocha gnaiss, ramos pendentes, flores brancas. A margem dos filocládios achatados, imitando folhas com frutos vináceos.","CESJ022414","CESJ022414","Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-21 14:33:02-03","UFJF","CESJ","22958","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","S.M.S. Verardo","1989","10","04","M.C. Brügger; et al.","s.n.","1988","10","16","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Vale Verde",NA,NA,NA,NA,NA,NA,"Pendente de rocha na beira da mata. Frutos quadrangulares e brancos quando novos e arredondados e vermelhos quando maduros.","CESJ022958","CESJ022958","Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 14:33:02-03","UFJF","CESJ","25194","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","D.C. Zappi","1991","06",NA,"R.C. Oliveira","s.n.","1990","07","08","Brasil","Minas Gerais","Conceição de Ibitipoca",NA,NA,NA,NA,NA,NA,NA,"Epífita a uma altura de aproximadamente 1,5m, na mata, formando um denso emaranhado. Flores brancas.","CESJ025194",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-21 14:33:02-03","UFJF","CESJ","60702","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","L. Menini Neto","2012","07","28","D.E.F. Barbosa; L. Menini Neto; F.R. Silva","112","2012","07","28","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","-43.182222","-21.655833","-43.182222","-21.655833","750","800","Interior de floresta, próximo ao curso d'água. Epífita pendente entre 3m e 4m de altura, fruto imaturo verde.","CESJ060702",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-06-30 18:32:06-03","UFJF","CESJ","67398","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","D.R. Gonzaga","2014","05","13","D.R. Gonzaga; B.N. Luna; R. Marquete; M.F. Freitas","336","2014","05","13","Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca, entrada da Gruta dos Moreiras.","-43.892972","-21.68325","-43.892972","-21.68325","1656","1656","Epífita a ca. 2,5m; botões florais verdes, flores alvas e frutos verdes imaturos.","CESJ067398",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-11-09 19:01:09-03","UFJF","CESJ","68089","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","D.R. Gonzaga","2014","08",NA,"S.G. Furtado; L. Menini Neto","313","2014","08","03","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular na Gruta dos Viajantes","-43.896917","-21.712389","-43.896917","-21.712389","1558","1558","Epífita, interior de mata Flores alvas, frutos imaturos verdes e maduros avermelhados","CESJ068089",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-21 14:33:02-03","UFJF","CESJ","71595","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","D.R. Gonzaga","2015","04","20","D.R. Gonzaga; R.M.B. Souza-Souza; W. Picanço; G.C. Santos","528","2015","04","20","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, trilha para os Três Picos","-44.596944","-22.431111","-44.596944","-22.431111","1286","1286","Epífita a ca. 2m, botões florais alvos esverdeados, pericarpo verde.","CESJ071595",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-04-07 11:42:03-03","UFMS","CGMS","41170","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","M.G. Caxambu","2009","07","31","E.L. Siqueira; L.A. Sanglard","213","2009","07","15","Brasil","Paraná","Turvo","Propriedade da família Rickli.","-51.5644444","-25.0613889","-51,5644444","-25,0613889","1088","1088","Flores alvas. Doação HCF 8012. Habitat: Floresta Ombrófila Mista Montana. Relevo suave-ondulado. Habito: Erva semi-ciófila, epífita.","CGMS1071157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-04-07 11:42:03-03","UFMS","CGMS","76595","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","V.A.O. Dittrich",NA,NA,NA,"J. Cordeiro; F.J. Zelma","301","1986","07","10","Brasil","Paraná","Morretes","Véu de Noiva.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Flor alva. Doação UPCB 15175.","CGMS1109583",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:27:13-03","UNICAMP","UEC","073555","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Zappi, DC","1999","12",NA,"Kinoshita, LS; Moreira, JLA","95.45","1995","04","07","Brazil","São Paulo","Queluz","Ca. de 9 Km ao norte de Queluz; beira do Rio das Cruzes.","-44.781667","-22.455556","-44.781667","-22.455556",NA,NA,"Mata. Epífita pendente; flores brancas.","UEC041189","UEC041189","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:27:13-03","UNICAMP","UEC","109599","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Zappi, DC","1999",NA,NA,"Zappi, DC; Amaral, MCE; Costa, CB; Aona, LYS; Belinello, R","333","1999","11","18","Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar, núcleo Cunha-Indáia, trilha do Rio Bonito.","-45.02","-23.236944","-45.02","-23.236944",NA,NA,"Epífita pendente, 2,5 m de comprimento, fruto imaturo rosa-avermelhado, botões alvos. Crescendo com R. teres e Hatiora salicorinoides.; Mata atlântica no alto da serra, à beira da trilha.","UEC041191","UEC041191","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:27:13-03","UNICAMP","UEC","161312","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Pinto, NS","2010","10","13","Baitello, JB; Costa, NO; Cielo-Filho, R","2451","2010","07","27","Brazil","São Paulo","Itapeva","Estação Experimental, Trilha do Poço da Onça - encosta FES.","-49.683333","-24.591667","-49.683333","-24.591667",NA,NA,"Epífita, flores brancas e amarelas.","UEC024987","UEC024987","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-08-20 10:08:42-03","UNICAMP","UEC","201405","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Koch, I","2018","08","10","Silva, BG; Pires, TP; Duarte, LSC; Bissoli, VF","453","2018","03","15","Brazil","São Paulo","Jundiaí",NA,"-47.613564","-23.388472","-47.613564","-23.388472",NA,NA,NA,"UEC177924","UEC177924 UEC177924_v03 UEC177924_v04 UEC177924_v05","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:27:13-03","UNICAMP","UEC","137435","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Breier, TB","2004","09",NA,"Breier, TB; Budke, JC","0522","2002","08","21","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, parcelas permanentes.","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,"Na parcela E11.","UEC041184","UEC041184","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:27:13-03","UNICAMP","UEC","143730","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott",NA,NA,NA,NA,"Oriani, A; Miachir, JIN; Carvalho, MLS; Muniz, MRA; Korman, V; Souza, VC","544","2005","03","23","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha do Bugio.","-48.400278","-24.6525","-48.400278","-24.6525","400","400","Epífita.; Floresta Ombrófila Densa Baixo Montana Ribeirinha pouco degradada com afloramento de calcário.","UEC041179","UEC041179","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-01 16:27:13-03","UNICAMP","UEC","188497","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Gasper, AL","2010","10","01","Souza, NL; Klemz, G; Klettenberg, DH","5048","2010","06","15","Brazil","Santa Catarina","São Martinho","Hoepers/ Vargem do Cedro / Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.87","-28.08","517","517","Epífita, flor creme.; Floresta Ombrófila Densa. Estagio médio de Regeneração.","UEC118520","UEC118520","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-01 16:27:13-03","UNICAMP","UEC","48813","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Taylor, NP","1993","12","15","Zappi, DC","55","1988","05","13","Brazil",NA,NA,"Paramapiacaba. Floresta Atlântica.",NA,NA,NA,NA,NA,NA,"Epífita, flores creme-esverdeadas, abrindo-se durante o dia, fechando à noite e tornando a abrir por última vez no dia seguinte.","UEC041192","UEC041192","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-01 16:27:13-03","UNICAMP","UEC","51470","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Taylor, NP","1993","12","15","Lombardi, JA","21875","1989","06","17","Brazil",NA,NA,"São Sebatião alto da serra - Estrada velha para Paraibuna.",NA,NA,NA,NA,NA,NA,"Epífita em árvore morta a beira da trilha. Frutos avermelhados imaturos, botões avermelhados, artículos verdes.","UEC041187","UEC041187","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-01 16:27:13-03","UNICAMP","UEC","74705","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Zappi, DC","1999","12",NA,"Kinoshita, LS; Moreira, JLA","95.45","1995","04","07","Brazil","São Paulo","Queluz","Ca. de 9 Km ao norte de Queluz; beira do Rio das Cruzes.","-44.781667","-22.455556","-44.781667","-22.455556",NA,NA,"Mata. Epífita pendente; flores brancas.","UEC041194","UEC041194","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-01 16:27:13-03","UNICAMP","UEC",NA,"S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Breier, TB","2004","09",NA,"Breier, TB; Budke, JC","0522","2002","08","21","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, parcelas permanentes.","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,"Na parcela E11.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-01 16:27:13-03","UNICAMP","UEC","51159","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Taylor, NP","1993","12","15","Cordeiro, J; Silva, JM","331","1986","07","31","Brazil","Paraná","Curitiba","Lago Azul.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Epífita. Flor alva. Mata.","UEC041198","UEC041198","Magnoliopsida",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-01 16:27:13-03","UNICAMP","UEC","48938","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Taylor, NP","1993","12","15","Souza, WS; Britez, RM; Silva, SM","s.n.","1986","07","17","Brazil","Paraná","São Mateus do Sul","Faz. do Durgo.","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Epífita coletada a 6 m de altura, flores brancas na várzea do Rio Iguaçu.","UEC041197","UEC041197","Magnoliopsida",NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-01 16:27:13-03","UNICAMP","UEC","155757","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Martins, MV","2008","06","06","Cotarelli, VM","188","2008","06","06","Brazil","Paraná","Sapopema","Salto das Orquideas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Epífita, com flores claras, caule achatado.","UEC060802","UEC060802","Magnoliopsida",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-01 16:27:13-03","UNICAMP","UEC","130854","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Freitas, MF","2000",NA,NA,"Medri, C; Kinupp, VF; Francisco, EM","287","1997","08","02","Brazil","Paraná","Sapopema","Salto das Orquideas.","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Epífita, flores creme com base avermelhadas, flores velhas amarelas, frutos imaturos verdes e quinadas.","UEC041185","UEC041185","Magnoliopsida",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-02-10 17:51:38-03","UNICAMP","UEC","111130","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Zappi, DC",NA,NA,NA,"Pansarin, ER","509","1999","06","17","Brazil","Rio de Janeiro","Teresópolis","Mata localizada ao lado da pista sentido Petrópolis.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"UEC041180","UEC041180","Magnoliopsida",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-01 16:27:13-03","UNICAMP","UEC","55002","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Taylor, NP","1993","12","15","Bernacci, LC; Grombone-Guaratini, MT; Meira Neto, JAA; Leitão Filho, HF; Tamashiro, JY","21216","1987","07","13","Brazil","São Paulo","Atibaia","Faz. Grota Funda.","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"Erva rupícula com artículos às vezes vermelhos, flores com sépalas e ovário verdes-vinosos, pétalas brancas.","UEC041196","UEC041196","Magnoliopsida",NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-01 16:27:13-03","UNICAMP","UEC","55001","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Taylor, NP","1993","12","15","Meira Neto, JAA; Bernacci, LC; Grombone-Guaratini, MT; Tamashiro, JY; Leitão Filho, HF","21175","1987","06","02","Brazil","São Paulo","Atibaia","Faz. Grota Funda.","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"Epífita, com frutos brancos e vermelhos, com botões.","UEC041188","UEC041188","Magnoliopsida",NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-08-20 10:08:42-03","UNICAMP","UEC","140613","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Breier, TB",NA,NA,NA,"Breier, TB","1298","2005","06","18","Brazil","São Paulo","Atibaia","Grota Funda.","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"UEC041182","UEC041182","Magnoliopsida",NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-01 16:27:13-03","UNICAMP","UEC","133896","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Aona, LYS","2004","05",NA,"Urbanetz, C; Lindenberg, MF; Lelo; Domingos","125","2003","09","29","Brazil","São Paulo","Cananéia","Fazenda Folha Larga.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Epífita.","UEC041186","UEC041186","Magnoliopsida",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-08-20 10:08:42-03","UNICAMP","UEC","137434","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Breier, TB","2004","09",NA,"Breier, TB","1112","2003","09","11","Brazil","São Paulo","Cananéia","Praça da Figueira.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"UEC041181","UEC041181","Magnoliopsida",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-01 16:27:13-03","UNICAMP","UEC","166846","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Souza, VC","1995","09","18","Souza, VC; Sakuragui, CM; Souza, JP; Sanches, CD; Wongtschowski, M; Scalon, VR","8804","1995","08","18","Brazil","São Paulo","Itararé","Estrada itararé - Bom Sucesso de Itararé. Fazenda Ibiti (Ripasa).","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Epífita, frutos imaturos verdes.; Mata de Araucária.","UEC041193","UEC041193","Magnoliopsida",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-01 16:27:13-03","UNICAMP","UEC","115701","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Zappi, DC",NA,NA,NA,"Pansarin, ER","524","1999","06","15","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido Bairro Eloy Chaves, próximo a Represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Flor 1,7-2cm de comprimento, pricarpelo 4mm, tépalas brancas 1,2-1,5cm.","UEC041190","UEC041190","Magnoliopsida",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-01 16:27:13-03","UNICAMP","UEC","60084","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Taylor, NP","1993","12","15","Lombardi, JA","131","1992","06","07","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho - Municípios de São Miguel Arcanjo, Capão Bonito e Sete Barras.","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Epífita em árvore caída, frutos angulados verdes, grota húmida.","UEC041195","UEC041195","Magnoliopsida",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-01 16:27:13-03","UNICAMP","UEC","137503","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Arzolla, FARDP","2004","10","04","Arzolla, FARDP; Paula, GCR; Condez, TH","626","2004","09","20","Brazil","São Paulo","São Paulo","Parque Estadual da Cantareira, região da Chapada.","-46.6300010681152","-23.5400009155273",NA,NA,"1070","1070","Epífita, frutos vináceos.; Floresta Ombrófila Densa.","UEC041183","UEC041183","Magnoliopsida",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-12-04 13:19:03-03","UDESC","LUSC","7620","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Schmitt, J.L.",NA,NA,NA,"Schmitt, J.L.; et al.","2135","2015","03","02","Brasil","Santa Catarina","Jacinto Machado","Interior do Cânion Fortaleza.","-49.763599395752","-28.9974994659424",NA,NA,NA,NA,NA,"LUSC000999","LUSC000999",NA,NA,NA,"23999","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-12-04 13:19:03-03","UDESC","LUSC","6681","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Floriani, M.M.P.",NA,NA,NA,"Floriani, M.M.P.","136","2011","10","27","Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,NA,NA,NA,"LUSC000998","LUSC000998",NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-01-17 11:24:58-02","PUCRS","MPUC","19448","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","C.A. Mondin","2008","01","01",NA,NA,"2008","10","04","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Epífita na borda da mata",NA,NA,NA,"Caryophyllales","1","76715","auto","South America",NA,NA,"Magnoliopsida",NA,NA,NA,"3242",NA
"176","2019-01-17 11:24:58-02","PUCRS","MPUC","7693","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","J. Larocca","2016","01","01",NA,NA,"1988","12","15","Brasil","SC","Concórdia","Barra dos Queimados","-52.0277778","-27.2344444","-52.0277778000","-27.2344444000",NA,NA,NA,NA,NA,NA,"Caryophyllales","1",NA,NA,"South America",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"177","2019-01-17 11:24:58-02","PUCRS","MPUC","12732","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","J. Larocca","2016","01","01",NA,NA,"2005","03","19","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Epífita",NA,NA,NA,"Caryophyllales","1",NA,NA,"South America",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"178","2019-01-17 11:24:58-02","PUCRS","MPUC","21169","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","A. Crestani","2016","09","24",NA,NA,"2016","09","24","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata, trilha do açude","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Fruto comestível.",NA,NA,NA,"Caryophyllales",NA,"76715","auto","South America",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"179","2020-10-14 10:00:23-03","FURB","FURB","10824","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Bonnet, A","2010","02","03","Stival-Santos, A.; Uller, H.F. & Silveira, S.","237","2008","12","11","Brasil","Santa Catarina","Anita Garibaldi","Coral.","-51.1169445","-27.7166667","-51.1169445","-27.7166667","1010","1010","Forófito IFFSC 260//1/6 Habitat: Floresta Ombrófila Mista; Habito: epífita; flor vermelha","FURB21343","FURB21343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-10-14 10:00:23-03","FURB","FURB","14336","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Cadorin, TJ","2009","09","26","Cadorin, T.J.","113","2009","09","26","Brasil","Santa Catarina","Botuverá","RPPN Prima Luna, Monte Barão.","-49.0286111","-27.2641667","-49.0286111","-27.2641667","950","950",NA,"FURB21342","FURB21342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-10-14 10:00:23-03","FURB","FURB","14911","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Bonnet, A","2010","02","03","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","142","2009","10","06","Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1322223","-27.275","-50.1322223","-27.2750000","1131","1131","Epífita IFFSC e456a (Abaixo de 4m) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: epífita de tronco caído; Fruto branco; flor branca","FURB21341","FURB21341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
