"record_id","modified","institutionCode","collectionCode","catalogNumber","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","geoFlag","basisOfRecord","phylum","class","order","verbatimLongitude","verbatimLatitude","typeStatus"
"1","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","38813","Plantae","Orchidaceae","Bulbophyllum","kautskyi","Bulbophyllum kautskyi","Toscano","L. Kollmann - 20/5/05","2005","05","20","D.R. Couto","60","2004","04","20","Brasil","Espírito Santo","Mimoso do Sul","Santa Luzia- Conceição de Muqui","-41.3664016723633","-21.0641994476318","29430","750","750","Holoepífita característica. Sépalo dorsal vinho com máculas brancas no fundo. Petalas amarelas, junto da coluna. Sépalos inferiores vinho escuro, lanceoladas, abertas para tráz. As flores se abrem por sucessão. Fragmento Carlos Demarti","MBML038813","MBML038813","auto",NA,NA,NA,NA,NA,NA,NA
"2","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","49927","Plantae","Orchidaceae","Bulbophyllum","kautskyi","Bulbophyllum kautskyi","Toscano",NA,NA,NA,NA,"F. Tesch",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Serra do Castelo",NA,NA,NA,NA,NA,"Guy Chiron nº 12011","MBML049927",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","39126","Plantae","Orchidaceae","Bulbophyllum","kautskyi","Bulbophyllum kautskyi","Toscano","D.R.Couto","2008","07","12","D.R. Couto","668","2008","07","12","Brasil","Espírito Santo","Mimoso do Sul","Santa Luzia - Conceição de Muqui","-41.3664016723633","-21.0641994476318","29430","700","700","Epífita; flores vinho e amarelo. Mata Sr. Carlos Demartini. Floresceu em cultivo.","MBML039126","MBML039126","auto",NA,NA,NA,NA,NA,NA,NA
"4","2019-10-07 09:19:50-03","UEFS","HUEFS","70813","Plantae","Orchidaceae","Bulbophyllum","kautskyi","Bulbophyllum kautskyi","Toscano",NA,NA,NA,NA,"Azevedo, C.","184","2003","03","29","Brasil","Bahia","Elísio Medrado","Serra da Jibóia, Morro do líreos.","-39.466667","-12.866667",NA,NA,NA,"campo rupestre.","HUEFS0070813","HUEFS0070813",NA,"PreservedSpecimen","Angiospermae","Lilianae","Asparagales","39W28'","12S52'",NA
"5","2019-10-07 09:19:50-03","UEFS","HUEFS","89675","Plantae","Orchidaceae","Bulbophyllum","kautskyi","Bulbophyllum kautskyi","Toscano",NA,NA,NA,NA,"Kautsky, R.A.","1057","1998","03","23","Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863","48150","760","760",NA,"HUEFS0089675",NA,"auto","PreservedSpecimen","Angiospermae","Lilianae","Asparagales",NA,NA,"Holótipo"
"6","2019-10-07 09:19:50-03","UEFS","HUEFS","89676","Plantae","Orchidaceae","Bulbophyllum","kautskyi","Bulbophyllum kautskyi","Toscano",NA,NA,NA,NA,"Brito, A.T.","1485","1997","04","14","Brasil","Espírito Santo","Domingos Martins","Mata do Sr. Roberto A. Kautsky.","-40.6591987609863","-20.3633003234863","48150","650","650",NA,"HUEFS0089676",NA,"auto","PreservedSpecimen","Angiospermae","Lilianae","Asparagales",NA,NA,"Parátipo"
"7","2019-10-07 09:19:50-03","UEFS","HUEFS","161352","Plantae","Orchidaceae","Bulbophyllum","kautskyi","Bulbophyllum kautskyi","Toscano",NA,NA,NA,NA,"van den Berg, C.","1958","2009","12","11","Brasil","Bahia","Valença","Torre na BR101, após o trevo de Valença","-39.0731010437012","-13.3703002929688","43634",NA,NA,NA,"HUEFS0161352","HUEFS0161352","auto","PreservedSpecimen","Angiospermae","Lilianae","Asparagales",NA,NA,NA
