"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","identifiedBy","recordNumber","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","00935859","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","H. S. Irwin","1968","02","25","Brazil","Minas Gerais",NA,"-43.58","-18.55",NA,NA,"1200","1200","NY00935859","NY00935859_01","Serra do Espinhaço, at Lapinha, ca. 21 km N. of Sêrro on road (MG 2) to Diamantina.","P. J. M. Maas","20881",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015263' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","885220","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","R. Reitz","1958","01","21","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"10","10","NY00885220","NY00885220_01","Três Barras, Garuva, S. Francisco do Sul.","L. B. Smith","6232",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982233' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","910170","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","H. S. Irwin","1971","02","01","Brazil","Minas Gerais",NA,"-43.473094","-20.427823",NA,NA,"1650","1650","NY00910170","NY00910170_01","Serra do Espinhaço. Steep rocky lower slopes of Pico de Itacolomí, ca. 3 km S. of Ouro Preto","H. Kennedy","29623",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981100' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01552647","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","S. Tiwari","1991","10","12","Guyana",NA,NA,NA,NA,NA,NA,"1","10","NY01552647",NA,"Pomeroon. Kabakaburi","P. J. M. Maas","353",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1946030' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01405583","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","R. Callejas Posada","1987","08","04","Colombia","Antioquia","Turbo",NA,NA,NA,NA,NA,NA,"NY01405583",NA,"Bocas del Atrato, Vereda Turbito, en Bahía Colombia (Golfo de Urabá), zona de manglar, a nivel del mar.","M. H. Nee","5052",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2217317' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","885215","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","I. Mimura","1962","02","10","Brazil","São Paulo","Sao José dos Campos","-45.88","-23.1703",NA,NA,"585","585","NY00885215","NY00885215_01","Uma área disjuntiva de cerrado de várias centenas de km², rodeada antigamente por mata. Ca. 9.6 km SSE em linha reta da praça principal de São José dos Campos.","L. B. Smith; S. F. Smith","277",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982228' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","885217","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","R. M. Harley","1977","03","09","Brazil","Bahia","Itabuna","-39.25","-14.75",NA,NA,"30","30","NY00885217","NY00885217_01","CEPEC, Itabuna. Cacau plantation behind institute.","P. J. M. Maas","19478",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982230' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","885221","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","R. Reitz","1956","06","07","Brazil","Santa Catarina","Palhoça","-48.694057","-27.77489",NA,NA,"200","200","NY00885221","NY00885221_01","Pilões, Palhoça.","L. B. Smith","3271",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982234' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1017939","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","R. A. Wasum","1990","02","22","Brazil","Rio Grande do Sul","Farroupilha","-51.339909","-29.218747",NA,NA,"700","700","NY01017939","NY01017939_01","São Roque.","S. F. Smith","7248",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233442' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","910167","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","H. S. Irwin","1970","03","10","Brazil","Minas Gerais","Joaquim Felício","-44.1709","-17.7588",NA,NA,"650","650","NY00910167","NY00910167_01","Ca. 2 km N. of Joaquim Felício","P. J. M. Maas","27345",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981043' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","910171","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","G. T. Prance","1973","10","24","Brazil","Mato Grosso",NA,"-55.77825","-15.432",NA,NA,"720","720","NY00910171","NY00910171_01","Vicinity of Buriti, Chapada dos Guimarães.","P. J. M. Maas","19357",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981159' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","885213","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","I. Mimura","1962","02","10","Brazil","São Paulo","Sao José dos Campos","-45.88","-23.1703",NA,NA,"550","550","NY00885213","NY00885213_01","Uma área disjuntiva de cerrado de várias centenas de km², rodeada antigamente por mata. Ca. 8.0 km SW em linha reta da praça principal de São José dos Campos. Próxima do corrego da Ressaca.","L. B. Smith; S. F. Smith","273",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982226' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","195555","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","V. Pesha Baca","1990","12","25","Peru","Madre de Dios","Tambopata","-69.28","-12.83",NA,NA,"260","260","NY00195555",NA,"Rio Tambopata. Comunidad Nativa Infierno. Hermosa Chica. Centro 'Ñape'","P. J. M. Maas","80",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=234934' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","476740","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","C. Figueiredo","1995","06","20","Brazil","Acre","Feijó","-70.82","-8.43",NA,NA,NA,NA,"NY00476740","NY00476740_01","Rio Muru. Seringal Vitória Velha, Colocaçao Barro Vermelho.","P. J. M. Maas; H. Maas-van de Kamer","901",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=165306' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","684919","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","R. M. Harley","1992","02","25","Brazil","Bahia","Abaíra","-41.82","-13.27",NA,NA,"900","1100","NY00684919","NY00684919_01","Mendonça de Daniel Abreu. Margem do Riacho da Cruz.","P. J. M. Maas","51589",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=882882' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1017940","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","G. Eiten","1965","02","07","Brazil","São Paulo","Paraguaçú Paulista","-50.57","-22.37",NA,NA,"500","550","NY01017940","NY01017940_01","6 km N of city of Paraguaçu Paulista.",NA,"5876",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233444' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","885216","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","R. M. Harley","1974","01","10","Brazil","Bahia","Itabuna","-39.25","-14.75",NA,NA,"30","30","NY00885216","NY00885216_01","In the grounds of CEPLAC, (Centro de Pesquisas do Cacau), near the research station.","P. J. M. Maas","15002",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982229' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","910168","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","H. S. Irwin","1966","05","02","Brazil","Goiás","Formosa","-47.43","-15.3",NA,NA,"850","850","NY00910168","NY00910168_01","Côrrego Itaquera, ca. 30 km N. of Formosa","P. J. M. Maas","15594",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981045' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","885219","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","E. C. Soares","1919","12",NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"NY00885219","NY00885219_01","Pinheiros","F. C. Hoehne","3615",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982232' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","629782","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","L. A. Mattos Silva","1999","04","19","Brazil","Bahia","Ilhéus","-39.17","-14.8",NA,NA,"40","40","NY00629782","NY00629782_01","Salobrinho. Faz. de Tom Lavigne. Margem do Rio Cachoeira. Km 16 da Rod. Ilhéus/Itabuna (BR 415)","P. J. M. Maas; H. Maas-van de Kamer","3986",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=234926' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1017942","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","C. L. Abreu","1978","06","12","Brazil","São Paulo","São Paulo","-46.63","-23.5403",NA,NA,NA,NA,"NY01017942","NY01017942_01","Reserva Biológica, Parque Estadual das Fontes do Ipiranga, Instituto de Botânica. Área 26, coletado no brejo natural perto do lago grande.","P. J. M. Maas","323",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233450' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","84996","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","B. C. Bennett","1988","11","08","Ecuador","Morona-Santiago",NA,"-78.17","-3.5",NA,NA,NA,NA,"NY00084996",NA,"Centro Shuar Yukutais. Ca 2km south of Centro, along small river",NA,"3579",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672509' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America",NA,NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","684920","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","R. M. Harley","1992","02","25","Brazil","Bahia","Abaíra","-41.82","-13.27",NA,NA,"900","1100","NY00684920","NY00684920_01","Mendonça de Daniel Abreu. Margem do Riacho da Cruz.","H. Maas-van de Kamer","51589",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=882886' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","910165","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","H. S. Irwin","1968","02","12","Brazil","Minas Gerais",NA,"-43.8","-20.2",NA,NA,"1500","1500","NY00910165","NY00910165_01","Serra do Itabirito, ca. 45 km S.E. of Belo Horizonte.","P. J. M. Maas","19962a",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981033' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","573159","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","C. Figueiredo","1995","03","22","Brazil","Acre","Porto Acre","-67.63","-9.75",NA,NA,NA,NA,"NY00573159","NY00573159_01","Reserva Florestal de Humaitá. Beira do Rio Acre.","P. J. M. Maas","752",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=234936' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","885218","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","S. Tsugaru","1987","12","10","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"NY00885218","NY00885218_01","12 km S from the state border between Paraná, along the Rt. BR-101.","M. H. Nee","B-2378",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982231' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","298849","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","M. H. Nee","1998","02","22","Bolivia","Santa Cruz","Ichilo","-64.05","-17.38",NA,NA,"275","275","NY00298849",NA,"Along dirt road, 2 km S of highway from Buena Vista to Río Ichilo, the turnoff 5.6 km E of Villa San Germán.","M. H. Nee","48418",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=234925' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","88708","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","H. T. Beck","1994","07","13","Ecuador","Esmeraldas",NA,"-78.55","1",NA,NA,"495","495","NY00088708",NA,"Awá Reserve. Community of La Union.","M. Montesdeoca","2285",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=234931' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","885212","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","I. Mimura","1962","02","10","Brazil","São Paulo","Sao José dos Campos","-45.88","-23.1703",NA,NA,"550","550","NY00885212","NY00885212_01","Uma área disjuntiva de cerrado de várias centenas de km², rodeada antigamente por mata. Ca. 8.0 km SW em linha reta da praça principal de São José dos Campos. Próxima do corrego da Ressaca.","L. B. Smith; S. F. Smith","273",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982225' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","910169","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","H. S. Irwin","1968","02","25","Brazil","Minas Gerais",NA,"-43.58","-18.55",NA,NA,"1200","1200","NY00910169","NY00910169_01","Serra do Espinhaço, at Lapinha, ca. 21 km N. of Sêrro on road (MG 2) to Diamantina.","P. J. M. Maas","20881",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981056' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","885214","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","I. Mimura","1962","02","10","Brazil","São Paulo","Sao José dos Campos","-45.88","-23.1703",NA,NA,"585","585","NY00885214","NY00885214_01","Uma área disjuntiva de cerrado de várias centenas de km², rodeada antigamente por mata. Ca. 9.6 km SSE em linha reta da praça principal de São José dos Campos.","L. B. Smith; S. F. Smith","277",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982227' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","910166","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J.Koenig","H. S. Irwin","1969","02","20","Brazil","Minas Gerais","Cristália","-42.9786","-16.6349",NA,NA,"950","950","NY00910166","NY00910166_01","Serra do Espinhaço, ca. 15 km west of Grão Mogol, road to Cristália.","P. J. M. Maas","23617",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981040' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"Magnoliophyta","Zingiberales",NA,NA,NA,NA,NA
"43","2021-02-18 09:30:53-03","UNESP-IBB","BOTU","21721","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","coronarium","Hedychium coronarium","J. Koenig","Salvador, J.L.G.","1998","06","19","Brasil","Mato Grosso do Sul","Anaurilândia",NA,NA,"9999","9999",NA,NA,"BOTU021721",NA,NA,NA,"37",NA,NA,NA,"Erva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
