"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber"
"292","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060435","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel","M. Sobral",NA,"F. Mereles","2027","1988",NA,"1","Paraguay","Alto Parana",NA,"-54.961184","-25.607555",NA,NA,NA,NA,NA,NA,"borde del Ao Chavara.",NA,NA,"Arbolito 5-6 mts. Boton floral.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060423","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel","M. Sobral",NA,"N. Soria","3154","1989",NA,"8","Paraguay","Caaguazu",NA,"-56.5","-25.666667",NA,NA,NA,NA,NA,NA,"San Jose de los Arroyos. Desmo a Tebieuory.",NA,NA,"Arbusto de 2-3 m. Fructifero.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel",NA,NA,"E. M. Nic Lughadha; R. Mello-Silva, M. C. Assis","221","1999","2","25","Brazil","Minas Gerais",NA,"-43.8241","-21.9659",NA,NA,NA,NA,NA,NA,"Santa Barbara do Monte Verde: Fazenda Cachoeira Alta. Sope da Serra Negra (divisa com Lima Duarte). Entrada pela estrada de Conceigao (1 km da Estrada Rio Preto-Lima Duane, MG 353), via Tres Cruzes. Ca. de 3 km de Tres Cruzes. Areioes de cascalho fino e branco com carrascal.","950",NA,"Arbusto at 2m. Casca cinza. Folhas coriaceas, discolores. Botoes florais rosadas. Petalas brancas, reflexas. Estames brancas, anteras cremes.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060360","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel","M. Sobral",NA,"R. Degen","886","1988",NA,"28","Paraguay","Caazapa",NA,"-55.677412","-26.166618",NA,NA,NA,NA,NA,NA,"Tavai. Bosque cercano al hospital.",NA,NA,"Arbusto 2-3 m, flores blancas.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055446","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel","L.R. Landrum, 2005",NA,"V.C. Souza et al.","28041","2002","2","20","Brazil","Minas Gerais","Ouro Preto","-43.4992","-20.3691",NA,NA,NA,NA,NA,NA,"Camarinhas.",NA,NA,"Arvore, ca. 4m alt; flores crème.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060429","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel","M. Sobral",NA,"N. Soria; R. Degen","2385","1988",NA,"28","Paraguay","Caazapa",NA,"-55.67724","-26.166695",NA,NA,NA,NA,NA,NA,"Tavai, bosque cercano al hospital.",NA,NA,"Arbusto 1-2 m flores blancas.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060448","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel","M. Sobral",NA,"M. Ortiz","1195","1989",NA,"20","Paraguay","Cordillera",NA,"-57.083333","-25.45",NA,NA,NA,NA,NA,NA,"Piribebeuy Salto Amambay.",NA,NA,"Arbusto de 3-4 m. Fructifero. Frutos rojos.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060451","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel","M. Sobral",NA,"M. Ortiz","1195","1989",NA,"20","Paraguay","Cordillera",NA,"-57.083333","-25.45",NA,NA,NA,NA,NA,NA,"Piribebuy Salto Amambay.",NA,NA,"Arbol de 5-7 m. Fructifero. Frutos rojos.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060427","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel","M. Sobral",NA,"N. Soria","3099","1988",NA,"22","Paraguay",NA,NA,"-55.283333","-26.166667",NA,NA,NA,NA,NA,NA,"Caazapa, Castor cue desvio a a Pacuri.",NA,NA,"Arbol 5-7 m; flores blancas. Orillas de bosque degradado.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060439","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel","M. Sobral",NA,"F. Mereles","2365","1988",NA,"20","Paraguay",NA,NA,"-55.333333","-26.166667",NA,NA,NA,NA,NA,NA,"Caazapa, Tavai estero entrada al pueblo.",NA,NA,"Arbol de 3-4 mts. Flores cremosas. En el estero.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0059718","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel","B. K. Holst",NA,"E. Zardini","7752","1988","10","29","Paraguay","Caazapa",NA,"-55.45","-26.16667",NA,NA,NA,NA,NA,NA,"Tavai. 1 km N of Hospital.",NA,NA,"Reclining shrub. Flower yellow.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0052992","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel",NA,NA,"E. M. Nic Lughadha; R. Mello-Silva & M. C. Assis.","221","1999","2","25","Brazil","Minas Gerais",NA,"-43.8241","-21.9659",NA,NA,NA,NA,NA,NA,"Santa Barbara do Monte Verde: Fazenda Cachoeira Alta. Sopé da Serra Negra (divisa com Lima Duarte). Entrada pela estrada de Conceição (1 km da Estrada Rio Preto-Lima Duarte, MG 353), via Três Cruzes. Ca. de 3 km de Três Cruzes. Areiões de cascalho fino e branco com carrascal.","950",NA,"Arbusto até 2m. Casca cinza. Folhas coriáceas, discolores. Botões florais rosadas. Pétalas brancas, reflexas. Estames brancas, anteras cremes.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057142","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel","B.K. Holst",NA,"E. Zardini & G. Garcete","29068",NA,NA,NA,"Paraguay","Geneve",NA,"-56.766667","-26.066667",NA,NA,NA,NA,NA,NA,"National Park Ybycu'i, 6 km S of NW corner of Park.",NA,NA,"Tree 8m. Corolla white.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060337","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel","B. K. Holst",NA,"E. Zardini","12627","1989",NA,"4","Paraguay","Paraguari",NA,"-56.46","-26",NA,NA,NA,NA,NA,NA,"Parque Nacional Ybycu'i. 5 km N of administration area.",NA,NA,"Shrub 1.5 m. Fruit red.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055442","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","S.G. Tressens, 1996.",NA,"S.G. Tressens; V. Marunak, G. Pellegrini, G. Pieszko.","5588","1996","3","27","Argentina","Misiones","Iguazu","-54.5667","-25.5667",NA,NA,NA,NA,NA,NA,"Circuitos de cataratas.",NA,NA,"Coor from www.fallingrain.com/world; Arbol 5m alto; frutos anaranjados, globosos, 6mm diam.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060336","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","B. K. Holst",NA,"E. Zardini; C. Velasquez","12541","1989",NA,"4","Paraguay","Paraguari",NA,"-57.035237","-26.012965",NA,NA,NA,NA,NA,NA,"Parque Nacional Ybycui. Cerrado forest on NW corner of the park.",NA,NA,"Tree 10 m.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055431","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","L.R. Landrum",NA,"R.B.S. Fonseca","26","2005","3","28","Brazil","Bahia",NA,"-41.4667","-12.45",NA,NA,NA,NA,NA,NA,"Palmeiras: Morro da Mae Inacia.","1000","1150","Arvore, ca. 4m alt. Folhas oblongas, nitidamente discolores, com face adaxial verde, brilhante, glabra e face abaxial pilosa com indumento ferrugineo. Frutos imaturos verdes.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055460","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","M. Sobral.",NA,"C. Koczicki","44","1967","12","29","Brazil","Parana","Uniao da Vitoria","-51.0833","-26.2167",NA,NA,NA,NA,NA,NA,"No specific.",NA,NA,"Coor from www.fallingrain.com/world; Arvoreta 4m, flor alva.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060362","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","L. R. Landrum",NA,"R. Degen","917","1988",NA,"29","Paraguay","Caazapa",NA,"-55.67724","-26.166541",NA,NA,NA,NA,NA,NA,"Tavai, Cerro Tupasy.",NA,NA,"Arbusto 3-5 m, flores blancas.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055440","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","S.G. Tressens, 1992.",NA,"R. Vanni; M.S. Ferrucci, G. Lopez","2870","1991","12","16","Argentina","Misiones","Iguazu","-54.5667","-25.5667",NA,NA,NA,NA,NA,NA,"Sendero yacaratia inferior.",NA,NA,"Coor from www.fallingrain.com/world; Arbol 5m alto; flores blancas, fragantes.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055434","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"D. A. Folli","3334","1999","1","20","Brazil","Espirito Santo",NA,"-40.064515","-19.389282",NA,NA,NA,NA,NA,NA,"Reserva Natural da CVRD, Linhares. Jueirana Vermelha.",NA,NA,"Botao e flor brancos. Arbustivo.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0061702","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","L. R. Landrum",NA,"R. Degen","724","1988","4","6","Paraguay","Cordillera",NA,"-57.083318","-25.26242",NA,NA,NA,NA,NA,NA,"Cerro Tobati.",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055448","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","L. R. Landrum, 2007",NA,"R.B.S. Fonseca","26","2005","3","28","Brazil","Bahia","Palmeiras","-41.4667","-12.45",NA,NA,NA,NA,NA,NA,"Morro da Mãe Inácia.","1000","1150","Árvore, ca 4m alt. Folha oblongas, nitidamente discolores, com face adaxial verde, brilhante, glabra e face abaxial pilosa com indumento ferrugineo. Frutos imaturos verdes.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0061700","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","L. R. Landrum",NA,"L. C. Stutz","1545","1983","1","3","Paraguay","Paraguari",NA,"-57.15","-25.633333",NA,NA,NA,NA,NA,NA,"Paraguari.","250",NA,"Arbre 4.5 m. Fruits organges.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055436","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"L. R. Landrum; S.S. Landrum","8870","1995","11","20","Paraguay","Canindeyu",NA,"-55.6667","-24.1667",NA,NA,NA,NA,NA,NA,"Ygatimi, Reserva Ita Poty",NA,NA,"Tree 3m talll.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055445","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"R.C. Molon","8564","1992","6","18","Brazil","Rio Grande do Sul",NA,"-50.15","-29.0333",NA,NA,NA,NA,NA,NA,"Fortaleza",NA,NA,"Arvoreta.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055441","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","S.G. Tressens, 1994.",NA,"G. Placci","236",NA,NA,NA,"Argentina","Misiones","Iguazu","-54.5667","-25.5667",NA,NA,NA,NA,NA,NA,"Sendero Yacaratia.",NA,NA,"Coor from www.fallingrain.com/world","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055452","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"R. Wasum; A. Jasper","8054","1992","1","16","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1833","-29.1667",NA,NA,NA,NA,NA,NA,"Ana Rech. Faxinal.",NA,NA,"Coor from www.fallingrain.com/world; Pequeno arbusto.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055435","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","S.G. Tressens, 1987.",NA,"A. Schinini; E. Bordas","25074","1986","12","21","Paraguay","Guaira","Independencia","-56.2167","-25.75",NA,NA,NA,NA,NA,NA,"No specific.",NA,NA,"Arbol 5m alto; flores blancas.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055450","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","M. Sobral, 1998.",NA,"O.S. Ribas; J. Cordeiro, E. Barbosa","2279","1998","1","14","Brazil","Parana","Tijucas do Sul","-49.1789","-25.9269",NA,NA,NA,NA,NA,NA,"Ambrosio",NA,NA,"Coor from www.fallingrain.com/world; Arbusto, 2.20m; flor alva.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055432","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"Fonseca, R. B. S.","4","2005","1","20","Brazil","Bahia",NA,"-41.4667","-12.45",NA,NA,NA,NA,NA,NA,"Palmeiras: Morro da Mae Inacia.","1000","1150","Arvore, ca. 4m alt. Folhas oblongas, nitidamente discolores, com face adaxial verde, brilhante, glabra e face abaxial pilosa com indumento ferrugineo. Individuo 100% em botao.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055453","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"R. Wasum","8050","1992","1","16","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1833","-29.1667",NA,NA,NA,NA,NA,NA,"Ana Rech. Faxinal",NA,NA,"Coor from www.fallingrain.com/world; Arbusto","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055451","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"Hagalund","12865","1979","6","20","Brazil","Rio Grande do Sul","Arroio dos Ratos","-51.7167","-30.0833",NA,NA,NA,NA,NA,NA,"Fazenda Faxinal.",NA,NA,"Coor from www.fallingrain.com/world","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055462","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","M. Sobral, 1994.",NA,"G. Hatschbach; M. Hatschbach, J.M. Silva","55910","1991","11","8","Brazil","Goias",NA,"-47.521517","-14.133556",NA,NA,NA,NA,NA,NA,"Alto Paraiso. Corrego Lajeado.",NA,NA,"Pequena arvore do cerrado. Flor alva.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055456","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","D. Legrand",NA,"G. Hatschbach","19672","1968","9","5","Brazil","Parana","Guaratuba","-48.5667","-25.9",NA,NA,NA,NA,NA,NA,"Rio Sai.",NA,NA,"Coor from www.fallingrain.com/world; Arbusto 2.50m, fruto maduro preto.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055454","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"R. Wasum","8779","1992","10","28","Brazil","Sao Paulo",NA,"-45.583333","-22.733333",NA,NA,NA,NA,NA,NA,"Campos do Jordao; Horto Municipal.","1650",NA,"Arvoreta.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060366","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","L. R. Landrum",NA,"N. Soria; R. Degen","2392","1988",NA,"28","Paraguay","Caazapa",NA,"-55.67724","-26.166695",NA,NA,NA,NA,NA,NA,"Tavai, bosque cercano al hospital.",NA,NA,"Arbusto 2-3 m, flores blancas.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057648","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","M. Sobral",NA,"L.C. Stutz","1588","1983","3","1","Paraguay","Alto Parana",NA,"-54.6167","-25.5167",NA,NA,NA,NA,NA,NA,"Dto. Stroessner",NA,NA,"arbuste-risiere-finca, fruits oranges","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055458","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"A. Krapovickas; C.L. Cristobal.","42085","1988","1","19","Brazil","Santa Catarina",NA,"-50.320059","-27.807406",NA,NA,NA,NA,NA,NA,"10km SE de Lages.",NA,NA,"Arbol ca. 6m alto; flores blancas.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055447","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","L. R. Landrum, 2007",NA,"R.B.S. Fonseca","33","2005","5","21","Brazil","Bahia","Palmeiras","-41.4667","-12.45",NA,NA,NA,NA,NA,NA,"Morro da Mãe Inácia.","1000","1150","Árvore, ca 4m alt. Folhas oblongas, nitidamente discolores, com face adaxial verde, brilhante, glabra e face abaxial pilosa com indumento ferrugíneo. Frutos imaturos verdes e vermelhos; frutos maduros vináceos, quase negros.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055449","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"R.B.S. Fonseca","4","2005","1","20","Brazil","Bahia","Palmeiras","-41.4667","-12.45",NA,NA,NA,NA,NA,NA,"Morro da Mãe Inácia.","1000","1150","Árvore, ca 4m alt. Folhas oblongas, nitidamente discolores, com face adaxial verde, brilhante, glabra e face abaxial pilosa com indumento ferrugíneo. Individuo 100% em botão.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055444","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","M. Sobral, 1998.",NA,"O.S. Ribas; J. Cordeiro, J.M. Silva","794","1995","2","7","Brazil","Parana","Paranagua","-48.5","-25.5167",NA,NA,NA,NA,NA,NA,"Ipanema.",NA,NA,"Coor from www.fallingrain.com/world; Arbusto, 3.5m; flores alvas.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055438","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"L. R. Landrum; S.S. Landrum","8822","1995","11","9","Paraguay","Itapua",NA,"-55.75","-27.2",NA,NA,NA,NA,NA,NA,"Capt. Miranda, road to Jesus ca. 0.6 km from main highway from Asuncion to Encarnacion.",NA,NA,"Shrub ca. 1.5m high.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055433","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"Fonseca, R. B. S.","33","2005","5","21","Brazil","Bahia",NA,"-41.4667","-12.45",NA,NA,NA,NA,NA,NA,"Palmeiras: Morro da Mae Inacia.","1000","1150","Arvore, ca. 4m alt. Folhas oblongas, nitidamente discolores, com face adaxial verde, brillhante, glabra e face abaxial pilosa com indumento ferrugineo. Frutos imaturos verdes e vermelhos; frutos maduros vinaceos, quase negros.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055437","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"L. R. Landrum; S.S. Landrum","8786","1995","11","7","Paraguay","Paraguari",NA,"-57.25","-26",NA,NA,NA,NA,NA,NA,"Rt. 1, between Quindy and Caapucu, near km 246, ca. 2.5-2.7 km W of Rt. 1 along road to Lago Ypoa.",NA,NA,"Small tree.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055439","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","A. Rotman, 1989.",NA,"L. R. Landrum; S.S. Landrum, F. Grifo, R. Vanni, A. Radovancich","5728","1987","12","10","Argentina","Misiones","San Ignacio","-55.5833","-27.25",NA,NA,NA,NA,NA,NA,"Pena Victoria, on Parana River ca. 8km SW of San Ignacio. Ca. 1km before Pena Victoria.",NA,NA,"Tree in ca. 4m high.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0061703","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","L. R. Landrum",NA,"F. Mereles","2365","1988","12","20","Paraguay","Caazapa",NA,"-55.33333","-26.16667",NA,NA,NA,NA,NA,NA,"Tavai estero entrada al pueblo.",NA,NA,"Arbol de 3-4 m. Flores cremosas, en el estero.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055455","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"R. Wasum","8810","1992","10","29","Brazil","Sao Paulo",NA,"-45.592202","-22.738658",NA,NA,NA,NA,NA,NA,"Campos do Jordao; Santa Cruz.","1650",NA,"Arvoreta.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
