"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2020-09-23 10:43:12-03","E","E","188477","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare",NA,NA,NA,NA,NA,"Fiebrig, K.","1902","10","26","PY",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00188477 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00188477",NA,"322","E. Tropical South America","herbarium specimen of unspecif","BGBASE:194150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:43:12-03","E","E","177939","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare",NA,NA,NA,NA,NA,"Leitao Filho, H. de Freitas; Barros, R.","1979","11","19","BR","Minas Gerais",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00177939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00177939",NA,"10668","E. Tropical South America","herbarium specimen of unspecif","BGBASE:194182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","39559","PreservedSpecimen","Plantae","Rutaceae","Fagara","paraguariensis","Fagara paraguariensis","Hassl.",NA,NA,NA,NA,"E. Hassler","1895","10",NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=676717' target='other'> <mi>dwc_moreinfo</mi></a>","NY00039559",NA,"1222","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","55845","PreservedSpecimen","Plantae","Rutaceae","Fagara","paraguariensis","Fagara paraguariensis","Chodat & Hassl.",NA,NA,NA,NA,"E. Hassler","1895","10",NA,"Paraguay",NA,NA,"In silvis ad ripam rivi, Carapaguá",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00055845","NY00055845_01","1344","South America","sheet",NA,"Magnoliophyta","Sapindales","isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-27 07:30:00-03","NY","NYBG","39558","PreservedSpecimen","Plantae","Rutaceae","Fagara","paraguariensis","Fagara paraguariensis intermis","Hassl.",NA,NA,NA,NA,"E. Hassler","1900",NA,NA,"Paraguay",NA,NA,"Iter ad 'Yerbales' montium 'Sierra de Maracayú.' In regione vicine 'Igatimí'",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769147' target='other'> <mi>dwc_moreinfo</mi></a>","NY00039558",NA,"4882","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,"intermis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","67247","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","krukovii","Zanthoxylum krukovii","A.C.Sm.",NA,NA,NA,NA,"B. A. Krukoff","1931","12","20","Brazil","Rondônia",NA,"Plateau between river Machado and Madeira. source of the Jaturaha River, Machado River region.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00067247","NY00067247_01","1587","South America","sheet",NA,"Magnoliophyta","Sapindales","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","585382","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","J. A. Kallunki",NA,NA,NA,"J. G. Jardim","2001","03","30","Brazil","Bahia","Caculé","Caculé: Ca. 4.7 km E da sede municipal, estrada que leva à torre de televisao","-42.1997","-14.5117",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585382","NY00585382_01","3207","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","382739","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","C. R. Reynel",NA,NA,NA,"R. Reitz","1959","01","26","Brazil","Santa Catarina","Rio do Sul","Serra do Matador, Rio do Sul","-49.6431","-27.2144",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382739","NY00382739_01","8346","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","632090","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","J. R. Pirani",NA,NA,NA,"W. Ganev","1992","05","19","Brazil","Bahia","Abaíra","Distrito de Catolés: Mata do Engenho","-41.82","-13.3",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637139' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632090","NY00632090_01","317","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,"1050","1050",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","801764","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","01","22","Bolivia","Santa Cruz","Andrés Ibáñez","Along valley of Río Salado [also Quebrada Salada], 7.4-8 km NW of turnoff at Tarumá from highway from Santa Cruz to Samaipata.","-63.52","-18.1",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801764",NA,"48081","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,"900","1000",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","585376","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","J. A. Kallunki",NA,NA,NA,"J. G. Jardim","1999","04","24","Brazil","Bahia","Jussari","Jussari: Rod. Jussari/Palmira, entrada ca. 7.5 km da sede do município. Faz. Teimoso, 1.5 km E da entrada. RPPN","-39.5289","-15.1586",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585376","NY00585376_01","2105","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 16:27:00-03","NY","NYBG","382745","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare",NA,"C. R. Reynel",NA,NA,NA,"P. Arenas","1978","12","07","Paraguay","Presidente Hayes",NA,"Estancia Loma Pyta.","-59.58","-23.67",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637147' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382745",NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 16:27:00-03","NY","NYBG","382744","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare",NA,"C. R. Reynel",NA,NA,NA,"S. Venturi","1927","11",NA,"Argentina","Salta","Orán","Campo Grande",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637148' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382744",NA,"5803","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,"650","650",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","382734","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.",NA,NA,NA,NA,"J. R. Pirani","1993","01","27","Brazil","Bahia","Feira de Santana","Serra de Sao José, Fazenda Boa Vista. Floresta Estacional Subcaducifolia na encosta da Serra.","-38.96","-12.26",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382734","NY00382734_01","2694","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","777884","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.",NA,NA,NA,NA,"E. de Melo","1995","04","14","Brazil","Bahia",NA,"Planalto: 2 km ao Sul da sede do municipio na BR 116",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777884","NY00777884_01","1178","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","382746","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","C. R. Reynel",NA,NA,NA,"J. C. Solomon","1983","10","08","Bolivia","Tarija",NA,"Prov. Arce. 6.3 km N of bridge at Emborozú on road to Bermejo, crest of ridge.","-64.5","-22.27",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637134' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382746",NA,"11092","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","382743","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","C. R. Reynel",NA,NA,NA,"Grupo Pedra do Cavalo","1981","02",NA,"Brazil","Bahia",NA,"Trecho superior do Rio Jacuipe. Cachoeira/Bahia. Vale dos Rios Paraguacu e Jacuipe.","-39.08","-12.53",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637144' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382743","NY00382743_01","1101","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,"40","120",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","929335","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","C. R. Reynel",NA,NA,NA,"C. Conceição","1984","09","01","Brazil","Mato Grosso do Sul","Ladário",NA,"-57.6017","-19.0047",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1035659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929335","NY00929335_01","1583","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","382736","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.",NA,NA,NA,NA,"H. de F. Leitão Filho","1979","11","05","Brazil","São Paulo","Joanópolis","Rodovia para Montes-Verdes.","-46.27","-22.9303",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382736","NY00382736_01","10606","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","382733","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.",NA,NA,NA,NA,"J. R. Pirani","1992","11","28","Brazil","São Paulo","Penápolis","Bairro Bonito, Fazenda Sao Sebastiao.","-50.0697","-21.4203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382733","NY00382733_01","2620","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","382732","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.",NA,NA,NA,NA,"J. R. Pirani","1992","11","28","Brazil","São Paulo","Penápolis","Bairro Bonito, Fazenda Sao Sebastiao.","-50.0697","-21.4203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637149' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382732","NY00382732_01","2621","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","382742","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","C. R. Reynel",NA,NA,NA,"V. C. Souza","1992","04","23","Brazil","Bahia","Teofilândia","Teofilândia. Lado dir. da estr. indo p/ Arraial do Gato.","-38.9978","-11.4886",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382742","NY00382742_01","332","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","382735","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.",NA,NA,NA,NA,"J. R. Pirani","1993","01","27","Brazil","Bahia","Feira de Santana","Serra de Sao José, Fazenda Boa Vista. Floresta Estacional Subcaducifolia na encosta da Serra.","-38.96","-12.26",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382735","NY00382735_01","2695","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","382740","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","C. R. Reynel",NA,NA,NA,"J. C. de Moraes Vasconcelos","1953","12","10","Brazil","Pernambuco","Nazaré da Mata","Nazaré de Mata.","-35.204847","-7.735578",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382740","NY00382740_01","1009","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02715628","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","J. A. Kallunki",NA,NA,NA,"J. G. Jardim","2012","04","30","Brazil","Rio Grande do Norte","Martins","Ca. 2 Km N da cidade na Rod. para Umarizal","-37.93","-6.060556",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953292' target='other'> <mi>dwc_moreinfo</mi></a>","NY02715628","NY02715628_01","6222","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,"636",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","382741","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","C. R. Reynel",NA,NA,NA,"L. B. Smith","1964","11","10","Brazil","Santa Catarina","Aguas de Chapecó","Forest, 2-4 km east of Aguas de Chapecó.","-52.92","-27.12",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382741","NY00382741_01","13108","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,"280","350",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","382737","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.",NA,NA,NA,NA,"H. de F. Leitão Filho","1979","11","05","Brazil","São Paulo","Joanópolis","Rodovia para Montes-Verdes.","-46.27","-22.9303",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637154' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382737","NY00382737_01","10606","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","382738","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","C. R. Reynel",NA,NA,NA,"G. G. Hatschbach","1985","01","08","Brazil","Paraná","Curitiba","Capanema","-49.2731","-25.4281",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382738","NY00382738_01","48826","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1144599","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","D. B. O. S. Cardoso",NA,NA,NA,"D. B. O. S. Cardoso","2005","04","21","Brazil","Bahia","Tucano","Povoado Bizamum. Serra Grande.","-39.0372","-10.855",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297050' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144599","NY01144599_01","495","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,"452","452",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","779537","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","J. R. Pirani",NA,NA,NA,"W. W. Thomas","2003","03","16","Brazil","Bahia","Jussari","Fazenda Serra do Teimoso, Reserva Serra do Teimoso. Lower forest, northern portion of reserve","-39.5306","-15.1533",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460268' target='other'> <mi>dwc_moreinfo</mi></a>","NY00779537","NY00779537_01","13382","South America",NA,NA,"Magnoliophyta","Sapindales",NA,NA,"275","350",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","382731","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","J. R. Pirani",NA,NA,NA,"J. R. Pirani","1998","02","22","Brazil","São Paulo","Penápolis","Bairro Bonito, Fazenda Sao Sebastiao, Rodovia Assis Chateaubriand (SP 425), ca. 6 km N de Braúna.","-50.33","-21.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637140' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382731","NY00382731_01","4014","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:30:41-03","UNESP-IBB","BOTU","26520","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A. St.-Hil. & Tul.","Pirani, J.R.","1985",NA,NA,"Hatschbach, G.","1985","01","08","Brasil","Paraná","Curitiba",NA,NA,NA,"9999","9999","Árvore 8 m, flor creme, masculina. Do capão com Araucária.","BOTU026520",NA,"48826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-24 17:11:02-03","UTFPR","DVPR","6072","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","petiolare","Zanthoxylum petiolare","A.St.-Hil. & Tul.","Silva, DR","2018","07","25","Silva, DR; Dama, VJ; Moura, AP","2018","07","11","Brasil","Paraná","Capanema","Futuro reservatório da UHE Baixo Iguaçu , mata a esquerda do rio Iguaçu, ca. 400 - 500 m da balsa.","-53.3923","-25.3043","-53.3923","-25.3043","Árvore 20 m de altura. Folhas cartáceas, verde-discolores, glabras. Frutos secos, pardos. Sementes enegrecidas, lisas. Ponto 029.; Floresta Ripária ocorrendo sobre solo argiloso. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006072",NA,"378",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"239","239",NA,NA,NA,NA,NA,NA,NA
