"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","typeStatus","fieldNumber","individualCount","relationshipType","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","632174","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","M. H. Nee","M. M. Arbo","7623","1997","01","21","South America","Brazil","Bahia",NA,"30 km al W de Brumado, camino a Caetité","-41.95","-14.13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=465341' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632174","NY00632174_01","(L.) Urb.","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","495192","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","G. W. Staples","J. N. Rose","19969","1915","06","19","South America","Brazil","Bahia","Marcionílio Souza","Vicinity of Machado","-40.5306","-13.0033","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=465344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495192","NY00495192_01","(L.) Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","495191","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","G. W. Staples","L. Riedel","s.n.","1836",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","Comm. ex Herb. Horti Imp. Petrop. 1864 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=465345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495191","NY00495191_01 NY00495191_02","(L.) Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-06 11:42:06-03","UFPI-MRV","HDELTA","4368","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Sousa,R.M.S","Lima, T.N.","39","2017","06","23",NA,"Brasil","Piauí","Cajueiro da Praia","Cajueiro da Praia","-41.3361015319824","-2.92777991294861",NA,NA,"HDELTA004368",NA,"(L.) Urb.",NA,NA,"2017","07","04","20668","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-06 11:42:06-03","UFPI-MRV","HDELTA","4255","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa",NA,"Pereira, V.S.; Carvalho, A.S.","34","2015","05","29",NA,"Brasil","Piauí","Luis Correia","Pontal do Anel","-41.6669006347656","-2.87916994094849",NA,NA,"HDELTA004255",NA,"(L.) Urb.",NA,NA,NA,NA,NA,"59685","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-19 15:43:50-03","UNEB","HUNEB","9775","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Convolvulaceae","Operculina","convolvulus","Operculina convolvulus",NA,"Carvalho de, P. A.","17HBR 49880","2004","07","07",NA,"Brasil","Bahia","Salvador","STIEP, Lagoa dos Patos.","-38.510799407959","-12.9710998535156",NA,NA,"HUNEB0009775",NA,"Manso",NA,NA,NA,NA,NA,"26018","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-19 15:43:50-03","UNEB","HUNEB","2716","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa",NA,"Fonseca, M.R.","27","2000","02","22",NA,"Brasil","Bahia","Jequié","Morro da Torre da Embratel. Fazenda Salgado.","-40.081667","-13.863889",NA,"Caatinga","HUNEB0002716",NA,"(L.) Urban","377","377",NA,NA,NA,NA,NA,"Dicotyledoneae","40W4'54''","13S51'50''",NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:37:36-03","EAO","IAN","115985","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Austin, DF","Ducke, A","2600",NA,NA,NA,"Southern America","Brasil","Ceará",NA,NA,NA,NA,NA,NA,"IAN115985",NA,"(L.) Urb.",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:37:36-03","EAO","IAN","120346","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Simão, R","Belém, RP; Pinheiro, RS","2244","1966","05","18","Southern America","Brasil","Bahia",NA,"Ibirapitunga, Plantação de cacau.",NA,NA,NA,NA,"IAN120346",NA,"(L.) Urb.",NA,NA,"1988","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:37:36-03","EAO","IAN","85520","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Austin, DF","Melo, CAM de","66","1947","09","16","Southern America","Brasil","Paraíba","Areia",NA,"-35.6916999816895","-6.96332979202271",NA,NA,"IAN085520",NA,"(L.) Urb.",NA,NA,"1979",NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:37:36-03","EAO","IAN","35941","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Austin, DF","Theisen, J","7457","1944","05","04","Southern America","Brasil","São Paulo","Campinas","Cultura da S. de Fumo Santa Elisa.","-47.060001373291","-22.8999996185303",NA,NA,"IAN035941","IAN035941 IAN035941_e","(L.) Urb.",NA,NA,"1979",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2013-07-03 10:43:25-03","EBDA","BAH","552","S","Plantae",NA,NA,"Convolvulaceae","Operculina","convolvulus","Operculina convolvulus","Milton de O.A. Mello","Milton de O.A. Mello",NA,"1960","05","26",NA,"Brasil","Bahia","Salvador",NA,"-38.5108","-12.9711",NA,"IMPORT. PLANTA: Planta medicinal.",NA,NA,"Silva Manso",NA,NA,"1960","05",NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2013-07-03 10:43:25-03","EBDA","BAH","9515","S","Plantae",NA,NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Guedes, M.L.","Fonseca, M.R","1345","2000","03","28",NA,"Brasil","Bahia","Juazeiro","Serra do mulato.","-40.684167","-9.746667",NA,"Trepadeira lenhosa, caule alado, alas vináceas. Folhas cartáceas, discolores, pecíolos vináceos, alados, base da venação vinácea. Inflorescência axiliar, isolada, flores com pétalas alvas. Fruto cápsula, cálice acrescente, persistente.",NA,NA,"(L.) Urb.",NA,NA,"2000","03",NA,NA,NA,NA,"40W 41' 03","09S 44' 48",NA,NA,NA,NA,NA,NA
"24","2019-12-12 15:31:41-03","UFABC","HUFABC","000905","PreservedSpecimen","Plantae","Angiospermas",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","R. Simão-Bianchini","Romanus, P C","246","2006","11",NA,NA,"Brasil","Bahia","Esplanada","cidade em área de mata atlântica,","-37.945","-11.795833",NA,"valor medicinal (purificante do sangue, vermífugo: uso oral do macerado do tubérculo na água; dente inflamado, dor de dente: enxague bucal com a infusão do tubérculo), planta cultivada.","HUFABC000905","HUFABC000905","(L.) Urb.",NA,NA,"2006","12",NA,NA,NA,NA,"-37.945","-11.795833",NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:13:27-03","UFBA","ALCB","76509","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa",NA,"Souza, ER de; Leite, KRB; Oliveira, A; Santos, CC dos; Rios, L","150","2002","04","02","Southern America","Brasil","Bahia","Sento Sé","Baixo Médio São Francisco, Depois do Campo Largo, estrada para Lagoinha","-41.351111","-10.471944",NA,"volúvel. Folhas membranáceas, levemente discolores. Flores com cálice esverdeado; corola branca. Estame, estilete e estigma brancos. Anteras torcidas helicoidalmente após a antese.",NA,NA,"(L.) Urban","905","905",NA,NA,NA,NA,NA,NA,"-41.351111","-10.471944",NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:13:27-03","UFBA","ALCB","023257","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Vasconcelos, LV","Almeida, MZ de","25","1990","10",NA,"Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador","-38.5","-12.966667",NA,"purgativo",NA,NA,"(L.) Urban",NA,NA,"2012","04",NA,NA,NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:13:27-03","UFBA","ALCB","025133","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Guedes, ML","Guedes, ML; et al.","3226b","1994","06","11","Southern America","Brasil","Bahia","Barrolândia",NA,NA,NA,NA,"de caulde quadrangular. Folhas longo-pecioladas. Flores de corola branca, axilares e solitárias. Cápsula com sementes duras e escuras.",NA,NA,"(L.) Urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:13:27-03","UFBA","ALCB","025198","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Junqueira, MER; Vasconcelos, LV","Guedes, ML; et al.","3055","1999","05","15","Southern America","Brasil","Bahia","Barrolândia","Faz. Genebra.",NA,NA,NA,"com folhas membranáceas, discolores. Flores vistosas de cor alva. Frutos cápsuls de cor verde.",NA,NA,"(L.) Urban",NA,NA,"2008","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:13:27-03","UFBA","ALCB","047982","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Staples, G","Jesus, NG de; Saar, E; Alves, L. de J.; Guedes, ML; Fonseca, MR","915","2000","03","30","Southern America","Brasil","Bahia","Uauá","Serra do Jerônimo.","-39.332222","-9.723056",NA,"caule alado com porções vináceas. Folhas cartáceas, discolores. Inflorescência axilar; flores com cálice verde, corola alva. Fruto cápsula, imaturo verde.",NA,NA,"(L.) Urban","7","7","2016","05",NA,NA,NA,NA,"-39.332222","-9.723056",NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:13:27-03","UFBA","ALCB","048898","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Junqueira, MER; Vasconcelos, LV","Sampaio, K; Anjos, CN dos; Dias, C","02","1999","06","14","Southern America","Brasil","Bahia","Ilhéus","Campus da Universidade Estadual de Santa Cruz - UESC, km 16 da Rod. Ilhéus/Itabuna (Br 415). Área próximo a construção do refeitório.","-39.166667","-14.8",NA,"sobre arbustos de até 2m de altura. Folíolos verdes com a face inferior mais clara. Flores com corola branca e anteras creme, cálice verde.; Solo argiloso.",NA,NA,"(L.) Urban",NA,NA,"2008","11",NA,NA,NA,NA,"-39.166667","-14.8",NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:13:27-03","UFBA","ALCB","049735","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Pacheco, LM","Pacheco, LM","80","2001","11","15","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, Estação Veracruz","-39.016667","-16.266667",NA,"Presença de gavinhas. Folhas membranáceas, discolores. Estéril. Indivíduo jovem.; Estádio inicial de desenvolvimento.",NA,NA,"(L.) Urban",NA,NA,"2001","01",NA,NA,NA,NA,"-39.016667","-16.266667",NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:13:27-03","UFBA","ALCB","053772","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Junqueira, MER; Vasconcelos, LV","Jesus, NG de; Lima, CS","354","1999","12","08","Southern America","Brasil","Bahia","Alagoinhas","Campus ll / UNEB.","-38.433333","-12.133333",NA,"volúvel; ramos verdes com tons vináceos. Folhas com pecíolos vináceos, discolores, membránaceas. Frutos secos deiscentes.",NA,NA,"(L.) Urban","150","150","2008","11",NA,NA,NA,NA,"-38.433333","-12.133333",NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:13:27-03","UFBA","ALCB","124878","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Guedes, ML","Guedes, ML; Alunos de Botânica Econômica","24779","2016","04","29","Southern America","Brasil","Bahia","Porto Seguro","Trancoso","-39.05","-16.433333",NA,"Folhas membranáceas, digitadas, membranáceas, discolores. Cálice persistente . Fruto cápsula imatura.","ALCB030808","ALCB030808","(L.) Urban",NA,NA,"2016","09",NA,NA,NA,NA,"-39.05","-16.433333",NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:13:27-03","UFBA","ALCB","126444","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Guedes, ML","Guedes, ML; Alunos de Botânica BIOC05","25201","2016","10","23","Southern America","Brasil","Bahia","Conde","Ilha das Ostras, Mata do Raposo.","-37.6","-11.8",NA,"trepadeira. Folhas membranáceas, discolores. FLores alvas.","ALCB033636",NA,"(L.) Urban",NA,NA,"2017","02",NA,NA,NA,NA,"-37.6","-11.8",NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:13:27-03","UFBA","ALCB","135256","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa",NA,"Cerqueira, LO; Santos, C; Costa, G; Martins, MLL","12","2018","10","15","Southern America","Brasil","Bahia","Cabaceiras","Do Paraguaçu, Aporá, zona Rural de Cabaceiras do Paraguaçu.",NA,NA,NA,"Folhas alternas, simples, flores muito vistosas com coloração branca.","ALCB062335","ALCB062335","(L.) Urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:13:27-03","UFBA","ALCB","16365","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa",NA,"Noblick, LR; Lemos","3571","1985","03","12","Southern America","Brasil","Bahia","Iaçu","Faz. Suibra, 18Km a leste da cidade, seguindo a ferrovia.","-40.116667","-12.716667",NA,"volúvel de caule, pecíolos e pedúnculos com asas às vezes onduladas. Cálice verde clara e corola branca.",NA,NA,"(L.) Urban",NA,NA,NA,NA,NA,NA,NA,NA,"-40.116667","-12.716667",NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:13:27-03","UFBA","ALCB","47918","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Guedes, ML","Fonseca, MR; Jesus, NG de; Cavalcanti, G; Silva, IH; Saar, E; Guedes, ML","1345","2000","03","28","Southern America","Brasil","Bahia","Juazeiro","Serra do Mulato.","-40.684167","-9.746667",NA,"caule alado, alas vináceas. Folhas cartáceas, discolores, pecíolos vináceos, alados, base da venação vinácea. Inflorescência axilar, isolada; flores com pétalas alvas. Fruto cápsula, cálice acrescente, persistente.; Solo litólico.",NA,NA,"(L.) Urban",NA,NA,"2000","03",NA,NA,NA,NA,"-40.684167","-9.746667",NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:13:27-03","UFBA","ALCB","65672","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Guedes, ML","Guedes, ML; Xavier, AB; Anjos, BA dos","10911","2004","03","11","Southern America","Brasil","Bahia","Euclides da Cunha","Noroeste","-39","-10.5",NA,"com caule alado. Folhas digitadas, membranáceas, discolores. Inflorescência axilar, flores vistosas alvas, estames e estilete e estíga alvos.",NA,NA,"(L.) Urban",NA,NA,"2004","03",NA,NA,NA,NA,"-39","-10.5",NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:13:27-03","UFBA","ALCB","89811","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Guedes, ML","Guedes, ML; Gomes, FS; et al.","15738","2009","08","04","Southern America","Brasil","Bahia","Urandi","Serra Geral, Caminho para o Rio Raízes. Ponto 01","-42.650833","-14.765278",NA,"Folhas digitadas. Flores com cálice glabro. Fruto cápsula.",NA,NA,"(L.) Urban","709","709","2009","09",NA,NA,NA,NA,"-42.650833","-14.765278",NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:13:27-03","UFBA","ALCB","92500","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Guedes, ML","Guedes, ML; Alves, L. de J.; Loureiro, DM; Oliveira, ARJ; Santos, EC","16371","2009","07","13","Southern America","Brasil","Bahia","Itagibá","Litoral Sul, Mata do Laterítico","-39.733333","-14.176667",NA,"com caule alado. Folhas membranáceas, discolores, digitadas. Inflorescência com botões esverdeados, flores com corola branca. Frutos imaturos verdes.",NA,NA,"(L.) Urban",NA,NA,"2010","01",NA,NA,NA,NA,"-39.733333","-14.176667",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:13:27-03","UFBA","ALCB","95944","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Guedes, ML","Guedes, ML; Gomes, FS; Lisboa, MS","17468","2010","07","21","Southern America","Brasil","Bahia","Igrapiúna","Litoral Sul, Pedra Branca, Casa do Sr. Marcos Cardoso de Assunção","-39.207778","-13.905278",NA,"raízes tuberosas,caule alado. Folhas digitadas, discolores. Flores com corola branca. A batata ralada misturada na comida serve como purgante.",NA,NA,"(L.) Urban","153","153","2010","08",NA,NA,NA,NA,"-39.207778","-13.905278",NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:13:27-03","UFBA","ALCB","35471","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Junqueira, MER","Guedes, ML; Stannard, B; Passos Júnior, LA; Saar, E","5211","1997","02","08","Southern America","Brasil","Bahia","Caetité","Serra Geral, São Francisco caminho para Lagoa Real","-42.2075","-13.993056",NA,"com caule alado. Folhas membranáceas, discolores. Flores com brácteas e cálice esverdeados; flores com pétalas alvas. Ocasional.",NA,NA,"(L.) Urban","560","560","2008","11","10",NA,NA,NA,"-42.2075","-13.993056",NA,NA,NA,NA,NA,NA
"43","2021-02-08 21:32:06-03","UFBA","ALCB","026423","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa",NA,"Guedes, ML","s/n","1993","08","23","Southern America","Brasil","Bahia","Cairu",NA,"-39.0438995361328","-13.4869003295898",NA,"com caule suculento alado. Folhas membranáceas, levemente discolor. Flores alvas. Cálice persistente. Frutos imaturos verdes.",NA,NA,"(L.) Urban",NA,NA,NA,NA,NA,"24756","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:13:27-03","UFBA","ALCB","026375","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Guedes, ML","Guedes, ML; et al.","3489","1994","08","25","Southern America","Brasil","Bahia","Santa Cruz Cabrália",NA,"-39.0247001647949","-16.2780990600586",NA,"folhas membranáceas, discolores. Flores alvas com cálice persistente. Frutos imaturos.",NA,NA,"(L.) Urban",NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:13:27-03","UFBA","ALCB","022877","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","macrocarpa","Operculina macrocarpa","Bautista, HP; Pinto, GCP","Oliveira Filho, LC de; Lima, JCA de","150","1984","04","04","Southern America","Brasil","Bahia","Iramaia","Fazenda Leopoldina.","-40.716667","-13.55",NA,"folha palmitiforme, flor branca, grande, tubulosa; fruto arredondado, de cor verde.; (Caatinga).",NA,NA,"(L.) Urban","400","400","1984","09",NA,NA,NA,NA,"-40.716667","-13.55",NA,NA,NA,NA,NA,NA
