"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","locality","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","infraspecificEpithet","relatedCatalogItem","typeStatus","individualCount","fieldNumber","sex"
"212","2019-02-15 11:37:29-02","IPA","IPA","82","S","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Vasconcelos Sobrinho","1936","03",NA,"Southern America","Brasil",NA,NA,NA,"IPA0000082","s.n.","Plantae",NA,"L.","Pickel, B.","Parque do IPA","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-02-15 11:37:29-02","IPA","IPA","6224","S","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Pickel, B.","1929","04",NA,"Southern America","Brasil",NA,NA,NA,"IPA0006224","1959","Plantae",NA,"L.","Barros, M.","Tapera, no gramado.","Pernambuco","São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,NA,NA,"21764","auto",NA,NA,"1956","07","27",NA,NA,NA,NA,NA,NA,NA
"214","2019-10-18 16:49:46-03","IAP","PACA-AGP","5028","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","longus","Cyperus longus","B. de Retz","1935","08","09",NA,"França",NA,NA,"Auf feuchten Wiesen. Fenofase: flor","PACA005028",NA,"Magnoliophyta","Cyperales","L.","B. de Retz","Le Perros-Cuirrec (Kanalk.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"215","2019-08-27 13:25:30-03","IAP","PACA-AGP","32527","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Henz, E.","1945","09","12",NA,"Brasil",NA,NA,"Habitat: in incultis subhumidis Fenofase: flor e fruto","PACA032527",NA,"Magnoliophyta","Cyperales","L.","Emrich-Rambo","Pareci","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,"21601","auto",NA,NA,"1954","07","23","Liliatae",NA,NA,NA,NA,NA,NA
"216","2019-08-27 13:25:30-03","IAP","PACA-AGP","72606","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","J. C. Sacco","1956","03","07",NA,"Brasil",NA,NA,"Habitat: em praia","PACA072606","529","Magnoliophyta","Cyperales","L.","M. Barros","Laranjal","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"217","2019-08-27 13:25:30-03","IAP","PACA-AGP","40737","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Rambo, B.","1949","03","31",NA,"Brasil",NA,NA,"Habitat: in arenosis humidis Fenofase: flor e fruto","PACA040737",NA,"Magnoliophyta","Cyperales","L.","Emrich-Rambo","Cristal","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto",NA,NA,"1954","07","23","Liliatae",NA,NA,NA,NA,NA,NA
"218","2019-08-27 13:25:30-03","IAP","PACA-AGP","39120","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Rambo, B.",NA,NA,NA,NA,"Brasil",NA,NA,"Habitat: in arenosis humidis Fenofase: flor e fruto","PACA039120",NA,"Magnoliophyta","Cyperales","L.","Emrich-Rambo","Itapoã","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto",NA,NA,"1954","07","23","Liliatae",NA,NA,NA,NA,NA,NA
"219","2019-10-18 16:49:46-03","IAP","PACA-AGP","92955","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Schneider, Al.","2001","03","06",NA,"Brasil",NA,NA,"HASU 10481. Habitat: Invasora.","PACA092955","85","Magnoliophyta","Cyperales","L.","Schneider, A. L.","Morro do Espelho.","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,"10287","auto",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"220","2019-08-27 13:25:25-03","IAP","PACA-AGP","99930","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","cf. rotundus","Cyperus cf. rotundus","Backes, A.","1975","03","25",NA,"Brasil",NA,NA,"HAS 14896&nf;Cresce em lugares úmidos e abertos em pleno sol. Freqüente Fenofase: flor Hábito: erva","PACA099930","591","Magnoliophyta","Cyperales","L.","Zilda Fernandes Soares","Morro do Coco","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"221","2019-08-27 13:25:30-03","IAP","PACA-AGP","103557","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","K. T. B. Kerber","2005","01",NA,NA,"Brasil",NA,NA,"Habitat: em baixadas úmidas com solos pobres e ácidos","PACA103557",NA,"Magnoliophyta","Cyperales","L.",NA,"parque nacional aparados da serra","RS","Cambará do Sul","-50.133333","-29.033333",NA,NA,NA,NA,NA,"50°08'W","29°02'S",NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"222","2019-08-27 13:25:30-03","IAP","PACA-AGP","106621","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","S.M. Hefler","2005","01","11",NA,"Brasil",NA,NA,"ICN: 142342 Habitat: solo arenoso","PACA106621","549","Magnoliophyta","Cyperales","L.","S. M. Hefler","Dist. Vista Alegre, à 10 km da entrada paro o distrito (RS344), sentido Alecrim","RS","Porto Mauá","-54.716917","-27.642167","178","178",NA,NA,NA,"54°43'00.9W","27°38'31.8S","2005","01","11","Liliatae",NA,NA,NA,NA,NA,NA
"223","2019-08-27 13:25:30-03","IAP","PACA-AGP","60259","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Camargo, O. R.","1957","01","14",NA,"Brasil",NA,NA,"Habitat: in humidis graminosis Fenofase: fruto","PACA060259","1098","Magnoliophyta","Cyperales","L.","Emrich-Rambo",NA,"RS","Farroupilha","-51.3478012084961","-29.2250003814697",NA,NA,NA,"19545","auto",NA,NA,"1957","05","19","Liliatae",NA,NA,NA,NA,NA,NA
"224","2019-08-27 13:25:30-03","IAP","PACA-AGP","33028","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","A. Strieder SJ","1945","10","10",NA,"Brasil",NA,NA,"Habitat: in incultis subhumidis Fenofase: flor e fruto","PACA033028",NA,"Magnoliophyta","Cyperales","L.","Emrich-Rambo","Pareci","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,"21601","auto",NA,NA,"1954","07","23","Liliatae",NA,NA,NA,NA,NA,NA
"225","2019-08-27 13:25:30-03","IAP","PACA-AGP","68802","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","J. C. Sacco","1956","03","07",NA,"Brasil",NA,NA,"Herb PEL 1556 Habitat: em praia","PACA068802","529","Magnoliophyta","Cyperales","L.","M. Barros","Laranjal","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"226","2019-08-27 13:25:30-03","IAP","PACA-AGP","57361","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus",NA,"1956","01",NA,NA,"Brasil",NA,NA,"Habitat: in viis humidis Fenofase: flor","PACA057361",NA,"Magnoliophyta","Cyperales","L.","Emrich-Rambo",NA,"RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto",NA,NA,"1957","07","15","Liliatae",NA,NA,NA,NA,NA,NA
"227","2019-08-27 13:25:30-03","IAP","PACA-AGP","39495","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Rambo, B.","1949","01","05",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: in arenosis humidis Fenofase: flor e fruto","PACA039495",NA,"Magnoliophyta","Cyperales","L.","Emrich-Rambo","Cristal","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto",NA,NA,"1954","07","23","Liliatae",NA,NA,NA,NA,NA,NA
"228","2019-08-27 13:25:30-03","IAP","PACA-AGP","40151","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Rambo, B.","1949","01","24",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: in arenosis humidis Fenofase: flor e fruto","PACA040151",NA,"Magnoliophyta","Cyperales","L.","Emrich-Rambo","Guaíba","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto",NA,NA,"1954","07","23","Liliatae",NA,NA,NA,NA,NA,NA
"229","2019-08-27 13:25:30-03","IAP","PACA-AGP","687","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","C. Orth SJ","1934","02","04",NA,"Brasil",NA,NA,"Habitat: in arenosis humidis Fenofase: flor e fruto","PACA000687",NA,"Magnoliophyta","Cyperales","L.","Emrich-Rambo","Guaíba","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto",NA,NA,"1954","07","23","Liliatae",NA,NA,NA,NA,NA,NA
"230","2019-08-27 13:25:30-03","IAP","PACA-AGP","39227","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Rambo, B.","1948","12","28",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: in arenosis graminosis Fenofase: flor e fruto","PACA039227",NA,"Magnoliophyta","Cyperales","L.","Emrich-Rambo","Morro do Sabia","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto",NA,NA,"1954","07","23","Liliatae",NA,NA,NA,NA,NA,NA
"231","2019-08-27 13:25:30-03","IAP","PACA-AGP","60434","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Camargo, O. R.","1956","04","19",NA,"Brasil",NA,NA,"Habitat: in humidis graminosis Fenofase: fruto","PACA060434","618","Magnoliophyta","Cyperales","L.","Emrich-Rambo","Estação de Silvicultura","RS","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,"37819","auto",NA,NA,"1957","04","29","Liliatae",NA,NA,NA,NA,NA,NA
"232","2019-08-27 13:25:30-03","IAP","PACA-AGP","35687.1","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Henz, E.","1947","02","22",NA,"Brasil",NA,NA,"Habitat: in agro subhumido Fenofase: flor e fruto","PACA035687-1",NA,"Magnoliophyta","Cyperales","L.","Emrich-Rambo",NA,"RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,"10287","auto",NA,NA,"1954","07","23","Liliatae",NA,NA,NA,NA,NA,NA
"233","2019-08-27 13:25:30-03","IAP","PACA-AGP","40566","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Rambo, B.","1949","03","17",NA,"Brasil",NA,NA,"Habitat: in humidis graminosis Fenofase: flor e fruto","PACA040566",NA,"Magnoliophyta","Cyperales","L.","Emrich-Rambo","Sapucaia","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,"10287","auto",NA,NA,"1954","07","23","Liliatae",NA,NA,NA,NA,NA,NA
"234","2019-08-27 13:25:30-03","IAP","PACA-AGP","106613","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Consoni & Pereira","1998","09","19",NA,"Brasil",NA,NA,"HASU 11913.&nf;Revisado por Hefler em 2005.","PACA106613",NA,"Magnoliophyta","Cyperales","L.","A. L. Schneider","Arroio Capivara.","RS","Triunfo","-51.7181015014648","-29.9433002471924",NA,NA,NA,"41194","auto",NA,NA,"2001",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"235","2019-08-27 13:25:30-03","IAP","PACA-AGP","67963","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","P. Becker","1982","06","06",NA,"Brasil",NA,NA,"Herb. URG 65b","PACA067963",NA,"Magnoliophyta","Cyperales","L.","Paulo Becker",NA,"RS","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,"93142","auto",NA,NA,"1982","06","06","Liliatae",NA,NA,NA,NA,NA,NA
"236","2019-08-27 13:25:30-03","IAP","PACA-AGP","28863","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","J.A. Rohr SJ","1945","03","25",NA,"Brasil",NA,NA,"Habitat: in incultis humidis Fenofase: flor e fruto","PACA028863",NA,"Magnoliophyta","Cyperales","L.","Emrich-Rambo",NA,"SC","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,"27000","auto",NA,NA,"1954","07","23","Liliatae",NA,NA,NA,NA,NA,NA
"237","2020-12-20 21:16:46-03","UFV","VIC","39499","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Hungaro, H.M.","2013","02","20",NA,"Brasil",NA,NA,"Plantas coletadas no quintal da casa do coletor, as 7 horas da manhã.","VIC039499","s.n.",NA,NA,"J. Presl & C. Presl",NA,"Propriedade particular.","Minas Gerais","Rio Novo","-43.125301361084","-21.4575004577637",NA,NA,"VIC039499","14119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-12-20 21:16:46-03","UFV","VIC","008702","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Molke, C.A.","1983","10","26",NA,"Brasil",NA,NA,"Solo arenoso-argiloso, aquênio(simples, seco) três estames, basifixos, um óvulo.","VIC008702","s.n.",NA,NA,"J. Presl & C. Presl",NA,"Ao lado das estufas., Ao lado das estufas do Campus da UFV.","Minas Gerais","UFV",NA,NA,NA,NA,"VIC008702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-12-20 21:16:46-03","UFV","VIC","020290","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Martins, M.L.L.; et al.","1998","03","31",NA,"Brasil",NA,NA,NA,"VIC020290","s.n.",NA,NA,"J. Presl & C. Presl",NA,"Campus da UFV","Minas Gerais","UFV",NA,NA,NA,NA,"VIC020290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-12-20 21:16:46-03","UFV","VIC","020301","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Martins, M.L.L.; et al.","1998","03","31",NA,"Brasil",NA,NA,NA,"VIC020301","s.n.",NA,NA,"J. Presl & C. Presl",NA,"Campus da UFV","Minas Gerais","UFV",NA,NA,NA,NA,"VIC020301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-12-20 21:16:46-03","UFV","VIC","041700","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Ramos, Cordeiro; Deambrozi.","2012","07","19",NA,"Brasil",NA,NA,"Herbácea.","VIC041700","s.n.",NA,NA,"J. Presl & C. Presl",NA,NA,"Minas Gerais","Araponga","-42.5208015441895","-20.6667003631592",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-12-20 21:16:46-03","UFV","VIC","005072","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Coons, M. .P.","1977","04","26",NA,"Brasil",NA,NA,"Brácteas castanhas , comum como planta invasora.","VIC005072","77234",NA,NA,"J. Presl & C. Presl",NA,"Campus da UFV","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC005072","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-12-20 21:16:46-03","UFV","VIC","005048","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Vidal, W.N.N.","1964","11","12",NA,"Brasil",NA,NA,"Solo argiloso, ao sol, glumas castanhas escuras, abundante na região.","VIC005048","246",NA,NA,"J. Presl & C. Presl",NA,"Esa","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC005048","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-12-20 21:16:46-03","UFV","VIC","008362","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Melo, S.M.","1940","04","29",NA,"Brasil",NA,NA,"Tiririca.","VIC008362","s.n.",NA,NA,"J. Presl & C. Presl",NA,"ESAV","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC008362","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-12-20 21:16:46-03","UFV","VIC","003804","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","José de castro.","1953","04","06",NA,"Brasil",NA,NA,NA,"VIC003804","s.n.",NA,NA,"J. Presl & C. Presl",NA,"ESAV","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC003804","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-12-20 21:16:46-03","UFV","VIC","001987","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Kulhmann","1935","02","08",NA,"Brasil",NA,NA,NA,"VIC001987","s.n.",NA,NA,"J. Presl & C. Presl",NA,"Fazenda Criciúma","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC001987","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2019-10-25 11:38:13-03","IECOS","HBRA","3981","S","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","L. Oliveira","2009","12","10","América do Sul","Brasil","exsicata",NA,"Erva","HBRA0001127","136",NA,NA,"L.","S. M. Costa","cidade de Bragança, terreno baldio","Pará","Bragança","-46.76583333","-1.05055556",NA,NA,"HBRA0001127",NA,NA,"-46.76583333","-1.05055556","2012","02","24",NA,NA,NA,NA,NA,NA,NA
"248","2019-10-25 11:38:13-03","IECOS","HBRA","4293","S","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","A. C. A. Reis","2010","05","18","América do Sul","Brasil","exsicata",NA,NA,"HBRA0001047","65",NA,NA,"L.","L. Schneider (MG)","cidade de Bragança, Travessa Dom Pedro II","Pará","Bragança","-46.77055556","-1.05861111",NA,NA,"HBRA0001047",NA,NA,"-46.77055556","-1.05861111","2015","02","01",NA,NA,NA,NA,NA,NA,NA
"249","2020-02-27 16:43:51-03","UFSC","CTBS","2862","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Mota, M. & Marques-Neto, R.","2016","02","05",NA,"Brasil",NA,NA,"Erva, 50cm, comum, no brejo. Em área antropizada. Em local de deposição de coluvio de encosta, fundo de vale em solo hidromórfico.",NA,"98",NA,NA,"L.",NA,"Serra de Lima Duarte, vertente Sul","Minas Gerais","Juiz de Fora","-43.620556","-21.795833","819","819",NA,NA,NA,"43°37'14W","21°47'45S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-10-20 14:17:16-03","UFOPA","HSTM","1680","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Suemitsu, C.","2011","06","25",NA,"Brasil",NA,NA,NA,"HSTM001680","88",NA,NA,"L.","Suemitsu, C.","Lago Grande do Curuai.","Pará","Santarém","-55.475833","-2.271944","18","18",NA,NA,NA,"55º28'33''W","2º16'19''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-10-20 14:17:16-03","UFOPA","HSTM","3447","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Suemitsu, C.; Maia, J.G.S.; Mourão, R.H.V.; Raposo, J.D.A.","2014","08","19",NA,"Brasil",NA,NA,NA,"HSTM003447","1969",NA,NA,"L.","Suemitsu, C.","Rodovia PA-255, km 20.","Pará","Monte Alegre","-54.484167","-2.201111",NA,NA,NA,NA,NA,"54º29'3''W","2º12'4''S","2015","12","04",NA,NA,NA,NA,NA,NA,NA
"252","2019-11-21 14:33:56-03","UFJF","CESJ","677","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","s.col.","1944","01",NA,"América do Sul","Brasil",NA,NA,"N.V: Tiririca.","CESJ000677","s.n.","Angiosperma",NA,"L.",NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2019-11-21 14:33:56-03","UFJF","CESJ","7506","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","L. Krieger","1969","10",NA,"América do Sul","Brasil",NA,NA,"Erva, ruderal, praga de horta e jardins. Propaga-se por meio de estolhos. Tiririca.","CESJ007506","CESJ7506","Angiosperma",NA,"L.",NA,NA,"Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2019-11-21 14:33:56-03","UFJF","CESJ","19426","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","S.M.S. Verardo","1983","01","19","América do Sul","Brasil",NA,NA,"planta invasora","CESJ019426","s.n.","Angiosperma",NA,"L.",NA,NA,"Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2019-11-21 14:33:56-03","UFJF","CESJ","20194","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","L. Krieger","1984","01","20","América do Sul","Brasil",NA,NA,"Erva invasora, rizoma com tubérculos escuros, ovóides, oblongos. Espiguetas pardo-averemelhadas. Medicinal.","CESJ020194","CESJ20194","Angiosperma",NA,"L.","L. Krieger",NA,"Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,"36144","auto",NA,NA,"1984","01","20",NA,NA,NA,NA,NA,NA,NA
"256","2019-11-21 14:33:56-03","UFJF","CESJ","7440","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","L. Krieger","1969","11",NA,"América do Sul","Brasil",NA,NA,"Ruderal. Em lotes e jardins. Propaga-se por estolhos.","CESJ007440","CESJ7440","Angiosperma",NA,"L.",NA,NA,"Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-04-07 11:42:39-03","UFMS","CGMS","28511","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","B.E.M. Pinto","2008","01","24",NA,"Brasil",NA,NA,NA,"CGMS1057963","46",NA,NA,"L.","B.E.M. Pinto","Bairro Vila Olinda.","Mato Grosso do Sul","Campo Grande","-54.6080556","-20.4966666",NA,NA,NA,NA,NA,"-54,6080556","-20,4966666","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-04-07 11:42:39-03","UFMS","CGMS","13075","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","U.M. Resende","2002",NA,NA,NA,"Brasil",NA,NA,"Habitat: Área úmida. Habito: Erva.","CGMS1042467","1470",NA,NA,"L.","Luciana Pereira-Silva",NA,"Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,"71352","auto",NA,NA,"2018","11","12",NA,NA,NA,NA,NA,NA,NA
"259","2021-04-07 11:42:39-03","UFMS","CGMS","13087","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","U.M. Resende","2002",NA,NA,NA,"Brasil",NA,NA,"Inflorescência amarromzada. Habitat: Área úmida. Habito: Erva.","CGMS1042477","1482",NA,NA,"L.","Luciana Pereira-Silva",NA,"Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,"71352","auto",NA,NA,"2018","11","12",NA,NA,NA,NA,NA,NA,NA
"260","2019-11-27 13:47:30-03","UFS","ASE","13353","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Ribeiro, ARO; Oliveira, RC; Silva, AS; Araújo, JE; Leal, CCP","2008","02","22","Southern America","Brasil",NA,NA,"Erva cespitosa; coletada em campo úmido, margem de rio; frequente; n.v.: titririca. titririca.; Erva cespitosa; coletada em campo úmido, margem de rio; frequente; n.v.: titririca. titririca.","ASE0009279","115","Magnoliophyta",NA,"L.","Ribeiro, ARO","Sítio Pedrinha, Margem do Rio Apodi-Mossoró.","Rio Grande do Norte","Governador Dix-Sept Rosado","-37.461667","-5.329722",NA,NA,"ASE0009279",NA,NA,"-37.461667","-5.329722","2008","02","22",NA,NA,NA,NA,NA,NA,NA
"261","2019-11-27 13:47:30-03","UFS","ASE","13361","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Ribeiro, ARO; Araújo, AMS","2008","04","24","Southern America","Brasil",NA,NA,"Erva rizomatosa; coletada em margem de rio; substrato argiloso; frequente.; Erva rizomatosa; coletada em margem de rio; substrato argiloso; frequente.","ASE0009278","143","Magnoliophyta",NA,"L.","Ribeiro, ARO","Margem do Rio Apodi-Mossoró, próximo ao Cartódromo.","Rio Grande do Norte","Mossoró","-37.328333","-5.198889",NA,NA,"ASE0009278",NA,NA,"-37.328333","-5.198889","2008","06","12",NA,NA,NA,NA,NA,NA,NA
"262","2019-11-27 13:47:30-03","UFS","ASE","13376","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Ribeiro, ARO","2008","03","28","Southern America","Brasil",NA,NA,"Erva cespitosa; coletada em margem de lago; substrato orgânico; frequente.; Erva cespitosa; coletada em margem de lago; substrato orgânico; frequente.","ASE0009277","131","Magnoliophyta",NA,"L.","Ribeiro, ARO","Margem de lago, próximo à Feira do Bode, próximo ao Rio Apodi-Mossoró.","Rio Grande do Norte","Mossoró","-37.325278","-5.199444",NA,NA,"ASE0009277",NA,NA,"-37.325278","-5.199444","2008","06","18",NA,NA,NA,NA,NA,NA,NA
"263","2019-11-27 13:47:30-03","UFS","ASE","14544","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Calazans, C; Prata, AP; Costa, SM","2008","04","28","Southern America","Brasil",NA,NA,"Em apicum e brejo.","ASE0009289","A18","Magnoliophyta",NA,"L.",NA,"Fazenda Trapsa","Sergipe","Itaporanga d'Ajuda","-37.309167","-11.012778",NA,NA,"ASE0009289",NA,NA,"-37.309167","-11.012778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
