"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","recordNumber","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","individualCount","fieldNumber"
"57","2020-11-19 10:24:54-03","CPAP","CPAP","20074","PreserverdSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Rodela, L. G.","2001","10","22","Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 7","-56.6575","-18.981111","56°39'27'' W","18°58'52'' S","Erva rasteira. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Comum.. AMBIENTE: Campo Limpo, Sazonalmente Umido.. SUBSTRATO: solo arenoso Bege.. RELEVO: Lig. Concavo, Bx. Declividade.. <ll>dwc_commonname:</ll> Castela",NA,NA,"130","130",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-19 10:24:54-03","CPAP","CPAP","20080","PreserverdSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Rodela, L. G.","2001","10","22","Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 4","-56.610833","-18.981667","56°36'39'' W","18°58'54'' S","Erva. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Comum.. AMBIENTE: Campo Limpo, Borda De baía.. SUBSTRATO: solo arenoso Bruno Escuro.. RELEVO: Baixa Declividade.. <ll>dwc_commonname:</ll> Capim Cama",NA,NA,"130","130",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-19 10:24:54-03","CPAP","CPAP","4357","PreserverdSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","A. Pott","1987","11",NA,"Pott, A.","1987","11","10","Brasil","MS","Corumbá","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - Retiro Margarida.","-57.166667","-18.633333","57°10' W","18°38' S","Erva rizomatosa. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Dominante. AMBIENTE: Área perturbada em paratudal (savana de Tabebuia caraiba) com gonçaleiro (gonçaleiro = Astronium fraximifolium). SUBSTRATO: solo argilo-arenoso. RELEVO: plano. __CO",NA,NA,"90","90",NA,NA,"3871",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-19 10:24:54-03","CPAP","CPAP","4416","PreserverdSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Pott, A.","1987","12","09","Brasil","MS","Corumbá","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - ponto 98A","-57.166667","-19.633333","57°10' W","19°38' S","Erva rizomatosa. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Mancha. AMBIENTE: Carandazal (Copernicia australis), alagável. SUBSTRATO: aluvião, superfície argilosa com materia orgânica e conchas, sobre areia. RELEVO: plano deprimido (paleocanal).",NA,NA,"90","90",NA,NA,"3930",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-02-15 11:48:08-02","IPA","IPA","45345","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Ataíde, M.","1984",NA,NA,"Coelho, A.","1984","08","06","Brasil","Pernambuco","Goiana","UEP de Itapirema","-35.002498626709","-7.56056022644043",NA,NA,NA,"IPA0045345",NA,NA,NA,"Plantae",NA,"s.n.","Southern America",NA,NA,"22853","auto",NA,NA,NA
"62","2019-02-15 11:48:08-02","IPA","IPA","31365","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Fotius","1983","11",NA,"Fotius","1982","12","30","Brasil","Pernambuco","Petrolina","CODEVASF, na área irrigada (perto bananeiras). Lugar muito úmido.","-40.5008010864258","-9.39861011505127",NA,NA,"Erva perene com caules spongiosos e folhas avermelhadas. Flor verde com gluma sup. roxa. Estames alaranjados.","IPA0031365",NA,NA,NA,"Plantae",NA,"3283","Southern America",NA,NA,"90462","auto",NA,NA,NA
"63","2019-02-15 11:48:08-02","IPA","IPA","14339","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Tenório, E.","1967","02",NA,"Tenório, E.","1966","09","15","Brasil","Pernambuco","Recife","Jardim Zoo-Botânico, Mata de Dois Irmãos.Ao lado do restaurante, solo arenoso.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"IPA0014339",NA,NA,NA,"Plantae",NA,"167","Southern America",NA,NA,"18865","auto",NA,NA,NA
"64","2019-02-15 11:48:08-02","IPA","IPA","85810","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Fotius, G.",NA,NA,NA,"Fotius, G.","1982","12","30","Brasil","Pernambuco","Petrolina","Área da CODEVASF","-40.294444","-9.883333","-40.294444","-9.883333","Erva per. Caule eaponjoso avermelhado. Flor verde, com gluma roxa e estames alaranjados.; Local muito úmido na área irrigada, próximo a plantio de Bananeiras.","IPA0085810",NA,NA,NA,"Plantae",NA,"3283","Southern America",NA,NA,NA,NA,NA,NA,NA
"65","2019-02-15 11:48:08-02","IPA","IPA","18780","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Tenório, E.","1970","12",NA,"Tenório, E.","1969","02","18","Brasil","Pernambuco","Ilha de Itamaracá",NA,NA,NA,NA,NA,"Vegetação de restinga. Regossolo.","IPA0018780",NA,NA,NA,"Plantae",NA,"678","Southern America",NA,NA,NA,NA,NA,NA,NA
"66","2019-02-15 11:48:08-02","IPA","IPA","50202","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Valls, J.F.M.","1987",NA,NA,"Soares, J.G.G.","1987","07","30","Brasil","Bahia",NA,"divisa com Sergipe.",NA,NA,NA,NA,"Espécie cosmopolita de litorais marinhos em zonas tropicais, eventualmente surgindo em áreas interioranas.","IPA0050202",NA,NA,NA,"Plantae",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"67","2019-02-15 11:48:08-02","IPA","IPA","54930","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Gallindo, F.","2018","01","22","Pimentel, R.","1994","10",NA,"Brasil","Pernambuco","Recife","Mata Dois Irmãos, aÇUDE DO pRATA","-34.8810997009277","-8.05389022827148",NA,NA,NA,"IPA0054930",NA,NA,NA,"Plantae",NA,"11","Southern America",NA,NA,"18865","auto",NA,NA,NA
"68","2019-02-15 11:48:08-02","IPA","IPA","50082","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Ataíde, M.","1987","06","30","Soares, J.G.G.","1987","06","03","Brasil","Bahia","Itapicuru","Fazenda Boa Vista","-38.2332992553711","-11.3166999816895",NA,NA,NA,"IPA0050082",NA,NA,NA,"Plantae",NA,"s.n.","Southern America",NA,NA,"45949","auto",NA,NA,NA
"69","2019-02-15 11:48:08-02","IPA","IPA","14326","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Sendulsky","1977","02","11","Tenório, E.","1966","08","04","Brasil","Pernambuco","Paulista","Ao lado da Br. 101, km 7, após a Av. Norte.","-34.8731002807617","-7.94083023071289",NA,NA,"Pouco abundante. Estolonífero.","IPA0014326",NA,NA,NA,"Plantae",NA,"155","Southern America",NA,NA,"17375","auto",NA,NA,NA
"70","2019-08-27 13:26:01-03","IAP","PACA-AGP","112604","PreservedSpecimen","Plantae","Gramineae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,NA,"1933","10","05","Brasil","RS","Porto Alegre","Morro da Glória","-51.2299995422363","-30.0331001281738",NA,NA,"Herbarium Riograndense - Seminarii S. J. RS Habitat: campo","PACA112604",NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,"29946","auto","Liliatae",NA,NA
"71","2020-12-20 21:19:01-03","UFV","VIC","16165","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Santos, M.V.F. dos; et al.","1996","03","20","Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata da Biologia. Ás margens do plantio de araucárias, em trilha lateral, próximo ao Recanto das Cigarras.","-42.8819007873535","-20.7539005279541",NA,NA,"Herbácea, estigma lilás.","VIC016165","VIC016165",NA,NA,NA,NA,"09",NA,NA,NA,"13937","auto",NA,NA,NA
"72","2019-11-21 14:42:51-03","UFJF","CESJ","68904","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","S. Honda","2011","07","14","F.G. Pereira; João (adm.)","2011","06","02","Brasil","São Paulo","São Paulo","Parque Nove de julho","-46.6300010681152","-23.5400009155273",NA,NA,"Erva 50cm alt.; espiguetas avermelhadas.","CESJ068904",NA,NA,NA,"Angiosperma",NA,"251","América do Sul",NA,NA,"53584","auto",NA,NA,NA
"73","2021-04-07 11:47:35-03","UFMS","CGMS","33767","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","V.J. Pott","2011","06","28","V.C. Soares; F.J. Kochanovski; M.M. Garcia; N.V. Alcântara","2011","06","28","Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0166667","-19.4822223","-57,0166667","-19,4822223","Planta introduzida da África. Folhas glaucas. Habitat: Transição da vazante da estrada próximo ao bueiro. Relevo plano. Habito: Erva anfibia. 0,30-0,40m de altura.","CGMS1063168",NA,"92","92",NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-04-07 11:47:35-03","UFMS","CGMS","70468","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","V.J. Pott",NA,NA,NA,"V.J. Pott; E. Scremin-Dias; L.C. Rodrigues; J.S. Garcia; S. Rodrigues; C.M. Lino; M.R. Cavallero","2003","06","27","Brasil","Mato Grosso do Sul","Corumbá","Fazenda São João, vazante próximo a entrada da sede, Pantanal do Abobral.","-57.0405555","-19.3997222","-57,0405555","-19,3997222",NA,"CGMS1069851",NA,"100","100",NA,NA,"6412",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-04-07 11:47:35-03","UFMS","CGMS","40204","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","A. Pott","2013","09","01","D. Gris; A. Pott; S. S. Moura","2013","10","03","Brasil","Mato Grosso do Sul","Corguinho","Pantanal Margem da Rodovia MS-419.","-55.2202778","-19.2311111","-55,2202778","-19,2311111","Frutos verdes. Habitat: Pantanal. Caixa de empréstimo. Solo arenoso. Relevo plano. Ampla ocorrência. Habito: Erva. 0,40 m de altura.","CGMS1070181",NA,"150","150",NA,NA,"93",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-12 10:02:13-03","UNICAMP","UEC","33410","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Rodrigues, RS","2012","03","13","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS","1981","03","26","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Proximidades do viveiro da reserva.","-47.879167","-15.92","-47.879167","-15.92","Capim glabro, inflorescência verde claro.","UEC019119","UEC019119",NA,NA,"Liliopsida",NA,"6612",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:20:35-03","UNICAMP","UEC","71722","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","et al.; Moraes, MD",NA,NA,NA,"Leitão Filho, HF; et al.","1995","02","11","Brazil","São Paulo",NA,"Ilha Comprida","-47.916389","-25.020278","-47.916389","-25.020278","herbácea.; Restinga.","UEC088864","UEC088864",NA,NA,"Liliopsida",NA,"33025",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-08-20 10:01:30-03","UNICAMP","UEC","87865","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","1998","03","20","?",NA,NA,NA,"Brazil",NA,NA,"Doação do Depto. de Produção Animal n° 390; grama ref. auto 343 8/44. Parcela n° 21/1; 4 folhas no herbário.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,"26484",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:20:35-03","UNICAMP","UEC","87865","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","1998","03","20","s/ coletor",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Doação do Departamento de Produção Animal, número 390. Grama ref. auto 343 8/44, parcela número 21/1. Quatro folhas no herbário. Nome vulgar: grama- de-castela.",NA,NA,NA,NA,"Liliopsida",NA,"26484",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-08-20 10:01:30-03","UNICAMP","UEC","41261","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Rodrigues, RS","2012","03","13","Heringer, EP","1978","12","17","Brazil","Goiás","Luziânia","Margem da mata ciliar.","-47.9502983093262","-16.2525005340576",NA,NA,"Planta com hastes de 1 metro de brejo, flores roxeadas e flores creme.","UEC019122","UEC019122",NA,NA,"Liliopsida",NA,"17395",NA,NA,NA,"83221","auto",NA,NA,NA
"81","2021-03-01 16:20:35-03","UNICAMP","UEC","122662","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Prado, AL","1992","08","05","Brazil","Mato Grosso","Poconé","Proximidades da Rod. Transpantaneira, Km 15, Poconé-Porto Cercado. Campo sazonalmente alagável.","-56.6227989196777","-16.2567005157471",NA,NA,"Erva, 25 a 30cm de altura; bainha rósea com pontos marrons. Ótima forrageira.","UEC088866","UEC088866",NA,NA,"Liliopsida",NA,"3154",NA,NA,NA,"200792","auto",NA,NA,NA
"82","2021-03-01 16:20:35-03","UNICAMP","UEC","136597","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Rodrigues, RS","2012","03","13","Prado, AL","1991","08","29","Brazil","Mato Grosso","Poconé","Transpantaneira km22 Poconé-Porto Jofre","-56.6227989196777","-16.2567005157471",NA,NA,"Erva de Ambiente úmido ca 30-60cm de altura. Flores em espigilhas minúsculas","UEC092943","UEC092943",NA,NA,"Liliopsida",NA,"3137",NA,NA,NA,"200792","auto",NA,NA,NA
"83","2019-08-20 10:01:30-03","UNICAMP","UEC","141378","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Rodrigues, RS","2012","03","13","Garcia, MA","1985","03","14","Brazil","São Paulo","Campinas","Fazenda Santa Genebra - Barão Geraldo.","-47.060001373291","-22.8999996185303",NA,NA,NA,"UEC019062","UEC019062",NA,NA,"Liliopsida",NA,"37",NA,NA,NA,"23900","auto",NA,NA,NA
"84","2019-08-20 10:01:30-03","UNICAMP","UEC","166450","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Rodrigues, RS","2012","03","13","Garcia, MA","1985","03","14","Brazil","São Paulo","Campinas","Fazenda Santa Genebra - Barão Geraldo.","-47.060001373291","-22.8999996185303",NA,NA,NA,"UEC040309","UEC040309",NA,NA,"Liliopsida",NA,"37",NA,NA,NA,"23900","auto",NA,NA,NA
"85","2021-03-01 16:20:35-03","UNICAMP","UEC","33149","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Oliveira, RC","1993","09","11","Leitão Filho, HF; Martins, FR; Joly, CA","1983","01","18","Brazil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"Erva aquática, cespitosa.; Resíduo de Cerrado, próximo à cidade.","UEC088862","UEC088862",NA,NA,"Liliopsida",NA,"14450",NA,NA,NA,"22843","auto",NA,NA,NA
"86","2021-03-01 16:20:35-03","UNICAMP","UEC","30304","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Benedini, C","1982","03","08","Brazil","São Paulo","Pitangueiras","Fazenda São Vicente, Várzea do Rio Mogi-Guaçu.","-48.2200012207031","-21",NA,NA,"Bom desenvolvimento em varzeas inundáveis; supportanto grande bcarga animal (búfalos); agressivo; dominante, palatável.","UEC088861","UEC088861",NA,NA,"Liliopsida",NA,"13329",NA,NA,NA,"21470","auto",NA,NA,NA
"87","2021-03-01 16:20:35-03","UNICAMP","UEC","67716","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Martins, E; et al.","1993","11","10","Brazil","São Paulo","Ubatuba","Mata de Planície próximo à Praia do núcleo de Pincinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,"eRVA.; Herbácea de Planície.","UEC088863","UEC088863",NA,NA,"Liliopsida",NA,"29221",NA,NA,NA,"34265","auto",NA,NA,NA
"88","2019-11-19 14:08:53-03","UFRPE","PEUFR","18523","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","M.R.C. Sales de Melo","1995","05","16","M.J.N. Rodal; M.F. Sales","1994","07","22","Brasil","Pernambuco","Caruaru","Murici; Brejo dos Cavalos; Parque Ecológico Municipal","-36","-8.31","36°00'00''W","08°18'36''S","Planta herbácea cespitosa; colmo oco; folha levemente pilosa; espiguilha esverdeada","PEUFR018523",NA,"100","100",NA,NA,"229",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-19 14:08:53-03","UFRPE","PEUFR","2720","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","E.C. Tenório","1970",NA,NA,"E.C. Tenório","1969","02","18","Brasil","Pernambuco","Itamaracá",NA,"-34.8255996704102","-7.74777984619141",NA,NA,NA,"PEUFR002720",NA,NA,NA,NA,NA,"678",NA,NA,NA,"9347","auto",NA,NA,NA
"90","2019-11-19 14:08:53-03","UFRPE","PEUFR","3052","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","E.C. Tenório","1971",NA,NA,"E.C. Tenório","1970","12","17","Brasil","Pernambuco","Recife","Bongi","-34.8810997009277","-8.05389022827148",NA,NA,NA,"PEUFR003052",NA,NA,NA,NA,NA,"1189",NA,NA,NA,"18865","auto",NA,NA,NA
"91","2019-11-19 14:08:53-03","UFRPE","PEUFR","3064","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","E.C. Tenório","1971",NA,NA,"E.C. Tenório","1971","01","21","Brasil","Pernambuco","Recife","Bongi","-34.8810997009277","-8.05389022827148",NA,NA,NA,"PEUFR003064",NA,NA,NA,NA,NA,"1201",NA,NA,NA,"18865","auto",NA,NA,NA
"92","2019-11-19 14:08:53-03","UFRPE","PEUFR","3113","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","E.C. Tenório","1971",NA,NA,"E.C. Tenório","1971","04","19","Brasil","Pernambuco","Recife","Campus da UFRPE; Córrego da Fortuna","-34.8810997009277","-8.05389022827148",NA,NA,NA,"PEUFR003113",NA,NA,NA,NA,NA,"1257",NA,NA,NA,"18865","auto",NA,NA,NA
"93","2020-12-04 13:19:38-03","UDESC","LUSC","3788","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Longo, A.",NA,NA,NA,"Longo, A.","2009","05","27","Brasil","Santa Catarina","Lages","Saída para São Joaquim.","-50.326099395752","-27.8160991668701",NA,NA,NA,"LUSC007351","LUSC007351",NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA
"94","2021-03-16 17:54:35-03","UCS","HUCS","51391","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Dani, J.G.","2020","12",NA,"Dani, J.G.","2018","11","27","Brasil","Rio Grande do Sul","Caxias do Sul","Jardim da Lagoa, Desvio Rizzo. P1, lado sul.","-51.401197","-29.313939","-51.401197","-29.313939","Em área alagável, vegetação densa, erva ereta.",NA,NA,NA,NA,"Angiospermae","Poales","60",NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-16 17:54:35-03","UCS","HUCS","42462","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Gaio, J.","2015","03","24","Gonzatti, F.","2014","01","19","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa dos Barros","-50.412689","-29.953117","-50.412689","-29.953117","entre ciperáceas; campo úmido",NA,NA,"14","14","Angiospermae","Poales","1526",NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-16 17:54:35-03","UCS","HUCS","43107","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Gaio, J.","2015","05","19","Demeda, C.","2015","04","22","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.187056","-29.868806","-50.187056","-29.868806","erva; margem da lagoa",NA,NA,"6","6","Angiospermae","Poales","89",NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-16 17:54:35-03","UCS","HUCS","15700","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Smith, S.F.","2001","02",NA,"Kegler, A.","2000","03","19","Brasil","Rio Grande do Sul","Caxias do Sul","Ana Rech","-51.1794013977051","-29.1681003570557",NA,NA,"capoeira",NA,NA,"780","780","Angiospermae","Poales","883",NA,NA,NA,"49662","auto",NA,NA,NA
"98","2021-03-16 17:54:35-03","UCS","HUCS","15717","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Smith, S.F.","2001","02",NA,"Scur, L.","2000","03","18","Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca","-51.1794013977051","-29.1681003570557",NA,NA,"no campo",NA,NA,"780","780","Angiospermae","Poales","664",NA,NA,NA,"49662","auto",NA,NA,NA
"99","2020-12-22 16:06:12-03","UFES","VIES","42510","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.; Sossai, B.G.","2019","05","16","Brasil","Espírito Santo","Linhares","Porto de Linhares - Estação 21 ME.","-40.073889","-19.410833","40º4'26''W","19º24'39''S",NA,"VIES042510",NA,NA,NA,NA,NA,"446",NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-22 16:06:12-03","UFES","VIES","47670","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Nepomuceno, A.; Miranda, V.S.; Nichio-Amaral, R.; Sossai, B.G.","2018","10","24","Brasil","Espírito Santo","Linhares","Monsarás Ponto 25A Margem Oeste.","-39.801389","-19.558611","39º48'5''W","19º33'31''S",NA,"VIES047670",NA,NA,NA,NA,NA,"450",NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-22 16:06:12-03","UFES","VIES","47955","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","2019","01","17","Brasil","Espírito Santo","Linhares","Lagoa Nova - Ponto 19 ML.","-40.155","-19.349444","40º9'18''W","19º20'58''S",NA,"VIES047955",NA,NA,NA,NA,NA,"507",NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-22 16:06:12-03","UFES","VIES","48125","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.; Sossai, B.G.","2019","03","14","Brasil","Espírito Santo","Linhares","Lagoa Nova, ponto 19.","-40.155","-19.349444","40º9'18''W","19º20'58''S",NA,"VIES048125",NA,NA,NA,NA,NA,"313",NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-02-12 18:12:25-03","UFES","VIES","48157","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Nepomuceno, A.; Miranda, V.S.; Nichio-Amaral, R.; Sossai, B.G.","2019","03","21","Brasil","Espírito Santo","Linhares","Porto de Linhares, ponto 21 - MN.","-40.073889","-19.410833","40º4'26''W","19º24'39''S",NA,"VIES048157",NA,NA,NA,NA,NA,"755B",NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-22 16:06:12-03","UFES","VIES","48193","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","2019","03","19","Brasil","Espírito Santo","Baixo Guandu","Rio Guandu - Ponto 17 MS.","-41.017778","-19.624444","41º1'4''W","19º37'28''S",NA,"VIES048193",NA,NA,NA,NA,NA,"661",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-22 16:06:12-03","UFES","VIES","48202","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","2019","03","20","Brasil","Espírito Santo","Colatina","Itapina - Ponto 0 MN.","-40.8125","-19.5275","40º48'45''W","19º31'39''S",NA,"VIES048202",NA,NA,NA,NA,NA,"670",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-22 16:06:12-03","UFES","VIES","48215","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Sossai, B.G.; Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.","2019","03","21","Brasil","Espírito Santo","Linhares","Lagoa Nova - Ponto 19.","-40.155","-19.349444","40º9'18''W","19º20'58''S",NA,"VIES048215",NA,NA,NA,NA,NA,"424",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-22 16:06:12-03","UFES","VIES","48264","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Sossai, B.G.; Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.","2019","04","11","Brasil","Espírito Santo","Linhares","Lagoa Nova - Ponto 19 MD.","-40.155","-19.349444","40º9'18''W","19º20'58''S",NA,"VIES048264",NA,NA,NA,NA,NA,"457",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-22 16:06:12-03","UFES","VIES","48268","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Sossai, B.G.; Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.","2019","04","11","Brasil","Espírito Santo","Linhares","Lagoa Nova - Ponto 19 ME.","-40.155","-19.349444","40º9'18''W","19º20'58''S",NA,"VIES048268",NA,NA,NA,NA,NA,"463",NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-22 16:06:12-03","UFES","VIES","48332","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","2019","05","15","Brasil","Espírito Santo","Baixo Guandu","Rio Guandu - Ponto 17.","-41.017778","-19.624444","41º1'4''W","19º37'28''S",NA,"VIES048332",NA,NA,NA,NA,NA,"832",NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-22 16:06:12-03","UFES","VIES","48413","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.; Sossai, B.G.","2019","05","16","Brasil","Espírito Santo","Linhares","Lago Nova - Estação 19 ME.","-40.155","-19.349444","40º9'18''W","19º20'58''S",NA,"VIES048413",NA,NA,NA,NA,NA,"428",NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-04-27 16:11:10-03","UFES","VIES","2153","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Brandão, M.","1988","05","10","Pereira, O.J.; Fabris, L.C. & Thomaz, L.D.","1987","10","26","Brasil","Espírito Santo","Vitória","Campus da UFES.","-40.3377990722656","-20.3194007873535",NA,NA,NA,"VIES002153","VIES002153",NA,NA,NA,NA,"1294",NA,NA,NA,"15291","auto",NA,NA,NA
