"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"175","2019-08-27 13:29:14-03","IAP","PACA-AGP","106873","PreservedSpecimen","Plantae","Caesalpinaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J. F. Macbr.","Schnorr, D.M.","Oliveira, G.V.","3","2007","05","10","Brasil","RS","São Leopoldo","Unisinos, jardim de plantas medicinais","-51.1472015380859","-29.7602996826172",NA,NA,"32","32","Coleção Plantas Medicinais - caixa 1","PACA106873",NA,"Magnoliophyta","Fagales",NA,NA,NA,NA,"2007","05","10","10287","auto","Magnoliatae",NA,NA,NA,NA
"176","2019-08-27 13:29:14-03","IAP","PACA-AGP","1409","PreservedSpecimen","Plantae","Caesalpinaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J. F. Macbr.","R.L.C. Bortoluzzi","Rambo, B.",NA,"1932","09","08","Brasil","RS","Viamão","Três Figueiras","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Habitat: In silva primaeva scandens. Fenofase: estéril","PACA001409",NA,"Magnoliophyta","Fagales",NA,NA,NA,NA,"2003","09",NA,"41667","auto","Magnoliatae",NA,NA,NA,NA
"177","2019-08-27 13:29:14-03","IAP","PACA-AGP","96331","PreservedSpecimen","Plantae","Caesalpinaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J. F. Macbr.","Zanotto","Zanoto, M",NA,"2005","02","16","Brasil","SC","Maravilha","Mata do Seminário.","-53.1725006103516","-26.760799407959",NA,NA,NA,NA,NA,"PACA096331",NA,"Magnoliophyta","Fagales",NA,NA,NA,NA,NA,NA,NA,"12440","auto","Magnoliatae",NA,NA,NA,NA
"178","2020-12-20 21:17:09-03","UFV","VIC","9462","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","tomentosa","Bauhinia tomentosa","L.","Vaz, A.M.S.F. da","Silveira, V.C.","s.n.","1985","12","02","Brasil","Minas Gerais","Viçosa","Campus da UFV, Centro de Vivência e o Edifício Arthur Bernardes.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Arbusto, c.a. de 1,5 metros de altura; flores amarelas. Planta utilizada como ornamental. Trabalho prático de BVE 230.","VIC009462","VIC009462",NA,NA,NA,NA,NA,NA,"1998","05",NA,"13937","auto",NA,NA,NA,NA,NA
"179","2020-12-20 21:17:43-03","UFV","VIC","27866","PreservedSpecimen","Plantae","Fabaceae","Schnella","microstachya","Schnella microstachya","Raddi","Bosquetti, L.B.","Nunes, SRDFS; et al.","37","2001","03","14","Brasil","Minas Gerais","Marliélia","PERD",NA,NA,NA,NA,NA,NA,"Trepadeira com inflorescências com botões florais.","VIC027866",NA,NA,NA,NA,NA,NA,NA,"2004","02",NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-12-20 21:17:43-03","UFV","VIC","27868","PreservedSpecimen","Plantae","Fabaceae","Schnella","microstachya","Schnella microstachya","Raddi","Bosquetti, L.B.","Bosquetti, L.B.; Queiroga, V.; Pereira, R.M.","120","2003","04","23","Brasil","Minas Gerais","Marliélia","PERD",NA,NA,NA,NA,NA,NA,"Trepadeira com flores brancas e estames escuros, perfumadas.","VIC027868",NA,NA,NA,NA,NA,NA,NA,"2004","02",NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-12-20 21:17:43-03","UFV","VIC","27869","PreservedSpecimen","Plantae","Fabaceae","Schnella","microstachya","Schnella microstachya","Raddi","Bosquetti, L.B.","Bosquetti, L.B.; Queiroga, V.; Pereira, R.M.","142","2003","05","15","Brasil","Minas Gerais","Marliélia","PERD",NA,NA,NA,NA,NA,NA,"Trepadeira com inflorescências ferruginosas com flores velhas e frutos novos levemente rosados.","VIC027869",NA,NA,NA,NA,NA,NA,NA,"2004","02",NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-12-20 21:17:43-03","UFV","VIC","27870","PreservedSpecimen","Plantae","Fabaceae","Schnella","microstachya","Schnella microstachya","Raddi","Bosquetti, L.B.","Bosquetti, L.B.; Santos, Q.W.; Pereira, R.M.","186","2003","08","20","Brasil","Minas Gerais","Marliélia","PERD",NA,NA,NA,NA,NA,NA,"Trepadeira com frutos maduros.","VIC027870",NA,NA,NA,NA,NA,NA,NA,"2004","02",NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-12-20 21:17:43-03","UFV","VIC","27871","PreservedSpecimen","Plantae","Fabaceae","Schnella","microstachya","Schnella microstachya","Raddi","Bosquetti, L.B.","Nunes, SRDFS; et al.","65","2001","05","19","Brasil","Minas Gerais","Marliélia","PERD",NA,NA,NA,NA,NA,NA,"Trepadeira com inflorescências fechadas. Ramo triangular e retangular. Nectário nos ramos (?).","VIC027871",NA,NA,NA,NA,NA,NA,NA,"2004","02",NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-12-20 21:17:43-03","UFV","VIC","23388","PreservedSpecimen","Plantae","Fabaceae","Schnella","microstachya","Schnella microstachya","Raddi","Bortoluzzi, R.L.C.","Bortoluzzi, R.L.C.; et al.","659","1999","05","20","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Ao longo da estrada que corta o Parque.","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Trepadeira, beira de estrada. Inflorescências marrom-esverdeadas.","VIC023388","VIC023388",NA,NA,NA,NA,NA,NA,"2000","08",NA,"28215","auto",NA,NA,NA,NA,NA
"185","2020-12-20 21:17:43-03","UFV","VIC","23328","PreservedSpecimen","Plantae","Fabaceae","Schnella","microstachya","Schnella microstachya","Raddi",NA,"Bortoluzzi, R.L.C.; et al.","601","1999","04","12","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Ao longo da estrada que corta o Parque.","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Trepadeira, na margem de barranco. INflorescências ereas; botões florais marrom e flores brancas.","VIC023328","VIC023328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"186","2020-12-20 21:17:43-03","UFV","VIC","23389","PreservedSpecimen","Plantae","Fabaceae","Schnella","microstachya","Schnella microstachya","Raddi","Bortoluzzi, R.L.C.","Bortoluzzi, R.L.C.; et al.","672","1999","05","21","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Ao longo da estrada que corta o Parque.","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Trepadeira. Inflorescência marrom.","VIC023389","VIC023389",NA,NA,NA,NA,NA,NA,"2000","08",NA,"28215","auto",NA,NA,NA,NA,NA
"187","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0016707","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","Macbride",NA,"G. Hatschbach; J. M. Silva","50356","1986","3","7","Brazil","Parana",NA,"Rio Bromado (mun. Morretes) Parana","-48.8167","-25.4667",NA,NA,NA,NA,"Trepadeira lenhosa; flores alvescentes, odoriferas. Mata pluvial, floresce alto das arvores.",NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-11-21 14:36:00-03","UFJF","CESJ","X-060","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","langsdorffiana","Bauhinia langsdorffiana","Bong.",NA,"?","s.n.",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nome vulgar:Escada-de-macaco.Cipó robusto,na mata, caule extenso até 20m e com 2cm de diâmetro.Caule anormal,achatado,sulcado longitudinalmente e todo com curvas alternadas.Madeira maciça,pouco resistente.","CESJ00X060",NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-04-07 11:44:41-03","UFMS","CGMS","60746","PreservedSpecimen","Plantae","Fabaceae","Schnella","microstachya","Schnella microstachya","Raddi",NA,"A. Pott; V.J. Pott","15921","2010","03","06","Brasil","Mato Grosso do Sul","Sete Quedas","Parque Natural Municipal de Sete Quedas.","-55.0383333","-23.9663889","-55,0383333","-23,9663889","380","380","Caesalpinioideae. Botão floral esbranquiçado. Fruto ausente. Habitat: Floresta estacional semidecidual com espécies de Mata Atlântica (Peltophorum dubium, Balfourodendron riedelianum e Cariniana estrellensis). Solo argilo-arenoso ver","CGMS1093750",NA,NA,NA,NA,NA,NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-04-07 11:44:41-03","UFMS","CGMS","22492","PreservedSpecimen","Plantae","Fabaceae","Schnella","microstachya","Schnella microstachya","Raddi",NA,"M.G. Caxambu","1488","2007","04","13","Brasil","Paraná","Campo Mourão","Parque Estadual do Lago Azul - PELA.","-52.3111111","-24.1002778","-52,3111111","-24,1002778","562","562","Caesalpinioideae. Fruto avermelhado. Heliófita. Habitat: Beira da trilha da Peroba, relevo ondulado. Habito: Liana. 6-7,00m de altura.","CGMS1051902",NA,NA,NA,NA,NA,NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-11-27 13:49:19-03","UFS","ASE","40529","PreservedSpecimen","Plantae","Fabaceae","Schnella","microstachya","Schnella microstachya","Raddi","Caxambu, MG","Caxambu, MG; et al.","6493","2015","06","04","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, BR-469, Km 25","-54.2704","-25.38014","-54.2704","-25.38014","215","215","Trepadeira com gavinhas, heliófita. Frutos imaturos avermelhados.; Floresta Estacional semidecidual submontana. orla da floresta.","ASE0042050",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,"2015","08","11",NA,NA,NA,NA,NA,NA,NA
"192","2021-03-01 16:29:59-03","UNICAMP","UEC","157960","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.",NA,"Lima, HC; Nascimento, MT; Silva, GC; Azevedo, PHF","5435","1997","07","16","Brazil","Rio de Janeiro","Barra de São João","Mata do Carvão, Excursão.",NA,NA,NA,NA,NA,NA,"Trepadeiras com gavinhas, ramos apicais roliços e basais aplanados. Frutos jovens vinosos. Frequente.","UEC015457","UEC015457","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-08-20 10:12:15-03","UNICAMP","UEC","168641","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","Silva, ED","Melis, JV","473","2007","01","23","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J, Subparcela 79.","-45.084167","-23.365556","-45.084167","-23.365556","358","395",NA,"UEC035413","UEC035413","Magnoliopsida",NA,NA,NA,NA,NA,"2008","01",NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-03-01 16:29:59-03","UNICAMP","UEC","78299","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","Vaz, AMSF","Zickel, CS","30370","1991","07","03","Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra.","-46.083333","-22.866667","-46.083333","-22.866667",NA,NA,"Indivíduo com 42 cm de altura (vegetativo).","UEC145421",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1996","12",NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-08-20 10:12:15-03","UNICAMP","UEC","57455","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","Vaz, AMSF","Mattos Silva, LA; Hage, JL; Santos, EB","2326","1988","04","05","Brazil","Bahia","Poções","Fazenda Boa Esperança, Rodovia BR 116 (Rio/ Bahia), 9 Km ao Sul de Poções. Ramal com entrada em frente ao Posto Atalaia-2.","-40.3652992248535","-14.5297002792358",NA,NA,"800","800","flor, Vegetação de mata Trepadeira. Flores com sépalas marrons, pétalas e estames cremes. Frutos novos, arroxeados e pilosos. Folha com a fauce superior verde-sumo e glabra; face inferior com pilosidade ferrugínea e brilhante. Coleta","UEC122034",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1996","09",NA,"31357","auto",NA,NA,NA,NA,NA
"196","2021-03-01 16:29:59-03","UNICAMP","UEC","130842","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.",NA,"Folli, DA","3823","2001","03","05","Brazil","Espírito Santo","Linhares","Reserva Natural da CVDR, Estrada Aceiro Calimã. km 1000. Próximo a Reserva Sooretama.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Cor do botão: marrom; flor branca; exsudação incolor; forma de vida: trepadeira; porte: lenhoso; exsudação: seiva; Mata de tabuleiro.","UEC070895","UEC070895","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"197","2019-08-20 10:12:15-03","UNICAMP","UEC","70096","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.",NA,"Medina, JC","s.n.","1968","04","20","Brazil","Paraná","Cascavel",NA,"-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"fruto, Trepadeira, nativa a beira da estrada, em mata primária. Na época em frutificação. Frutos vermelhos. IAC nº 20930.","UEC053992",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA
"198","2019-08-20 10:12:15-03","UNICAMP","UEC","6247","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","Wunderlin, RP","Hatschbach, G","21067","1969","02","08","Brazil","Paraná","Céu Azul","Boa Vista","-53.8485984802246","-25.1466999053955",NA,NA,NA,NA,"flor, Trepadeira lenhosa, floresce no alto das árvores, cálice castanho, corola alva.","UEC053990",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"51148","auto",NA,NA,NA,NA,NA
"199","2019-08-20 10:12:15-03","UNICAMP","UEC","6244","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","Wunderlin, RP","Hatschbach, G","18664","1968","03","07","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"flor, Trepadeira, floresce no alto de arvores. Petalas verde claras, estames e anteras alvos; muito perfumado. Mata pluvial encosta de morro.","UEC053989",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1974",NA,NA,"37295","auto",NA,NA,NA,NA,NA
"200","2019-08-20 10:12:15-03","UNICAMP","UEC","6246","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","Wunderlin, RP","Hatschbach, G","19393","1967","06","12","Brazil","Paraná","Laranjeiras do Sul","Rio Iguaçu, Prox. a barra do Perdido.","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"fruto, Trepadeira, floresce no alto de arvores da mata pluvial.","UEC145418",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA
"201","2019-08-20 10:12:15-03","UNICAMP","UEC","6245","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","Hatschbach, G","Hatschbach, G","39925","1977","05","18","Brazil","Paraná","Medianeira","Parque Nacional","-54.0938987731934","-25.2952995300293",NA,NA,NA,NA,"fruto, Trepadeira lenhosa, floresce alto das árvores. Mata pluvial.","UEC145417",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1977","08",NA,"17581","auto",NA,NA,NA,NA,NA
"202","2019-08-20 10:12:15-03","UNICAMP","UEC","24767","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","Hatschbach, G","Hatschbach, G","20866","1969","01","23","Brazil","Paraná","Morretes","Col. Floresta","-48.834400177002","-25.476900100708",NA,NA,"50","100","fruto, Escandente, flor creme-esverdeada. Mata pluvial, encosta de morro. Florensce no alto das arvores.","UEC053987",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1981",NA,NA,"30514","auto",NA,NA,NA,NA,NA
"203","2019-08-20 10:12:15-03","UNICAMP","UEC","70278","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","Vaz, AMSF","Souza, AJ","4175","1939","01","18","Brazil","São Paulo","Campinas","Fazenda Santa Elisa","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"S. Café 25.","UEC145420",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1996","12",NA,"23900","auto",NA,NA,NA,NA,NA
"204","2019-08-20 10:12:15-03","UNICAMP","UEC","63245","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","Vaz, AMSF","Nermacci, LC","25917","1990","07","31","Brazil","São Paulo","Campinas","Fazenda São Vicente","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Mata Mesófila semi-decídua. Liana lenhosa , caule em zi-zag, (escada-de-macaco), material vegetativo. Interior da mata.","UEC145416",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1996","08",NA,"23900","auto",NA,NA,NA,NA,NA
"205","2019-08-20 10:12:15-03","UNICAMP","UEC","80869","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","Vaz, AMSF","Zickel, CS","30336","1991","01","30","Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Indivíduo com 62 cm de altura, vegetativo.","UEC145419",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1996","09",NA,"23900","auto",NA,NA,NA,NA,NA
"206","2021-03-01 16:29:59-03","UNICAMP","UEC","158372","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","Tamashiro, JY","Árbocz, GF","234","1994","03","19","Brazil","São Paulo","Mogi Mirim","Fazenda Esmeralda, Lote 41, fragmento de mata FLSD.","-46.9500007629395","-22.4300003051758",NA,NA,NA,NA,"Trepadeira de base lenhosa achatada, tipo escandente, com + ou - 15cm DAP. Botões marrons pelouudos, folhas tipo bauhinia; liana.","UEC015666","UEC015666","Magnoliopsida",NA,NA,NA,NA,NA,"1994","06",NA,"19575","auto",NA,NA,NA,NA,NA
"207","2021-03-01 16:29:59-03","UNICAMP","UEC","109689","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","Tamashiro, JY","Árbocz, GF","289","1994","04","16","Brazil","São Paulo","Mogi Mirim","Fazenda Esmeralda, Lote 49 - fragmento de mata do Aipo FLSD.","-46.9500007629395","-22.4300003051758",NA,NA,NA,NA,"Trepadeira robusta. lenhosa, base do tipo escada de macaco não muito agressiva mas dominante em algumas áreas, folhas lisas.","UEC039799","UEC039799","Magnoliopsida",NA,NA,NA,NA,NA,"1994","06",NA,"19575","auto",NA,NA,NA,NA,NA
"208","2019-08-20 10:12:15-03","UNICAMP","UEC","70133","S","Plantae","Fabaceae","Bauhinia","tomentosa","Bauhinia tomentosa","L.","Dedecca, DM","Pacheco, C","10384","1949","02","05","Brazil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"fruto","UEC144354",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"209","2019-08-20 10:12:15-03","UNICAMP","UEC","91059","S","Plantae","Fabaceae","Bauhinia","tomentosa","Bauhinia tomentosa","L.","Santin, DA","Santin, DA; Rathsan, LA","32035","1994","06","10","Brazil","São Paulo","Campinas","Parque Ecológico - Arboreto","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"UEC144353",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"210","2021-03-01 16:31:07-03","UNICAMP","UEC","168930","S","Plantae","Fabaceae","Phanera","microstachya","Phanera microstachya","(Raddi) L.P.Queiroz","Silva, ED","Vieira, LT","282","2007","12","11","Brazil","São Paulo","Campinas","Sousas, Mata Ribeirão Cachoeira","-46.916667","-22.833333","-46.916667","-22.833333","700","700","Liana.; Floresta Estacional Semidecídua.","UEC053207","UEC053207","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-03-01 16:31:07-03","UNICAMP","UEC","172841","S","Plantae","Fabaceae","Phanera","microstachya","Phanera microstachya","(Raddi) L.P.Queiroz","Queiroz, LP","Queiroz, LP; Ribeiro, PG; Cardoso, D; Salas, RM","14771","2010","05","25","Brazil","Piauí","Jurema","Caminho para o Boqueirão do Marco, entrando a ca 65Km SW de São Raimundo Nonato, a N da rodovia PI-144 (S. Raimundo Nonato-Caracol)","-43.266667","-9.114444","-43.266667","-9.114444",NA,NA,"Liana com gavinhas, escandendo a ca. 30m alt. Folhas papiráceas. Frutos castanho-escuros.; Floresta estacional semidecidual (Caatinga arbórea) com dossel a ca 5m alt. Solo predominantemente arenoso.","UEC084635","UEC084635","Magnoliopsida",NA,NA,NA,NA,NA,"2010","05",NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-03-01 16:31:07-03","UNICAMP","UEC","171977","S","Plantae","Fabaceae","Phanera","microstachya","Phanera microstachya","(Raddi) L.P.Queiroz","Silva, ED","Silva, ED","1035","2008","01","26","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Liana, estéril.; Floresta Ombrófila Densa Submontana.","UEC045071","UEC045071","Magnoliopsida",NA,NA,NA,NA,NA,"2008","05",NA,"34265","auto",NA,NA,NA,NA,NA
"213","2021-03-01 16:31:15-03","UNICAMP","UEC","131420","S","Plantae","Fabaceae","Schnella","microstachya","Schnella microstachya","Raddi","Kuntz, J","Fagg, CW; Oliveira, N","1257","2003","04","12","Brazil","Goiás","Guarani de Goiás","Fazenda Forquilha","-46.4803009033203","-13.9357995986938",NA,NA,NA,NA,"Trepadeira de 10-15 m de altura, com casca lisa de cor cinza oscuro. Fruto novos e verdes.; Ocasional na mata, em association com Cordia sp. Mata seca de encosta, solo raso sobre afloramento de rochas calcarias.","UEC060105","UEC060105","Magnoliopsida",NA,NA,NA,NA,NA,"2016","08",NA,"35901","auto",NA,NA,NA,NA,NA
"214","2021-03-01 16:31:15-03","UNICAMP","UEC","105873","S","Plantae","Fabaceae","Schnella","microstachya","Schnella microstachya","Raddi","Kuntz, J","Ahn, YJ; Constâncio, SS; Sipinelli, T","5","1999","03","19","Brazil","São Paulo","Campinas","Sítio São Francisco","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"liana, atinge o dossel, caule contorcido, próximo ao riaho","UEC127876",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"2016","08",NA,"23900","auto",NA,NA,NA,NA,NA
"215","2019-11-19 14:07:33-03","UFRPE","PEUFR","15031","PreservedSpecimen","Plantae","Leguminosae-Caes.","Bauhinia","spicata","Bauhinia spicata","Vogel","E. Tavares","A. Klon","47","1976","08","11","Brasil","Maranhão",NA,"Serraria",NA,NA,NA,NA,NA,NA,"Cipó; flores alvas","PEUFR015031",NA,NA,NA,NA,NA,NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-11-06 09:55:37-03","UFOP","OUPR","15900","PreservedSpecimen","Plantae","Fabaceae","Phanera","microstachya","Phanera microstachya","(Raddi) L.P.Queiroz","Vaz, A.M.S.F.","Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,"12338","auto",NA,NA,NA,NA,NA
"217","2020-12-04 13:19:17-03","UDESC","LUSC","7049","PreservedSpecimen","Plantae","Fabaceae","Schnella","microstachya","Schnella microstachya","Raddi","N.M.Ivanauskas","N.M.Ivanauskas",NA,"1992","05","29","Brasil","São Paulo","Piracicaba","Bairro Godinhos. Mata mesófila decídua.","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"LUSC007996","LUSC007996",NA,NA,NA,NA,NA,NA,"1997","07","20","44778","auto",NA,NA,NA,NA,NA
"218","2019-10-16 09:41:28-03","PUCRS","MPUC","4550","S","Plantae","Fabaceae","Bauhinia","langsdorffiana","Bauhinia langsdorffiana","Bong.","W. Kaercher",NA,NA,NA,NA,NA,"Brasil","RS","Torres",".","-49.7266667","-29.3352778","-49.7266667000","-29.3352778000",NA,NA,NA,NA,NA,NA,"Fabales","South America",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"219","2019-10-16 09:41:28-03","PUCRS","MPUC","9153","S","Plantae","Fabaceae","Bauhinia","langsdorffiana","Bauhinia langsdorffiana","Bong.","C.S.A. Martins","C.S.A. Martins",NA,"1996","11","14","Brasil","RS","Barracão","Espigão Alto, rio Uruguaí, junto a confluência dos rios Canoas e Pelotas","-51.4506667","-27.6711111","-51.4506667000","-27.6711111000",NA,NA,NA,NA,NA,NA,"Fabales","South America",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"220","2019-10-16 09:41:28-03","PUCRS","MPUC","5725","S","Plantae","Fabaceae","Bauhinia","langsdorffiana","Bauhinia langsdorffiana","Bong.","W. Kaercher",NA,NA,"1975","07","01","Brasil","RS","Torres",".","-49.7266667","-29.3352778","-49.7266667000","-29.3352778000",NA,NA,NA,NA,NA,NA,"Fabales","South America",NA,NA,NA,"1975","01","01",NA,NA,"Magnoliopsida",NA,"1",NA,NA
"221","2019-01-17 11:25:18-02","PUCRS","MPUC","7858","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) Macbr","S.T. Miotto",NA,NA,"1988","12","15","Brasil","SC","Concórdia","Barra dos Queimados","-52.0277778","-27.2344444","-52.0277778000","-27.2344444000",NA,NA,NA,NA,NA,NA,"Fabales","South America",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"222","2019-01-17 11:25:18-02","PUCRS","MPUC","7447","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) Macbr","S.T. Miotto",NA,NA,"1988","05","26","Brasil","SC","Capinzal","Lageado Barra Grande, Arroio Santa Cruz","-51.6072222","-27.3455556","-51.6072222000","-27.3455556000",NA,NA,NA,NA,NA,NA,"Fabales","South America",NA,NA,NA,"2010","01","01",NA,NA,"Magnoliopsida",NA,"1",NA,NA
"223","2019-01-17 11:25:18-02","PUCRS","MPUC","7443","S","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) Macbr","N.I. Matzenbacher",NA,NA,"1989","06","19","Argentina","Província de Corrientes","San Javier","Arroio Guerreiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabales","South America",NA,NA,NA,"2010","01","01",NA,NA,"Magnoliopsida",NA,"1",NA,NA
