"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"274","2020-02-08 10:04:58-03","NBC","NL-BOTANY","L.2556762","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Richard A",NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2556762 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2556762",NA,NA,NA,NA,"Myrtales","(Aubl.) DC.",NA,NA,NA,NA,"NL-L2556762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0420763 | 9081321014",NA,NA,NA
"275","2020-02-08 10:04:58-03","NBC","NL-BOTANY","L.2556763","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Claussen P",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2556763 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2556763","1838","01","01",NA,"Myrtales","(Aubl.) DC.",NA,"Minas ger. (Brésil).",NA,NA,"NL-L2556763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"276","2020-02-08 10:04:58-03","NBC","NL-BOTANY","L.2556764","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Claussen P",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2556764 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2556764","1837","01","01",NA,"Myrtales","(Aubl.) DC.",NA,"Brasilia, Curvello (Prov.Minas Gercas) & San Francisco.",NA,NA,"NL-L2556764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"277","2020-02-08 10:04:58-03","NBC","NL-BOTANY","L.2556765","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Santini",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2556765 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2556765","1910","07","01",NA,"Myrtales","(Aubl.) DC.",NA,"Guyana Fse, Pariacabo.",NA,NA,"NL-L2556765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"278","2020-02-08 10:04:58-03","NBC","NL-BOTANY","L.2556766","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Ule EHG",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2556766 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2556766","1909","02","01",NA,"Myrtales","(Aubl.) DC.",NA,"Ufer des Igorroepe Burets, Rio Branco, Surumu.",NA,NA,"NL-L2556766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"279","2020-02-08 10:04:58-03","NBC","NL-BOTANY","L.2556767","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Focke HC",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2556767 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2556767",NA,NA,NA,NA,"Myrtales","(Aubl.) DC.",NA,"bij La Prospéréte, clegernoks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"280","2020-02-08 10:04:58-03","NBC","NL-BOTANY","L.2556768","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Focke HC",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2556768 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2556768",NA,NA,NA,NA,"Myrtales","(Aubl.) DC.",NA,"bij La Prospéréte, clegernoks.",NA,NA,"NL-L2556768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"281","2020-02-08 10:04:58-03","NBC","NL-BOTANY","L.2556769","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Melinon M",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2556769 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2556769",NA,NA,NA,NA,"Myrtales","(Aubl.) DC.",NA,"Guyana francaise.",NA,NA,"NL-L2556769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"282","2020-02-08 10:04:58-03","NBC","NL-BOTANY","L.3908919","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Ek RC; Jansen-Jacobs MJ; Vonk R; Pineau K",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3908919 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3908919","2006","09","29",NA,"Myrtales","(Aubl.) DC.",NA,"Flora Of french Guiana. Kwa Mts., Tresor reserve, Savanna area. Savanna 1, close entrance from old campsite.",NA,NA,"NL-L3908919",NA,NA,"-52.333333","4.55",NA,NA,NA,"-52.333333","4.55",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"283","2020-02-08 10:04:58-03","NBC","NL-BOTANY","L.3915108","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Oldeman B",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3915108 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3915108","1966","12","10",NA,"Myrtales","(Aubl.) DC.",NA,"'deux branches' affluent Conte et Orapu.",NA,NA,"NL-L3915108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"284","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U 0004165","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora","isotype","Hostmann FWR; Kappler A",NA,"Southern America","Surinam",NA,NA,"in arenosis humidis ad fl.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200004165 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0004165","1842","12","01",NA,"Myrtales","(Aubl.) DC.",NA,"ad fl. Surinam super.",NA,NA,"NL-U0004165","Renner SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","907",NA,NA,NA
"285","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387771","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Black GA",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387771 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387771","1948","07","01",NA,"Myrtales","(Aubl.) DC.",NA,"Estado do Amazonas. Manaus, Pensado-Campina 'rana' paixa-terreno arenoso-em parte Capoeirizado.",NA,NA,"NL-U1387771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"286","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387777","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Prance GT; et al.",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387777 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387777","1965","07","09",NA,"Myrtales","(Aubl.) DC.",NA,"Brazilian Amazonia. Territory of Rondonia. Basin of Rio Madeira. Km 215-216 Madeira-Mamore railroad near Abuña. Savanna margin.",NA,NA,"NL-U1387777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"287","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387778","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Glaziou AFM",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387778 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387778","1879","01","01",NA,"Myrtales","(Aubl.) DC.",NA,"near Rio Janeiro.",NA,NA,"NL-U1387778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"288","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387807","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Huber O",NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387807 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387807","1979","10","09",NA,"Myrtales","(Aubl.) DC.",NA,"T.F. Amazonias: Depto. Atures, pequena sabana ubicada entre los cerros al N de la Laguna Maguari. en las vertientes SE del valle del Alto Rio Parucito.",NA,NA,"NL-U1387807",NA,NA,"-65.8","5.716667",NA,NA,NA,"-65.8","5.716667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"289","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387808","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Maas PJM; Huber O",NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387808 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387808","1980","11","05",NA,"Myrtales","(Aubl.) DC.",NA,"Amazonas. Dep. Atures, near Rincones de Chacorro, 30km N of Puerto Ayacucho.",NA,NA,"NL-U1387808",NA,NA,"-67.333333","5.8",NA,NA,NA,"-67.333333","5.8",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"290","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387809","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Nee MH",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387809 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387809","1991","05","21",NA,"Myrtales","(Aubl.) DC.",NA,"Depto. Santa Cruz, Prov. Ichilo, 13km NE of Buena Vista on Highway to Portochuelo, near turnoff to San Javier.",NA,NA,"NL-U1387809",NA,NA,"-63.566667","-17.4",NA,NA,NA,"-63.566667","-17.4",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"291","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387810","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Steinbach J",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387810 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387810","1925","03","19",NA,"Myrtales","(Aubl.) DC.",NA,"Lugar Buena Vista. Provincia Sara. Departamento Santa Cruz.",NA,NA,"NL-U1387810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"292","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387811","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Steinbach RF",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387811 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387811","1967","03","09",NA,"Myrtales","(Aubl.) DC.",NA,"Buena Vista, Prov. Ichilo, Dept. Santa Cruz.",NA,NA,"NL-U1387811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"293","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387844","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Mélinon M",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387844 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387844","1842","01","01",NA,"Myrtales","(Aubl.) DC.",NA,"Guiane Francaise",NA,NA,"NL-U1387844","Renner SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0253582",NA,NA,NA
"294","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387845","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Mélinon M",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387845 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387845","1842","01","01",NA,"Myrtales","(Aubl.) DC.",NA,"Guiane Francaise",NA,NA,"NL-U1387845","Renner SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0204552",NA,NA,NA
"295","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387846","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Oldenburger FHF; Mecenas VV",NA,"Southern America","Brazil",NA,NA,"Cerrado, along road parallel to Lago Paranoa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387846 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387846","1975","10","06",NA,"Myrtales","(Aubl.) DC.","Distrito Federal","D.F. Brasília, University Campus.",NA,NA,"NL-U1387846","Wurdack JJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0253576",NA,NA,NA
"296","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387847","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Oldenburger FHF; Mecenas VV",NA,"Southern America","Brazil",NA,NA,"Cerrado, along road parallel to Lago Paranoa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387847","1975","10","06",NA,"Myrtales","(Aubl.) DC.","Distrito Federal","D.F. Brasília, University Campus.",NA,NA,"NL-U1387847","Wurdack JJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0253577",NA,NA,NA
"297","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387848","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Oldenburger FHF; Mecenas VV",NA,"Southern America","Brazil",NA,NA,"Cerrado, along road parallel to Lago Paranoa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387848","1975","10","06",NA,"Myrtales","(Aubl.) DC.","Distrito Federal","D.F. Brasília, University Campus.",NA,NA,"NL-U1387848","Wurdack JJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0253578",NA,NA,NA
"298","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387849","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Claussen P",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387849 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387849",NA,NA,NA,NA,"Myrtales","(Aubl.) DC.","Minas Gerais","Minas Gerais, Bresil",NA,NA,"NL-U1387849","Renner SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0253579",NA,NA,NA
"299","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387851","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Ek RC; Riet BP van de; Doomen MC",NA,"Southern America","French Guiana",NA,NA,"Part of main savanne.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387851 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387851","2003","01","30",NA,"Myrtales","(Aubl.) DC.","Cayenne","French Guiana, Mts. de Kaw, Trésor Reserve, near main trail, third tree after big Ficus.",NA,NA,"NL-U1387851","Jansen-Jacobs MJ",NA,"-52.266667","4.583333",NA,NA,NA,"-52.266667","4.583333",NA,NA,NA,"Magnoliopsidae","U 0226628",NA,NA,NA
"300","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387852","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Harley RM; et al.",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387852","1988","06","29",NA,"Myrtales","(Aubl.) DC.",NA,"North west of Cayenne, near Tonate on the N1 highway.",NA,NA,"NL-U1387852","Harley RM",NA,"-52.433333","4.966667",NA,NA,NA,"-52.433333","4.966667",NA,NA,NA,"Magnoliopsidae","U 0103987",NA,NA,NA
"301","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387881","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Occhioni P",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387881 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387881","1961","01","07",NA,"Myrtales","(Aubl.) DC.",NA,"Cadeira de Botanica. Procedencia Est. da Represa - Serra do Cipo Minas Gerais.",NA,NA,"NL-U1387881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"302","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387882","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Harley RM; et al.",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387882 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387882","1980","04","28",NA,"Myrtales","(Aubl.) DC.",NA,"Estado da Bahia. Chapadao Ocidental da Bahia. 12 km N of Correntina, on the road to Inhaumas.",NA,NA,"NL-U1387882",NA,NA,"-44.666667","-13.25",NA,NA,NA,"-44.666667","-13.25",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"303","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387888","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Henkel TW; Williams (Guyana) R; James V",NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387888 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387888","1993","09","09",NA,"Myrtales","(Aubl.) DC.","Upper Takutu-Upper Essequibo","South Rupununi savanna; 5 km S of Aishalton along road to Marudi Mts",NA,NA,"NL-U1387888","Trojnar A",NA,"-59.3","2.383333",NA,NA,NA,"-59.3","2.383333",NA,NA,NA,"Magnoliopsidae","U 0063112",NA,NA,NA
"304","2020-02-08 10:04:58-03","NBC","NL-BOTANY","WAG.1095004","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Ek RC; Jansen-Jacobs MJ; Dam JAC van; Proosdij ASJ van; Pineau K",NA,"Southern America","French Guiana",NA,NA,"On white course loam.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1095004 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1095004","2008","12","11",NA,"Myrtales","(Aubl.) DC.","Cayenne","Mt. de Kaw, Trésor Reserve, Savannah I.",NA,NA,"NL-WAG1095004","Jansen-Jacobs MJ",NA,"-52.295667","4.5895",NA,NA,NA,"-52.295667","4.5895",NA,NA,NA,"Magnoliopsidae","WAG0408133",NA,NA,NA
"305","2020-02-08 10:04:58-03","NBC","NL-BOTANY","WAG.1095005","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Ek RC; Jansen-Jacobs MJ; Dam JAC van; Proosdij ASJ van; Pineau K",NA,"Southern America","French Guiana",NA,NA,"On white course loam.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1095005 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1095005","2008","12","11",NA,"Myrtales","(Aubl.) DC.","Cayenne","Mt. de Kaw, Trésor Reserve, Savannah I.",NA,NA,"NL-WAG1095005","Jansen-Jacobs MJ",NA,"-52.295667","4.5895",NA,NA,NA,"-52.295667","4.5895",NA,NA,NA,"Magnoliopsidae","WAG0408132",NA,NA,NA
"306","2020-02-08 10:04:58-03","NBC","NL-BOTANY","WAG.1095006","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Leeuwenberg AJM",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1095006 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1095006","1978","01","23",NA,"Myrtales","(Aubl.) DC.",NA,"French Guiana: Montagnes des Cheveaux, S. of Cayenne (30 km along road).",NA,NA,"NL-WAG1095006",NA,NA,"-52.416667","4.716667",NA,NA,NA,"-52.416667","4.716667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"307","2020-02-08 10:04:58-03","NBC","NL-BOTANY","WAG.1095007","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Groenendijk E",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1095007 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1095007","1968","03","22",NA,"Myrtales","(Aubl.) DC.",NA,"Found on Moengo-Airport on red soil. Quitre common on this type of soil in the East of Suriname.",NA,NA,"NL-WAG1095007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"308","2020-02-08 10:04:58-03","NBC","NL-BOTANY","WAG.1095008","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Groenendijk E",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1095008 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1095008","1968","03","22",NA,"Myrtales","(Aubl.) DC.",NA,"Found on Moengo-Airport on red soil. Quitre common on this type of soil in the East of Suriname.",NA,NA,"NL-WAG1095008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"309","2020-02-08 10:04:58-03","NBC","NL-BOTANY","WAG.1095009","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Gieteling CJ",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1095009 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1095009","1970","05","13",NA,"Myrtales","(Aubl.) DC.",NA,"Suriname; Savanne near Copie, Kasiwinica R. bank, tributary of Commewijne R. Soil: ''Para'' clay.",NA,NA,"NL-WAG1095009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"310","2020-02-08 10:04:58-03","NBC","NL-BOTANY","WAG.1095010","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Gieteling CJ",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1095010 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1095010","1970","05","13",NA,"Myrtales","(Aubl.) DC.",NA,"Suriname; Savanne near Copie, Kasiwinica R. bank, tributary of Commewijne R. Soil: ''Para'' clay.",NA,NA,"NL-WAG1095010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"311","2020-02-08 10:04:58-03","NBC","NL-BOTANY","WAG.1095011","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"Gieteling CJ",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1095011 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1095011","1970","05","13",NA,"Myrtales","(Aubl.) DC.",NA,"Suriname; Savanne near Copie, Kasiwinica R. bank, tributary of Commewijne R. Soil: ''Para'' clay.",NA,NA,"NL-WAG1095011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"312","2020-02-08 10:04:58-03","NBC","NL-BOTANY","U.1387789","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","hispida","Rhynchanthera hispida",NA,"Henkel TW; James R",NA,"Southern America","Guyana",NA,NA,"Tall, moist forest on red laterite.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387789 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387789","1993","12","23",NA,"Myrtales","Naudin","Upper Takutu-Upper Essequibo","Guyana. U.Takutu-U.Essequibo Region. South Rupununi Savanna; Ikirap Creek along Marudi road.",NA,NA,"NL-U1387789","Almeda F; Penneys DS",NA,"-59.25","2.416667",NA,NA,NA,"-59.25","2.416667","2002","06","01","Magnoliopsidae","U 0246380",NA,NA,NA
