"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"182","2021-03-01 11:48:34-03","UFPE","UFP","55883","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Pick, R","164","2005","03","15",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"805","805",NA,"COORD.: 08°34'901'' S / 37°14'878'' ( L112).; Arbusto, inflorescênca branca amarela.; Vegetação caatinga.","UFP055883",NA,"Cano, O",NA,NA,NA,"2006",NA,NA,"03",NA,NA,NA,NA,NA,NA
"183","2021-03-01 11:48:34-03","UFPE","UFP","76090","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Delgado-Junior, GC; Alves, M","470","2012","10","08",NA,"Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,NA,NA,"Trepadeira lenhosa. Gavinha em forma de gancho, lenhoso. Flores esverdeadas.","UFP076090",NA,"Delgado-Júnior, GC",NA,"-37144.6667","-83323","2014","38964","auto","06",NA,"13",NA,NA,NA,NA
"184","2021-03-01 11:48:34-03","UFPE","UFP","09786","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Alencar, ME","158",NA,NA,NA,NA,"Brasil","Piauí","Padre Marcos",NA,"-40.9043998718262","-7.35500001907349",NA,NA,NA,"Arbusto 2,5m, frutos amarelos.; Subst. arenoso.","UFP009786",NA,"Fernandes, A",NA,NA,NA,NA,"17353","auto",NA,NA,NA,NA,NA,NA,NA
"185","2021-03-01 11:48:34-03","UFPE","UFP","09761","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Alencar, ME","65",NA,NA,NA,NA,"Brasil","Piauí","Padre Marcos",NA,"-40.9043998718262","-7.35500001907349",NA,NA,NA,"Arbusto 2,5m; frutos amarelados; subst. arenoso.","UFP009761",NA,"Fernandes, A",NA,NA,NA,NA,"17353","auto",NA,NA,NA,NA,NA,NA,NA
"186","2019-07-31 14:32:55-03","CPATSA","HTSA","6127","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","Martins.C.T.V.D","494","2015","02","07",NA,"Brasil","Bahia","Juazeiro","Serra do Mulato","-40.4986000061035","-9.41166973114014",NA,NA,NA,"Arbusto ca. 2,2m alt. Frutos amarelos quando maduros.",NA,NA,NA,NA,NA,NA,NA,"76509","auto",NA,NA,NA,NA,NA,NA,NA
"187","2019-07-31 14:32:55-03","CPATSA","HTSA","3511","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","Santos, G.F. dos","3511","2005","12","22",NA,"Brasil","Pernambuco","Petrolina",NA,"-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA,NA,NA
"188","2019-08-02 10:21:33-03","CPATSA","HTSA","1369","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","Fotius, G.","197","1981","04","05",NA,"Brasil","Pernambuco","Petrolina",NA,"-40.833333","-9.654722",NA,NA,NA,"Caatinga.",NA,NA,"Lima, J.L.S.",NA,"-40.833333","-9.654722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-08-02 10:21:33-03","CPATSA","HTSA","518","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","Fotius, G.","3474","1983","05","26",NA,"Brasil","Pernambuco","Petrolina","4 Km ao Norte de Petrolina","-40.809167","-9.598889",NA,NA,NA,"Arb.: Fr 2., Alt.: 1 a 2 m. Casca castanho esverdeada com muitas lenticelas brancas. Folha verde na face superior e verde amarelada peluda na face inferior. Fruto maduro amarelo alaranjado.; Solo arenoso branco na beira da estrada.",NA,NA,"Fotius, G.",NA,"-40.809167","-9.598889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-08-02 10:21:33-03","CPATSA","HTSA","5023","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","Queiroz, L.P.; Cardoso, D.","9613","2004","10","09",NA,"Brasil","Bahia","Casa Nova","Estrada para a Fazenda Santarém.","-41.635833","-9.666667","450","450",NA,"Arbusto ca. 1,0m alt. Folhas membranáceas. Botões e flores verde-amarelado. Polén. #?#&nf;#?#; Caatinga arbustivo-arbórea sobre areia quartzosa.",NA,NA,NA,NA,"-41.635833","-9.666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-08-02 10:21:33-03","CPATSA","HTSA","517","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","Fotius, G.","3558","1983","08","17",NA,"Brasil","Pernambuco","Petrolina","5 Km ao Norte de Petrolina.","-40.809167","-9.598889",NA,NA,NA,"Arb.: Fl 1. Alt.: 1,5 a 2,5 m. Flor branca,cálice amarelo esverdeado. Segunda floração após duas chuvas.; Solo arenoso em ladeira suave.",NA,NA,"Fotius, G.",NA,"-40.809167","-9.598889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-08-02 10:21:33-03","CPATSA","HTSA","5021","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","Queiroz, L.P.; Rapini, A.; Carneiro-Torres, D.S. & Oliveira, F.F.","10861","2005","09","06",NA,"Brasil","Bahia","Pilão Arcado",NA,"-42.9425","-10.6525","414","414",NA,"Arbusto 1,5 - 1,7 m alt., ramificado. Folhas cartáceas. Flores com corola verde. #?#&nf;#?#; Caatinga. Solo arenoso.",NA,NA,NA,NA,"-42.9425","-10.6525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-08-02 10:21:33-03","CPATSA","HTSA","6106","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","Martins, C.T.V.D.","502","2015","02","03",NA,"Brasil","Bahia","Sento Sé","Piçarrão, Brejo de Dentro,","-41.8852996826172","-9.74582958221436",NA,NA,NA,"Planta ca. 2 m alt. Frutos amarelos quando maduro.&nf;; caatinga",NA,NA,NA,NA,NA,NA,NA,"132999","auto",NA,NA,NA,NA,NA,NA,NA
"194","2019-07-31 14:32:55-03","CPATSA","HTSA","2504","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","Santos, G.F. dos","2504","2006","01","27",NA,"Brasil","Pernambuco","Petrolina","Tapera.","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA,NA,NA
"195","2020-09-12 05:00:02-03","US","US","USw38806","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","B. Maguire","56946",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Wood Sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"196","2020-09-12 05:00:02-03","US","US","2931660","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","G. Hatschbach","44149","1981","10","11","South America - Neotropics","Brazil","Bahia",NA,"Rod. BR-242; 10 km L de Ibotirama.",NA,NA,NA,NA,NA,NA,"US03161613","US03161613_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"197","2020-09-12 05:00:02-03","US","US","2752993","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","D. Andrade-Lima","s.n.","1973","8","18","South America - Neotropics","Brazil","Bahia",NA,"Remanso; margem BR-235.",NA,NA,NA,NA,NA,NA,"US03161622","US03161622_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"198","2020-09-12 05:00:02-03","US","US","2756240","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","G. T. Prance, E. Lleras & D. F. Coêlho","18828","1973","10","12","South America - Neotropics","Brazil","Mato Grosso",NA,"Brazilian Amazonia. Chapada dos Guimarães, just above Cachoeira Furada, Reserva Buriti. Cerrado.",NA,NA,"720",NA,NA,NA,"US03161624","US03161624_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"199","2020-09-12 05:00:02-03","US","US","3356502","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","G. Hatschbach, O. S. Ribas & F. Deodato","66071","1997","1","21","South America - Neotropics","Brazil","Bahia",NA,"Rio Correntina (Mun. Correntina).",NA,NA,NA,NA,NA,NA,"US03161611","US03161611_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"200","2020-09-12 05:00:02-03","US","US","3256560","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","G. T. Prance, E. Lleras & D. F. Coêlho","18882","1973","10","12","South America - Neotropics","Brazil","Mato Grosso",NA,"Brazilian Amazonia, Chapada dos Guimarães, cerradão behind Colegio de Buriti.",NA,NA,"720",NA,NA,NA,"US03161616","US03161616_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"201","2020-09-12 05:00:02-03","US","US","3304708","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","G. Hatschbach, M. M. Hatschbach & J. M. Silva","61975","1995","3","16","South America - Neotropics","Brazil","Bahia",NA,"Rod. BA-160, 5-10km N de Bom Jesus da Lapa.",NA,NA,NA,NA,NA,NA,"US03161612","US03161612_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"202","2020-09-12 05:00:02-03","US","US","1573694","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","L. Riedel","549","1926","9",NA,"South America - Neotropics","Brazil","Mato Grosso",NA,"In camp. Serrado R. Pardo.",NA,NA,NA,NA,NA,NA,"US03161625","US03161625_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"203","2020-09-12 05:00:02-03","US","US","2861294","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","G. T. Prance, E. Lleras & D. F. Coêlho","18828","1973","10","12","South America - Neotropics","Brazil","Mato Grosso",NA,"Brazilian Amazonia. Chapada dos Guimarães, just above Cachoeira Furada, Reserva Buriti. Cerrado.",NA,NA,"720",NA,NA,NA,"US03161623","US03161623_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"204","2020-09-12 05:00:02-03","US","US","2755052","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","H. S. Irwin, R. M. Harley & Geo. L. Smith","30675","1971","2","20","South America - Neotropics","Brazil","Bahia",NA,"Planalto do Brasil, ca. 22km W. of Morro do Chapéu.",NA,NA,"1000",NA,NA,NA,"US03161621","US03161621_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"205","2020-09-12 05:00:02-03","US","US","3029395","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","B. Maguire, J. M. Pires, C. K. Maguire & N. Silva","56946","1963","9","30","South America - Neotropics","Brazil","Mato Grosso",NA,"Bélem-Brasília-Acre Highways. Terr. Rondónia. Alto Garca, 450 km past Cuiaba en route to Goiania.",NA,NA,"830",NA,NA,NA,"US03161618","US03161618_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"206","2020-09-12 05:00:02-03","US","US","2708780","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","G. Hatschbach","15925","1967","1","25","South America","Brazil","Paraná",NA,"Mun. Campo Mourão.",NA,NA,NA,NA,NA,NA,"US03161619","US03161619_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"207","2020-09-12 05:00:02-03","US","US","1440277","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","-- Gardner","2661",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03161617","US03161617_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"208","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","23152","1969","2","12","South America - Neotropics","Brazil","Minas Gerais",NA,"Planalto do Brasil. Serra do Espinhaço. 10km N.E. of Francisco Sá, road to Salinas.",NA,NA,"1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"209","2020-09-12 05:00:02-03","US","US","3238625","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","G. Christenson, P. Oliveira & A. Manosso","1174","1979","9","16","South America - Neotropics","Brazil","Mato Grosso",NA,"Chapada dos Guimarães.",NA,NA,NA,NA,NA,NA,"US03161614","US03161614_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"210","2020-09-12 05:00:02-03","US","US","2582398A","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","23152","1969","2","12","South America - Neotropics","Brazil","Minas Gerais",NA,"Planalto do Brasil. Serra do Espinhaço. 10km N.E. of Francisco Sá, road to Salinas.",NA,NA,"1100",NA,NA,NA,"US03161620","US03161620_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"211","2020-09-12 05:00:02-03","US","US","2863997","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A. DC.","R. M. Harley, S. Mayo, R. M. Storr, T. S. Santos & R. S. Pinheiro","19142","1977","2","27","South America - Neotropics","Brazil","Bahia",NA,"Serra do Açuruá. 5.6 km S. of São Inácio on the road to Gentio do Ouro.","-42.73","-11.13","500",NA,NA,NA,"US03161615","US03161615_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"212","2020-09-02 16:30:36-03","Cenargen","CEN","69030","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Luciano Paganucci de Queiroz","8018","2003","11","28",NA,"Brasil","BA","CASA NOVA","Fazenda Santarém.","-41.353333","-9.5344444","452","452","Exsicatas","Folhas cartáceas. Corola creme. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (78936). Feira de Santana - Bahia.","CEN00069030","CEN00069030","L. P. Queiroz",NA,"-41.353333","-9.5344444","2004",NA,NA,"08",NA,NA,NA,"1",NA,NA
"213","2020-09-02 16:30:36-03","Cenargen","CEN","78226","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","A. P. Prata","1750","2009","11","11",NA,"Brasil","BA","PILAO ARCADO","Brasil - Bahia - Pilão Arcado, Dunas de Salinas.","-42.5043983459473","-10.0031003952026",NA,NA,"Exsicatas","Arvore, ca 4m, frutos imaturos verdes. Doação do Herbário ASE. Universidade Federal de Sergipe. ASE Nº 15050","CEN00078226","CEN00078226",NA,NA,NA,NA,NA,"152852","auto",NA,NA,NA,NA,"1",NA,NA
"214","2019-11-13 11:23:45-03","USP","SPF","114212","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Souza, VC","5502","1994","03","14",NA,"Brasil","Minas Gerais","Montezuma",NA,"-42.375556","-15.057778","900","1000",NA,NA,"SPF00114212",NA,"Zappi, DC",NA,"-42.375556","-15.057778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-11-13 11:23:45-03","USP","SPF","185075","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Maguire, B","56946","1963","09","30",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,"830","830",NA,NA,"SPF00185075",NA,"Krukoff, BA",NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-11-13 11:23:45-03","USP","SPF","64642","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Mello-Silva, R","CFCR11549","1987","11","05",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.9","-16.55","1000","1000",NA,NA,"SPF00064642",NA,"Zappi, DC",NA,"-42.9","-16.55","1991",NA,NA,"08",NA,NA,NA,NA,NA,NA
"217","2019-11-13 11:23:45-03","USP","SPF","80414","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Harley, RM","27024","1988","11","28",NA,"Brasil","Bahia","Paramirim",NA,"-42.216667","-13.433333","640","640",NA,NA,"SPF00080414",NA,"Zappi, DC",NA,"-42.216667","-13.433333","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-11-13 11:23:45-03","USP","SPF","22427","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Furlan, A","CFCR339","1980","12","02",NA,"Brasil","Bahia","Gentio do Ouro",NA,"-42.502799987793","-11.4288997650146",NA,NA,NA,NA,"SPF00022427",NA,"Giulietti, AM",NA,NA,NA,NA,"54643","auto",NA,NA,NA,NA,NA,NA,NA
"219","2019-11-13 11:23:45-03","USP","SPF","49637","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Pirani, JR","1993","1987","02","13",NA,"Brasil","Bahia","Seabra",NA,"-41.7703018188477","-12.4186000823975","900","900",NA,NA,"SPF00049637",NA,"Zappi, DC",NA,NA,NA,"1993","57155","auto",NA,NA,NA,NA,NA,NA,NA
"220","2019-10-07 09:14:00-03","UEFS","HUEFS","106346","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Colaço, M.","95","2006","02","03",NA,"Brasil","Bahia","Paulo Afonso","TI PANKARARÉ - Aldeia Serrota.","-38.2","-9.333333",NA,NA,NA,"Caatinga. Caatinga arbóreo-arbustiva com palmeiras. Areias quartzosas.","HUEFS0106346","HUEFS0106346","E.K.S.Brandão",NA,"38W12'","9S20'","2016",NA,NA,"06","Asteranae",NA,NA,NA,NA,NA
"221","2019-10-07 09:13:59-03","UEFS","HUEFS","64264","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Queiroz, L.P.de","7385","2002","08","31",NA,"Brasil","Bahia","Pilão Arcado","44,1km Sul de Campo Alegre de Lourdes na estrada para Angico-Torto.","-43.164167","-9.701389","465","465",NA,"Caatinga arbórea sobre solo arenoso. Relevo plano.","HUEFS0064264","HUEFS0064264","R.M.Santos",NA,"43W9'51''","9S42'5''","2007",NA,NA,"09","Asteranae",NA,NA,NA,NA,NA
"222","2019-10-07 09:14:00-03","UEFS","HUEFS","241632","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Souza, J.S.","200","2005","11","20",NA,"Brasil","Bahia","Casa Nova","Fazenda Santarém.","-40.8","-9.516667",NA,NA,NA,NA,"HUEFS0241632","HUEFS0241632",NA,NA,"40W48'","9S31'",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"223","2019-10-07 09:14:00-03","UEFS","HUEFS","199007","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Silva, R.A","2201","2012","08","23",NA,"Brasil","Paraíba","Monte Herobe","Povoado de Cabloco.","-38.580833","-7.194722","718","718",NA,"Caatinga.","HUEFS0199007","HUEFS0199007",NA,NA,"38W34'51''","7S11'41''",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"224","2019-10-07 09:14:00-03","UEFS","HUEFS","101002","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Queiroz, L.P.de","10861","2005","09","06",NA,"Brasil","Bahia","Pilão Arcado",NA,"-42.563333","-9.986944","414","414",NA,"Caatinga. Solo arenoso.","HUEFS0101002","HUEFS0101002","D.Zappi",NA,"42W33'48''","9S59'13''","2010",NA,NA,"03","Asteranae",NA,NA,NA,NA,NA
"225","2019-10-07 09:14:00-03","UEFS","HUEFS","101071","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Queiroz, L.P.de","10930","2005","09","28",NA,"Brasil","Bahia","Pilão Arcado","Pedreira, próximo a passagem.","-42.439167","-10.063056","435","435",NA,"Caatinga. Solo arenoso argilos avermelhado.","HUEFS0101071","HUEFS0101071","D.Zappi",NA,"42W26'21''","10S3'47''","2010",NA,NA,"03","Asteranae",NA,NA,NA,NA,NA
"226","2019-10-07 09:14:00-03","UEFS","HUEFS","102084","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Cardoso, D.","859","2005","10","01",NA,"Brasil","Bahia","Casa Nova","Faz. Santarém.","-41.359722","-9.533333","450","450",NA,"Caatinga arbustiva. Solo arenoso.","HUEFS0102084","HUEFS0102084","D.Zappi",NA,"41W21'35''","9S32'0''","2010",NA,NA,"03","Asteranae",NA,NA,NA,NA,NA
"227","2019-10-07 09:14:00-03","UEFS","HUEFS","103864","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Conceição, A.A.","1461","2005","12","08",NA,"Brasil","Bahia","Pilão Arcado","Brejo do Zacarias, ca. 63 km de Pilão Arcado.","-42.911389","-10.098611","428","428",NA,"Vegetação dunas.","HUEFS0103864","HUEFS0103864","D.Zappi",NA,"42W54'41''","10S5'55''","2010",NA,NA,"03","Asteranae",NA,NA,NA,NA,NA
"228","2019-10-07 09:14:00-03","UEFS","HUEFS","103965","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Conceição, A.A.","1564","2005","12","09",NA,"Brasil","Bahia","Pilão Arcado","Caminho para Brejo do Zacarias(Brejinho).","-42.799722","-10.016389",NA,NA,NA,"Vegetação dunas.","HUEFS0103965","HUEFS0103965","D.Zappi",NA,"42W47'59''","10S0'59''","2010",NA,NA,"03","Asteranae",NA,NA,NA,NA,NA
"229","2019-10-07 09:14:00-03","UEFS","HUEFS","107421","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Carneiro-Torres, D.S.","648","2006","03","20",NA,"Brasil","Bahia","Pilão Arcado","Brejo do Carrasco.","-43.110556","-10.179167","452","452",NA,"Caatinga arbórea, solo arenoso.","HUEFS0107421","HUEFS0107421","E.K.S.Brandão",NA,"43W6'38''","10S10'45''","2017",NA,NA,"02","Asteranae",NA,NA,NA,NA,NA
"230","2019-10-07 09:14:00-03","UEFS","HUEFS","120748","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Damascena, L.","35","2006","08","25",NA,"Brasil","Bahia","Morro do Chapéu","Parque Estadual de Morro do Chapéu: Lages.","-41.328889","-11.493056","942","942",NA,"Caatinga arbustiva","HUEFS0120748","HUEFS0120748",NA,NA,"41W19'44''","11S29'35''",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"231","2019-10-07 09:14:00-03","UEFS","HUEFS","120753","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Damascena, L.","42","2006","08","25",NA,"Brasil","Bahia","Morro do Chapéu","Parque Estadual de Morro do Chapéu: Lages.","-41.328889","-11.493056","942","942",NA,"Caatinga arbustiva","HUEFS0120753","HUEFS0120753",NA,NA,"41W19'44''","11S29'35''",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"232","2019-10-07 09:14:00-03","UEFS","HUEFS","122323","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Santos, R.M.","1386","2007","06","19",NA,"Brasil","Bahia","Pilão Arcado","Dunas.","-42.890833","-10.119722","457","457",NA,"Caatinga de areia.","HUEFS0122323","HUEFS0122323","E.K.S.Brandão",NA,"42W53'27''","10S7'11''","2017",NA,NA,"02","Asteranae",NA,NA,NA,NA,NA
"233","2021-03-04 11:15:27-03","UEFS","HUEFS","128720","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Strychnos","rubiginosa","Strychnos rubiginosa","A.DC.","Queiroz, L.P.de","13196","2007","10","06",NA,"Brasil","Bahia","Morro do Chapéu","Lajes, ca. 20 Km W de Morro do Chapéu na estrada do feijão.","-40.983333","-11.616667",NA,NA,NA,"Caatinga arbóreo-arbustiva com afloramentos de arenito e solo arenoso. Dunas de areia quartzítica.","HUEFS0128720","HUEFS0128720","E.Melo",NA,"40W59'","11S37'","2010",NA,NA,"11","Asteranae",NA,NA,NA,NA,NA
