"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","infraspecificEpithet","continentOcean","preparationType","occurrenceRemarks","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","class","relatedCatalogItem","dayIdentified","relationshipType","fieldNumber","individualCount","typeStatus"
"317","2015-09-04 17:12:14-03","MNHN","RECOLNAT_MNHN_P","P04924963","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Saint-Hilaire, A.",NA,"1816","1","1","Brasil","Minas Gerais",NA,"Brésil. Province de Minas Geraes.",NA,NA,NA,NA,NA,NA,"P04924963","P04924963_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924963' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"B1 10",NA,NA
"318","2015-09-04 17:12:14-03","MNHN","RECOLNAT_MNHN_P","P04924965","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"[Regnell]",NA,"1874","1","2","Brasil","Minas Gerais",NA,"Brésil, Caldas.",NA,NA,NA,NA,NA,NA,"P04924965","P04924965_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924965' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"II 229",NA,NA
"319","2015-09-04 17:12:14-03","MNHN","RECOLNAT_MNHN_P","P04924966","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Saint-Hilaire, A.",NA,"1816","1","1","Brasil","Minas Gerais",NA,"Brésil-Province de Minas Geraes.",NA,NA,NA,NA,NA,NA,"P04924966","P04924966_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924966' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"D 34",NA,NA
"320","2015-09-04 17:12:14-03","MNHN","RECOLNAT_MNHN_P","P04924968","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Smith, L.B.|Klein, R.M.",NA,"1964","12","16","Brasil","Santa Catarina","Chapecó","Seminário Diocesiano, west of Chapecó.","-52.61667","-27.1",NA,NA,NA,NA,"P04924968","P04924968_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924968' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"14049",NA,NA
"321","2015-09-04 17:12:14-03","MNHN","RECOLNAT_MNHN_P","P04924969","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Saint-Hilaire, A.",NA,"1816","1","1","Brasil","Minas Gerais",NA,"Brésil. Province de Minas Geraes.",NA,NA,NA,NA,NA,NA,"P04924969","P04924969_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924969' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"D 34",NA,NA
"322","2015-09-04 17:12:14-03","MNHN","RECOLNAT_MNHN_P","P04924970","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Saint-Hilaire, A.",NA,"1816","1","1","Brasil","Minas Gerais",NA,"Brésil- Province de Minas Geraes.",NA,NA,NA,NA,NA,NA,"P04924970","P04924970_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924970' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"D 34",NA,NA
"323","2015-09-04 17:12:37-03","MNHN","RECOLNAT_MNHN_P","P04924971","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Mosén",NA,"1875","12","30","Brasil","São Paulo",NA,"Prov. S. Paulo.",NA,NA,NA,NA,NA,NA,"P04924971","P04924971_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924971' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1575",NA,NA
"324","2015-09-04 17:12:37-03","MNHN","RECOLNAT_MNHN_P","P04924972","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Blanchet",NA,NA,NA,NA,"Brasil","Bahia",NA,"Brésil, Bahia.",NA,NA,NA,NA,NA,NA,"P04924972","P04924972_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924972' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"22408",NA,NA
"325","2015-09-04 17:12:37-03","MNHN","RECOLNAT_MNHN_P","P04924976","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Glaziou",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Corcovado Alta Tijuca.",NA,NA,NA,NA,NA,NA,"P04924976","P04924976_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924976' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"871",NA,NA
"326","2015-09-04 17:12:37-03","MNHN","RECOLNAT_MNHN_P","P04924977","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"hatschbach, G.",NA,"1966","4","29","Brasil","Paraná",NA,"Cianorte: Fda. Lagoa.",NA,NA,NA,NA,NA,NA,"P04924977","P04924977_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924977' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"14292",NA,NA
"327","2015-09-04 17:12:37-03","MNHN","RECOLNAT_MNHN_P","P04924979","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil",NA,NA,"Brésil.",NA,NA,NA,NA,NA,NA,"P04924979","P04924979_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924979' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2015-09-05 08:03:42-03","MNHN","RECOLNAT_MNHN_P","P00609925","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani","(Mart. ex Moqu.) Sohmer","Sohmer","Martius, C.F. von",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00609925","P00609925_01",NA,NA,"maximiliani",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00609925' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"180",NA,NA
"329","2015-11-23 10:17:21-02","MNHN","RECOLNAT_MNHN_P","P00799260","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani","(Mart. ex Moqu.) Sohmer",NA,"Martius, C.F. von",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00799260","P00799260_01",NA,NA,"maximiliani",NA,"hb","Monographies du Prodrome <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00799260' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"180",NA,NA
"330","2015-09-04 17:12:14-03","MNHN","RECOLNAT_MNHN_P","P04924964","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Reineck, E.M.|Czermak, J.",NA,"1899","1","1","Brasil","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"P04924964","P04924964_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924964' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"29946","auto",NA,NA,NA,NA,NA,"490",NA,NA
"331","2015-09-04 17:12:14-03","MNHN","RECOLNAT_MNHN_P","P04924962","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Reineck, E.M.|Czermak, J.",NA,"1899","1","1","Brasil","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"P04924962","P04924962_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924962' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"29946","auto",NA,NA,NA,NA,NA,"491",NA,NA
"332","2015-09-04 23:15:27-03","MNHN","RECOLNAT_MNHN_P","P05072932","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado a Paineiras.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"P05072932","P05072932_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05072932' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"57442","auto",NA,NA,NA,NA,NA,"3084",NA,NA
"333","2015-09-04 17:12:13-03","MNHN","RECOLNAT_MNHN_P","P04924950","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Warming",NA,NA,NA,NA,"Brasil","Minas Gerais","Lagoa Santa","Lagoa Sta.","-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,"P04924950","P04924950_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924950' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA
"334","2015-09-04 17:12:14-03","MNHN","RECOLNAT_MNHN_P","P04924967","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Smith, L.B.|Reitz, R.",NA,"1956","12","25","Brasil","Santa Catarina","Xanxerê","Pinheiral and rudela 17km north of Abelardo Luz.","-52.4042015075684","-26.8768997192383",NA,NA,NA,NA,"P04924967","P04924967_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924967' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"16278","auto",NA,NA,NA,NA,NA,"9200",NA,NA
"335","2015-09-04 17:12:37-03","MNHN","RECOLNAT_MNHN_P","P04924973","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"Hatschbach, G.",NA,"1967","2","15","Brasil","Paraná","Lapa","Rio Passa Dois.","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"P04924973","P04924973_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04924973' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"49965","auto",NA,NA,NA,NA,NA,"15993",NA,NA
"336","2020-12-11 11:31:19-03","UFMG","BHCB","51146","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"Lombardi, JA","3636","2000","03","24","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Fazenda Montes Claros. Borda de caminho para mata do Jaó.","-41.818889","-19.736389","-41.818889","-19.736389",NA,NA,"BHCB054478","BHCB054478","Dicotyledon",NA,NA,"Southern America",NA,"Erva, folhas papiráceas, flores brancas.; Mata atlântica secundária.","2000",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA
"337","2020-12-11 11:31:19-03","UFMG","BHCB","60731","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"Arbocz, GF; Assis, MC; Silva, MR; Zanella, J","4183","1997","07","05","Brasil","Mato Grosso","Aripuanã","Gleba Aripuanã a 25 Km da cidade em direção sudoeste.","-59.608333","-10.276389","-59.608333","-10.276389",NA,NA,"BHCB054480","BHCB054480","Dicotyledon",NA,NA,"Southern America",NA,"Erva ereta de 50cm. Flores brancas.; Relevo plano em meio a encosta de uma serra.Floresta de transição entre Ombrófila e Estacional (mata seca).","1997",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"338","2020-12-11 11:31:19-03","UFMG","BHCB","78627","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"Melo, PHA de; Lombardi, JA","361","2003","01","31","Brasil","Minas Gerais","Pains","Fazenda Amargoso., MG-439, km 16.","-45.649722","-20.387222","-45.649722","-20.387222",NA,NA,"BHCB054482","BHCB054482","Dicotyledon",NA,NA,"Southern America",NA,"Herbácea. Terrestre. Flor branca.; Borda de afloramento calcáreo.","2004",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"339","2020-12-11 11:31:19-03","UFMG","BHCB","78676","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"Melo, PHA de; Lombardi, JA","410","2003","02","01","Brasil","Minas Gerais","Arcos","Fazenda Faroeste, Margem direita do Rio São Miguel.","-45.662972","-20.251583","-45.662972","-20.251583",NA,NA,"BHCB054481","BHCB054481","Dicotyledon",NA,NA,"Southern America",NA,"Herbácea. Terrestre. Flores verdes.; Borda de mata relacionada a afloramento calcáreo.","2004",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"340","2020-12-11 11:31:19-03","UFMG","BHCB","21356","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"Stehmann, JR","s.n.","1991","07","06","Brasil","Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,"BHCB054477","BHCB054477","Dicotyledon",NA,NA,"Southern America",NA,"Arbusto apoiante.; Capoeira.","1996","10355","auto","08",NA,NA,NA,NA,NA,NA,NA
"341","2020-12-11 11:31:19-03","UFMG","BHCB","21356","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"Stehmann, JR","s.n.","1991","07","06","Brasil","Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA,NA
"342","2020-12-11 11:31:19-03","UFMG","BHCB","6150","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"Lopes, MA; Andrade, PM de","618","1985","01","19","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Matão.","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"BHCB054474","BHCB054474","Dicotyledon",NA,NA,"Southern America",NA,"Escandente, flores claras, dorso da folha avermelhado.; Mata Atlântica.","1996","49886","auto","08",NA,NA,NA,NA,NA,NA,NA
"343","2020-12-11 11:31:19-03","UFMG","BHCB","89844","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"Echternacht, LA; Dornas, T","142","2004","01","24","Brasil","Minas Gerais","Carmópolis de Minas","Estação Ecológica da Mata do Cedro","-44.6349983215332","-20.5414009094238",NA,NA,NA,NA,"BHCB054492","BHCB054492","Dicotyledon",NA,NA,"Southern America",NA,"Arbustivo, 1,5m. Flores verdes esbranquiçadas.; Sub-bosque de Floresta Estacional.","2005","18828","auto","10",NA,NA,NA,NA,NA,NA,NA
"344","2020-12-11 11:31:19-03","UFMG","BHCB","6151","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"Andrade, PM de; Lopes, MA","234","1984","05","26","Brasil","Minas Gerais","Caratinga","Fazenda Montes Claros, Mata do Jaó.","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"BHCB054475","BHCB054475 BHCB054475_01","Dicotyledon",NA,NA,"Southern America",NA,"Herbáceo.; Mata, lugares sombrios.","1998","49886","auto","06",NA,NA,NA,NA,NA,NA,NA
"345","2020-12-11 11:31:19-03","UFMG","BHCB","20902","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA
"346","2020-12-11 11:31:19-03","UFMG","BHCB","20902","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"BHCB054476","BHCB054476","Dicotyledon",NA,NA,"Southern America",NA,"Escandente. Flores amarelas.; Mata.","1998","28215","auto","06",NA,NA,NA,NA,NA,NA,NA
"347","2020-12-11 11:31:19-03","UFMG","BHCB","59559","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"Ribas, OS; Cordeiro, J","221","1990","01","25","Brasil","Paraná","Curitiba","Recanto das Araucárias.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"BHCB054479","BHCB054479","Dicotyledon",NA,NA,"Southern America",NA,"Erva, 1m, flores alvacentas.; Interior da mata.","1996","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"348","2021-02-11 17:17:47-03","UFPR","UPCB","5561","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Hatschbach, G.","Hatschbach, G.","14292","1966","04","29","Brasil","Paraná","Cianorte","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbácea, flor alvecente. Mata pluvial..","1966","32009","auto","12",NA,NA,NA,NA,NA,NA,NA
"349","2021-02-11 17:17:47-03","UFPR","UPCB","29291","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Kozera, C.","Kozera, C.","397","1996","11","29","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbácea com flores brancas coletada no subosque da floresta com Araucaria..","1996","25180","auto","12",NA,NA,NA,NA,NA,NA,NA
"350","2021-02-11 17:17:47-03","UFPR","UPCB","20264","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Pedersen, T.M.","Kummrow, R.","3099","1988","11","23","Brasil","Paraná","Curitiba","Parque Iguaçu","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apoiante, 1,5m. Flor alvecente. Interior da mata de Araucaria..","1991","25180","auto","01",NA,NA,"01",NA,NA,NA,NA
"351","2021-02-11 17:17:47-03","UFPR","UPCB","44906","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Pedersen, T.M.","Tressens, S.G.","1245","1981","03","22","Argentina","Corrintes","Santo Tomé","Corrientes, Dep. Santo Tomé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En selva..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2021-02-11 17:17:47-03","UFPR","UPCB","6957","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Hatschbach, G.","Hatschbach, G.","15486","1966","12","15","Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Araucarieto..","1968","46666","auto","04",NA,NA,NA,NA,NA,NA,NA
"353","2021-02-11 17:17:47-03","UFPR","UPCB","19552","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Pedersen, T.M.","Hatschbach, G.","36619","1975","04","10","Brasil","Paraná","Laranjeiras do Sul","Barra do Rio Xagu","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva 50cm, mata de galeria..","1991","28404","auto","01",NA,NA,"01",NA,NA,NA,NA
"354","2021-02-11 17:17:47-03","UFPR","UPCB","9927","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Smith, L.B.","Hatschbach, G.","8763","1962","02","04","Brasil","Paraná","Campo Mourão","Estrada para Araruara Lageado km 123","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mata pluvial tropical.].",NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA
"355","2021-02-11 17:17:47-03","UFPR","UPCB","14463","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Britez, R.M.","Britez, R.M.",NA,"1986","04","22","Brasil","Paraná","São Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva coletada em local sombrio, no interior da floresta de Araucaria..",NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"356","2021-02-11 17:17:47-03","UFPR","UPCB","8496","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Pedersen, T.M.","Hatschbach, G.","19308","1968","01","01","Brasil","Paraná","Laranjeiras do Sul","Foz do Chopim","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto de ramos decumbentes. Orla da mata pluvial, às margens do Rio Iguaçu..","1970","28404","auto","01",NA,NA,"01",NA,NA,NA,NA
"357","2021-02-11 17:17:47-03","UFPR","UPCB","4677","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Hatschbach, G.","Hatschbach, G.","11233","1964","04","19","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu - Poço Preto","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planta com 50cm, flor creme. Mata pluvial..","1964","39570","auto","05",NA,NA,NA,NA,NA,NA,NA
"358","2021-02-11 17:17:47-03","UFPR","UPCB","32433","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Cervi, A.C.","Cervi, A.C.","6443","1997","11","19","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu - Trilha do Macuco","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva ereta de inflorescência creme..","1997","39570","auto","12",NA,NA,NA,NA,NA,NA,NA
"359","2021-02-11 17:17:47-03","UFPR","UPCB","31233","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Guimarães, O.A.","Cervi, A.C.","3889","1992","12","15","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu - Trilha Represa Rio São João","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva decumbente de flores alvas..","1993","39570","auto","08",NA,NA,NA,NA,NA,NA,NA
"360","2021-02-11 17:17:47-03","UFPR","UPCB","6951","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Hatschbach, G.","Hatschbach, G.","15993","1967","02","15","Brasil","Paraná","Lapa","Rio Passa Dois","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva ereta até 75cm, flor alvecente. Interior do capão..","1968","49965","auto","06",NA,NA,NA,NA,NA,NA,NA
"361","2021-02-11 17:17:47-03","UFPR","UPCB","20554","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Pedersen, T.M.","Hatschbach, G.","47592","1984","03","08","Brasil","Paraná","Palmeira","Rod BR 277 - descida Rio Capivara","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva de flores alvecentes. Interior sombrio da mata de galeria..","1991","35166","auto","01",NA,NA,"01",NA,NA,NA,NA
"362","2008-05-27 22:02:00-03","MO","MOBOT","772722","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani","(Mart. ex Moq.) Sohmer","D.C. Wasshausen (US)","Elsa M. Zardini","Zardini 6397","1988","8","3","Paraguay","Paraguarí",NA,"Cerro Palacios. Forest on Western side of the mountain.","-57.16666","-25.41666",NA,NA,"250.00000000",NA,NA,NA,NA,NA,"maximiliani","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-69","3",NA
"363","2008-05-27 22:02:00-03","MO","MOBOT","772584","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani","(Mart. ex Moq.) Sohmer","S.F. Smith (US)","Elsa M. Zardini","Zardini 5578","1988","7","9","Paraguay","Paraguarí",NA,"Cerro Palacios. In forest.","-57.16666","-25.41666",NA,NA,"250.00000000",NA,NA,NA,NA,NA,"maximiliani","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-47","2",NA
"364","2018-05-17 05:29:00-03","MO","MOBOT","2297537","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Belgrano, M. J.","María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|M.A. Romero","Múlgura 3156","2002","3","9","Argentina","Misiones","San Pedro","Parque Provincial Moconá, sendero detrás de la vivienda de los guardaparques","-53.88333","-27.15",NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2014-01-02 05:36:00-02","MO","MOBOT","100169754","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","D. Villarroel (USZ)","D. Villarroel|Michael H. Nee|M. Condon","Villarroel Segarra 374","2006","2","21","Bolivia","Santa Cruz","Sara","Buena Vista, senderos ecológicos de las cabañas de Robin Clark.","-64.6458333","-17.4983333",NA,NA,"393.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
