"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","scientificNameAuthorship","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"120","2021-03-15 16:37:00-03","NY","NYBG","00916773","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","C. C. Berg","P19829","1973","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987064' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916773","Magnoliophyta","Myrtales","J. J. Wurdack","Mato Grosso",NA,"Rio Aripuanã, 10 km downriver from lower part of Nucleo Pioneiro de Humboldt.","-59.35","-10.2",NA,"NY00916773_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2016-09-27 03:23:00-03","NY","NYBG","1654097","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","C. V. Martin","428","2004","11","11","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1945007' target='other'> <mi>dwc_moreinfo</mi></a>","NY01654097","Magnoliophyta","Myrtales","C. V. Martin",NA,NA,"Regina city",NA,NA,NA,"NY01654097_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-15 16:37:00-03","NY","NYBG","4238777","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","F. A. Michelangeli","2803","2017","07","13","South America","Peru","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3397350' target='other'> <mi>dwc_moreinfo</mi></a>","NY04238777","Magnoliophyta","Myrtales",NA,"Pasco","Oxapampa","Palcazú, Parque Nacional Yanachaga-Chemillén, sector Paujil; sendero en la margen Oeste del Río Iscozacín, camino colpa Lobo","-75.25406","-10.33078","380",NA,"DC.","380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-15 16:37:00-03","NY","NYBG","815785","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","B. M. Boom","10857","1994","09","13","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00815785","Magnoliophyta","Myrtales","S. A. Mori","Saint-Laurent-du-Maroni",NA,"Saül: Mount Galbao, SE peak","-53.27","3.58",NA,"NY00815785_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-15 16:37:00-03","NY","NYBG","3241163","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","G. S. Bunting","9384","1980","07","22","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551155' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241163","Magnoliophyta","Myrtales",NA,"Zulia","Bolívar","entre El Pensado y Las Tres Marías, trayecto de 8 km al este de El Pensado",NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-15 16:37:00-03","NY","NYBG","1488210","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","T. B. Croat","85006","2001","11","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1244418' target='other'> <mi>dwc_moreinfo</mi></a>","NY01488210","Magnoliophyta","Myrtales","R. Goldenberg","Acre","Cruzeiro do Sul","vicinity of Cruzeiro do Sul between airport and downtown, Headquarters of Rondon Project; disturbed forest with remnants of primary forest.","-72.67","-7.6","300","NY01488210_01","DC.","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-15 16:37:00-03","NY","NYBG","01538787","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","J. M. Schunke-Vigo","4987","1971","09","06","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820595' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538787","Magnoliophyta","Myrtales","J. J. Wurdack","San Martín","Mariscal Cáceres","Dtto. Tocache Nuevo. Desembocadura del río Mishollo (Márgen derecha del río Huallaga).",NA,NA,NA,"NY01538787_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-15 16:37:00-03","NY","NYBG","521177","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","J. C. Solomon","6459","1981","09","27","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521177","Magnoliophyta","Myrtales","J. J. Wurdack","El Beni",NA,"Province of Vaca Diez, 13 km E of Riberalta on the road to Guayaramerín, then 3 km N on small road","-65.97","-10.97","230","NY00521177_01","DC.","230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-15 16:37:00-03","NY","NYBG","3241138","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","D. A. Neill","8075","1987","12","11","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551130' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241138","Magnoliophyta","Myrtales",NA,"Napo",NA,"Carretera Hollin-Loreto-Coca, km 40. Entre Rio Guamani y Rio Pucuno.","-77.67","-0.67","1200",NA,"DC.","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-15 16:37:00-03","NY","NYBG","02549356","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","G. Pereira-Silva","16271","2012","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2793445' target='other'> <mi>dwc_moreinfo</mi></a>","NY02549356","Magnoliophyta","Myrtales",NA,"Rondônia","Porto Velho","Linha de transmissão Jirau/St. Antonio, ponto 15.","-64.2011","-9.1661","120","NY02549356_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-15 16:37:00-03","NY","NYBG","3676944","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","I. Huamantupa Chuquimaco","10439","2007","09","18","South America","Peru","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3914402' target='other'> <mi>dwc_moreinfo</mi></a>","NY03676944","Magnoliophyta","Myrtales","F. A. Michelangeli","Cusco","La Convención","Distrito Quellouno, Tupac Amaru. Bosque seco secundario.","-72.5","-12.40944","763","NY03676944_01","DC.","763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-15 16:37:00-03","NY","NYBG","778118","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","P. Martuscelli","208","1986","01","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778118","Magnoliophyta","Myrtales","R. Goldenberg","São Paulo","Teodoro Sampaio","Reserva Estaçao do Morro do Diabo (REMED)","-52.1597","-22.5303",NA,"NY00778118_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-15 16:37:00-03","NY","NYBG","3241145","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","A. H. G. Alston","7620","1939","03","19","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551137' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241145","Magnoliophyta","Myrtales",NA,"Meta","Villavicencio",NA,NA,NA,"500",NA,"DC.","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-15 16:37:00-03","NY","NYBG","00986925","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","D. C. Daly","1890","1981","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00986925","Magnoliophyta","Myrtales","J. J. Wurdack","Pará",NA,"Serra dos Carajás, near camp at Serra Norte (22 Km NW, then 10-15 Km SW). Hilly forest on terra firme. At edge of forest.","-50.466667","-5.983333",NA,"NY00986925_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-15 16:37:00-03","NY","NYBG","2530591","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","E. P. Killip","27084","1929","08","03","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2809547' target='other'> <mi>dwc_moreinfo</mi></a>","NY02530591","Magnoliophyta","Myrtales","F. A. Michelangeli","Loreto","Maynas","Iquitos. Woods.","-73.287607","-3.762169","100","NY02530591_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-15 16:37:00-03","NY","NYBG","3241164","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. L. Liesner","10474","1981","03","10","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551156' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241164","Magnoliophyta","Myrtales",NA,"Tachira",NA,"10 km E of La Fundación (13-23 km by road), around Represa Dorada.",NA,NA,"600",NA,"DC.","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-15 16:37:00-03","NY","NYBG","3241131","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","S. G. Beck","19493","1989","10","18","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3550951' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241131","Magnoliophyta","Myrtales",NA,"Pando","Manuripi","Depto. Pando, Prov. Manuripi, shortcut between the camp Bay and Curichon. In the high mountain.",NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-15 16:37:00-03","NY","NYBG","00986929","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","G. T. Prance","30265","1987","11","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00986929","Magnoliophyta","Myrtales","J. J. Wurdack","Pará",NA,"Marajó, cuanta do Anajás, rio Anajás entre Ananjás e Vista Alegre. Mata de terra firme.","-49.8258036","-0.9555302",NA,"NY00986929_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-15 16:37:00-03","NY","NYBG","00987772","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","A. B. Anderson","1507",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987772","Magnoliophyta","Myrtales",NA,"Pará",NA,NA,NA,NA,NA,"NY00987772_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-15 16:37:00-03","NY","NYBG","01538811","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Callejas Posada","8303","1989","09","08","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820667' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538811","Magnoliophyta","Myrtales","J. J. Wurdack","Antioquia","Campamento","Vereda El Mango, 6 km NO de Campamento en la vía a la mina Las Brisas.","-75.35","7","1820","NY01538811_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-15 16:37:00-03","NY","NYBG","00916778","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","J. N. Nakajima","2612","1997","06","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916778","Magnoliophyta","Myrtales","R. Romero","Minas Gerais","São Roque de Minas","Guarita da Casca D'Anta, parte de baixo, Parque Nacional da Serra da Canastra.","-46.525806","-20.307365",NA,"NY00916778_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-15 16:37:00-03","NY","NYBG","01538806","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","G. S. Bunting","11125","1982","04","01","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820647' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538806","Magnoliophyta","Myrtales","J. J. Wurdack","Zulia",NA,"Dtto. Lagunillas: cuenca del Embalse Burro negro (Pueblo Viejo): laderas occidentales de la Serranía de Ziruma o El Empalado, a lo largo del río Grande, unos 13 km al norte del Ambalse.","-70.82","10.42","550","NY01538806_01","DC.","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-15 16:37:00-03","NY","NYBG","00987776","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","G. T. Prance","7551","1968","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987776","Magnoliophyta","Myrtales","J. J. Wurdack","Acre","Sena Madureira","Vicinity of Sena Madureira","-68.6567","-9.0658",NA,"NY00987776_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-15 16:37:00-03","NY","NYBG","00986916","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","G. A. Black","47-1648",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00986916","Magnoliophyta","Myrtales",NA,"Pará",NA,NA,NA,NA,NA,"NY00986916_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-15 16:37:00-03","NY","NYBG","00916770","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","C. C. Berg","P18522","1973","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916770","Magnoliophyta","Myrtales","J. J. Wurdack","Mato Grosso",NA,"Near Humboldt Center, along road ro Rio Aripuanã, downstream from Salto dos Dardanelos.","-59.35","-10.2",NA,"NY00916770_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-15 16:37:00-03","NY","NYBG","3241123","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","M. Nee","37964","1989","12","05","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3550943' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241123","Magnoliophyta","Myrtales",NA,"Santa Cruz","Ichilo","2 km W of El Cairo and 6 km W of Buena Vista","-63.72","-17.47","325",NA,"DC.","325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-15 16:37:00-03","NY","NYBG","2480173","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. C. Forzza","7857","2014","02","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2700275' target='other'> <mi>dwc_moreinfo</mi></a>","NY02480173","Magnoliophyta","Myrtales","F. A. Michelangeli","Espírito Santo",NA,"Barra da Rapadura. Fazenda do Sr. Wagner Scardiní. Floresta Estacional secundaría.","-40.5911","-18.705","157","NY02480173_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-15 16:37:00-03","NY","NYBG","3241153","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","S. A. Mori","8697","1976","12","07","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551145' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241153","Magnoliophyta","Myrtales",NA,NA,"Saül","Near the geographic center of the department of Guyane Française. Petitie Circuit Boeuf Mort.",NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-15 16:37:00-03","NY","NYBG","01538791","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","L. E. Skog","7108","1986","10","29","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820601' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538791","Magnoliophyta","Myrtales","J. J. Wurdack","Saint-Laurent-du-Maroni","Saül","Along road between airport and Saül","-53.2","3.616666667","200","NY01538791_01","DC.","206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-15 16:37:00-03","NY","NYBG","01806110","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","J. R. Maciel","1545","2011","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2129987' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806110","Magnoliophyta","Myrtales","R. Goldenberg","Pernambuco","Recife","Jardim Botânico do Recife.","-34.9686","-8.0786",NA,"NY01806110_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-15 16:37:00-03","NY","NYBG","00986923","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","S. R. Lowrie","244","1980","09","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00986923","Magnoliophyta","Myrtales","J. J. Wurdack","Acre",NA,"Rio Branco to Xapurí, Km 14","-67.7528009","-10.0623908",NA,"NY00986923_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2016-09-27 06:47:00-03","NY","NYBG","01796693","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Rojas","0281","1997","08","11","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2039251' target='other'> <mi>dwc_moreinfo</mi></a>","NY01796693","Magnoliophyta","Myrtales","R. Garcia","Amazonas","Condorcanqui","Distrito El Cenepa, comunidad de Mamayaque.","-78.2336","-4.5803","400","NY01796693_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-15 16:37:00-03","NY","NYBG","3677246","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","L. Valenzuela Gamarra","19565","2011","09","22","South America","Peru","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3914824' target='other'> <mi>dwc_moreinfo</mi></a>","NY03677246","Magnoliophyta","Myrtales",NA,"Pasco","Oxapampa","Dist. Palcazú. Iscozacín. Parque Nacional Yanachaga Chemillén. Parcela Permanente TEAM 05. (VGYANCH-05).","-75.3297223","-10.41","1414","NY03677246_01","DC.","1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-15 16:37:00-03","NY","NYBG","00986930","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","M. G. Vieira","511","1979","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273354' target='other'> <mi>dwc_moreinfo</mi></a>","NY00986930","Magnoliophyta","Myrtales","J. J. Wurdack","Rondônia",NA,"Mineração Campo Novo BR-421 a Oeste da Mineração Campo Novo a 120 Km de Ariquemes WSW","-63.616667","-10.583333",NA,"NY00986930_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-15 16:37:00-03","NY","NYBG","1281312","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","B. A. Krukoff","1287","1931","11","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685745' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281312","Magnoliophyta","Myrtales","R. Goldenberg","Rondônia",NA,"Near Calama, Madeira River region","-62.87","-8.02489",NA,"NY01281312_01 NY01281312_02","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-15 16:37:00-03","NY","NYBG","3241142","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","A. L. Uribe Uribe","4699","1964","02","28","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551134' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241142","Magnoliophyta","Myrtales",NA,"Santander","San Vicente de Chucurí","camino al Carmen, en un pequeño bosque residual",NA,NA,"900",NA,"DC.","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-15 16:37:00-03","NY","NYBG","3241109","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","A. Allart","308","1924","12","01","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3550763' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241109","Magnoliophyta","Myrtales",NA,"Aragua",NA,"Colonia Tovar","-67.285166","10.407772","1800",NA,"DC.","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-15 16:37:00-03","NY","NYBG","3241150","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","D. B. Fanshawe","F3434Record No. 6998","1952","07","29","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551142' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241150","Magnoliophyta","Myrtales",NA,NA,NA,"Wauna, Aruka River",NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-15 16:37:00-03","NY","NYBG","1187508","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","F. A. Michelangeli","1400","2009","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1225433' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187508","Magnoliophyta","Myrtales","R. Goldenberg","Acre","Jordão","Rio Tarauacá, downstream from Foz de Jordão. Edge of pasture on left bank.","-71.6942","-8.7189","240",NA,"DC.","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-15 16:37:00-03","NY","NYBG","3241136","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","SEF","8711","1982","05","30","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551128' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241136","Magnoliophyta","Myrtales",NA,"Napo",NA,"Añangu, Parque Nacional Yasuní","-76.38","-0.53","260",NA,"DC.","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-15 16:37:00-03","NY","NYBG","3241124","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","M. Nee","39806","1990","11","08","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3550944' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241124","Magnoliophyta","Myrtales",NA,"Santa Cruz","Ichilo","Depto. Santa Cruz, Prov. Ichilo, in the vicinity of El Cairo, 5 km SW of Buena Vista.","-63.7","-17.47","325",NA,"DC.","325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-15 16:37:00-03","NY","NYBG","3241155","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","M. J. Jansen-Jacobs","4260","1995","06","28","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551147' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241155","Magnoliophyta","Myrtales",NA,NA,NA,"Kanuku Mts., Rupununi R., Crabwood Cr. Forest along creek.","-59.4","3.17","100",NA,"DC.","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-15 16:37:00-03","NY","NYBG","00986922","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","S. R. Lowrie","166","1980","09","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00986922","Magnoliophyta","Myrtales","J. J. Wurdack","Acre","Rio Branco","Parque Zoobotanico of Univ. Fed. do Acre","-67.8097","-9.9747",NA,"NY00986922_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-15 16:37:00-03","NY","NYBG","01538810","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","J. L. Zarucchi","5078","1987","03","27","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820663' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538810","Magnoliophyta","Myrtales","J. J. Wurdack","Antioquia","Mutatá","3 km WSW of Mutatá along road to Pavarandogrande.","-76.43","7.22","170","NY01538810_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-15 16:37:00-03","NY","NYBG","00916771","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Bowie","33",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916771","Magnoliophyta","Myrtales",NA,NA,NA,"Brazil.",NA,NA,NA,"NY00916771_01 NY00916771_02","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
