"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","maximumElevationInMeters","typeStatus","fieldNumber","verbatimLongitude","verbatimLatitude","individualCount","previousCatalogNumber"
"50","2020-09-12 05:00:02-03","US","US","3422103","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Wasum","1075","2001","5","20","South America - Neotropics","Brazil","Rio Grande do Sul","São Francisco de Paula","RS 235","-50.5835990905762","-29.4480991363525",NA,NA,"US01902359","US01902359_01 US01902359_02",NA,"830","76715","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"51","2020-09-12 05:00:02-03","US","US","2623536","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","A. P. Duarte","7692","1963","3",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra da Bocaina, Lageado",NA,NA,NA,NA,"US01902391","US01902391_01 US01902391_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"52","2020-09-12 05:00:02-03","US","US","2340631","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","8672","1959","3","19","South America - Neotropics","Brazil","Santa Catarina","São Joaquim","Curral Falso, Bom Jardim","-49.9317016601562","-28.2938995361328",NA,NA,"US01902378","US01902378_01 US01902378_02",NA,"1500","48290","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"53","2020-09-12 05:00:02-03","US","US","2404808","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","10234","1960","10","14","South America - Neotropics","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535",NA,NA,"US01902369","US01902369_01 US01902369_02",NA,"1000","12814","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"54","2020-09-12 05:00:02-03","US","US","2404792","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","9707","1960","8","11","South America - Neotropics","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535",NA,NA,"US01902375","US01902375_01 US01902375_02",NA,"1000","12814","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"55","2020-09-12 05:00:02-03","US","US","2591287A","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","F. R. Fosberg","43354","1962","10","28","South America - Neotropics","Brazil","São Paulo","Ribeirão Pires","Serra do Moji. 1/2 to 1 km West of above Santos. alto da Serra","-46.4099998474121","-23.7099990844727",NA,NA,"US01902351","US01902351_01 US01902351_02",NA,"760","10581","auto",NA,"Dicotyledonae",NA,NA,"840",NA,NA,NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","2592387A","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","G. Hatschbach","25748","1970","12","3","South America - Neotropics","Brazil","Paraná","Piraquara","Serra do Emboque","-49.0633010864258","-25.4416999816895",NA,NA,"US01902356","US01902356_01 US01902356_02",NA,"1200","12577","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","3074345","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Wasum & Students","s.n.","1986","11","8","South America - Neotropics","Brazil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,"US01902362","US01902362_01 US01902362_02",NA,"1000","30776","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","2340641","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","L. Smith & Klein, R.","8540","1956","12","9","South America - Neotropics","Brazil","Santa Catarina","Campo Alegre","Slopes of Morro Iquererim, above general tree line","-49.2655982971191","-26.1924991607666",NA,NA,"US01902384","US01902384_01 US01902384_02",NA,"1300","37493","auto",NA,"Dicotyledonae",NA,NA,"1500",NA,NA,NA,NA,"1",NA
"59","2020-09-12 05:00:02-03","US","US","2404833","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","10717","1961","1","24","South America - Neotropics","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535",NA,NA,"US01902372","US01902372_01 US01902372_02",NA,"1000","12814","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US","3248307","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","J. F. A. Baumgratz, H. C. Lima & J. C. Gomes","445","1989","6","8","South America - Neotropics","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, após a porteira do Sítio Sofronites, em direção ao hotel Faz. São João","-42.5311012268066","-22.2819004058838",NA,NA,"US01902392","US01902392_01 US01902392_02",NA,"1200","33190","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","2566926","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","G. Hatschbach","17855","1967","11","15","South America - Neotropics","Brazil","Paraná","Campina Grande do Sul","Pico Garatuva","-49.0553016662598","-25.3055992126465",NA,NA,"US01902354","US01902354_01 US01902354_02",NA,"1700","55154","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","2340604","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","5388","1957","10","24","South America - Neotropics","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535",NA,NA,"US01902381","US01902381_01 US01902381_02",NA,"1200","12814","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","2340603","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","5296","1957","10","18","South America - Neotropics","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"US01902382","US01902382_01 US01902382_02",NA,"1200","37493","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","2325443","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","9219",NA,NA,NA,"South America - Neotropics","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,"US01902377","US01902377_01 US01902377_02",NA,"950","34291","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"65","2020-09-12 05:00:02-03","US","US","3436923","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Wasum","1474","2002","4","28","South America - Neotropics","Brazil","Rio Grande do Sul","São Francisco de Paula","Estrada para Taquara","-50.5835990905762","-29.4480991363525",NA,NA,"US01902360","US01902360_01 US01902360_02",NA,"830","76715","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","2734185","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","P. Occhioni","816","1947","3","5","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","Maromba","-44.5633010864258","-22.4960994720459",NA,NA,"US01902387","US01902387_01 US01902387_02",NA,NA,"19648","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"67","2020-09-12 05:00:02-03","US","US","2732929","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. M. Klein & -- Bresolin","9869","1971","10","20","South America - Neotropics","Brazil","Santa Catarina","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,"US01902367","US01902367_01 US01902367_02",NA,"900","31105","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"68","2020-09-12 05:00:02-03","US","US","2404798","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","9820","1960","9","2","South America - Neotropics","Brazil","Santa Catarina","Garuva","Monte Christa","-48.8549995422363","-26.0266990661621",NA,NA,"US01902366","US01902366_01 US01902366_02",NA,"900","22441","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"69","2020-09-12 05:00:02-03","US","US","2325432","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. M. Klein","2374","1959","12","16","South America - Neotropics","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,"US01902376","US01902376_01 US01902376_02",NA,"900","34291","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"70","2020-09-12 05:00:02-03","US","US","2732928","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. M. Klein","9553","1971","6","24","South America - Neotropics","Brazil","Santa Catarina","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,"US01902363","US01902363_01 US01902363_02",NA,"800","31105","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"71","2020-09-12 05:00:02-03","US","US","2340619","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","6984","1958","8","21","South America - Neotropics","Brazil","Santa Catarina","São Joaquim","Serra do Oratório, Bom Jardim","-49.9317016601562","-28.2938995361328",NA,NA,"US01902379","US01902379_01 US01902379_02",NA,"1400","48290","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2020-09-12 05:00:02-03","US","US","1066332","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","G. Gardner","393","1905","1","11","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,"US01902388","US01902388_01 US01902388_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"73","2020-09-12 05:00:02-03","US","US","2592386A","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","G. Hatschbach","25381","1970","11","13","South America - Neotropics","Brazil","Paraná","Morretes","Serra Marumbi, Pico Olimpo","-48.834400177002","-25.476900100708",NA,NA,"US01902355","US01902355_01 US01902355_02",NA,"1500","30514","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","2567514","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","Klein, -- & P. Ravenna","6837","1966","10","21","South America - Neotropics","Brazil","Santa Catarina","Garuva","Monte Criats","-48.8549995422363","-26.0266990661621",NA,NA,"US01902365","US01902365_01 US01902365_02",NA,"750","22441","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"75","2020-09-12 05:00:02-03","US","US","3496655","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Goldenberg, L. Macias & V. Mansano","335","1996","6","13","South America - Neotropics","Brazil","São Paulo","Lavrinhas","12km ao NOrte de Lavrinhas, vale do Ribeirão do Braço","-44.88","-22.4564",NA,NA,"US01902344","US01902344_01 US01902344_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2020-09-12 05:00:02-03","US","US","292650","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","-. Sellow","5780",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01902341","US01902341_01 US01902341_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","2405260","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","G. Hatschbach","6576","1959","11","22","South America - Neotropics","Brazil","Paraná","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"US01902357","US01902357_01 US01902357_02",NA,"1350","41937","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"78","2020-09-12 05:00:02-03","US","US","2649750","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","L. Smith & R. M. Klein","15767","1971","12","9","South America - Neotropics","Brazil","Santa Catarina","Campo Alegre","4 km South of Campo Alegre","-49.2655982971191","-26.1924991607666",NA,NA,"US01902368","US01902368_01 US01902368_02",NA,NA,"37493","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"79","2020-09-12 05:00:02-03","US","US","2540952","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","D. R. Hunt","6376","1966","7","19","South America - Neotropics","Brazil","Santa Catarina",NA,"Serra Geral, Serra do Oratório, near road between Lauro Müller and Bom Jardim",NA,NA,NA,NA,"US01902348","US01902348_01 US01902348_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"80","2020-09-12 05:00:02-03","US","US","2404823","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","10556","1960","12","26","South America - Neotropics","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535",NA,NA,"US01902371","US01902371_01 US01902371_02",NA,"1000","12814","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US","3108939","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. M. Harley, A. Giulietti, B. L. Stannard & D. J. N. Hind","26318","1988","11","10","South America - Neotropics","Brazil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Subida do pico do campo norte do Queiroz","-41.97","-13.53",NA,NA,"US01902343","US01902343_01 US01902343_02",NA,"1600",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"82","2020-09-12 05:00:02-03","US","US","2903115","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","T. C. Plowman & G. Martinelli","10136","1980","4","22","South America - Neotropics","Brazil","Rio de Janeiro","Petrópolis","Estrada Fazenda Inglesa - Pati do Alferes. Floresta sob Regime de Preservação Permanente do IBDF","-43.1786003112793","-22.5049991607666",NA,NA,"US01902346","US01902346_01 US01902346_02",NA,"1180","36524","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"83","2020-09-12 05:00:02-03","US","US","3418431","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. A. Wasum","687","2000","10","8","South America - Neotropics","Brazil","Rio Grande do Sul","São Francisco de Paula","RS 235","-50.5835990905762","-29.4480991363525",NA,NA,"US01902358","US01902358_01 US01902358_02",NA,NA,"76715","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"84","2020-09-12 05:00:02-03","US","US","292651","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","-. Sellow","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"Mata das Puri",NA,NA,NA,NA,"US01902394","US01902394_01 US01902394_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"85","2020-09-12 05:00:02-03","US","US","2623453","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","P. Campos Porto","2826","1936","1","14","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","Itatiaia, Serra Negra","-44.5633010864258","-22.4960994720459",NA,NA,"US01902386","US01902386_01 US01902386_02",NA,NA,"19648","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"86","2020-09-12 05:00:02-03","US","US","3248308","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","J. F. A. Baumgratz","480","1990","8","19","South America - Neotropics","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Pedra Bicuda, crescendo na pedra","-42.5311012268066","-22.2819004058838",NA,NA,"US01902342","US01902342_01 US01902342_02",NA,"1400","33190","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"87","2020-09-12 05:00:02-03","US","US","2368153","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","E. Vainio","33476","1885","4","5","South America - Neotropics","Brazil","Minas Gerais",NA,"Carassa",NA,NA,NA,NA,"US01902350","US01902350_01 US01902350_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"88","2020-09-12 05:00:02-03","US","US","2404803","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","10084","1960","10","8","South America - Neotropics","Brazil","Santa Catarina","São Francisco do Sul","Monte Crista, Garuva","-48.6380996704102","-26.2432994842529",NA,NA,"US01902374","US01902374_01 US01902374_02",NA,"900","23627","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"89","2020-09-12 05:00:02-03","US","US","2646491","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","W. R. Anderson, M. Stieber & J. H. Kirkbride","35813","1972","2","11","South America - Neotropics","Brazil","Minas Gerais",NA,"Eastern slopes of Pico do Itambé",NA,NA,NA,NA,"US01902347","US01902347_01 US01902347_02",NA,"1700",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"90","2020-09-12 05:00:02-03","US","US","2404821","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","10534","1960","12","26","South America - Neotropics","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535",NA,NA,"US01902370","US01902370_01 US01902370_02",NA,"1000","12814","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","2698282","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","G. Hatschbach & Z. Ahumada","31441","1973","7","10","South America - Neotropics","Brazil","Minas Gerais","Caparaó","Parque Nacional de Caparaó","-41.9043998718262","-20.523099899292",NA,NA,"US01902389","US01902389_01 US01902389_02",NA,"2000","15056","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"92","2020-09-12 05:00:02-03","US","US","2220249","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","5383","1953","2","2","South America - Neotropics","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535",NA,NA,"US01902385","US01902385_01 US01902385_02",NA,"1300","12814","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"93","2019-11-13 11:25:24-03","USP","SPF","111880","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","Ganev, W","2273","1993","09","28",NA,"Brasil","Bahia","Abaíra","Pico do Barbado","-41.9","-13.3",NA,NA,"SPF00111880",NA,"Woodgyer, EM","1950",NA,NA,"1999",NA,NA,NA,"2033",NA,NA,"-41.9","-13.3",NA,NA
"94","2019-09-04 19:30:15-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA
"95","2016-08-23 10:59:46-03","NHMLondon","NHM-LONDON-BOT","BM000884502","S","Plantae",NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","K.F.P. Martius","949",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/8cc1cd0e1298c361c4350d08baba0956d81b3426/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,"Type",NA,"-53.08982","-10.773109",NA,"NHMUK:ecatalogue:4994242"
"96","2014-09-23 11:01:50-03","G","G-DC","G00316402","S","Plantae",NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","(DC.) Cogn.","Martius, C. F. P.","949",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00316402",NA,"CAT.HERB.PRODR.",NA,NA,NA,"2012",NA,"01","01",NA,"ISOTYPUS of Oxymeris quinquenodis DC.",NA,"-45.44222222","-18.78777778",NA,NA
"97","2019-11-21 10:09:54-03","IBt","SP","199742","S","Plantae",NA,NA,"Melastomataceae","Leandra","viridiflava","Leandra viridiflava","Brade","Brade, AC","20659","1951","04","21",NA,"Brasil","São Paulo",NA,"Serra da Bocaina",NA,NA,NA,NA,"SP003215","SP003215","Reginato, M",NA,NA,NA,"2015",NA,"03",NA,NA,"Isotype",NA,NA,NA,NA,NA
