"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","recordNumber","coordinatePrecision","geoFlag","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"221","2016-02-02 14:38:00-02","BGBM","B","B 20 0000103","S","Plantae","Cyatheaceae","Trichipteris","corcovadensis","Trichipteris corcovadensis","Copel.",NA,NA,NA,NA,"J. Miers",NA,NA,NA,"Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200000103 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200000103","B200000103",NA,NA,"149",NA,NA,NA,NA,"isosyntype","Middle and South America",NA,NA,NA,NA,NA,NA,NA
"222","2016-02-02 14:38:00-02","BGBM","B","B 20 0078336","S","Plantae","Cyatheaceae","Trichipteris","corcovadensis","Trichipteris corcovadensis","Copel.",NA,NA,NA,NA,"G. Raddi",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Endlicher, S.F.L. no. 837; Herb. Lübeck, Dr. Brehmer <a href=http://herbarium.bgbm.org/object/B200078336 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200078336","B200078336",NA,NA,NA,NA,NA,NA,NA,"type","Middle and South America",NA,NA,NA,NA,NA,NA,NA
"223","2016-02-02 14:38:00-02","BGBM","B","B 20 0078338","S","Plantae","Cyatheaceae","Trichipteris","corcovadensis","Trichipteris corcovadensis","Copel.",NA,NA,NA,NA,"A. F. Regnell","1817",NA,NA,"Brazil",NA,NA,"Prov. Minas Gerais; Caldas.",NA,NA,NA,NA,"Ex herb. Regnelli Ser. I no. 479 <a href=http://herbarium.bgbm.org/object/B200078338 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200078338","B200078338",NA,NA,"479",NA,NA,NA,NA,"type","Middle and South America",NA,NA,NA,NA,NA,NA,NA
"224","2019-02-15 11:37:17-02","IPA","IPA","14100","S","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Fernandes, I.","1999",NA,NA,"Pontual, I.","1965","02","28","Brasil","Alagoas","União dos Palmares","Engenho Santo Antônio, vivendo à margem do rio; lugar úmido sombreado.","-36.0318984985352","-9.16277980804443",NA,NA,"Planta ca. 4-5m de altura; frondes com 2,5m de comprimento a 1,2m de largura. De porte muito elegante, de cor verde enegrecido.","IPA0014100",NA,NA,NA,"84","22346","auto","Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"225","2019-02-15 11:37:17-02","IPA","IPA","45927","S","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Fernandes, I.","1999",NA,NA,"Andrade-Lima","1978","07","20","Brasil","Bahia","Jacobina","Campo Formoso","-40.5182991027832","-11.1806001663208",NA,NA,NA,"IPA0045927",NA,NA,NA,"78-8451","62396","auto","Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"226","2019-02-15 11:37:17-02","IPA","IPA","42863","S","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Fernandes, I.","1999",NA,NA,"Andrade-Lima","1978","07","21","Brasil","Bahia","Jacobina","Campo Formoso","-40.5182991027832","-11.1806001663208",NA,NA,NA,"IPA0042863",NA,NA,NA,"78-8482","62396","auto","Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"227","2019-07-26 11:39:51-03","IPA","IPA","14606","S","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Fernandes, I.","1999",NA,NA,"Pontual, I.","1967","02","03","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional do Itatiaia, próximo a sede do Museu.","-43.2075004577637","-22.9027996063232",NA,NA,"Planta arborescente, ca. 2m de altura, fronde profundamente partida, bipinatissecta.","IPA0014606",NA,NA,NA,"442","57442","auto","Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"228","2019-02-15 11:37:17-02","IPA","IPA","56539","S","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Fernandes, I.","1999",NA,NA,"Carvalho, A.M. de; Thomas, W.; Santos, T.S. dos; et al.; Thomas, W.; Santos, T.S. dos; et al.","1991","09","11","Brasil","Bahia","Uruçuca","Distrito de Serra Grande, 7,3 km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.016667","-14.416667","-39.016667","-14.416667","Crescendo no interior da mata. Soros ferrugíneos.","IPA0056539",NA,NA,NA,"3576",NA,NA,"Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"229","2019-02-15 11:37:17-02","IPA","IPA","67287","S","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Santiago, A.","2003","05","29","Félix, L.P.; Alcina Viana; Oliveira, J.B.S.; Alcina Viana; Oliveira, J.B.S.","2003","03","15","Brasil","Alagoas","Ibateguara","Usina Serra Grande, Coimbra, mata do varjão. Locais sombrios no interior da mata.","-35.856667","-8.9975","-35.856667","-8.9975","Arborescente, folhas ca. 2m de comprimento, pecíolo negro e verde.; Mata Atlântica. Floresta Ombrófila Aberta Submontana. Latossolo amarelo distrófico.","IPA0067287",NA,"397","397","9859",NA,NA,"Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"230","2019-02-15 11:37:17-02","IPA","IPA","45924","S","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin",NA,NA,NA,NA,"Andrade-Lima","1978","07","20","Brasil","Bahia","Jacobina","Campo Formoso","-40.5182991027832","-11.1806001663208",NA,NA,NA,"IPA0045924",NA,NA,NA,"78-8452","62396","auto","Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"231","2019-02-15 11:37:17-02","IPA","IPA","25761","S","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Fernandes, I.","1999",NA,NA,"Mori, S.A.; Thompson, C.B.; Thompson, C.B.","1978","10","29","Brasil","Bahia","Una","km 17 da estrada que liga a rodovia BR-101 (São José) à Rod. BA-215.","-39.0752983093262","-15.2932996749878",NA,NA,"Arborescente, 4m x 8cm. Folhas com 1,9m de comprimento, dos quais 60cm são de pecíolo. 9 folíolos em cada lado e um folíolo terminal.; Região de Mata Higrófila Sul Baiana.","IPA0025761",NA,NA,NA,"11013","36070","auto","Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"232","2019-08-27 13:34:57-03","IAP","PACA-AGP","69816.2","PreservedSpecimen","Plantae","Cyatheaceae","Alsophila","campestrium","Alsophila campestrium","Sehnem","A. Sehnem",NA,NA,NA,"Sehnem, A.","1951","01","10","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,"Habitat: arborescens in silva campestri","PACA069816-2",NA,"1000","1000","5504","70701","auto","Pteridophyta","Polypodiales","Isotipo",NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"233","2019-08-27 13:34:57-03","IAP","PACA-AGP","6908","PreservedSpecimen","Plantae","Cyatheaceae","Alsophila","corcovadensis","Alsophila corcovadensis","C. Chr.",NA,NA,NA,NA,"Bruxel","1935",NA,NA,"Brasil","SC",NA,NA,NA,NA,NA,NA,NA,"PACA006908",NA,NA,NA,NA,NA,NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"234","2019-08-27 13:34:57-03","IAP","PACA-AGP","88042","PreservedSpecimen","Plantae","Cyatheaceae","Alsophila","corcovadensis","Alsophila corcovadensis","C. Chr.","A. A. Ohlweiler",NA,NA,NA,"Ohlweiler, A. A.","1995","08","20","Brasil","PR","Paranaguá","Ilha do Mel, Morro do Forte","-48.5092010498047","-25.5200004577637",NA,NA,"Tronco de aprox. 3 m de altura. Habitat: Terrícola, umbrófilo.","PACA088042",NA,"100","100","184","24916","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"235","2019-08-27 13:34:58-03","IAP","PACA-AGP","112358","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Burmeister, E.L.","2011","04","23","Burmeister, E.L.","2011","04","23","Brasil","RS","Três Cachoeiras",NA,"-49.914192","-29.416453","49°54'51.09W","29°24'59.23S","Ecossistema: floresta ombrófila densa","PACA112358",NA,NA,NA,"8",NA,NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"236","2019-12-06 13:59:46-03","IAP","PACA-AGP","69818","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Hatschbach, G.","1961","06","26","Brasil","PR","Campina Grande do Sul","Rod. BR-2, Bezerro","-49.0553016662598","-25.3055992126465",NA,NA,"ASSL 14225; &nf;HOLOTIPO de Alsophila elegans Mart. var. crenato-serrata Sehnem Habitat: in silva higrophila","PACA069818","PACA069818",NA,NA,"8242","55154","auto","Pteridophyta","Polypodiales","Holotipo",NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"237","2019-08-27 13:34:58-03","IAP","PACA-AGP","71776","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Y. Saito","1964","09","04","Brasil","PR","Curitiba","Bom Retiro","-49.2731018066406","-25.4277992248535",NA,NA,"arbusto ca. 1m alt.; folhas grandes","PACA071776",NA,NA,NA,"222","25180","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"238","2019-10-18 16:50:14-03","IAP","PACA-AGP","71864","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995","19",NA,"Hatschbach, G.","1967","08","09","Brasil","PR","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,"tronco 2 m de alt.; 7 cm diâmetro Habitat: interior de mata pluvial de encosta de morro","PACA071864",NA,"100","100","16914","37295","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"239","2019-12-06 13:59:46-03","IAP","PACA-AGP","69864","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Hatschbach, G.","1969","12","13","Brasil","PR","Ponta Grossa","Fortaleza","-50.1618995666504","-25.0949993133545",NA,NA,"xaxim 1,5m frondes ate 1m; &nf;PARATIPO de Alsophila serrae Sehnem; Alsophila christiana Sehnem = nom. nud.; ASSL 10883 Habitat: orla de capão","PACA069864","PACA069864",NA,NA,"23226","46557","auto","Pteridophyta","Polypodiales","Paratipo",NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"240","2019-12-06 13:59:46-03","IAP","PACA-AGP","69855","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Hatschbach, G.","1963","12","22","Brasil","PR","Porto Amazonas","Fazenda São Luiz","-49.8903007507324","-25.5447006225586",NA,NA,"tronco 1m50, folhas até 70 cms. Compr.; ASSL 14227; &nf;PARATIPO de Alsophila campestrium Sehnem; Habitat: zona de campo, junto a córrego","PACA069855","PACA069855","780","780","10796","14684","auto","Pteridophyta","Polypodiales","Paratipo",NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"241","2020-12-21 16:37:27-03","IAP","PACA-AGP","71859","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernendes","1995",NA,NA,"Castellanos, A.","1964","09","24","Brasil","RJ","Rio de Janeiro","Floresta da Tijuca, estrada Visconde do Bom Retiro","-43.2075004577637","-22.9027996063232",NA,NA,"Herb.GUA 4386 Habitat: Floresta da Tijuca","PACA071859",NA,NA,NA,"25657","57442","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"242","2019-08-27 13:34:58-03","IAP","PACA-AGP","71869","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"J. P. Carauta","1976","01","05","Brasil","RJ","Rio de Janeiro","Parque Nacional da Tijuca, caminho do Encanamento","-43.2075004577637","-22.9027996063232",NA,NA,"Instituto de Conservação da Natureza No 11380 Habitat: à beira do riacho","PACA071869",NA,NA,NA,"1850","57442","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"243","2019-08-27 13:34:58-03","IAP","PACA-AGP","71871","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Sehnem, A.","1959","07","26","Brasil","RJ","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"Habitat: in silva Hábito: arborescente","PACA071871",NA,"800","800","7500","57442","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"244","2019-08-27 13:34:58-03","IAP","PACA-AGP","69863","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Reitz, R.","1943","03","04","Brasil","SC","Biguaçu","Antinha","-48.6556015014648","-27.4941997528076",NA,NA,"PARATIPO de Alsophila serrae Sehnem; Alsophila christiana Sehnem = nom. nud.; ASSL 889 Habitat: arborescens in silva Hábito: arborescente","PACA069863","PACA069863","500","500",NA,"20442","auto","Pteridophyta","Polypodiales","Paratipo",NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"245","2019-08-27 13:34:58-03","IAP","PACA-AGP","71773","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Reitz, R.","1958","02","04","Brasil","SC","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"Habitat: mata","PACA071773",NA,"900","900","6399","37493","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"246","2019-08-27 13:34:58-03","IAP","PACA-AGP","71865","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"R. M. Klein","1965","09","15","Brasil","SC","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,"Habitat: capoeirâo Hábito: arbusto","PACA071865",NA,"200","200","6236","27000","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"247","2019-08-27 13:34:58-03","IAP","PACA-AGP","69854","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Sehnem, A.","1948","01","10","Brasil","SC","Florianópolis","Morro do Antão","-48.5491981506348","-27.596700668335",NA,NA,"ISOTIPO de Alsophila acantha Sehnem Habitat: arborescens in silva Hábito: arborescente","PACA069854","PACA069854",NA,NA,"3152","27000","auto","Pteridophyta","Polypodiales","Isotipo",NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"248","2019-12-06 13:59:46-03","IAP","PACA-AGP","69815","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Sehnem, A.","1948","01","10","Brasil","SC","Florianópolis","Morro do Antão","-48.5491981506348","-27.596700668335",NA,NA,"HOLOTIPO de Alsophila acantha Sehnem Habitat: arborescens in silva Hábito: arborescente","PACA069815","PACA069815_1 PACA069815_2","200","200","3142","27000","auto","Pteridophyta","Polypodiales","Holotipo",NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"249","2019-08-27 13:34:58-03","IAP","PACA-AGP","69816","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Fernandes, I.","1995",NA,NA,"Sehnem, A.","1951","01","10","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,"HOLOTIPO de Alsophila campestrium Sehnem Habitat: arborescens in silva campestri Hábito: arborescente","PACA069816","PACA069816_1 PACA069816_2","1000","1000","5504","70701","auto","Pteridophyta","Polypodiales","Holotipo",NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"250","2019-08-27 13:34:58-03","IAP","PACA-AGP","71857","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"E. A. Lopes","1980","10","09","Brasil","SP","Cananéia","Ilha do Cardoso, Morro do Jacareu","-47.9199981689453","-25.0100002288818",NA,NA,"Plantas arbustiva com ca. 3 m de altura. Hábito: arbusto","PACA071857",NA,NA,NA,"54","37574","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"251","2019-08-27 13:34:58-03","IAP","PACA-AGP","71775","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Hatschbach, G.","1973","08","14","Brasil","SC","Campo Largo","Javacaen",NA,NA,NA,NA,"xaxim espinhoso 1,5m de tronco&nf;mistura com A. decipiens Fée Habitat: in silva","PACA071775",NA,NA,NA,"32288a",NA,NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"252","2019-08-27 13:34:58-03","IAP","PACA-AGP","71785","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"P. L. Krieger","1971","05","14","Brasil","MG","Dias Tavares",NA,NA,NA,NA,NA,"feto arborescente (3-4m); caule um tanto espinhoso (restos dos pecíolos foliares) com mais de 12 frondes no topo (esporos p/ germinar) Habitat: na mata Hábito: arborescente","PACA071785",NA,NA,NA,"10534",NA,NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"253","2019-08-27 13:34:58-03","IAP","PACA-AGP","71786","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Sehnem, A.","1967","02","04","Brasil",NA,NA,"Serra do Itatiaia. Parque",NA,NA,NA,NA,"Habitat: in silva Hábito: arborescente","PACA071786",NA,NA,NA,"9081",NA,NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"254","2019-08-27 13:34:58-03","IAP","PACA-AGP","71813","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"H. E. Strang","1962","04","30","Brasil","MG",NA,"Morro Cavado",NA,NA,NA,NA,"Herbario GUA n.1351","PACA071813",NA,NA,NA,"389",NA,NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"255","2019-08-27 13:34:58-03","IAP","PACA-AGP","85693","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin",NA,NA,NA,NA,"I. Fernandes","2000","11","14","Brasil","BA",NA,"município de Uma, Reserva Biológica de Uma",NA,NA,NA,NA,"arborescente, caule 2,5 m altura, folhas ca. 2,7 m de comp. Habitat: freq6uente na mata ao longo da estrada pela rodov. BA-001","PACA085693",NA,NA,NA,"1496",NA,NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"256","2019-10-25 11:09:31-03","IAP","PACA-AGP","88078","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","M. Almeida-Neto","1997","09",NA,"M. Almeida-Neto","1997","09","07","Brasil","PR","Guaratuba",NA,"-48.574694","-25.882806","48º34'28.9W","25º52'58.1S","HASU 13045 Habitat: Mata úmida de encosta sobre morro no litoral","PACA088078",NA,NA,NA,"312",NA,NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"257","2019-08-27 13:34:58-03","IAP","PACA-AGP","90571","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","M.A. Kieling-Rubio","2005","05","12","R. Wasum","2005","04","20","Brasil","PR","Mallet",NA,"-50.844056","-25.82875","50°50'38,6W","25°49'43,5S","Habitat: interior da mata","PACA090571",NA,"853","853","2812",NA,NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"258","2019-08-27 13:34:58-03","IAP","PACA-AGP","93282","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Schmitt, J.L.","2004","12","22","Schmitt, J.L.","2004","12","22","Brasil","RS","Três Cachoeiras","Lageadinho.","-49.90825","-29.409683","49°54.495'W","29°24.581'S","Habitat: Floresta Atlântica.","PACA093282",NA,NA,NA,"36",NA,NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"259","2019-08-27 13:34:58-03","IAP","PACA-AGP","71972","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"I. Pontual","1965","03","02","Brasil","AL","União dos Palmares","Engenho Santo Antonio","-36.0318984985352","-9.16277980804443",NA,NA,"planta com ca. 5 m, de porte muito elegante, de cor verde escuro Habitat: dentro de mata, lugar úmido e sombreado","PACA071972",NA,NA,NA,"65-84","22346","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"260","2019-08-27 13:35:01-03","IAP","PACA-AGP","71971","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"I. Pontual","1965","11","28","Brasil","AL","União dos Palmares","Eng. Santo Antonio","-36.0318984985352","-9.16277980804443",NA,NA,"ASSL 14167a&nf;planta de 4 a 5 metros altura , frondes com 2,5 m de comprimento a 1,2 de largura; de porte muito elegante, cor verde enegrecido Habitat: margem de rio, local úmido e sombreado","PACA071971",NA,NA,NA,"65-84","22346","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"261","2019-08-27 13:34:58-03","IAP","PACA-AGP","71860","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Hatschbach, G.","1975","12","16","Brasil","PR","Adrianópolis","Col. Sete Barras","-48.9911003112793","-24.6571998596191",NA,NA,"xaxim 2,5m, tronco espinhoso ca 8-10 cm diâmetro, frondes 1,5m Habitat: mata pluvial encosta de morro","PACA071860",NA,"250","250","37858","49901","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"262","2019-08-27 13:34:58-03","IAP","PACA-AGP","71774","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Hatschbach, G.","1971","01","06","Brasil","PR","Balsa Nova","Serra Sao Luis","-49.6356010437012","-25.5839004516602",NA,NA,"xaxim 1,5m de alt., diâmetro 25 cm, frondes 1,8m Habitat: mata encosta da Cuesta Devoniana","PACA071774",NA,"1100","1100","25941","27346","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"263","2019-08-27 13:34:58-03","IAP","PACA-AGP","71874","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Hatschbach, G.","1961","06","26","Brasil","PR","Campina Grande do Sul","Rod. BR-2, Bezerro","-49.0553016662598","-25.3055992126465",NA,NA,"ASSL 14225&nf;tronco ca. 1,5m de altura, folhas 1,5m de comp. Habitat: mata higrófila","PACA071874",NA,NA,NA,"s/n","55154","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"264","2019-08-27 13:34:58-03","IAP","PACA-AGP","71778","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Hatschbach, G.","1973","08","14","Brasil","PR","Campo Largo","Javacaen","-49.5283012390137","-25.4585990905762",NA,NA,"xaxim 1,5m espinhoso; frondes 1,5m Habitat: mata","PACA071778",NA,NA,NA,"32288","53742","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"265","2019-08-27 13:34:58-03","IAP","PACA-AGP","71868","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"Hatschbach, G.","1970","03","17","Brasil","PR","Morretes","Col. Floresta","-48.834400177002","-25.476900100708",NA,NA,"xaxim 1,5 m; frondes 1,5 m Habitat: mata pluvial, vertente atlântica","PACA071868",NA,"100","100","24038","30514","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"266","2019-08-27 13:34:58-03","IAP","PACA-AGP","69856","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin",NA,NA,NA,NA,"Hatschbach, G.","1963","03","31","Brasil","PR","Palmeira","Rod. BR-2, Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,"PARATIPO de Alsophila elegans Mart. var. crenato-serrata Sehnem&nf;Material não revisado por I. Fernandes, possivelmente trata-se de Cyathea corcovadensis (Raddi) Domin; ASSL 14226 Habitat: do capão","PACA069856","PACA069856",NA,NA,"9982","35166","auto","Pteridophyta","Polypodiales","Paratipo",NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"267","2019-08-27 13:34:58-03","IAP","PACA-AGP","71862","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","I. Fernandes","1995",NA,NA,"R. Hertel","1946","02",NA,"Brasil","PR","Paranaguá","Caiobá","-48.5092010498047","-25.5200004577637",NA,NA,"ASSL 9222&nf;planta jovem","PACA071862",NA,NA,NA,NA,"24916","auto","Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
