"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","447961","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","L. A. Mattos Silva","1979","06","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71932' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447961","Magnoliophyta","Sapindales","Mart.","T. D. Pennington","512","Bahia","Ilhéus","Km 10 da Rod. Ilhéus/Olivença. Ramal à direita. Próximo ao nivel do mar.","-39.03","-14.88","NY00447961_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02104647","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","L. Nusbaumer","2014","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511807' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104647","Magnoliophyta","Sapindales","Mart.",NA,"3900","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, localité de Quebrangulo.","-36.419396","-9.252631",NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","447982","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","R. M. Harley","1977","01","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71941' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447982","Magnoliophyta","Sapindales","Mart.","T. D. Pennington","18298","Bahia",NA,"6 km E of Una along the old road to Pedras, by the sea.","-39.02","-15.28","NY00447982_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","447964","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","L. A. Mattos Silva","1980","07","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71947' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447964","Magnoliophyta","Sapindales","Mart.","P. Acevedo-Rodríguez","988","Bahia","Belmonte","Ramal para Mogiquiçaba, com entrada no km 23 da Rod. Belmonte/Itapebi.","-38.88","-15.86","NY00447964_01","80","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","447942","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","B. Braga","1969","09","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71977' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447942","Magnoliophyta","Sapindales","Mart.",NA,"SPSF5622","São Paulo","Sao Paulo","Serra da Cantareira, Capital.","-46.63","-23.5403","NY00447942_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","685171","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","F. N. Costa","2001","06","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=887085' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685171","Magnoliophyta","Sapindales","Mart.","F. N. Costa","278","São Paulo","Cananéia","Estrada para Ariri","-48.04","-24.9980556","NY00685171_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","447962","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","T. S. dos Santos","1978","07","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71933' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447962","Magnoliophyta","Sapindales","Mart.","T. D. Pennington","3283","Bahia","Canavieiras","Rod. Canavieiras/Camaca (BA 270), a 20 km W de Canavieiras.","-39.0888968","-15.5444487","NY00447962_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","447987","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","S. A. Mori","1978","06","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71943' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447987","Magnoliophyta","Sapindales","Mart.","T. D. Pennington","10182","Bahia","Una","Estrada que liga a Rod. BR 101 (Sao José) com BA 215, a 17 km da entrada. Folha SE-24 (15-39c).","-39.2540887","-15.1469363","NY00447987_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01132164","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","W. Hoehne","1946","05","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1291145' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132164","Magnoliophyta","Sapindales","Mart.","W. Hoehne","s.n.","São Paulo",NA,"Cidade Jardim.","-46.698324","-23.591462","NY01132164_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1016105","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","G. G. Hatschbach","1986","05","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141472' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016105","Magnoliophyta","Sapindales","Mart.","G. G. Hatschbach","50370","Paraná","Antonina","Rio do Cedro, Porto das Moças.","-48.7117","-25.4286","NY01016105_01","20","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","447983","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","A. M. V. de Carvalho","1995","09","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447983","Magnoliophyta","Sapindales","Mart.","T. D. Pennington","6097","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una.","-39.08","-15.15","NY00447983_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","447980","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","O. T. Aguiar","1978","05","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71940' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447980","Magnoliophyta","Sapindales","Mart.","T. D. Pennington","SPSF5726","São Paulo","Sao Paulo","Serra da Cantareira. (Estrada para a Pedra Grande).","-46.63","-23.5403","NY00447980_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","447956","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","N. T. da Silva","1964","07","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71961' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447956","Magnoliophyta","Sapindales","Mart.","T. D. Pennington","58306","Bahia","Itabuna","CEPLAC.","-39.2803","-14.7858","NY00447956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02862541","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","S. J. da Silva Neto","1997","05","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3185194' target='other'> <mi>dwc_moreinfo</mi></a>","NY02862541","Magnoliophyta","Sapindales","Mart.",NA,"1196","Rio de Janeiro","Duque de Caxias","Trilha ao redor do lago da barragem. Reserva da Petrobras","-43.233333","-22.516667","NY02862541_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","447968","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","F. C. Hoehne","1932","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71967' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447968","Magnoliophyta","Sapindales","Mart.","T. D. Pennington","29665","São Paulo","Sao Paulo","Parque do Estado.","-46.621883","-23.654505","NY00447968_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","447976","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","L. Riedel",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71936' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447976","Magnoliophyta","Sapindales","Mart.","T. D. Pennington","s.n.",NA,NA,"Brasilia",NA,NA,"NY00447976_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","447955","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","Collector info in notes","1978","05","08","South America","Brazil","sheet",NA,"[Collector on label is : J.S.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71931' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447955","Magnoliophyta","Sapindales","Mart.","T. D. Pennington","80","Espírito Santo","Linhares","Reserva florestal CVRD.","-40.0719","-19.3911","NY00447955_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","517223","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","A. M. V. de Carvalho","1993","07","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71945' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517223","Magnoliophyta","Sapindales","Mart.","M. S. Ferrucci","4269","Bahia","Ilhéus","Estrada Pontal/Buerarema, colectas entre os Km 23 a 30","-39.0492","-14.7892","NY00517223_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","447985","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","A. M. Amorim","1995","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447985","Magnoliophyta","Sapindales","Mart.","P. Acevedo-Rodríguez","1732","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Coletas efetuadas na estrada principal que corta a REBIO, próximo à Picada do Principe.","-39.08","-15.15","NY00447985_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","337810","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","Martii Herbar. Florae Brasil.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00337810","Magnoliophyta","Sapindales","Mart.",NA,"247",NA,NA,"Prope Cujabá","-56.043867","-15.612755","NY00337810_01",NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","447965","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","L. A. Mattos Silva","1983","11","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71934' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447965","Magnoliophyta","Sapindales","Mart.","T. D. Pennington","1701","Bahia","Ilhéus","Fazenda Barra do Manguinho. Km 12 da Rod. Ilhéus/Olivença/Una (BA 001). Areial em frente a sede da Fazenda.","-39.0241912","-14.8671974","NY00447965_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","447960","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","R. P. Belém","1966","11","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71975' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447960","Magnoliophyta","Sapindales","Mart.","T. D. Pennington","2839","Bahia","Santa Cruz Cabrália","Santa Cruz Cabrália.","-39.039317","-16.289196","NY00447960_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","447971","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","W. Hoehne","1946","05","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71957' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447971","Magnoliophyta","Sapindales","Mart.","W. Hoehne","SPF13415","São Paulo","Sao Paulo","Cidade Jardim.","-46.698324","-23.591462","NY00447971_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","337809","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","Martii Herbar. Florae Brasil.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00337809","Magnoliophyta","Sapindales","Mart.",NA,"247",NA,NA,"Prope Cujabá","-56.043867","-15.612755","NY00337809_01",NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","823054","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","J. C. Lindeman","1967","07","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823054","Magnoliophyta","Sapindales","Mart.","J. C. Lindeman","5583","Rio de Janeiro",NA,"Parque Nacional do Itatiaia, ca. 15 km up road from Via Dutra, Rio - S. Paulo",NA,NA,"NY00823054_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","447979","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","O. T. Aguiar","1978","05","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71939' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447979","Magnoliophyta","Sapindales","Mart.","T. D. Pennington","SPSF5724","São Paulo","Sao Paulo","Serra da Cantareira. Estrada dos escoteiros.","-46.63","-23.5403","NY00447979_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","447957","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","R. P. Belém","1966","06","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447957","Magnoliophyta","Sapindales","Mart.","T. D. Pennington","2592","Bahia","Santa Cruz Cabrália","2-4 Km a W de Sta. Cruz de Cabrália, pela estrada antiga. Folha SE-24 (16-39c).","-39.0440986","-16.2986237","NY00447957_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","685941","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","I. Cordeiro","1994","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685941","Magnoliophyta","Sapindales","Mart.","I. Cordeiro","1387","São Paulo","Sao Paulo","Interlagos, SESC Interlagos.","-46.63","-23.5403","NY00685941_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1019467","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","S. de V. A. Pessôa","1994","06","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282810' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019467","Magnoliophyta","Sapindales","Mart.",NA,"726","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas. Estrada entre a porteira e a bifurcacao o para a represa de Juturnaiba.","-42.3917","-22.6508","NY01019467_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02103906","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","L. Nusbaumer","2014","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511787' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103906","Magnoliophyta","Sapindales","Mart.",NA,"3874","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, localité de Quebrangulo.","-36.419396","-9.252631","NY02103906_01","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","985207","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","I. Silberbauer-Gottsberger","1982","11","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078517' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985207","Magnoliophyta","Sapindales","Mart.",NA,"14-21182","Maranhão","São Luís","Ilha de São Luís, Olho D'Água, 10km NNE from the center of the city.","-44.25","-2.5","NY00985207_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","447989","PreservedSpecimen","Plantae","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","A. S. Tavares","1987","11","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71953' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447989","Magnoliophyta","Sapindales","Mart.","P. Acevedo-Rodríguez","362","Pará",NA,"Ilha de Marajó. Rio Mucuans, afluente do Rio Anajás, em frente de cidade Anajás.","-49.9381","-0.9844","NY00447989_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
