"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"1","2021-03-15 16:37:00-03","NY","NYBG","645103","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) K.Schum.","P. G. Delprete","A. C. Brade","18211","1946","05","15","South America","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645103","NY00645103_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","503430","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) K.Schum.","P. G. Delprete","A. M. Amorim","2886","1999","04","21","South America","Brazil","Bahia","Jussari","Mun. de Jussari/Palmira. Entrada ca. 7.5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261117' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503430","NY00503430_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","645101","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) K.Schum.","P. G. Delprete","P. Occhioni","995","1947","03","25","South America","Brazil","Rio de Janeiro",NA,"Parque Nacional de Itatiaia - Lote 26","-44.65833","-22.358","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261114' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645101","NY00645101_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","02692643","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.f.",NA,"R. R. Guedes",NA,"1992","03","13","South America","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Parcela 12D - Vertente Leste do Morro da Pacas. Mata de encosta úmida.","-42.833333","-22.433333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2987850' target='other'> <mi>dwc_moreinfo</mi></a>","NY02692643","NY02692643_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","02692638","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.f.",NA,"R. R. Guedes",NA,"1992","03","13","South America","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Parcela 12D - Vertente Leste do Morro da Pacas. Mata de encosta úmida.","-42.833333","-22.433333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2987845' target='other'> <mi>dwc_moreinfo</mi></a>","NY02692638","NY02692638_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","02886306","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) K.Schum.","M. Lopes","P. Fiaschi","2909","2005","06","21","South America","Brazil","Bahia","Almadina","Serra do Corcovado, 9,8Km a SW de Coarací na estrada para Almadina, daí, ao N atpe a Fazenda São José. Proprietário Sr. Francsico.","-39.6033","-14.7058","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2475372' target='other'> <mi>dwc_moreinfo</mi></a>","NY02886306","NY02886306_01","650","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","645102","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) K.Schum.","P. G. Delprete","A. C. Brade","18211","1946","05","15","South America","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261115' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645102","NY00645102_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","645105","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) K.Schum.","P. G. Delprete","B. Berlin","913","1973","03","10","South America","Peru","Amazonas",NA,"Village of Kusu, Rio Numpatakai (tributary of Canepa)",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645105",NA,"335.3","396.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1552070","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.f.",NA,"J. M. A. Braga","2581","1995","08","01","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Microparcela B.","-44.65833","-22.35833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1434715' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552070","NY01552070_01","795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","645100","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) K.Schum.","P. G. Delprete","G. G. Hatschbach","38893","1976","07","10","South America","Brazil","Goiás","Caldas Novas","Serra de Caldas","-48.6247","-17.7419","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261118' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645100","NY00645100_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","01198250","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.f.","A. M. Amorim","W. W. Thomas","13366","2003","03","15","South America","Brazil","Bahia","Jussari","Fazenda Serra do Teimoso, Reserva Serra do Teimoso. Near top of mountain, in area near source of the Riberao da Bica.","-39.5425","-15.0956","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=411172' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198250","NY01198250_01","750","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","645104","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) K.Schum.","P. G. Delprete","B. A. Krukoff","10759","1939","09","12","South America","Bolivia","La Paz","Larecaja","Tuiri (near Mapiri, on left bank of Rio Mapiri)","-68.222787","-15.309265","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645104",NA,"490","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1552071","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.f.",NA,"J. M. A. Braga","2581","1995","08","01","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Microparcela B.","-44.65833","-22.35833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1434720' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552071","NY01552071_01","795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:20:47-03","UFRJ","RFA","24642","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.f. ex K.Schum.","M. Gomes","A. Quinet","100901 (17/026)","2000","07","31",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Lumiar, Santa Luzia","-42.291389","-22.384444",NA,"Árvore com 13 m de altura e DAP de 56 cm, frutos secos amarronzados, comum no local","RFA42865",NA,"650","650","2000","08","25","42º17'29''W","22º23'4''S",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-13 09:20:47-03","UFRJ","RFA","25726","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.f. ex K.Schum.","M .Gomes","A. Quinet","43/54","2000","11","28",NA,"Brasil","Rio de Janeiro","Magé","Distrito Piabetá","-43.124444","-22.573333",NA,"Árvore, 6 m de altura, DAP 22 cm, folha verde discolor, comum no local, provoca coceira","RFA42860",NA,"200","200","2000","12","12","43º7'28''W","22º34'24''S",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:20:47-03","UFRJ","RFA","25975","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.f. ex K.Schum.","M. Gomes","A. Quinet","25/58","2000","12","17",NA,"Brasil","Rio de Janeiro","Magé","piabetá, estrada do matão nº 100, Cachoeira Grande","-43.121667","-22.568889",NA,"Árvore, 7 m de altura, 17 cm de DAP, folha discolor verde, flor branca, comum no local","RFA42867",NA,"290","290","2001","02","23","43º7'18''W","22º34'8''S",NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:20:47-03","UFRJ","RFA","27792","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.f. ex K.Schum.","M. Gomes","Flávio Brito Pereira","jul-90","2001","04","26",NA,"Brasil","Rio de Janeiro","Silva Jardim","Fazenda Novo Horizonte","-42.486389","-22.538056",NA,"Árvore, 6 m de altura, 8 cm de DAP, folha verde, comum no local","RFA42857",NA,"34","34",NA,NA,NA,"42º29'11''W","22º32'17''S",NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:32:18-03","UFRJ","RFA","39529","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.f. ex K.Schum.","Sebastião Neto","Finotti R.; Caruzo J.","21",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Interior de fragmento florestal localizado na propriedade do Sr. Renato Cozzolino","-42.909444","-22.536944",NA,"PAP 20 cm. Habito: Arvore","RFA24489",NA,"50","50",NA,NA,NA,"42º54'34''W","22º32'13''S",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:20:47-03","UFRJ","RFA","19748","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.f. ex K.Schum.","J.H. Kirkbride, Jr.","G.G. Hatschbach","38893","1976","07","10",NA,"Brasil","Goiás","Caldas Novas","Serra das caldas","-48.625","-17.74169921875",NA,"Matinha de galeria, encosta de morro. Flor alva. Habito: Arbusto","RFA16559",NA,NA,NA,"1978",NA,NA,NA,NA,"36612","auto",NA,NA,NA,NA,NA
"20","2020-11-13 09:20:47-03","UFRJ","RFA","27208","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.f. ex K.Schum.","M. Gomes","Flávio Brito Pereira","53/68","2001","01","30",NA,"Brasil","Rio de Janeiro","Sapucaia","3º Distrito","-42.9143981933594","-21.9950008392334",NA,"Arbusto, 5 m de altura, 4 cm de DAP, folha verde, comum no local","RFA42862",NA,NA,NA,"2001","03","23","42º50'77''W","22º4'79''S","27567","auto",NA,NA,NA,NA,NA
"21","2021-03-30 12:47:34-03","EAO","IAN","110234","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) K.Schum.","Sucre, D","Occhioni, P","995","1947","03","25","Southern America","Brasil","Rio de Janeiro",NA,"Parque Nacional de Itatiaia, lote 26.",NA,NA,NA,NA,"IAN110234",NA,NA,NA,"1960","04","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:23:21-03","UFBA","ALCB","86629","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.f. ex K.Schum.","Guedes, ML","Ramos, C.H.A.; Alves, L. de J.; Santos, CE","356","2008","09","16","Southern America","Brasil","Bahia","Itacaré","Litoral Sul, Mata da Antena","-39.711111","-14.167222",NA,"Folhas cartáceas, discolores. Frutos imaturos verdes e secos de cor marrom.",NA,NA,NA,NA,"2009","01",NA,"-39.711111","-14.167222",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:23:21-03","UFBA","ALCB","92540","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.f. ex K.Schum.","Guedes, ML","Guedes, ML; Alves, L. de J.; Loureiro, DM; Oliveira, ARJ; Santos, EC","16411","2009","07","14","Southern America","Brasil","Bahia","Itagibá","Litoral Sul, Mata do Cacau","-39","-14",NA,"de ca 7 m dealtura. Folhas cartáceas, discolores. Folhas pubescentes. frutos imaturos verdes.",NA,NA,NA,NA,"2010","01",NA,"-39","-14",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:24:04-03","UFBA","ALCB","121175","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Schizocalyx","cuspidatus","Schizocalyx cuspidatus","(A.St.-Hil.) Kainul. & B. Bremer","Gomes, FS","Gomes, FS","1394","2013","05","18","Southern America","Brasil","Bahia","Mascote",NA,"-39.503611","-15.775",NA,"Folhas com estípulas longas, pêlos híspidos nos ramos, pecíolos e nervura central .","ALCB049527","ALCB049527",NA,NA,"2013","11",NA,"-39.503611","-15.775",NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:22:30-03","NBC","NL-BOTANY","U.1553919","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A.St.-Hil.) Hook.","Delprete PG","Amorim AM; Forzza RC; Jardim JG; Juchum FS; Sant'Ana SC da",NA,"1999","04","21","Southern America","Brazil","Bahia",NA,"Brasil. Bahia. Mun. de Jussari/Palmira. Entrada c. 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,"Mata mesofila.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1553919 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1553919","NL-U1553919",NA,NA,NA,NA,NA,"-39.528611","-15.158056",NA,NA,"Magnoliopsidae","U 0251415",NA,NA,NA
"26","2020-11-04 11:18:06-03","ESALQ","ESA","131701","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata",NA,"Souza, V.C.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36906.0","2013","11","03",NA,"Brasil","Rio de Janeiro","Porto Real","Fragmento 4700 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-44.2902984619141","-22.4197006225586",NA,"Árvore","ESA131701",NA,NA,NA,"2013",NA,NA,NA,NA,"9877","auto",NA,NA,NA,NA,NA
"27","2020-11-04 11:18:06-03","ESALQ","ESA","118609","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata",NA,"Zappi, D.C.","Boudet Fernandes, H.Q.","3200.0","1997","03","01",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,"Arvoreta 6m, DAP 7cm. Flores brancas (5).","ESA118609",NA,NA,NA,NA,NA,NA,"-40,530,278","-19,971,389","23813","auto",NA,NA,NA,NA,NA
"28","2020-11-04 11:18:06-03","ESALQ","ESA","121610","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata",NA,"Souza, V.C.","Souza, V.C.","33624.0","2009","05","01",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Subida para o Morro da Antena. Floresta Ombrófila Densa (Mata Atlântica) degradada.","-42.0080986022949","-21.9552993774414",NA,"Arvoreta, ca. 4 m alt.; frutos imaturos verdes.","ESA121610",NA,NA,NA,"2013","12","27",NA,NA,"30526","auto",NA,NA,NA,NA,NA
"29","2021-03-31 13:41:32-03","MN","R","212336","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(A. St.-Hil.) Hook. f. ex K. Schum.","Paiva, A.M.","Paiva, A.M.","52","2010","05","29",NA,"Brasil","Rio de Janeiro","Paty do Alferes","Divino Vale","-43.4185981750488","-22.4286003112793",NA,NA,NA,NA,"800","800","2010","07","10",NA,NA,"18359","auto",NA,NA,NA,NA,NA
"30","2020-12-20 21:19:22-03","UFV","VIC","30968","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Schizocalyx","cuspidatus","Schizocalyx cuspidatus","(A.St.-Hil.) Kainul. & B.Bremer",NA,"Coelho, V.P.M.; et al.","25","2005","03","17",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Fragmento florestal a 5 km de Santa Maria de Jetib","-40.7461013793945","-20.040599822998",NA,"Árvore de 9 m, coletada em interior de mata.","VIC030968","VIC030968",NA,NA,NA,NA,NA,NA,NA,"31867","auto",NA,NA,NA,NA,NA
"31","2020-12-20 21:19:22-03","UFV","VIC","668","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Schizocalyx","cuspidatus","Schizocalyx cuspidatus","(A.St.-Hil.) Kainul. & B.Bremer",NA,NA,"s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"VIC000668","VIC000668",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"32","2020-12-20 21:19:22-03","UFV","VIC","21559","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Schizocalyx","cuspidatus","Schizocalyx cuspidatus","(A.St.-Hil.) Kainul. & B.Bremer",NA,NA,"2","2008","02","21",NA,"Brasil","Minas Gerais","Araponga","Serra do Brigadeiro","-42.5208015441895","-20.6667003631592",NA,"Substrato humoso,raso, úmido, sobre afloramento rochoso, árvore de ca de 7 m, flores alavas, espécie medicinal, casca de caule usada para doenças hepáticas.","VIC021559","VIC021559",NA,NA,NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA
"33","2020-12-20 21:19:22-03","UFV","VIC","14378","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Schizocalyx","cuspidatus","Schizocalyx cuspidatus","(A.St.-Hil.) Kainul. & B.Bremer",NA,"Silveira, R.G.B.; Lisboa, M.L.","s.n.","1994","06",NA,NA,"Brasil","Minas Gerais","Juiz de Fora","Mata do Morro do Redentor","-43.3502998352051","-21.7642002105713",NA,"Árvore de cerca de 7 m, casca suberosa e estipulas caducas","VIC014378","VIC014378",NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"34","2020-12-20 21:19:22-03","UFV","VIC","2745","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Schizocalyx","cuspidatus","Schizocalyx cuspidatus","(A.St.-Hil.) Kainul. & B.Bremer",NA,"Kulhmann","s.n.","1935","03","07",NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,"VIC002745","VIC002745",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"35","2019-11-21 14:44:15-03","UFJF","CESJ","31417","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(St. Hil.) Hook.f. ex K. Schum.","J.A. Oliveira","M.A. Manhães","s.n.","2000","06",NA,"América do Sul","Brasil","Minas Gerais","Juiz de Fora","Barreira do Triunfo","-43.3502998352051","-21.7642002105713",NA,"Arvoreta abundante no capão, com cálices verdes-claro.","CESJ031417",NA,NA,NA,"2010","04",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"36","2019-11-21 14:44:15-03","UFJF","CESJ","50417","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Bathysa","cuspidata","Bathysa cuspidata","(St. Hil.) Hook.f. ex K. Schum.","S.A. Roman","J.H.C. Ribeiro; T.M. Machado; A.L. Santiago","4","2008","05","17","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713",NA,"Arvoreta, 4m. Flores passadas","CESJ050417",NA,NA,NA,"2008","08",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
