"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","infraspecificEpithet","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount"
"16","2021-03-15 16:37:00-03","NY","NYBG","684481","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","kunthiana","Bredemeyera kunthiana","(A.St.-Hil.) Klotzsch ex A.W.Benn.",NA,"W. W. Thomas","13285","2002","11","04","South America","Brazil","Alagoas","Coruripe","Usina Coruripe, Mata do Capiata. Atlantic Coastal Rain forest (Mata de Tabuleiro)","-36.2477583","-10.00514","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=67653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684481","NY00684481_01","130","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","634297","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","kunthiana","Bredemeyera kunthiana","(A.St.-Hil.) Klotzsch ex A.W.Benn.","E. Pereira","E. Pereira","8124","1964","06","05","South America","Brazil",NA,NA,"Guanabata, Restinga de Jacarepaguá","-43.390394","-22.989379","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=20065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634297","NY00634297_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","634303","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","kunthiana","Bredemeyera kunthiana","(A.St.-Hil.) Klotzsch ex A.W.Benn.","J. J. Wurdack","G. A. Black","51-11402","1951","04","22","South America","Brazil","Rio de Janeiro","Petrópolis","Regiao terrestre em torno da cidade","-43.1783","-22.505","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=20056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634303","NY00634303_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","634296","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","kunthiana","Bredemeyera kunthiana","(A.St.-Hil.) Klotzsch ex A.W.Benn.","S. A. Mori","S. A. Mori","11470","1979","02","07","South America","Brazil","Bahia","Maraú","Rod. BR 030, a 3 km ao S de Maraú","-39.0047076","-14.1271313","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=20067' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634296","NY00634296_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","884832","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","J. F. B. Pastore","P. Fiaschi","1352","2003","02","23","South America","Brazil","Bahia","Lençóis","Parque Nacional da Chapada Diaamantina. Serra da Chapadinha,","-41.43","-12.45","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967905' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884832","NY00884832_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","634253","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","D. C. Zappi; E. Lucas","W. Ganev","3029","1994","02","21","South America","Brazil","Bahia","Abaíra","Garimpo do Engenho","-41.82","-13.3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=281893' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634253","NY00634253_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","634262","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","D. C. Zappi; E. Lucas","W. Ganev","1980","1994","02","21","South America","Brazil","Bahia","Abaíra","Mendonça de Daniel Abreu","-41.85","-13.28","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=281894' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634262","NY00634262_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00846441","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","M. G. da Silva","E. P. Heringer","1550","1979","04","12","South America","Brazil","Distrito Federal","Brasília","Estrada para Planaltina, ponte sobre o rio São Bartolomeu.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846441","NY00846441_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00846467","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","J. J. Wurdack","H. S. Irwin","10152","1965","11","10","South America","Brazil","Distrito Federal","Brasília","Parque Municipal do Gama, 25 km S. of Brasília","-48.05","-16.03","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846467","NY00846467_01","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","784648","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","J. J. Wurdack","H. S. Irwin","5611","1964","08","26","South America","Brazil","Distrito Federal","Brasília","Ca. 30 km S. of Brasília on road to Belo Horizonte.","-47.9296989440918","-15.7797002792358","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=281896' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784648","NY00784648_01","700","1000","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00846464","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","J. J. Wurdack","H. S. Irwin","5611","1964","08","26","South America","Brazil","Distrito Federal","Brasília","30 km. S. of Brasília on road to Belo Horizonte.","-47.95","-16.12","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924788' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846464",NA,"700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","634241","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","D. C. Zappi; E. Lucas","W. Ganev","3495","1994","07","10","South America","Brazil","Bahia","Abaíra","Engenho de Baixo. Morro do Cuscuzeiro, caminho Casa Velha de Arthur para Boa Vista","-41.82","-13.32","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=281891' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634241","NY00634241_01","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00846468","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","J. J. Wurdack","H. S. Irwin","12080","1966","01","28","South America","Brazil","Distrito Federal","Brasília","Ca. 25 km E. of Brasília","-47.68338","-15.7833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846468","NY00846468_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00846494","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","R. S. Cowan","H. S. Irwin","2633","1959","02","16","South America","Brazil","Minas Gerais","Viçosa","Viçosa on old road to Ubá.","-42.8817","-20.7542","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924882' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846494","NY00846494_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00846483","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","J. J. Wurdack","H. S. Irwin","24834","1969","03","21","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, Alto Paraíso (formerly Veadeiros)","-47.5167","-14.1167","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846483","NY00846483_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00846457","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","J. J. Wurdack","W. R. Anderson","6575","1973","03","07","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 6-7 km E of Alto Paraíso on road to Nova Roma","-47.4754","-14.0755","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924749' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846457","NY00846457_01","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00846487","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","J. J. Wurdack","H. S. Irwin","28591","1970","03","29","South America","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 7 km N. of São João da Chapada, road to Campo do Sampaio","-43.742436","-18.0234644","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924842' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846487","NY00846487_01","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","634251","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","D. C. Zappi; E. Lucas","W. Ganev","3589","1994","07","19","South America","Brazil","Bahia","Abaíra","Garimpodo Engenho de Baixo","-41.82","-13.32","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=281892' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634251","NY00634251_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","818568","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","J. J. Wurdack","H. S. Irwin","11026","1965","12","03","South America","Brazil","Goiás","Corumbá de Goiás","Serra dos Pirineus, ca. 12 km S. of Corumbá de Goiás.","-48.8086","-16.03204","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=864824' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818568","NY00818568_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","399993","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.",NA,"J. B. E. Pohl","3049",NA,NA,NA,"South America","Brazil",NA,NA,"Ad Columbis",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=281899' target='other'> <mi>dwc_moreinfo</mi></a>","NY00399993","NY00399993_01",NA,NA,NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00846484","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","J. J. Wurdack","H. S. Irwin","25688","1970","01","29","South America","Brazil","Minas Gerais",NA,"Morro das Pedras, ca. 40 km N.E. of Patrocínio","-43.2485756","-19.9480039","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924832' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846484","NY00846484_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00846452","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","J. F. B. Pastore","E. P. Heringer","14410","1975","02","26","South America","Brazil","Goiás","Luziânia","Sítio do Dr. José Reis","-47.9503","-16.2528","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846452","NY00846452_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1016158","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.",NA,"V. C. Souza","5326","1994","03","07","South America","Brazil","Bahia","Caetité","Localidade de Café Baiano, 9 km E de Caetité em direção a Brumado.","-42.4347","-14.1144","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142221' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016158","NY01016158_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00846440","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","J. J. Wurdack","G. G. Hatschbach","31652","1973","02","16","South America","Brazil","Minas Gerais","Felisberto Caldeira","Curtidor",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846440","NY00846440_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00846488","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","J. J. Wurdack","H. S. Irwin","a32180","1971","03","19","South America","Brazil","Goiás","São João d'Aliança","Serra Geral do Paraná, ca. 20 km N.of São João de Aliança","-47.5333","-14.51924","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924845' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846488","NY00846488_01","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00846470","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Bredemeyera","velutina","Bredemeyera velutina","A.W.Benn.","J. J. Wurdack","H. S. Irwin","15793","1966","05","12","South America","Brazil","Distrito Federal","Brasília","Ca. 25 km N. W. of Brasília","-48.08168","-15.62355","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846470","NY00846470_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
