"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters"
"271","2021-03-01 16:34:16-03","UNICAMP","UEC","57435","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Alvarez, SMR","1990","01","07","Brazil","São Paulo","Capão Bonito","Fazenda Intervales (Fundação Florestal secr. Meio ambiente)","-48.3400001525879","-24",NA,NA,"UEC044834","UEC044834",NA,NA,NA,NA,NA,NA,"23349","Arbusto ca. 1m, flores e frutos imaturos rosa escuro.",NA,NA,NA,"Magnoliopsida",NA,"39505","auto",NA,NA,NA,NA,NA,NA,NA,NA
"272","2021-03-01 16:34:16-03","UNICAMP","UEC","57429","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Alvares, SMR","1989","11","18","Brazil","São Paulo","Capão Bonito","Fazenda Intervales (Fundação Florestal Secr. Meio Ambiente.","-48.3400001525879","-24",NA,NA,"UEC044931","UEC044931",NA,NA,NA,NA,NA,NA,"23340","Arbusto ca. 1,5m. Botões e flores.",NA,NA,NA,"Magnoliopsida",NA,"39505","auto",NA,NA,NA,NA,NA,NA,NA,NA
"273","2021-03-01 16:34:16-03","UNICAMP","UEC","10548","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Gibbs, PE; Leitão Filho, HF; Kinoshita, LS; Andrade, JB","1976","11","08","Brazil","São Paulo","Cunha","Estrada Cunha a Parati.","-44.9599990844727","-23.0699996948242",NA,NA,"UEC044850","UEC044850","Goldenberg, R",NA,NA,"1994","05",NA,"3455","Arbusto até 2m, flores vermelhas.",NA,NA,NA,"Magnoliopsida",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-03-01 16:34:19-03","UNICAMP","UEC","81948","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Costa, CB; Kirizawa, M; Rapini, A","1996","03","22","Brazil","São Paulo","Cunha","Estrada e, direção a Pedra da Macela, ca 14km de Cunha.","-44.9599990844727","-23.0699996948242",NA,NA,"UEC044838","UEC044838","Chiea, SAC",NA,NA,"1997","04",NA,"175","Subarbusto ca. 1,5m alt.; Frutos verdes, roxo até negros, elípticos; Campo montano, degradado, Área de Furnas.",NA,NA,NA,"Magnoliopsida",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"275","2021-03-01 16:34:16-03","UNICAMP","UEC","10549","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Gibbs, PE; Leitão Filho, HF; Taroda, N","1976","10","26","Brazil","São Paulo","Itapetininga","Ca 50km S de Itapetininga, estrada a Resgistro. Reserva Florestal de Carlos Botelho.","-48.0499992370605","-23.5900001525879",NA,NA,"UEC044929","UEC044929","Goldenberg, R",NA,NA,"1994","05",NA,"3287","Arbusto até 1,5m; pedúnculo floral e cálice avermelhados, pétalas curtas brancas, estames amarelos.; Beira de mata úmida.",NA,NA,NA,"Magnoliopsida",NA,"40712","auto",NA,NA,NA,NA,NA,NA,NA,NA
"276","2021-03-01 16:34:16-03","UNICAMP","UEC","165196","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Souza, VC; Souza, JP; Scalon, VR; Astorino, A","1996","01","26","Brazil","São Paulo","Itararé","Estrada Itararé - Bom Sucesso.","-49.3400001525879","-24.1100006103516",NA,NA,"UEC050835","UEC050835","Goldenberg, R",NA,NA,"2012",NA,NA,"10618","Arbusto, ca. 2 m de altura, frutos negros.; Mata higrófila de encosta.",NA,NA,NA,"Magnoliopsida",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"277","2021-03-01 16:34:16-03","UNICAMP","UEC","10588","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Leitão Filho, HF; Kinoshita, LS; Taroda, N","1976","10","08","Brazil","São Paulo","Jundiaí","Ca. 10km S.W. de Jundiaí. Serra do Japí.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC044913","UEC044913","Goldenberg, R",NA,NA,"1994","05",NA,"3206","Arbustivo, flores vinho - claro; Mata úmida",NA,NA,NA,"Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"278","2021-03-01 16:34:16-03","UNICAMP","UEC","10545","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Leitão Filho, HF; Kinoshita, LS; Taroda, N","1976","10","08","Brazil","São Paulo","Jundiaí","ca. 10km. S.W. de Junidaí. Serra do Japí.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC044919","UEC044919","Goldenberg, R",NA,NA,"1994","05",NA,"3205","Arbusto, flores púrpura-vinho.; Mata úmida.",NA,NA,NA,"Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"279","2021-03-01 16:34:16-03","UNICAMP","UEC","100199","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Faria, AD; Aona, LYS; Matsumoto, K; Belinello, R","1996","11","11","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"UEC050859","UEC050859","Goldenberg, R",NA,NA,"2012",NA,NA,"96/459","Pétalas cremes, estames amarelos, hipanto avermelhado, arbusto com cerca de 1 m de altura.",NA,NA,NA,"Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"280","2021-03-01 16:34:16-03","UNICAMP","UEC","26813","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Leitão Filho, HF; Shepherd, GJ; Tamashiro, JY; Yamamoto, K","1981","11","07","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"UEC044915","UEC044915","Goldenberg, R",NA,NA,"1994","05",NA,"13086","Arbusto até 2, flores brancas com pêlos vinosos.",NA,NA,NA,"Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"281","2021-03-01 16:34:16-03","UNICAMP","UEC","45113","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Tamashiro, JY; et al.","1985","10","07","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"UEC044933","UEC044933","Goldenberg, R",NA,NA,"1994","05",NA,"19752","Arvoreta 2,5m de alt. Flores cálice arroxeado, pétalas claras.",NA,NA,NA,"Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"282","2021-03-01 16:34:16-03","UNICAMP","UEC","26854","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Leitão Filho, HF; Shepherd, GJ; Tamashiro, JY; Yamamoto, K; et al.","1981","11","07","Brazil","São Paulo","Jundiaí","Serra do Japi.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC044836","UEC044836","Wurdack, JJ",NA,NA,NA,NA,NA,"13134","Arbusto cerca de 1,30m flores róseeo - avermelhado.",NA,NA,NA,"Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"283","2021-03-01 16:34:16-03","UNICAMP","UEC","34010","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Sugiyama, M; Chiea, SAC","1983","09","22","Brazil","São Paulo","Jundiaí","Serra do Japi.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC044921","UEC044921","Goldenberg, R",NA,NA,"1994","05",NA,"15529","Arbusto 3m alt., apilosidade vinho na inflorescência, anteras amarelas, filetes e estigma branco.",NA,NA,NA,"Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"284","2021-03-01 16:34:19-03","UNICAMP","UEC","73544","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Goldenberg, R","1995","10","10","Brazil","São Paulo","Jundiaí","Serra do Japi, estrada do mirante.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC044854","UEC044854",NA,NA,NA,NA,NA,NA,"104","Arbusto com 1m, flores com hipanto verde até vermelho, pétalas brancas e estames amarelos.; beira de estrada em local úmido.",NA,NA,NA,"Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"285","2019-08-20 10:18:37-03","UNICAMP","UEC","178726","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Caetano, APS; Cortez, PA; et al.","2010","10","09","Brazil","São Paulo","Jundiaí","Serra do Japi, estrada para o mirante.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC031694","UEC031694","Caetano, APS",NA,NA,"2010","10",NA,"12",NA,NA,NA,NA,"Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"286","2021-03-01 16:34:16-03","UNICAMP","UEC","133763","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Arzolla, FARDP","2000","12","23","Brazil","São Paulo","Mairiporã","Parque Estadual da Cantareira. Região de Águas Claras.","-46.5800018310547","-23.3099994659424",NA,NA,"UEC044967","UEC044967","Arzolla, FARDP",NA,NA,"2000","12","23","213","Arvoreta 1,7 m altura, frutos arroxeados.",NA,NA,NA,"Magnoliopsida",NA,"15840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"287","2021-03-01 16:34:19-03","UNICAMP","UEC","83711","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Macias, L; Goldenberg, R; Árbocz, GF; Koch, I; Belinello, R","1996","05","25","Brazil","São Paulo","Piquete","Margem da estrada para São Francisco dos Campos.","-45.1699981689453","-22.6100006103516",NA,NA,"UEC044842","UEC044842","Chiea, SAC",NA,NA,"1997","04",NA,"96138","Arbusto 1m, frutos maduros atropurpúreos.; Mata de altitude, alternando com campo montano.",NA,NA,NA,"Magnoliopsida",NA,"13434","auto",NA,NA,NA,NA,NA,NA,NA,NA
"288","2021-03-01 16:34:16-03","UNICAMP","UEC","164510","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Tamashiro, JY; Santos, FAM; Gardolinski, PCFC; Galvão, JC; Belinello, R","1994","09","28","Brazil","São Paulo","Riversul","Estrada Riversul-Itaberá","-49.4199981689453","-23.8199996948242",NA,NA,"UEC050861","UEC050861","Goldenberg, R",NA,NA,"2012",NA,NA,"689","flor, Flores brancas. Campo rupestre.; Arbusto de 1 m, flores vináceas.",NA,NA,NA,"Magnoliopsida",NA,"18712","auto",NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-08-20 10:18:37-03","UNICAMP","UEC","146569","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Custódio-Filho, A","1981","12","08","Brazil","São Paulo","Salesópolis","Estação Ecológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,"UEC044925","UEC044925",NA,NA,NA,NA,NA,NA,"711","Arbusto, pétalas brancas, pilosas, pelos avermelhados.",NA,NA,NA,"Magnoliopsida",NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"290","2021-03-01 16:34:19-03","UNICAMP","UEC","75485","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Barreto, KD; Fernandes, GD; Fernandes, RD","1994","10","27","Brazil","São Paulo","Tapirai","Fazenda quatro barras","-47.5","-23.9599990844727",NA,NA,"UEC044923","UEC044923","Fernandes, RD; Goldenberg, R",NA,NA,"1995","11","27","3155","Arbusto, 2m alt. Pétalas alvas, estames amarelos.; Mata Atlântica.",NA,NA,NA,"Magnoliopsida",NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA,NA
"291","2020-12-04 13:19:23-03","UDESC","LUSC","7642","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","20","Brasil","Santa Catarina","Águas Mornas","Canto do Schutch.","-48.823600769043","-27.6938991546631",NA,NA,"LUSC004649","LUSC004649","Oliveira de, A.A.",NA,NA,"2010","04","22","1836",NA,NA,NA,NA,NA,NA,"26556","auto",NA,NA,NA,NA,NA,NA,NA,NA
"292","2020-12-04 13:19:23-03","UDESC","LUSC","2715","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Vieira, E.","2009","10","18","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,"LUSC008519","LUSC008519","Menegatti, R, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"293","2020-12-04 13:19:23-03","UDESC","LUSC","2490","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Nunes, C.","2007","10","20","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,"LUSC004659","LUSC004659","Menegatti, R, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"294","2020-12-04 13:19:23-03","UDESC","LUSC","2727","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Ramos, K.C.C.","2008","10","12","Brasil","Santa Catarina","Lages","BR-116 próximo ao PARNAMUL.","-50.326099395752","-27.8160991668701",NA,NA,"LUSC004661","LUSC004661","Ramos, K.C.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"295","2020-12-04 13:19:23-03","UDESC","LUSC","2488","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Medeiros, I.F.","2008","10","12","Brasil","Santa Catarina","Lages","BR-282.","-50.326099395752","-27.8160991668701",NA,NA,"LUSC004651","LUSC004651","Medeiros, I.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"296","2020-12-04 13:19:23-03","UDESC","LUSC","2487","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Burigo, M.C.","2008","10","12","Brasil","Santa Catarina","Lages","BR-282.","-50.326099395752","-27.8160991668701",NA,NA,"LUSC004660","LUSC004660","Burigo, M.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"297","2020-12-04 13:19:23-03","UDESC","LUSC","4453","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Mecabô, T.","2009","10","22","Brasil","Santa Catarina","Lages","Parque ecológico.","-50.326099395752","-27.8160991668701",NA,NA,"LUSC004656","LUSC004656","Menegatti, R, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"298","2020-12-04 13:19:23-03","UDESC","LUSC","4084","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Leolatto, L.A.; Echeli,H.V. & Pompeo,P.N.","2009","10","25","Brasil","Santa Catarina","Lages","Parque Florestal Municipal.","-50.326099395752","-27.8160991668701",NA,NA,"LUSC004657","LUSC004657","Menegatti, R, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"299","2020-12-04 13:19:23-03","UDESC","LUSC","5575","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Menegatti, R.D.",NA,NA,NA,"Brasil","Santa Catarina","Lages","Parque Natural Municipal de Lages.","-50.326099395752","-27.8160991668701",NA,NA,"LUSC004655","LUSC004655","Menegatti,R.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"300","2020-12-04 13:19:23-03","UDESC","LUSC","5574","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Menegatti, R.D.",NA,NA,NA,"Brasil","Santa Catarina","Lages","Parque Natural Municipal de Lages.","-50.326099395752","-27.8160991668701",NA,NA,"LUSC004654","LUSC004654","Menegatti,R.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"301","2020-12-04 13:19:23-03","UDESC","LUSC","5576","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Menegatti, R.D.",NA,NA,NA,"Brasil","Santa Catarina","Lages","Parque Natural Municipal de Lages.","-50.326099395752","-27.8160991668701",NA,NA,"LUSC004662","LUSC004662","Menegatti,R.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"302","2020-12-04 13:19:23-03","UDESC","LUSC","4089","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Amancio, J.C.","2009","10","01","Brasil","Santa Catarina","Pouso Redondo",NA,"-49.9338989257812","-27.2581005096436",NA,NA,"LUSC004658","LUSC004658","Menegatti, R, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18527","auto",NA,NA,NA,NA,NA,NA,NA,NA
"303","2021-01-28 14:43:34-03","PUCRS","MPUC","22559","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.",NA,"2015","10","24","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata, trilha da serraria","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"A. Crestani",NA,NA,"2016","06","06",NA,NA,"South America",NA,NA,NA,"Myrtales","76715","auto","Magnoliopsida",NA,NA,NA,"318","3",NA,NA
"304","2019-01-17 11:26:35-02","PUCRS","MPUC","22080","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.",NA,"2002","12","18","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-51.1505555556","-29.1522222222","-51.1505555556","-29.1522222222",NA,NA,"K. Kriegel",NA,NA,NA,NA,NA,NA,"Waldrand (F:85)","South America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1","867","867"
"305","2019-01-17 11:26:35-02","PUCRS","MPUC","13828","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.",NA,"1993","11","05","Brasil","RS","Osório","Maquiné","-50.2694444","-29.8869444","-50.2694444000","-29.8869444000",NA,NA,"M. Sobral",NA,NA,"2014","01","01",NA,"Vegetação ruderal (F:76)","South America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA,NA
"306","2019-01-17 11:26:35-02","PUCRS","MPUC","17847","S","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.",NA,"2012","09","28","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"C.A. Mondin",NA,NA,"2013","01","01",NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA,NA
"307","2020-10-14 10:02:54-03","FURB","FURB","49372","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Schwirkowski, P.","2015","11","13","Brasil","Santa Catarina","São Bento do Sul","Bairro Progresso. Parque Florestal do SAMAE.","-49.36","-26.2333333","-49.3600000","-26.2333333","FURB49372","FURB49372","Schwirkowski, P","830","830","2015","11","13","1304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2020-10-14 10:02:54-03","FURB","FURB","10213","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Souza, N.L. de; Brogni, E. & Farage-Freitas, R.","2009","01","15","Brasil","Santa Catarina","Águas Mornas","RPPN Rio das Lontras.","-48.8841666","-27.6258334","-48.8841666","-27.6258334","FURB29673","FURB29673","Goldenberg, R","477","477","2009","10","03","137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2020-10-14 10:02:54-03","FURB","FURB","10421","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Dreveck, S.; Carneiro, F.E.","2008","12","01","Brasil","Santa Catarina","Ipira","Linhas dos Pintos.","-51.7958333","-27.3597222","-51.7958333","-27.3597222","FURB29672","FURB29672","Souza, MLR","653","653","2009","07","17","452","Florística IFFSC 1618 (Arbusto) Habitat: Floresta Estacional Decidual; Habito: arbusto; Fruto roxo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2020-10-14 10:02:54-03","FURB","FURB","10440","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Dreveck, S.; Carneiro, F.E.","2008","11","18","Brasil","Santa Catarina","Herval d'Oeste","Linha Santa Terezinha.","-51.435","-27.135","-51.4350000","-27.1350000","FURB29671","FURB29671","Oliveira, AA de","742","742","2010","01","21","384","Florística IFFSC 2100 (Arbusto) Habitat: Floresta Estacional Decidual; Habito: arbusto; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2020-10-14 10:02:54-03","FURB","FURB","10454","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Stival-Santos, A.; Gasper, A.L. de & Silveira, S.","2008","11","20","Brasil","Santa Catarina","Joaçaba","Linha Bonitinha / /Luzerna.","-51.5722223","-27.0897222","-51.5722223","-27.0897222","FURB29670","FURB29670","Souza, MLR","965","965","2009","07","17","172","Florística IFFSC 551 (Arbusto) Habitat: Floresta Ombrófila Mista; borda da mata Habito: arbusto;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2020-10-14 10:02:54-03","FURB","FURB","4922","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Gasper, A.L. de","2006","10","21","Brasil","Paraná","Campina Grande do Sul","Morro Capivari.","-48.8280556","-25.1266667","-48.8280556","-25.1266667","FURB29683","FURB29683","Oliveira, AA de",NA,NA,"2010","01","21","242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2020-10-14 10:02:54-03","FURB","FURB","10683","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Stival-Santos, A.; Gasper, A.L. de & Silveira, S.","2008","11","18","Brasil","Santa Catarina","Luzerna","Linha Nogueira.","-51.4808334","-27.1347222","-51.4808334","-27.1347222","FURB29669","FURB29669","Souza, MLR","704","704","2009","07","17","151","Florística IFFSC 2099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2020-10-14 10:02:54-03","FURB","FURB","10873","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Dreveck, S.; Carneiro, F.E.","2009","01","27","Brasil","Santa Catarina","Seara","Linha Salete.","-52.2897222","-27.135","-52.2897222","-27.1350000","FURB29668","FURB29668","Souza, MLR","720","720","2009","07","17","549","Florística IFFSC 2081 Habitat: Floresta Estacional Decidual; interior da mata Habito: arbustiva; Fruto roxo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2020-10-14 10:02:54-03","FURB","FURB","11013","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Dreveck, S.; Gasper, A.L. de & Carneiro, F.E.","2009","01","21","Brasil","Santa Catarina","Concórdia","Linha Vitória.","-52.0197223","-27.2719445","-52.0197223","-27.2719445","FURB29667","FURB29667","Oliveira, AA de","702","702","2010","01","21","503","Florística IFFSC 435 Habitat: Floresta Estacional Decidual; borda da mata Habito: Fruto roxo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-10-14 10:02:54-03","FURB","FURB","12382","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Dreveck, S.; Carneiro, F.E.","2009","04","28","Brasil","Santa Catarina","Leoberto Leal","Barra Grande.","-49.2336111","-27.63","-49.2336111","-27.6300000","FURB29666","FURB29666","Oliveira, AA de","732","732","2010","04","30","862","Florística IFFSC 312(Arbusto), em mata ciliar Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; comum no interior do fragmento Habito: arbustiva; Fruto roxo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2020-10-14 10:02:54-03","FURB","FURB","12454","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Stival-Santos, A.; Schmitt, J. & Silveira, S.","2009","05","07","Brasil","Santa Catarina","Palma Sola","São Cristóvão.","-53.2938889","-26.3286111","-53.2938889","-26.3286111","FURB29665","FURB29665","Oliveira, AA de","806","806","2010","04","30","669","Florística IFFSC 6002(Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Avançado; heliófito Habito: arbustiva; Fruto roxo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2020-10-14 10:02:54-03","FURB","FURB","14260","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Korte, A.; Kniess, A.","2009","09","17","Brasil","Santa Catarina","Leoberto Leal","Tigre.","-49.23","-27.3597222","-49.2300000","-27.3597222","FURB29664","FURB29664","Oliveira, AA de","438","438","2010","04","30","156","Florística IFFSC 424 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva; flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2020-10-14 10:02:54-03","FURB","FURB","15594","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","09","26","Brasil","Santa Catarina","Jacinto Machado","Cará.","-49.8591667","-28.9794445","-49.8591667","-28.9794445","FURB02238","FURB02238","Oliveira, AA de","311","311","2009","11","17","2753","Regeneração IFFSC 15 /O/74 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
