"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","identifiedBy","county","imagecode","yearIdentified","monthIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"238","2020-12-20 21:15:29-03","UFV","VIC","27640","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Valente, G.E.; Meira Neto, J.A.A.","1126","2003","04","15",NA,"Brasil",NA,NA,"Planta com cerca de 1,50 metros de altura, crescendo a pleno sol, em cerrado s.s. aberto. Corola branca.","VIC027640","Minas Gerais","FLONA de Paraopeba, Cerrado.","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Woodson","Valente, G.E.","Paraopeba","VIC027640","2003","04",NA,"26090","auto","15",NA,NA,NA,NA,NA,NA
"239","2020-12-20 21:15:29-03","UFV","VIC","47966","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Filardi, F.L.R.; et al.","19","2002","09","18",NA,"Brasil",NA,NA,"Flores,Árvore; Árvore; Cerrado","VIC047966","Minas Gerais","Rod. Recepção-Barragem","-42.5388984680176","-21.7705993652344",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Woodson",NA,"Volta Grande","VIC047966",NA,NA,NA,"11543","auto",NA,NA,NA,NA,NA,NA,NA
"240","2020-12-20 21:15:29-03","UFV","VIC","23882","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Mota, A.L.P.","2091","1993","11","22",NA,"Brasil",NA,NA,"Flores creme com odor adocicado, exsudato abundante.","VIC023882","Minas Gerais","Indianápolis, Cerrado.","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Woodson",NA,"Uberlândia","VIC023882",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"241","2020-12-20 21:15:29-03","UFV","VIC","47967","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Filardi, F.L.R.; et al.","163","2003","01","28",NA,"Brasil",NA,NA,"Flores.Arbusto; Arbusto; Cerrado","VIC047967","Minas Gerais","Rod. Recepção-Viveiro","-48","-20","-48","-20",NA,NA,NA,NA,"(Müll. Arg.) Woodson",NA,"Volta Grande","VIC047967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-12-20 21:15:29-03","UFV","VIC","18743","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Carvalho, A.F.","472","1997","12","09",NA,"Brasil",NA,NA,"Árvore com 1,5 metros de altura, folhas coriáceas, ao ser cortada sai látex.","VIC018743","Minas Gerais","São Miguel",NA,NA,NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Woodson",NA,"São Miguel","VIC018743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-12-20 21:15:29-03","UFV","VIC","33337","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Valente, G.E.; Meira Neto, J.A.A.","2077","2008","03","17",NA,"Brasil",NA,NA,"Planta com c.a. de 1,50 metros de altura, extrermamente latescente de látex branco. Flor de corola branca.","VIC033337","Minas Gerais","FLONA de Paraopeba, Cerrado e Cerradão.","-44.400194","-19.273333","-44.400194","-19.273333",NA,NA,NA,NA,"(Müll. Arg.) Woodson","Valente, G.E.","Paraopeba","VIC033337","2008","03",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA
"244","2020-12-20 21:15:29-03","UFV","VIC","47968","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Filardi, F.L.R.; et al.","460","2014","03","07",NA,"Brasil",NA,NA,"Flores,Árvore; Árvore; Cerrado","VIC047968","Minas Gerais","Rod. Recepção-Viveiro à direita","-48","-20","-48","-20",NA,NA,NA,NA,"(Müll. Arg.) Woodson",NA,"Volta Grande","VIC047968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-10-20 14:17:02-03","UFOPA","HSTM","1440","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Kleilim, A.","1","1999","06","23",NA,"Brasil",NA,NA,NA,"HSTM001440","Pará","Floresta Nacional do Tapajós, km 83 da BR-163.","-54.958889","-2.856667","54º57'32''W","2º51'24''S","198","198",NA,NA,"(Müll. Arg.) Woodson","Suemitsu, C.","Belterra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-10-20 14:17:02-03","UFOPA","HSTM","1406","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Holanda, A.S.S.","200","2007","12","10",NA,"Brasil",NA,NA,NA,"HSTM001406","Pará","Savana do Juá.","-54.777778","-2.426667","54º46'40''W","2º25'36''S","51","51",NA,NA,"(Müll. Arg.) Woodson","Holanda, A.S.S.","Santarém",NA,"1905","07",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"247","2020-10-21 18:50:19-03","UFJF","CESJ","2276","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","L. Roth","CESJ2276","1955","04","09","América do Sul","Brasil",NA,NA,"Árvore do campo cerrado, flores brancas. Caule muito leitoso.","CESJ002276","Minas Gerais","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Angiosperma",NA,"(Müll.Arg.) Woodson",NA,"Belo Horizonte","CESJ002276",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"248","2019-11-21 14:30:22-03","UFJF","CESJ","56628","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","S. Mendes; A.P. Oliveira; M.Yamamoto; P.C.Duarte","402","2002","12","20","América do Sul","Brasil",NA,NA,"Cerrado. Árvore, ca 4m, cálice verde, corola branca.","CESJ056628","Minas Gerais","Estação Ambiental Galheiro, Céu Cavalo","-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,"Angiosperma",NA,"(Müll.Arg.) Woodson",NA,"Perdizes","CESJ056628",NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"249","2019-11-21 14:30:22-03","UFJF","CESJ","62064","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","J.F.B. Pastore; J.B.Pastore","3028","2010","02","20","América do Sul","Brasil",NA,NA,"Arbusto xilopodífero. Flores com pétalas amareladas. Frequente no local.","CESJ062064","Goiás","Serra das Areias, Lat.: 16º50'36S; Lon.: 49º18'48W","-49.2439002990723","-16.823299407959",NA,NA,NA,NA,"Angiosperma",NA,"(Müll.Arg.) Woodson","J.F.B. Pastore","Aparecida de Goiânia","CESJ062064",NA,NA,NA,"14888","auto",NA,NA,NA,NA,NA,NA,NA
"250","2019-11-21 14:30:22-03","UFJF","CESJ","10074","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Pedro Ivo; L. Krieger","CESJs.n.","1971","02","17","América do Sul","Brasil",NA,NA,"Árvore pequena (2-3m) caule suberoso, flores alvas. No cerrado. leitosa.","CESJ010074","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Angiosperma",NA,"(Müll.Arg.) Woodson","Valério F.Ferreira","Santana do Pirapama","CESJ010074","1979","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-11-21 14:30:22-03","UFJF","CESJ","35264","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","L.H. Soares; J.C. Silva; F.G.Duval; M.J.Miranda; W.Mendes.","801","2001","03","02","América do Sul","Brasil",NA,NA,"Árvore 3,5m. Flor creme; botões florais e flores cremes odoríferas, látex branco abundante.","CESJ035264","Sudeste","Entrada entre Garapuava e Urana",NA,NA,NA,NA,NA,NA,"Angiosperma",NA,"(Müll.Arg.) Woodson","L.H. Soares; J.C. Silva","Urana","CESJ035264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-04-07 11:40:57-03","UFMS","CGMS","13102","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","G.A. Damasceno-Junior; J.N. Nakajima; R. Romero; V.J. Pott","2972","2001","11","21",NA,"Brasil",NA,NA,"Flor branca. Fruto marrom. Habitat: Transição entre mata semidecídua e cerrado. Solo arenoso. Relevo morro. Habito: Árvore. 2,50m de altura.","CGMS1042492","Mato Grosso do Sul","Rancho Itapuã (antigo Zé Dias).","-57.5141667","-17.8747223","-57,5141667","-17,8747223","90","90",NA,NA,"(Müll. Arg.) Woodson","G.A. Damasceno-Júnior","Corumbá",NA,"2001","11",NA,NA,NA,"21",NA,NA,NA,NA,NA,NA
"253","2021-04-07 11:40:57-03","UFMS","CGMS","66509","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","G. Martinelli; M.A. Moraes; E. Fernandez","16774","2010","12","01",NA,"Brasil",NA,NA,"Flores com pedicelo verde, cálice verde, corola alva;Botões alvacentos. Fruto maduro castanho. Com látex. Frequente. Folhas verdes concolores. Habitat: Floresta estacional semidecídua em transição para cerrado campestre. Habito: Arbu","CGMS1099470","Mato Grosso do Sul","Serra do Amolar, Rio Paraguai, Baía Formosa, RPPN Penha.","-57.5030556","-17.8941666","-57,5030556","-17,8941666",NA,NA,NA,NA,"(Müll. Arg.) Woodson","E.F. Guimarães","Corumbá",NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-04-07 11:40:57-03","UFMS","CGMS","44497","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","V.J. Pott; O.C. Souza","2208","1994","02","28",NA,"Brasil",NA,NA,"Flor alva. Habitat: Cerrado. Latossolo vermelho escuro, arenoso. Relevo plano. Habito: Arvoreta 2,5 m de altura. Frequente.","CGMS1074462","Mato Grosso do Sul","40 Km noroeste de São Gabriel do Oeste.","-54.7666667","-19.1","-54,7666667","-19,1","500","500",NA,NA,"(Müll. Arg.) Woodson","A. Pott","São Gabriel do Oeste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-04-07 11:40:57-03","UFMS","CGMS","74349","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","E.G. Arguelho; F.M. Alves","115","2018","01","25",NA,"Brasil",NA,NA,"Presença de flor Habitat: Cerrado Habito: Árvore.","CGMS1107215","Mato Grosso do Sul",NA,"-54.6155556","-20.5080556","-54,6155556","-20,5080556",NA,NA,NA,NA,"(Müll. Arg.) Woodson",NA,"Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-04-07 11:40:57-03","UFMS","CGMS","17966","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","G.A. Damasceno-Junior; J.N. Nakajima; R. Romero; V.J. Pott","2972","2001","11","21",NA,"Brasil",NA,NA,"Flor branca. Fruto marrom. Duplicata do COR. Habitat: Transição entre Mata semidecídua/Cerrado (Cerrado). Solo arenoso. morro. Habito: Arbusto. 3,50m de altura.","CGMS1047260","Mato Grosso do Sul","Rancho Itapuã (antigo Zé Dias).","-57.5141667","-17.8747223","-57,5141667","-17,8747223",NA,NA,NA,NA,"(Müll. Arg.) Woodson","G.A. Damasceno-Júnior","Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-04-07 11:40:57-03","UFMS","CGMS","30966","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","T.H. Stefanello; V.S. Santos; A.C.S. Brito","237","2010","11","25",NA,"Brasil",NA,NA,"Flor branca.Botões verdes. Habitat: Cerrado com afloramento rochoso. Habito: Árvore. 2,00m de altura.","CGMS1060377","Mato Grosso do Sul","Sub-região Pantanal do Paraguai, Morro do Amolar.","-57.5","-18.0386111","-57,5","-18,0386111","155","155",NA,NA,"(Müll. Arg.) Woodson",NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-04-07 11:40:57-03","UFMS","CGMS","74371","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","E.G. Arguelho; F.M. Alves","139","2018","03","15",NA,"Brasil",NA,NA,"Presença de flor Habitat: Cerrado Habito: Árvore.","CGMS1107237","Mato Grosso do Sul",NA,"-54.6155556","-20.5080556","-54,6155556","-20,5080556",NA,NA,NA,NA,"(Müll. Arg.) Woodson",NA,"Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-04-07 11:40:57-03","UFMS","CGMS","18958","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","G.A. Damasceno-Junior; I.M. Bortolotto; I.H. Ishii; J.N. Nakajima; A. Sciamarelli; E.L.M. Assis; J.S. Velasques; P.V. Gonçalves; H.D. Cruz; G.E.O. Porfírio; D.P. Rodriguez; V.L. Nascimento;F.M. Alves; J.L. Sales","2529","2002","10","18",NA,"Brasil",NA,NA,"Flor branca. com base amarelada no interior. Habitat: Cerrado. Solo litólico com afloramento de rochas quartzosas. morro. Habito: Arbóreo. Com 2,00m de altura.","CGMS1048258","Mato Grosso do Sul","morro na margem da baía Mandioré.","-57.5519444","-18.0752778","-57,5519444","-18,0752778",NA,NA,NA,NA,"(Müll. Arg.) Woodson",NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-04-07 11:40:57-03","UFMS","CGMS","1926","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","A. Oliveira",NA,"1984","01","18",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Cerrado. Habito: Arbusto.","CGMS002368","Mato Grosso do Sul","BR-163, ao lado da rede elétrica central - sentido Jardim Itamaracá, aproximadamente 200m.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Woodson","A. Pott","Campo Grande",NA,"2011","03",NA,"161190","auto","31",NA,NA,NA,NA,NA,NA
"261","2021-04-07 11:40:57-03","UFMS","CGMS","5042","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","N.T. Caten; L.S. Nakayama",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Flor branca e interior amarelo. Presença de látex. Habitat: Solo seco de cerrado. Habito: Arbustivo.","CGMS002372","Mato Grosso do Sul","Câmpus UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Woodson",NA,"Campo Grande",NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"262","2021-04-07 11:40:57-03","UFMS","CGMS","2472","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","U.M. Resende; A.C.","48","1989","11","16",NA,"Brasil",NA,NA,"Flores brancas formando um cacho apical. Tronco suberoso. Folhas rosuladas. Planta latescente. Habitat: Solo seco Habito: Subarbusto. 1,50m de altura.","CGMS1017561","Mato Grosso do Sul","Câmpus UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Woodson","A. de Oliveira","Campo Grande",NA,"1989","11",NA,"161190","auto","16",NA,NA,NA,NA,NA,NA
"263","2021-04-07 11:40:57-03","UFMS","CGMS","2530","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","A.C.; U.M. Resende","64","1990","01","23",NA,"Brasil",NA,NA,"Flor branca. Planta latescente. Habitat: Terrestre. Habito: Arbustivo.","CGMS002373","Mato Grosso do Sul","Campus UFMS. Próximo ao laboratório de hidráulica.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Woodson","I. Koch","Campo Grande",NA,"2006","07",NA,"161190","auto","21",NA,NA,NA,NA,NA,NA
"264","2021-04-07 11:40:57-03","UFMS","CGMS","2844","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","A. Oliveira",NA,"1984","06","12",NA,"Brasil",NA,NA,"Flor vbranca-amarelada. Habitat: Terrestre. Habito: Arbustivo.","CGMS002374","Mato Grosso do Sul","Jockey Clube.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Woodson","I. Koch","Campo Grande",NA,"2006","07",NA,"161190","auto","27",NA,NA,NA,NA,NA,NA
"265","2021-04-07 11:40:57-03","UFMS","CGMS","10096","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","A. Sciamarelli; M.I.B. de Oliveira; C.M. Ishimi","1392","2002","01","24",NA,"Brasil",NA,NA,"Com látex branco.","CGMS1039379","Mato Grosso do Sul","Estrada BR-163. Nova Alvorada-Campo Grande. 21K 0763910 UTM 7651299.","-54.3838996887207","-21.465799331665",NA,NA,"568","568",NA,NA,"(Müll. Arg.) Woodson","A.O. Simões","Nova Alvorada do Sul",NA,"2012","11",NA,"77569","auto","27",NA,NA,NA,NA,NA,NA
"266","2019-11-27 13:45:58-03","UFS","ASE","10866","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Veléria; Solon; Gilton","ASE10866","1994","01","15","Southern America","Brasil",NA,NA,"Árvore. Folhas verticiladas, flores alvas.; Árvore. Folhas verticiladas, flores alvas.; Vegetação tipo cerrado.","ASE0019288","Sergipe","Serra de Itabaiana","-37.315","-10.758056","-37.315","-10.758056",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","Souza-Silva, RF","Areia Branca","ASE0019288","2008","08",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"267","2019-11-27 13:45:58-03","UFS","ASE","10875","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Iran; Gil","ASE10875","1994","01","18","Southern America","Brasil",NA,NA,"Árvore. Folhas verticiladas, flores alvas.; Árvore. Folhas verticiladas, flores alvas.; Cerrado.","ASE0019408","Sergipe","Serra de Itabaiana","-37.315","-10.758056","-37.315","-10.758056",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","Souza-Silva, RF","Areia Branca","ASE0019408","2008","08",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"268","2019-11-27 13:45:58-03","UFS","ASE","10887","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Valéria; Solon, Gilton","ASE10887","1994","01","15","Southern America","Brasil",NA,NA,"Árvore. Folhas verticiladas, flores brancas.; Árvore. Folhas verticiladas, flores brancas.; Vegetação tipo cerrado.","ASE0019397","Sergipe","Serra de Itabaiana","-37.315","-10.758056","-37.315","-10.758056",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","Souza-Silva, RF","Areia Branca","ASE0019397","2008","08",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"269","2019-11-27 13:45:58-03","UFS","ASE","1116","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Carneiro, EM","46","1981","09","18","Southern America","Brasil",NA,NA,"Arbusto. frutos imaturos verdes.; Arbusto. frutos imaturos verdes.; Cerrado","ASE0013293","Sergipe","margem da rodovia","-37.206389","-11.014722","-37.206389","-11.014722",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","Souza-Silva, RF","São Cristóvão","ASE0013293","2008","08",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"270","2019-11-27 13:45:58-03","UFS","ASE","12181","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Costa, SM; Santos, E","417","2008","08","25","Southern America","Brasil",NA,NA,"Arvoreta com 2,5m. Lactescente. Fruto imaturo com leite branco.; Arvoreta com 2,5m. Lactescente. Fruto imaturo com leite branco.; Campo graminoso com arbustos e arvoretas esparsas.","ASE0021662","Sergipe","Parque Nacional da Serra de Itabaiana, Serra do Cajueiro.","-37.315","-10.758056","-37.315","-10.758056",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","Rapini","Areia Branca","ASE0021662","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2019-11-27 13:45:58-03","UFS","ASE","14854","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Prata, AP; Melo, DS; Souza, CAS","1664","2009","09","15","Southern America","Brasil",NA,NA,"Flores brancas. Presença de látex.; Flores brancas. Presença de látex.","ASE0022042","Sergipe","APA Sul, Margem da Lagoa Grande","-37.438056","-11.268611","-37.438056","-11.268611",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","Farinaccio, MA; Campos, D.A.","Estância","ASE0022042","2011","04",NA,NA,NA,"06",NA,NA,NA,NA,NA,NA
"272","2019-11-27 13:45:58-03","UFS","ASE","14964","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Lima, JS","51","2009","05","13","Southern America","Brasil",NA,NA,"Arbórea. Caule e fruto utilizados na laimentação e lenha.; Arbórea. Caule e fruto utilizados na laimentação e lenha.; Borda de mata.","ASE0022361","Sergipe","Povoado cajueiro","-37.315","-10.758056","-37.315","-10.758056",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","Campos, DA","Areia Branca","ASE0022361","2011","05",NA,NA,NA,"18",NA,NA,NA,NA,NA,NA
"273","2019-11-27 13:45:58-03","UFS","ASE","15594","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Donádio, CM","9","2009","03","08","Southern America","Brasil",NA,NA,"Flor branca.; Flor branca.","ASE0022287","Sergipe",NA,"-36.94","-10.593333","-36.94","-10.593333",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","Nascimento - Júnior, JE","Japaratuba","ASE0022287","2009","04",NA,NA,NA,"02",NA,NA,NA,NA,NA,NA
"274","2019-11-27 13:45:58-03","UFS","ASE","19171","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Farinaccio, MA; Monteiro, SH; Santos, LAS; Santos, DDR","758","2010","11","24","Southern America","Brasil",NA,NA,"Arvoreta, proximo ao rio, ca. de 5m de alt., latescente. Frutos verdes.; Arvoreta, proximo ao rio, ca. de 5m de alt., latescente. Frutos verdes.; Agreste, mata ciliar.","ASE0025547","Sergipe","Parque Nacional da Serra de Itabaiana, Poço das Moças, próximo a margem do rio.","-37.315","-10.758056","-37.315","-10.758056",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","Farinaccio, MA","Areia Branca",NA,"2010","12",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA
"275","2019-11-27 13:45:58-03","UFS","ASE","19530","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Farinaccio, MA; Gomes, LA; Barbosa, MR; Thomas, WW; Menezes, IRN; Santos, E; Matos, G","819","2011","03","03","Southern America","Brasil",NA,NA,"Árvore, 6 m de alt., latescente. Botões esverdados na base, alvos em direção ao ápice; flores de tubo creme, amarelo na fauce, lacínias alvas.; Árvore, 6 m de alt., latescente. Botões esverdados na base, alvos em direção ao ápice; f","ASE0026440","Sergipe","RPPN Mata do Crasto, Interior da mata.","-37.425861","-11.385528","-37.425861","-11.385528",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","Farinaccio, MA","Santa Luzia do Itanhy",NA,"2011","03",NA,NA,NA,"14",NA,NA,NA,NA,NA,NA
"276","2019-11-27 13:45:58-03","UFS","ASE","19780","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Vale, CO; Souza, CAS; Déda, RM; Menezes, AA; Santos, ACAS; Santos, E","7","2011","01","31","Southern America","Brasil",NA,NA,"Arbusto, ca de 3m de altura. Flor fauce amarela e lacínia branca.; Arbusto, ca de 3m de altura. Flor fauce amarela e lacínia branca.; Mata Atlântica","ASE0026600","Sergipe","RVS Mata do Junco, Estrada velha. Solo arenoso.","-37.054667","-10.536861","-37.054667","-10.536861",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","Gomes, LA","Capela","ASE0026600","2011","03",NA,NA,NA,"14",NA,NA,NA,NA,NA,NA
"277","2019-11-27 13:45:58-03","UFS","ASE","20440","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Oliveira, DM","61","2011","04","01","Southern America","Brasil",NA,NA,"Árvore, Flores alvas, frutos deicentes, látex branco abundante.; Árvore, Flores alvas, frutos deicentes, látex branco abundante.; Restinga.","ASE0026661","Sergipe","Povoado Alagamar, Assentamento Sao Sebastião","-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","Santos, LAS","Pirambu","ASE0026661","2011","05",NA,NA,NA,"16",NA,NA,NA,NA,NA,NA
"278","2019-11-27 13:45:58-03","UFS","ASE","2064","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Gomes, E","5","1982","03","04","Southern America","Brasil",NA,NA,"Arbusto. flores alvas e perfumadas.; Arbusto. flores alvas e perfumadas.; Encosto argilo-silicoso","ASE0013989","Sergipe","4km ápos estrada p/ Usina Pinheiros","-37.169722","-10.806389","-37.169722","-10.806389",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","Campos, DA","Laranjeiras","ASE0013989","2011","05",NA,NA,NA,"18",NA,NA,NA,NA,NA,NA
"279","2019-11-27 13:45:58-03","UFS","ASE","23708","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Prata, AP; Farias, MCV; Oliveira, DG; Gomes, LA; Conceição, GG; Silva, RN; Déda, RM; Matos","3021","2012","05","26","Southern America","Brasil",NA,NA,"Erva, 50cm. Flores vináceas.&nf;; Erva, 50cm. Flores vináceas.&nf;; Restinga.","ASE0029083","Sergipe","Sítio Paraiso, Solo arenoso.","-36.757639","-10.633361","-36.757639","-10.633361",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","Campos, DA","Pirambu","ASE0029083","2012","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2019-11-27 13:45:58-03","UFS","ASE","23977","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","Farias, MCV; Pereira, OJ; Santos, E","69","2012","04","24","Southern America","Brasil",NA,NA,"Árvore com 3-4 m. Com flores alvas. Cordenadas UTM, 744059, 88233048.; Árvore com 3-4 m. Com flores alvas. Cordenadas UTM, 744059, 88233048.; Restinga.","ASE0029309","Sergipe","Povoado Alagamar","-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"Magnoliophyta",NA,"(Müll.Arg.) Woodson","; Campos, DA","Pirambu","ASE0029309","2012","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
