"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks"
"1","2016-07-05 11:14:14-03","FFCLRP","LBMBP","1175","S","Plantae","Orchidaceae","Baptistonia","kautskyi","Baptistonia kautskyi","(Pabst) V.P.Castro & Chiron","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-07-23 12:17:19-03","CEPLAC","CEPEC","126698","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","kautskyi","Gomesa kautskyi",NA,"T.E.C.Meneguzzo","Perdiz, R. de O.","536","2009","09","13","Brasil","Bahia","arataca","Serra do Peito de Moça. Trilha do Talhão 1.","-39.339444","-15.174167","39W20'22","15S10'27","700","700","Flores em álcool. Fotos. UNICATA."
