"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","preparationType","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","infraspecificEpithet","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","482371","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","Matthew C. Pace",NA,NA,NA,"R. Callejas Posada","1983","11","30","Brazil","Paraná","Guaraqueçaba","Rio de Cedro, rodovia Antonina-Guaraquecaba","-48.53","-25.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199541' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482371","NY00482371_01","Magnoliophyta","Asparagales","1835","South America",NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","688350","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","federalensis","Microchilus federalensis","Ormerod","P. A. Ormerod",NA,NA,NA,"B. J. Manara","1976","08","24","Venezuela",NA,NA,"Cerro Naiguatá: Río Grande, 9 km. al Este de Los Tanques de La Electricidad de Caracas.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=855648' target='other'> <mi>dwc_moreinfo</mi></a>","NY00688350",NA,"Magnoliophyta","Asparagales","s.n.","South America","900","sheet","900",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","547523","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","pedrojuanensis","Microchilus pedrojuanensis","Ormerod","P. A. Ormerod",NA,NA,NA,"M. Kuhlmann","1947","11","13","Brazil","São Paulo",NA,"Pinhal, Fazenda Santa Teresa",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547523",NA,"Magnoliophyta","Asparagales","1534","South America",NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","9246","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod",NA,NA,NA,NA,"Amaral Jr., A.","1972","11","03","Brasil","São Paulo","Botucatu","Margem direita do Rio Capivara, acima da ponte da estrada São Manuel - Santa Maria, a mais ou menos 500m",NA,NA,"9999","9999",NA,"BOTU009246",NA,NA,NA,"1411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","28404","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","Marcusso, G.M.","2011","11","15","Marcusso, G.M.","2011","10","10","Brasil","São Paulo","Botucatu","Escola do Meio Ambiente",NA,NA,"9999","9999",NA,"BOTU028404",NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","6595","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod",NA,NA,NA,NA,"Amaral Jr., A.","1972","11","17","Brasil","São Paulo","Botucatu","À margem direita do Rio Capivara, acima da ponte da estrada São Manuel - Santa Maria, a 500m",NA,NA,"9999","9999",NA,"BOTU006595",NA,NA,NA,"1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:20:35-03","UFRJ","RFA","9871","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","M.O.O. Pellegrini","2010","09","22","G.G. Hatschbach","1969","12","14","Brasil","Paraná","Morretes","Rio Mãe Catira","-48.834400177002","-25.476900100708",NA,NA,"Terrícola, flor alvescente","RFA31693",NA,NA,NA,"23238",NA,"100",NA,"100","30514","auto",NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:26:38-03","PUCPR","HUCP","3522","S","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb. f. & Warm.) Ormerod","Souza, WS","1986","12","12","Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro do Meio.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"HUCP00003015","HUCP00003015","Monocotiledonea",NA,"1242",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:28:41-03","UFBA","ALCB","86939","PreservedSpecimen","Plantae","Orchidaceae","Erythrodes","arietina","Erythrodes arietina","Rchb.f. & (Warm.) Ames","Ares, D; Rocha, FS","2006",NA,NA,"Barbosa, E; Silva, JM","2002","10","29","Brasil","Paraná","Paranaguá","Morro Inglês","-48.5092010498047","-25.5200004577637",NA,NA,"flor alva; encosta do morro","ALCB006853","ALCB006853","Monocotyledon",NA,"3740","Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:46:19-03","NBC","NL-BOTANY","WAG.1135526","PreservedSpecimen","Plantae","Orchidaceae","Erythrodes","arietina","Erythrodes arietina","(Rchb.f. & Warm.) Ames",NA,NA,NA,NA,"Hatschbach GG","1947","11","30","Brazil",NA,NA,"Fermigueiro (mun. Morretes) Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1135526 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1135526","NL-WAG1135526",NA,"Asparagales",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-11-04 12:17:38-03","ESALQ","ESA","68467","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus",NA,"Vieira, T.L.","2014","02","11","Kozera, C. et al.","1999","09","04","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,"ESA068467","ESA068467","Magnoliophyta",NA,"1260.0",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"22","2021-03-31 13:40:59-03","MN","R","111446","PreservedSpecimen","Plantae","Orchidaceae","Erythrodes","arietina","Erythrodes arietina","(Rchb. f. & Warm.) Ames","Pabst, G.F.J.","1962","05","26","Andrade, A.G.; Emmerich, M. 1217","1961","09","19","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-31 13:40:59-03","MN","R","18434","PreservedSpecimen","Plantae","Orchidaceae","Erythrodes","arietina","Erythrodes arietina","(Rchb. f. & Warm.) Ames","Pabst, G.F.J.","1979","05","07","Schreiner, C.","1874","11",NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-31 13:40:59-03","MN","R","35739","PreservedSpecimen","Plantae","Orchidaceae","Erythrodes","arietina","Erythrodes arietina","(Rchb. f. & Warm.) Ames","Pabst, G.F.J.","1979","05","07","Brade, A.C.","1932","11","20","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:40:59-03","MN","R","49542","PreservedSpecimen","Plantae","Orchidaceae","Erythrodes","arietina","Erythrodes arietina","(Rchb. f. & Warm.) Ames","Pabst, G.F.J.","1958","12","14","Mello Filho, L.E.","1947","11","16","Brasil","Minas Gerais","Carmo do Rio Claro",NA,"-46.1189002990723","-20.9719009399414",NA,NA,NA,NA,NA,NA,NA,"617",NA,NA,NA,NA,"25874","auto",NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:26:34-03","IAP","PACA-AGP","36948","PreservedSpecimen","Plantae","Orchidaceae","Erythrodes","arietina","Erythrodes arietina","Ames","Maevia N. Correa","1991",NA,NA,"Hatschbach, G.","1947","11","30","Brasil","PR","Morretes","Formigueiro","-48.834400177002","-25.476900100708",NA,NA,"EM PERIGO Habitat: In silva Fenofase: flor","PACA036948",NA,"Magnoliophyta","Orchidales","848",NA,NA,NA,NA,"30514","auto","Liliatae",NA,NA,NA,NA,NA
"27","2020-12-20 21:18:46-03","UFV","VIC","004983","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchbt. T & Warm) Ormerod",NA,NA,NA,NA,"Pabst","1967","09",NA,"Brasil","Paraná","Morretes","Rio Ipiranga","-48.834400177002","-25.476900100708",NA,NA,"Terricola, flor verde de ápice alvacento, mata pluvial vertente Atlântica.","VIC004983","VIC004983",NA,NA,"s.n.",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"28","2021-02-12 10:02:13-03","UNICAMP","UEC","68498","S","Plantae","Orchidaceae","Erythrodes","arietina","Erythrodes arietina","(Rchb. & Warm.) Ames",NA,NA,NA,NA,"Sanchez, M; et al.","1993","11","09","Brazil","São Paulo","Ubatuba","Núcleo de Picinguaba, Trilha do Corisco. Mata de encosta.","-44.849722","-23.346667","-44.849722","-23.346667","Herbácea, ca. de 60 cm de altura, flores com pétalas brancas e cálice piloso róseo, estípula na base do cálice calcarado, local sombreado.","UEC034752","UEC034752","Liliopsida",NA,"29957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:20:10-03","UNICAMP","UEC","118000","S","Plantae","Orchidaceae","Erythrodes","arietina","Erythrodes arietina","(Rchb. & Warm.) Ames","Bianchetti, LB; Batista, JAN","2000","08",NA,"Batista, JAN; Walter, BMT; Bianchetti, LB","2000","08","08","Brazil","Distrito Federal","Brasília","Fazenda Sucupira, (Embrapa-Cenargen), entre os bairros do Riacho Fundo e Recanto das Emas. Mata do Riacho Fundo. Trecho de mata abaixo da ponte e da área de lazer com as churrasqueiras. Mata de galeria inundável. Ambiente umbrófilo, fechado. Solo esc","-47.9296989440918","-15.7797002792358",NA,NA,"Pouco frequente. Em final de floração. Sépalos verdes com o ápice branco. Pétalos e labelo brancos. Calcar com a base verde e o ápice esbranquiçado.","UEC007505","UEC007505","Liliopsida",NA,"1082",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"30","2019-08-20 10:00:45-03","UNICAMP","UEC","114869","S","Plantae","Orchidaceae","Erythrodes","arietina","Erythrodes arietina","(Rchb. & Warm.) Ames","Singer, RB","2000","03",NA,"Kozera, C; Kozera, OP; Popika, G","1999","11","13","Brazil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves. Sub-bosque, Floresta Ombrófila Densa de Encosta.","-48.5092010498047","-25.5200004577637",NA,NA,"Terrícola.","UEC034749","UEC034749","Liliopsida",NA,"1317",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:00:45-03","UNICAMP","UEC","138997","S","Plantae","Orchidaceae","Erythrodes","arietina","Erythrodes arietina","(Rchb. & Warm.) Ames","Singer, RB",NA,NA,NA,"Singer, RB","1999","04","26","Brazil","São Paulo","Ubatuba","Parque Estadual Serra do Mar, Núcleo Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"UEC034750","UEC034750","Liliopsida",NA,"99/07",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:00:45-03","UNICAMP","UEC","138974","S","Plantae","Orchidaceae","Erythrodes","arietina","Erythrodes arietina","(Rchb. & Warm.) Ames","Singer, RB",NA,NA,NA,"Singer, RB","1998","10","18","Brazil","São Paulo","Ubatuba","Parque Estadual Serra do Mar, Núcleo Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"UEC034747","UEC034747","Liliopsida",NA,"98/104",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:20:15-03","UNICAMP","UEC",NA,"S","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","Engels, ME","2013","10",NA,"Meyer, FS","2013","10","07","Brazil","Paraná","Morretes","Serra do Mar do estado do Paraná. Final do Caminho do Itupava, próximo à estrada de Prainhas","-49.522928","-25.701553","-49.522928","-25.701553","Orquídeas terrestre, em orla de Floresta Ombrófila Densa Submontana. Flores brancas",NA,NA,"Liliopsida",NA,"1748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-10-14 10:04:15-03","FURB","FURB","16144","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","Rigon-Junior, MJ","2010","08","10","Dreveck, S.; Carneiro, F.E.","2009","10","17","Brasil","Santa Catarina","Joinville","Piraberaba - Rio da Prata.","-48.96","-26.19","-48.9600000","-26.1900000","Florística IFFSC 1049 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento em local inclinado Habito: herbácea; flor branca","FURB35680","FURB35680",NA,NA,"1178",NA,"15",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-08 08:54:27-03","FURB","FURB","17311","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","Mancinelli, WS","2011","01","10","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000",NA,"FURB02809","FURB02809",NA,NA,"913",NA,"576",NA,"576",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:04:15-03","FURB","FURB","17778","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","Mancinelli, WS","2011","01","10","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","Florística IFFSC e993a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: terrícola; flor branca","FURB35678","FURB35678",NA,NA,"643",NA,"417",NA,"417",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:04:15-03","FURB","FURB","32721","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","Engels, ME","2013","05","02","Korte, A.","2010","11","18","Brasil","Santa Catarina","Itapoá","Saí Mirim.","-48.69","-26.1","-48.6900000","-26.1000000","Florística IFFSC 1069 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola; flor branca","FURB35677","FURB35677",NA,NA,"5009",NA,"18",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:04:15-03","FURB","FURB","32799","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","Engels, ME","2013","05","02","Korte, A.; Kniess, A.","2010","11","11","Brasil","Santa Catarina","Camboriú","Rio do Meio.","-48.6908333","-27.0002778","-48.6908333","-27.0002778","Florística IFFSC 641b (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola; flor branca","FURB35679","FURB35679",NA,NA,"4907",NA,"47",NA,"47",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:04:15-03","FURB","FURB","42203","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","Funez, L.A.","2013","09","27","Funez, L.A.","2013","09","27","Brasil","Santa Catarina","Blumenau","RPPN Bugerkopf (Parque Nacional da Serra do Itajaí).","-49.0761111","-27.0027778","-49.0761111","-27.0027778",NA,"FURB35674","FURB35674",NA,NA,"2212",NA,"352",NA,"352",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:04:15-03","FURB","FURB","45954","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","Funez, L.A.","2015","01","17","Funez, L.A.","2015","01","17","Brasil","Santa Catarina","Corupá","RPPN Emilio Fiorentino Battistella.","-49.3541667","-26.3936111","-49.3541667","-26.3936111",NA,"FURB35675","FURB35675",NA,NA,"3332",NA,"660",NA,"660",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:04:15-03","FURB","FURB","4793","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","Mancinelli, WS","2010","01","25","Verdi, M.; Sevegnani, L. & Stival-Santos, A.","2006","10","21","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0791667","-26.9222223","-49.0791667","-26.9222223",NA,"FURB35683","FURB35683",NA,NA,"882",NA,"87",NA,"87",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:04:15-03","FURB","FURB","5107","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","Singer, RB","2007","02","09","Stival-Santos, A.; Verdi, M.","2006","12","05","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889","Projeto de pesquisa.","FURB35682","FURB35682",NA,NA,"95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:04:15-03","FURB","FURB","5152","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","Stival-Santos, A","2007","02","09","Stival-Santos, A.; Verdi, M.","2007","01","15","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889","Projeto de pesquisa. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: herbácea;","FURB35681","FURB35681",NA,NA,"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:04:15-03","FURB","FURB","33386","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb.f. & Warm.) Ormerod","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Korte, A.","2010","11","23","Brasil","Santa Catarina","Joinville","Lagoa Saguassu.","-48.8456001281738","-26.3043994903564",NA,NA,"Florística IFFSC 9996 (Erva Terrícola) Habitat: Restinga; Habito: erva terrícola; flor branca","FURB35676","FURB35676",NA,NA,"5033",NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA
"45","2021-03-16 17:50:19-03","UCS","HUCS","46144","PreservedSpecimen","Plantae","Orchidaceae","Microchilus","arietinus","Microchilus arietinus","(Rchb. f.)","Mancinelli, W.S.","2011","01","10","Cadorin, T.J.","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.235556","-26.365","-49.235556","-26.365","Florística IFFSC e993a (Erva Terrícola)",NA,NA,"Angiospermae","Asparagales","643",NA,"41",NA,"41",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:38:28-03","MBM","MBM","8144","PreservedSpecimen","Plantae","Orchidaceae","Erythrodes","arietina","Erythrodes arietina","(Rchb. & Warm.) Ames","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1968","10","04","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM008144","MBM008144",NA,NA,"19900","Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:38:28-03","MBM","MBM","8153","PreservedSpecimen","Plantae","Orchidaceae","Erythrodes","arietina","Erythrodes arietina","(Rchb. & Warm.) Ames","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1968","10","25","Brazil","Paraná","Paranaguá","Colônia Maria Luiza","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM008153","MBM008153",NA,NA,"20142","Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
