"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordNumber","locality","phylum","order","scientificNameAuthorship","infraspecificEpithet","identifiedBy","stateProvince","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"524","2021-03-21 19:33:36-03","UFC","EAC","16975","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Fernandes, A.; Matos, F.J.A.","1990","10","29","Southern America","Brasil",NA,NA,"Arvoreto, 4m; Cerradão alterado","EAC0016975",NA,"EAC16975","Chapada do Araripe.","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Fernandes, A.; Nunes, E.","Ceará",NA,NA,"EAC0016975",NA,NA,NA,NA,NA,NA,NA,"1992","06","25",NA,NA,NA,NA,NA
"525","2021-03-21 19:33:36-03","UFC","EAC","63143","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Miranda, A.M.; Martins, K.; Figueredo, A.","2017","10","17","Southern America","Brasil",NA,NA,"Arbusto ca. 4 m alt.; caule marrom; folhas coriáceas; flores cremes; frutos verdes.","EAC0063143",NA,"6804","Fazenda Cabuçu","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Barbosa-Silva, R.G.","Bahia","-38.7686004638672","-12.7375001907349","EAC0063143","Saubara",NA,NA,"14104","auto",NA,NA,"2017","11","30",NA,NA,NA,NA,NA
"526","2021-03-21 19:33:36-03","UFC","EAC","16405","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Margarete; Barboza, A.","1987","10","18","Southern America","Brasil",NA,NA,NA,"EAC0016405",NA,"s.n.","Chapada Araripe, Mangabeira","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Prance, G.T.","Ceará","-39.4094009399414","-7.23416996002197","EAC0016405","Crato",NA,NA,"30071","auto",NA,NA,"1988","01",NA,NA,NA,NA,NA,NA
"527","2021-03-21 19:33:36-03","UFC","EAC","19920","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Fernandes, A.; Nunes, E.","1993","07","29","Southern America","Brasil",NA,NA,"Subarbusto","EAC0019920",NA,"EAC19920","Chapada do Araripe","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Nunes, E.","Ceará","-39.4094009399414","-7.23416996002197","EAC0019920","Crato",NA,NA,"30071","auto",NA,NA,"1999","11","11",NA,NA,NA,NA,NA
"528","2021-03-21 19:33:36-03","UFC","EAC","46078","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Lima-Verde, L.W.","2000","08","01","Southern America","Brasil",NA,NA,"Corola esverdeada.; Floresta ombrófila","EAC0046078",NA,"032203","Flona do Araripe","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Lima-Verde, L.W.","Ceará","-39.4094009399414","-7.23416996002197","EAC0046078","Crato",NA,NA,"30071","auto",NA,NA,"2013","09","18",NA,NA,NA,NA,NA
"529","2021-03-21 19:33:36-03","UFC","EAC","46074","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1999","12","14","Southern America","Brasil",NA,NA,"Árvore, 16m, frequente; fruto verde claro.; Floresta ombrófila","EAC0046074",NA,"031846","Flona do Araripe","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Gomes-Silva, F.","Ceará","-39.4094009399414","-7.23416996002197","EAC0046074","Crato","900","900","30071","auto",NA,NA,"2016","08","12",NA,NA,NA,NA,NA
"530","2021-03-21 19:33:36-03","UFC","EAC","46073","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1999","10","06","Southern America","Brasil",NA,NA,"Árvore, 8m, frequente.; Floresta ombrófila","EAC0046073",NA,"031755","Flona do Araripe","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Gomes-Silva, F.","Ceará","-39.4094009399414","-7.23416996002197","EAC0046073","Crato","900","900","30071","auto",NA,NA,"2016","08","12",NA,NA,NA,NA,NA
"531","2021-03-21 19:33:36-03","UFC","EAC","46072","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1999","10","06","Southern America","Brasil",NA,NA,"Árvore, 10m, frequente.; Floresta ombrófila","EAC0046072",NA,"031754","Flona do Araripe","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Gomes-Silva, F.","Ceará","-39.4094009399414","-7.23416996002197","EAC0046072","Crato","900","900","30071","auto",NA,NA,"2016","08","12",NA,NA,NA,NA,NA
"532","2021-03-21 19:33:36-03","UFC","EAC","46071","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1999","10","06","Southern America","Brasil",NA,NA,"Árvore, 12m, frequente.; Floresta ombrófila","EAC0046071",NA,"021742","Flona do Araripe","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Gomes-Silva, F.","Ceará","-39.4094009399414","-7.23416996002197","EAC0046071","Crato","930","930","30071","auto",NA,NA,"2016","08","12",NA,NA,NA,NA,NA
"533","2021-03-21 19:33:36-03","UFC","EAC","46069","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1999","09","16","Southern America","Brasil",NA,NA,"Árvore, 4m, frequente; corola esverdeada.; Floresta ombrófila","EAC0046069",NA,"031705","Flona do Araripe","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Gomes-Silva, F.","Ceará","-39.4094009399414","-7.23416996002197","EAC0046069","Crato","930","930","30071","auto",NA,NA,"2016","08","12",NA,NA,NA,NA,NA
"534","2021-03-21 19:33:36-03","UFC","EAC","46067","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1999","09","15","Southern America","Brasil",NA,NA,"Árvore, 10m, frequente; corola esverdeada.; Floresta ombrófila","EAC0046067",NA,"031686","Flona do Araripe","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Gomes-Silva, F.","Ceará","-39.4094009399414","-7.23416996002197","EAC0046067","Crato","900","900","30071","auto",NA,NA,"2016","08","12",NA,NA,NA,NA,NA
"535","2021-03-21 19:33:36-03","UFC","EAC","46066","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Lima-Verde, L.W.","1999","09","14","Southern America","Brasil",NA,NA,"Arbusto, 3m.; Floresta ombrófila","EAC0046066",NA,"031679","Flona do Araripe","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Gomes-Silva, F.","Ceará","-39.4094009399414","-7.23416996002197","EAC0046066","Crato",NA,NA,"30071","auto",NA,NA,"2016","08","12",NA,NA,NA,NA,NA
"536","2021-03-21 19:33:36-03","UFC","EAC","46065","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1999","08","13","Southern America","Brasil",NA,NA,"Árvore, 8m, frequente; flor esverdeada.; Floresta ombrófila","EAC0046065",NA,"021644","Flona do Araripe","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Gomes-Silva, F.","Ceará","-39.4094009399414","-7.23416996002197","EAC0046065","Crato","900","900","30071","auto",NA,NA,"2016","08","12",NA,NA,NA,NA,NA
"537","2021-03-21 19:33:36-03","UFC","EAC","17442","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Fernandes, A.; Custódio, A.V.; Alves, A.S.","1991","06","07","Southern America","Brasil",NA,NA,NA,"EAC0017442",NA,"EAC17442",NA,"Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Fernandes, A.; Nunes, E.","Ceará","-40.99169921875","-3.7322199344635","EAC0017442","Tianguá",NA,NA,"36695","auto",NA,NA,"1992","10","18",NA,NA,NA,NA,NA
"538","2021-03-21 19:33:36-03","UFC","EAC","24879","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Freire, M.S.B.","1994","11","25","Southern America","Brasil",NA,NA,"Árvore (ca. 10m alt.) 85cm DAP, interior da mata, associado ao pau mulato, cupinha, fruto verde; Mata","EAC0024879",NA,"24879","Mata da Eflex-Ibama","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Prance, G.T.","Rio Grande do Norte","-35.2085990905762","-6.09111022949219","EAC0024879","Nísia Floresta",NA,NA,"17449","auto",NA,NA,"1997","07","07",NA,NA,NA,NA,NA
"539","2021-03-21 19:33:36-03","UFC","EAC","15800","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","Fernandes, A.; Catherine, V.; Matos, F.J.A.","1989","07","30","Southern America","Brasil",NA,NA,"Arbusto, flores cremes.","EAC0015800",NA,"EAC15800","Chapada da Ibiapaba.","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","Prance, G.T.","Ceará",NA,NA,"EAC0015800",NA,NA,NA,NA,NA,NA,NA,"1991","02",NA,NA,NA,NA,NA,NA
"540","2021-03-21 19:33:36-03","UFC","EAC","2489","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","Nepomuceno, V.","1974","10","04","Southern America","Brasil",NA,NA,"Árvore; Carrasco","EAC0002489",NA,"s.n.","Chapada Araripe","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","Prance, G.T.","Ceará","-39.4094009399414","-7.23416996002197","EAC0002489","Crato",NA,NA,"30071","auto",NA,NA,"1984","06","27",NA,NA,NA,NA,NA
"541","2021-03-21 19:33:36-03","UFC","EAC","3782","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","Fernandes, A.","1977","12","12","Southern America","Brasil",NA,NA,"Arvoreta","EAC0003782",NA,"EAC3782","Chapada Araripe","Dicotyledon",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","Prance, G.T.","Ceará","-39.4094009399414","-7.23416996002197","EAC0003782","Crato",NA,NA,"30071","auto",NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA
"542","2020-12-21 16:20:48-03","MBM","MBM","121152","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","Zappi, D.C.; et al.; et al.","1985","09","05","Southern America","Brazil",NA,NA,NA,"MBM121152",NA,"s.n.","Jambeiro, à 7km de Grão Mogol",NA,NA,"(Hoffmgg. ex Roem. & Schut.) O. Kuntze","octandra","Prance, G.T.","Minas Gerais","-42.8897018432617","-16.5594005584717","MBM121152","Grão Mogol",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","2020-12-21 16:20:48-03","MBM","MBM","204927","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","McDaniel, S.; et al.; et al.","1975","06","21","Southern America","Peru",NA,NA,NA,"MBM204927",NA,"19870",NA,NA,NA,"(Hoffmgg. ex Roem. & Schut.) O. Kuntze",NA,NA,NA,NA,NA,"MBM204927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","2020-12-21 16:20:48-03","MBM","MBM","415231","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Völtz, R.R.; Brotto, M.L.; Pajewski, F.F.; Brotto, M.L.; Pajewski, F.F.","2018","03","09","Southern America","Brazil",NA,NA,"Árvore 17 m alt.; botões florais e flores esverdeadas; dossel de Floresta Ombrófila Densa Submontana de topo de morro.; Floresta Ombrófila Densa Submontana.","MBM415231",NA,"1993","RPPN Salto Morato",NA,NA,"(Hoffmgg. ex Roem. & Schut.) O. Kuntze",NA,"Völtz, R.R.","Paraná","-48.292778","-25.159167","MBM415231","Guaraqueçaba","320","320",NA,NA,"-48.292778","-25.159167","2018","11","28",NA,NA,NA,NA,NA
"545","2020-12-21 16:20:48-03","MBM","MBM","185731","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","1995","10","18","Southern America","Brazil",NA,NA,NA,"MBM185731",NA,"63458","Rod. MS-217, 500m do trevo com a Rod. BR-163, direção de Silviolândia",NA,NA,"(Hoffmgg. ex Roem. & Schut.) O. Kuntze",NA,"Prance, G.T.","Mato Grosso do Sul","-54.7599983215332","-18.5067005157471","MBM185731","Coxim",NA,NA,"102528","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2020-12-21 16:20:48-03","MBM","MBM","425768","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Marquete, R.; Marques, M.C.; Konno, T.; Reis, J.C.; Gomes, J.C.; Silva, J.C.; Marques, M.C.; Konno, T.; Reis, J.C.; Gomes, J.C.; Silva, J.C.","1993","07","01","Southern America","Brazil",NA,NA,"Heliófila, árvore com cerca de 35 metros de altura, tronco com casca lisa e cor acinzentada; folhas coriáceas, discolores verdes; flores de cor verde e androceu alvo; fruto carnoso, indeiscente, juvens na cor verde.; Floresta Ombrófi","MBM425768",NA,"1148","Entrada a direita da Rio/Santos antes da ponte da mata, póximo ao Córrego dos Micos",NA,NA,"(Hoffmgg. ex Roem. & Schut.) O. Kuntze",NA,NA,"Rio de Janeiro","-44.7131004333496","-23.2178001403809",NA,"Parati",NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2020-12-21 16:20:48-03","MBM","MBM","287744","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Romão, G.O.; et al.; et al.","2001","04","13","Southern America","Brazil",NA,NA,NA,"MBM287744",NA,"636","Parque Estadual da Serra do Mar",NA,NA,"(Hoffmgg. ex Roem. & Schut.) O. Kuntze",NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","MBM287744","São Paulo",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","2020-12-21 16:20:48-03","MBM","MBM","13160","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","Hatschbach, G.; Guimarães, O.; Guimarães, O.","1969","07","12","Southern America","Brazil",NA,NA,NA,"MBM013160",NA,"21790","Sidrolândia",NA,NA,"(Hoffmgg. ex Roem. & Schut.) O. Kuntze","octandra","Hatschbach, G.","Mato Grosso",NA,NA,"MBM013160","Sidrolândia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","2020-12-21 16:20:48-03","MBM","MBM","246380","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","Hatschbach, G.; Guimarães, O.; Guimarães, O.","1969","07","12","Southern America","Brazil",NA,NA,NA,"MBM246380",NA,"21790","Sidrolândia",NA,NA,"(Hoffmgg. ex Roem. & Schut.) O. Kuntze","octandra","Hatschbach, G.","Mato Grosso",NA,NA,NA,"Sidrolândia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","2020-12-21 16:20:48-03","MBM","MBM","81034","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","Heringer, E.P.; et al.; et al.","1981","05","21","Southern America","Brazil",NA,NA,NA,"MBM081034",NA,"6980","Bacia do Rio São Bartolomeu, Brasília",NA,NA,"(Hoffmgg. ex Roem. & Schut.) O. Kuntze","octandra",NA,"Distrito Federal",NA,NA,"MBM081034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","2020-12-21 16:20:48-03","MBM","MBM","89872","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","Liesner, R.; et al.; et al.","1982","03","28","Southern America","Venezuela",NA,NA,NA,"MBM089872",NA,"13339",NA,NA,NA,"(Hoffmgg. ex Roem. & Schut.) O. Kuntze","octandra","Prance, G.T.",NA,NA,NA,"MBM089872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2020-12-21 16:20:48-03","MBM","MBM","101936","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","Hatschbach, G.","1984","09","17","Southern America","Brazil",NA,NA,NA,"MBM101936",NA,"48344","Rio Apiaba",NA,NA,"(Hoffmgg. ex Roem. & Schut.) O. Kuntze","octandra","Prance, G.T.","Bahia","-41.3314018249512","-12.8072004318237","MBM101936","Andaraí",NA,NA,"58558","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","2020-12-21 16:20:48-03","MBM","MBM","101935","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","Hatschbach, G.; Silva, J.M.; Silva, J.M.","1985","06","19","Southern America","Brazil",NA,NA,NA,"MBM101935",NA,"49478","Peuipe",NA,NA,"(Hoffmgg. ex Roem. & Schut.) O. Kuntze","octandra","Prance, G.T.","Bahia","-39.2658004760742","-17.7318992614746","MBM101935","Caravelas",NA,NA,"106553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2020-12-21 16:20:48-03","MBM","MBM","141641","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","Rimachi, M. .Y.","1988","10","26","Southern America","Peru",NA,NA,NA,"MBM141641",NA,"8962",NA,NA,NA,"(Hook. f.) Prance","pallida",NA,NA,NA,NA,"MBM141641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","2020-12-21 16:20:48-03","MBM","MBM","146238","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","Rimachi, M. .Y.","1985","07","19","Southern America","Peru",NA,NA,NA,"MBM146238",NA,"7898",NA,NA,NA,"(Hook. f.) Prance","pallida",NA,NA,NA,NA,"MBM146238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","2020-12-21 16:20:48-03","MBM","MBM","346403","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","León, J.","1989",NA,NA,"Southern America","Bolivia",NA,NA,"Bosque pluvial. Bosque pluvial","MBM346403",NA,"s.n.","Prov. Carrasco, Valle del Sacta, alrededor de la senda Dendrológica",NA,NA,"(Hook. f.) Prance","pallida","Prance, G.T.","Cochabamba",NA,NA,"MBM346403",NA,"250","250",NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA
"557","2020-12-21 16:20:48-03","MBM","MBM","71268","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","Liesner, R.; et al.; et al.","1980","03","11","Southern America","Venezuela",NA,NA,NA,"MBM071268",NA,"9361",NA,NA,NA,"(Hook. f.) Prance","pallida","Prance, G.T.",NA,NA,NA,"MBM071268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","2020-12-21 16:20:48-03","MBM","MBM","152571","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","Cid Ferreira, C.A.","1985","04","23","Southern America","Brazil",NA,NA,NA,"MBM152571",NA,"5706","Rod. BR-230",NA,NA,"(Hook. f.) Prance","pallida",NA,"Amazonas","-60.3796997070312","-5.12056016921997","MBM152571","Novo Aripuanã",NA,NA,"427857","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","2015-09-05 09:01:38-03","MNHN","RECOLNAT_MNHN_P","P05562635","PreservedSpecimen",NA,"Chrysobalanaceae","Hirtella","octandra","Hirtella octandra",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05562635' target='other'> <mi>dwc_moreinfo</mi></a>","P05562635",NA,NA,NA,NA,NA,"Hoffmanns. ex Roem. & Schult.",NA,NA,NA,NA,NA,"P05562635_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","2015-09-05 08:40:18-03","MNHN","RECOLNAT_MNHN_P","P05560983","PreservedSpecimen",NA,"Chrysobalanaceae","Licania","octandra","Licania octandra","Glaziou, A.","1867","7","2",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05560983' target='other'> <mi>dwc_moreinfo</mi></a>","P05560983",NA,NA,"Brésil: Rio Jan., Haut du Corcovado.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Rio de Janeiro",NA,NA,"P05560983_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1387",NA,NA
"561","2015-09-05 08:40:18-03","MNHN","RECOLNAT_MNHN_P","P05560985","PreservedSpecimen",NA,"Chrysobalanaceae","Licania","octandra","Licania octandra","Glaziou",NA,"9",NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05560985' target='other'> <mi>dwc_moreinfo</mi></a>","P05560985",NA,NA,"Brésil.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Minas Gerais",NA,NA,"P05560985_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14678",NA,NA
"562","2015-10-02 11:18:24-03","MNHN","RECOLNAT_MNHN_P","P00746097","PreservedSpecimen",NA,"Chrysobalanaceae","Licania","octandra","Licania octandra","Krukoff, B.A.","1936","9","11",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746097' target='other'> <mi>dwc_moreinfo</mi></a>","P00746097",NA,NA,"Basin of Rio Solimoes, State of Amazonas : Municipality São Paulo de Olivença, near Palmares",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Prance",NA,NA,NA,"P00746097_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8553",NA,NA
"563","2015-10-02 05:31:43-03","MNHN","RECOLNAT_MNHN_P","P00746098","PreservedSpecimen",NA,"Chrysobalanaceae","Licania","octandra","Licania octandra","Martius, C.F.P.",NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746098' target='other'> <mi>dwc_moreinfo</mi></a>","P00746098",NA,NA,NA,NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Prance",NA,NA,NA,"P00746098_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"422",NA,NA
"564","2016-01-21 15:35:32-02","MNHN","RECOLNAT_MNHN_P","P00746101","PreservedSpecimen",NA,"Chrysobalanaceae","Licania","octandra","Licania octandra","Spruce, R.","1850","5",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746101' target='other'> <mi>dwc_moreinfo</mi></a>","P00746101",NA,NA,"Santarem",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Prance",NA,NA,NA,"P00746101_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"877",NA,NA
"565","2015-10-02 04:41:05-03","MNHN","RECOLNAT_MNHN_P","P00746102","PreservedSpecimen",NA,"Chrysobalanaceae","Licania","octandra","Licania octandra","Spruce, R.","1850","5",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746102' target='other'> <mi>dwc_moreinfo</mi></a>","P00746102",NA,NA,"Santarem",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Prance",NA,NA,NA,"P00746102_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"877",NA,NA
"566","2015-09-05 08:40:17-03","MNHN","RECOLNAT_MNHN_P","P05560970","PreservedSpecimen",NA,"Chrysobalanaceae","Licania","octandra","Licania octandra","Prance, G.T.|Forero, E.|Ramos, J.F.|Wrigley, B.L.|Farias, L.G.","1968","7","26",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05560970' target='other'> <mi>dwc_moreinfo</mi></a>","P05560970",NA,NA,"Basin of Rio madeira. 1km north of Ribeirão, road Abunã-Guajará-Mirim.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Rondônia",NA,NA,"P05560970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6512",NA,NA
"567","2015-09-05 08:40:17-03","MNHN","RECOLNAT_MNHN_P","P05560972","PreservedSpecimen",NA,"Chrysobalanaceae","Licania","octandra","Licania octandra","Prance, G.T.","1968","6","6",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05560972' target='other'> <mi>dwc_moreinfo</mi></a>","P05560972",NA,NA,"Terrotory of Rondônia, Basin of Rio Madeira. km. 166-169, Madeira-Mamoré railroad near Mutumparaná.",NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Rondônia",NA,NA,"P05560972_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5678",NA,NA
"568","2015-09-05 08:40:17-03","MNHN","RECOLNAT_MNHN_P","P05560973","PreservedSpecimen",NA,"Chrysobalanaceae","Licania","octandra","Licania octandra","Gaudichaud",NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05560973' target='other'> <mi>dwc_moreinfo</mi></a>","P05560973",NA,NA,NA,NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Rio de Janeiro",NA,NA,"P05560973_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113",NA,NA
"569","2015-09-05 08:40:17-03","MNHN","RECOLNAT_MNHN_P","P05560974","PreservedSpecimen",NA,"Chrysobalanaceae","Licania","octandra","Licania octandra","Gaudichaud","1832","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05560974' target='other'> <mi>dwc_moreinfo</mi></a>","P05560974",NA,NA,NA,NA,NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Rio de Janeiro",NA,NA,"P05560974_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113",NA,NA
