"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"11","2020-09-23 10:43:11-03","E","E","285068","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa",NA,NA,NA,NA,NA,"Gardner, George","454",NA,NA,NA,"BR","Rio de Janeiro",NA,"S.America",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00285068 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00285068",NA,"unspecified kind of","E. Tropical South America","herbarium specimen of unspecif","BGBASE:291728",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","502095","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner",NA,NA,NA,NA,"A. F. M. Glaziou","18297","1890","08","26","Brazil","Rio de Janeiro","Rio de Janeiro","Botafogo. Morro da Babylonia","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663188' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502095","NY00502095_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","502097","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","C. M. Taylor",NA,NA,NA,"K. Kubitzki","8125","1981","02","13","Brazil","São Paulo","Cunha","Reserva Florestal Estadual de Cunha","-45.052474","-23.263965",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502097","NY00502097_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00502098","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","C. M. Taylor",NA,NA,NA,"G. Gardner","446","1836",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502098","NY00502098_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1005450","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","S. F. Smith",NA,NA,NA,"A. Macedo","5482(A Macedo)","1988","11","15","Brazil","Minas Gerais","Campina Verde","Campina Verde. Faz. Arantes. Na vazante do Ribeirao Arantes.","-49.4864","-19.5358",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1085541' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005450","NY01005450_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","585893","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","C. M. Taylor",NA,NA,NA,"W. W. Thomas","12132","2000","04","01","Brazil","Bahia","Santa Cruz da Vitória","Headwaters of the Rio Limoeira. BR415, 13.4 km. E of entrance to Santa Cruz da Vitoria; then S at entrance to Haras Binow following road to headwaters of the Rio Limoeiro, 11.6 km. Hike up through cacau plantation","-39.6875","-14.9608",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663187' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585893","NY00585893_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1033979","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","Standley",NA,NA,NA,"Y. E. J. Mexia","5491","1931","01","08","Brazil","Minas Gerais",NA,"Districto Rio Branco. Retiro de Antonio Avelino",NA,NA,NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228819' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033979","NY01033979_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","502094","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","J. A. Steyermark",NA,NA,NA,"H. S. Irwin","28476","1970","03","28","Brazil","Minas Gerais","Diamantina","Ca. 3 km N of Sao Joao da Chapada, road to Campo do Sampaio","-43.6003","-18.2494",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502094","NY00502094_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1519683","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","C. M. Taylor",NA,NA,NA,"M. M. M. Lopes","594","2006","04","09","Brazil","Bahia",NA,"Camacã. RPPN Serra Bonita. 9.7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.5653","-15.3917",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1777774' target='other'> <mi>dwc_moreinfo</mi></a>","NY01519683","NY01519683_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1033978","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","P. G. Delprete",NA,NA,NA,"E. P. Heringer","526","1978","06","06","Brazil","Distrito Federal","Brasília","RECOR, próximo ao rio Monjolo.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228815' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033978","NY01033978_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","502096","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner",NA,NA,NA,NA,"M. V. Peron","831","1989","07","17","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima. Picada para Pedra Bicuda","-42.05","-22",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663189' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502096","NY00502096_01",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:30:38-03","UNESP-IBB","BOTU","31479","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","Mendaçoli Jung, S.L.","2007","10","10","Ming, L.C.","726","2006","01","25","Brasil","São Paulo","Pindamonhangaba","Fazenda São Sebastião do Ribeirão Grande",NA,NA,"9999","9999",NA,NA,NA,"BOTU031479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:32:24-03","UFRJ","RFA","38259","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","A. M. Paiva","2011","10","19","M. S. Wängler; R. C. Lopes; D. F. Massunaga","442","2011","04","15","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Área Zona de Vida Silvestre, propriedade do Sr. Marão","-43.416389","-22.445833","43º24'59''W","22º26'45''S",NA,NA,"Arbusto 2 m de altura, folhas opostas, estípula bífida, frutos verdes","RFA53382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:32:24-03","UFRJ","RFA","38260","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","A. M. Paiva","2011","10","19","A. M. Paiva; M. S. Wängler","221","2010","08","15","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Área Zona de Vida Silvestre, Água Fria","-43.416389","-22.445833","43º24'59''W","22º26'45''S",NA,NA,"Arbusto 2 m de altura, folhas opostas, estípula bífida, presença de botões, flores brancas","RFA53383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:32:24-03","UFRJ","RFA","38261","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","A. M. Paiva","2011","10","19","A. M. Paiva; M. S. Wängler","538","2011","02","28","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Área Zona de Vida Silvestre, nascente","-43.416389","-22.445833","43º24'59''W","22º26'45''S",NA,NA,"Arbusto 2 m de altura, folhas opostas, estípula bífida, presença de botões, flores brancas","RFA53384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:32:24-03","UFRJ","RFA","38262","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","A. M. Paiva","2011","10","19","A. M. Paiva; M. S. Wängler; G. F. Mazzoni","244","2010","08","28","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Área Zona de Vida Silvestre, Água Fria","-43.416389","-22.445833","43º24'59''W","22º26'45''S",NA,NA,"Arbusto 2m de altura, folhas opostas, estípula bífida, presença de botões, flores brancas","RFA53385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:32:24-03","UFRJ","RFA","40649","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","Mario Gomes","2014","05","03","Mario Gomes; Ligia Valente","1088","2014","05","03","Brasil","Rio de Janeiro","Guapimirim","Subsede do PARNASO, próximo ao Museu von Martius","-43","-22.483333","43º0'W","22º29'S","312","312","Arbusto umbrófilo ca. 1 m de altura; ramos verdes; folhas sub-coriáceas, verde-escuras, discolores; raque e frutos imaturos verdes. Ocasional","RFA39193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-01-20 14:40:51-03","UPM","MACK","665","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","S. Honda","2007","12","12","R. J. F. Garcia","3064","2007","08","27","Brasil","SP","Santos","área da Santa Casa de Misericórdia, vale do Jurubatuba, mata","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26836","auto",NA,NA,NA,NA,NA
"29","2019-12-12 15:31:50-03","UFABC","HUFABC","000589","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","Giaquinto C. B.","2017","10",NA,"Bruniera, C P; Dutra, L L","928","2017","09","13","Brasil","São Paulo","Santo André","Parque Natural Municipal Nascentes de Paranapiacab, Trilhas dos Gravatás. Floresta Ombrófila Densa. Vegetação secundária.","-46.291667","-23.770833","-46.291667","-23.770833",NA,NA,"Arvoreta ca. 3m alt. DAP 3 cm. Folhas cartáceas. Inflorescência com raque verde. Frutos verdes, maduros roxos. VOUCHER para estudos moleculares. FOTOS","HUFABC000589","HUFABC000589",NA,NA,NA,NA,"Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-12 15:31:50-03","UFABC","HUFABC","000590","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","Giaquinto C. B.","2017","10",NA,"Bruniera, C P; Dutra, L L","929","2017","09","13","Brasil","São Paulo","Santo André","Parque Natural Municipal Nascentes de Paranapiacab, Trilhas dos Gravatás. Floresta Ombrófila Densa. Vegetação secundária.","-46.291667","-23.770833","-46.291667","-23.770833",NA,NA,"Árvore envergada ca. 5m alt. DAP 3 cm. Folhas cartáceas. Inflorescência com raque verde. Frutos verdes, maduros roxos.","HUFABC000590","HUFABC000590",NA,NA,NA,NA,"Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-12 15:31:50-03","UFABC","HUFABC","000598","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","Bruniera C. P.","2017","09",NA,"Bruniera, C P; Dutra, L L","937","2017","09","14","Brasil","São Paulo","Santo André","Parque Natural Municipal Nascentes de Paranapiacab, Trilha da Comunidade. Floresta Ombrófila Densa. Vegetação secundária.","-46.291667","-23.770833","-46.291667","-23.770833",NA,NA,"Arvoreta ca. 3,5m alt. DAP 2 cm. Folhas cartáceo-coriáceas, discolores. Inflorescência com raque verde. Frutos verdes.","HUFABC000598","HUFABC000598",NA,NA,NA,NA,"Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-12 15:31:50-03","UFABC","HUFABC","001072","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","Jung Mendaçolli, S L",NA,NA,NA,"Kirizawa, M","674","1982","01","05","Brasil","São Paulo","Carnanéia","Ilhs do Cardoso: Área do sítio Grande.",NA,NA,NA,NA,NA,NA,"Arbusto, 3m de alt. Flores amarelas.","HUFABC001072","HUFABC001072",NA,NA,NA,NA,"Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:25:47-03","PUCPR","HUCP","20456","S","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","Ferreira Jr, M","2013","02","26","Bonaldi, R","455","2009","08",NA,"Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00017530","HUCP00017530",NA,NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA
"34","2019-12-04 15:25:47-03","PUCPR","HUCP","20391","S","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","Ferreira Jr, M","2013","07","01","Bonaldi, R","301","2007","12","16","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00017450","HUCP00017450",NA,NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA
"35","2020-02-08 09:27:16-03","NBC","NL-BOTANY","U.1573278","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner",NA,NA,NA,NA,"Mexia YEJ",NA,"1931","01","08","Brazil",NA,NA,"State of Minas Geraes, Districto Rio Branco, Retiro de Antonio Avelino, matta virgem, undergrowth in original forest.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1573278 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1573278","NL-U1573278",NA,"Southern America",NA,NA,NA,"Gentianales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-11-04 11:18:55-03","ESALQ","ESA","128659","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa",NA,"Ferreira, M.P.","2013",NA,NA,"Flores, T.B.","1801.0","2013","03","26","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).","-47.31605","-24.02021","-47.31605","-24.02021","480","480",NA,"ESA128659",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:18:55-03","ESALQ","ESA","52088","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","Souza, V.C.",NA,NA,NA,"Lima, R.A.F.","546.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"400","400","em clareira","ESA052088","ESA052088",NA,NA,NA,NA,"Magnoliophyta",NA,"34059","auto",NA,NA,NA,NA,NA
"38","2020-11-04 11:18:55-03","ESALQ","ESA","128656","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa",NA,"Ferreira, M.P.","2013",NA,NA,"Virillo, C.B.","68.0","2013","03","28","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha Casa de Pedra.","-47.558425","-24.166549","-47.558425","-24.166549","45","45","arvoreta, 4m, frutos verdes","ESA128656",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:18:55-03","ESALQ","ESA","109627","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30271.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109627","ESA109627",NA,NA,NA,NA,"Magnoliophyta",NA,"34059","auto",NA,NA,NA,NA,NA
"40","2020-11-04 11:18:55-03","ESALQ","ESA","109865","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30268.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109865","ESA109865",NA,NA,NA,NA,"Magnoliophyta",NA,"34059","auto",NA,NA,NA,NA,NA
"41","2020-11-04 11:18:55-03","ESALQ","ESA","109868","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30267.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109868","ESA109868",NA,NA,NA,NA,"Magnoliophyta",NA,"34059","auto",NA,NA,NA,NA,NA
"42","2020-11-04 12:15:58-03","ESALQ","ESA","141809","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","Gibau, A.","2016","03","05","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2194.0","2015","11","28","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"Arbusto ca. 90cm de alt. Flores amarelas, frutos imaturos verdes, maduros roxos.","ESA141809",NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA
"43","2020-11-04 11:18:55-03","ESALQ","ESA","108364","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa",NA,"Souza, V.C.",NA,NA,NA,"Silva, A.L.R.","31.0","2007","08","26","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA108364","ESA108364",NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA
"44","2020-11-04 11:18:55-03","ESALQ","ESA","34211","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","Souza, V.C.",NA,NA,NA,"Albuquerque, L.B. et al.","38.0","1996","11","12","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,"ESA034211","ESA034211",NA,NA,NA,NA,"Magnoliophyta",NA,"38855","auto",NA,NA,NA,NA,NA
"45","2020-11-04 11:18:55-03","ESALQ","ESA","29052","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nemorosa","Psychotria nemorosa","Gardner","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","224.0","1995","06","21","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029052",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"17990","auto",NA,NA,NA,NA,NA
