"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"267","2020-11-04 11:13:58-03","ESALQ","ESA","36591","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Hatschbach, G.","Carvalho, P.E.","23.0","1972","09","25","Brasil","Paraná","Irati",NA,"-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,"ESA036591","ESA036591",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"268","2020-11-04 11:13:59-03","ESALQ","ESA","6960","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Souza, V.C.","Souza, L.A.; Dutra, M.E.; Margarido, J.M.","291.0","1985","10","01","Brasil","Paraná","Maringá",NA,"-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,NA,"ESA006960","ESA006960","1992","11","17",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA
"269","2020-11-04 11:13:58-03","ESALQ","ESA","34966","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Jarenkow, J.A.","Jarenkow, J.A.","2194.0","1992","11","16","Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"ESA034966","ESA034966",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA
"270","2020-11-04 11:13:58-03","ESALQ","ESA","5773","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Pastore, J.A.","Pazetti, C.R.",NA,"1989","09","29","Brasil","São Paulo","Assis",NA,"-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,NA,"ESA005773","ESA005773",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA
"271","2020-11-04 11:13:54-03","ESALQ","ESA","102068","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis",NA,"Bertoncini, A.P.","Bertoncini, A.P.","830.0","1998","05","07","Brasil","São Paulo","Avaí",NA,"-49.3300018310547","-22.1399993896484",NA,NA,NA,NA,NA,"ESA102068","ESA102068","1998","07","17",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"23140","auto",NA,NA,NA,NA,NA
"272","2020-11-04 11:13:54-03","ESALQ","ESA","125615","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis",NA,"Santos, K.","Santos, K. ; Belinello, R.","1042.0","1905","06","22","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"ESA125615",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"273","2020-11-04 11:13:54-03","ESALQ","ESA","105397","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis",NA,"Durigan, G. & Franco, G.A.D.C.","Gorenstein, M.R.",NA,"2005","06","15","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,"ESA105397","ESA105397",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA
"274","2020-11-04 11:13:54-03","ESALQ","ESA","110069","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis",NA,NA,"Toniato, M.T.Z. ; Barreto, T.E.","65.0",NA,NA,NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,"ESA110069","ESA110069",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA
"275","2020-11-04 11:13:58-03","ESALQ","ESA","6479","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Pastore, J.A.","Rodrigues, R.R. ; Zandoval, J.A.",NA,"1990","01","05","Brasil","São Paulo","Ipeúna",NA,"-47.7099990844727","-22.4300003051758",NA,NA,NA,NA,NA,"ESA006479","ESA006479","1996","02","23",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"12906","auto",NA,NA,NA,NA,NA
"276","2020-11-04 11:13:59-03","ESALQ","ESA","7333","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Pastore, J.A.","Rodrigues, R.R. ; Morelatto, L.P.C.",NA,"1985","01","15","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA007333","ESA007333","1996","02","23",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA
"277","2020-11-04 11:13:59-03","ESALQ","ESA","7205","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Pastore, J.A.","Morellato-Fonzar, L. C. P. Rodrigues, R.R.","16723.0","1984","11","30","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA007205","ESA007205","1996","02","23",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA
"278","2020-11-04 11:13:54-03","ESALQ","ESA","86458","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis",NA,"Bopp, L.T.","Bopp, L.T.","178.0","2002","10","08","Brasil","São Paulo","Luís Antônio",NA,"-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,NA,"ESA086458","ESA086458",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"26872","auto",NA,NA,NA,NA,NA
"279","2020-11-04 11:13:54-03","ESALQ","ESA","29209","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Pastore, J.A.","Ivanauskas, N.M.","785.0","1996","04","27","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029209","ESA029209","2003","01","01",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"280","2020-11-04 11:13:54-03","ESALQ","ESA","20784","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Pastore, J.A.","Maestro, A. L. Silveira, A. M.","51.0","1994","10","10","Brasil","São Paulo","Paulo de Faria",NA,"-49.3800010681152","-20.0300006866455",NA,NA,NA,NA,NA,"ESA020784","ESA020784",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"29574","auto",NA,NA,NA,NA,NA
"281","2020-11-04 11:13:54-03","ESALQ","ESA","17746","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"Tamashiro, J.Y.; Vieira, A.O.S.; Ivanauskas, N.M.; Stranghetti, V.; Galvão, J.C.; Belinello, R.","266.0","1994","06","28","Brasil","São Paulo","Paulo de Faria",NA,"-49.3800010681152","-20.0300006866455",NA,NA,NA,NA,NA,"ESA017746","ESA017746",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"29574","auto",NA,NA,NA,NA,NA
"282","2020-11-04 11:13:54-03","ESALQ","ESA","33122","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Pastore, J.A.","Rodrigues, R.R. ; Gandolfi, S.","315.0","1994","10","01","Brasil","São Paulo","Paulo de Faria",NA,"-49.3800010681152","-20.0300006866455",NA,NA,NA,NA,NA,"ESA033122","ESA033122","1996","11","01",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"29574","auto",NA,NA,NA,NA,NA
"283","2020-11-04 11:13:58-03","ESALQ","ESA","5555","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Pastore, J.A.","Kampf, E.","104.0","1989","09","15","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA005555","ESA005555 ESA005555_1",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"284","2020-11-04 11:13:54-03","ESALQ","ESA","16792","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Pastore, J.A.","Zotelli, E.S.","2.0","1994","11","30","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA016792","ESA016792",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"285","2020-11-04 11:13:58-03","ESALQ","ESA","63938","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Rodrigues, R.R. & Bufo, L.V.B.","Bufo, L.V.B. ; Sabadim, P.C.","73.0",NA,NA,NA,"Brasil","São Paulo","Porto Feliz",NA,"-47.5200004577637","-23.2099990844727",NA,NA,NA,NA,NA,"ESA063938","ESA063938","1997",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"19715","auto",NA,NA,NA,NA,NA
"286","2020-11-04 11:13:54-03","ESALQ","ESA","20558","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Pastore, J.A.","Moraes, P. L. R. de","1206.0","1995","03","03","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA020558","ESA020558",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"287","2020-11-04 11:13:59-03","ESALQ","ESA","93192","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Rossi, L.","Rossi, L.","124.0","1979","11","22","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA093192","ESA093192",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"288","2020-11-04 11:13:54-03","ESALQ","ESA","26924","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Cardoso-Leite, E. & Rodrigues, R.R.","Cardoso-Leite, E. ; Oliveira, A.","207.0","1993","10","01","Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,NA,NA,NA,"ESA026924","ESA026924",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"15567","auto",NA,NA,NA,NA,NA
"289","2020-11-04 10:56:10-03","ESALQ","ESA","136130","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","J.A. Pastore","J.R. Guillaumon",NA,"2002","01","21","Brasil","São Paulo","Vinhedo",NA,"-46.9700012207031","-23.0300006866455",NA,NA,NA,NA,NA,"ESA136130",NA,"2002","02","07",NA,NA,NA,NA,NA,NA,NA,"9595","auto",NA,NA,NA,NA,NA
"290","2020-11-04 11:13:54-03","ESALQ","ESA","19506","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Pastore, J.A.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","2612.0","1994","06","21","Brasil","São Paulo","Piracicaba","Campus da ESALQ.","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"Árvore, 15 m alt.; frutos castanhos.","ESA019506","ESA019506",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"291","2020-11-04 10:56:10-03","ESALQ","ESA","137152","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"Colletta, G. D","2331.0","2015","11","10","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus, trilha do 1 e do jipe","-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,"Árvore, 7m, (estéril)","ESA137152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA
"292","2020-11-04 10:56:10-03","ESALQ","ESA","133541","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Rodrigues, R.R.","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","31.0","2015","06","29","Brasil","São Paulo","Nova Odessa","Instituto de Zootecnia; Fragmento de Floresta Estacional Semidecidual degradada","-47.2900009155273","-22.7700004577637","-47,.28982º","-22,760175º","553","553","Árvore ca. 8 metros de altura, cheiro de carne; Fruto com o pedúnculo grosso, ainda fechado; face abaxial velutina; Nome popular: cedro-rosa","ESA133541",NA,"2015","06","29",NA,NA,NA,NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA,NA
"293","2020-11-04 10:56:10-03","ESALQ","ESA","137407","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell","T.B. Flores","V. de Souza","204.0","1991","10","01","Brasil","Espírito Santo","Linhares","Mariane","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"ESA137407",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"294","2020-11-04 10:56:10-03","ESALQ","ESA","139218","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"Colletta, G.D","2737.0","2016","05","24","Brasil","SC","Abelardo Luz","Mata Ombrófila Mista","-52.3283004760742","-26.5646991729736",NA,NA,NA,NA,"Árvore, 7m estéril","ESA139218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35836","auto",NA,NA,NA,NA,NA
"295","2020-11-04 11:13:54-03","ESALQ","ESA","109557","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30096.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109557","ESA109557",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"296","2020-11-04 11:13:54-03","ESALQ","ESA","118831","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis",NA,"Colletta, G.D. & Alves, F.M.","Colletta, G.D.","616.0","2012","05","01","Brasil","São Paulo","Piratininga","Sítio Lagoa Azul, Mata em volta da represa","-49.1300010681152","-22.4099998474121",NA,NA,NA,NA,"Árvore, 14m, frutos maduros marrons.","ESA118831",NA,"2012","05","14",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"19389","auto",NA,NA,NA,NA,NA
"297","2021-01-14 15:31:45-03","MN","R","8077","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"Glaziou, A.F.M.","15881","1885","11","08","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008077","R000008077_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2021-01-14 15:31:45-03","MN","R","8078","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Piratininga, A.","Glaziou, A.F.M.","16735","1879","11","04","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008078","R000008078_001 R000008078_002","1998","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2021-01-14 15:31:45-03","MN","R","8079","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis var.multijuga","C. DC.",NA,"Glaziou, A.F.M.","11845","1872","10","06","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Plantas do Brasil Central","R000008079","R000008079_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"var.multijuga","38539","auto",NA,NA,NA,NA,NA
"300","2021-03-12 01:35:38-03","UFPI","TEPB","21936","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","K. Calago","Bruno M. T. Walter","2420","1995","06","23","Brasil","Goiás","Minacu","Fazenda Santa Isabel; estrada Minacu/AHE Serra da Mesa 4 Km a partir da entrada pelo lado de Minacu",NA,NA,"04814W","1335S",NA,NA,"Frutos de cor castanho, árvore de ca de 11m de altura - DAP 43 cm área de influencia do AHE Serra da mesa. Ambiente: Mata mesofítica em encosta de Morro",NA,NA,"1997","03","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2021-03-12 01:35:38-03","UFPI","TEPB","4887","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell",NA,"Metas",NA,"1979","09","01","Brasil","Ceará","Ubajara","Parque Nacional de Ubajara","-40.9211006164551","-3.85443997383118",NA,NA,NA,NA,"N. V. Cedro - Árvore <ll>dwc_commonname:</ll> Tamburil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27385","auto",NA,NA,NA,NA,NA
"302","2021-03-12 01:35:38-03","UFPI","TEPB","21938","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","K. Calago","Bruno M. T. Walter","2544","1995","09","06","Brasil","Goiás","Niquelândia","Estrada de Niquelândia para Roseareana; a mais ou menos 25 Km de de Niquelândia","-48.4597015380859","-14.4738998413086","04827W","1413S",NA,NA,"Cálice creme-esverdeado, corola levemente cor-de-rosa, folhas com até 8 pares de folíolos (raro); a maioria 5 a 6 pares. Área de influencia do AHE Serra da mesa, Árvore de 15m. Ambiente: Área de pastagem",NA,NA,"1997","02","27",NA,NA,NA,NA,NA,NA,NA,"74171","auto",NA,NA,NA,NA,NA
"303","2021-04-02 11:40:38-03","UFPI","TEPB","13328","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Roselis Rommel","R. Machado","47","2000","09","15","Brasil","Piauí","Teresina","Area Urbana","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,"Árvore com flor amarela <ll>dwc_commonname:</ll> Cedro",NA,NA,"2000","05","01",NA,NA,NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA
"304","2021-04-02 02:01:00-03","UFPI","TEPB","13327","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","FERNANDES, A.","R.Machado","47","2000","09","15","Brasil","Piauí","Teresina","Área urbana","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,"Árvore com flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA
"305","2020-11-19 10:24:20-03","CPAP","CPAP","20391","PreserverdSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"Jesus, E. M.","160","2006","09","20","Brasil","MS","Ladário","Fazenda Banda Alta","-57.586667","-19.142778","57°35'12'' W","19°08'34'' S","132","132","Árvore, 30 A 50m de altura. FLOR: verde rosado. FRUTO: marrom. INTERESSE: Apícola. FREQUÊNCIA: Rara. AMBIENTE: Mata ciliar. SUBSTRATO: solo argiloso. RELEVO: levemente ondulado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2015-07-02 14:42:44-03","JBP","HPL","12031","S","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell","J.A. Pastore","J.B. Baitello, J.A. Pastore, C.R.Lima & D.F. Bueno","1418","2007","05","15","Brasil","SP","Paranapanema","Coletado na Estação Ecológica, borda da mata, próximo da trilha 4.",NA,"-23.515556","48° 45' 77 W","23° 30' 56 S",NA,NA,NA,NA,NA,"2007","05","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2015-07-02 14:02:59-03","JBP","HPL","6715","S","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis",NA,"A. Amaral Jr.","A. Amaral Jr. & J. O. Mendonça et al.","431","1999","04","11","Brasil","MS","Bataguassu","Coletado na margem direita do Rio Paraná (Rio Taquaruçu). S 21° 34' 30,7; W 52° 07' 08,7.","-52.4222","-21.7142",NA,NA,NA,NA,NA,NA,NA,"1999","04","11",NA,NA,NA,NA,NA,NA,NA,"65610","auto",NA,NA,NA,NA,NA
"308","2015-07-02 14:02:59-03","JBP","HPL","6718","S","Plantae","Meliaceae","Cedrella","fissilis","Cedrella fissilis",NA,"A. Amaral Jr.","A. Amaral Jr. & J. O. Mendonça et al.","283","1999","04","07","Brasil","SP","Castilho","Coletado na margem esquerda do Rio Paraná, no subosque. S 20° 48' 31,4; W 51° 37' 27,8.","-51.48","-20.87",NA,NA,NA,NA,NA,NA,NA,"1999","04","07",NA,NA,NA,NA,NA,NA,NA,"37464","auto",NA,NA,NA,NA,NA
"309","2016-02-02 14:38:33-02","BGBM","B","B 10 0095903","S","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Parana.",NA,NA,NA,NA,NA,NA,"Nieders. Forstl. Versuchsanstalt Escherode. kult. Im BG-Berlin; 1.10.2003. Cubr 41159. <a href=http://herbarium.bgbm.org/object/B100095902 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100095903","B100095903",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2020-10-01 20:46:27-03","FPS","FPS","4897","MachineObservation","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Schwirkowski, P.","Schwirkowski, P.","4323","2020","10","01","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho. Buger Strasse (Estrada dos Bugres)","-49.352969","-26.300349","-49.352969","-26.300349",NA,NA,"<ll>dwc_commonname:</ll> Cedro, cedro-batata, cedro-rosa, cardo, cedro-branco, cedro-vermelho","FPS04897","FPS04897_v01 FPS04897_v02 FPS04897_v03 FPS04897_v04 FPS04897_v05 FPS04897_v06 FPS04897_v07 FPS04897_v08 FPS04897_v09","2020","10","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2019-12-19 08:15:23-03","FPS","FPS","1321","MachineObservation","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Schwirkowski, P.","Schwirkowski, P.",NA,"2014","04","27","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho. Propriedade de Leonardo Pilz","-49.380737","-26.320252","-49.380737","-26.320252",NA,NA,"<ll>dwc_commonname:</ll> Cedro, cedro-batata, cedro-rosa, cardo, cedro-branco, cedro-vermelho","FPS01321","FPS01321_v01","2014","04","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2019-12-19 08:15:23-03","FPS","FPS","1432","MachineObservation","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Schwirkowski, P.","Schwirkowski, P.",NA,"2013","12","15","Brasil","Santa Catarina","São Bento do Sul","Serra Alta - Atrás da Implantec","-49.389684","-26.29602","-49.389684","-26.29602",NA,NA,"<ll>dwc_commonname:</ll> Cedro, cedro-batata, cedro-rosa, cardo, cedro-branco, cedro-vermelho","FPS01432","FPS01432_v01","2013","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2014-09-04 12:55:58-03","UNICAP","HUCPE","1027","S","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","IPA","Cunha, L. .V.","D345","2009","01","09","Brasil","Pernambuco","Igarassu","Mata da Marezinha","-34.87481","-7.832298","-34.87481","-7.832298",NA,NA,NA,NA,NA,"2010","01","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2019-02-15 11:45:55-02","IPA","IPA","6058","S","Plantae","Meliaceae","Cedrela","macrocarpa","Cedrela macrocarpa","Ducke","Ducke, A.","Andrade-Lima","53-1643","1953","05","20","Brasil","Pará","Monte Alegre","C.A.N.P., mata virgem à margem da estrada para Cauçú.","-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,"Árvore; flor creme-clara.","IPA0006058",NA,"1953",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,"279177","auto",NA,NA,NA,NA,NA
"315","2019-02-15 11:45:55-02","IPA","IPA","6042","S","Plantae","Meliaceae","Cedrela","macrocarpa","Cedrela macrocarpa","Ducke","Ducke, A.","Andrade-Lima","53-1625","1953","05","20","Brasil","Pará","Monte Alegre","mata da beira da estrada para Mulata.","-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,"Árvore ca. 10m. Frutos na coleção.","IPA0006042",NA,"1953",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,"279177","auto",NA,NA,NA,NA,NA
"316","2019-08-27 13:32:35-03","IAP","PACA-AGP","96012","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","J. Mauhs","Mauhs, J.","182","1992","11","06","Brasil","RS","Canela","Passo do Louro","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"HASU 2261 Habitat: Interior de mato","PACA096012",NA,"1994",NA,NA,NA,NA,NA,"Magnoliophyta","Santalales",NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA
"317","2019-08-27 13:32:35-03","IAP","PACA-AGP","85702","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","R. M. Senna","J. Antunes",NA,"2000","10","24","Brasil","RS","Maximiliano de Almeida",NA,"-51.8032989501953","-27.6322002410889",NA,NA,NA,NA,NA,"PACA085702",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Santalales",NA,NA,"13380","auto","Magnoliatae",NA,NA,NA,NA
"318","2019-08-27 13:32:35-03","IAP","PACA-AGP","29665","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Emrich-Rambo","Henz, E.",NA,"1945","10","03","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: In silva primaeva Fenofase: flor","PACA029665",NA,"1954","08","24",NA,NA,NA,"Magnoliophyta","Santalales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA
