"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2016-11-01 11:20:00-02","NY","NYBG","540550","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata",NA,"J. Almeida","30","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540550","NY00540550_01",NA,NA,"H.-J. Esser","1968","09","13","Bahia","Itabela","Saída de Itabela- Eunapolis, 1 km da BR 101, lado leste","-39.5531","-16.5753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","778752","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat","S. C. de Sant'Ana","987","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778752","NY00778752_01",NA,NA,"J. A. Kallunki","2000","09","23","Bahia","Uruçuca","Área da EMARC. Reserva Gregório Bondar.","-39.2741667","-14.60222222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-11-01 11:20:00-02","NY","NYBG","540545","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata",NA,"L. Riedel","s.n.","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540545","NY00540545_01",NA,NA,"H.-J. Esser",NA,NA,NA,NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","542051","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat","J. S. Blanchet","2349","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542051","NY00542051_01",NA,NA,"H.-J. Esser","1836",NA,NA,"Bahia",NA,"Brasil intratrop.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-01 11:20:00-02","NY","NYBG","590298","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata",NA,"A. M. Amorim","427","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590298","NY00590298_01",NA,NA,"H.-J. Esser","1991","11","20","Bahia","Ubaitaba","Ramal a esquerda na estrada Ubaitaba/Itacaré, a 4 km do loteamento da Marambaia","-39.3231","-14.3128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","416393","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat","W. W. Thomas","9995","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00416393","NY00416393_01",NA,NA,"H.-J. Esser","1993","10","20","Bahia","Prado","8 km west of Cumuruxatiba on road to Itamaraju","-39.25","-17.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2017-05-17 10:21:00-03","NY","NYBG","02681737","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata",NA,"S. J. da Silva Neto","1338","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2942951' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681737","NY02681737_01",NA,NA,NA,"1999","11","17","Rio de Janeiro","Duque de Caxias","Trilha ao redor da barragem, lado direito, interior da mata. Reserva da Petrobras","-43.266667","-22.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-11-07 11:54:00-02","NY","NYBG","1182136","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata",NA,"G. Martinelli","9982","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397870' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182136","NY01182136_01",NA,NA,"J. M. A. Braga; J. A. Lira Neto","1984","10","10","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Arredores do CPRJ. Área FP 12.","-42.883","-22.483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","03687172","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat","L. Nusbaumer","4153","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952196' target='other'> <mi>dwc_moreinfo</mi></a>","NY03687172","NY03687172_01",NA,NA,NA,"2014","10","14","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.436149","-9.235971","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-11-07 11:54:00-02","NY","NYBG","1182137","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata",NA,"G. Martinelli","10030","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397875' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182137","NY01182137_01",NA,NA,"J. M. A. Braga; J. A. Lira Neto","1984","10","11","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso.","-42.883","-22.483","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","540546","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat","L. Riedel","s.n.","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649124' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540546","NY00540546_01",NA,NA,"H.-J. Esser","1824",NA,NA,"Rio de Janeiro","Petrópolis","Serra Estrella","-43.1783","-22.505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-30 12:51:00-03","NY","NYBG","01806362","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata",NA,"R. A. S. de Pontes","844","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2195037' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806362","NY01806362_01",NA,NA,NA,"2012","11","22","Pernambuco",NA,"Água Preta, Fazenda Camarão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-11-07 11:54:00-02","NY","NYBG","1182125","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata",NA,"H. C. de Lima","2264","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397442' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182125","NY01182125_01",NA,NA,"J. M. A. Braga","1984","10","18","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Quadrant II, árvore no. 203.","-42.883","-22.483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02890548","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat","P. Fiaschi","1711","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3153207' target='other'> <mi>dwc_moreinfo</mi></a>","NY02890548","NY02890548_01",NA,NA,"P. Fiaschi","2003","10","15","Bahia","Buerarema","Estrada São José da Vitória-Buerarema, ramal à dir., ca. 1 km de São José. Estrada de acesso para a Pedra Branca.","-39.32","-15.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02098699","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat","P. Fiaschi","1225","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104260' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098699","NY02098699_01",NA,NA,"H.-J. Esser","2002","12","04","Bahia","Una","Estrada de Una para Santa Luzia, ca. 1 km após a Vila São João (ca. 20 km de Una), ramal à esquerda. ESCAN/CEPLAC","-39.2","-15.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","416395","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat","W. W. Thomas","10182","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649126' target='other'> <mi>dwc_moreinfo</mi></a>","NY00416395","NY00416395_01",NA,NA,"H.-J. Esser","1993","10","28","Bahia","Una","8.8 km east of BR 101 on road to SÔo José and Una","-39.25","-15.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","540547","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat","L. Riedel","s.n.","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649125' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540547","NY00540547_01",NA,NA,"H.-J. Esser",NA,NA,NA,"Rio de Janeiro","Petrópolis","Serra Estrella","-43.1783","-22.505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","416361","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat","W. W. Thomas","11270","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00416361","NY00416361_01",NA,NA,"D. C. Daly","1996","11","14","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Trail to peak of Monte Pascoal. Upper slopes and top of Monte Pascoal.","-40.5747","-15.2647","250","536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","540549","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat","Pessoal do Horto Florestal","s.n.","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540549","NY00540549_01",NA,NA,"H.-J. Esser","1927","09","30","Rio de Janeiro","Rio de Janeiro","Matas das Obras Públicas, próximo ao Horto Florestal, Rio","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:30:18-03","UFRJ","RFA","4735","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Senefeldera","multiflora","Senefeldera multiflora","Mart.","P. Occhioni","603",NA,"Brasil",NA,"Árvore; flores creme esverdeadas","RFA40552",NA,NA,NA,NA,"1946",NA,NA,"Rio de Janeiro","Rio de Janeiro","Serra da Carioca","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-13 09:19:40-03","UFRJ","RFA","24971","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Senefeldera","multiflora","Senefeldera multiflora","Mart.","Flávio de Brito Pereira","23/22",NA,"Brasil",NA,"Árvore, flores brancas, folha verde, comum no local","RFA37812",NA,NA,NA,"João M. A. Braga","2000","07","19","Rio de Janeiro","Guapimirim","Fazenda São Francisco de Paula","-42.998611","-22.584722","98","98",NA,NA,"42º59'55''W","22º35'5''S",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:19:40-03","UFRJ","RFA","25169","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Senefeldera","multiflora","Senefeldera multiflora","Mart.","F. M. de B. Pereira","26/039",NA,"Brasil",NA,"Árvore, rara no local","RFA37814",NA,NA,NA,"João Marcelo A. Braga","2000","10","08","Rio de Janeiro","Cachoeiras de Macacu","Fazendas consorciadas Sertão","-42.816667","-22.451111","100","100",NA,NA,"42º48'60''W","22º27'4''S","2001","07","19",NA,NA,NA,NA,NA
"33","2020-11-13 09:19:40-03","UFRJ","RFA","25260","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Senefeldera","multiflora","Senefeldera multiflora","Mart.","A. Quinet","546 (28/033)",NA,"Brasil",NA,"Árvore, folhas verdes discolores, botões amarelos, comum no local","RFA37810",NA,NA,NA,"João Marcelo A. Braga","2000","09","11","Rio de Janeiro","Rio de Janeiro","Jacarepaguá/Taquara, Santa Maria (Caminho do Rio Pequeno)","-43.450278","-22.925278","200","200",NA,NA,"43º27'1''W","22º55'31''S",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:30:18-03","UFRJ","RFA","16906","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat","P. Occhioni","7669",NA,"Brasil",NA,"Arvoreta de 8 m de altura; flor verde","RFA40553",NA,NA,NA,"I. Cordeiro","1975","08","10","Rio de Janeiro","Cachoeiras de Macacu","Serra de fruburgo","-42.6530990600586","-22.4624996185303",NA,NA,"32671","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:30:18-03","UFRJ","RFA","39851","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat","R. Finotti; J. Caruzo","195",NA,"Brasil",NA,"Árvore com 4 m de altura e com PAP de 25,1 cm","RFA40554",NA,NA,NA,"Ricardo Finotti",NA,NA,NA,"Rio de Janeiro","Guapimirim","Fragmento florestaol adjacente à entrada da Estação Ecológica Paraíso","-42.905556","-22.493333","50","50",NA,NA,"42º54'20''W","22º29'36''S",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-08 17:38:36-03","EAO","IAN","21551","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Senefeldera","dodecandra","Senefeldera dodecandra","Müll.Arg.","Glaziou, AFM","1543","Southern America","Brasil",NA,NA,"IAN021551","IAN021551_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-08 17:38:36-03","EAO","IAN","7518","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Senefeldera","multiflora","Senefeldera multiflora","(Mart.) Müll.Arg.","Herb; Martius, CFP von","465","Southern America","Brasil",NA,NA,"IAN007518","IAN007518_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:38:40-03","EAO","IAN","14428","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Senefeldera","multiflora","Senefeldera multiflora","(Mart.) Müll.Arg.","Magalhães, MG","2254","Southern America","Brasil",NA,"Árvore 6,00 metros de altura; flores amarelladas.","IAN014428","IAN014428 IAN014428_e",NA,NA,NA,"1942","10","28","Minas Gerais","Governador Valadares","Mata; campo de Sementes; muito frequente.","-41.9494018554688","-18.8511009216309",NA,NA,"50833","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:38:40-03","EAO","IAN","14046","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Senefeldera","multiflora","Senefeldera multiflora","(Mart.) Müll.Arg.","Magalhães, MG","817","Southern America","Brasil",NA,"Árvore 15,00 metros de altura.","IAN014046","IAN014046 IAN014046_e",NA,NA,NA,"1941","11","24","Minas Gerais","Governador Valadares","Mata; campo de Sementes; muito frequente.","-41.9494018554688","-18.8511009216309",NA,NA,"50833","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:14:50-03","UFBA","ALCB","73893","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Senefeldera","multiflora","Senefeldera multiflora","Mart.","Santos, JS; Guedes, ML; Valadão, RM","94","Southern America","Brasil",NA,"de ca 15m. Folhas coriáceas, discolores, com a face adaxial verde intenso. Inflorescência terminal, flores masculinas com anteras amarelas.; Mata secundária estágio avançado.","ALCB054775",NA,NA,NA,"Guedes, ML","2006","09","24","Bahia","Ituberá/Grapiúna","Litoral Sul, Área da Michelin, Vila 05","-39.133333","-13.716667",NA,NA,NA,NA,"-39.133333","-13.716667","2006","10",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:14:50-03","UFBA","ALCB","92636","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Senefeldera","multiflora","Senefeldera multiflora","Mart.","Guedes, ML; Alves, L. de J.; Loureiro, DM; Oliveira, ARJ; Santos, EC","16507","Southern America","Brasil",NA,"de ca 6 m de altura. Folhas cartáceas, discolores. Frutos imaturos verdes.","ALCB054779",NA,NA,NA,"Guedes, ML","2009","01","08","Bahia","Itagibá","Litoral Sul, Mata do Laterítico","-39.733333","-14.176667",NA,NA,NA,NA,"-39.733333","-14.176667","2010","01",NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:14:50-03","UFBA","ALCB","86670","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Senefeldera","multiflora","Senefeldera multiflora","(Vell.) Croizart.","Ramos, C.H.A.; Guedes, ML; et al.","466","Southern America","Brasil",NA,"de ca 7 m de altura. Folhas coriáceas discolores, face adaxial verde brilhante. Inflorescência com flores femininas. Freqüente.","ALCB054778",NA,NA,NA,"Guedes, ML","2008","10","27","Bahia","Itacaré","Litoral Sul, Mata da Antena","-39.711111","-14.167222",NA,NA,NA,NA,"-39.711111","-14.167222","2009","01",NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:14:50-03","UFBA","ALCB","86687","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Senefeldera","multiflora","Senefeldera multiflora","(Vell.) Croizart.","Ramos, C.H.A.; Alves, L. de J.; Santos, CE","357","Southern America","Brasil",NA,"de ca 8 m de altura, látex branco. Folhas coriáceas, discolores. Inflorescência com botões amarelo claro.","ALCB054776",NA,NA,NA,"Guedes, ML","2008","09","15","Bahia","Itacaré","Litoral Sul, Mata do Cacau","-39.731944","-14.167222",NA,NA,NA,NA,"-39.731944","-14.167222","2009","01",NA,NA,NA,NA,NA,NA
