"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","yearIdentified","monthIdentified","dayIdentified"
"11","2021-03-15 16:37:00-03","NY","NYBG","2566139","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"I. A. Araujo","148","South America","Brazil","Rio Cuieiras, 1 km abaixo da boca do R. Branquinho.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2827288' target='other'> <mi>dwc_moreinfo</mi></a>","NY02566139","Pteridophyta","Hymenophyllales","Hook.","1975","04","28","Amazonas",NA,NA,"NY02566139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3934171","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"H. H. van der Werff","21948","South America","Ecuador","Cordillera del Cóndor region. Along upper Rio Nangaritza between Las Orquídeas and Shaime. Lower montane forest on sandstone cliffs above river.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4220708' target='other'> <mi>dwc_moreinfo</mi></a>","NY03934171","Pteridophyta","Hymenophyllales","Hook.","2006","11","05","Zamora-Chinchipe","-78.6558","-4.2581",NA,"Nangaritza","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3934170","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"B. Hoffman","1707","South America","Guyana","Pakaraima Mts; Basecamp on tributary of Partang R.; 8.6 km NE of Imbaimadai.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4220707' target='other'> <mi>dwc_moreinfo</mi></a>","NY03934170","Pteridophyta","Hymenophyllales","Hook.","1992","05","19","Cuyuni-Mazaruni","-60.27","5.77",NA,NA,"650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","03934169","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"B. Maguire","29090","South America","Venezuela","Cerro Duida.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4220703' target='other'> <mi>dwc_moreinfo</mi></a>","NY03934169","Pteridophyta","Hymenophyllales","Hook.","1949","04","22","Amazonas",NA,NA,"NY03934169_01",NA,"1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:50:56-03","EAO","IAN","82972","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","amazonicum","Trichomanes amazonicum","isotipo","Ule, EHG","5314","Southern America","Brasil",NA,NA,NA,NA,"IAN082972","Fern",NA,"Christ",NA,NA,NA,"Amazonas","-60.0250015258789","-3.10193991661072",NA,"Manaus",NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:41:47-03","NBC","NL-BOTANY","L.3647703","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","amazonicum","Trichomanes amazonicum",NA,"Ule EHG",NA,"Southern America","Brazil","in sandigen Walde bei Manáos.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3647703 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3647703",NA,"Hymenophyllales","Christ","1900","07","01",NA,NA,NA,"NL-L3647703",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:42:05-03","NBC","NL-BOTANY","U.1022396","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Sánchez S; M; Moreno J; Negedeka A; Plazas B",NA,"Southern America","Colombia","Amazonas, rió Caquetá, lado der erecha (bajando) 2.5 km abajo de la boca de a quebrada El Engaño.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1022396 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1022396",NA,"Hymenophyllales","Hook.","1988","05","14",NA,NA,NA,"NL-U1022396",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:42:05-03","NBC","NL-BOTANY","U.1022397","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Sanchez S M; Rodríguez A; Plazas B",NA,"Southern America","Colombia","Amazonas, rio Caquetá, margen izquierda, 1km arriba punta extremo occidental, Isla Mariñame, 3.5 km.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1022397 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1022397",NA,"Hymenophyllales","Hook.","1988","06","13",NA,NA,NA,"NL-U1022397",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:42:05-03","NBC","NL-BOTANY","U.1022398","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Sanchez S M; et al.",NA,"Southern America","Colombia","Caquetá, rio Caquetá, sobre la mesa de areniscas al oeste del caño Paujil, al oeste de Araracuara.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1022398 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1022398",NA,"Hymenophyllales","Hook.","1988","11","29",NA,NA,NA,"NL-U1022398",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:42:05-03","NBC","NL-BOTANY","U.1022504","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Mägdefrau K",NA,"Southern America","Venezuela","Cassiquiare: Unsterhalb dei Pasimone - Mündang.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1022504 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1022504",NA,"Hymenophyllales","Hook.","1958","02","03",NA,NA,NA,"NL-U1022504",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:42:05-03","NBC","NL-BOTANY","U.1025025","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Clarke HD",NA,"Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1025025 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1025025",NA,"Hymenophyllales","Hook.","1996","11","11","Upper Takutu-Upper Essequibo","-58.816667","1.516667","NL-U1025025",NA,NA,"McKee GS",NA,NA,NA,"Pteropsida","-58.816667","1.516667","U 0060513",NA,NA,NA,NA,NA
"22","2016-02-02 14:38:20-02","BGBM","B","B 20 0097720","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum","original material","R. Spruce","2324","Middle and South America","Brazil","St. Gabriel[-catingas, Rio Negro, a tributary of the Amazon].",NA,NA,"<a href=http://herbarium.bgbm.org/object/B200097720 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200097720",NA,NA,"Hook.","1852","06",NA,NA,NA,NA,"B200097720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2015-09-21 20:15:38-03","MNHN","RECOLNAT_MNHN_P","P00624488","PreservedSpecimen",NA,"Pteridophyta","Trichomanes","spruceanum","Trichomanes spruceanum","isotype","Spruce, R.",NA,NA,"Brésil","Prope San Gabriel da Cachoeira, ad Rio Negro, Brasiliae borealis","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00624488' target='other'> <mi>dwc_moreinfo</mi></a>","P00624488",NA,NA,"Hook.","1852","3",NA,NA,NA,NA,"P00624488_01",NA,NA,"Windisch",NA,NA,NA,NA,NA,NA,NA,"2334",NA,NA,NA,NA
"24","2005-05-10 13:53:40-03","MNHN","RECOLNAT_MNHN_P","P00624489","PreservedSpecimen",NA,"Pteridophyta","Trichomanes","spruceanum","Trichomanes spruceanum","isotype","Spruce, R.",NA,NA,"Brésil","Prope San Gabriel da Cachoeira, ad Rio Negro, Brasiliae borealis","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00624489' target='other'> <mi>dwc_moreinfo</mi></a>","P00624489",NA,NA,"Hook.","1852","3",NA,NA,NA,NA,"P00624489_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2334",NA,NA,NA,NA
"25","2015-09-21 20:53:02-03","MNHN","RECOLNAT_MNHN_P","P00624532","PreservedSpecimen",NA,"Pteridophyta","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Ule, E.",NA,NA,"Brésil","Rio Negro, Manaos","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00624532' target='other'> <mi>dwc_moreinfo</mi></a>","P00624532",NA,NA,"Hook.","1900","7",NA,NA,NA,NA,"P00624532_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5314",NA,NA,NA,NA
"26","2015-09-03 16:55:35-03","MNHN","RECOLNAT_MNHN_P","P01322762","PreservedSpecimen",NA,"Pteridophyta","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Spruce, R.",NA,NA,"Brésil","Sao Gabriel","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01322762' target='other'> <mi>dwc_moreinfo</mi></a>","P01322762",NA,NA,"Hook.","1852","6",NA,NA,NA,NA,"P01322762_01",NA,NA,"Windisch",NA,NA,NA,NA,NA,NA,NA,"2333 *",NA,NA,NA,NA
"27","2011-10-07 05:03:00-03","MO","MOBOT","1322","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Sandy Knapp|Jim Mallet","Knapp 8499","South America","Peru","Convento, trail to Pintoyacillo, Nuevo Lamas and San Miguel de Shanusi, Km 68 of Tarapoto-Yurimaguas road. Tropical wet forest on white sand and red clay.",NA,NA,NA,NA,NA,NA,"Hook.","1986","10","2","San Martín","-76.28333","-6.26666",NA,"Lamas","220.00000000","Robbin C. Moran",NA,NA,NA,NA,NA,NA,NA,"86-68","5",NA,NA,NA
"28","2012-03-02 05:16:00-03","MO","MOBOT","3174026","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"H. van der Werff|Bruce Gray|Wilson Quizhpe","van der Werff 21948","South America","Ecuador","Cordillera del Cóndor region. Along upper Río Nangaritza between Las Orquídeas and Shaime. Lower montane forest on sandstone cliffs above river.",NA,NA,NA,NA,NA,NA,"Hook.","2006","11","5","Zamora-Chinchipe","-78.6558333","-4.2580556",NA,"Nangaritza","900.00000000","A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,"437","9",NA,NA,NA
"29","2011-06-09 18:03:00-03","MO","MOBOT","3385796","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Gerardo Aymard","Aymard C. 5990","South America","Venezuela","Dtto Heres. Base Central del guiaquinima Tepui. Arbustales y Bosque bajos, sobre Areniscas cuarzosas, a lo largo de la quebrada Martinez. 85 km al S de la Paraqua.",NA,NA,NA,NA,NA,NA,"Hook.","1987","5","11","Bolívar","-63.36666","6.06666",NA,NA,"500.00000000","Henk van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","3389083","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"STEVENSON","STEVENSON 762","South America","Brazil","Rio Negro, near the mouth of Rio Xie, Vista Alegre, opposite Sao Marcelino, Low caatinga.",NA,NA,NA,NA,NA,NA,"Hook.","1987","10","21","Amazonas","-67.25","0.91666",NA,NA,NA,"R.C. Moran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","3389749","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Marion J. Jansen-Jacobs","Jansen-Jacobs 1637","South America","Guyana","Kamoa River. Swamp between camp and Toucan Mountain.",NA,NA,NA,NA,NA,NA,"Hook.","1989","9","17",NA,"-58.83333","1.53333",NA,NA,"260.00000000","K.U. Kramer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","3389883","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Julian A. Steyermark","Steyermark 57823","South America","Venezuela","Territorio Federal Amazonas; between Esmeralda Savana and southeastern base of Cerro Duida.",NA,NA,NA,NA,NA,NA,"Hook.","1944","8","22",NA,NA,NA,NA,NA,"200.00000000","Morton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","3390144","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Paul H. Allen","Allen 3040","South America","Colombia","Rio Macu (Macu-Parana)",NA,NA,NA,NA,NA,NA,"Hook.","1943","8","11","Vaupés",NA,NA,NA,NA,NA,"Morton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-08-31 09:22:43-03","INPA","INPA","86911","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Maia, LA","679","Southern America","Brasil","Mosqueiro, Caminho para Serra dos 6 lagos. Solo areia branca. Na campina.",NA,NA,NA,"INPA0086911","Polypodiopsida","Hymenophyllales","Hook.","1979","07","18","Pará","-67.08","0.11","INPA0086911 INPA0086911_e INPA0086911_e1","Belém",NA,"Windisch, PG",NA,NA,NA,NA,"-67.08","0.11",NA,NA,NA,"1985",NA,NA
"35","2020-08-31 09:22:43-03","INPA","INPA","181509","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Mori, SA","21924","Southern America","Brasil","Rio Cuieras, Lago Jaradá.",NA,NA,NA,"INPA0181509","Polypodiopsida","Hymenophyllales","Hook.","1991","08","05","Amazonas","-60.316667","-2.683333","INPA0181509 INPA0181509_e",NA,NA,"Windisch, PG",NA,NA,NA,NA,"-60.316667","-2.683333",NA,NA,NA,"2017","08","27"
"36","2020-08-31 09:22:43-03","INPA","INPA","110310","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Nelson, BW","905","Southern America","Brasil","rio Cuieiras pouco abaixo do rio Branquinho., rio Cuieiras pouco abaixo do rio Branquinho. Mata de terra firme aff campinarana. Na sombra da mata.",NA,NA,NA,"INPA0110310","Polypodiopsida","Hymenophyllales","Hook.","1980","12","20","Amazonas","-60.357897","-2.610433","INPA0110310 INPA0110310_e INPA0110310_e1","Manaus",NA,"Windisch, PG",NA,NA,NA,NA,"-60.357897","-2.610433",NA,NA,NA,"1985",NA,NA
"37","2020-08-31 09:22:43-03","INPA","INPA","15139","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Rodrigues, WA","6089","Southern America","Brasil","Rio Cuieiras, Sítio Tucunaré, Erva sob árvore da campina.",NA,NA,NA,"INPA0015139","Polypodiopsida","Hymenophyllales","Hook.","1964","09","16","Amazonas","-60.556692","-3.75","INPA0015139 INPA0015139_e INPA0015139_e1",NA,NA,NA,NA,NA,NA,NA,"-60.556692","-3.75",NA,NA,NA,"1989",NA,NA
"38","2020-08-31 09:22:43-03","INPA","INPA","166862","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Stevenson, DW","727","Southern America","Brasil","Ilha Tamanduá, Rio Negro, east bank at Ilha Tamanduá (locally Ilha Marajó), near Carapana. High caatinga forest.",NA,NA,NA,"INPA0166862","Polypodiopsida","Hymenophyllales","Hook.","1987","10","18","Amazonas","-67.266667","1","INPA0166862 INPA0166862_e","São Gabriel da Cachoeira","110","Windisch, PG","110",NA,NA,NA,"-67.266667","1",NA,NA,NA,"2017","08","27"
"39","2020-08-31 09:22:43-03","INPA","INPA","166897","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Stevenson, DW","762","Southern America","Brasil","Rio Xié, Vista Alegre, Rio Negro, near the mouth of Rio Xié, Vista Alegre, opposite São Marcelino. Low caatinga.",NA,NA,NA,"INPA0166897","Polypodiopsida","Hymenophyllales","Hook.","1987","10","21","Amazonas","-67.25","0.916667","INPA0166897 INPA0166897_e","São Gabriel da Cachoeira",NA,"Windisch, PG",NA,NA,NA,NA,"-67.25","0.916667",NA,NA,NA,"2017","08","26"
"40","2020-08-31 09:22:43-03","INPA","INPA","269927","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Carvalho, FA de","1549","Southern America","Brasil","Rio Uaupés, Rio Uaupés - Comunidade Monte Cristo",NA,NA,NA,"INPA0269927","Polypodiopsida","Hymenophyllales","Hook.","2009","06","15","Amazonas","-67.21093","0.00584",NA,"São Gabriel da Cachoeira","91","Carvalho, FA de","91",NA,NA,NA,"-67.21093","0.00584",NA,NA,NA,"2009","06","15"
"41","2020-08-31 09:22:43-03","INPA","INPA","41227","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Prance, GT","17923","Southern America","Brasil","Boca of Rio Brancinho, 2 km below, 2 Km from Rio Cuieras at 2 Km below mouth of Rio Brancinho. Campina on white sand.",NA,NA,NA,"INPA0041227","Polypodiopsida","Hymenophyllales","Hook.","1973","09","14","Amazonas","-60.557042","-2.772992","INPA0041227 INPA0041227_e INPA0041227_e1",NA,NA,"Windisch, PG",NA,NA,NA,NA,"-60.557042","-2.772992",NA,NA,NA,"1984",NA,NA
"42","2020-08-31 09:22:43-03","INPA","INPA","49341","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Araújo, I de J.","148","Southern America","Brasil","Rio Cuieiras, boca do Rio Branquinho, Rio Cuieiras, 1 Km abaixo da boca do rio Branquinho. Campinarana, solo arenoso, úmido.",NA,NA,NA,"INPA0049341","Polypodiopsida","Hymenophyllales","Hook.","1975","04","28","Amazonas","-60.27","-2.47",NA,NA,NA,"Windisch, PG",NA,NA,NA,NA,"-60.27","-2.47",NA,NA,NA,"1989",NA,NA
"43","2020-08-31 09:22:43-03","INPA","INPA","49665","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Araújo, I de J.","118","Southern America","Brasil","Rio Cuieiras, boca do Rio Branquinho, Rio Cuieiras, 1 Km abaixo da boca do Rio Branquinho. Campinarana, solo arenoso, úmido.",NA,NA,NA,"INPA0049665","Polypodiopsida","Hymenophyllales","Hook.","1975","04","26","Amazonas","-60.27","-2.47",NA,"Manaus",NA,"Windisch, PG",NA,NA,NA,NA,"-60.27","-2.47",NA,NA,NA,"1989",NA,NA
"44","2020-08-31 09:22:43-03","INPA","INPA","49666","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Araújo, I de J.","119","Southern America","Brasil","Rio Cuieiras, boca do Rio Branquinho, Rio Cuieiras, 1 Km abaixo da boca do rio Branquinho. Campinarana, solo arenoso, úmido.",NA,NA,NA,"INPA0049666","Polypodiopsida","Hymenophyllales","Hook.","1975","04","26","Amazonas","-60.27","-2.47",NA,NA,NA,"Windisch, PG",NA,NA,NA,NA,"-60.27","-2.47",NA,NA,NA,"1984",NA,NA
"45","2021-01-10 20:52:45-03","INPA","INPA","49674","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Araújo, I de J.","127","Southern America","Brasil","Rio Cuieiras, boca do Rio Branquinho, Rio Cuieiras, 1 Km abaixo da boca do rio Branquinho. Campinarana, solo arenoso, úmido.",NA,NA,NA,"INPA0049674","Polypodiopsida","Hymenophyllales","Hook.","1975","04","26","Amazonas","-60.27","-2.47",NA,NA,NA,"Windisch, PG",NA,NA,NA,NA,"-60.27","-2.47",NA,NA,NA,"1984",NA,NA
