"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","class","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude"
"45","2008-05-27 22:02:00-03","MO","MOBOT","10951","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","Ronald L. Liesner","Liesner 25147","1988","10","20","South America","Venezuela","Amazonas","ATABAPO Cerro Marahuaca. SE slopes. Below Salto Los Monos on tributary of headwaters of Río Iguapo.","1500.00000000","1600.00000000",NA,NA,NA,NA,"A. Smith (UC)",NA,"-65.38333","3.58333",NA,NA,NA,NA,NA,NA,"88-54","2",NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","18551","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","Ronald L. Liesner|Germán Carnevali","Liesner 22620","1987","10","29","South America","Venezuela","Amazonas","RIO NEGRO: Cerro Aracamuni, summit. Proa Camp. Savanna with small to large patches of forest, especially along streams, in ravines and near edge of tepui.","1400.00000000",NA,NA,NA,NA,NA,"L.E. Bishop (UC)",NA,"-65.81666","1.53333",NA,NA,NA,NA,NA,NA,"87-51","3",NA,NA
"47","2014-04-04 05:52:00-03","MO","MOBOT","1912530","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 17739","2003","6","23","South America","Peru","Pasco","La Suiza Vieja, cloud forest with many tree ferns.","2200.00000000",NA,NA,NA,NA,NA,"Alan R. Smith (UC)","Oxapampa","-75.45","-10.55",NA,NA,NA,NA,NA,NA,"322","9",NA,NA
"48","2020-05-25 13:14:00-03","MO","MOBOT","2362962","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","John L. Clark","Clark 5678","2000","12","21","South America","Ecuador","Napo","Parroquia: Talag. Comunidad Cando. North of Río Jatunyacu. Tropical wet forest.","540.00000000",NA,NA,NA,NA,NA,"McKee, G. S.","Tena","-77.9333333","-1.0666667",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"49","2015-03-12 06:15:00-03","MO","MOBOT","2725748","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","H. van der Werff|Abel Monteagudo|R. Francis|J.L. Mateo|César Rojas","van der Werff 19726","2005","5","6","South America","Peru","Pasco","Distr. Oxapampa. La Suiza Nueva. Low montane forest, 10-15 m tall and meadows with Xyris, Eriocaulaceae and Trichomanes lucens.","2210.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)","Oxapampa","-75.45611","-10.56222",NA,NA,NA,NA,NA,NA,"383","8",NA,NA
"50","2017-12-14 07:56:00-02","MO","MOBOT","2732139","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","H. van der Werff","van der Werff 20127","2005","5","17","South America","Peru","Pasco","Distr. Oxapampa.","2200.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)","Oxapampa","-75.4558333","-10.5583333",NA,NA,NA,NA,NA,NA,"388","7",NA,NA
"51","2019-08-20 17:29:00-03","MO","MOBOT","2742025","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","Abel Monteagudo|Antonio Peña|Rolando Francis|Carlos Arias C.|César Rojas","Monteagudo Mendoza 7614","2004","11","11","South America","Peru","Pasco","Dist. Chontabamba. Carretera Chontabamba a la Suiza. Bosque secundario montano zona de amortiguamiento.","2100.00000000",NA,NA,NA,NA,NA,"B. Leon (TEX) & USM)","Oxapampa","-75.4563889","-10.5616667",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"52","2010-11-02 15:55:00-02","MO","MOBOT","2742275","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","Abel Monteagudo","Monteagudo Mendoza 7877","2004","12","6","South America","Peru","Pasco","Dist. Chontabamba. Sector La Suiza. zona de amortiguamiento del P.N. Yanachaga-Chemillén. Bosque enano.","2211.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)","Oxapampa","-75.45611","-10.64555",NA,NA,NA,NA,NA,NA,NA,"5",NA,NA
"53","2010-11-02 15:55:00-02","MO","MOBOT","2742305","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","Abel Monteagudo","Monteagudo Mendoza 7905","2004","12","6","South America","Peru","Pasco","Dist. Chontabamba. Sector La Suiza. zona de amortiguamiento del P.N. Yanachaga-Chemillén. Bosque enano.","2211.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)","Oxapampa","-75.45611","-10.64555",NA,NA,NA,NA,NA,NA,NA,"5",NA,NA
"54","2019-01-25 04:35:00-02","MO","MOBOT","3066054","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","H. van der Werff|Luis Valenzuela G.|Efraín Suclli|A. Carazas","van der Werff 21047","2006","4","28","South America","Peru","Cusco","Above Quillouno, disturbed montane forest.","2300.00000000",NA,NA,NA,NA,NA,"A.R. Smith","La Convención","-72.50138","-12.44722",NA,NA,NA,NA,NA,NA,"410","5",NA,NA
"55","2012-05-21 14:33:00-03","MO","MOBOT","3307848","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","Joseph M. Beitel","Beitel 85281","1985","2","26","South America","Venezuela","Amazonas","Dpto. Río Negro. Cerro De La Neblina Expedition. Camp XI: Cerro de la Neblina, 6.2 km NNE Pico Phelps (=Neblina) 20.5 km ENE Neblina Base Camp): along stream (Caño Beitel) s. of camp, running between plateau of camp and steep, forest and Brocchinia covered, north-facing slope;dense montano cloudforest with mossy tree (10-12 m tall) and palms; stream steep with rocks pools and waterfalls.","1350.00000000","1450.00000000",NA,NA,NA,NA,"L.E. Bishop",NA,"-65.98111","0.8625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2011-06-10 12:40:00-03","MO","MOBOT","3308282","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","Julian A. Steyermark|Otto Huber|Victor Carreño E.","Steyermark 128718","1983","2","2","South America","Venezuela","Bolívar","Dense forest along caño. Distrito Piar: Macizo del Chimantá. Pequeñas altiplanicies en la base septentrional de los farallones superiores del Amur-tepui (Sector W del Acopán-tepuí).","1850.00000000",NA,NA,NA,NA,NA,"L.E. Bishop",NA,"-62.11666","5.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2013-05-07 06:03:00-03","MO","MOBOT","3308573","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","Ynés Mexia","Mexia 4059","2007","11","30","South America","Brazil","Espírito Santo","Southeast slope of Serra da Caparaó. Rainforest.","1550.00000000","2460.00000000",NA,NA,NA,NA,"L.E. Bishop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","779233","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","Ronald L. Liesner","Liesner 18121","1985","3","1","South America","Venezuela","Amazonas","Atabapo. Gallery forest and open area on Plateau of Huachamacari; 3º50'N, 65º43'W, elev. 1720 m.","1720.00000000",NA,NA,NA,NA,NA,"A.R.Smith",NA,"-65.71666","3.25",NA,NA,NA,NA,NA,NA,"85-18","2",NA,NA
"59","2019-08-20 17:28:00-03","MO","MOBOT","2744447","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","R. Bonino","Bonino 223","2002","2",NA,"South America","Peru","Cajamarca","Dist. San José de Lourdes. Localidad de Buenos Aires (Cerro El Parco). Bosque primario.","1900.00000000",NA,NA,NA,NA,NA,"B. Leon (TEX & USM)","San Ignacio","-77.885","-5.7011111",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"60","2020-08-31 09:22:57-03","INPA","INPA","216115","S","Plantae","Polypodiopsida","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Carvalho, FA de","384","2005","01","01","Southern America","Brasil","Amazonas","Parque Nacional do Pico da Neblina, Trilha para a Cachoeira do Anta. Alto da Serra da Neblina.Caminhada do acampamento do Marco 5 da fronteira Brasil-Venezuela para a cachoeira do Anta (Brasil). Bacia do Rio do Anta.","2336","2336",NA,NA,"INPA0216115","INPA0216115 INPA0216115_e",NA,"Santa Isabel do Rio Negro","-65",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-65",NA
"61","2020-01-14 15:27:51-03","F","FMNH-PTERIDOPHYTES","C0357543F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L. E. Bishop","H. van der Werff et al.","17739","2003","6","23","South America","Peru","Pasco",NA,NA,NA,NA,NA,"C0357543F",NA,"A. R. Smith","Oxapampa",NA,NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2016-02-11 12:33:02-02","F","FMNH-PTERIDOPHYTES","C0653436F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L. E. Bishop","J. M. Beitel","85281","1985","2","26","South America","Venezuela",NA,NA,NA,NA,NA,NA,"C0653436F","C0653436F_01",NA,NA,"-65.9119","7.0758","Pteridopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2016-02-11 12:33:42-02","F","FMNH-PTERIDOPHYTES","C0653437F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L. E. Bishop","J. A. Steyermark","558-A","1955","2","7","South America","Venezuela",NA,NA,NA,NA,NA,NA,"C0653437F","C0653437F_01",NA,NA,"-65.9119","7.0758","Pteridopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2016-02-11 12:34:36-02","F","FMNH-PTERIDOPHYTES","C0653438F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L. E. Bishop","J. A. Steyermark","558","1955","2","7","South America","Venezuela",NA,NA,NA,NA,NA,NA,"C0653438F","C0653438F_01",NA,NA,"-65.9119","7.0758","Pteridopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2016-02-19 11:23:45-02","F","FMNH-PTERIDOPHYTES","C0653440F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L. E. Bishop","unknown","153",NA,NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,"C0653440F","C0653440F_01",NA,NA,"-74.14","-9.1839","Pteridopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2016-02-12 10:20:47-02","F","FMNH-PTERIDOPHYTES","C0653442F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L. E. Bishop","C. Schunke","469","1924","9",NA,"South America","Peru",NA,NA,NA,NA,NA,NA,"C0653442F","C0653442F_01",NA,NA,"-74.14","-9.1839","Pteridopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-09-12 05:00:02-03","US","US","2291727","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","B. Maguire, R. S. Cowan & J. J. Wurdack","30195","1950","12","13","South America - Neotropics","Venezuela","Amazonas","Cerro Huachamacari, Río Cunucunuma, Summit camp, right fork of Caño de Dios","1900",NA,NA,NA,"US00809095",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"68","2020-09-12 05:00:02-03","US","US","2586825","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","V. Vareschi & E. Foldats","4831","1956","4",NA,"South America - Neotropics","Venezuela","Bolívar","Auyan-tepuí, El Peñon","1850",NA,NA,NA,"US00809094",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"69","2020-09-12 05:00:02-03","US","US","65972","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","E. F. im Thurn","190","1884","12","10","South America - Neotropics","Guyana","Cuyuni-Mazaruni","Mt. Roraima, upper slope",NA,NA,NA,NA,"US00974248",NA,"Bishop, L. E.",NA,"-60.71","5.2","Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"70","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","J. L. Clark & N. Harris","07271","2003","2","26","South America - Neotropics","Ecuador","Napo","Parroquia: Catundo. Parque Nacional Sumaco Napo Galeras. Trail along crest of Galeras.","1500","1700",NA,NA,NA,NA,"McKee, G. S., (US), NMNH","Archidona","-77.5281","-0.8322","Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"71","2020-09-12 05:00:02-03","US","US","1498268","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","Y. Mexia","4059","1929","11","30","South America - Neotropics","Brazil","Espírito Santo","Brazil, State of Espiritu Santom S.E. slope of Serra da Caparaó.","1550","2460",NA,NA,"US01609440","US01609440_01",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"72","2020-09-12 05:00:02-03","US","US","3294409","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","B. Maguire, J. J. Wurdack & C. K. Maguire","42396","1957","12","14","South America - Neotropics","Venezuela","Amazonas","Cerro de la Neblina, Río Yatua, Caño Grande","1900",NA,NA,NA,"US00809102",NA,NA,"Río Negro",NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"73","2020-09-12 05:00:02-03","US","US","2695950","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","J. A. Steyermark, V. Carreño E. & C. Brewer-Carias","109287","1974","2","22","South America - Neotropics","Venezuela","Bolívar","Meseta del Jaua: Cerro Jaua, Río Marajano","1750","1800",NA,NA,"US00809097","US00809097_01",NA,NA,"-64.56","4.81","Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"74","2020-09-12 05:00:02-03","US","US","2200282","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","J. A. Steyermark & J. J. Wurdack","55 558 A","1955","2","7","South America - Neotropics","Venezuela","Bolívar","Chimantá Massif, Upper Falls of Río Tirica above Summit Camp","1950",NA,NA,NA,"US00809101",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"75","2020-09-12 05:00:02-03","US","US","3252557","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","J. M. Beitel","85281","1985","2","26","South America - Neotropics","Venezuela","Amazonas","Cerro de la Neblina, Camp XI, 6.2 km NNE Pico Phelps (= Neblina) (20.5 km ENE Neblina Base Camp), along stream (Caño Beiltel) S of camp, running between plateau of camp and steep","1350","1450",NA,NA,"US00809093",NA,NA,"Río Negro","-65.98","0.86","Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"76","2020-09-12 05:00:02-03","US","US","2290532","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","N. C. Fassett","25420","1944","6","30","South America - Neotropics","Colombia","Santander","Dept. Santander, Colombia, S.A., Cerro del Paramo, Cero de Armas, region about Landazuri, 70 km. N. of Velez.","1890",NA,NA,NA,"US01609436","US01609436_01",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"77","2020-09-12 05:00:02-03","US","US","2696023","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","J. A. Steyermark, V. Carreño E. & C. Brewer-Carias","109468","1974","2","22","South America - Neotropics","Venezuela","Bolívar","Meseta del Jaua: Cerro Jaua, Río Marajano","1750","1800",NA,NA,"US00809098","US00809098_01",NA,NA,"-64.56","4.81","Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"78","2020-09-12 05:00:02-03","US","US","1193448","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","J. F. Macbride","4522","1923","6","16","South America - Neotropics","Peru",NA,"South America, Peru, Playapampa.","2743",NA,NA,NA,"US01609429","US01609429_01",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"79","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","J. L. Clark, E. Narváez & V. Grefa","5678","2000","12","21","South America - Neotropics","Ecuador","Napo","Parroquia: Talag. Comunidad Cando. North of Río Jatunyacu.","540","540",NA,NA,NA,NA,"McKee, G. S., (US), NMNH","Tena","-77.9414","-1.0792","Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"80","2020-09-12 05:00:02-03","US","US","1471001","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","F. L. Herrera","3011","1930","7",NA,"South America - Neotropics","Peru",NA,"Peru, Reg: Valle de Santa Ana, Prov. de la Convencíon. [interpreted]",NA,NA,NA,NA,"US01609431","US01609431_01",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"81","2020-09-12 05:00:02-03","US","US","2604557","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","E. L. Little Jr.","9381","1945","2","5","South America - Neotropics","Colombia","Huila","Colombia, trip on foot, Caquetá side of Huila-Caquetá divide, 20 km. SE. of Garzón. Cordillera Oriental.","2530",NA,NA,NA,"US01609434","US01609434_01",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"82","2020-09-12 05:00:02-03","US","US","2571328A","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","J. A. Steyermark","98132","1967","3","22","South America - Neotropics","Venezuela","Bolívar","Meseta del Jaua: Cerro Jáua, cumbre de la porcion Central-Occidental de la Meseta, 36 millas nauticas o 60 km NO de la mision de Campamento Sanidad del Río Kanarakuni","1922","2100",NA,NA,"US00809092",NA,NA,NA,"-64.43","4.75","Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"83","2020-09-12 05:00:02-03","US","US","1497542","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","G. H. H.Tate","675","1928","8",NA,"South America - Neotropics","Venezuela","Amazonas","Mount Duida, summit, Peak #7, 50 feet below top","2164",NA,NA,NA,"US00809096",NA,NA,NA,"-65.66","3.41","Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"84","2020-09-12 05:00:02-03","US","US","3294407","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","B. Maguire, J. J. Wurdack & C. K. Maguire","42408","1957","12","15","South America - Neotropics","Venezuela","Amazonas","Cerro de la Neblina, Río Yatua, on E escarpment of upper Caño Grande basin","1900",NA,NA,NA,"US00809099",NA,NA,"Río Negro","-65.91","0.98","Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"85","2020-09-12 05:00:02-03","US","US","1857235","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","J. Soukup","2356","1944","8",NA,"South America - Neotropics","Peru","Pasco","Oxapauipe (dep. Pasco). [interpreted]","1600",NA,NA,NA,"US01609433",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"86","2020-09-12 05:00:02-03","US","US","3419488","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","J. L. Clark, E. Narváez & V. Grefa","5678","2000","12","21","South America - Neotropics","Ecuador","Napo","Ecuador, Province: Napo. Canton: Tena. parroquia: Talag. Comunidad Cando. North of Río Jatunyacu.","540",NA,NA,NA,"US01609438",NA,NA,NA,"-77.9414","-1.0792","Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"87","2020-09-12 05:00:02-03","US","US","1443932","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","R. Kanehira","185","1927","1","30","South America - Neotropics","Peru",NA,"Peru, Pampayacu.",NA,NA,NA,NA,"US01609430",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"88","2020-09-12 05:00:02-03","US","US","1519791","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","C. Schunke","A153","1923","8",NA,"South America - Neotropics","Peru","Junín","Peru, Dept. Junín: Schunke Hacienda, above San Ramón.","1300","1700",NA,NA,"US01609432","US01609432_01",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"89","2020-09-12 05:00:02-03","US","US","3468599","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","J. L. Clark & N. Harris","7271","2003","2","26","South America - Neotropics","Ecuador","Napo","Ecuador, Province: Napo. Cantón. Archidona, Parroquia: Catundo. Parque nacional Sumaco Napo Galeras. Trail along crest of Caleras.","1500","1700",NA,NA,"US01609439","US01609439_01",NA,NA,"-77.5281","-0.8322","Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"90","2020-09-12 05:00:02-03","US","US","3294479","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","J. A. Steyermark","93232","1964","5","2","South America - Neotropics","Venezuela","Bolívar","Auyan-tepuí, Río Churún","1690",NA,NA,NA,"US00809100",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"91","2020-09-12 05:00:02-03","US","US","1592389","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","Bro. Daniel","609","1935","12",NA,"South America - Neotropics","Colombia","Antioquia","Colombia, Dept. Antioquía, Santuario. [interpreted]",NA,NA,NA,NA,"US01609437",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"92","2020-09-12 05:00:02-03","US","US","700273","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","R. S. Williams","1126","1902","7","30","South America - Neotropics","Bolivia",NA,"Bolivia, Santa Anna.",NA,NA,NA,NA,"US01609427","US01609427_01",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"93","2020-09-12 05:00:02-03","US","US","700280","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","R. S. Williams","1133","1902","7","30","South America - Neotropics","Bolivia",NA,"Bolivia, Santa Anna.","1676",NA,NA,NA,"US01609428","US01609428_01",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"94","2020-09-12 05:00:02-03","US","US","2203786","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","N. C. Fassett","25420","1944","6","30","South America - Neotropics","Colombia","Santander","Dept. Santander, Colombia, S.A., Cerro del Paramo, Cero de Armas, region about Landazuri, 70 km. N. of Velez.","1890",NA,NA,NA,"US01609435",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1",NA,NA
"95","2020-02-11 18:26:08-03","UFMG","BHCB-SL","58438","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop.","Carvalho, FA; Domingos; Dias, RL; Fernandes, AM; Mario; Tomé","384","2005","01","01","América","Brasil","Amazonas","Parque Nacional do Pico da Neblina, Trilha para a cachoeira do Anta. Alto da Serra da Neblina. Caminhada do acampamento do Marco 5 da fronteira Brasil-Venezuela para a cachoeira do Anta (Brasil). Bacia do Rio do Anta. Mesa do Tepui.","2336","2336",NA,"Em fenda de rocha em margem de rio, crescendo com briófitas.","BHCB002030","BHCB002030","Carvalho, FA; Salino, A","São Gabriel da Cachoeira","-65.941667","-0.855556",NA,"2005","10",NA,NA,NA,NA,NA,"-65.941667","-0.855556"
