"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"11","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438550","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum",NA,"Lindeman JC; Haas JH de",NA,"1966","07","22","Southern America","Brazil","Paraná",NA,"Est. Paraná. Fazenda S.Joao da Cia. Fiat Lux, W of S.Joao do Triunfo.",NA,NA,NA,"Araucaria forest on yellow sandy loam.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438550 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1438550","NL-U1438550",NA,NA,NA,"Magnoliopsidae","U 0250601",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438551","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum","Landrum LR; Salywon AM","Hatschbach GG; Lindeman JC; Haas JH de",NA,"1966","02","09","Southern America","Brazil","Paraná",NA,"Rio Potinga (S.Mateus do Sul), PR",NA,NA,NA,"Mata de galeria.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438551 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1438551","NL-U1438551",NA,NA,NA,"Magnoliopsidae","U 0250600",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438552","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum","Landrum LR; Salywon AM","Hatschbach GG; Lindeman JC; Haas JH de",NA,"1966","02","08","Southern America","Brazil","Paraná",NA,"Est. Paraná. Along road do Xisto near Agua Amarela (Lapa).",NA,NA,NA,"Forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438552 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1438552","NL-U1438552",NA,NA,NA,"Magnoliopsidae","U 0250602",NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-07-02 14:03:09-03","JBP","HPL","7601","S","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum","V.C. Souza","R. Tsuji","1682","2007","02","28",NA,"Brasil","PR","São Mateus do Sul","Coletado nas proximidades do município de São Mateus do Sul, sentido São João do Triunfo.","-50.3828","-25.8742",NA,NA,NA,NA,"31353","auto","2012",NA,NA,"06","11",NA,NA,NA,NA,NA,NA
"15","2021-03-24 17:09:30-03","UFES","SAMES","8462","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum",NA,"Ferreira Jr,M.; Francisco,E.M.","355","2012","05","04",NA,"Brasil","Paraná","Londrina","Ivaí beira da estrada Irati- Ivaí.","-51.1627998352051","-23.3103008270264",NA,"Fruto maduro vinho. Interior da mata. Habito: Arbusto","SAMES08462",NA,"63728","auto",NA,NA,NA,NA,NA,"-508650000.0","-249975000.0",NA,NA,NA,NA
"16","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009713","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D. Legrand) Salywon & Landrum",NA,"G. Hatschbach","40655","1978","1","1",NA,"Brazil","Parana",NA,"Vargem Grande (mun. S. Mateus do SUI).","-50.3833","-25.8667",NA,"Arvoreta 5 m, flroes alvas, de arval",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0052944","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica",NA,"A. M. Salywon & L. R. Landrum","M. L. Kawasaki; L. R. Landrum, S. S. Landrum","940","1995",NA,"6",NA,"Brazil","Parana",NA,"Curitiba. Parque das Barreirinhas.","-49.259434","-25.361267",NA,"Arvoreta 1.5-2 m alt. Esteril.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0052943","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica",NA,"A. M. Salywon & L. R. Landrum","J. M. Silva; C. B. Poliquesi, E. Barbosa","1668","1996",NA,"14",NA,"Brazil","Parana",NA,"Estrada Ligacao Rodovia do Xisto para Antonio Olinto, km 5 (Mun. Antonio Olinto).","-50.2","-25.9833",NA,"Arbusto, 3.5 m, fruto vinoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:40:03-03","UFJF","CESJ","64826","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D. Legrand) Salywon & Landrum","J.M. Silva","J.M. Silva; C.B. Poliquesi; L.T. Maranho; R. Ristow","8263","2012","03","21","América do Sul","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Árvore 4m, frutos vinosos. Mata com Araucária.","CESJ064826",NA,"46557","auto","2012",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:40:10-03","UFJF","CESJ","45721","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Mosiera","prismatica","Mosiera prismatica","(Legr.) Landr.","M. Sobral","G. Hatschbach; P.Occhioni","22662","1969","06","25","América do Sul","Brasil","Paraná","São Mateus do Sul","Lagoa","-50.3828010559082","-25.8742008209229",NA,"Arbusto, 1 m, fruto maduro vinoso-escuro. Erval. Comum.","CESJ045721",NA,"31353","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-07 11:46:25-03","UFMS","CGMS","63541","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum",NA,"O.S. Ribas; R. Wasum; L. Scur","6779","2005","04","19",NA,"Brasil","Paraná","São Mateus do Sul","Usina de Xisto da Petrobrás.","-50.3828010559082","-25.8742008209229",NA,"Fruto imaturo negro. Habitat: Floresta Ombrófita Mista. Habito: Arbusto. 2,50 m de altura.","CGMS1096509",NA,"31353","auto","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:20:58-03","UNICAMP","UEC","151979","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum",NA,"Costa, IR; Verola, CF","670",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-10-14 10:03:22-03","FURB","FURB","36890","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum","Sobral, M","Gasper, A.L. de; Brogni, E.","3004","2008","06","09",NA,"Brasil","Santa Catarina","Três Barras","Floresta Nacional Três Barras.","-50.3019444","-26.2163889",NA,"Voucher estéril IFFSC 2001 (Fitossociologia) - N/36 Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: arbórea;","FURB02414","FURB02414",NA,NA,"2008",NA,NA,NA,NA,"-50.3019444","-26.2163889","824","824",NA,NA
"24","2020-10-14 10:03:22-03","FURB","FURB","46748","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum","Oliveira, AA de","Oliveira, A.A. de","1375","2015","03","25",NA,"Brasil","Santa Catarina","Papanduva",NA,"-50.22","-26.28",NA,"Florística Entorno IFFSC 1013, entre o P.A. e a subunidade O","FURB32051","FURB32051",NA,NA,"2015",NA,NA,"03","25","-50.2200000","-26.2800000","813","813",NA,NA
"25","2020-10-14 10:03:22-03","FURB","FURB","64667","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D; Uller, H.F.;Schneiders, A.","5300","2019","08","12",NA,"Brasil","Santa Catarina","Canoinhas",NA,"-50.4911111","-26.1905555",NA,"Fruto imaturo Habitat: Interior de unidade amostral;Estágio de regeneração médio/árvores espaçadas;Floresta Ombrófila Mista Habito: Arbórea","FURB64667","FURB64667",NA,NA,"2019",NA,NA,"08","12","-50.4911111","-26.1905555","820","820",NA,NA
"26","2020-10-14 10:03:22-03","FURB","FURB","40859","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum","Silva, JM","Silva, J.M.; Poliquesi, C.B.; Maranho, L.T. & Ristow, R.","8263","2012","03","19",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha.","-50.1618995666504","-25.0949993133545",NA,NA,"FURB32052","FURB32052","46557","auto","2012",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-16 17:53:52-03","UCS","HUCS","33334","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D. Legrand) Salywan & Landrum","Hatschbach, G.","Silva, J.M.","6357","2008","03","15",NA,"Brasil","Paraná","Antonio Olinto","arredores","-50.1972007751465","-25.9860992431641",NA,"Herbário MBM; floresta com araucária",NA,NA,"22130","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-16 17:53:52-03","UCS","HUCS","25132","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D. Legrand) Salywan & Landrum","Molz, M.","Wasum, R.A.","2429","2005","01","26",NA,"Brasil","Paraná","São Mateus do Sul","arredores da usina","-50.3828010559082","-25.8742008209229",NA,"interior da mata",NA,NA,"31353","auto","2017",NA,NA,"05","15",NA,NA,"750","750",NA,NA
"29","2021-03-16 17:53:52-03","UCS","HUCS","25300","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D. Legrand) Salywan & Landrum","Molz, M.","Wasum, R.A.","2439","2005","01","26",NA,"Brasil","Paraná","São Mateus do Sul","arredores da usina","-50.3828010559082","-25.8742008209229",NA,"interior da mata",NA,NA,"31353","auto","2017",NA,NA,"05","15",NA,NA,"750","750",NA,NA
"30","2021-03-16 17:53:52-03","UCS","HUCS","37603","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D. Legrand) Salywan & Landrum","Molz, M.","Wasum, R.A.","3504","2006","01","19",NA,"Brasil","Paraná","São Mateus do Sul","Dois Irmãos","-50.3828010559082","-25.8742008209229",NA,"orla da mata",NA,NA,"31353","auto","2017",NA,NA,"05","15",NA,NA,"800","800",NA,NA
"31","2021-03-16 17:53:52-03","UCS","HUCS","18397","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D. Legrand) Salywan & Landrum","Molz, M.","Silva, J.M.","1668","1996","05","14",NA,"Brasil","Paraná","Antonio Olinto","Estrada ligação Rodovia do Xisto para Antônio João - km 5","-50.1972007751465","-25.9860992431641",NA,"arbusto 3,5 m - fruto vinoso; mata de araucária",NA,NA,"22130","auto","2017",NA,NA,"05","15",NA,NA,NA,NA,NA,NA
"32","2021-03-16 17:53:52-03","UCS","HUCS","27865","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D. Legrand) Salywan & Landrum","Molz, M.","Wasum, R.A.","3382","2006","01","16",NA,"Brasil","Paraná","São Mateus do Sul","Fazenda Ronaldo Toppel","-50.3828010559082","-25.8742008209229",NA,"interior da mata",NA,NA,"31353","auto","2018",NA,NA,"09","10",NA,NA,"200","200",NA,NA
"33","2021-03-16 17:53:52-03","UCS","HUCS","29424","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D. Legrand) Salywan & Landrum","Molz, M.","Sartori, M.","79","2006","05","02",NA,"Brasil","Paraná","São Mateus do Sul","Mina de Xisto","-50.3828010559082","-25.8742008209229",NA,"interior da mata",NA,NA,"31353","auto","2018",NA,NA,"09","10",NA,NA,"800","800",NA,NA
"34","2021-03-16 17:53:52-03","UCS","HUCS","40173","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D. Legrand) Salywan & Landrum","Silva, J.M.","Silva, J.M.","8263","2012","03","21",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Herbário MBM; mata com araucária",NA,NA,"46557","auto","2012",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-16 17:53:52-03","UCS","HUCS","25167","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D. Legrand) Salywan & Landrum","Molz, M.","Wasum, R.A.","2490","2005","01","27",NA,"Brasil","Paraná","São Mateus do Sul","Usina de Xisto","-50.3828010559082","-25.8742008209229",NA,"interior da mata",NA,NA,"31353","auto","2017",NA,NA,"05","15",NA,NA,"750","750",NA,NA
"36","2021-03-16 17:53:52-03","UCS","HUCS","37148","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D. Legrand) Salywan & Landrum","Faria Junior, J.E.Q.","Silva, J.M.","4604","2006","01","16",NA,"Brasil","Paraná","São Mateus do Sul","Varzea da Olaraia","-50.3828010559082","-25.8742008209229",NA,"árvore 6m, flor alvacenta; Floresta ombrofila mista",NA,NA,"31353","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-02-21 19:37:56-03","UNEMAT","HERBAM","0105","S","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D. Legrand) Salywon & Landrum","Soares, CRA","Soares, C.R.A.","483","2007","11","02",NA,"Brasil","Mato Grosso","Alta Floresta","Fragmento florestal em frente substação de energia","-56.0861015319824","-9.87555980682373",NA,NA,"HERBAM000105",NA,"109392","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-02-23 13:15:01-03","UNEMAT","HERBAM","4920","S","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D. Legrand) Salywon & Landrum","Simão, SS; Almeida, EA; Rodrigues, L; Soares, CRA","Simão, S.S.; Almeida, E.A. & Rodrigues, L.","66","2010","10","22",NA,"Brasil","Mato Grosso","Alta Floresta","Fazenda Viviane, Floresta ombrófila.","-56.14","-9.869722",NA,NA,"HERBAM004920",NA,NA,NA,"2010",NA,NA,NA,NA,"-56.14","-9.869722",NA,NA,NA,NA
"39","2019-08-16 08:40:12-03","UTFPR","HCF","23677","S","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum","J.M. Silva","J.M. Silva","9223","2016","02","14",NA,"Brasil","PR","Castro","PCH do Rio Iapó, Fazenda Marumbi","-50.12","-24.737222",NA,"arbusto com 3 m de altura. Floresta Ombrófila Mista.",NA,NA,NA,NA,"2017",NA,NA,"03","31","50°07'12 W","24°44'14 S","980","980",NA,NA
"40","2020-01-27 17:29:03-03","UTFPR","HCF","30203","S","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum","S.V. Serejo","R.R. Völtz","2012","2019","02","05",NA,"Brasil","PR","São Mateus do Sul","Faxinal dos Ilhéus","-50.396667","-25.800833",NA,"árvore 6 m alt. Ritidoma fissurado, levemente escamoso, acinzentado. Em bizel, casca morta marrom-claro, em anéis, casca interna amarelo-alaranjada. Flores alvas. Interior de Floresta Ombrófila Mista parqueada.",NA,NA,NA,NA,"2019",NA,NA,"02","05","50°23'48 W","25°48'03 S","840","840",NA,NA
"41","2019-08-16 08:40:12-03","UTFPR","HCF","10223","S","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum","M.G. Caxambu","M.G. Caxambu","3676","2012","02","01",NA,"Brasil","PR","Campina Grande do Sul","Propriedade da Dona Rose","-49.089556","-25.292083",NA,"arvoreta ca. 5 m. Flores alvas. Frutos imaturos verdes.",NA,NA,NA,NA,"2012",NA,NA,"02","29","49°05'22,4 W","25°17'31,5 S","913","913",NA,NA
"42","2019-08-16 08:40:12-03","UTFPR","HCF","15656","S","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum","G. Hatschbach","J.M. Silva","6357","2008","03","15",NA,"Brasil","PR","Antônio Olinto","arredores","-50.1972007751465","-25.9860992431641",NA,"arbusto, 2 m, fruto imaturo. Floresta com araucária.",NA,NA,"22130","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-16 08:40:12-03","UTFPR","HCF","17386","S","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum","J. Cordeiro & E. Barboza","A.C. Cervi","10018","2012","03","01",NA,"Brasil","PR","São Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,"arvoreta 3 m, frutos verdes, flores alvas. Floresta Ombrófila Mista.",NA,NA,"31353","auto","2012",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:36:22-03","MBM","MBM","408773","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum","Silva, J.M.","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9223","2016","02","14","Southern America","Brazil","Paraná","Castro","PCH Rio Iapó, Fazenda Marumbi","-50.12","-24.737222",NA,"Arbusto com 3 m de altura; flor alva.; Floresta Ombrófila Mista.","MBM408773","MBM408773",NA,NA,"2017",NA,NA,"03","31","-50.12","-24.737222","980","980",NA,NA
"45","2020-12-21 16:36:22-03","MBM","MBM","418198","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Curitiba","prismatica","Curitiba prismatica","(D.Legrand) Salywon & Landrum","Serejo, S.V.","Völtz, R.R.; Serejo, S.V.; Serejo, S.V.","2012","2019","02","05","Southern America","Brazil","Paraná","São Mateus do Sul","Faxinal dos Ilhéus","-50.396667","-25.800833",NA,"Árvore 6 m alt.; ritidoma fissurado, levemente escamoso, acinzentado; em bizel, casca morta marrom-claro, em anéis, casca interna amarelo-alaranjado; flores alvas; interior de Floresta Ombrófila Mista parqueada.; Floresta Ombrófila M","MBM418198",NA,NA,NA,"2019",NA,NA,"02","05","-50.396667","-25.800833","840","840",NA,NA
"46","2020-12-21 16:36:55-03","MBM","MBM","18858","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Mosiera","prismatica","Mosiera prismatica","(D.Legrand) Landrum","Sobral, M.","Hatschbach, G.","26897","1971","08","08","Southern America","Brazil","Paraná","Antônio Olinto","Rio Água Amarela","-50.1972007751465","-25.9860992431641",NA,NA,"MBM018858","MBM018858","22130","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:36:55-03","MBM","MBM","53743","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Mosiera","prismatica","Mosiera prismatica","(D.Legrand) Landrum","Sobral, M.","Hatschbach, G.","9844","1963","01","10","Southern America","Brazil","Paraná","Colombo","Poço Negro","-49.2242012023926","-25.2917003631592",NA,NA,"MBM053743",NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:36:55-03","MBM","MBM","491","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Mosiera","prismatica","Mosiera prismatica","(D.Legrand) Landrum","Sobral, M.","Hatschbach, G.; et al.; et al.","13671","1966","02","08","Southern America","Brazil","Paraná","Lapa","Rodovia do Xisto. Água Amarela","-49.7158012390137","-25.7696990966797",NA,NA,"MBM000491",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:36:55-03","MBM","MBM","62369","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Mosiera","prismatica","Mosiera prismatica","(D.Legrand) Landrum","Sobral, M.","Hatschbach, G.","42180","1979","04","19","Southern America","Brazil","Paraná","São João do Triunfo","Colônia Palmeira","-50.2971992492676","-25.6833000183105",NA,NA,"MBM062369","MBM062369","20512","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
