"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","fieldNumber","individualCount","typeStatus"
"51","2020-12-21 16:42:36-03","MBM","MBM","106289","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Lima, R.","Bernardi, L.","18790","Southern America","Paraguay",NA,NA,NA,"MBM106289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:42:36-03","MBM","MBM","426913","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Schwirkowski, P.","Schwirkowski, P.","3081","Southern America","Brazil","Sertãozinho, Rio dos Bugres",NA,"Heliófita, frutos imaturos, cor verde; Floresta Ombrófila Densa. Estágio inicial. Borda do fragmento.","MBM426913",NA,"2018","09","29","Santa Catarina","São Bento do Sul","-50.371667","-27.319722","701","701",NA,NA,NA,NA,"2018","09","29","-50.371667","-27.319722",NA,NA,NA,NA
"53","2020-12-21 16:42:36-03","MBM","MBM","139580","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Lima, R.","Falkenberg, D.B.","4745","Southern America","Brazil","Usina Salto do Piraí",NA,NA,"MBM139580","MBM139580",NA,NA,NA,"Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:42:36-03","MBM","MBM","392125","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Larocca, P.","Schwirkowski, P.","314","Southern America","Brazil","Sertãozinho",NA,"Arvoreta de 3m de altura.","MBM392125","MBM392125","2014","04","27","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,"23090","auto",NA,NA,"2014","08","20",NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:42:36-03","MBM","MBM","105678","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Lima, H.C.","Lima, H.C.; et al.; et al.","2245","Southern America","Brazil","Paraíso",NA,NA,"MBM105678","MBM105678",NA,NA,NA,"Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232",NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:42:36-03","MBM","MBM","130687","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Lima, R.","Falkenberg, D.B.","4566","Southern America","Brazil","Morro do Padre Doutor",NA,NA,"MBM130687","MBM130687",NA,NA,NA,"Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:42:36-03","MBM","MBM","131008","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Lima, R.","Dombrowski, L.T.","4786","Southern America","Brazil","Parque Botânico Morro do Baú",NA,NA,"MBM131008","MBM131008",NA,NA,NA,"Santa Catarina","Ilhota","-48.8272018432617","-26.8997001647949",NA,NA,"18275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:42:36-03","MBM","MBM","391838","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Larocca, P.","Schwirkowski, P.; Bianconcini; Bianconcini","49A","Southern America","Brazil","Rio Natal, Ao lado do Restaurante Ruda",NA,"Árvore de 4m de altura. Frutos imaturos.; Mata ciliar.","MBM391838","MBM391838","2014","01","19","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,"23090","auto",NA,NA,"2014","08","20",NA,NA,NA,NA,NA,NA
"59","2015-09-05 12:08:28-03","MNHN","RECOLNAT_MNHN_P","P06789507","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Riedel",NA,NA,"Brasil","Brasilia.","hb","Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06789507' target='other'> <mi>dwc_moreinfo</mi></a>","P06789507","P06789507_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-09-05 12:08:28-03","MNHN","RECOLNAT_MNHN_P","P06789514","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Riedel",NA,NA,"Brasil",NA,"hb","Reçu le 16 avril 1880 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06789514' target='other'> <mi>dwc_moreinfo</mi></a>","P06789514","P06789514_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-09-05 12:08:28-03","MNHN","RECOLNAT_MNHN_P","P06789515","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Riedel",NA,NA,"Brasil",NA,"hb","Herbier de A. Glaziou par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06789515' target='other'> <mi>dwc_moreinfo</mi></a>","P06789515","P06789515_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-09-05 12:11:29-03","MNHN","RECOLNAT_MNHN_P","P06883803","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Glaziou, A.",NA,NA,"Brasil","Au Quarteirão Brasileiro","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06883803' target='other'> <mi>dwc_moreinfo</mi></a>","P06883803","P06883803_01","1883","1","6","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,"13668",NA,NA
"63","2015-09-05 12:11:29-03","MNHN","RECOLNAT_MNHN_P","P06883802","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Glaziou, A.",NA,NA,"Brasil","Brésil (Rio Jan.) Petropolis, Quarteirão Brazileiro.","hb","Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06883802' target='other'> <mi>dwc_moreinfo</mi></a>","P06883802","P06883802_01","1883","1","6","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,"13668",NA,NA
"64","2015-09-05 12:11:29-03","MNHN","RECOLNAT_MNHN_P","P06883801","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Glaziou, A.",NA,NA,"Brasil","Petropolis au Quarteirão Brazileiro","hb","Reçu le 16 juillet 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06883801' target='other'> <mi>dwc_moreinfo</mi></a>","P06883801","P06883801_01","1883","1","6","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,"13668",NA,NA
"65","2021-02-11 17:21:27-03","UFPR","UPCB","3109","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reiss.","Kuhlmann, J.G.","Equipe",NA,NA,"Brasil","Mata do Horto Florestal",NA,"Árvore, 10-14m, flor esverdeada. Mata..",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2009-10-26 23:35:00-02","MO","MOBOT","3022273","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Ludwig Riedel","Riedel s.n.","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","1437132","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","fide T. J. Killeen","Stephan G. Beck","Beck 7145","South America","Bolivia","antiguo Jardin Botánico al lado del Rio Pirai",NA,NA,NA,NA,NA,NA,NA,"Santa Cruz","Andrés Ibáñez",NA,NA,"380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2009-12-04 15:32:00-02","MO","MOBOT","2476253","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Lima, R., VIII-","Albino Hatschbach","Hatschbach Sobrinho 20275","South America","Brazil","Serra da Virgem Maria",NA,NA,NA,NA,"1968","11","12","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2010-01-25 20:06:00-02","MO","MOBOT","2519636","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Lima, R., I-","Troels M. Pedersen","Pedersen 9277","South America","Paraguay","Villa Elisa",NA,NA,NA,NA,"1969","11","13","Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","2926573","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Mónica Moraes","Moraes R. 814","South America","Bolivia",NA,NA,NA,NA,NA,"1986","4","6","Beni",NA,"-66.33333","-14.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-01-30 12:40:15-03","UFES","SAMES-CARPOTECA","90069","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Ribeiro, M.","Ribeiro, M.; Rozario, E.M.","1537",NA,"Brasil","Transição entre Floresta Ciliar e Alta, ao lado de uma lagoa (ca. 0,93 ha, sem cobertura de vegetação no seu interior) no perímetro da reserva. Reserva Biológica de Córrego Grande",NA,"6 m alt., tronco e ramos muito duros ao corte. Frutos velhos, pretos, ainda presentes no ramos e no chão. Habito: Árvore","SAMEScarpo90069",NA,"2019","07","26","Espírito Santo","Conceição da Barra","-39.782222","-18.269444","65","65",NA,NA,NA,NA,"2019","11","12","39º46'56''W","18º16'10''S",NA,NA,NA,NA
"72","2021-02-25 10:13:15-03","CVRD","CVRD","817","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Domingos A. Folli","Folli, D.A.","344","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Catinga de cavalo","CVRD000817",NA,"1981","11","13","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","Magnoliopsida",NA,"1998","05","05",NA,NA,NA,NA,NA,NA
"73","2021-02-25 10:13:15-03","CVRD","CVRD","9822","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Domingos A. Folli","Folli, D.A.","5396","América do Sul","BRASIL",NA,NA,"RFL-001/80 Bloco B <ll>dwc_commonname:</ll> Catinga de cavalo","CVRD009822","CVRD009822","2006","11","03","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","Magnoliopsida",NA,"1998","05","05",NA,NA,NA,NA,NA,NA
"74","2021-02-25 10:13:15-03","CVRD","CVRD","5587","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Domingos A. Folli","Folli, D.A.","2890","América do Sul","BRASIL","Próximo o viveiro de espera",NA,"<ll>dwc_commonname:</ll> Catinga de cavalo","CVRD005587",NA,"1997","01","07","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","Magnoliopsida",NA,"1998","05","05",NA,NA,NA,NA,NA,NA
"75","2021-02-25 10:13:15-03","CVRD","CVRD","13668","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Geovane S. Siqueira","Siqueira, G.S.","702","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Catinga de cavalo","CVRD013668",NA,"2012","01","13","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","Magnoliopsida",NA,"2012","01","13",NA,NA,NA,NA,NA,NA
"76","2021-02-25 10:13:15-03","CVRD","CVRD","3015","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Rita Baltazar de Lima","Folli, D.A.","1264","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Catinga de cavalo","CVRD003015",NA,"1991","01","14","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","Magnoliopsida",NA,"1998","05","05",NA,NA,NA,NA,NA,NA
"77","2021-02-25 10:13:15-03","CVRD","CVRD","8055","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Domingos A. Folli","Folli, D.A.","4449","América do Sul","BRASIL","Frutos na Carpoteca",NA,"<ll>dwc_commonname:</ll> Catinga de cavalo","CVRD008055","CVRD008055","2003","01","07","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","Magnoliopsida",NA,"1998","05","05",NA,NA,NA,NA,NA,NA
"78","2020-09-12 05:00:02-03","US","US","2622760","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Antenor","s.n.","South America - Neotropics","Brazil","Matas do Horto Florestal",NA,NA,"US01875505","US01875505_01 US01875505_02","1827","1","28","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"79","2019-09-04 18:58:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum",NA,NA,"L. Riedel",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"80","2019-06-11 12:40:23-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum",NA,"RRC ID Flag","G. G. Hatschbach","20275","South America","Brazil",NA,NA,NA,NA,NA,"1968","11","12","Paraná",NA,"-51","-24",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"20275",NA,NA
"81","2020-07-23 12:19:46-03","CEPLAC","CEPEC","147494","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum",NA,"H. C. de Lima","H. C. de Lima","2245",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"Rio de Janeiro","MAGÉ","-43.040599822998","-22.6527996063232",NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-09-22 13:49:02-03","USP","SPFW","1990","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Sem coletor","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-09-22 13:49:02-03","USP","SPFW","3897","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Sem coletor","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo","Brotas","-48.1199989318848","-22.2800006866455",NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-09-22 13:49:02-03","USP","SPFW","1943","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Sem coletor","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-09-22 13:49:02-03","USP","SPFW","1949","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Sem coletor","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-09-22 13:49:02-03","USP","SPFW","1982","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Sem coletor","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-09-22 13:49:02-03","USP","SPFW","5050","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Serviço Florestal","Sem coletor","s.n.",NA,"Brasil",NA,NA,"Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia",NA,NA,NA,NA,NA,"Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Luschnath, B","s.n.","Southern America","Brazil","Habitat in prov. Rio de Janeiro prope urbem et ad Lagoa Feia",NA,"Septembri florens",NA,"P11P1N0024",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Widgren, JF","s.n.","Southern America","Brazil","Habitat in prov. Rio de Janeiro prope urbem et ad Lagoa Feia",NA,NA,NA,"P11P1N0024",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
