"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","fieldNumber","individualCount"
"12","2021-03-15 16:37:00-03","NY","NYBG","00538255","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"A. L. Moldenke","19902","1948","09","25","South America","Brazil","São Paulo","Sao Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538255","Magnoliophyta","Poales","(Mart. ex Körn.) Ruhland","NY00538255_01",NA,"Sao Paulo","-46.63","-23.5403","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00898332","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"A. Macedo","3341",NA,NA,NA,"South America","Brazil","Goiás","Bàlsam","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968526' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898332","Magnoliophyta","Poales","(Mart. ex Körn.) Ruhland","NY00898332_01","H. N. Moldenke","Jataí","-51.7142","-17.8817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00898335","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"E. P. Heringer","4313","1980","04","10","South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968532' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898335","Magnoliophyta","Poales","(Mart. ex Körn.) Ruhland","NY00898335_01","H. N. Moldenke","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00898338","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus glandulosus",NA,"H. S. Irwin","8105","1965","09","08","South America","Brazil","Distrito Federal","Córrego Vicente Pires, near Taguatinga","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968538' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898338","Magnoliophyta","Poales","Moldenke","NY00898338_01","H. N. Moldenke","Brasília","-47.983","-15.842","1100","1100","glandulosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00898334","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"H. S. Irwin","18162","1966","07","12","South America","Brazil","Distrito Federal","Riacho Vicente Pires, ca. 15 km W. of Brasília, D.F.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898334","Magnoliophyta","Poales","(Mart.) Ruhland","NY00898334_01","H. N. Moldenke","Brasília","-47.67","-15.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00538258","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"A. L. Moldenke","19642","1948","09","25","South America","Brazil","São Paulo","Campo Congonhas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538258","Magnoliophyta","Poales","(Mart. ex Körn.) Ruhland","NY00538258_01",NA,"Sao Paulo","-46.660488","-23.627973","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00898329","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"G. G. Hatschbach","24559","1970","08","09","South America","Brazil","Mato Grosso do Sul","Cachoeirão","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898329","Magnoliophyta","Poales","(Mart. ex Körn.) Ruhland","NY00898329_01","H. N. Moldenke","Terenos","-54.8603","-20.4422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01132082","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"R. de Mello-Silva","CFCR7995","1985","08","03","South America","Brazil","Minas Gerais","Datas. Morro do Coco, 3 km da cidade em direção à Diamantina.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289612' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132082","Magnoliophyta","Poales","(Mart. ex Körn.) Ruhland","NY01132082_01","A. M. Giulietti","Datas","-43.6556","-18.4458","1200","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00898330","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"H. L. de M. Barreto","9495","1937","11","05","South America","Brazil","Minas Gerais","Guinda","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898330","Magnoliophyta","Poales","(Mart. ex Körn.) Ruhland","NY00898330_01","H. N. Moldenke","Diamantina","-43.6003","-18.2494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00898337","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus glandulosus",NA,"G. T. Prance","59041","1964","09","13","South America","Brazil","Distrito Federal","Road Brasília to Taguatinga.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968536' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898337","Magnoliophyta","Poales","Moldenke","NY00898337_01","H. N. Moldenke","Brasília","-47.9294","-15.7797",NA,NA,"glandulosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00898338","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus glandulosus",NA,"H. S. Irwin","8105","1965","09","08","South America","Brazil","Distrito Federal","Córrego Vicente Pires, near Taguatinga","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968538' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898338","Magnoliophyta","Poales","Moldenke","NY00898338_01","H. N. Moldenke","Brasília","-47.983","-15.842","1100","1100","glandulosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00898337","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus glandulosus",NA,"G. T. Prance","59041","1964","09","13","South America","Brazil","Distrito Federal","Road Brasília to Taguatinga.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968536' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898337","Magnoliophyta","Poales","Moldenke","NY00898337_01","H. N. Moldenke","Brasília","-47.9294","-15.7797",NA,NA,"glandulosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-08 11:08:05-03","UNESP-IBB","BOTU","21820","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"Amaral Jr., A.","196","1998","10","14",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"Erva heliófita.","BOTU021820",NA,NA,"(Mart. ex Körn.) Ruhland",NA,NA,"Santa Rita do Pardo","-52.357222","-21.616667",NA,NA,NA,"52°21'26w","21°37's",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-13 09:19:36-03","UFRJ","RFA","36404","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"R. Mello Silva; J. R. Pirani, M. Merugo.","CFCR 7995","1985","08","03",NA,"Brasil","Minas Gerais","Morro do Coco, 3 km da cidade em direção à Diamantina",NA,NA,"Plantas crescendo no banhado. Escapo e brácteas douradas. Botões no centro do capítulo, dourados e flores periféricas brancas","RFA23225",NA,NA,"(Mart. ex Körn.) Ruhland",NA,"A. M. Giulietti","Datas","-43.6557998657227","-18.4456005096436","1200","1200",NA,NA,NA,"1985","23532","auto",NA,NA,NA,NA,NA
"26","2020-11-13 09:19:36-03","UFRJ","RFA","11681","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"G.G. Hatschbach","27376","1971","09","07",NA,"Brasil","Minas Gerais","Guinda",NA,NA,NA,"RFA35931",NA,NA,"(Mart. ex Körn.) Ruhland",NA,"H.N. Moldenke","Diamantina","-43.6002998352051","-18.2493991851807","1200","1200",NA,NA,NA,"1972","101169","auto",NA,NA,NA,NA,NA
"27","2021-04-08 17:44:58-03","EAO","IAN","34058","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"Gardner, A","5264",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"IAN034058","Monocotiledônea",NA,"(Mart.) Ruhland","IAN034058_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:52:26-03","EAO","IAN","183275","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"Souza, VC; Yamamoto, KY; Stelmann, JR","4829","1993","11","26","Southern America","Brasil","São Paulo","Rodovia Itararé-Itapeva, próximo a ponte do rio Verde. Área de campo alagável com cerrado adjacente.",NA,NA,"Erva, capitulos alvos.","IAN183275","Monocotiledônea",NA,"(Mart.) Ruhland",NA,"Scaramuzza, CAM","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"1994","27729","auto","11","08",NA,NA,NA
"29","2020-11-26 18:07:49-03","CPAN-UFMS","COR","10858","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"Damasceno Júnior,G.A.;Nakagima,J.;Resende,U.M. e equipe do projeto Aquarap","1296","1998","08","31",NA,"Brasil","Mato Grosso do Sul","Córrego Água limpa. Vereda - Buritizal (inundável); arenoso; plano.",NA,NA,"Com Flor: creme",NA,NA,NA,"(Mart. ex Körn.) Ruhland",NA,"L.R. Parra","Costa Rica","-53.1291999816895","-18.5438995361328",NA,NA,NA,NA,NA,NA,"76958","auto",NA,NA,NA,NA,NA
"30","2020-02-08 10:15:34-03","NBC","NL-BOTANY","U.1289165","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1289165 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1289165",NA,"Poales","(Mart. ex Körn.) Ruhland","NL-U1289165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"31","2020-02-08 10:15:34-03","NBC","NL-BOTANY","L.1427031","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus ssp.",NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia: Rio Pardo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1427031 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1427031",NA,"Poales",NA,"NL-L1427031",NA,NA,NA,NA,NA,NA,"ssp.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"32","2020-11-04 11:06:58-03","ESALQ","ESA","8993","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"Scaramuzza, C.A.M. ; Souza, V.C.","421.0","1989","08","11",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA008993","Magnoliophyta",NA,NA,NA,NA,"Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"33","2020-11-04 10:55:25-03","ESALQ","ESA","140193","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"Souza, V.C.","41053.0","2017","08","26",NA,"Brasil","São Paulo","Beira do Rio Verde, na estrada que vai para Itararé. Campo úmido.",NA,NA,"Erva; capítulos alvos.","ESA140193",NA,NA,"(Mart. ex Körn.) Ruhland",NA,"Souza, V.C.","Itaberá","-49.1300010681152","-23.8600006103516","790","790",NA,"-49,198,583","-24,083,583","2017","29370","auto","08","26",NA,NA,NA
"34","2020-11-04 11:06:58-03","ESALQ","ESA","12727","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"Souza, V.C. et al.","4829.0","1993","11","26",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA012727","Magnoliophyta",NA,"(Mart.) Ruhland","ESA012727","Scaramuzza, C.A.M.","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"35","2020-11-04 11:06:58-03","ESALQ","ESA","12099","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"Souza, V.C. et al.","4407.0","1993","10","30",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA012099","Magnoliophyta",NA,"(Mart.) Ruhland","ESA012099","Parra, L.R.","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"36","2015-07-02 14:01:41-03","JBP","HPL","2896","S","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"H. Lorenzi","4192","2003","12","08",NA,"Brasil","SP","Coletada na ponte do Rio Verde, na estrada para Itapeva, em campo brejoso, junto a um córrego.",NA,NA,NA,NA,NA,NA,"(Mart. ex Körn.) Ruhland",NA,"V.C. Souza","Itararé","-49.34","-24.11",NA,NA,NA,NA,NA,"2012","27729","auto","12","11",NA,NA,NA
"37","2015-07-02 14:01:41-03","JBP","HPL","10699","S","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"H. Lorenzi","4192","2003","12","08",NA,"Brasil","SP","Coletado nas proximidades do município de Itararé (ponte rio Verde, estrada para Itapeva); em área de campo brejoso, junto a um córrego.",NA,NA,NA,NA,NA,NA,"(Mart. ex Körn.) Ruhland",NA,"V.C. Souza","Itararé","-49.34","-24.11",NA,NA,NA,NA,NA,"2012","27729","auto","12","11",NA,NA,NA
"38","2016-02-02 14:38:09-02","BGBM","B","B 10 0250281","S","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus","type ?","L. Riedel","2202","1834","05",NA,"Middle and South America","Brazil",NA,"In paludosis Araracoara (Araracuara).",NA,NA,"type determination Moldenke, 1959: Cotype; H.H. Petrop. <a href=http://herbarium.bgbm.org/object/B100250281 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250281",NA,NA,"Ruhland","B100250281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-02-02 14:38:09-02","BGBM","B","B 10 0250282","S","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus","type ?","F. Sellow","5470",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,"type determination Moldenke, 1959: Cotype <a href=http://herbarium.bgbm.org/object/B100250282 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250282",NA,NA,"Ruhland","B100250282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:43:06-03","UFMS","CGMS","48068","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"V.J. Pott; L.C.P. Lima; A. Pott","5857","2002","09","18",NA,"Brasil","Mato Grosso do Sul","Córrego Tigela, lado esquerdo do rio, próximo a estrada.",NA,NA,"Flor branca. Habitat: Campo graminoso, brejoso em vereda de buriti Mauritia flexuosa. Solo areno-siltoso com matéria orgânica. Relevo inclinado, em vale. Habito: Erva aquática rosulada. Rara. 10 cm de altura. Escapo 40-50 cm de compr","CGMS1078029",NA,NA,"(Mart. ex Körn.) Ruhland",NA,"V.J. Pott","Alcinópolis","-56.5430555","-18.4005556","360","360",NA,"-56,5430555","-18,4005556","2006",NA,NA,"03","02",NA,NA,NA
"41","2021-04-07 11:43:06-03","UFMS","CGMS","48067","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"V.J. Pott; L.C.P. Lima; A. Pott","5892","2002","09","19",NA,"Brasil","Mato Grosso do Sul","Ao longo do lado esquerdo do Córrego Quati, próximo 100 m ao pontilhão.",NA,NA,"Flor branca. Habitat: Campo graminoso em vereda com buritis. Solo arenoso-siltoso com matéria orgânica na superfície. Relevo plano. Habito: Erva aquática rosulada. Ocasional. 10 cm de altura. Escapo da inflorescência 40-50 cm de comp","CGMS1078028",NA,NA,"(Mart. ex Körn.) Ruhland",NA,"P.T. Sano","Camapuã","-53.8494444","-18.8875","400","400",NA,"-53,8494444","-18,8875",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-07 11:43:06-03","UFMS","CGMS","68985","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"V.J. Pott; A. Pott","12439","2017","09","11",NA,"Brasil","Mato Grosso do Sul","Rancho WN (Waldir Neves). A norte do açude grande com aterro.",NA,NA,"Flor branca. Habitat: Campo úmido de vereda com buriti (Mauritia flexuosa) e veios d#?#água. Solo hidromórfico, orgânico. Relevo encosta superior de ondulado. Habito: Erva aquática rosulada, emergente. 7-10 cm de altura.","CGMS1101943",NA,NA,"(Mart. ex Körn.) Ruhland",NA,"V.J. Pott","Campo Grande","-54.5091667","-20.5616667","596","596",NA,"-54,5091667","-20,5616667","2017",NA,NA,"09","11",NA,NA,NA
"43","2021-04-07 11:43:06-03","UFMS","CGMS","6838","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","helminthorrhizus","Syngonanthus helminthorrhizus",NA,"A. Amaral-Júnior; J.O. Mendonça; O. Dias","196","1998","10","14",NA,"Brasil","Mato Grosso do Sul","MS-395, estrada Brasilândia-Bataguassu. + ou - 57km de Brasilândia. Córrego Água Branca.",NA,NA,"Doação. Habitat: Mata de galeria. Brejo. Habito: Erva heliófita.","CGMS1018648",NA,NA,"(Mart. ex Körn.) Ruhland",NA,NA,"Santa Rita do Pardo","-52.395","-21.6472222",NA,NA,NA,"-52,395","-21,6472222",NA,NA,NA,NA,NA,NA,NA,NA
