"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","minimumElevationInMeters","individualCount","fieldNumber","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","330931","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","J. G. Jardim","1770","1998","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330931","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","C. P. Bruniera","Bahia","Uruçuca","Rod. Ilhéus/Itacaré, ca. 5 km do Distrito de Serra Grande.","-39.2842","-14.5933","NY00330931_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","821696","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","J. G. Jardim","4100","2003","01","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=902627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821696","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","C. P. Bruniera","Bahia","Uruçuca","Rod. Uruçuca/Serra Grande, 26 km E Floresta Higrófila perturbada. Entorno do Parque Estadual Serra do Conduru.","-39.13878","-14.49619","NY00821696_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","330945","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","A. M. V. de Carvalho","3594","1991","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330945","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","J. A. Kallunki","Bahia","Uruçuca","Distrito de Serra Grande. 7.3 km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Comjunto Fazenda Santa Cruz.","-39.0617","-14.4231","NY00330945_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","330932","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","S. A. Mori","11749","1979","05","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330932","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","C. P. Bruniera","Bahia","Uruçuca","Nova estrada que liga Uruçuca à Serra Grande, a 28-30 km de Uruçuca. Regiao de Mata Higrófila Sul Baiana.","-39.1028872","-14.4796443","NY00330932_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","330946","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","A. M. V. de Carvalho","4128","1993","02","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690727' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330946","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","C. P. Bruniera","Bahia","Itacaré","Loteamento da Marambaia, Ca 6 km SW de Itacaré, na estrada para BR 101.","-38.9967","-14.2778","NY00330946_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","301151","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","A. M. Amorim","1669","1995","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00301151","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","C. P. Bruniera","Bahia","Uruçuca","Distrito de Serra Grande. 7.3 km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunta Fazenda Santa Cruz.","-39.0617","-14.4231","NY00301151_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","330935","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","W. W. Thomas","9757","1993","02","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690732' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330935","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","C. P. Bruniera","Bahia","Uruçuca","7.3 km north of Serra Grande on road to Itacaré","-39.0617","-14.4231","NY00330935_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","330939","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","W. W. Thomas","8084","1991","07","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330939","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","C. P. Bruniera","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0617","-14.4231","NY00330939_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1015387","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","T. S. Nunes","995","2004","01","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105021' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015387","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","C. P. Bruniera","Bahia","Uruçuca","4.6 km de Serra Grande em direção a Itacaré.","-39.0536","-14.4306","NY01015387_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01131917","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","W. W. Thomas","8094",NA,NA,NA,"South America","Brazil",NA,NA,"Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690714' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131917","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","J. A. Kallunki","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest.","-39.0617","-14.4231","NY01131917_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","330949","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","J. A. Kallunki","682","1995","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330949","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","C. P. Bruniera","Bahia","Uruçuca","7.4 km N of Serra Grande, on road to Itacaré.","-39.0606","-14.4242","NY00330949_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","330942","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","A. M. Amorim","927","1992","12","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330942","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","C. P. Bruniera","Bahia","Itacaré","Estrada de Itacaré/Taboquinhas, Ca 6 km de Itacaré. Loteamento da Marambaia.","-39.026455","-14.310972","NY00330942_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01131916","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","W. W. Thomas","8059",NA,NA,NA,"South America","Brazil",NA,NA,"Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690713' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131916","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","J. A. Kallunki","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest.","-39.0617","-14.4231","NY01131916_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","330943","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","A. M. Amorim","1299","1993","06","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330943","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","C. P. Bruniera","Bahia","Uruçuca","Distrito de Serra Grande. 7,3 km na estrada Serra Grande Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0617","-14.4231","NY00330943_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","330948","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","J. G. Jardim","611","1995","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330948","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo",NA,"Bahia","Uruçuca","Distrito de Serra Grande. 7.3 km na estrada Serra Grand/Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0617","-14.4231","NY00330948_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","330947","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","A. M. V. de Carvalho","4558","1994","07","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330947","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","C. P. Bruniera","Bahia","Uruçuca","Distrito de Serra Grande. 7.3 km na estrada Serra Grand/Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0617","-14.4231","NY00330947_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","330937","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","W. W. Thomas","9023","1992","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330937","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","J. A. Kallunki","Bahia","Uruçuca","Serra Grande forest inventory study site. 7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0617","-14.4231","NY00330937_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","330933","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","W. W. Thomas","9775","1993","05","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690707' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330933","Magnoliophyta","Sapindales","(Nees & Mart.) Bruniera & Groppo","C. P. Bruniera","Bahia","Itacaré","6.7 km south of junction with BA 654 at Loteamento Marambaia on road to Serra Grande, the junction 6 km west of Itacaré","-39.27","-14.25","NY00330933_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:48:25-03","EAO","IAN","103933","PreservedSpecimen","Plantae","Rutaceae","Almeidea","coerulea","Almeidea coerulea","Octávio","96444","1940","06","06","Southern America","Brasil",NA,NA,"Árvo0re de 2-4m de altura. Flor púrpura.","IAN103933","Dicotiledônea",NA,"(Nees & Mart.) A.St.-Hil. ex DC.","Kuhlmann, JG","Rio de Janeiro","Rio de Janeiro","Gávea, Chacara do Lage. Mata de encosta.","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-26 18:09:38-03","CPAN-UFMS","COR","8920","PreservedSpecimen","Plantae","Rutaceae","Almeidea","coerulea","Almeidea coerulea","G. Hatschbach","33752","1974","01","24",NA,"Brasil",NA,NA,"Com Flor: rosada",NA,NA,NA,"St. Hil. Ex. 6. Don.","G. Hatschbach","Paraná","Cerro Azul","Barra do Rio Bom Sucesso. Mata de galeria do rio Ribeira; ;.","-49.261100769043","-24.823600769043",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:24:05-03","UFBA","ALCB","19634","PreservedSpecimen","Plantae","Rutaceae","Almeidea","coerulea","Almeidea coerulea","Gonçalves, LMC","s/n","1981","08","27","Southern America","Brasil",NA,NA,"Arvoreta de caule fino. Flores brancascentas. Frequuente.; Vegetacao floresta estacional semidecidual.","ALCB064682","Dicotyledon",NA,"(L.) O. Kuntze","Lima, MPM de","Bahia","Morro do Chapéu","Piemonte da Diamantina, Ventura","-41","-11.833333",NA,NA,NA,NA,"1982","08","-41","-11.833333",NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:24:05-03","UFBA","ALCB","19634","PreservedSpecimen","Plantae","Rutaceae","Almeidea","coerulea","Almeidea coerulea","Gonçalves, LMC","s/n","1981","08","27","Southern America","Brasil",NA,NA,"Arvoreta de caule fino. Flores brancascentas. Frequuente.; Vegetacao floresta estacional semidecidual.",NA,"Dicotyledon",NA,"(L.) O. Kuntze","Lima, MPM de","Bahia","Morro do Chapéu","Piemonte da Diamantina, Ventura","-41","-11.833333",NA,NA,NA,NA,"1982","08","-41","-11.833333",NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:31:12-03","NBC","NL-BOTANY","L.3978381","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","Thomas W; et al.",NA,"1991","07","01","Southern America","Brazil",NA,NA,"Southern Bahian wet forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3978381 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3978381",NA,"Sapindales","(Nees & Mart.) Bruniera & Groppo","Bruniera CP","Bahia",NA,"Mun. Uruçuca. 7.3 km north of Serra Grande on road to Itacaré.","-39.016667","-14.416667","NL-L3978381",NA,NA,NA,NA,NA,"-39.016667","-14.416667","Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 10:31:12-03","NBC","NL-BOTANY","L.3978382","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","Thomas W; et al.",NA,"1993","05","05","Southern America","Brazil",NA,NA,"Southern Bahian wet forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3978382 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3978382",NA,"Sapindales","(Nees & Mart.) Bruniera & Groppo","Bruniera CP","Bahia",NA,"Mun. Uruçuca. 7.3 km north of Serra Grande on road to Itacaré.","-39.016667","-14.416667","NL-L3978382",NA,NA,NA,NA,NA,"-39.016667","-14.416667","Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-11-04 11:19:04-03","ESALQ","ESA","119200","PreservedSpecimen","Plantae","Rutaceae","Almeidea","coerulea","Almeidea coerulea","Silva, C.D.S.","18.0","2011","11","02",NA,"Brasil",NA,NA,NA,"ESA119200","Magnoliophyta",NA,NA,"Rodrigues, R.R.","São Paulo","Rio das Pedras",NA,"-47.5999984741211","-22.8400001525879",NA,NA,"13449","auto","2011","11",NA,NA,NA,"08",NA,NA,NA,NA
"36","2019-08-27 13:32:38-03","IAP","PACA-AGP","69638","PreservedSpecimen","Plantae","Rutaceae","Almeidea","coerulea","Almeidea coerulea","Hatschbach, G.","33752","1974","01","24",NA,"Brasil",NA,NA,"arbusto 3 m; flor rosada; mata de galeria do rio Ribeira. Habitat: mata Fenofase: flor Hábito: arbusto Ecossistema: MATA","PACA069638","Magnoliophyta","Santalales","(Nees & Mart.) A. St.-Hil.","G. Hatschbach","PR","Cerro Azul","Barra Rio Bom Sucesso","-49.261100769043","-24.823600769043",NA,NA,"32006","auto","1988",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"37","2020-12-20 21:19:22-03","UFV","VIC","026133","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","coeruleus","Conchocarpus coeruleus","Ribas, O.S.; Silva, J.M.","3208","2001","02","10",NA,"Brasil",NA,NA,"Arvoreta de 3 m, flor lilás escura, mata de galeria.","VIC026133",NA,NA,"(A.St.-Hill.) Bruniera & Groppo",NA,"Paraná","Cerro Azul",NA,"-49.261100769043","-24.823600769043","VIC026133",NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:44:40-03","UFJF","CESJ","50898","PreservedSpecimen","Plantae","Rutaceae","Almeidea","coerulea","Almeidea coerulea","J.M. Silva; C.B. Poliquesi; J. Cordeiro","5860","2007","08","28","América do Sul","Brasil",NA,NA,"Arbusto, 2,5m, froto esverdeado. Mata secundária.","CESJ050898","Angiosperma",NA,"(Nees & Mart.) A. St.-Hil.","G. Hatschbach","Paraná","Cerro Azul","Mato Preto","-49.261100769043","-24.823600769043",NA,NA,"32006","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:44:40-03","UFJF","CESJ","40789","PreservedSpecimen","Plantae","Rutaceae","Almeidea","coerulea","Almeidea coerulea","O.S. Ribas; J.M. Silva","3208","2001","02","10","América do Sul","Brasil",NA,NA,"Arvoreta, 3m, flor lilás-escura. Mata de galeria.","CESJ040789","Angiosperma",NA,"(Nees & Mart.) A. St.-Hil.","G. Hatschbach","Paraná","Cerro Azul","Mato Preto","-49.261100769043","-24.823600769043",NA,NA,"32006","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 14:44:40-03","UFJF","CESJ","31785","PreservedSpecimen","Plantae","Rutaceae","Almeidea","coerulea","Almeidea coerulea","J. Carneiro","900","2000","03","25","América do Sul","Brasil",NA,NA,"Arbusto, 3m, flor lilás. Floresta da ribeira do rio; entre rochas.","CESJ031785","Angiosperma",NA,"(Nees & Mart.) A. St.-Hil.","G. Hatschbach","Paraná","Cerro Azul","Rio Ribeira","-49.261100769043","-24.823600769043",NA,NA,"32006","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
