"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","phylum","order","identifiedBy","county","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","maximumElevationInMeters","minimumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","relationshipType","individualCount","fieldNumber","typeStatus","sex"
"93","2019-08-27 13:28:21-03","IAP","PACA-AGP","97141","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","L.F. Lima",NA,"Brasil","RS","Estância Mato do Recreio.",NA,NA,NA,"PACA097141","322","2006","02","14","Magnoliophyta","Caryophyllales","M.S. Machioretto","Bagé","A. St.-Hil.","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,"74087","auto","2006","08","Magnoliatae",NA,NA,NA,"22",NA,NA,NA,NA,NA
"94","2019-08-27 13:28:21-03","IAP","PACA-AGP","31153","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Rambo, B.",NA,"Brasil","RS","Vila Oliva",NA,NA,"VULNERÁVEL Habitat: In subpaludosis. Fenofase: flor e fruto","PACA031153",NA,"1946","01","09","Magnoliophyta","Caryophyllales","Emrich-Rambo","Caxias do Sul","A. St.-Hil.","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"49662","auto","1954","05","Magnoliatae",NA,NA,NA,"01",NA,NA,NA,NA,NA
"95","2019-08-27 13:28:21-03","IAP","PACA-AGP","28030","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","P. Buck SJ",NA,"Brasil","RS","Vila Oliva",NA,NA,"VULNERÁVEL Habitat: In humidis repens. Fenofase: flor e fruto","PACA028030",NA,"1945","01",NA,"Magnoliophyta","Caryophyllales","Emrich-Rambo","Caxias do Sul","A. St.-Hil.","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"49662","auto","1954","05","Magnoliatae",NA,NA,NA,"01",NA,NA,NA,NA,NA
"96","2019-08-27 13:28:21-03","IAP","PACA-AGP","116249","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Záchia, R. A.",NA,"Brasil","RS","Borda do rio Piratini, Barca dos Crente, perto da divisa com Pirapó",NA,NA,"RAZ 6407 Habitat: beira do rio Hábito: planta rasteira","PACA116249","6407","2013","11","13","Magnoliophyta","Caryophyllales","Záchia, R. A.","Garruchos","A. St.-Hil.","-55.6389007568359","-28.1835994720459",NA,NA,NA,NA,"31837","auto","2013",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-08-27 13:28:21-03","IAP","PACA-AGP","10919","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","E. Friderichs SJ",NA,"Brasil","RS","Ad fl Uruguay.",NA,NA,"VULNERÁVEL Habitat: In subpaludosis repens. Fenofase: flor e fruto","PACA010919",NA,"1943","01",NA,"Magnoliophyta","Caryophyllales","Emrich-Rambo","Marcelino Ramos","A. St.-Hil.","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,"18635","auto","1954","05","Magnoliatae",NA,NA,NA,"01",NA,NA,NA,NA,NA
"98","2019-08-27 13:28:21-03","IAP","PACA-AGP","40165","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Rambo, B.",NA,"Brasil","RS","Guaíba",NA,NA,"Bestimmung sicher, 01.05.1954; fl. fr. SEM MATERIAL&nf;VULNERÁVEL Habitat: in paludosis repens","PACA040165",NA,"1949","01","24","Magnoliophyta","Caryophyllales","Emrich-Rambo","Porto Alegre","A. St.-Hil.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"29946","auto","1954","05","Magnoliatae",NA,NA,NA,"01",NA,NA,NA,NA,NA
"99","2019-08-27 13:28:21-03","IAP","PACA-AGP","1563","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Rambo, B.",NA,"Brasil","RS","Vila Manresa, Morro da Glória",NA,NA,"VULNERÁVEL Habitat: In humidis repens. Fenofase: flor e fruto","PACA001563",NA,"1931","09","05","Magnoliophyta","Caryophyllales","Emrich-Rambo","Porto Alegre","A. St.-Hil.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"29946","auto","1954","05","Magnoliatae",NA,NA,NA,"01",NA,NA,NA,NA,NA
"100","2019-08-27 13:28:21-03","IAP","PACA-AGP","47366","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","A. Spies",NA,"Brasil","RS","Natal",NA,NA,"VULNERÁVEL Habitat: In humidis repens. Fenofase: flor e fruto","PACA047366",NA,"1950","02",NA,"Magnoliophyta","Caryophyllales","Emrich-Rambo","Santa Rosa","A. St.-Hil.","-54.4813995361328","-27.8708000183105",NA,NA,NA,NA,"19818","auto","1954","05","Magnoliatae",NA,NA,NA,"01",NA,NA,NA,NA,NA
"101","2019-08-27 13:28:21-03","IAP","PACA-AGP","25742","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Rambo, B.",NA,"Brasil","RS","Faz. Santa Cecilia",NA,NA,"VULNERÁVEL Habitat: In subpaludosis repens. Fenofase: flor e fruto","PACA025742",NA,"1944","01",NA,"Magnoliophyta","Caryophyllales","Emrich-Rambo","São Gabriel","A. St.-Hil.","-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,"56206","auto","1954","05","Magnoliatae",NA,NA,NA,"01",NA,NA,NA,NA,NA
"102","2019-08-27 13:28:21-03","IAP","PACA-AGP","25172","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","F. Theissen SJ",NA,"Brasil","RS",NA,NA,NA,"VULNERÁVEL Habitat: In humidis repens. Fenofase: flor e fruto","PACA025172",NA,"1907",NA,NA,"Magnoliophyta","Caryophyllales","Emrich-Rambo","São Leopoldo","A. St.-Hil.","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"10287","auto","1954","05","Magnoliatae",NA,NA,NA,"01",NA,NA,NA,NA,NA
"103","2019-08-27 13:28:21-03","IAP","PACA-AGP","35419","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","L. Stahl SJ",NA,"Brasil","RS",NA,NA,NA,"VULNERÁVEL Habitat: In subpaludosis repens. Fenofase: flor e fruto","PACA035419",NA,"1946","10","28","Magnoliophyta","Caryophyllales","Emrich-Rambo","São Leopoldo","A. St.-Hil.","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"10287","auto","1954","05","Magnoliatae",NA,NA,NA,"01",NA,NA,NA,NA,NA
"104","2019-08-27 13:28:21-03","IAP","PACA-AGP","61607","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Camargo, O. R.",NA,"Brasil","RS","Est. Exp. Pomicultura",NA,NA,"VULNERÁVEL Habitat: No campo seco em terras cultivadas. Fenofase: flor","PACA061607","2897","1957","12","12","Magnoliophyta","Caryophyllales","Emrich-Rambo","Taquarí","A. St.-Hil.","-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"21657","auto","1958","09","Magnoliatae",NA,NA,NA,"29",NA,NA,NA,NA,NA
"105","2019-08-27 13:28:21-03","IAP","PACA-AGP","62856","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Camargo, O. R.",NA,"Brasil","RS","Est. Exp. Pomicultura",NA,NA,"VULNERÁVEL Habitat: No campo seco. Fenofase: flor","PACA062856","3059","1957","12","10","Magnoliophyta","Caryophyllales","Emrich-Rambo","Taquarí","A. St.-Hil.","-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"21657","auto","1958","09","Magnoliatae",NA,NA,NA,"25",NA,NA,NA,NA,NA
"106","2019-08-27 13:28:21-03","IAP","PACA-AGP","45884","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Rambo, B.",NA,"Brasil","RS","Lagoa dos Quadros",NA,NA,"VULNERÁVEL Habitat: In arenosis riparis repens. Fenofase: flor e fruto","PACA045884",NA,"1950","02","21","Magnoliophyta","Caryophyllales","Emrich-Rambo","Torres","A. St.-Hil.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"20837","auto","1954","05","Magnoliatae",NA,NA,NA,"01",NA,NA,NA,NA,NA
"107","2020-12-20 21:15:16-03","UFV","VIC","4847","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Sacco, J.C. da",NA,"Brasil","Rio Grande do Sul","I.A.S.",NA,NA,"Invasora de cultura de soja. (Experimento de herbicida). Abundante.","VIC004847","904","1958","02","25",NA,NA,"Rambo, B.","Pelotas","(Mart.) Griseb.","-52.3424987792969","-31.771900177002","VIC004847",NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0000088","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","B. Rambo;",NA,"Brazil","Rio Grande do Sul","Lagoa dos Barros p. Osorio.",NA,NA,NA,NA,"24579","1949","11","24","Magnoliophyta","Caryophyllales",NA,NA,"A. St.-Hil.","-50.273772","-29.900348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-21 14:30:02-03","UFJF","CESJ","22809","PreservedSpecimen","Plantae","Amaranthaceae","Telanthera","ficoidea","Telanthera ficoidea","B.B.S. Coelho; L. Krieger","América do Sul","Brasil","Minas Gerais","Museu Mariano Procópio",NA,NA,"Erva nativa, de caule ascendente ou prostrado, até 1m de comprimento. Flores brancas em pequenos capítulos solitários ou geminados. Invasora de cultiuras, principalmente na região sul. Originária do Brasil e Guiana.","CESJ022809","MMP138","1986","12","05","Angiosperma",NA,"L. Krieger; B.B.S. Coelho","Juiz de Fora","(L.) Moq.","-43.3502998352051","-21.7642002105713","CESJ022809",NA,NA,NA,"36144","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-04-07 11:40:35-03","UFMS","CGMS","43080","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","A. Pott",NA,"Brasil","Mato Grosso","Próximo Transpantaneira, acesso Retiro Santa Isabel, Fazenda Porto Jofre, Pantanal.",NA,NA,"Flor branca. Referente ao hábito de crescimento: caule avermelhado. Habitat: Campo secundário, alagável 10-50cm. Solo areno-argiloso. Relevo plano. Habito: Erva prostrada estolonífera - rizomatosa. Abundante.","CGMS1073061","5192","1989","10","11",NA,NA,"V.J. Pott","Poconé","A.St.-Hil.","-56.7833333","-18.8166667",NA,"90","90",NA,NA,NA,NA,NA,NA,"-56,7833333","-18,8166667",NA,NA,NA,NA,NA,NA,NA
"111","2021-04-07 11:40:35-03","UFMS","CGMS","33105","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","D.S. Matos; A.P.T. Pereira; L.C.S. Magalhães; N.C.A. Guimarães; A. Pott",NA,"Brasil","Mato Grosso do Sul","Próximo à ferrovia da Estação Carandazal.",NA,NA,"Flor branca. Fruto verde imaturo. Habito: Erva.","CGMS1062495","14","2011","06","29",NA,NA,"G.A. Damasceno-Junior","Corumbá","A.St.-Hil.","-57.1666667","-19.4855555",NA,"102","102",NA,NA,NA,"2011","06",NA,"-57,1666667","-19,4855555",NA,"29",NA,NA,NA,NA,NA
"112","2021-04-07 11:40:35-03","UFMS","CGMS","36397","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","V.J. Pott; A. Pott; L.C.P. Lima",NA,"Brasil","Mato Grosso do Sul","Fazenda Esperança, rio Mimoso, 12 Km Norte de Bonito, próximo a sede.",NA,NA,"Flor branca. Habitat: Barranco perturbado de rio, e borda de mata ciliar. Solo calcário. Relevo inclinado. Habito: Erva rasteira. Ocasional.","CGMS1065802","4731","2001","06","14",NA,NA,"V.J. Pott","Bonito","A.St.-Hil.","-56.4833333","-21.0019444",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-56,4833333","-21,0019444",NA,NA,NA,NA,NA,NA,NA
"113","2021-04-07 11:40:35-03","UFMS","CGMS","74621","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","G. Catian",NA,"Brasil","Mato Grosso do Sul","Fazenda Boa Sorte - Estrada Parque. Sub-região Abobral.",NA,NA,NA,"CGMS1107852","220","2014","12","15",NA,NA,"A. Pott","Corumbá","A.St.-Hil.","-57.0508333","-19.3763889",NA,"90","90",NA,NA,NA,"2019","04",NA,"-57,0508333","-19,3763889",NA,"23",NA,NA,NA,NA,NA
"114","2021-04-07 11:40:35-03","UFMS","CGMS","44746","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","A. Pott; A. Boock; M.R. Araújo; M. Pereira; G.A. Damasceno Jr.",NA,"Brasil","Mato Grosso do Sul","Secção Mutum. Fazenda Acurizal, Nabileque, Pantanal.",NA,NA,"Flor comBrácteas brancas. Ponto 14A Vaquejador. Habitat: Campina de Carandá alagável, 0,6m. Solo arenoso. Relevo plano deprimido. Habito: Erva prostrada. Frequente.","CGMS1074713","4431","1988","10","05",NA,NA,"J.C. Siqueira","Miranda","A.St.-Hil.","-57","-19.6833333",NA,"90","90",NA,NA,NA,NA,NA,NA,"-57","-19,6833333",NA,NA,NA,NA,NA,NA,NA
"115","2021-04-07 11:40:35-03","UFMS","CGMS","60057","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","A. Pott; V.J. Pott",NA,"Brasil","Mato Grosso do Sul","Arredores da Estação de Tratamento de Esgoto, próximo ao Conjunto Habitacional Mutirão, Bairro Mangueiral.",NA,NA,NA,"CGMS1093060","16325","2012","02","13",NA,NA,"V.J. Pott; A. Pott","Ladário","A.St.-Hil.","-57.6005556","-19.0177778",NA,"146","146",NA,NA,NA,NA,NA,NA,"-57,6005556","-19,0177778",NA,NA,NA,NA,NA,NA,NA
"116","2021-04-07 11:40:35-03","UFMS","CGMS","29009","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides boliviana","P.C.N. Xavier",NA,"Brasil","Mato Grosso do Sul","Distrito de Culturama.",NA,NA,"Flor branca. Ruderal. Habitat: Quintal de casa. Solo arenoso avermelhado. Relevo plano. Habito: Erva rasteira.","CGMS1058468","2","2010","06","12",NA,NA,"L. Senna","Fátima do Sul","(Rusby) Pedersen","-54.5139007568359","-22.3742008209229",NA,NA,NA,"boliviana","28217","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-08-20 10:02:17-03","UNICAMP","UEC","122584","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Prado, AL",NA,"Brazil","Mato Grosso","Fazenda Campo Jofre, Campo sazonalmente alagável, proximidades da rodovia Transpantaneira, Km 134, Poconé - P. Jofre.",NA,NA,NA,"UEC097006","2723","1993","11","27","Magnoliopsida",NA,NA,"Poconé","A.St.-Hil.","-56.6227989196777","-16.2567005157471","UEC097006",NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-08-20 10:02:17-03","UNICAMP","UEC","26666","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides robusta","Silva, JS",NA,"Brazil","Mato Grosso do Sul","Guaicurus - Sede da fazenda. 6 km ao S -",NA,NA,"flor, Pantanal. Planta rasteira. Flores brancas.","UEC119281","46","1973","06","04","Magnoliopsida",NA,"Senna, LR","Miranda","Chodat","-56.3782997131348","-20.2406005859375",NA,NA,NA,"robusta","92112","auto","2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-08-20 10:02:17-03","UNICAMP","UEC","26665","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides robusta","Silva, JS",NA,"Brazil","Mato Grosso do Sul","Guaicurus - Sede da fazenda. 6 km ao S -",NA,NA,"flor, Pantanal. Planta rasteira. Flores brancas.","UEC119279","123","1973","06","07","Magnoliopsida",NA,"Senna, LR","Miranda","Chodat","-56.3782997131348","-20.2406005859375",NA,NA,NA,"robusta","92112","auto","2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-02-10 17:49:12-03","UNICAMP","UEC","1216","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides robusta","Gibbs, PE; Shepherd, GJ; Andrade, JB; Bufarah, GBG",NA,"Brazil","Mato Grosso do Sul","Na estrada para Corumbá. Beira do Pantan",NA,NA,"flor","UEC094611","5173","1977","07","21","Magnoliopsida",NA,"Senna, LR","Miranda","Chodat","-56.3782997131348","-20.2406005859375","UEC094611",NA,NA,"robusta","92112","auto","2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-02-10 17:49:12-03","UNICAMP","UEC","26721","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides robusta","Gibbs, PE; Shepherd, GJ; Andrade, JB; Bufarah, GBG",NA,"Brazil","Mato Grosso do Sul","Na estrada para Corumbá. Beira do Pantan",NA,NA,"flor","UEC119278","5173","1977","07","21","Magnoliopsida",NA,"Senna, LR","Miranda","Chodat","-56.3782997131348","-20.2406005859375",NA,NA,NA,"robusta","92112","auto","2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-01-17 11:24:56-02","PUCRS","MPUC","2885","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides",NA,"South America","Brasil","SC",".",NA,NA,NA,NA,NA,"1986","12","20",NA,"Caryophyllales","S.M. Nunes","Tubarão","A. St.-Hil.","-49.0072222","-28.4644444",NA,NA,NA,NA,NA,NA,"1986","01","Magnoliopsida","-49.0072222000","-28.4644444000",NA,"01",NA,"1",NA,NA,NA
"123","2020-09-24 17:42:54-03","PUCRS","MPUC","10942","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","P. Brack","South America","Brasil","RS","Foz do rio Ijuí",NA,NA,NA,NA,NA,"1989","05","21",NA,"Caryophyllales","M. S. Marchioretto","São Nicolau","A. St.-Hil.","-55.2672004699707","-28.1825008392334",NA,NA,NA,NA,"25814","auto","2018","03","Magnoliopsida",NA,NA,NA,"01",NA,"1",NA,NA,NA
"124","2020-10-14 09:58:01-03","FURB","FURB","61030","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Schwirkowski, P.",NA,"Brasil","Santa Catarina","Rio Natal. Estrada Rio Natal, em mata ciliar ao lado da ponte pênsil para Oswaldo Amaral. APA Rio Vermelho/Humboldt",NA,NA,"FOD, heliófita, cálice creme, corola esverdeada Habitat: Reófita, sobre bancos de areia nas margens do rio Habito: Herbácea","FURB61030","2890","2018","07","14",NA,NA,"Schwirkowski, P.","São Bento do Sul","A.St.-Hil.","-49.2769445","-26.3819445","FURB61030","300","300",NA,NA,NA,"2018","07",NA,"-49.2769445","-26.3819445",NA,"14",NA,NA,NA,NA,NA
"125","2020-10-14 09:58:01-03","FURB","FURB","5140","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Bosio, F.",NA,"Brasil","Santa Catarina","Sterntall Nova Sibéria.",NA,NA,"Planta usada na medicina popular da comunidade Nova Rússia (Blumenau/SC) e Sterntall Nova Sibéria (Guabiroba / SC). Habitat: quintal Habito: herbácea; flor branca","FURB00434",NA,"2006","01","01",NA,NA,"Bosio, F","Guabiruba","A.St.-Hil.","-48.9810981750488","-27.0858001708984","FURB00434",NA,NA,NA,"16046","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-16 17:51:27-03","UCS","HUCS","46349","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Gonzatti, F.",NA,"Brasil","Rio Grande do Sul","Linha 80 da Leopoldina",NA,NA,"herbácea em meio à vegetação higrófita. Eixos caulinares crassos e avermelhados. Flores congestas.","HUCS006752","1671","2015","03","22","Angiospermae","Caryophyllales","Marchioretto, M.S.","Monte Belo do Sul","A. St.-Hil.","-51.634722","-29.168889",NA,"370","370",NA,NA,NA,"2018","05",NA,"-51.634722","-29.168889",NA,NA,NA,NA,NA,NA,NA
"127","2020-06-29 09:29:03-03","UFRRJ","RBR","1901","S","Plantae","Amaranthaceae","Telanthera","polygonoides","Telanthera polygonoides","H. Monteiro",NA,"Brasil","Minas Gerais","'À margem de um caminho.'",NA,NA,NA,"RBR00001901","1220","1935","09","00",NA,NA,NA,"Viçosa","Moq.","-42.8819007873535","-20.7539005279541","RBR00001901",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-25 12:11:21-03","UFSM","SMDB","3108","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Menezes, JA",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,"SMDB003108","s.n.","1989","09",NA,NA,NA,"Alvarez, A.F.","Santa Maria","A. St .Hil.","-53.8069000244141","-29.6842002868652","SMDB003108",NA,NA,NA,"37819","auto","1990","09",NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"129","2020-12-21 16:11:22-03","MBM","MBM","102395","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Martinez Crovetto, R.","Southern America","Argentina","Entre Rios","Federación",NA,NA,"Maleza de montes frutales.","MBM102395","4938","1949","02",NA,NA,NA,NA,"Federación","A. St.-Hil.",NA,NA,"MBM102395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:11:22-03","MBM","MBM","374472","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Castro, R.M.; Valente, A.S.M.; Pifano, D.S.; Garcia, R.O.; Antunes, K.; Valente, A.S.M.; Pifano, D.S.; Garcia, R.O.; Antunes, K.","Southern America","Brazil","Minas Gerais","Sítio Arqueológico.",NA,NA,"Erva; flores alvas, caule vermelho.; Sopé de pedreira, pasto.","MBM374472","857","2003","02","19",NA,NA,"Castro, R.M.","São João Nepomuceno","A. St.-Hil.","-43.0106010437012","-21.5400009155273",NA,NA,NA,NA,"20981","auto","2003","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:11:22-03","MBM","MBM","45227","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides chacoensis","Pedersen, T.M.","Southern America","Paraguay","San Pedro","Estancia Carumbe",NA,NA,"Disturbed ground.","MBM045227","9458","1969","11","30",NA,NA,"Pedersen, T.M.","Lima","Pedersen",NA,NA,"MBM045227",NA,NA,"chacoensis",NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-11 14:21:52-03","PUC-RIO","FCAB","6025","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Graziela; E. Pereira; W. Egler",NA,"Brasil","Minas Gerais","3 Leque, Posto Agropecuário",NA,NA,"Terreno roçado","006025","357","1953","10","16",NA,"Angiospermae","L. Senna","Corumbá","A.St.-Hil",NA,NA,NA,NA,NA,NA,NA,NA,"2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-01 15:27:44-03","PUC-RIO","FCAB","3329","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides amazonica","Lanna; Bastellanos",NA,"Brasil","Amazonas","Ijoaria",NA,NA,NA,"003329","420","1979","02","04",NA,"Angiospermae","L. Senna","Alto Amazonas","Huber",NA,NA,NA,NA,NA,"amazonica",NA,NA,"2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-01 15:27:44-03","PUC-RIO","FCAB","6055","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides paronychioides","A.P. Duarte",NA,"Brasil","Amazonas","às margens do rio Madeira, Próximo ao Humaitá",NA,NA,NA,"006055","6984","1962","09","20",NA,"Angiospermae","L. Senna",NA,"A.St.-Hil",NA,NA,NA,NA,NA,"paronychioides",NA,NA,"2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2015-09-04 17:14:37-03","MNHN","RECOLNAT_MNHN_P","P04923489","PreservedSpecimen",NA,"Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Glaziou",NA,"Brasil","Rio de Janeiro","Campo da Aclamação.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04923489' target='other'> <mi>dwc_moreinfo</mi></a>","P04923489",NA,"1876","4","8",NA,NA,NA,NA,"A.St.-Hil.",NA,NA,"P04923489_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8088",NA,NA
"136","2017-04-24 11:12:45-03","MNHN","RECOLNAT_MNHN_P","P05205278","PreservedSpecimen",NA,"Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Glaziou",NA,"Brasil",NA,"São Vicente de Paulo, prov. de Rio jan.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05205278' target='other'> <mi>dwc_moreinfo</mi></a>","P05205278",NA,NA,NA,NA,NA,NA,NA,NA,"A.St.-Hil.",NA,NA,"P05205278_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1395",NA,NA
"137","2016-03-17 11:55:33-03","MNHN","RECOLNAT_MNHN_P","P05293835","PreservedSpecimen",NA,"Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","d´Alleizette, C.",NA,"Uruguai",NA,"Env. de Montevideo.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05293835' target='other'> <mi>dwc_moreinfo</mi></a>","P05293835",NA,"1925","6","1",NA,NA,NA,NA,"A.St.-Hil.",NA,NA,"P05293835_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2016-03-04 12:14:09-03","MNHN","RECOLNAT_MNHN_P","P02441683","PreservedSpecimen",NA,"Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Sellow, F.",NA,"Brésil",NA,"Brésil méridional","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02441683' target='other'> <mi>dwc_moreinfo</mi></a>","P02441683",NA,NA,NA,NA,NA,NA,"Mears",NA,"A.St.-Hil.",NA,NA,"P02441683_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
