"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","locality","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2020-02-08 09:10:30-03","NBC","NL-BOTANY","WAG.1706641","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","urticaria","Mimosa urticaria","Hatschbach GG; Manosso A",NA,"1987","12","13","Southern America","Brazil","Paraná",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1706641 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1706641",NA,"Fabales","Barneby",NA,"Bairro dos Machados (mun. Ortigueira) Parana.","NL-WAG1706641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"12","2020-11-04 11:10:11-03","ESALQ","ESA","113976","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Savassi-Coutinho, A.P.","1077.0","2006","10","19",NA,"Brasil","Paraná",NA,NA,NA,"ESA113976","Magnoliophyta",NA,NA,NA,NA,"ESA113976","Ortigueira","-50.9494018554688","-24.2082996368408","Savassi-Coutinho, A.P.","46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:29:53-03","IAP","PACA-AGP","69639","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","urticaria","Mimosa urticaria","Hatschbach, G.","51709","1987","12","13",NA,"Brasil","PR",NA,NA,"arbusto 3m de altura; flores amarelo-citrino&nf;Cf. por Savassi-Coutinho em 2010. Habitat: capoeira","PACA069639","Magnoliophyta","Fagales","Barneby",NA,"Bairro dos Machados",NA,"Ortigueira","-50.9494018554688","-24.2082996368408","R. Barneby","46016","auto","1988",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"14","2021-04-07 11:44:33-03","UFMS","CGMS","23231","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","V.F. Kinupp; M.R.C. Paiva; J. Alves","113","1996","12","13",NA,"Brasil","Paraná",NA,NA,"Mimosoideae. Flor creme. Botões esverdeados. Habitat: Próximo ao brejo. Habito: Subarbusto. 3-4,00m de altitude.","CGMS1052638",NA,NA,"Barneby",NA,"Estrada p/ município de Reserva.",NA,"Reserva","-50.8506011962891","-24.6502990722656","J.Y. Tamashiro","43627","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:31:02-03","UNICAMP","UEC","161484","S","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Coutinho, APS; Sampaio, D; Silva, JM; Campos, OR","1077","2006","10","19",NA,"Brazil","Paraná",NA,NA,"Arbusto, cerca de 2,0-5,0 m de altura. Frutos passados e maduros castanhos. Formando maciços ao longo do córrego e do banhado.","UEC024929","Magnoliopsida",NA,"Barneby",NA,"BR-376, Estrada Ponta Grossa-Ortigueira. Cerca de 8 Km de Ortigueira, próximo ao Km 360, no bairro Faxinal dos Machados. Mata ciliar degradada.","UEC024929","Ortigueira","-50.9494018554688","-24.2082996368408","Coutinho, APS","46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:14:29-03","UNICAMP","UEC","145106","S","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Kinupp, VF; Paiva, MRC; Alves, J","113","1996","12","13",NA,"Brazil","Paraná",NA,NA,"Sub-arbusto 3-4 m; botões florais esverdeados e flores cremes.",NA,"Magnoliopsida",NA,"Barneby",NA,"Estrada para o Município de Reserva, Próximo ao brejo.",NA,"Reserva","-50.8506011962891","-24.6502990722656","Tamashiro, JY","43627","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-04-27 16:10:01-03","UFES","VIES","40890","S","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Silva, J.M.; Martins, L.M.","8338","2013","09","19",NA,"Brasil","Paraná",NA,NA,NA,"VIES040890",NA,NA,"Barneby",NA,NA,"VIES040890","Curitiba","-49.2731018066406","-25.4277992248535","Barboza, E.","25180","auto","2013","09","20",NA,NA,"915","915",NA,NA,NA,NA
"18","2019-08-16 08:39:30-03","UTFPR","HCF","19242","S","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","J.M. Silva","8338","2013","09","19",NA,"Brasil","PR",NA,NA,"flor amarela. Cultivada.",NA,NA,NA,"Barneby",NA,"Jardim Botânico Municipal",NA,"Curitiba","-49.239167","-25.440833","E. Barboza",NA,NA,"2013","09","20","49°14'21 W","25°26'27 S","915","915",NA,NA,NA,NA
"19","2019-08-16 08:39:30-03","UTFPR","HCF","20284","S","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","O.S. Ribas","7974","2008","02","08",NA,"Brasil","PR",NA,NA,"arvoreta, 4 m, flor amarela, fruto imaturo. Floresta Ombrófila Mista.",NA,NA,NA,"Barneby",NA,"Bairro dos França",NA,"Ortigueira","-50.9494018554688","-24.2082996368408","O.S. Ribas","46016","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-16 08:39:30-03","UTFPR","HCF","27519","S","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","E. Barboza","2636","2010","04","28",NA,"Brasil","PR",NA,NA,"arbusto, 2,50 m, frutos maduros amarelos. Lugar brejoso.",NA,NA,NA,"Barneby",NA,"Bairro dos Machados",NA,"Ortigueira","-50.9494018554688","-24.2082996368408","O.S. Ribas","46016","auto","2010","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:27:34-03","MBM","MBM","385434","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Silva, J.M.; Martins, L.M.; Martins, L.M.","8338","2013","09","19","Southern America","Brazil","Paraná",NA,NA,"Flor amarela.; Cultivada.","MBM385434",NA,NA,"Barneby",NA,"Jardim Botânico Municipal","MBM385434","Curitiba","-49.239167","-25.440833","Barboza, E.",NA,NA,"2013","09","20","-49.239167","-25.440833","915","915",NA,NA,NA,NA
"22","2020-12-21 16:27:34-03","MBM","MBM","828","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13230","1965","12","06","Southern America","Brazil","Paraná",NA,NA,"Arbusto 3m, da capoeira. Estames amareloss 5 y 9/6; Arbusto 3m, estames amarelos 5 Y 9/6.; Capoeira.","MBM000828",NA,NA,"Barneby","HOLOTYPE","Bairro dos França","MBM000828","Ortigueira","-50.9494018554688","-24.2082996368408","Barneby, R.","46016","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:27:34-03","MBM","MBM","347553","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Ribas, O.S.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","7974","2008","02","08","Southern America","Brazil","Paraná",NA,NA,"Arvoreta, 4m, flor amarela, fruto imaturo. Floresta Ombrófila Mista.","MBM347553",NA,NA,"Barneby",NA,"Bairro dos França","MBM347553","Ortigueira","-50.9494018554688","-24.2082996368408","Ribas, O.S.","46016","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:27:34-03","MBM","MBM","358217","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Barboza, E.; Silva, J.M.; Morales, M.; Silva, J.M.; Morales, M.","2636","2010","04","28","Southern America","Brazil","Paraná",NA,NA,"Arbusto, 2,50m, frutos maduros amarelos. Lugar brejoso","MBM358217",NA,NA,"Barneby",NA,"Bairro dos Machados","MBM358217","Ortigueira","-50.9494018554688","-24.2082996368408","Ribas, O.S.","46016","auto","2010","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:27:34-03","MBM","MBM","118857","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Hatschbach, G.; Manosso, A.; Manosso, A.","51709","1987","12","13","Southern America","Brazil","Paraná",NA,NA,"Arbusto, 3m, flores amarelo-citrino. Capoeira; Arbusto, 3m, flores amarelo-citrino.; Capoeira.","MBM118857",NA,NA,"Barneby","PARATYPE","Bairro dos Machados","MBM118857","Ortigueira","-50.9494018554688","-24.2082996368408","Barneby, R.","46016","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:27:34-03","MBM","MBM","322083","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Silva, J.M.; Sampaio, D.; Coutinho, A.P.S.; Sampaio, D.; Coutinho, A.P.S.","5140","2006","10","19","Southern America","Brazil","Paraná",NA,NA,"Arbusto, 3m, fruto passado.; Local úmido na beira da floresta secundária.","MBM322083",NA,NA,"Barneby",NA,"Machado","MBM322083","Ortigueira","-50.9494018554688","-24.2082996368408","Cordeiro, J.; Barbosa, E.","46016","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:27:34-03","MBM","MBM","322536","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Kinupp, V.F.; et al.; et al.","113","1996","12","13","Southern America","Brazil","Paraná",NA,NA,"Sub-arbusto 3-4m; botões florais esverdeados e flores cremes; p#?#roximo ao brejo","MBM322536",NA,NA,"Barneby",NA,"Estrada para o Município de Reserva","MBM322536","Reserva","-50.8506011962891","-24.6502990722656","Tamashiro, J.Y.","43627","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-10-03 21:34:28-03","MNHN","RECOLNAT_MNHN_P","P00755960","PreservedSpecimen",NA,"Fabaceae","Mimosa","urticaria","Mimosa urticaria","Hatschbach, G.",NA,"1965","12","6",NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00755960' target='other'> <mi>dwc_moreinfo</mi></a>","P00755960",NA,NA,"Barneby","isotype","Parana, Ortigueira, Bairro dos Franca","P00755960_01",NA,NA,NA,"Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13230",NA
"29","2021-02-11 17:19:04-03","UFPR","UPCB","19269","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Hatschbach, G.","51709","1987","12","13",NA,"Brasil","Paraná",NA,NA,"Arbusto, 3m, flor amarelo citrino. Capoeira..",NA,NA,NA,"Barneby",NA,"Bairro dos Machados",NA,"Ortigueira","-50.9494018554688","-24.2082996368408","Barneby, R.C.","46016","auto","1988","01","01",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-11 17:19:04-03","UFPR","UPCB","77255","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Savassi-Coutinho, A.P. | Sampaio, D. | Silva, J.M. | Campos, O.R.","1077","2006","10","19",NA,"Brasil","Paraná",NA,NA,"Arbusto, cerca de 2,0-5,0m de altura. Frutos passados e maduros castanhos. Formando maciços ao longo do córrego e banhado..",NA,NA,NA,"Barneby",NA,"BR-376, estrada Ponta Grossa-Ortigueira, ca. 8km de Ortigueira, próximo ao km 360 no bairros Faxinal dos Machados. Mata ciliar degradada.",NA,"Ortigueira","-50.9494018554688","-24.2082996368408","Savassi-Coutinho, A.P.","46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-04-13 13:35:00-03","MO","MOBOT","101190549","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Gert G. Hatschbach|Jan C. Lindeman|Hass, Hagen","Hatschbach 13230","1965","12","6","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"Barneby","Holotype","Bairro dos Franca.",NA,"Ortigueira","-50.9494018554688","-24.2082996368408",NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"32","2008-05-27 22:02:00-03","MO","MOBOT","2919855","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Gert G. Hatschbach","Hatschbach 51709","1987","12","13","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"Barneby",NA,"Bairro dos Machados (mun, Ortigueira)",NA,NA,NA,NA,"R. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-10-22 10:02:51-02","UNIOESTE","UNOP","6336","S","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","Ribas, O.S.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","7974","2008","02","08",NA,"Brasil","Paraná",NA,NA,"Arvoreta, 4 m, flor amarela, fruto imaturo.",NA,NA,NA,"Barneby",NA,"Bairro dos Franças.",NA,"Ortigueira","-50.9494018554688","-24.2082996368408","Ribas, O.S.","46016","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-08-31 09:15:02-03","INPA","INPA","156187","S","Plantae","Leguminosae-Mim","Mimosa","urticaria","Mimosa urticaria","Hatschbach, GG","51709","1987","12","13","Southern America","Brasil","Paraná",NA,NA,NA,"INPA0156187","Dicotyledon Rosids","Fabales","Barneby",NA,"Bairro dos Machados.","INPA0156187 INPA0156187_e","Ortigueira","-50.9494018554688","-24.2082996368408","Barneby, RC","46016","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","2564245","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","G. Hatschbach, H. Haas & J. C. Lindeman","13230","1965","12","6","South America","Brazil","Paraná",NA,NA,NA,"US00288525",NA,"Rosales","Barneby","Isotype","Bairro dos Franca.","US00288525_01","Ortigueira","-50.9494018554688","-24.2082996368408",NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"36","2020-09-12 05:00:02-03","US","US","3170867","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","G. Hatschbach & A. Manosso","51709","1987","12","13","South America","Brazil","Paraná",NA,NA,NA,"US02207897",NA,"Rosales","Barneby",NA,"Mun. Ortigueira: Bairro dos Machados.","US02207897_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"37","2020-09-12 05:00:02-03","US","US","3076530","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","G. Hatschbach & H. Haas","13230","1965","12","6","South America","Brazil","Paraná",NA,NA,NA,"US00997059",NA,"Rosales","Barneby","Isotype","Bairro dos França (mun. Ortigueira).","US00997059_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"38","2019-11-13 11:22:53-03","USP","SPF","172975","PreservedSpecimen","Plantae","Leguminosae","Mimosa","urticaria","Mimosa urticaria","Hatschbach, G","51709","1987","12","13",NA,"Brasil","Paraná",NA,NA,NA,"SPF00172975",NA,NA,"Barneby",NA,NA,NA,"Ortigueira","-50.9494018554688","-24.2082996368408","Savassi-Coutinho, AP","46016","auto","2010","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-13 11:22:53-03","USP","SPF","214215","PreservedSpecimen","Plantae","Leguminosae","Mimosa","urticaria","Mimosa urticaria","Savassi-Coutinho, AP","1077","2006","10","19",NA,"Brasil","Paraná",NA,NA,NA,"SPF00214215",NA,NA,"Barneby",NA,NA,NA,"Ortigueira","-50.9494018554688","-24.2082996368408","Savassi-Coutinho, AP","46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:22:53-03","USP","SPF","196236","PreservedSpecimen","Plantae","Leguminosae","Mimosa","urticaria","Mimosa urticaria","Ribas, OS","7974","2008","02","08",NA,"Brasil","Paraná",NA,NA,NA,"SPF00196236",NA,NA,"Barneby",NA,NA,NA,"Ortigueira","-50.9494018554688","-24.2082996368408","Ribas, OS","46016","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-05-08 11:10:51-03","UEFS","HUEFS","119135","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","urticaria","Mimosa urticaria","Kinupp, V.F.","113","1996","12","13",NA,"Brasil","Paraná",NA,NA,"Próximo ao brejo.","HUEFS0119135","Angiospermae","Fabales","Barneby",NA,"Estrada para o município de Reserva.","HUEFS0119135","Reserva","-50.8506011962891","-24.6502990722656",NA,"43627","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"42","2020-05-08 11:10:51-03","UEFS","HUEFS","9810","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","urticaria","Mimosa urticaria","Hatschbach, G.","51709","1987","12","13",NA,"Brasil","Paraná",NA,NA,NA,"HUEFS0009810","Angiospermae","Fabales","Barneby",NA,NA,"HUEFS0009810","Ortigueira","-50.9494018554688","-24.2082996368408",NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"43","2020-05-08 11:10:51-03","UEFS","HUEFS","174370","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","urticaria","Mimosa urticaria","Silva, J.M.","5140","2006","10","19",NA,"Brasil","Paraná",NA,NA,"Local úmido na beira da floresta secundária.","HUEFS0174370","Angiospermae","Fabales","Barneby",NA,"Machado.",NA,"Ortigueira","-50.9494018554688","-24.2082996368408","J.Cordeiro","46016","auto","2006",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"44","2019-09-04 18:24:23-03","F","FMNH-SEEDPLANTS","V0058634F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","urticaria","Mimosa urticaria","G. G. Hatschbach et al.","13230","1965","12","6","South America","Brazil",NA,NA,NA,NA,"V0058634F","Spermatophyta",NA,NA,"Isotype",NA,"V0058634F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"45","2020-07-23 12:14:41-03","CEPLAC","CEPEC","49380","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","urticaria","Mimosa urticaria","G. Hatschbach","51709","1987","12","13",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"Bairro dos Machados.",NA,"ORTIGUEIRA","-50.9494018554688","-24.2082996368408","R. C. Barneby","46016","auto",NA,NA,NA,"0*0'0","0*0'0",NA,NA,NA,"30/12/1988",NA,NA
"46","2020-11-04 17:29:29-03","UEM","HUEM","20519","S","Plantae","Leguminosae","Mimosa","urticaria","Mimosa urticaria","Savassi-Coutinho, AP; Sampaio, D; Silva, JM; Campos, OR","1077","2006","10","19",NA,"Brasil","Paraná",NA,NA,"Arbusto, cerca de 2,0-5,0 m de altura. Frutos passados e maduros castanhos. Formando maciços ao longo do córrego e do banhado.","HUEM000006223",NA,NA,"Barneby",NA,"Estrada Ponta Grossa - Ortigueira, BR-376. Cerca de 8 km de Ortigueira, próximo o km 360, no bairro Faxinal dos Machados.&nf;&nf;Mata ciliar degradada.","HUEM000006223","Ortigueira","-50.9494018554688","-24.2082996368408","Savassi-Coutinho, AP","46016","auto","2006","10","19",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-12 16:59:37-03","UEL","FUEL","16409","PreservedSpecimen","Plantae","Leguminosae","Mimosa","urticaria","Mimosa urticaria","Hatschbach, G; Lindeman, J; Haas, H","13230","1965","12","06",NA,"Brasil","Paraná",NA,NA,NA,"FUEL016409","Tracheophyta","Fabales","Barneby","isotype","Bairro dos França",NA,"Ortigueira","-50.9494018554688","-24.2082996368408","Barneby, R","46016","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-12 16:59:37-03","UEL","FUEL","51798","PreservedSpecimen","Plantae","Leguminosae","Mimosa","urticaria","Mimosa urticaria","Savassi-Coutinho, AP; Sampaio, D; Silva, JM; Campos, OR","1077","2006","10","19",NA,"Brasil","Paraná",NA,NA,NA,NA,"Tracheophyta","Fabales","Barneby",NA,"Ponta Grossa-Ortigueira, BR- 376, estrada, cerca de 8km de Ortigueira, próximo ao km 360, no bairro Faxinal dos Machados",NA,"Ortigueira","-50.9494018554688","-24.2082996368408","Savassi-Coutinho, AP","46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
