"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","monthIdentified","relatedCatalogItem","dayIdentified","individualCount","typeStatus","fieldNumber"
"48","2021-03-01 16:40:20-03","UNICAMP","UEC","171006","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Santos, K; Baitello, JB","3905","2001","01","19",NA,"Brazil","São Paulo","Itatiba","Mata da Fazenda Malabar (Fragmento M3).","-46.52","-22.55",NA,NA,NA,"Árvore 13m alt. Decídua. Anemocórica. Córtex rugoso. Madeira pesada. Fuste: 10m. PAP: 75cm. 51-75% da copa infestada por lianas. Nome popular: Maiate.","UEC073273","UEC073273",NA,NA,NA,NA,"-46.52","-22.55",NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:40:20-03","UNICAMP","UEC","171004","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Santos, K; Baitello, JB","4093","2001","09","12",NA,"Brazil","São Paulo","Campinas","Mata da Fazenda Recreio (Fragmento G2).","-46.56","-22.45",NA,NA,NA,"Árvore 7m alt. Decídua. Anemocórica. Córtex rugoso. Madeira pesada. Fuste: 3,5m. PAP: 22cm. 15-75% da copa infestada por lianas. Nome popular: Maiate.; Floresta estacional semidecidual.","UEC073274","UEC073274",NA,NA,NA,NA,"-46.56","-22.45",NA,NA,NA,NA,NA,NA
"50","2019-08-20 10:25:18-03","UNICAMP","UEC","147805","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Jung-Mendaçolli, SL","Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","515","2006","05","08",NA,"Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,NA,NA,"indivíduo E0694, altura 18m","UEC100300","UEC100300","2007",NA,NA,NA,NA,NA,"09",NA,NA,NA,NA,NA
"51","2021-03-01 16:40:20-03","UNICAMP","UEC","83281","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Stranghetti, V","224","1993","10","21",NA,"Brazil","São Paulo","Paulo de Faria","estação ecológica de paulo de faria","-49.533333","-19.966667",NA,NA,NA,"árvore 5m, botão esverdeado, beira de mata, lado direito","UEC118175","UEC118175",NA,NA,NA,NA,"-49.533333","-19.966667",NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:40:20-03","UNICAMP","UEC","171007","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Santos, K","Santos, K; Belinello, R","995","2000","01","25",NA,"Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira (área C1); área total: 244,9ha.","-46.916667","-22.816667","653","653",NA,"Árvore decídua, anemocórica, córtex rugoso, madeira moderadamente pesada; altura total: 10m; altura do fuste: 3m; PAP: 31cm. 26-50% da copa infestada por lianas. Pilosa, N.P.: maiate.; Floresta estacional semidecidual.","UEC073218","UEC073218",NA,NA,NA,NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:40:20-03","UNICAMP","UEC","171008","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Santos, K","Santos, K; Belinello, R","2151","2000","06","14",NA,"Brazil","São Paulo","Campinas","Mata da faz. Santa Atalaia (fragmento M4); área total: 25,2ha.","-46.883333","-22.8","733","733",NA,"Árvore decídua, anemocórica, córtex rugoso, madeira moderadamente pesada; altura total: 16m; altura do fuste: 11m; PAP: 45cm. 01-25% da copa infestada por lianas. Pilosa, N.P.: maiate.; Floresta estacional semidecidual.","UEC073210","UEC073210",NA,NA,NA,NA,"-46.883333","-22.8",NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:40:20-03","UNICAMP","UEC","171009","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Santos, K","Santos, K; Belinello, R","745","1999","11","29",NA,"Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira (área C3); área total: 244,9ha.","-46.916667","-22.816667","756","756",NA,"Árvore decídua, anemocórica, córtex rugoso, madeira moderadamente pesada; altura total: 13m; altura do fuste: 11m; PAP: 48cm. 01-25% da copa infestada por lianas. Pilosa, N.P.: maiate.; Floresta estacional semidecidual.","UEC073216","UEC073216",NA,NA,NA,NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:40:20-03","UNICAMP","UEC","171010","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Santos, K","Santos, K; Belinello, R","2910","2000","08","14",NA,"Brazil","São Paulo","Campinas","Mata da faz. Capoeira Grande (fragmento M1); área total: 19.9ha.","-46.9","-22.866667","885","885",NA,"Árvore decídua, anemocórica, córtex rugoso, madeira moderadamente pesada; altura total: 12m; altura do fuste: 16m; PAP: 81cm. 51-75% da copa infestada por lianas. Pilosa, N.P.: maiate.; Floresta estacional semidecidual.","UEC073214","UEC073214",NA,NA,NA,NA,"-46.9","-22.866667",NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:40:20-03","UNICAMP","UEC","171011","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Santos, K","Santos, K; Belinello, R","471","1999","09","28",NA,"Brazil","São Paulo","Campinas","Mata do Macuco (fragmento G1); área total: 41,8ha.","-46.933333","-22.783333","739","739",NA,"Árvore decídua, anemocórica, córtex rugoso, madeira moderadamente pesada; altura total: 9m; altura do fuste: 5m; PAP: 33cm. 01-25% da copa infestada por lianas. Pilosa, N.P.: maiate.; Floresta estacional semidecidual.","UEC073212","UEC073212",NA,NA,NA,NA,"-46.933333","-22.783333",NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:40:20-03","UNICAMP","UEC","186120","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Assis, MA","Assis, MA","s.n.","2006","02","08",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleo Picinguaba, ao longo da Trilha do Corisco, no Sertão da Casa da Farinha","-44.835556","-23.336944","33","57",NA,"indivíduo nº B237&nf;; Floresta Ombrófila Densa de Terras Baixas","UEC110292","UEC110292",NA,NA,NA,NA,"-44.835556","-23.336944",NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:40:20-03","UNICAMP","UEC","47482","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Jung-Mendaçolli, SL","Gentry, A","58754","1987","08","27",NA,"Brazil","São Paulo","Campinas","Brasil, São Paulo: Reserva Florestal de Santa Genebra, Barão Geraldo - Campinas.","-46.083333","-22.866667","550","550",NA,"Árvore 9cm dbh, estéril.; Floresta semidecídua perturbada.","UEC117829","UEC117829","2011",NA,NA,NA,"-46.083333","-22.866667","08",NA,"01",NA,NA,NA
"59","2021-03-01 16:40:20-03","UNICAMP","UEC","171014","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Santos, K; Belinello, R","3327","2000","08","23",NA,"Brazil","São Paulo","Itatiba","Mata da Fazenda Malabar (Fragmento M2).","-46.51","-22.54",NA,NA,NA,"Árvore decídua 10m alt. Anemocórica. Córtex rugoso. Madeira moderadamente pesada. Fuste 6m alt. PAP: 48cm. 51-75% da copa infestada por lianas. Pilosa. Nome popular: maiate.; Floresta estacional semidecidual.","UEC073209","UEC073209",NA,NA,NA,NA,"-46.51","-22.54",NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:40:20-03","UNICAMP","UEC","83283","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Stranghetti, V","289","1994","03","22",NA,"Brazil","São Paulo","Paulo de Faria","estação ecológica de paulo de faria","-49.533333","-19.966667",NA,NA,NA,"árvore 8m, fruto, interior de mata","UEC118173","UEC118173",NA,NA,NA,NA,"-49.533333","-19.966667",NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:40:20-03","UNICAMP","UEC","85136","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Grecco, MDN; et al.","71","1995","08","23",NA,"Brazil","São Paulo","Paulo de Faria","estação ecológica de Paulo de Faria","-49.516667","-19.916667",NA,NA,NA,"árvore 4m, frutos amarronzados, folhas secas; mata de planalto, terra roxa, beira de rio","UEC118178","UEC118178",NA,NA,NA,NA,"-49.516667","-19.916667",NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:40:20-03","UNICAMP","UEC","78363","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Lorenzi, H","27224","1991","12","22",NA,"Brazil","Goiás","Itumbiara",NA,"-49.2153015136719","-18.4192008972168",NA,NA,NA,"árvore 6-8 m, em barranco, na margem do paranaiba","UEC118180","UEC118180",NA,"77216","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:40:20-03","UNICAMP","UEC","59261","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Silva Neto, SJ","Araújo, GM","631","1989","09","23",NA,"Brazil","Minas Gerais","Uberlandia","fazenda experimental do glória","-48.2771987915039","-18.9186000823975",NA,NA,NA,"12m, árvore","UEC118179","UEC118179","1995","58223","auto",NA,NA,NA,"04",NA,NA,NA,NA,NA
"64","2021-03-01 16:40:20-03","UNICAMP","UEC","59260","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Silva Neto, SJ","Araújo, GM","734","1990","07","27",NA,"Brazil","Minas Gerais","Uberlândia","estação ecológica do panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"12 m","UEC118177","UEC118177","1995","58223","auto",NA,NA,NA,"04",NA,NA,NA,NA,NA
"65","2021-03-01 16:40:20-03","UNICAMP","UEC","46754","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Jung-Mendaçolli, SL","Salis, SM; Joly, CA","19218","1986","05","24",NA,"Brazil","São Paulo","Brotas","SP- Mun. Brotas, Mata ciliar do Rio Jacaré-Pepira-Mirim, Faz. Santa Elisa.","-48.1199989318848","-22.2800006866455",NA,NA,NA,"Árvore com 8m, placa n°15.; Mata Ciliar.","UEC117828","UEC117828","2011","26585","auto",NA,NA,NA,"06",NA,"20",NA,NA,NA
"66","2021-03-01 16:40:20-03","UNICAMP","UEC","51180","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Silva Neto, SJ","Bernacci, LC","21966","1989","08","09",NA,"Brazil","São Paulo","Campinas","fazenda são vicente","-47.060001373291","-22.8999996185303",NA,NA,NA,"árvore 6-8 m, frutos imaturos, beira de rio","UEC118181","UEC118181","1995","23900","auto",NA,NA,NA,"04",NA,NA,NA,NA,NA
"67","2021-03-01 16:40:20-03","UNICAMP","UEC","62373","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Silva Neto, SJ","Bernacci, LC","25041","1989","08","09",NA,"Brazil","São Paulo","Campinas","fazenda são vicente","-47.060001373291","-22.8999996185303",NA,NA,NA,"árvore 8-10m, frutos imaturos de cor creme, próximo a riacho","UEC118182","UEC118182","1995","23900","auto",NA,NA,NA,"04",NA,NA,NA,NA,NA
"68","2021-03-01 16:40:20-03","UNICAMP","UEC","78781","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Bernacci, LC","Bernacci, LC; et al.","1824","1995","05","18",NA,"Brazil","São Paulo","Cardoso","antigo porto militão","-49.9099998474121","-20.0799999237061",NA,NA,NA,"árvore 5m, frutos em maturação marrom-avermelhados; mata mesófila","UEC118183","UEC118183","1995","22486","auto",NA,NA,NA,"05",NA,"18",NA,NA,NA
"69","2021-03-01 16:40:20-03","UNICAMP","UEC","72467","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Bernacci, LC; et al.","793","1994","11","29",NA,"Brazil","São Paulo","Votuporanga","ao lado da estação experimental do iac","-49.9700012207031","-20.4200000762939",NA,NA,NA,"árvore 6m, botões esverdeados; floresta mesófila semidecidua","UEC118176","UEC118176",NA,"20562","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-07-12 17:21:27-03","UFPB","JPB","27190","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Guedes, ML; et al.","6669","1997","07","30","Southern America","Brasil","Bahia","Santa Cruz de Cabrália",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-10-14 10:06:18-03","FURB","FURB","25555","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Cadorin, TJ","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2215","2010","05","10",NA,"Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","417","417",NA,"Florística IFFSC e993b (Arbórea). Forófito 7. Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbórea; Fruto marrom;","FURB03400","FURB03400","2010",NA,NA,NA,"-49.2355555","-26.3650000","05",NA,"10",NA,NA,NA
"72","2020-10-14 10:06:18-03","FURB","FURB","46707","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Oliveira, AA de","Oliveira, A.A. de","1349","2015","03","20",NA,"Brasil","Santa Catarina","Santa Terezinha","Morro do Taió.","-50.04","-26.73","765","765",NA,"Regeneração IFFSC 796 /L/128 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB42430","FURB42430","2015",NA,NA,NA,"-50.0400000","-26.7300000","03",NA,"20",NA,NA,NA
"73","2020-10-14 10:06:18-03","FURB","FURB","7359","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Sobral, M","Schaefer, J.",NA,"2008","03","11",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889",NA,NA,NA,NA,"FURB42433","FURB42433","2008",NA,NA,NA,"-49.0719445","-26.9213889","05",NA,"15",NA,NA,NA
"74","2021-03-16 17:52:40-03","UCS","HUCS","6501","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Smith, L.B.","Bresolin, A.","99","1971","01","19",NA,"Brasil","Santa Catarina","Florianópolis","Naufragados","-48.5491981506348","-27.596700668335",NA,NA,NA,"Mata",NA,NA,"1971","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-06-27 10:26:40-03","UFES","VIES","31158","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Curto, R.A.; Martins, L.T. & Silva, A.E.","170","2010","10","16",NA,"Brasil","Espírito Santo","Guaçuí","Floresta do Rosal.","-41.6794013977051","-20.7756004333496","650","650",NA,NA,"VIES031158","VIES031158",NA,"17884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-04-27 16:11:31-03","UFES","VIES","22499","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Gomes, J.M.L.","Gomes, J.M.L.","3723","2011","04","23",NA,"Brasil","Espírito Santo","Linhares","Flona de Goytacazes.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES022499","VIES022499","2011","48094","auto",NA,NA,NA,"04",NA,"23",NA,NA,NA
"77","2019-12-19 16:37:03-03","UNESP-IBB","BOTUW","1084","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyermark",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,NA,NA,"BOTUW001084",NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA
"78","2020-06-29 09:32:02-03","UFRRJ","RBR","26500","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","S.J. Silva-Neto","M. Kuhlmann","2793","1951","12","28",NA,"Brasil","São Paulo","Carioba","'Fazenda Salto Grande.'",NA,NA,NA,NA,NA,NA,"RBR00026500",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-06-29 09:32:02-03","UFRRJ","RBR","26501","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"G.M. Nunes","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Avelar","Fazebda Pau Grande.",NA,NA,NA,NA,NA,NA,"RBR00026501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-06-29 09:32:02-03","UFRRJ","RBR","26503","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","M.R. Barbosa","L.C. Bernacci","21,966","1989","08","09",NA,"Brasil","São Paulo","Campinas","Fazenda São vicente.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"RBR00026503",NA,"1992","23900","auto",NA,NA,NA,"06",NA,"15",NA,NA,NA
"81","2020-06-29 09:32:02-03","UFRRJ","RBR","26344","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"H.C. Rodrigues; F.A. Baroni","s.n.","1994","03","21",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, Linha 1. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00026344",NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-06-29 09:32:02-03","UFRRJ","RBR","26345","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"H.C. Rodrigues; C.E.S. Zuma","s.n.","1994","05","28",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","'Reserva Biológica do Tinguá, Estrada do Ouro, Linha 3.' Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00026345",NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-06-29 09:32:02-03","UFRRJ","RBR","26346","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"H.C. Rodrigues; F.A. Baroni","s.n.","1994","06","11",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, Linha 3. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00026346",NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-06-29 09:32:02-03","UFRRJ","RBR","26347","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"H.C. Rodrigues; F.A. Baroni","s.n.","1994","06","25",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, Linha 4. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00026347",NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-06-29 09:32:02-03","UFRRJ","RBR","26348","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"H.C. Rodrigues; R.M.O. Souza, P.R.C. Farág, C.E.S. Zuma","s.n.","1994","12","04",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, Linha 9. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00026348",NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-06-29 09:32:02-03","UFRRJ","RBR","26502","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"I.M. Silva","252","1984","07","31",NA,"Brasil","Espírito Santo","Linhares","'Reservas Floresta de Linhares, estrada do Pirajú,Km 0,1.'","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"RBR00026502",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:43:59-03","MBM","MBM","12578","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Lindeman, J.; Haas, H.; Haas, H.","5321",NA,NA,NA,"Southern America","Brazil","Paraná","Mamborê","Mamborê","-52.5299987792969","-24.3194007873535",NA,NA,NA,NA,"MBM012578","MBM012578",NA,"25284","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:43:59-03","MBM","MBM","131471","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Silva Neto, S.J.","Bresolin, A.","99",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Florianópolis","Naufragados","-48.5491981506348","-27.596700668335","320","320",NA,"Árvore, 25 m alt. Mata","MBM131471","MBM131471","2009","27000","auto",NA,NA,NA,"09",NA,NA,NA,NA,NA
"89","2020-12-21 16:43:59-03","MBM","MBM","252568","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Smith, L.B.","Reitz, R.; Klein, R.M.; Klein, R.M.","2586",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Ibirama","Estação Florestal I.N.P.","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"MBM252568","MBM252568",NA,"18533","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:43:59-03","MBM","MBM","50722","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Silva Neto, S.J.","Reitz, R.","6134",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Rio do Sul","Matador","-49.6431007385254","-27.2141990661621","300","300",NA,"ÁRvore, 20m de alt. Flor branca. Mata","MBM050722","MBM050722","2009","15163","auto",NA,NA,NA,"09",NA,NA,NA,NA,NA
"91","2020-12-21 16:43:59-03","MBM","MBM","50723","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Silva Neto, S.J.","Reitz, R.; Klein, R.M.; Klein, R.M.","6659",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Vidal Ramos","Sabiá","-49.3558006286621","-27.3918991088867",NA,NA,NA,"Árvore, 20m de alt. Flor em botão. Fruto marrom. Mata.","MBM050723","MBM050723","2009","21797","auto",NA,NA,NA,"09",NA,NA,NA,NA,NA
"92","2020-12-21 16:43:59-03","MBM","MBM","252567","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Smith, L.B.","Reitz, R.; Klein, R.M.; Klein, R.M.","6659",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Vidal Ramos","Sabiá","-49.3558006286621","-27.3918991088867",NA,NA,NA,NA,"MBM252567","MBM252567",NA,"21797","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:43:59-03","MBM","MBM",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Barboza, E.","Dalmaso, C.A.","222","2013","04","29","Southern America","Brazil","Paraná","Quedas do Iguaçu",NA,"-53.1","-25.380003",NA,NA,NA,"Árvore.","IFN000160",NA,"2013",NA,NA,NA,"-53.1","-25.380003","06",NA,"13",NA,NA,NA
"94","2020-12-21 16:43:59-03","MBM","MBM",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Barboza, E.","Saueressig, D.","1972","2013","05","01","Southern America","Brazil","Paraná","Rio Bonito do Iguaçu",NA,"-52.740003","-25.560006",NA,NA,NA,"Árvore.","IFN000328",NA,"2013",NA,NA,NA,"-52.740003","-25.560006","06",NA,"03",NA,NA,NA
"95","2020-10-01 14:21:20-03","JBB","HEPH","29593","S","Plantae","Dicotyledon","Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Teixeira, A","Álvares-Silva, L","13","2001","03","28","Southern America","Brasil","Goiás","São Domingos","Fazenda São José- Vale do Paranã","-46.698611","-13.826111","478","478",NA,NA,NA,NA,"2001",NA,NA,NA,"-46.698611","-13.826111","03",NA,"28",NA,NA,NA
"96","2021-02-11 17:21:37-03","UFPR","UPCB","2046","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Sickingia","sampaioana","Sickingia sampaioana","Standl.","Smith, L.B.","Reitz, R.","6659","1958","04","08",NA,"Brasil","Santa Catarina","Vidal Ramos","Sabiá","-49.3558006286621","-27.3918991088867",NA,NA,NA,"Árvore 20m, com botões florais, com frutos marrons. Mata. Alt.: 600msm. Nome vulgar: maiate..",NA,NA,"1958","21797","auto",NA,NA,NA,"01",NA,"01",NA,NA,NA
"97","2021-02-11 17:21:37-03","UFPR","UPCB","47542","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Sickingia","sampaioana","Sickingia sampaioana","Standl.","Smith, L.B.","Reitz, R.","6659","1958","04","08",NA,"Brasil","Santa Catarina","Vidal Ramos","Sabiá","-49.3558006286621","-27.3918991088867",NA,NA,NA,"Árvore 20m, com botões florais, com frutos marrons. Mata. Alt.: 600msm. Nome vulgar: maiate..",NA,NA,"1958","21797","auto",NA,NA,NA,"01",NA,"01",NA,NA,NA
