"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","individualCount","fieldNumber"
"11","2020-02-08 10:21:14-03","NBC","NL-BOTANY","L.1638897","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer",NA,"Hatschbach GG",NA,"1960","12","27","Southern America","Brazil",NA,NA,"Est. Parana (Brasil), Mun. S. José dos Pinhaes, Serra do Mar, Morro do Campininho.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638897 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638897","NL-L1638897","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:21:14-03","NBC","NL-BOTANY","L.1638898","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer",NA,"Hatschbach GG",NA,"1960","12","27","Southern America","Brazil",NA,NA,"Est. Parana (Brasil), Mun. S. José dos Pinhaes, Serra do Mar, Morro do Campininho.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638898 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638898","NL-L1638898","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:21:14-03","NBC","NL-BOTANY","L.1638899","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer",NA,"Reitz R; Klein RM",NA,"1960","02","06","Southern America","Brazil",NA,NA,"Santa Catarina-Brasil. Morro Spitzkopf, Blumenau, Mata. Árvore.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638899","NL-L1638899","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:21:14-03","NBC","NL-BOTANY","L.1638900","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer",NA,"Reitz R; Klein RM",NA,"1958","02","04","Southern America","Brazil",NA,NA,"Santa Catarina-Brasil. Morro do Iquererim, Campo Alegre.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638900 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638900","NL-L1638900","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:21:14-03","NBC","NL-BOTANY","L.1638901","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer",NA,"Reitz R; Klein RM",NA,"1958","01","09","Southern America","Brazil",NA,NA,"Santa Catarina-Brasil. Morro do Iquererim, Campo Alegre.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638901 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638901","NL-L1638901","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:21:14-03","NBC","NL-BOTANY","L.1638902","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer",NA,"Reitz R; Klein RM",NA,"1958","01","10","Southern America","Brazil",NA,NA,"Santa Catarina-Brasil. Morro do Iquererim, Campo Alegre, Mata. Árvore.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638902 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638902","NL-L1638902","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:21:14-03","NBC","NL-BOTANY","L.1638903","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer",NA,"Koscinsky M de",NA,"1938","12","01","Southern America","Brazil",NA,NA,"Serviço Florestal do Estado, Secção de Intrudução de Essencias, São Paulo-Brasil. N.V. Carvalho brasileiro, S. Paulo (Serra da Cantareira).",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638903","NL-L1638903","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:21:14-03","NBC","NL-BOTANY","L.1638904","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer",NA,"Reitz R; Klein RM",NA,"1958","02","04","Southern America","Brazil",NA,NA,"Santa Catarina-Brasil. Morro do Iquererim, Campo Alegre.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638904 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638904","NL-L1638904","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:21:14-03","NBC","NL-BOTANY","U 0055230","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer",NA,"Reitz R; Klein RM",NA,"1958","02","04","Southern America","Brazil","Santa Catarina",NA,"Santa Catarina. Morro do Iquererim, Campo Alegre.","-53.733333","-26.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200055230 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0055230",NA,"Magnoliopsidae","-53.733333","-26.533333","Uw 6920",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:21:14-03","NBC","NL-BOTANY","U 0292257","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer",NA,"Reitz R; Klein RM",NA,"1958","02","04","Southern America","Brazil","Santa Catarina",NA,"Santa Catarina. Morro do Iquererim, Campo Alegre.","-53.733333","-26.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200292257 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0292257",NA,"Magnoliopsidae","-53.733333","-26.533333","Uw6920",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:21:14-03","NBC","NL-BOTANY","U.1537726","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Prance GT","Hatschbach GG",NA,"1965","11","18","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1537726 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1537726","NL-U1537726","Magnoliopsidae",NA,NA,"U 0095590","2004","01","01",NA,NA,NA,NA,NA
"22","2020-02-08 10:21:14-03","NBC","NL-BOTANY","U.1537727","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer",NA,"Lindeman JC; Haas JH de",NA,"1967","01","12","Southern America","Brazil",NA,NA,"Brasiliae australis. Est. Parana. Rio de Corvo, Serra do Mar.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1537727 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1537727","NL-U1537727","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:21:14-03","NBC","NL-BOTANY","U.1537728","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer",NA,"Reitz R; Klein RM",NA,"1958","02","04","Southern America","Brazil","Santa Catarina",NA,"Santa Catarina. Morro do Iquererim, Campo Alegre.","-53.733333","-26.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1537728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1537728","NL-U1537728","Magnoliopsidae","-53.733333","-26.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:21:14-03","NBC","NL-BOTANY","U.1537729","PreservedSpecimen","Plantae",NA,"Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer",NA,"Hatschbach GG",NA,"1960","12","27","Southern America","Brazil",NA,NA,"Est. Parana (Brasil), Mun. S. José dos Pinhaes, Serra do Mar, Morro do Campininho.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1537729 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1537729","NL-U1537729","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:17:50-03","ESALQ","ESA","71314","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae",NA,NA,"Cordeiro, J. et al.","1666.0","1999","12","28",NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"ESA071314","ESA071314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:17:50-03","ESALQ","ESA","103195","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae",NA,"Estevan, D.A. & Vieira, A.O.S.","Pavão, O.C.",NA,"2000","12","06",NA,"Brasil","Paraná","Ventania",NA,"-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"ESA103195","ESA103195",NA,NA,NA,NA,"2005",NA,NA,"32424","auto",NA,NA,NA
"27","2020-11-04 12:15:57-03","ESALQ","ESA","143579","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Souza, V.C.","Souza, V.C. & Colletta, G.D.","42555.0","2019","09","04",NA,"Brasil","São Paulo","Bom Sucesso de Itararé","Serra do Macaco. Campo de altitude com floresta ombrófila mista nos pontos mais baixos 1100-1300 m.s.m.","-49.1399993896484","-24.3099994659424",NA,NA,NA,"Arvoreta, ca. 4 m alt. Vegetativo.","ESA143579",NA,NA,NA,NA,NA,"2019","09","06","14955","auto",NA,NA,NA
"28","2019-08-27 13:31:57-03","IAP","PACA-AGP","102715","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","D. A. Estevan; A. O. S. Vieira","O. C. Pavão",NA,"1999","02","23",NA,"Brasil","PR","Ventania","Sítio Pinheiro","-50.2428016662598","-24.2458000183105",NA,NA,NA,"Árvore com 7 metros; frutos imaturos verdes. Habitat: Beira de mata","PACA102715",NA,"Magnoliatae",NA,NA,NA,"2005",NA,NA,"32424","auto",NA,NA,NA
"29","2019-08-27 13:31:57-03","IAP","PACA-AGP","64785","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","H. Sleumer","Reitz & Klein","6163","1958","01","10",NA,"Brasil","SC","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666","1100","1100",NA,"Árvore, altit. 1.100m, altura 15 m, flor amarelo-enferrujada, folhas parte inferior cor de ferrugem. Habitat: Mata","PACA064785",NA,"Magnoliatae",NA,NA,NA,"1958",NA,NA,"37493","auto",NA,NA,NA
"30","2019-11-21 14:44:02-03","UFJF","CESJ","43100","PreservedSpecimen","Plantae","Angiosperma",NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","J. Cordeiro","J. Cordeiro; C.B. Poliquesi; E.F. Costa","2082","2003","03","15","América do Sul","Brasil","Paraná","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375",NA,NA,NA,"Árvore, 7m, fruto imaturo verde","CESJ043100",NA,NA,NA,NA,NA,"2003",NA,NA,"25228","auto",NA,NA,NA
"31","2019-11-21 14:44:02-03","UFJF","CESJ","32205","PreservedSpecimen","Plantae","Angiosperma",NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","G. Hatschbach","J. Cordeiro; J.M. Silva; E. Barbosa; O.S. Ribas","1666","1999","12","28","América do Sul","Brasil","Santa Catarina","Campo Alegre","Subida à Serra Quiriri, Beira do rio encachoeirado","-49.2655982971191","-26.1924991607666",NA,NA,NA,"Árvore, 14m, flor creme .","CESJ032205",NA,NA,NA,NA,NA,"2000",NA,NA,"37493","auto",NA,NA,NA
"32","2021-03-01 16:38:38-03","UNICAMP","UEC","113817","S","Plantae","Magnoliopsida",NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Sanchez, M","Pedroni, F; Sanches, M","603","1996","05","25",NA,"Brazil","São Paulo","Ubatuba","Picinguaba","-44.8","-23.366667",NA,NA,NA,"Árvore s/num com 10m de altura, com botões, flores e frutos imaturos. Retirando-se a casca da árvore é possível observar um tecido reticulado.","UEC157277","UEC157277",NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:38:38-03","UNICAMP","UEC","170072","S","Plantae","Magnoliopsida",NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Rochelle, ALC","Rochelle, ALC","J1229",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667","450","450",NA,"Indivíduo J1229 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041793","UEC041793",NA,"-45.084167","-23.366667",NA,"2007","07",NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:38:38-03","UNICAMP","UEC","170076","S","Plantae","Magnoliopsida",NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Rochelle, ALC","Rochelle, ALC","J1229",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667","450","450",NA,"Indivíduo J1229 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041792","UEC041792",NA,"-45.084167","-23.366667",NA,"2007","07",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:38:38-03","UNICAMP","UEC","172086","S","Plantae","Magnoliopsida",NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Estevan, DA","Cavalheiro, AL; et al.","45","1999","03","30",NA,"Brazil","Paraná","Ventania","Sítio Pinheiro.","-50.2428016662598","-24.2458000183105",NA,NA,NA,"Árvore ca. 8m., botões florais marrons, pilosas, matriz do viveiro.","UEC016410","UEC016410",NA,NA,NA,NA,"2005","11",NA,"32424","auto",NA,NA,NA
"36","2021-03-01 16:38:38-03","UNICAMP","UEC","130104","S","Plantae","Magnoliopsida",NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Arzolla, FARDP","Arzolla, FARDP; et al.","195","2000","12","07",NA,"Brazil","São Paulo","Mairiporã","Parque Estadual da Cantareira, Região das Águas Claras.","-46.5800018310547","-23.3099994659424",NA,NA,NA,"Árvore 21m de altura, flores.","UEC157278","UEC157278",NA,NA,NA,NA,"2000","12","07","15840","auto",NA,NA,NA
"37","2021-03-01 16:38:38-03","UNICAMP","UEC","113816","S","Plantae","Magnoliopsida",NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Sanchez, M","Sanchez, M; Pedroni, F","598","1996","01","07",NA,"Brazil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore 1225 com 8m de altura, vegetativo, retirando-se a casca da árvore é possível observar tecido reticulado.; Mata de planice, restinga","UEC157276","UEC157276",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"38","2020-10-14 10:05:40-03","FURB","FURB","40301","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Rossetto, EFS","Marestoni, T.; Cervigne, N.S. & Francisco, E.M.",NA,"2007","02","23",NA,"Brasil","Paraná","Ventania","Sítio Pinheiro.","-50.3083333","-24.1430555",NA,NA,NA,NA,"FURB40317","FURB40317",NA,"-50.3083333","-24.1430555",NA,"2012",NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:05:40-03","FURB","FURB","2606","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Cordeiro, J","Cordeiro, J.; Poliquesi, C.B. & Costa, E.","2082","2003","03","15",NA,"Brasil","Paraná","Tijucas do Sul","São joão do Piraí.","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"FURB03246","FURB03246",NA,NA,NA,NA,"2003","03","15","25228","auto",NA,NA,NA
"40","2019-08-16 08:40:46-03","UTFPR","HCF","27083","S","Plantae",NA,NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","E. Barboza","E. Barboza","4662","2018","03","15",NA,"Brasil","PR","Quatro Barras","Estrada da Graciosa","-48.928056","-25.344444","900","900",NA,"Floresta Ombrófila Densa.",NA,NA,NA,"48°55'41 W","25°20'40 S",NA,"2018",NA,NA,NA,NA,NA,NA,NA
"41","2019-08-16 08:40:46-03","UTFPR","HCF","27865","S","Plantae",NA,NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","G. Hatschbach","O.S. Ribas","2134","1997","12","15",NA,"Brasil","PR","Tijucas do Sul","Serra Papanduva","-49.1988983154297","-25.9281005859375","1400","1400",NA,"árvore, 6 m, flor creme. Mata da encosta do morro.",NA,NA,NA,NA,NA,NA,"1998",NA,NA,"25228","auto",NA,NA,NA
"42","2013-04-01 09:17:19-03","IPT","BCTW","332","S","Plantae","Magnoliophyta",NA,NA,"Euplassa","cantareirae","Euplassa cantareirae","Sleumer",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,"Serra da Cantareira",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:42:07-03","MBM","MBM","1792","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Sleumer, H.","G.; Haas, H.; Haas, H.","15702",NA,NA,NA,"Southern America","Brazil","Paraná","Quatro Barras","Rio do Corvo","-49.0769004821777","-25.3656005859375",NA,NA,NA,"= 29160","MBM001792","MBM001792",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA
"44","2020-12-21 16:42:07-03","MBM","MBM","220746","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Hatschbach, G.","Ribas, O.S.; Cordeiro, J.; Barboza, E.; Cordeiro, J.; Barboza, E.","2134",NA,NA,NA,"Southern America","Brazil","Paraná","Tijucas do Sul","Serra Papanduva","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM220746","MBM220746",NA,NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA
"45","2020-12-21 16:42:07-03","MBM","MBM","247981","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Hatschbach, G.","Cordeiro, J.; Silva, J.M.; Ribas, O.S.; Silva, J.M.; Ribas, O.S.","1666",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Campo Alegre","Serra do Quiriri, subida","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"MBM247981","MBM247981",NA,NA,NA,NA,NA,NA,NA,"37493","auto",NA,NA,NA
"46","2020-12-21 16:42:07-03","MBM","MBM","414240","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Barboza, E.","Barboza, E.; Brotto, M.L.; Brotto, M.L.","4662","2018","03","15","Southern America","Brazil","Paraná","Quatro Barras","Estrada da Graciosa","-48.928056","-25.344444","900","900",NA,"Floresta Ombrófila Densa.","MBM414240",NA,NA,"-48.928056","-25.344444",NA,"2018",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:42:07-03","MBM","MBM","29162","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","cantareirae","Euplassa cantareirae","Sleumer","Smith, L.B.","Hatschbach, G.","4365",NA,NA,NA,"Southern America","Brazil","Paraná","Campina Grande do Sul","Rio Taquari","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM029162","MBM029162",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA
