"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber"
"99","2021-03-01 16:24:47-03","UNICAMP","UEC","167648","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","A.DC.","Oliveira, CT","Romão, GO; Dantas, APT","1658","2006","09","07",NA,"Brazil","Paraná","Bocaiúva do Sul","Serra da Bocaína; acesso pela rodovia Governador José Richa (br-476), km 70-71 na entrada indicada pela placa para a Fazenda Turbay; a 9 km da BR em estrada de terra com acesso à Chácara Serra da Bocaína.","-49.1150016784668","-25.2061004638672",NA,"Subarbusto 50 cm alt.; bastante ramificado na base; inflorescências velhas.; Campo de altitude, com aflorameno rochoso, com predomínio de arbustos; solo areno-predregoso seco.","UEC091869","UEC091869","1400","1400",NA,NA,"2015","05",NA,"61623","auto",NA,NA,NA,NA,NA
"100","2021-03-01 16:24:47-03","UNICAMP","UEC","54317","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","A.DC.","Nakajima, JN","Vieira, AOS; et al.","282","1988","08","05",NA,"Brazil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,"Subarbusto 1m, capítulos creme-esverdeados.; Faixa de vegetação arbréa em grota no meio do cerrado.","UEC126353","UEC126353",NA,NA,NA,NA,"1998","05",NA,"44368","auto",NA,NA,NA,NA,NA
"101","2021-03-01 16:24:46-03","UNICAMP","UEC","139408","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","A.DC.","Souza, FO","Sá, KLVR; et al.","461","2003","03","06",NA,"Brazil","Paraná","São Jerônimo da Serra","Reserva Indígena São Jerônimo.","-50.7411003112793","-23.7275009155273",NA,"Erva; flores brancas.","UEC126348","UEC126348",NA,NA,NA,NA,"2007",NA,NA,"30511","auto",NA,NA,NA,NA,NA
"102","2021-03-01 16:24:46-03","UNICAMP","UEC","109798","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","A.DC.",NA,"Marcondes-Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R","1449","1997","11","05",NA,"Brazil","São Paulo","Pedregulho","Estreito, Perto da Fazenda 3 Irmãos.","-47.4700012207031","-20.25",NA,"Ca. 1,5m, flores creme.; Campo rupestre.","UEC126347","UEC126347",NA,NA,NA,NA,NA,NA,NA,"27552","auto",NA,NA,NA,NA,NA
"103","2019-11-05 16:45:14-03","UFOP","OUPR","1900","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Morrone, O.; Zuloaga, F.O.","Badini, J.","s.n.","1975","09","03",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,"2008",NA,NA,"44599","auto",NA,NA,NA,NA,NA
"104","2019-11-05 16:45:14-03","UFOP","OUPR","14759","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Barroso, G.M.","Badini, J.","s.n.","1973","03","31",NA,"Brasil","Minas Gerais","Ouro Preto","Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Campo. Arbusto. Flores pálidas",NA,NA,NA,NA,NA,NA,"1973","06","29","44599","auto",NA,NA,NA,NA,NA
"105","2019-11-05 16:45:14-03","UFOP","OUPR","14758","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Lisboa, M.A.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,"1973","07","05","44599","auto",NA,NA,NA,NA,NA
"106","2021-03-26 10:43:28-03","UDESC","LUSC","8294","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Barboza, E.","Cordeiro, J.; Cardoso, T.R.; Laus, M.D.; Stupp, P.","5172","2014","01","28",NA,"Brasil","Paraná","Piraguara","Chácara Vista da Serra.",NA,NA,NA,"Capítulos cremes. Campo limpo, seco.","LUSC007856","LUSC007856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-01-17 11:24:33-02","PUCRS","MPUC","10032","S","Plantae",NA,"Asterales","Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","N.I. Matzenbacher",NA,NA,"2001","01","28","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"108","2019-11-08 08:49:57-03","FURB","FURB","50449","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Funez, L.A.","Funez, L.A.; Zermiani, A.E.","3811","2015","05","05",NA,"Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.9544444","-26.0391666",NA,NA,"FURB50449","FURB50449","1200","1200","-48.9544444","-26.0391666","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-10-14 09:59:14-03","FURB","FURB","9919","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Ritter, MR","Dreveck, S.; Verdi, M. & Godoy, M.B.","274","2008","02","25",NA,"Brasil","Santa Catarina","São Cristovão do Sul","Próximo a Unidade Penitenciária.","-50.4002778","-27.2697223",NA,"Florística IFFSC 453. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: herbácea;","FURB00863","FURB00863","993","993","-50.4002778","-27.2697223","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-10-14 09:59:14-03","FURB","FURB","61925","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Silva, J.M.; Abe, L. M.","4257","2005","03","03",NA,"Brasil","Paraná","Bocaiúva do Sul","Serra da Bocaina.","-49.1150016784668","-25.2061004638672",NA,"Ereta, capítulo alvacento, campo do alto do morro","FURB61925","FURB61925",NA,NA,NA,NA,"2005",NA,NA,"61623","auto",NA,NA,NA,NA,NA
"111","2020-10-14 09:59:14-03","FURB","FURB","2133","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G","Silva, J.M.; Barbosa, E.","5524","2007","02","14",NA,"Brasil","Paraná","Palmeira","Recanto dos Papagaios.","-50.0064010620117","-25.4293994903564",NA,"Era N.I. sem coletor, que não encontrado foi substituído pelo cadastro atual. Habitat: campo limpo Habito: ereta; flor capítulo creme","FURB18105","FURB18105",NA,NA,NA,NA,"2007","02","14","35166","auto",NA,NA,NA,NA,NA
"112","2021-03-16 17:50:58-03","UCS","HUCS","26393","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Hatschbach, G.","78922","2005","03","08",NA,"Brasil","Santa Catarina","Urubici","Águas Brancas","-49.5917015075684","-28.0149993896484",NA,"Herbario MBM; Campo seco",NA,NA,NA,NA,NA,NA,"2005",NA,NA,"30102","auto",NA,NA,NA,NA,NA
"113","2021-03-16 17:50:58-03","UCS","HUCS","04114","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Hatschbach, G.","51873","1988","02","11",NA,"Brasil","Paraná","Palmeira","BR 277 - Rio Papagaios","-50.0064010620117","-25.4293994903564",NA,"Campo limpo, seco",NA,NA,NA,NA,NA,NA,"1988",NA,NA,"35166","auto",NA,NA,NA,NA,NA
"114","2021-03-16 17:50:58-03","UCS","HUCS","40155","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Barbosa; Felitto","Silva, J.M.","8299","2012","03","19",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Herbario MBM; Campo recém queimado",NA,NA,NA,NA,NA,NA,"2012","04",NA,"46557","auto",NA,NA,NA,NA,NA
"115","2021-03-16 17:50:58-03","UCS","HUCS","27072","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Holmes, W.C.","Silva, J.M.","3945","2004","02","27",NA,"Brasil","Paraná","Mandirituba","Rod. BR 116","-49.326099395752","-25.7789001464844",NA,"Herbario MBM",NA,NA,NA,NA,NA,NA,"2004",NA,NA,"20385","auto",NA,NA,NA,NA,NA
"116","2021-03-16 17:50:58-03","UCS","HUCS","01803","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Cordeiro, J.","246","1986","03","11",NA,"Brasil","Paraná","Palmeira","Rod. do Café","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,"1986","06",NA,"35166","auto",NA,NA,NA,NA,NA
"117","2019-08-16 08:38:36-03","UTFPR","HCF","10310","S","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","J. Cordeiro","M.G. Caxambu","3763","2012","02","03",NA,"Brasil","PR","Balsa Nova","Ponte dos Arcos","-49.805472","-25.553889",NA,"erva ereta, heliófita. Capítulos esverdeados.",NA,NA,"861","861","49°48'19,7 W","25°33'14 S","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-08-16 08:38:36-03","UTFPR","HCF","5193","S","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","G. Hatschbach","J.M. Silva","4257","2005","03","03",NA,"Brasil","PR","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,"ereta, capítulo alvacento. Campo do alto do morro.",NA,NA,NA,NA,NA,NA,"2005",NA,NA,"61623","auto",NA,NA,NA,NA,NA
"119","2019-08-16 08:38:36-03","UTFPR","HCF","5113","S","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","J. Cordeiro","J.M. Silva","5090","2006","10","12",NA,"Brasil","PR","Jaguariaíva","Vale do Codó","-49.7057991027832","-24.2511005401611",NA,"ereta, capítulo creme. Campo limpo.",NA,NA,NA,NA,NA,NA,"2006",NA,NA,"44368","auto",NA,NA,NA,NA,NA
"120","2019-08-16 08:38:36-03","UTFPR","HCF","27939","S","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","G. Hatschbach","O.S. Ribas","4549","2002","03","07",NA,"Brasil","PR","Lapa","Rio Capivari, próximo a barra com o Rio","-49.7158012390137","-25.7696990966797",NA,"ereta, 70 cm, capítulo creme. Campo limpo, seco.",NA,NA,NA,NA,NA,NA,"2002",NA,NA,"49965","auto",NA,NA,NA,NA,NA
"121","2019-08-16 08:38:36-03","UTFPR","HCF","11260","S","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","E. Barboza & G. Felitto","J.M. Silva","8299","2012","03","19",NA,"Brasil","PR","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"xilopodífera, capítulos creme. Campo recém queimado.",NA,NA,NA,NA,NA,NA,"2012","04",NA,"46557","auto",NA,NA,NA,NA,NA
"122","2020-12-21 16:16:17-03","MBM","MBM","48424","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Kanimia","oblongifolia","Kanimia oblongifolia","(DC.) Baker",NA,"Krapovickas, A.; et al.; et al.","23363","1973","02","17","Southern America","Argentina",NA,NA,"Misiones",NA,NA,NA,NA,"MBM048424","MBM048424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:16:40-03","MBM","MBM","397137","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Tannus, J.L.S.","Tannus, J.L.S.","1161","2006","04","04","Southern America","Brazil","São Paulo","Itararé","Unidade de Pesquisa e Desenvolvimento de Itararé","-49.205278","-24.268333",NA,"Arbusto, até 2 m, capítulos creme.; Campo altimantano; Campo úmido; Solo arenoso bem drenado à úmido.","MBM397137","MBM397137",NA,NA,"-49.205278","-24.268333","2007","05",NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:16:40-03","MBM","MBM","382939","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Cordeiro, J.","Caxambu, M.G.","3763","2012","02","03","Southern America","Brazil","Paraná","Balsa Nova","Ponte dos Arcos","-49.805472","-25.553889",NA,"Erva ereta, heliófita. Capítulos esverdeados.; Estepe (campos gerais). Relevo ondulado.","MBM382939",NA,"861","861","-49.805472","-25.553889","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:16:40-03","MBM","MBM","388721","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Barboza, E.","Cordeiro, J.; Cardoso, T.R.; Laus, M.D.; Stupp, P.; Cardoso, T.R.; Laus, M.D.; Stupp, P.","5172","2014","01","28","Southern America","Brazil","Paraná","Piraquara","Chácara Vista da Serra","-49.040083","-25.518156",NA,"Arbusto de 1,6m; capítulos cremes.; Campo limpo, seco.","MBM388721",NA,"912","912","-49.040083","-25.518156","2014","02",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:16:40-03","MBM","MBM","402047","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Barboza, E.","Silva, J.M.; Motta, J.T.; Motta, J.T.","8764","2015","03","04","Southern America","Brazil","Paraná","Palmeira","Recanto dos Papagaios","-49.768889","-25.464722",NA,"Erva xilopodífera; capítulos de cor creme.; Campo limpo.","MBM402047","MBM402047","963","963","-49.768889","-25.464722","2015","11","17",NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:16:40-03","MBM","MBM","410544","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Barboza, E.","May, D.; Barboza, E.; Santos, E.L. dos; Barboza, E.; Santos, E.L. dos","198","2013","01","16","Southern America","Brazil","Paraná","Lapa","Reserva Particular do Patrimonio Natural Uru","-49.689444","-25.814722",NA,"Sub arbusto, 30 cm, capítulos creme; Campo","MBM410544","MBM410544","830","830","-49.689444","-25.814722","2013","01","20",NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:16:40-03","MBM","MBM","78274","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Robinson, H.","Hatschbach, G.; et al.; et al.","45635","1982","10","12","Southern America","Brazil","Minas Gerais","Perdizes","Rod. BR-262","-47.2928009033203","-19.3528003692627",NA,NA,"MBM078274","MBM078274",NA,NA,NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA
"129","2020-12-21 16:16:40-03","MBM","MBM","7154","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Hatschbach, G.","18873","1968","03","22","Southern America","Brazil","Paraná","Arapoti","Fazenda do Lobo","-49.8266983032227","-24.1578006744385",NA,NA,"MBM007154","MBM007154",NA,NA,NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA
"130","2020-12-21 16:16:40-03","MBM","MBM","190508","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","11284","1980","03","26","Southern America","Brazil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,NA,"MBM190508",NA,NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"131","2020-12-21 16:16:40-03","MBM","MBM","38323","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Barroso, G.M.","Hatschbach, G.","6934","1960","04","07","Southern America","Brazil","Paraná","Bocaiúva do Sul","São Domingos","-49.1150016784668","-25.2061004638672",NA,NA,"MBM038323","MBM038323",NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"132","2020-12-21 16:16:40-03","MBM","MBM","80450","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Hatschbach, G.","46454","1983","03","23","Southern America","Brazil","Paraná","Bocaiúva do Sul","Serra Santrana","-49.1150016784668","-25.2061004638672",NA,NA,"MBM080450","MBM080450",NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"133","2020-12-21 16:16:40-03","MBM","MBM","277491","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Ribas, O.S.","Linsingen, L. von; et al.; et al.","114","2000","03","06","Southern America","Brazil","Paraná","Jaguariaíva","Lago Azul","-49.7057991027832","-24.2511005401611",NA,"Erva coletada no campo cerrado alterado com flores de coloração creme","MBM277491","MBM277491",NA,NA,NA,NA,"2003","04",NA,"44368","auto",NA,NA,NA,NA,NA
"134","2020-12-21 16:16:40-03","MBM","MBM","20823","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Hatschbach, G.","29157","1972","02","14","Southern America","Brazil","Paraná","Lapa","Rio Passa Dois","-49.7158012390137","-25.7696990966797",NA,NA,"MBM020823","MBM020823",NA,NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA
"135","2020-12-21 16:16:40-03","MBM","MBM","9451","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Barroso, G.M.","Hatschbach, G.","21143","1969","02","12","Southern America","Brazil","Paraná","Laranjeiras do Sul","Km 127","-52.4160995483398","-25.4078006744385",NA,NA,"MBM009451","MBM009451",NA,NA,NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA
"136","2020-12-21 16:16:40-03","MBM","MBM","17200","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Hatschbach, G.","26453","1971","02","21","Southern America","Brazil","Paraná","Marmeleiro","Estrada Marmeleiro - Campo Erê","-53.0261001586914","-26.1494007110596",NA,NA,"MBM017200","MBM017200",NA,NA,NA,NA,NA,NA,NA,"27396","auto",NA,NA,NA,NA,NA
"137","2020-12-21 16:16:40-03","MBM","MBM","120462","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Hatschbach, G.; et al.; et al.","51873","1988","02","11","Southern America","Brazil","Paraná","Palmeira","Rod. BR-277, Rio Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"MBM120462","MBM120462",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA
"138","2020-12-21 16:16:40-03","MBM","MBM","245232","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Ziller, S.R.","1726","1999","01","31","Southern America","Brazil","Paraná","Ponta Grossa","Rio Tibagi - Rod. BR-376","-50.1618995666504","-25.0949993133545",NA,NA,"MBM245232","MBM245232",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"139","2020-12-21 16:16:40-03","MBM","MBM","173544","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Pereira, M.L.","377","1965","02",NA,"Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Em campo; frequente","MBM173544","MBM173544",NA,NA,NA,NA,"1995",NA,NA,"46557","auto",NA,NA,NA,NA,NA
"140","2020-12-21 16:16:40-03","MBM","MBM","38321","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Barroso, G.M.","Hatschbach, G.","3544","1957","02","24","Southern America","Brazil","Paraná","São Jerônimo da Serra","São Jerônimo da Serra, arredores","-50.7411003112793","-23.7275009155273",NA,NA,"MBM038321","MBM038321",NA,NA,NA,NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA
"141","2020-12-21 16:16:40-03","MBM","MBM","38322","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Barroso, G.M.","Hatschbach, G.","6933","1960","04","07","Southern America","Brazil","Paraná","Balsa Nova","São Domingos","-49.6356010437012","-25.5839004516602",NA,NA,"MBM038322","MBM038322",NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"142","2020-12-21 16:16:40-03","MBM","MBM","233955","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Hatschbach, G.; Abe, L.M.; Abe, L.M.","2887","1999","02","19","Southern America","Brazil","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,"MBM233955","MBM233955",NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"143","2020-12-21 16:16:40-03","MBM","MBM","38320","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Curial, O.","692","1947","02","09","Southern America","Brazil","Paraná","Campo Largo","Rio Papagaios","-49.5283012390137","-25.4585990905762",NA,NA,"MBM038320","MBM038320",NA,NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA
"144","2020-12-21 16:16:40-03","MBM","MBM","272299","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Cordeiro, J.; Poliquesi, C.B.; Ribas, O.S.; Poliquesi, C.B.; Ribas, O.S.","1984","2002","03","02","Southern America","Brazil","Paraná","Lapa","Hotel Fazenda, Colônia Municipal","-49.7158012390137","-25.7696990966797",NA,NA,"MBM272299","MBM272299",NA,NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA
"145","2020-12-21 16:16:40-03","MBM","MBM","272298","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Ribas, O.S.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","4549","2002","03","07","Southern America","Brazil","Paraná","Lapa","Rio Capivari, próximo a barra com o Rio Iguaçu","-49.7158012390137","-25.7696990966797",NA,NA,"MBM272298","MBM272298",NA,NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA
"146","2020-12-21 16:16:40-03","MBM","MBM","68215","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Hatschbach, G.","43552","1981","02","06","Southern America","Brazil","Paraná","Palmeira","Capão Alegrete, 3km N","-50.0064010620117","-25.4293994903564",NA,NA,"MBM068215","MBM068215",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA
"147","2020-12-21 16:16:40-03","MBM","MBM","389428","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Barboza, E.","Felitto, G.; Lozano, E.D.; Saridakis, D.P.; Melatti, D.F.; Lozano, E.D.; Saridakis, D.P.; Melatti, D.F.","500","2013","02","22","Southern America","Brazil","Paraná","Ponta Grossa","APP do rio, APP do rio","-50.1618995666504","-25.0949993133545",NA,"Subarbusto, 40cm; capítulos alvo-amarelados.; Campo sujo.","MBM389428",NA,NA,NA,NA,NA,"2014","05",NA,"46557","auto",NA,NA,NA,NA,NA
"148","2020-12-21 16:16:40-03","MBM","MBM","134114","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Kummrow, R.; Cordeiro, J.; Cordeiro, J.","3228","1990","02","13","Southern America","Brazil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,"MBM134114","MBM134114",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"149","2020-12-21 16:16:40-03","MBM","MBM","38319","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Hatschbach, G.","5532","1959","02","18","Southern America","Brazil","Paraná","Quatro Barras","Borda do Campo","-49.0769004821777","-25.3656005859375",NA,NA,"MBM038319","MBM038319",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"150","2020-12-21 16:16:40-03","MBM","MBM","190507","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Barroso, G.M.","Dombrowski, L.T.","2446","1967","02","14","Southern America","Brazil","Paraná","Rio Branco do Sul","Itaperuçu","-49.3142013549805","-25.1900005340576",NA,NA,"MBM190507",NA,NA,NA,NA,NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA
"151","2020-12-21 16:16:40-03","MBM","MBM","7153","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Hatschbach, G.","18754","1968","03","14","Southern America","Brazil","Paraná","Balsa Nova","Barra do Rio Papagaios","-49.6356010437012","-25.5839004516602",NA,NA,"MBM007153","MBM007153",NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"152","2020-12-21 16:16:40-03","MBM","MBM","190509","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","10470","1979","04","10","Southern America","Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,"MBM190509",NA,NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"153","2020-12-21 16:16:40-03","MBM","MBM","38324","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Hatschbach, G.","8859","1962","02","01","Southern America","Brazil","Paraná","Campo Mourão","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"MBM038324","MBM038324",NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
