"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","class","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","relatedCatalogItem","fieldNumber","individualCount"
"46","2019-08-27 13:35:32-03","IAP","PACA-AGP","114773","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(Sturm) Ebihara & Dubuisson","J. M. Costa et. al.","395","2005","11","23",NA,"Brasil","Ilha Mosqueiro, mata da Fazenda Itatuba",NA,"Habitat: sobre tronco no interior da mata Hábito: epífita","PACA114773",NA,"PA","-48.376722","-1.182417",NA,NA,"Belém","Filicopsida","J. M. Costa",NA,NA,"2014","06",NA,"48°22'36,2W","01°10'56,7S",NA,NA,NA,NA
"47","2019-10-25 11:38:45-03","IECOS","HBRA","12321","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","ekmanii","Didymoglossum ekmanii","(Wess. Boer) Ebihara & Dubuisson","D. P. O. Lima","256","2014","08","02","América do Sul","Brasil","Serra do Piriá","exsicata","Epífita no pareão de pedra, próximo da entrada da caverna.","HBRA0008451",NA,"Pará","-46.29550833","-1.21179444",NA,NA,"Viseu",NA,"M.R. Pietrobom",NA,NA,"2019","04","17","-46.29550833","-1.21179444",NA,NA,NA,NA
"48","2019-10-25 11:38:45-03","IECOS","HBRA","5588","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","ekmanii","Didymoglossum ekmanii","(Wess. Boer) Ebihara & Dubuisson","M. R. Pietrobom","6943","2007","03","06","América do Sul","Brasil","Província Petrolífera de Urucu, arredores do Pólo Arara, igarapé da Onça","exsicata","Floresta de terra firme, epífita na base de tronco vivo na marge do igarapé.&nf;Apoio: PETROBRAS / CNPq / FINEP / MCT-MPEG.","HBRA0005998",NA,"Amazonas","-63.1413993835449","-4.08500003814697",NA,NA,"Coari",NA,"M. R. Pietrobom","340934","auto","2012","08","31",NA,NA,NA,NA,NA,NA
"49","2019-10-25 11:38:45-03","IECOS","HBRA","12332","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. G. C. Souza","840","2011","04","28","América do Sul","Brasil","Ilha Macujubim, Sítio Boa Esperança","exsicata","Floresta de terra firme, epífita na base de tronco vivo na margem do igapó, interior da mata.","HBRA0008559",NA,"Pará","-50.67755556","-1.40936111",NA,NA,"Breves",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-50.67755556","-1.40936111",NA,NA,NA,NA
"50","2019-10-25 11:38:45-03","IECOS","HBRA","12331","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. I. B. Soares","94","2014","10","10","América do Sul","Brasil","Comunidade da Penha, Sítio do Maeca","exsicata","Epífita no interior da floresta não inundável (mata aberta) e floresta inundável (igapó).","HBRA0008530",NA,"Pará","-47.45605556","-1.69455556",NA,NA,"Irituia",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-47.45605556","-1.69455556",NA,NA,NA,NA
"51","2019-10-25 11:38:45-03","IECOS","HBRA","12333","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. G. C. Souza","1155","2011","05","05","América do Sul","Brasil","Comunidade Caruaca","exsicata","Floresta de terra firme, epífita na base de tronco vivo no interior do igapó.","HBRA0008516",NA,"Pará","-50.40866667","-1.59597222",NA,NA,"Breves",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-50.40866667","-1.59597222",NA,NA,NA,NA
"52","2019-10-25 11:38:45-03","IECOS","HBRA","12363","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6718","2007","01","16","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha E, parcela 23","exsicata","Floresta de terra firme, Epífita na base de tronco vivo.","HBRA0009089",NA,"Pará","-51.63869444","-1.99638889",NA,NA,"Portel",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-51.63869444","-1.99638889",NA,NA,NA,NA
"53","2019-10-25 11:38:45-03","IECOS","HBRA","12342","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","J. J. Reis","167","2015","07","09","América do Sul","Brasil",NA,"exsicata","ca. 15m de altitude.&nf;Epífita sobre tronco vivo no interior da floresta alagável (várzea).","HBRA0009408",NA,"Pará","-48.25158333","-0.93236111",NA,NA,"Colares",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-48.25158333","-0.93236111",NA,NA,NA,NA
"54","2019-10-25 11:38:45-03","IECOS","HBRA","12357","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6586","2007","01","14","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha C, parcela 14","exsicata","Floresta de terra firme, Epífita na base de tronco vivo.","HBRA0008567",NA,"Pará","-51.64677778","-1.97830556",NA,NA,"Portel",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-51.64677778","-1.97830556",NA,NA,NA,NA
"55","2019-10-25 11:38:45-03","IECOS","HBRA","12368","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","7870","2008","08","30","América do Sul","Brasil","ESEC do Grão Pará, Serra do Acari","exsicata","Floresta de terra firme montana, margem do igarapé.","HBRA0008347",NA,"Pará","-58.69125","1.27972222",NA,NA,"Oriximiná",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-58.69125000","1.27972222",NA,NA,NA,NA
"56","2019-10-25 11:38:45-03","IECOS","HBRA","12337","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. G. C. Souza","1343","2012","04","11","América do Sul","Brasil","Comunidade Tauaú, ramal Santo Luzia, posse Santo Antônio","exsicata","Floresta de terra firme, epífita na base de tronco vivo na margem do igarapé no interior da mata.","HBRA0008241",NA,"Pará","-50.4735","-1.62019444",NA,NA,"Breves",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-50.47350000","-1.62019444",NA,NA,NA,NA
"57","2019-10-25 11:38:45-03","IECOS","HBRA","12336","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. G. C. Souza","1334","2019","04","25","América do Sul","Brasil","Comunidade Tauaú, ramal Santo Luzia, posse Santo Antônio","exsicata","Floresta de terra firme, epífita na base de tronco vivo no interior da mata.","HBRA0008831",NA,"Pará","-50.4735","-1.62019444",NA,NA,"Breves",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-50.47350000","-1.62019444",NA,NA,NA,NA
"58","2019-10-25 11:38:45-03","IECOS","HBRA","12339","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","J. J. Reis","5","2015","07","06","América do Sul","Brasil","Ilha de Colares, ramal da Comunidade Pacatuba","exsicata","ca. 36m de altitude.&nf;Epífita na base de tronco vivo no interior da floresta alagável (Igapó).","HBRA0008422",NA,"Pará","-48.26469444","-0.92644444",NA,NA,"Colares",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-48.26469444","-0.92644444",NA,NA,NA,NA
"59","2019-10-25 11:38:45-03","IECOS","HBRA","12353","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6441","2007","01","12","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha A, parcela 3","exsicata","Floresta de terra firme, Epífita na base de tronco vivo","HBRA0008245",NA,"Pará","-51.63777778","-1.96019444",NA,NA,"Portel",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-51.63777778","-1.96019444",NA,NA,NA,NA
"60","2019-10-25 11:38:45-03","IECOS","HBRA","12372","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","9819","2013","12","08","América do Sul","Brasil","Retiro Água Fria, Rodovia PA-254, viscinal do setor 06, ramal da Serra Azul, Glebra Mulata","exsicata","ca. 381m de altitude.&nf;Floresta Ombrófila Aberta Submontana, rupícola junto do grotão da cachoeira no interior da mata.","HBRA0009432",NA,"Pará","-54.12625","-1.27813889",NA,NA,"Monte Alegre",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-54.12625000","-1.27813889",NA,NA,NA,NA
"61","2019-10-25 11:38:45-03","IECOS","HBRA","12369","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","8495","2011","06","03","América do Sul","Brasil","margem da Alça Viária","exsicata","Floresta de terra firme, epífita na base de tronco vivo, no interior da mata","HBRA0008290",NA,"Pará","-48.33972222","-1.40230556",NA,NA,"Marituba",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-48.33972222","-1.40230556",NA,NA,NA,NA
"62","2019-10-25 11:38:45-03","IECOS","HBRA","12341","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","J. J. Reis","22","2015","07","06","América do Sul","Brasil","ramal para a Comunidade Pacatuba","exsicata","ca. 36m de altitude.&nf;Epífita na base de tronco vivo no interior da floresta alagável (Igapó).","HBRA0008419",NA,"Pará","-48.26413889","-0.92725",NA,NA,"Colares",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-48.26413889","-0.92725000",NA,NA,NA,NA
"63","2019-10-25 11:38:45-03","IECOS","HBRA","12334","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. G. C. Souza","1331","2012","04","11","América do Sul","Brasil","Comunidade Tauaú, ramal Santo Luzia, posse Santo Antônio","exsicata","Floresta de terra firme, epífita na base de tronco vivo margem do igarapé no interior da mata.","HBRA0008551",NA,"Pará","-50.4735","-1.62019444",NA,NA,"Breves",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-50.47350000","-1.62019444",NA,NA,NA,NA
"64","2019-10-25 11:38:45-03","IECOS","HBRA","12365","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6740","2007","01","16","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha E, parcela 25","exsicata","Floresta de terra firme, Epífita na base de tronco vivo.","HBRA0008262",NA,"Pará","-51.62161111","-1.99638889",NA,NA,"Portel",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-51.62161111","-1.99638889",NA,NA,NA,NA
"65","2019-10-25 11:38:45-03","IECOS","HBRA","5879","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","D. P. O. Lima","222","2011","10","12","América do Sul","Brasil","Araçateua","exsicata","Epífita no interior da mata, no tronco em decomposição.","HBRA0005990",NA,"Pará","-46.86722222","-1.10222222",NA,NA,"Bragança",NA,"D. P. O. Lima & M. R. Pietrobom",NA,NA,"2011","10","12","-46.86722222","-1.10222222",NA,NA,NA,NA
"66","2019-10-25 11:38:45-03","IECOS","HBRA","5828","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","D. P. O. Lima","219","2011","10","12","América do Sul","Brasil","Araçateua","exsicata","Epífita em tronco vivo, interior da mata de igapó.","HBRA0005649",NA,"Pará","-46.75416667","-1.10361111",NA,NA,"Bragança",NA,"D. P. O. Lima & M. R. Pietrobom",NA,NA,"2011","10","12","-46.75416667","-1.10361111",NA,NA,NA,NA
"67","2019-10-25 11:38:45-03","IECOS","HBRA","6462","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","8745","2011","11","28","América do Sul","Brasil","Campo de Instrução de Nova timboteua - Exército Brasileiro / 2° Bis","exsicata","Floresta de igapó, epífita na base de tronco vivo, próximo ao igarapé no interior da mata","HBRA0008343",NA,"Pará","-47.36819444","-1.20122222",NA,NA,"Nova Timboteua",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-47.36819444","-1.20122222",NA,NA,NA,NA
"68","2019-10-25 11:38:45-03","IECOS","HBRA","3285","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","5988","2005","05","17","América do Sul","Brasil","Parque Ecológico de Gunma","exsicata","Floresta de terra firme, epífita na base de tronco vivo.&nf;Apoio: CNPq / SECTAM-PA / MPEG.","HBRA0005918",NA,"Pará","-48.28772222","-1.20430556",NA,NA,"Santa Bárbara do Pará",NA,"M. R. Pietrobom",NA,NA,"2011","02","21","-48.28772222","-1.20430556",NA,NA,NA,NA
"69","2019-10-25 11:38:45-03","IECOS","HBRA","12349","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6303","2007","01","12","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha A","exsicata","Floresta de terra firme, Epífita na base do tronco de tronco vivo na margem da trilha.","HBRA0009394",NA,"Pará","-51.61527778","-1.96022222",NA,NA,"Portel",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-51.61527778","-1.96022222",NA,NA,NA,NA
"70","2019-10-25 11:38:45-03","IECOS","HBRA","12358","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6605","2007","01","14","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha C, parcela 15","exsicata","Floresta de terra firme, Epífita na base de tronco vivo.","HBRA0008539",NA,"Pará","-51.65486111","-1.97827778",NA,NA,"Portel",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-51.65486111","-1.97827778",NA,NA,NA,NA
"71","2019-10-25 11:38:45-03","IECOS","HBRA","12366","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6761","2007","01","19","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha F, parcela 27","exsicata","Floresta de terra firme, Epífita na base de tronco vivo.","HBRA0008405",NA,"Pará","-51.62880556","-2.00544444",NA,NA,"Portel",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-51.62880556","-2.00544444",NA,NA,NA,NA
"72","2019-10-25 11:38:45-03","IECOS","HBRA","12371","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","9229a","2012","11","01","América do Sul","Brasil","Vila Sagrado Coração de Jesus (Catita).","exsicata","ca. 29m de altitude.&nf;Floresta de igapó, epífita na base de tronco vivo, no interior da mata","HBRA0009065",NA,"Pará","-47.74933333","-1.83380556",NA,NA,"São Domingos do Capim",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-47.74933333","-1.83380556",NA,NA,NA,NA
"73","2019-10-25 11:38:45-03","IECOS","HBRA","12359","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6618","2007","01","15","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha D, parcela 18","exsicata","Floresta de terra firme, Epífita na base de tronco vivo.","HBRA0009459",NA,"Pará","-51.63777778","-1.98733333",NA,NA,"Portel",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-51.63777778","-1.98733333",NA,NA,NA,NA
"74","2019-10-25 11:38:45-03","IECOS","HBRA","12367","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6809","2007","01","17","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha F, parcela 30","exsicata","Floresta de terra firme, Epífita na base de tronco vivo.","HBRA0008384",NA,"Pará","-51.65577778","-2.00544444",NA,NA,"Portel",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-51.65577778","-2.00544444",NA,NA,NA,NA
"75","2019-10-25 11:38:45-03","IECOS","HBRA","6499","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","R. S. Vilhena","35","2010","09","29","América do Sul","Brasil","Sitio da Dona Silvia","exsicata","Mata de igapó, epífita na base de tronco em decomposição, na borda da mata, em área encharcada.&nf;Apoio: UFPA - Campus de Bragança / PIPIC - CNPq.","HBRA0008621",NA,"Pará","-47.56555556","-1.3725","30","30","Santa Maria do Pará",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-47.56555556","-1.37250000",NA,NA,NA,NA
"76","2019-10-25 11:38:45-03","IECOS","HBRA","12370","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","9117","2012","10","05","América do Sul","Brasil","ramal do Abaeté, igarapé Abaeté","exsicata","Floresta de terra firme, epífita na base de tronco vivo, junto do igarapé no interior da mata","HBRA0008327",NA,"Pará","-47.32411111","-1.13972222",NA,NA,"Peixe-Boi",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-47.32411111","-1.13972222",NA,NA,NA,NA
"77","2019-10-25 11:38:45-03","IECOS","HBRA","12355","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6489","2007","01","13","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBIO, linha B, parcela 7","exsicata","Floresta de terra firme, Epífita na base de tronco vivo.","HBRA0008396",NA,"Pará","-51.64586111","-1.9925",NA,NA,"Portel",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-51.64586111","-1.99250000",NA,NA,NA,NA
"78","2019-10-25 11:38:45-03","IECOS","HBRA","12329","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. I. B. Soares","141","2014","10","11","América do Sul","Brasil","Comunidade Puraquequara, sítio do João Moura","exsicata","ca. 53m de altitude.&nf;Epífita no interior da floresta não inundável (mata aberta) e floresta inundável (igapó).","HBRA0009196",NA,"Pará","-47.43308333","-1.68461111",NA,NA,"Irituia",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-47.43308333","-1.68461111",NA,NA,NA,NA
"79","2019-10-25 11:38:45-03","IECOS","HBRA","12335","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. G. C. Souza","1333","2012","04","11","América do Sul","Brasil","Comunidade Tauaú, ramal Santo Luzia, posse Santo Antônio","exsicata","Floresta de terra firme, epífita na base de tronco vivo no interior da mata.","HBRA0008542",NA,"Pará","-50.4735","-1.61979722",NA,NA,"Breves",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-50.47350000","-1.61979722",NA,NA,NA,NA
"80","2019-10-25 11:38:45-03","IECOS","HBRA","12351","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6334","2007","01","13","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha C","exsicata","Floresta de terra firme, Epífita na base de tronco vivo, na margem da trilha.","HBRA0009438",NA,"Pará","-51.61530556","-1.97830556",NA,NA,"Portel",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-51.61530556","-1.97830556",NA,NA,NA,NA
"81","2019-10-25 11:38:45-03","IECOS","HBRA","12356","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6550","2007","01","13","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha C, parcela 12","exsicata","Floresta de terra firme, Epífita na base de tronco vivo.","HBRA0008535",NA,"Pará","-51.62877778","-1.97830556",NA,NA,"Portel",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-51.62877778","-1.97830556",NA,NA,NA,NA
"82","2019-10-25 11:38:45-03","IECOS","HBRA","12326","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. J. R. Cunha","4","2015","02","11","América do Sul","Brasil","Serra do Piriá","exsicata","ca. 148m de altitude.&nf;Interior da mata, floresta não inundável, rupícola.","HBRA0008410",NA,"Pará","-46.29294444","-1.20916667",NA,NA,"Viseu",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-46.29294444","-1.20916667",NA,NA,NA,NA
"83","2019-10-25 11:38:45-03","IECOS","HBRA","5809","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","D. P. O. Lima","210","2011","06","22","América do Sul","Brasil","Vila Fátima, Fazenda particular","exsicata","Epífita em tronco vivo no interior da mata.","HBRA0005953",NA,"Pará","-47.00780556","-1.18794444",NA,NA,"Tracuateua",NA,"D. P. O. Lima & M. R. Pietrobom",NA,NA,"2012","01","27","-47.00780556","-1.18794444",NA,NA,NA,NA
"84","2019-10-25 11:38:45-03","IECOS","HBRA","6328","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","8430","2010","12","01","América do Sul","Brasil","balneário toca do Índio, próximo da BR 308, km4, Capanema-Bragança","exsicata","Epífita na base de tronco vivo no interior da mata de igapó.","HBRA0008282",NA,"Pará","-47.10833333","-1.21136111",NA,NA,"Capanema",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-47.10833333","-1.21136111",NA,NA,NA,NA
"85","2019-10-25 11:38:45-03","IECOS","HBRA","12360","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6663","2007","01","15","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha D, parcela 19","exsicata","Floresta de terra firme, Epífita na base de tronco vivo.","HBRA0008465",NA,"Pará","-51.64677778","-1.98733333",NA,NA,"Portel",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-51.64677778","-1.98733333",NA,NA,NA,NA
"86","2019-10-31 18:01:30-03","IECOS","HBRA","5963","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6961","2007","03","06","América do Sul","Brasil","Província Petrolífera de Urucu, arredores do Pólo Arara, igarapé da Onça","exsicata","Floresta de terra firme, epífita na base de tronco vivo, margem do igarapé.&nf;Apoio: PETROBRAS / CNPq / FINEP / MCT-MPEG.","HBRA0006158,HBRA0008351","HBRA0006158","Amazonas","-65.29708333","-4.87311111",NA,NA,"Coari",NA,"M. R. Pietrobom",NA,NA,"2019","04","25","-65.29708333","-4.87311111",NA,NA,NA,NA
"87","2019-10-25 11:38:45-03","IECOS","HBRA","12340","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","J. J. Reis","21a","2015","07","06","América do Sul","Brasil","ramal para a Comunidade Pacatuba","exsicata","ca. 36m de altitude.&nf;Epífita na base de tronco vivo no interior da floresta alagável (Igapó).","HBRA0008418",NA,"Pará","-48.26413889","-0.92725",NA,NA,"Colares",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-48.26413889","-0.92725000",NA,NA,NA,NA
"88","2019-10-25 11:38:45-03","IECOS","HBRA","12350","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","6320","2007","01","13","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBio, linha B","exsicata","Floresta de terra firme, Epífita na base do tronco de tronco vivo, na margem da trilha.","HBRA0008560",NA,"Pará","-51.61527778","-1.96916667",NA,NA,"Portel",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-51.61527778","-1.96916667",NA,NA,NA,NA
"89","2019-10-25 11:38:45-03","IECOS","HBRA","12374","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. R. Pietrobom","10151","2015","03","15","América do Sul","Brasil","Fazenda Cunha","exsicata","ca. 36m de altitude.&nf;Epífita na base de tronco vivo na margem do igarapé, interior da floresta não inundável.","HBRA0008331",NA,"Pará","-47.65380556","-1.34413889",NA,NA,"São Francisco do Pará",NA,"M.R. Pietrobom",NA,NA,"2019","05","13","-47.65380556","-1.34413889",NA,NA,NA,NA
"90","2019-10-25 11:38:45-03","IECOS","HBRA","12330","S","Plantae",NA,NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J. W. Sturm) Ebihara & Dubuisson","M. I. B. Soares","183","2014","10","12","América do Sul","Brasil","Sítio do prof. Zezinho","exsicata","ca. 31m de altitude.&nf;Epífita no interior da floresta não inundável (mata aberta) e floresta inundável (igapó).","HBRA0009250",NA,"Pará","-47.38802778","-1.81086111",NA,NA,"Irituia",NA,"M.R. Pietrobom",NA,NA,"2019","04","25","-47.38802778","-1.81086111",NA,NA,NA,NA
