"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"175","2020-12-20 21:18:24-03","UFV","VIC","19710","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.",NA,NA,NA,NA,"Valente, G.E.; et al.","2003","04","26","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC019710","VIC019710","s.n.",NA,NA,NA,"Planta com ca. de 40 cm, crescendo em solo pedregoso a pleno sol. Flor roxa.",NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA
"176","2020-06-30 18:32:27-03","UFJF","CESJ","34135","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","A.S.M. Valente; F.S. Araújo","2004","01",NA,"R.C. Forzza","2001","02","09","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ034135",NA,"1808","América do Sul",NA,NA,"Subarbusto em campo areno pedregoso, próximo a mata ciliar. Corola rosa e estames amarelos.","Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA
"177","2020-06-30 18:32:27-03","UFJF","CESJ","36545","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","B. Chiavegatto","2003","11",NA,"L.G.Rodela","1998","08",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ036545",NA,"s.n","América do Sul",NA,NA,"Campo rupestre.","Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA
"178","2019-11-21 14:39:43-03","UFJF","CESJ","22212","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","S.A.C. Chiea","1989","06","02","R.F. Novelino; et al.","1988","05","01","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó",NA,NA,NA,NA,NA,NA,"CESJ022212","CESJ022212","17","América do Sul",NA,NA,"Subarbusto com cerca de 40cm. Flores róseas-pink, anteras amarelas.","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-21 14:39:43-03","UFJF","CESJ","23091","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","S.A.C. Chiea","1989","10",NA,"L. Krieger; et al.","1988","11","20","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, 2000 m.s.m.",NA,NA,NA,NA,NA,NA,"CESJ023091",NA,"CESJ23091","América do Sul",NA,NA,"Nos campo altos, flores roxas.","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-21 14:39:43-03","UFJF","CESJ","24041","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","S.A.C. Chiea","1989","10",NA,"O.S.T. Moreira; R.C. Oliveira","1989","04","30","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Caminho para Terreirão.",NA,NA,NA,NA,NA,NA,"CESJ024041","CESJ024041","966","América do Sul",NA,NA,"Arbustinho, corola rosa-choque, anteras amarelo-ouro.","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-21 14:39:43-03","UFJF","CESJ","60857","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","L.L. Justino","2013","04",NA,"L. Menini Neto; S.G. Furtado; D.R. Gonzaga","2012","10","12","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Campo de altitude, 1700m.s.m. 22°08'25.28, 44°44'20.14S.","-44.738889","-22.140278","-44.738889","-22.140278","1700","1700","CESJ060857",NA,"1082","América do Sul",NA,NA,"Arbusto, ca. 0,3m alt., no campo de altitude entre gramíneas. Flores róseas.","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-21 14:39:43-03","UFJF","CESJ","66552","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","L.D. Santana","2015","05","25","J.G.F. Mendonça; E. Landroz; F.A. Carvalho; J.H.C. Ribeiro; L.D. Santana","2015","05","25","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Subida para o Chapadão","-44.724167","-22.139167","-44.724167","-22.139167","1800","1800","CESJ066552",NA,"19","América do Sul",NA,NA,"Subarbusto, 30cm. Campo de Altitude. Frutos vináceos enegrecidos.","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-21 14:39:43-03","UFJF","CESJ","25195","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","S.M.S. Verardo","1993",NA,NA,"R.C. Oliveira","1990","07","08","Brasil","Minas Gerais","LIma Duarte","Conceição do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ025195",NA,"s.n","América do Sul",NA,NA,"Sob candeia, formando touceiras de mais ou menos 80 cm. Flor lilás.","Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA
"184","2019-11-21 14:39:43-03","UFJF","CESJ","51483","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","K.F.Rodrigues","2004","10","07","A.O. Araújo; G.O.Romão; S. Vieira","2003","01","12","Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco, Em direção à antena. 1401 m de altitude. 20º29'30,2S; 43º42'06,7W","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"CESJ051483",NA,"343","América do Sul",NA,NA,"Subarbusto 20 cm; frutos secos castanhos.","Angiosperma",NA,NA,NA,"13809","auto",NA,NA,NA,NA
"185","2019-11-21 14:39:43-03","UFJF","CESJ","44643","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.",NA,NA,NA,NA,"E. Tameirão-Neto","2003","07","03","Brasil","Minas Gerais","Senador Modestino Gonçalves","Cia Suzano de Celulose, S,Lon.: W, Alt.:m.","-43.2249984741211","-17.9466991424561",NA,NA,NA,NA,"CESJ044643",NA,"3582","América do Sul",NA,NA,"Campo hidromórfico, herbáceo.","Angiosperma",NA,NA,NA,"42669","auto",NA,NA,NA,NA
"186","2020-06-30 18:32:27-03","UFJF","CESJ","25741","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.",NA,NA,NA,NA,"M. Eiterer; G.S. Freitas","1992","02","22","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ025741",NA,"18","América do Sul",NA,NA,"Na trilha para a Ponte de Pedra, corola rosa, frequente na trilha, herbácea.","Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA
"187","2020-06-30 18:32:27-03","UFJF","CESJ","36877","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.",NA,NA,NA,NA,"B. Chiavegatto; S.V.Santos Jr.","2002","02","22","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ036877",NA,"28","América do Sul",NA,NA,"Erva próxima a Gruta do Coelhos, no campo rupestre. Flores róseas, anteras amarelas.","Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA
"188","2019-11-21 14:39:43-03","UFJF","CESJ","56797","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","L.L. Justino","2013","04",NA,"L. Menini Neto; F.R.G. Salimena; P.H. Nobre","2010","09","24","Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio, Trilha para o Retiro dos Pedros. UTM (23K), 0532115, 7561746. 2096 m.s.m.","-44.603099822998","-21.9755992889404",NA,NA,NA,NA,"CESJ056797",NA,"895","América do Sul",NA,NA,"Arbusto, ca. 50 cm alt., frequente no campo. Flores róseo-escuras.","Angiosperma",NA,NA,NA,"27460","auto",NA,NA,NA,NA
"189","2019-11-21 14:39:43-03","UFJF","CESJ","56578","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","L.L. Justino","2013","04",NA,"L. Menini Neto; F.R.G. Salimena; V.A.O. Dittrich; F.S. Souza; L.C.Pereira; R.Macedo; P.H. Nobre","2010","07","25","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, 22º 08.357S, 44º 43.703W. 1645 m.s.m.","-44.736194","-22.14325","-44.736194","-22.14325","1645","1645","CESJ056578",NA,"795","América do Sul",NA,NA,"Subarbusto, frequente no campo de altitude entre 1600 e 2100 m alt. Flores róseas.","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-11-21 14:39:43-03","UFJF","CESJ","51336","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","B. Chiavegatto","2010","06",NA,"M.A. Clemente","2008","02","29","Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ051336",NA,"16","América do Sul",NA,NA,"Arbusto com pétalas rosas, gineceu e androceu amarelo e estigma roxo.","Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA
"191","2019-11-21 14:39:43-03","UFJF","CESJ","8650","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","S.A.C. Chiea","1987","03","05","L. Krieger","1970","05","14","Brasil","Minas Gerais","Lima Duarte","Serra de Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ008650",NA,"CESJ8650","América do Sul",NA,NA,"No campo, muito frequente, flores lilacíneas.","Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA
"192","2019-11-21 14:39:43-03","UFJF","CESJ","63386","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","L.L. Justino","2013","08",NA,"L. Menini Neto; S.G. Furtado","2013","02","12","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Campo de altitude, a ca. 1700 m. alt.","-44.8899993896484","-21.9589004516602",NA,NA,"1700","1700","CESJ063386",NA,"1138","América do Sul",NA,NA,"Arbusto, ca. 50 cm alt., frequente no campo de altitude. Flores róseas ou alvas.","Angiosperma",NA,NA,NA,"29865","auto",NA,NA,NA,NA
"193","2019-11-21 14:39:43-03","UFJF","CESJ","60050","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","L.L. Justino","2013","04",NA,"D.S. Santiago; C.R. Fonseca","2012","05","18","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, No campo próximo a Mata de Araucária.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"CESJ060050",NA,"8","América do Sul",NA,NA,"Arbusto, ca 20 cm, pétalas roxas, estames amarelos.","Angiosperma",NA,NA,NA,"29865","auto",NA,NA,NA,NA
"194","2019-11-21 14:39:43-03","UFJF","CESJ","32346","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","B. Chiavegatto","2010","06",NA,"J.R. Stehmann; J.Semir","1995","02","21","Brasil","Paraná","Tibagi","Quartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"CESJ032346",NA,"2248","América do Sul",NA,NA,"Arbusto.","Angiosperma",NA,NA,NA,"56988","auto",NA,NA,NA,NA
"195","2019-11-21 14:39:43-03","UFJF","CESJ","1540","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","uncata","Microlicia uncata","Cogn.","S.A.C. Chiea","1998",NA,NA,"L. Roth","1955","03","13","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"CESJ001540",NA,"CESJ1540","América do Sul",NA,NA,"Do campo-cerrado, flores lilás-rosas.","Angiosperma",NA,NA,NA,"17082","auto",NA,NA,NA,NA
"196","2019-11-21 14:39:43-03","UFJF","CESJ","1528","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","uncata","Microlicia uncata","Cogn.","S.A.C. Chiea","1998",NA,NA,"L. Roth","1955","07","28","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"CESJ001528",NA,"CESJ1528","América do Sul",NA,NA,"Subarbusto do cerrado, sobre pedra canga, flores vermelho escarlate.","Angiosperma",NA,NA,NA,"17082","auto",NA,NA,NA,NA
"197","2019-11-21 14:39:43-03","UFJF","CESJ","24609","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","uncata","Microlicia uncata","Cogn.","S.A.C. Chiea","1998",NA,NA,"S.H. Borges","1989","01","14","Brasil","Minas Gerais","São Tomé das Letras",NA,"-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,"CESJ024609",NA,"s.n","América do Sul",NA,NA,"Arbusto de 50cm, bastante frequente, corola cor de rosa.","Angiosperma",NA,NA,NA,"16076","auto",NA,NA,NA,NA
"198","2019-11-21 14:39:43-03","UFJF","CESJ","1261","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","uncata","Microlicia uncata","Cogn.","S.A.C. Chiea","1998",NA,NA,"L. Roth","1949","02","10","Brasil","Minas Gerais","Antônio Carlos","Fazenda Borda do Campo","-43.7467002868652","-21.3180999755859",NA,NA,NA,NA,"CESJ001261",NA,"s.n.","América do Sul",NA,NA,"Erva ereta do campo,flores roxas (lilás).","Angiosperma",NA,NA,NA,"30131","auto",NA,NA,NA,NA
"199","2019-11-21 14:39:43-03","UFJF","CESJ","11483","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","uncata","Microlicia uncata","Cogn.","S.A.C. Chiea","1998",NA,NA,"L. Krieger","1972","02","07","Brasil","Minas Gerais","Antônio Carlos","Serra da Mantiqueira","-43.7467002868652","-21.3180999755859",NA,NA,NA,NA,"CESJ011483",NA,"CESJ11483","América do Sul",NA,NA,"Subarbusto, folhas pequenas apressadas. Caule longo fino (1m). Flores roxo-claro.","Angiosperma",NA,NA,NA,"30131","auto",NA,NA,NA,NA
"200","2019-11-21 14:39:43-03","UFJF","CESJ","15282","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","uncata","Microlicia uncata","Cogn.","S.A.C. Chiea","1998",NA,NA,"L. Roth","1957","02","20","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral, BR 3, Km 15.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"CESJ015282",NA,"s.n.","América do Sul",NA,NA,"Arbusto do cerrado, sobre hematita, flores roxas, 1m, a 1440m/h.","Angiosperma",NA,NA,NA,"17082","auto",NA,NA,NA,NA
"201","2019-11-21 14:39:43-03","UFJF","CESJ","21356","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","uncata","Microlicia uncata","Cogn.","S.A.C. Chiea","1998",NA,NA,"L. Krieger","1987","03","03","Brasil","Minas Gerais","Bom Jardim de Minas",NA,"-44.1911010742188","-21.9472007751465",NA,NA,NA,NA,"CESJ021356",NA,"CESJ21356","América do Sul",NA,NA,"Subarbusto, muito frequente em moitas densas, na encosta da montanha.","Angiosperma",NA,NA,NA,"20996","auto",NA,NA,NA,NA
"202","2019-11-21 14:39:43-03","UFJF","CESJ","28900","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","uncata","Microlicia uncata","Cogn.","P.L. Viana",NA,NA,NA,"L.G.Rodela","1996","02","06","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CESJ028900",NA,"s.n","América do Sul",NA,NA,"Campo rupestre, ap. 1500m alt., vertente sudoeste do Morro da Lombada. Flor rosa, pétalas em número de 5.","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-11-21 14:39:43-03","UFJF","CESJ","21501","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","uncata","Microlicia uncata","Cogn.","S.A.C. Chiea","1998",NA,NA,"F.R.G. Salimena; et al.","1987","07","11","Brasil","Minas Gerais","Olaria","São Domingos de Bocaina","-43.937198638916","-21.8607997894287",NA,NA,NA,NA,"CESJ021501",NA,"s.n","América do Sul",NA,NA,"Erva ca. 20cm de altura formando touceiras no campo entre as gramíneas, a 1100 alt. flores pink.","Angiosperma",NA,NA,NA,"15222","auto",NA,NA,NA,NA
"204","2019-12-02 11:49:50-03","UNICAMP","UEC","126154","S","Plantae","Melastomataceae","Microlicia","doryphylla","Microlicia doryphylla puberula","Cogn.",NA,NA,NA,NA,"Magalhães, GM","1942","01","18","Brazil","Minas Gerais","Ouro Preto","Serra de Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"UEC183145","UEC183145","1409",NA,NA,NA,"flor, Arbusto de 0,5 m. Flor rósea. Muito freqüente. Campo.","Magnoliopsida",NA,"puberula",NA,"44599","auto",NA,NA,NA,NA
"205","2019-12-02 11:49:50-03","UNICAMP","UEC","126154","S","Plantae","Melastomataceae","Microlicia","doryphylla","Microlicia doryphylla puberula","Cogn.",NA,NA,NA,NA,"Magalhães, GM","1942","01","18","Brazil","Minas Gerais","Ouro Preto","Serra de Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"UEC183145","UEC183145","1409",NA,NA,NA,"flor, Arbusto de 0,5 m. Flor rósea. Muito freqüente. Campo.","Magnoliopsida",NA,"puberula",NA,"44599","auto",NA,NA,NA,NA
"206","2020-02-10 17:54:59-03","UNICAMP","UEC","10894","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.",NA,NA,NA,NA,"Gibbs, PE; Abbott, JR; Andrade, JB","1977","05","18","Brazil","Minas Gerais",NA,"Cerca de 15 km E. de Lavras.",NA,NA,NA,NA,NA,NA,NA,NA,"5294",NA,NA,NA,"flor e fruto, Flor magenta. Campo rupestre.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-01-29 12:47:07-03","UNICAMP","UEC","10885","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.","Versiane, AFA","2018","04",NA,"Hatschbach, G; Smith, LB; Ayensu, E","1972","01","21","Brazil","Minas Gerais","Gouveia","Rodovia BR-259","-48.9","-18.6","-48.9","-18.6",NA,NA,"UEC157982","UEC157982","29074",NA,NA,NA,"flor, Flor purpúrea, anteras a amarelas. Campo pedregoso.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-02-10 17:54:59-03","UNICAMP","UEC","117272","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.","Matsumoto, K",NA,NA,NA,"Matsumoto, K; Simões, AO; Lopes, CA","1997","11","13","Brazil","Minas Gerais","Carrancas","Poço da Ponte, Campo.","-44.660944","-21.4825","-44.660944","-21.4825",NA,NA,"UEC012756","UEC012756","557",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-03-01 16:34:56-03","UNICAMP","UEC","101777","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.",NA,NA,NA,NA,"Almeda, F; Romero, R; Robinson, O; Robinson, D","1998","05","24","Brazil","Minas Gerais","Carrancas","Estrada para a Pedreira do Guilherme, Próximo à pedreira.","-44.65","-21.5","-44.65","-21.5",NA,NA,NA,NA,"5244",NA,NA,NA,"Campo rupestre. Subarbusto em touceira, ca. 0,4m. Corola púrpura; anteras maiores vinho, conectivo vinho com apêndice anterior amarelo; anteras menores, conectivo e apêndice anterior amarelos, filetes e estilete róseos.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-02-10 17:54:59-03","UNICAMP","UEC","103612","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.","Chiavegatto, B","2008","11",NA,"?",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-03-01 16:34:56-03","UNICAMP","UEC","104998","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.","Pacifico, R","2016","12",NA,"Daniel, TF; Hensold, N","1982","02","14","Brazil","Minas Gerais",NA,"Rock slopes in the vicinity of Alto dos Palacios alog road from Chapeu do Sol to Conceição do Mato Dentro in the Serra do Cipó.",NA,NA,NA,NA,"1200","1400","UEC011364","UEC011364","2291",NA,NA,NA,"Subshruc, corolla rose-purple.; Campo rupestre with Vochysia, Paepalanthus, Xyris, and Melastomataceae.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-02-10 17:54:59-03","UNICAMP","UEC","10897","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.","Versiane, AFA","2018","04",NA,"Shepherd, GJ; Kirszenzaft, SL","1978","12","31","Brazil","Minas Gerais",NA,"Parque Nacional de Caparaó - Pico da Ban",NA,NA,NA,NA,"2000","2300","UEC157989","UEC157989","9241",NA,NA,NA,"flor, Subarbusto de 30 cm. Flores rosa escuro. Em campo rupestre. Esta planta assemelha-se muito a M. isophylla, entretanto os frutos são maiores e há flores com 6 pétalas, 12 estames (6 menores com anteras discolores e 6 maiores com","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-03-01 16:34:56-03","UNICAMP","UEC","117269","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.","Matsumoto, K",NA,NA,NA,"Matsumoto, K; Martins, AB; Faria, AD; Lopes, CA; Jannini, AW","1997","10","10","Brazil","Minas Gerais","Carrancas","Cachoeira Vargem Grande","-44.705083","-21.477611","-44.705083","-21.477611","980","980","UEC012768","UEC012768","480",NA,NA,NA,"Arbusto ca. 40cm, flores purpúreas, conectivo dos estames maiores púrpura e menores amarelos.; Afloramento rochoso próximo ao curso d'água.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-03-01 16:34:56-03","UNICAMP","UEC","117270","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.","Matsumoto, K",NA,NA,NA,"Matsumoto, K; Martins, AB; Faria, AD; Lopes, CA; Jannini, AW","1997","10","10","Brazil","Minas Gerais","Carrancas","Poço da Ponte","-44.660944","-21.4825","-44.660944","-21.4825","1000","1000","UEC012793","UEC012793","485",NA,NA,NA,"Arbusto ca. 40cm, flores com pétalas purpúreas, estames maiores púrpura e menores amarelos.; Campo graminoso.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-03-01 16:34:56-03","UNICAMP","UEC","117273","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.","Matsumoto, K",NA,NA,NA,"Matsumoto, K; Martins, AB; Faria, AD; Lopes, CA; Jannini, AW","1997","10","09","Brazil","Minas Gerais","Carrancas","Serra do Moleque","-44.659694","-21.588194","-44.659694","-21.588194","1300","1300","UEC012766","UEC012766","459",NA,NA,NA,"Arbusto ca. 40cm, pétalas róseas, estames amarelos.; Campo rupestre.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-02-10 17:54:59-03","UNICAMP","UEC","117567","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.","Rodrigues, KF","2004","10",NA,"Pereira, FMB","2000","04","30","Brazil","Minas Gerais","Itamonte","Fazenda Dois Irmãos Monte Belo, Distrito de Dois Irmãos. Comarca de Itanhandú.","-42.691667","-22.250278","-42.691667","-22.250278","1400","1400",NA,NA,"334",NA,NA,NA,"fruto, Herbácea, flor branca. Comum no local. Capoeira-pasto, sobre solo argiloso, luminosidade intensa. Coletas organizadas pela Extracta Moléculas Naturais Ltda. Projeto de Bioprospecção.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-01 16:34:56-03","UNICAMP","UEC","117275","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.","Matsumoto, K",NA,NA,NA,"Matsumoto, K; Simões, AO; Jannini, AW","1997","09","13","Brazil","Minas Gerais","Carrancas","Poço da Ponte","-44.660944","-21.4825","-44.660944","-21.4825",NA,NA,"UEC012787","UEC012787","431",NA,NA,NA,"Arbusto ca 40 cm.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-03-01 16:34:56-03","UNICAMP","UEC","117283","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.","Matsumoto, K",NA,NA,NA,"Matsumoto, K; Simões, AO; Lopes, CA","1997","11","10","Brazil","Minas Gerais","Carrancas","Poço da Ponte","-44.660944","-21.4825","-44.660944","-21.4825",NA,NA,"UEC012786","UEC012786","504",NA,NA,NA,"Pétalas róseas.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-03-01 16:34:56-03","UNICAMP","UEC","117287","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.","Matsumoto, K",NA,NA,NA,"Matsumoto, K; Martins, AB; Faria, AD; Lopes, CA","1997","10","09","Brazil","Minas Gerais","Carrancas","Pedreira do Guilherme","-44.608472","-21.508472","-44.608472","-21.508472",NA,NA,"UEC012765","UEC012765","465",NA,NA,NA,"Arbusto ca. 40cm, pétalas pink/purpúrea, conectivo pínk, estames amarelos.; Campo rupestre.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-03-01 16:34:56-03","UNICAMP","UEC","117289","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.","Matsumoto, K",NA,NA,NA,"Matsumoto, K; Martins, AB; Faria, AD; Lopes, CA","1997","10","09","Brazil","Minas Gerais","Carrancas","Pedreira do Guilherme","-44.608472","-21.508472","-44.608472","-21.508472","1200","1200","UEC012763","UEC012763","467",NA,NA,NA,"Arbusto ca. 50cm, pétalas róseas, estames menores amarelos, maoires bordô (pétalas maiores).; Campo rupestre.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-03-01 16:34:56-03","UNICAMP","UEC","120554","S","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","A.DC.","Pacifico, R","2016","12",NA,"Semir, J; Mansanares, ME; Belinello, R","2001","06","19","Brazil","Minas Gerais",NA,"Estrada Curvelo - Diamantina (BR259), beira da estrada.",NA,NA,NA,NA,NA,NA,"UEC011370","UEC011370","0143",NA,NA,NA,"Flores magenta, estames amarelos.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
