"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber"
"46","2021-04-07 11:47:56-03","UFMS","CGMS","33515","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","A.R.Q. Paredes; S.S. Lima; M. Torres; W. Vargas; E. Semidei","11","2011","07",NA,"Brasil","Fazenda Rio Bonito, Rio Bonito.",NA,"Inflorescência do tipo racemo. Nervuras curvinérvias, folhas cordiformes, bráctea que proege a gema. Habitat: Mata ciliar do Rio Bonito. Habito: Erva submersa fixa.","CGMS1062909",NA,"V.J. Pott","02","Mato Grosso do Sul","Bonito","-56.5166667","-20.8980555",NA,NA,NA,NA,"2011","07","02","-56,5166667","-20,8980555",NA,NA,NA
"47","2021-04-07 11:47:56-03","UFMS","CGMS","69529","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","V.J. Pott; E. Scremin-Dias; A. Pott","8063","2005","08",NA,"Brasil","Fazenda Canaã.",NA,"Flor ausente. Fruto ausente. Habitat: Açude. Solo calcário. Relevo ondulado. Frequente. Habito: Erva aquática emergente.","CGMS1102487",NA,"V.J. Pott","31","Mato Grosso do Sul","Bodoquena","-56.75","-20.6666667","150","150",NA,NA,NA,NA,NA,"-56,75","-20,6666667",NA,NA,NA
"48","2021-04-07 11:47:56-03","UFMS","CGMS","6105","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","E. Scremin-Dias; et al.","169","1995","04",NA,"Brasil","Rio Sucuri.",NA,"Flor lilás. Planta submersa, florescendo na superfície. Forma grandes populações de 1,00m de altura. Habitat: Aquático. Habito: Erva.","CGMS1015908",NA,"V.J. Pott","24","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-04-07 11:47:56-03","UFMS","CGMS","10923","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","E. Scremin-Dias",NA,"1998","12",NA,"Brasil","Rio Sucuri.",NA,NA,"CGMS1040231",NA,"V.J. Pott","03","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,"71352","auto","1998","12","03",NA,NA,NA,NA,NA
"50","2021-04-07 11:47:56-03","UFMS","CGMS","11579","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","E. Scremin-Dias; et al.",NA,"2003","01",NA,"Brasil","Rio Sucuri.",NA,NA,"CGMS1040902",NA,"V.J. Pott","28","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,"71352","auto","2008","06","24",NA,NA,NA,NA,NA
"51","2019-08-20 10:23:29-03","UNICAMP","UEC","110949","S","Plantae","Magnoliopsida",NA,"Pontederiaceae","Heteranthera","zosteraefolia","Heteranthera zosteraefolia","Mart.","Faria, AD; Belinello, R","362","2000","02",NA,"Brazil","Lago ao lado da Rod. Presidente Dutra, Próximo ao 1º trevo de entrada da cidade.",NA,NA,"UEC064021","UEC064021","Faria, AD",NA,"São Paulo","São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,"39297","auto","2000","02",NA,NA,NA,NA,NA,NA
"52","2019-11-06 09:57:15-03","UFOP","OUPR","13811","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","s.col.","s.n.",NA,NA,NA,"Brasil",NA,NA,"Planta flutuante nas aguas",NA,NA,"Damazio, L.B.",NA,"Minas Gerais","Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-05 15:23:43-03","PUCRS","MPUC","7910","S","Plantae",NA,"Commelinales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.",NA,NA,"1989","06","South America","Brasil","foz do Rio Ijuí Mirim",NA,"Coleta aleatória P14.",NA,NA,"N.I. Matzenbacher","11","RS","Pirapó","-55.1988889","-28.0447222",NA,NA,NA,NA,"1989","01","01","-55.1988889000","-28.0447222000","Magnoliopsida","1",NA
"54","2019-01-17 11:25:09-02","PUCRS","MPUC","7482","S","Plantae",NA,"Commelinales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","A.F. Bellan",NA,"1988","12","South America","Brasil","Bom Jesus",NA,NA,NA,NA,"Gastal Jr.","20","SC","Campos Novos","-51.2247222","-27.4016667",NA,NA,NA,NA,"2010","01","01","-51.2247222000","-27.4016667000","Magnoliopsida","1",NA
"55","2019-11-08 08:55:33-03","FURB","FURB","19956","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Funez, L.A.","1361","2013","01",NA,"Brasil","Estrada do Morro da Igreja (Base).",NA,NA,"FURB03980","FURB03980","Funez, L.A.","15","Santa Catarina","Urubici","-49.5025","-28.0627778","1379","1379",NA,NA,"2013","01","29","-49.5025000","-28.0627778",NA,NA,NA
"56","2020-10-14 10:05:35-03","FURB","FURB","63237","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Funez, L.A.","8816","2019","03",NA,"Brasil","Cascata S. Manella.",NA,"Flores azuis Habitat: Nas rochas do rio, em local úmido Habito: Erva","FURB63237","FURB63237","Funez, L.A.","05","Santa Catarina","Xanxerê","-52.4661111","-26.7602778","600","600",NA,NA,"2019","03","05","-52.4661111","-26.7602778",NA,NA,NA
"57","2021-03-16 17:51:41-03","UCS","HUCS","23654","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Silva, J.M.","2142","1997","10",NA,"Brasil","Cânion do Rio Guarani",NA,"flor azul; aquática das águas paradas",NA,NA,"Ribas, O.S.","16","Paraná","Três Barras do Paraná","-53.1808013916016","-25.4188995361328",NA,NA,"20611","auto","2004",NA,NA,NA,NA,NA,NA,NA
"58","2021-03-16 17:51:41-03","UCS","HUCS","11604","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Butzke, A.","987","1995","12",NA,"Brasil","IBDF",NA,"Herbara - 7987; junto ao açude",NA,NA,"Smith, S.F.","27","Rio Grande do Sul","Erechim","-52.2738990783691","-27.6341991424561","780","780","46790","auto","1996","08",NA,NA,NA,NA,NA,NA
"59","2019-08-16 08:40:46-03","UTFPR","HCF","19453","S","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","M.G. Caxambu","7332","2016","03",NA,"Brasil","Estação Ecológica Municipal Juquiri",NA,"erva hidrófila, heliófita, submersa. Flores roxas.",NA,NA,"M.G. Caxambu","31","PR","Mato Rico","-52.126528","-24.759889","816","816",NA,NA,"2016","04","13","52°07'35,5 W","24°45'35,6 S",NA,NA,NA
"60","2019-08-16 08:40:46-03","UTFPR","HCF","6609","S","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","A.R. Silva","637","2008","01",NA,"Brasil","Parque Estadual Lago Azul (PELA)",NA,"erva heliófita, hidrófila. Flores roxas.",NA,NA,"J. Cordeiro & E. Barboza","25","PR","Campo Mourão","-52.331611","-24.070167","562","562",NA,NA,"2008",NA,NA,"52°19'53,8 W","24°04'12,6 S",NA,NA,NA
"61","2020-12-21 16:41:54-03","MBM","MBM","260687","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Ribas, O.S.; Silva, J.M.; Silva, J.M.","3202B",NA,NA,"Southern America","Brazil","Cabeceiras do Ribeirão do Tigre",NA,NA,"MBM260687","MBM260687","Hatschbach, G.",NA,"Paraná","Doutor Ulysses","-49.4197006225586","-24.5680999755859",NA,NA,"32237","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:41:54-03","MBM","MBM","342466","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Silva, A.R.","637","2008","01","Southern America","Brazil","Parque estadual do lago Azul (PELA)",NA,"Erva heliófila . Flores roxas.","MBM342466","MBM342466","Cordeiro, J.; Barboza, E.","24","Paraná","Campo Mourão","-52.3830986022949","-24.0456008911133","562","562","28572","auto","2008",NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:41:54-03","MBM","MBM","149141","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Cervi, A.C.; et al.; et al.","3401",NA,NA,"Southern America","Brazil","Poço Preto",NA,NA,"MBM149141","MBM149141","Cervi, A.C.; Pott, V.",NA,"Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:41:54-03","MBM","MBM","136771","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Lindeman, J.; Haas, H.; Haas, H.","4771",NA,NA,"Southern America","Brazil","Rio dos Touros",NA,NA,"MBM136771","MBM136771","Gomes, V.",NA,"Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:41:54-03","MBM","MBM","115794","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Sobral, M.; et al.; et al.","5024",NA,NA,"Southern America","Brazil","Faxinal",NA,NA,"MBM115794","MBM115794","Sobral, M.",NA,"Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:41:54-03","MBM","MBM","204942","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","65607",NA,NA,"Southern America","Brazil","Rio Barbado, Cassalvasco Velho",NA,NA,"MBM204942","MBM204942","Schinini, A.",NA,"Mato Grosso","Vila Bela da SS. Trindade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:41:54-03","MBM","MBM","161135","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Cervi, A.C.; et al.; et al.","3037",NA,NA,"Southern America","Brazil","Parque Nacional do Iguaçu, estrada para Poço Preto",NA,NA,"MBM161135","MBM161135","Hatschbach, G.",NA,"Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:41:54-03","MBM","MBM","136767","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Lindeman, J.; Haas, H.; Haas, H.","4945",NA,NA,"Southern America","Brazil","Barbaquá",NA,NA,"MBM136767","MBM136767","Gomes, V.",NA,"Paraná","Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:41:54-03","MBM","MBM","38618","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Hatschbach, G.","2867",NA,NA,"Southern America","Brazil","Pinhais",NA,NA,"MBM038618","MBM038618","Smith, L.B.",NA,"Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:41:54-03","MBM","MBM","19040","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Hatschbach, G.","26554",NA,NA,"Southern America","Brazil","Rio Iraí",NA,NA,"MBM019040","MBM019040","Hatschbach, G.",NA,"Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:41:54-03","MBM","MBM","4788","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Tessmann, G.; Frenzel, A.; Frenzel, A.","305",NA,NA,"Southern America","Brazil","Vale do Iguaçu",NA,"= 22920","MBM004788","MBM004788","Sanches, A da L",NA,"Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:41:54-03","MBM","MBM","38619","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Hatschbach, G.","8803",NA,NA,"Southern America","Brazil","Rincão",NA,NA,"MBM038619","MBM038619","Hatschbach, G.",NA,"Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:41:54-03","MBM","MBM","19044","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Hatschbach, G.","26621",NA,NA,"Southern America","Brazil","Saltinho",NA,NA,"MBM019044","MBM019044","Hatschbach, G.",NA,"Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:41:54-03","MBM","MBM","245554","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Silva, S.M.","1619",NA,NA,"Southern America","Brazil","Rio Cunhaporanga",NA,NA,"MBM245554","MBM245554","Ribas, O.S.",NA,"Paraná","Castro","-50.0119018554688","-24.7910995483398",NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:41:54-03","MBM","MBM","301720","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Ribas, O.S.; Straube, F.C.; Marques, P.H.C.; Straube, F.C.; Marques, P.H.C.","6082","2004","03","Southern America","Brazil","Parque Nacional do Iguaçu, Rio Floriano",NA,"Aquática, flor lilás.; Floresta Estacional Semidecidual. Dos lajeados nas corredeiras do rio.","MBM301720","MBM301720","Smith, S.F.","19","Paraná","Céu Azul","-53.8485984802246","-25.1466999053955",NA,NA,"51148","auto","2006",NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:41:54-03","MBM","MBM","122679","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Silva, J.M.","439",NA,NA,"Southern America","Brazil","Parque Iguaçu, Mini Pantanal",NA,NA,"MBM122679","MBM122679","Haynes, R.R.",NA,"Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:41:54-03","MBM","MBM","38586","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Hatschbach, G.; Pedersen, T.M.; Pedersen, T.M.","35817",NA,NA,"Southern America","Brazil","Rodovia do Xisto, Rio Barigui",NA,NA,"MBM038586","MBM038586","Hatschbach, G.",NA,"Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:41:54-03","MBM","MBM","161688","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Imaguire, N.","3204",NA,NA,"Southern America","Brazil","Fazenda Experimental de Agronomia",NA,NA,"MBM161688","MBM161688","Imaguire, N.",NA,"Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:41:54-03","MBM","MBM","68647","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Hatschbach, G.","42201",NA,NA,"Southern America","Brazil","Serra do Caetê",NA,NA,"MBM068647","MBM068647","Hatschbach, G.",NA,"Paraná","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:41:54-03","MBM","MBM","22920","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Tessmann, G.; Frenzel, A.; Frenzel, A.","305",NA,NA,"Southern America","Brazil","São José dos Pinhais",NA,"= 4788","MBM022920","MBM022920","Hatschbach, G.",NA,"Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:41:54-03","MBM","MBM","26454","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Hatschbach, G.","30656",NA,NA,"Southern America","Brazil","Rio Iguaçu",NA,NA,"MBM026454","MBM026454","Hatschbach, G.",NA,"Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2016-06-03 14:01:02-03","MNHN","RECOLNAT_MNHN_P","P01672523","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Gardner",NA,"1838","1",NA,"Brasil","Monts Organ. Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01672523' target='other'> <mi>dwc_moreinfo</mi></a>","P01672523","P01672523_01",NA,"1","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"703"
"83","2015-09-03 20:53:10-03","MNHN","RECOLNAT_MNHN_P","P02188537","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Smith, L.B.|Klein, R.M.",NA,"1964","12",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02188537' target='other'> <mi>dwc_moreinfo</mi></a>","P02188537","P02188537_01",NA,"15","Santa Catarina","Irani","-51.83333","-26.95","700","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13994"
"84","2015-09-03 20:53:24-03","MNHN","RECOLNAT_MNHN_P","P02188544","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Loefgren",NA,"1889","11",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02188544' target='other'> <mi>dwc_moreinfo</mi></a>","P02188544","P02188544_01",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3536"
"85","2015-09-03 20:53:24-03","MNHN","RECOLNAT_MNHN_P","P02188545","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Riedel",NA,"1833","6",NA,"Brasil","S. des Orgues","hb","Reçu le 8 Octobre 1892 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02188545' target='other'> <mi>dwc_moreinfo</mi></a>","P02188545","P02188545_01",NA,"1","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1279"
"86","2015-09-03 20:53:24-03","MNHN","RECOLNAT_MNHN_P","P02188546","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Miers",NA,NA,NA,NA,"Brasil",NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02188546' target='other'> <mi>dwc_moreinfo</mi></a>","P02188546","P02188546_01",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4470"
"87","2018-02-01 15:14:06-02","MNHN","RECOLNAT_MNHN_P","P00635708","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Fereira",NA,NA,NA,NA,"Brésil","Bords de la R. Madéria","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635708' target='other'> <mi>dwc_moreinfo</mi></a>","P00635708","P00635708_01 P00635708_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2013-01-07 15:02:56-02","MNHN","RECOLNAT_MNHN_P","P00635709","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Saint-Hilaire, A. de",NA,"1816","1",NA,"Brésil","Province de Saint-Paul","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635709' target='other'> <mi>dwc_moreinfo</mi></a>","P00635709","P00635709_01 P00635709_02","Saint-Hilaire","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 619"
"89","2021-03-17 18:56:43-03","MNHN","RECOLNAT_MNHN_P","P00635710","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil","Province de Minas Geraes","hb","P00635710 et P00635711 sur la même feuille <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635710' target='other'> <mi>dwc_moreinfo</mi></a>","P00635710","P00635710_01 P00635710_02","Saint-Hilaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 308"
"90","2021-03-17 18:56:41-03","MNHN","RECOLNAT_MNHN_P","P00635711","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Saint-Hilaire, A. de",NA,"1816","1",NA,"Brésil","Province de Saint-Paul","hb","P00635710 et P00635711 sur la même feuille <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635711' target='other'> <mi>dwc_moreinfo</mi></a>","P00635711","P00635711_01 P00635711_02","Saint-Hilaire","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 621 bis"
"91","2015-09-24 21:50:40-03","MNHN","RECOLNAT_MNHN_P","P00638957","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Saint-Hilaire, A. de",NA,"1816","1",NA,"Brésil","Province de Saint-Paul","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00638957' target='other'> <mi>dwc_moreinfo</mi></a>","P00638957","P00638957_01 P00638957_02",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 619"
"92","2015-09-03 20:53:24-03","MNHN","RECOLNAT_MNHN_P","P02188548","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Weddell, H.A.",NA,"1843","11",NA,"Brasil","Pitangui","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02188548' target='other'> <mi>dwc_moreinfo</mi></a>","P02188548","P02188548_01",NA,"1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1810"
"93","2015-09-03 20:53:24-03","MNHN","RECOLNAT_MNHN_P","P02188549","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Gaudichaud, C.",NA,"1833","1",NA,"Brasil","San-Paolo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02188549' target='other'> <mi>dwc_moreinfo</mi></a>","P02188549","P02188549_01",NA,"1","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"165"
"94","2015-09-03 20:53:24-03","MNHN","RECOLNAT_MNHN_P","P02188550","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Glaziou, A.",NA,"1898","11",NA,"Brasil","Brésil. Santa Luzia, près de la station du Rio das Velhas.","hb","Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02188550' target='other'> <mi>dwc_moreinfo</mi></a>","P02188550","P02188550_01",NA,"24","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20528"
"95","2015-09-03 20:53:24-03","MNHN","RECOLNAT_MNHN_P","P02188551","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Sellow",NA,NA,NA,NA,"Brasil",NA,"hb","Donné par le Muséum Bot. de Berlin 1855 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02188551' target='other'> <mi>dwc_moreinfo</mi></a>","P02188551","P02188551_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2015-09-03 20:53:24-03","MNHN","RECOLNAT_MNHN_P","P02188552","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Glaziou, A.",NA,NA,NA,NA,"Brasil","S. Paul","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02188552' target='other'> <mi>dwc_moreinfo</mi></a>","P02188552","P02188552_01",NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13279"
"97","2015-09-03 20:53:24-03","MNHN","RECOLNAT_MNHN_P","P02188553","PreservedSpecimen",NA,NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Gardner",NA,NA,NA,NA,"Brasil","Serra dos Orgãos","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02188553' target='other'> <mi>dwc_moreinfo</mi></a>","P02188553","P02188553_01",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"703"
