"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","00390174","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa","Benth.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1970","10","20","Brazil","Paraná","Ortigueira","Rio de Barreira","-50.9492","-24.2083",NA,NA,"NY00390174","NY00390174_01","24967","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=307427' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-27 03:50:00-03","NY","NYBG","01491939","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"L. C. Stutz de Ortega",NA,NA,NA,"R. Caballero M.","1977","10","11","Paraguay",NA,NA,"C. F. A. P. (Arboretum)",NA,NA,NA,NA,"NY01491939","NY01491939_01 NY01491939_02","76","South America","220","220","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834894' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-27 04:35:00-03","NY","NYBG","00390182","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. O. Vanni",NA,NA,NA,"R. O. Vanni","1993","09","24","Argentina","Misiones","San Ignacio","Ayo. Nacanguazu, Col. Nacanguazu","-55.42","-27.08",NA,NA,"NY00390182","NY00390182_01","3060","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=307423' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00390171","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa","Benth.","A. E. Burkart",NA,NA,NA,"L. B. Smith","1956","12","26","Brazil","Santa Catarina","Sao Miguel do Oeste","40 km southeast of Campo Eré",NA,NA,NA,NA,"NY00390171","NY00390171_01","9271","South America","600","600","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=307429' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00390179","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa","Benth.","R. C. Barneby",NA,NA,NA,"G. G. Hatschbach","1967","08","27","Brazil","Paraná","Umuarama","Serra Dourada. Orla da mata pluvial da Bacia do Paraná","-53.325","-23.7664",NA,NA,"NY00390179","NY00390179_01","17012","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=307436' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00917669","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa","Benth.","R. C. Barneby",NA,NA,NA,"L. Duarte","1966","10","22","Brazil","Minas Gerais","Presidente Olegário","Estrada para Varjao","-46.4181","-18.4181",NA,NA,"NY00917669","NY00917669_01","840","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997740' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-28 10:05:00-03","NY","NYBG","00390183","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. O. Vanni",NA,NA,NA,"A. Krapovickas","1993","10","07","Paraguay","Itapúa",NA,"2km S de Bella Vista",NA,NA,NA,NA,"NY00390183","NY00390183_01","44480","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=307424' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-27 19:50:00-03","NY","NYBG","01491935","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. C. Barneby",NA,NA,NA,"E. L. Little Jr.","1984","02","01","Paraguay","Alto Paraná",NA,"Centro Forestal Alto Paraná. 12 km O. de Pto. Pte. Stroessner",NA,NA,NA,NA,"NY01491935","NY01491935_01","40102","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834305' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-27 19:34:00-03","NY","NYBG","01491925","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. C. Barneby",NA,NA,NA,"E. Hassler",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,"NY01491925","NY01491925_01","4490","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834109' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00390180","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa","Benth.","R. C. Barneby",NA,NA,NA,"E. T. Neto","1996","09","25","Brazil","Minas Gerais","Nova Ponte","Nova Ponte, cachoeira do corrego do Atoleiro","-47.6744","-19.1528",NA,NA,"NY00390180","NY00390180_01","2105","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=307422' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00390169","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa","Benth.","J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","1966","08","10","Brazil","Paraná","Cerro Azul","Forested slope W of Cerro Azul","-49.2608","-24.8236",NA,NA,"NY00390169","NY00390169_01","2210","South America","430","430","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=307425' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-27 19:25:00-03","NY","NYBG","01491931","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. C. Barneby; J. W. Grimes",NA,NA,NA,"M. Bernardi",NA,NA,NA,"Argentina","Misiones","General Manuel Belgrano","Circa San Antonio per viam ad Bernardo de Irigoyen.","-53.78","-26.02",NA,NA,"NY01491931","NY01491931_01","18816","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834248' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 07:49:00-03","NY","NYBG","01491945","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"E. A. Ulibarri",NA,NA,NA,"F. O. Zuloaga","1997","09","21","Argentina","Misiones",NA,"Cainguás, Predio de la Univ. Nac. de La Plata, picada al fondo","-54.95","-27.08",NA,NA,"NY01491945","NY01491945_01","6438","South America","120","120","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834918' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-27 19:25:00-03","NY","NYBG","01491943","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. C. Barneby; J. W. Grimes",NA,NA,NA,"S. A. Renvoize","1978","10","11","Argentina","Misiones",NA,"Candelaria, Cerro Corá.",NA,NA,NA,NA,"NY01491943","NY01491943_01","3001","South America","200",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834916' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00390172","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa","Benth.","R. C. Barneby",NA,NA,NA,"L. B. Smith","1964","12","07","Brazil","Santa Catarina","Campo Erê","Fazenda Campo Soa Vicente, 24km west of Campo Eré","-53.18","-26.37",NA,NA,"NY00390172","NY00390172_01","13836","South America","900","1000","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=307432' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-27 19:45:00-03","NY","NYBG","01491946","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. C. Barneby",NA,NA,NA,"E. L. Cabral","1983","12","18","Argentina","Misiones","San Javier","San Javier, Ayo. Portera.",NA,NA,NA,NA,"NY01491946","NY01491946_01","440","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834919' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00390178","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa","Benth.","R. C. Barneby",NA,NA,NA,"G. G. Hatschbach","1993","10","12","Brazil","Paraná","Doutor Ulysses","Ribeirao do Tigre","-49.4194","-24.5683",NA,NA,"NY00390178","NY00390178_01","59214","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=307435' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-27 19:31:00-03","NY","NYBG","01491927","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. C. Barneby",NA,NA,NA,"E. Hassler",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,"NY01491927","NY01491927_01","995","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834141' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00390175","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa","Benth.","R. C. Barneby",NA,NA,NA,"G. G. Hatschbach","1990","09","04","Brazil","Paraná","Cerro Azul","Ribeirao do Veado. Mata margems rio Ribeira","-49.2608","-24.8236",NA,NA,"NY00390175","NY00390175_01","54423","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=307433' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00917668","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa","Benth.","H. S. Irwin",NA,NA,NA,"G. T. Prance","1964","10","23","Brazil","Goiás","Caiapônia","Serra do Caiapó. 50 km. south of Caiaponia.","-51.8103","-16.9569",NA,NA,"NY00917668","NY00917668_01","59595","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997735' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00632412","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa","Benth.",NA,NA,NA,NA,"A. Cavalheiro","1998","09","11","Brazil","Paraná","Ortigueira","Alto Donato Leiloes-primeiro ponto","-50.9492","-24.2083",NA,NA,"NY00632412","NY00632412_01","s.n.","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=307437' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01491932","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa","Benth.","R. C. Barneby",NA,NA,NA,"R. Hauthal","1892","10",NA,"Paraguay",NA,NA,"Cordillera de Yaitimi [Yagatimi?] [illegible].",NA,NA,NA,NA,"NY01491932","NY01491932_01","12","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834164' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-27 19:34:00-03","NY","NYBG","01491928","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. C. Barneby",NA,NA,NA,"E. Hassler",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,"NY01491928","NY01491928_01","995","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834142' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00390173","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa","Benth.","R. C. Barneby",NA,NA,NA,"G. G. Hatschbach","1969","10","23","Brazil","Paraná","Medianeira","Parque Nacional Iguacu","-54.0939","-25.2956",NA,NA,"NY00390173","NY00390173_01","22620","South America",NA,NA,"sheet",NA,"foto cor. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=307431' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-27 19:25:00-03","NY","NYBG","01491942","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. C. Barneby; J. W. Grimes",NA,NA,NA,"G. J. Schwarz","1947","09","01","Argentina","Misiones","San Ignacio","Santo Pipó",NA,NA,NA,NA,"NY01491942","NY01491942_01","4750","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834914' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-27 02:15:00-03","NY","NYBG","01491947","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. O. Vanni",NA,NA,NA,"S. G. Tressens","1998","09","15","Argentina","Misiones","Guaraní","Predio Guaraní. Sendero CIFOR en selva.","-54.25","-26.962",NA,NA,"NY01491947","NY01491947_01","6019","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834920' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-27 19:25:00-03","NY","NYBG","01491944","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. C. Barneby; J. W. Grimes",NA,NA,NA,"S. A. Renvoize","1978","10","22","Argentina","Misiones","Eldorado","5 km S of Eldorado, Ruta Nacional 12.",NA,NA,NA,NA,"NY01491944","NY01491944_01","3205","South America","200","200","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834917' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-27 02:28:00-03","NY","NYBG","01491930","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"E. Hassler",NA,NA,NA,"P. Jorgensen","1930","09",NA,"Paraguay",NA,NA,"[Unclear: Mbuvena]",NA,NA,NA,NA,"NY01491930","NY01491930_01","4404","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834157' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-27 19:46:00-03","NY","NYBG","01491936","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. C. Barneby",NA,NA,NA,"E. M. Zardini","1989","09","27","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Cantera Jhú, 8 kms S of route to Coronel Oviedo.","-56.33","-25.8",NA,NA,"NY01491936","NY01491936_01","14704","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834744' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-27 19:25:00-03","NY","NYBG","01491941","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. C. Barneby; J. W. Grimes",NA,NA,NA,"M. de B. Bertoni","1948","09","29","Argentina","Misiones",NA,"San Javier. Villa Bentio.",NA,NA,NA,NA,"NY01491941","NY01491941_01","3768","South America","250",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834913' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-27 19:34:00-03","NY","NYBG","01491949","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. C. Barneby",NA,NA,NA,"M. M. Arbo","1993","09","06","Argentina","Misiones","Apóstoles","Entrada al balneario de Azara,a unos 100 m. de la ruta 2.",NA,NA,NA,NA,"NY01491949","NY01491949_01","5862","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834952' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-30 07:49:00-03","NY","NYBG","01491948","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. O. Vanni",NA,NA,NA,"M. Rodríguez","1993","09","22","Argentina","Misiones","Guaraní","58 km. NE de El Soberbio.","-54","-27.13",NA,NA,"NY01491948","NY01491948_01","683","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834921' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-27 19:32:00-03","NY","NYBG","01491937","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. C. Barneby",NA,NA,NA,"E. M. Zardini","1989","09","27","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Cantera Jhú. Along Gervasia Creek, 2 km S of route to Coronel Oviedo.","-56.33","-25.8",NA,NA,"NY01491937","NY01491937_01","14628","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834759' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-09-27 19:30:00-03","NY","NYBG","01491933","PreservedSpecimen","Plantae","Fabaceae","Calliandra","foliolosa","Calliandra foliolosa",NA,"R. C. Barneby",NA,NA,NA,"P. Jorgensen","1930","09",NA,"Paraguay",NA,NA,"[Unclear: Mbuvena]",NA,NA,NA,NA,"NY01491933","NY01491933_01","4404","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1834251' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
