"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem"
"132","2021-03-01 16:22:37-03","UNICAMP","UEC","200167","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima",NA,"Padgurschi, MCG; Belinello, R","2009","03","27","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","UEC177752","UEC177752","(Marchal) Frodin",NA,NA,NA,"M721","Parcela M - Projeto Biota-FAPESP. Árvore com 10 metros de altura. Frequência da espécie na parcela: n=5",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:22:37-03","UNICAMP","UEC","54156","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P","WSS; RMB; SMS","1988","05","27","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UEC162054","UEC162054","(Marchal) Frodin","2010",NA,NA,"1289","Arvore de 20m, cap+ 120 cm, flores escuras amareladas, início da fertilização, c/ raizes tabulares; encosta.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:22:37-03","UNICAMP","UEC","73344","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P","Rodrigues, RR; et al.","1995","02","13","Brazil","São Paulo","Sete Barras","Estrada Sete Barras a Juquiá.","-47.949","-24.353833","-47.949","-24.353833",NA,NA,"UEC160973","UEC160973","(Marchal) Frodin","2005",NA,NA,"33425","Árvore 12m, fruto imaturo verde claro, folha discolor.; Mata Atlântica de Encosta.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:22:37-03","UNICAMP","UEC","146746","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Sobral, M","Pavão, OC; et al.","2001","02","16","Brazil","Paraná","Arapongas","Fazenda Solana","-51.4244003295898","-23.4193992614746",NA,NA,NA,NA,"UEC169519","UEC169519","(Marchal) Frodin","2004","08",NA,"36484","Árvore 15m; frutos imaturos de cor verdes; na borda da mata.",NA,NA,NA,"Magnoliopsida",NA,"18630","auto",NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:22:37-03","UNICAMP","UEC","54155","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P","Souza, WS; Britez, RM","1987","08","28","Brazil","Paraná","Paranaguá","Ilha do Mel, Reserva ecológica.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC164509","UEC164509","(Marchal) Frodin","2010",NA,NA,"1762","Árvore de 12 m, com frutos verdes, tronco reto, liso, flor pluvial da planície litorânea.",NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:22:37-03","UNICAMP","UEC","58001","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P","Martinelli, G; Dalcin, E; Hatton, J","1984","10","03","Brazil","Rio de Janeiro","Magé","III Distrito, Paraiso, Centro de primatologia do RJ-FEEMA, mata pluvial costeira, 200 m/sm.","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"UEC164511","UEC164511","(Marchal) Frodin","2010",NA,NA,"9933","Arvore mcom 12m, tronco com 14cm de diâmetro, copa com 4m, folhas discolores; estéril. N.V: Quadratil, arvore n°20.",NA,NA,NA,"Magnoliopsida",NA,"20531","auto",NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:22:37-03","UNICAMP","UEC","58003","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P","Lima, HC; Hatton, J","1984","10","25","Brazil","Rio de Janeiro","Magé","Paraíso, Área do Centro de Primtologia do RJ. Sopé do Focinho de porco.","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"UEC164504","UEC164504","(Marchal) Frodin","2002",NA,NA,"2356","Árvore com 20m alt. Inflorescência com botões fulvo- esverdeados. frutos imaturos esverdeados. Na floresta de encosta. Quadra I, árvore n° 197.",NA,NA,NA,"Magnoliopsida",NA,"20531","auto",NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:22:37-03","UNICAMP","UEC","170529","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiorchi, P","Sucre, D; Ichaso, CLF; Guimarães, E; et al.",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Serra do Medanha","-43.2075004577637","-22.9027996063232",NA,NA,"600","700","UEC010201","UEC010201","(Marchal) Frodin","2004","12",NA,"6564","Solo - PH. Árvore com mais ou menos 10 metros de altura, lâmina na face dorsal de cor creme claro brilhante, cálice ferruginoso, corola verde claro, anteras amarelo pálido.",NA,NA,NA,"Magnoliopsida",NA,"57442","auto",NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:22:37-03","UNICAMP","UEC","62500","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P","Grombone-Guaratini, MT; Bernacci, LC; Meira Neto, JAA","1988","06","08","Brazil","São Paulo","Atibaia","Fazenda Grota Funda.","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"UEC160913","UEC160913","(Marchal) Frodin","2005",NA,NA,"21490","Erva com 0,5 metros, flores brancas, estrias vinosas, estames escuros.; Em campo aberto.",NA,NA,NA,"Magnoliopsida",NA,"21675","auto",NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:22:37-03","UNICAMP","UEC","40701","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P","Leitão Filho, HF; Tamashiro, JY","1985","12","03","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC160912","UEC160912","(Marchal) Frodin","2005",NA,NA,"17967","Árvore até 15m, flores amarelas, frutos verdes.; Mata Restinga.",NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:22:37-03","UNICAMP","UEC","37905","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P","Figueiredo, N; Rocha, DS; Rodrigues, RR","1983","11","06","Brazil","São Paulo","Peruíbe","Reserva Estadual de Juréia.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"UEC160974","UEC160974","(Marchal) Frodin","2005",NA,NA,"15647","Árvore com 5m, flores creme-esverdeadas, beira-rio.",NA,NA,NA,"Magnoliopsida",NA,"21922","auto",NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:22:37-03","UNICAMP","UEC","85696","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P","Galetti, M; et al.","1994","06","11","Brazil","São Paulo","Sete Barras","Fazenda Intervales, base Saibadela, trilha amarela.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"UEC169523","UEC169523","(Marchal) Frodin","2010",NA,NA,"716","Árvore, 35 de altura, frutos pretos em cachos.",NA,NA,NA,"Magnoliopsida",NA,"34059","auto",NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:22:37-03","UNICAMP","UEC","90199","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P","Leitão Filho, HF; et al.","1994","12","14","Brazil","São Paulo","Ubatuba","Ilha Anchieta, Trilha praia do Sul.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC164508","UEC164508","(Marchal) Frodin","2010",NA,NA,"32596","Árvore 10m frutos.",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:22:37-03","UNICAMP","UEC","66215","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P","Pedroni, F; et al.","1993","05","22","Brazil","São Paulo","Ubatuba","Núcleo Pinciguaba, margens do rio fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC160975","UEC160975","(Marchal) Frodin","2005",NA,NA,"30445A","Árvore de 20m de altura, botões e frutos de cor creme.",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"146","2020-12-04 13:18:54-03","UDESC","LUSC","9587","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","AA de Oliveira","T.J. Cadorin; B. Grosch & R. Zimmermann","2010","05","25","Brasil","Santa Catarina","Doutor Pedrinho","Forcação. interior do fragmento.","-49.585","-26.7275","49º35'6''W","26º43'39''S","785","785","LUSC005982",NA,"(Marchal) Frodin","2010","09","22","2399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-04 13:18:54-03","UDESC","LUSC","9580","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","S. Dreveck","S. Dreveck","2010","06","16","Brasil","Santa Catarina","Rio dos Cedros","Alto Rio dos Cedros. interior do fragmento.","-49.32","-26.55","49º19'12''W","26º33'S","890","890","LUSC005976",NA,"(Marchal) Frodin","2010","06","16","2277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-04 13:18:54-03","UDESC","LUSC","9562","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","AL de Gasper","M. Verdi; A.L. de Gasper","2009","05","22","Brasil","Santa Catarina","Orleans","Rio Hipólito - Parque Nacional de São Joaquim.","-49.499444","-28.260278","49º29'58''W","28º15'37''S","646","646","LUSC005957",NA,"(Marchal) Frodin","2009","05","22","2170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-10-14 09:58:32-03","FURB","FURB","45465","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Oliveira, AA de","Oliveira, A.A. de; Gasper, A.L. de & Pastório, F.F.","2015","01","14","Brasil","Santa Catarina","Timbé do Sul","Vila Belmiro.","-49.86","-28.8","-49.8600000","-28.8000000","360","360","FURB16209","FURB16209","(Marchal) Frodin","2015","01","14","870","Fito IFFSC 28 /S/60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-10-14 09:58:32-03","FURB","FURB","10493","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Gasper, AL de","Grippa, C.R.; Souza, N.L. de & Stano, F.","2007","11","08","Brasil","Santa Catarina","Blumenau","Morro do Spitzkopf.","-49.1119444","-27.0077778","-49.1119444","-27.0077778","160","160","FURB16223","FURB16223","(Marchal) Frodin","2009",NA,NA,"574","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo: VIII. Habitat: Floresta Ombrófila Densa; Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-10-14 09:58:32-03","FURB","FURB","12419","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Gasper, AL de","Verdi, M.; Gasper, A.L. de","2009","05","22","Brasil","Santa Catarina","Orleans","Rio Hipólito - Parque Nacional de São Joaquim.","-49.4994444","-28.2602778","-49.4994444","-28.2602778","646","646","FURB16225","FURB16225","(Marchal) Frodin","2009","05","22","2170","Florística IFFSC 117(Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: árvore;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-10-14 09:58:32-03","FURB","FURB","45792","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Oliveira, AA de","Oliveira, A.A. de","2015","02","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","FURB16208","FURB16208","(Marchal) Frodin","2015","02","12","1146","Fito IFFSC 517 /O/46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-10-14 09:58:32-03","FURB","FURB","17970","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Sobral, M","Korte, A.; Kniess, A.","2009","12","10","Brasil","Santa Catarina","Rio do Sul","Mirador.","-49.5905555","-27.0902777","-49.5905555","-27.0902777","792","792","FURB16222","FURB16222","(Marchal) Frodin","2010","01","25","1517","Florística IFFSC 573 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-10-14 09:58:32-03","FURB","FURB","18824","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Oliveira, AA de","Verdi, M.; Gasper, A.L. de","2010","02","08","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Spitzkopf.","-49.1297223","-27.0222223","-49.1297223","-27.0222223","863","863","FURB00625","FURB00625","(Marchal) Frodin","2010","05","25","3607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-10-14 09:58:32-03","FURB","FURB","19580","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Korte, A","Korte, A.; Kniess, A.","2009","11","28","Brasil","Santa Catarina","Alfredo Wagner","Soldadinho.","-49.4108333","-27.6291667","-49.4108333","-27.6291667","772","772","FURB16220","FURB16220","(Marchal) Frodin","2009","11","28","1136","Florística IFFSC 310 (Arbórea) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração Habito: árvore; flor verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-10-14 09:58:32-03","FURB","FURB","20111","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Sobral, M","Gasper, A.L. de; Brogni, E.","2008","02","22","Brasil","Santa Catarina","Mirim Doce","Alto Volta Grande.","-50.2177778","-27.1825","-50.2177778","-27.1825000","842","842","FURB16221","FURB16221","(Marchal) Frodin","2010","01","25","2525","Fito IFFSC 507 /L/4 Habitat: Floresta Ombrófila Densa; Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-10-14 09:58:32-03","FURB","FURB","20623","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Sobral, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","06","17","Brasil","Santa Catarina","Anitápolis","Rio do Meio.","-49.23","-27.9","-49.2300000","-27.9000000","602","602","FURB16219","FURB16219","(Marchal) Frodin","2010","01","25","3872","Fito IFFSC 221 /L/17 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-10-14 09:58:32-03","FURB","FURB","21138","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Oliveira, AA de","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","01","26","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.5852777","-26.7275","-49.5852777","-26.7275000","785","785","FURB16216","FURB16216","(Marchal) Frodin","2010","05","25","1080","Florística IFFSC e801a (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea; Fruto vinho;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 09:58:32-03","FURB","FURB","21379","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Oliveira, AA de","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","17","Brasil","Santa Catarina","Rio do Sul","Fazenda Mirador.","-49.59","-27.09","-49.5900000","-27.0900000","787","787","FURB16215","FURB16215","(Marchal) Frodin","2010","05","25","1433","Florística IFFSC e573a (Arbórea) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-10-14 09:58:32-03","FURB","FURB","26743","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Dreveck, S","Dreveck, S.","2010","06","16","Brasil","Santa Catarina","Rio dos Cedros","Alto Rio dos Cedros.","-49.32","-26.55","-49.3200000","-26.5500000","890","890","FURB16212","FURB16212","(Marchal) Frodin","2010","06","16","2277","Florística IFFSC 906 (Arbórea) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio médio de regeneração; interior do fragmento Habito: arbórea; flor botão floral verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 09:58:32-03","FURB","FURB","272","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Uhlmann, A; Borgo, M","Mantovani, V.","2001","07","04","Brasil","Santa Catarina","Blumenau","Parque Spitzkopf.","-49.1080556","-27.0169444","-49.1080556","-27.0169444","916","916","FURB16226","FURB16226","(Marchal) Frodin","2006","09","19",NA,"FNMA. Florística. Nº antigo 111 Habitat: Floresta Ombrófila Densa; floresta Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 09:58:32-03","FURB","FURB","27840","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Oliveira, AA de","Stival-Santos, A.; Silveira, S.","2010","07","08","Brasil","Santa Catarina","Antônio Carlos","RPPN Caraguatá.","-48.87","-27.45","-48.8700000","-27.4500000","710","710","FURB16214","FURB16214","(Marchal) Frodin","2010","08","25","3261","Florística IFFSC 388 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor botão floral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-14 09:58:32-03","FURB","FURB","28259","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Dreveck, S","Dreveck, S.","2010","07","13","Brasil","Santa Catarina","Rio dos Cedros","Rio Mergulhão.","-49.41","-26.55","-49.4100000","-26.5500000","914","914","FURB16213","FURB16213","(Marchal) Frodin","2010","07","13","2341","Florística IFFSC 905 (Arbórea) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-10-14 09:58:32-03","FURB","FURB","28801","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Oliveira, AA de","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","05","25","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.585","-26.7275","-49.5850000","-26.7275000","785","785","FURB16217","FURB16217","(Marchal) Frodin","2010","09","22","2399","Coleta Extra IFFSC. Forófito 7 Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; interior do fragmento Habito: flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-14 09:58:32-03","FURB","FURB","28936","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Korte, A","Korte, A.; Kniess, A.","2010","05","21","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.2308334","-27.09","-49.2308334","-27.0900000","601","601","FURB16218","FURB16218","(Marchal) Frodin","2010","05","21","3367","Florística IFFSC 577 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-08 08:49:14-03","FURB","FURB","42605","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Uhlmann, A","Uhlmann, A.; et al.","2012","05","05","Brasil","Rio de Janeiro","Nova Friburgo","Antena SBT.","-42.5641667","-22.3591667","-42.5641667","-22.3591667","1600","1600","FURB16211","FURB16211","(Marchal) Frodin","2012","05","05","473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-10-14 09:58:32-03","FURB","FURB","44416","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Oliveira, A. A.","Funez, L.A.","2014","07","27","Brasil","Santa Catarina","Ascurra","Fazenda Cristal, Morro do 80.","-49.4291667","-26.9102778","-49.4291667","-26.9102778","854","854","FURB16232","FURB16232","(Marchal) Frodin","2017","08","31","2887","galho caído no solo Habitat: Floresta Ombrófila Densa Montana; Habito: árvore;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-14 09:58:32-03","FURB","FURB","45225","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Oliveira, AA de","Mayer, M.; Oliveira, A.A. de","2014","09","15","Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111","-49.0519444","-27.2686111","874","874","FURB16210","FURB16210","(Marchal) Frodin",NA,NA,NA,"624","Florística Entorno IFFSC 468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-10-14 09:58:32-03","FURB","FURB","46548","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fischi, P.","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","2014","09","17","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.1936111","-27.1066667","-49.1936111","-27.1066667","758","758","FURB16230","FURB16230","(Marchal) Frodin","2017","03","06","10","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-10-14 09:58:32-03","FURB","FURB","51483","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Funez, L.A.","Funez, L.A.; Kemmelmeier, K., Marascalchi, N.M., Bittencourt, F.","2016","09","24","Brasil","Santa Catarina","Rodeio","Eremitério Frei Egídio.","-49.405","-26.8805556","-49.4050000","-26.8805556","823","823","FURB51483","FURB51483","(Marchal) Frodin","2016","10","03","5536","Flores amareladas Habitat: Floresta Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-10-14 09:58:32-03","FURB","FURB","59644","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","07","03","Brasil","Santa Catarina","Grão Pará",NA,"-49.3222223","-28.17","-49.3222223","-28.1700000",NA,NA,"FURB59644","FURB59644","(Marchal) Frodin","2018","07","03","3029","galho caído",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-10-14 09:58:32-03","FURB","FURB","60457","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","08","31","Brasil","Santa Catarina","São Francisco do Sul","Vila da Glória.","-48.69","-26.19","-48.6900000","-26.1900000",NA,NA,"FURB60457","FURB60457","(Marchal) Frodin","2018","08","31","3336","fruto imaturo Habitat: interior da unidade amostral Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-10-14 09:58:32-03","FURB","FURB","60462","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","08","29","Brasil","Santa Catarina","Itapoá","Sai Mirim.","-48.69","-26.1","-48.6900000","-26.1000000",NA,NA,"FURB60462","FURB60462","(Marchal) Frodin","2018","08","29","3423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-10-14 09:58:32-03","FURB","FURB","60581","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","09","27","Brasil","Santa Catarina","Apiúna","Faxinalzinho.","-49.3936111","-27.1802778","-49.3936111","-27.1802778","793","793","FURB60581","FURB60581","(Marchal) Frodin","2018","09","27","3503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-10-14 09:58:32-03","FURB","FURB","64158","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Kassner-Filho, A.","Kassner-Filho, A.","2019","06","03","Brasil","Santa Catarina","Ilhota","Trilha do Morro do Baú.","-48.9305556","-26.7994444","-48.9305556","-26.7994444","780","780","FURB64158","FURB64158","(Marchal) Frodin","2019","06","03","5233","botão floral Habitat: topo de morro Habito: arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-10-14 09:58:32-03","FURB","FURB","56435","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Kassner-Filho, A.","Kassner-Filho, A.","2017","08","11","Brasil","Santa Catarina","Indaial","Warnow-Cavadinho.","-49.2317008972168","-26.8978004455566",NA,NA,NA,NA,"FURB56435","FURB56435","(Marchal) Frodin","2017","08","11","794","fruto imaturo Habitat: borda do fragmento Habito: árvore",NA,NA,NA,NA,NA,"29534","auto",NA,NA,NA,NA,NA,NA
"177","2019-11-08 08:49:14-03","FURB","FURB","6233","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Vieira, FCS","Vieira, F.C.S.","2005","04","25","Brasil","Santa Catarina","Joinville","Castelo dos Bugres.","-48.8456001281738","-26.3043994903564",NA,NA,"950","950","FURB16224","FURB16224","(Marchal) Frodin","2005","08","25","1066",NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA
"178","2021-03-16 17:50:08-03","UCS","HUCS","03109","PreservedSpecimen","Plantae","Araliaceae","Didymopanax","angustissimus",NA,"Didymopanax angustissimus","Hatschbach, G.","Roderjan, C.V.","1982","04","07","Brasil","Paraná","Colombo","EMBRAPA","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,NA,"March","1987","07",NA,"51","árvore na mata",NA,NA,NA,"Angiospermae","Apiales","13536","auto",NA,NA,NA,NA,NA,NA
