"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","locality","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","infraspecificEpithet"
"16","2021-03-15 16:37:00-03","NY","NYBG","01067363","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"V. L. Gomes-Klein","3313","1997","10","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1211109' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067363","NY01067363_01","M. Sobral","Reserva Biológica Prof. José A. Rizzo- Serra Dourada, área que margea o paredão","27","Mossâmedes","-50.215","-16.1269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00906578","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"B. Maguire","56962","1963","09","South America","Brazil","Mato Grosso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906578","NY00906578_01","B. S. Amorim","20 km past Alto Araguaia en route to Alto Garca.","30","Alto Araguaia","-53.2153","-17.3147","830","830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00906455","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"S. A. Mori","16789","1984","07","South America","Brazil","Mato Grosso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906455","NY00906455_01","M. Sobral","Between Buriti and Agua Fria, 5 km N of Buriti","14","Chapada dos Guimaraes","-55.7494","-15.4608","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00906525","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"W. R. Anderson","8211","1973","04","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906525","NY00906525_01","B. S. Amorim","5 km by road E of Cristalina. Serra dos Cristais.","05","Cristalina","-47.65","-16.8","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00906539","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"H. S. Irwin","25845","1970","02","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906539","NY00906539_01","B. S. Amorim","Serra dos Óculos, ca. 70 km N. of Patrocínio","01",NA,"-46.8","-18.66669","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00906914","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"H. S. Irwin","5565","1964","08","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983310' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906914","NY00906914_01","A. Lourteig","Between Cabeceiras, MG & MG-Goiás border.","24",NA,"-46.4302778","-15.6171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00907044","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"G. Eiten","8353","1968","08","South America","Brazil","Mato Grosso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983937' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907044","NY00907044_01","P. O. Rosa","City of Xavantina on the Rio das Mortes. About 2 km SSW of city along road to airport.","28","Barra do Garças","-52.35","-14.7","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00906433","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"G. Eiten","8595","1968","09","South America","Brazil","Mato Grosso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906433","NY00906433_01","B. S. Amorim","266 km along new road NNE of village of Xavantina (6.5 km due NNW of Royal Society-Royal Geographic Society Base Camp.) 6.2 km N along main road from turnoff to Base Camp","06","Barra do Garças","-51.75","-12.85","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00908230","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"H. S. Irwin","11807","1966","01","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991981' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908230","NY00908230_01","C. M. D. E. Legrand","Serra Dourada, Summit of Serra Dourada, 20 km S.E. of Goiás Velho","19","Goiás","-50.00122","-16.0611","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00908232","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"H. S. Irwin","11730","1966","01","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908232","NY00908232_01","C. M. D. E. Legrand","Serra Dourada, Summit of Serra Dourada, 20 km S.E. of Goiás Velho","18","Goiás","-50.00122","-16.0611","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00908207","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"H. S. Irwin","11712","1966","01","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908207","NY00908207_01","C. M. D. E. Legrand","Serra Dourada, Summit of Serra Dourada, 20 km S.E. of Goiás Velho","18","Goiás","-50.00122","-16.0611","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00908208","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"H. S. Irwin","13512","1966","03","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991986' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908208","NY00908208_01","C. M. D. E. Legrand","Serra dos Cristais, ca. 3 km E. of Cristalina.","04","Cristalina","-48","-17","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:46:05-03","EAO","IAN","14138","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"Magalhães, MG","981","1941","12","Southern America","Brasil","Minas Gerais",NA,"Arbusto de 1m. de altura, flores alvas.","IAN014138","IAN014138 IAN014138_e","Barreto, M","Cerrado, Horto Florestal.","14","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:21:37-03","UFBA","ALCB","036454","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"Melo, E; Franco, F.; Oliveira, S; Sena, T.; Souza, E.; Ganeu, W.","PCD1251","1994","11","Southern America","Brasil","Bahia",NA,"Arbusto com ca de 1,50 m de altura. Folhas simples, coriáceas, verdes com face inferior ferrugínea. Inflorescência com pedúnculo, pedicelos e cálices ferrugíneos. Flores alvas.; Vegetação de campo rupestre, arbórea arbustiva. Rochas a","ALCB060236",NA,"Barroso, GM","Chapada Diamantina, Morro do Pai Inácio","22","Palmeiras","-41.45","-12.433333","1000","1000",NA,NA,"1996","01","-41.45","-12.433333",NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:07:23-03","NBC","NL-BOTANY","U.1444074","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"Williams LO; Assis V",NA,"1945","10","Southern America","Brazil","Minas Gerais",NA,"In campo.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1444074 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1444074","NL-U1444074","Fernandes Lima D","In campo, Acaba Mundo, Serra da Curral.","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:15:03-03","ESALQ","ESA","87969","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"Hatschbach, G.","34037.0","1974","02",NA,"Brasil","Mato Grosso",NA,NA,"ESA087969","ESA087969","Sobral, M.",NA,"11","Itiquira","-54.1502990722656","-17.2089004516602",NA,NA,"148503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:15:03-03","ESALQ","ESA","103998","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","vestita","Myrcia vestita",NA,NA,"Medeiros, D.A.","16903.0","2004","02",NA,"Brasil","São Paulo",NA,NA,"ESA103998","ESA103998","Fernandes, T.M.",NA,"12","Assis","-50.4099998474121","-22.6599998474121",NA,NA,"23972","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:15:03-03","ESALQ","ESA","30575","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"Souza, V.C. ; Souza, J.P.","9545.0","1995","12",NA,"Brasil","São Paulo",NA,"Arbusto, ca. 3 m alt.; frutos imaturos creme com manchas roxo-escuras.","ESA030575","ESA030575","Kuntz, J.","Ca. 10 Km da cidade em direção a Lençóis, próximo à entrada da Fazenda Água do Bugre. Cerrado.","19","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,NA,"18363","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:15:03-03","ESALQ","ESA","83037","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"Vieira, S.; Araújo, A.O.; Romão, G.O.","315.0","2003","01",NA,"Brasil","Minas Gerais",NA,"Subarbusto, 0,70-1m; frutos maduros rosados a vináceos.","ESA083037","ESA083037","Sobral, M.","Serra da Moeda, Rodovia Moeda para BR-040 - 3 km antes da BR. Cerrado alterado com afloramento, próximo à um curso d'água. Margem da rodovia.","11","Moeda","-435.726","-201.711","1173","1173",NA,NA,NA,NA,"-435,726","-201,711",NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:15:03-03","ESALQ","ESA","83042","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"Vieira, S.; Araújo, A.O.; Romão, G.O.","320.0","2003","01",NA,"Brasil","Minas Gerais",NA,"Planta de 30-40cm. Solo pedregoso","ESA083042","ESA083042","Sobral, M.","Serra da Moeda, Rodovia Moeda para BR-040 - 3 km antes da BR. Cerrado alterado com afloramento, próximo à um curso d'água. Margem da rodovia.","11","Moeda","-435.726","-201.711","1173","1173",NA,NA,NA,NA,"-435,726","-201,711",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:15:03-03","ESALQ","ESA","77061","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"Rozza, A.F. et al.","434.0","1997","01",NA,"Brasil","Mato Grosso",NA,NA,"ESA077061",NA,"Lima, D.F.",NA,"01","Cocalinho","-50.9958000183105","-14.3971996307373",NA,NA,"293587","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:15:03-03","ESALQ","ESA","67733","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"Roth, L.","2476.0","1956","07",NA,"Brasil","Minas Gerais",NA,NA,"ESA067733","ESA067733",NA,NA,"07","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:15:03-03","ESALQ","ESA","122244","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","vestita","Myrcia vestita",NA,NA,"Vincent, R.C.","513.0","2002","04",NA,"Brasil","Minas Gerais",NA,"Campo rupestre quartzítico nodular","ESA122244",NA,"Sobral, M.","Sa. da Calçada/Retiro das Pedras","17","Nova Lima","-43.8466987609863","-19.9855995178223","1300","1300","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-07-02 14:55:35-03","JBP","HPL","12945","S","Plantae",NA,NA,"Myricaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"H. Lorenzi & R. Tsuji","5905","2005","11",NA,"Brasil","MG",NA,NA,NA,NA,"M. Sobral","Coletado nas proximidades do município, em área de cerrado aberto. Material anterior e erroneamente tombado como HPL-6625.","25","Presidente Olegário","-46.428944","-18.424","1014","1014",NA,NA,"2012","02","46° 25' 44,2 W","18° 25' 26,4 S",NA,"27",NA,NA,NA,NA,NA
"40","2020-12-20 21:18:40-03","UFV","VIC","1295","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","vestita","Myrcia vestita","DC",NA,"Dr Rolfs","s.n.","1927",NA,NA,"Brasil","Minas Gerais",NA,NA,"VIC001295","VIC001295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055884","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"Fonseca, R. B. S.","46","2005","10",NA,"Brazil","Bahia",NA,"Arbusto ca. 1.5m alt. Folhas coriaceas, discolores, com face adaxial verde albo-tomentosa e face abaxial ferruginea, densamente tomentosa. Inflorescencias em diferenciaçao.",NA,NA,"L. Funch","Palmeiras: Moro da Mea Inacia","3",NA,"-41.4667","-12.45","1000","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055883","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"Fonseca, R. B. S.","45","2005","10",NA,"Brazil","Bahia",NA,"Arbusto ca. 1.5m alt. Folhas coriaceas, discolores com face adaxial verde albo-tomentosa e face abaxial ferruginea, densamente tomentosa. Inflorescencias em diferenciaçao.",NA,NA,"L. Funch","Palmeiras: Moro da Mea Inacia","3",NA,"-41.4667","-12.45","1000","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-07 11:46:37-03","UFMS","CGMS","37557","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"A. Pott; V.J. Pott; L.C.P. Lima.","10394","2002","09",NA,"Brasil","Mato Grosso do Sul",NA,"Flor branca. Habitat: Cerrado rupícola. Solo litólico (arenito). Relevo morrote. Habito: Arbusto. 1,00-2,00m de altura.","CGMS1066971",NA,"D. Villarroel","Fazenda FAMA, 8Km norte de Camapuã, rodovia MS-436.","19","Camapuã","-53.9833333","-19.4847222",NA,NA,NA,NA,"2013","02","-53,9833333","-19,4847222",NA,"18",NA,NA,NA,NA,NA
"44","2021-04-07 11:46:37-03","UFMS","CGMS","24857","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","vestita","Myrcia vestita","DC.",NA,"M.L. Bueno","689","2008","07",NA,"Brasil","Mato Grosso do Sul",NA,"Botão floral verde. Habitat: Cerrado Denso. Habito: Árvore. 3,00m de altura.","CGMS1054282",NA,"M. Sobral","Fazenda São Jorge.","30","Alvorada do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
