"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","sex","typeStatus"
"21","2021-03-30 12:43:40-03","EAO","IAN","183467","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","Carvalho, PD","2005","06",NA,"Cardoso, D","48","2004","04","10","Brasil","Bahia","Tucano","Povoado Bisamum, ca. 23 km de Tucano. Caatinga arbóreo-arbustiva. Solo arenoso e pedregoso.","-38.979722","-10.895278","-38.979722","-10.895278","Liana. Folhas papiráceas, pubescentes e concolores verdes. Frutos imaturos verdes.","IAN183467","Dicotiledônea",NA,"Southern America",NA,NA,"236","236",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:43:40-03","EAO","IAN","118659","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","Amorim, AMA","1999",NA,NA,"Belém, RP; Mendes, JM","202","1965","01","22","Brasil","Bahia","Jequié","Transição para catinga.","-40.0835990905762","-13.8575000762939",NA,NA,"Sub-escandente de 2-4m; botões verde, sujo, corola amarela.","IAN118659","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,"49443","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:19:14-03","UFBA","ALCB","06370","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys",NA,"Amorim, AMA","1999",NA,NA,"Pinto, GCP","s/n","1948","10",NA,"Brasil","Bahia","Bananeiras","Vale do Rio Paraguaçú",NA,NA,NA,NA,NA,"ALCB041996","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:19:14-03","UFBA","ALCB","07314","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys",NA,"Amorim, AMA","1999",NA,NA,"Queiroz, LP de; Guedes, ML","073","1981","01","20","Brasil","Bahia","Maracás","Sudoeste, Fazenda Tanquinho","-40.416667","-13.433333","-40.416667","-13.433333","Bastante esgalhante, folhas semicoriáceas, tomentosas, e flores amarelas em panículas terminais.","ALCB041997","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:55:45-03","NBC","NL-BOTANY","L.2167797","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachis","Thryallis brachystachis","Lindl.",NA,NA,NA,NA,"Fiebrig K",NA,"1908","01","02","Paraguay",NA,NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2167797 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2167797",NA,"Malpighiales","Southern America",NA,"NL-L2167797",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:55:45-03","NBC","NL-BOTANY","L.2167798","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachis","Thryallis brachystachis","Lindl.",NA,NA,NA,NA,"Martius CFP von",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2167798 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2167798",NA,"Malpighiales","Southern America",NA,"NL-L2167798",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:55:45-03","NBC","NL-BOTANY","L.2167799","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachis","Thryallis brachystachis","Lindl.",NA,NA,NA,NA,"Martius CFP von",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2167799 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2167799",NA,"Malpighiales","Southern America",NA,"NL-L2167799",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:12:48-03","ESALQ","ESA","36380","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindley","anderson, C.",NA,NA,NA,"Hatschbach, G. ; Silva, J.M.","61456.0","1994","12","07","Brasil","Paraná","Cerro Azul",NA,"-49.261100769043","-24.823600769043",NA,NA,NA,"ESA036380","Magnoliophyta",NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:12:48-03","ESALQ","ESA","126025","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys",NA,NA,NA,NA,NA,"Fernandes, D. ; Oliveira, A.","416.0","1905","06","22","Brasil","Rio de Janeiro","Armação de Búzios",NA,"-41.8816986083984","-22.7469005584717",NA,NA,NA,"ESA126025","Magnoliophyta",NA,NA,NA,"ESA126025",NA,NA,"12927","auto",NA,NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:31:31-03","MN","R","7906","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","Niedenzu",NA,NA,NA,"Glaziou, A.F.M.","723","1864","11","15","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007906",NA,NA,NA,NA,"R000007906_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-19 08:08:12-03","FPS","FPS","2820","MachineObservation","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindley","Schwirkowski, P.","2018","07","18","Schwirkowski, P.","2248","2017","04","22","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Linha férrea após a estação de trem.","-49.286831","-26.355205","-49.286831","-26.355205",NA,"FPS02820,FURB55546,MBM423660",NA,NA,NA,NA,"FPS02820_v01 FPS02820_v02 FPS02820_v03 FPS02820_v04 FPS02820_v05 FPS02820_v06 FPS02820_v07 FURB55546",NA,NA,NA,NA,NA,"voucher","FURB 55546, MBM 423660",NA,NA,NA,NA
"32","2019-02-15 11:45:05-02","IPA","IPA","88546","S","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","Francener, A.","2013","06","06","Ferreira, J.A.; et al.; et al.","s.n.","1999","12","09","Brasil","Paraná","Sapopema","Salto das Orquídeas, Borda da mata.","-50.5802993774414","-23.9108009338379",NA,NA,"Arbusto ca. 3m de altura; flores verdes.","IPA0088546","Plantae",NA,"Southern America",NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"33","2019-11-21 14:38:43-03","UFJF","CESJ","1808","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","Graziela M. Barroso",NA,NA,NA,"L. Roth","1808","1956","05","06","Brasil","Minas Gerais","Belo Horizonte","Marzagão","-43.937801361084","-19.9207992553711",NA,NA,"Arbusto do cerrado e capoeira.","CESJ001808","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:45:44-03","UFMS","CGMS","63868","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindley","A. Francener","2013","06","06","F. Azevedo; et al.",NA,"1997","09","27","Brasil","Paraná","Sapopema","Salto das Orquídeas.","-50.5802993774414","-23.9108009338379",NA,NA,"Flores amarelas.Botões amarronzados.","CGMS1096836",NA,NA,NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:17:44-03","UNICAMP","UEC","170118","S","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","Kuhlmann, M",NA,NA,NA,"Kuehn, E; Kuhlmann, M","1143","1942","05","04","Brazil","São Paulo","Amparo","Monte Alegre, Fazenda N.S. da Encarnação.","-46.75","-22.7","-46.75","-22.7",NA,"UEC010669","Magnoliopsida",NA,NA,NA,"UEC010669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:33:32-03","UNICAMP","UEC","176023","S","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","Sobral, M","2010","08","15","Stival-Santos, A; Legal, E; Silveira, S","1989","2010","03","10","Brazil","Santa Catarina","Florianópolis","Parque Municipal Lagoa do Peri.","-48.5275","-27.7175","-48.5275","-27.7175","Hábito: Liana;&nf;Cor/Flor: botão floral.; Florística 8003(Liana); Floresta Ombrófila Densa Submontana;&nf;Estádio Suces.: Avançado","UEC037881","Magnoliopsida",NA,NA,NA,"UEC037881","226","226",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:17:44-03","UNICAMP","UEC","170175","S","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","Anderson, C","1994",NA,NA,"Kuhlmann, M","1785","1949","07","20","Brazil","São Paulo","Monte Alegre do Sul","Fazenda Nossa Senhora da Encarnação.","-46.6800003051758","-22.6800003051758",NA,NA,NA,"UEC010599","Magnoliopsida",NA,NA,NA,"UEC010599",NA,NA,"11114","auto",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-08 08:53:05-03","FURB","FURB","17241","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindley","Almeida, RF","2015","12","04","Sevegnani, L.; Laps, R.R.; Avi, R.C. & Campestrini, S.",NA,"2009","12","04","Brasil","Santa Catarina","Rio do Sul","Barra do Trombudo.","-49.6919444","-27.2477777","-49.6919444","-27.2477777",NA,"FURB28420",NA,NA,NA,NA,"FURB28420","337","337",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:02:35-03","FURB","FURB","30083","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindley","Sobral, M","2010","08","15","Stival-Santos, A.; Legal, E. & Silveira, S.","1989","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal Lagoa do Peri.","-48.5275","-27.7175","-48.5275000","-27.7175000","Florística IFFSC 8003 (Liana) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; interior do fragmento Habito: liana; flor botão floral","FURB02128",NA,NA,NA,NA,"FURB02128","226","226",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-16 17:53:24-03","UCS","HUCS","41209","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindley","Almeida, R.F.","2013","06",NA,"Medri, C.","778","1999","04","10","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,"cipó, frutos imaturos verdes - FUEL 26582; beira do rio",NA,"Angiospermae","Malpighiales",NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"41","2019-08-16 08:39:53-03","UTFPR","HCF","25688","S","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","R.F. Almeida","2013","06",NA,"C. Medri",NA,"1998","09","19","Brasil","PR","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,"arbusto, flores amarelas. Beira do penhasco, perto da casa.",NA,NA,NA,NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-08-16 08:39:53-03","UTFPR","HCF","17020","S","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","A. Francener","2013","06","06","V.F. Kinupp","1010","1998","01","22","Brasil","PR","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,"trepadeira flores femininas com pétalas verde-amareladas e flores masculinas ferrugíneas, em encosta rochosa.",NA,NA,NA,NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"43","2019-08-16 08:39:53-03","UTFPR","HCF","16988","S","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","R.F. Almeida","2013","06",NA,"C. Medri","778","1999","04","10","Brasil","PR","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,"cipó; frutos imaturos verdes; beira do rio.",NA,NA,NA,NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:32:57-03","MBM","MBM","230054","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindley","Anderson, C.",NA,NA,NA,"Casas, J.F.; et al.; et al.","6119",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"MBM230054",NA,NA,"Southern America",NA,"MBM230054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:32:57-03","MBM","MBM","276594","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindley","Anderson, C.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74322","2002","11","18","Brazil","Mato Grosso do Sul","Bodoquena","Bodoquena, arredores","-56.7150001525879","-20.5386009216309",NA,NA,NA,"MBM276594",NA,NA,"Southern America",NA,"MBM276594",NA,NA,"47684","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:32:57-03","MBM","MBM","269101","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindley","Anderson, C.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","72948","2002","05","15","Brazil","Mato Grosso do Sul","Bodoquena","Rodovia Bodoquena - Morraria do Sul, Serra da Bodoquena","-56.7150001525879","-20.5386009216309",NA,NA,NA,"MBM269101",NA,NA,"Southern America",NA,"MBM269101",NA,NA,"47684","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:32:57-03","MBM","MBM","255337","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindley","Barroso, G.M.",NA,NA,NA,"Roth, L.","1808","1956","05","06","Brazil","Minas Gerais","Belo Horizonte","Marzagão","-43.937801361084","-19.9207992553711",NA,NA,NA,"MBM255337",NA,NA,"Southern America",NA,"MBM255337",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
