"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","sex","typeStatus"
"1","2021-04-05 14:25:27-03","UNESC","CRI","13877","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindley","Rafael Almeida Pelegrini","2018","05","11","Alexandre Medeiros","921","2018","05","11","Brasil","Santa Catarina","Balneário Camboriú","Estaleiro APA Costa Brava","-48.585","-27.023333","48º35'6''W","27º1'24''S","Habitat: Terrestre Habito: Trepadeira","CRI012488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2016-10-19 08:51:00-02","NY","NYBG","02361291","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys",NA,NA,NA,NA,NA,"K. A. G. Fiebrig","4530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2547468' target='other'> <mi>dwc_moreinfo</mi></a>","NY02361291","Magnoliophyta","Malpighiales","South America","sheet","NY02361291_01 NY02361291_02 NY02361291_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","01096427","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.",NA,NA,NA,NA,"D. Fernandes","249","1999","08","04","Brazil","Rio de Janeiro","Armaçao dos Búzios","Restinga da praia Gorda.","-41.9706","-22.7308",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237467' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096427","Magnoliophyta","Malpighiales","South America","sheet","NY01096427_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","537760","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","C. E. Anderson",NA,NA,NA,"G. G. Hatschbach","61456","1994","12","07","Brazil","Paraná","Cerro Azul","Cabeceiras do Ribeirao do Tigre","-49.2608","-24.8236",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537760","Magnoliophyta","Malpighiales","South America","sheet","NY00537760_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00916538","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","W. R. Anderson",NA,NA,NA,"H. S. Irwin","23213","1969","02","13","Brazil","Minas Gerais","Francisco Sá","Serra do Espinhaço, ca. 5 km N.E. of Francisco Sá, on road to Salinas","-43.44565","-16.4661",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916538","Magnoliophyta","Malpighiales","South America","sheet","NY00916538_01","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2016-10-19 08:51:00-02","NY","NYBG","02361293","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys",NA,NA,NA,NA,NA,"Schenck","1944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2547473' target='other'> <mi>dwc_moreinfo</mi></a>","NY02361293","Magnoliophyta","Malpighiales","South America","sheet","NY02361293_01 NY02361293_02 NY02361293_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","01093255","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.",NA,NA,NA,NA,"D. Fernandes","416","2000","02","15","Brazil","Rio de Janeiro","Armaçao dos Búzios","Restinga da praia Gorda.","-41.9706","-22.7308",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1230970' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093255","Magnoliophyta","Malpighiales","South America","sheet","NY01093255_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","537761","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","C. E. Anderson",NA,NA,NA,"F. J. Fernández Casas","FC6184","1982","02","11","Paraguay","Amambay",NA,"20 km al norte del cruce de Bellavista y Pedro Juan Caballero",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417836' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537761","Magnoliophyta","Malpighiales","South America","sheet","NY00537761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","537758","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","C. E. Anderson",NA,NA,NA,"F. Sellow","IV, it.5575",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537758","Magnoliophyta","Malpighiales","South America","sheet","NY00537758_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2016-10-19 08:51:00-02","NY","NYBG","02361292","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys",NA,NA,NA,NA,NA,"J. B. E. Pohl","1539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ex Hort. Berol. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2547471' target='other'> <mi>dwc_moreinfo</mi></a>","NY02361292","Magnoliophyta","Malpighiales","South America","sheet","NY02361292_01 NY02361292_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","537756","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","C. E. Anderson",NA,NA,NA,"S. A. Mori","13427","1980","03","09","Brazil","Bahia","Itaberaba","BR 046, trecho Itaberaba/Iaçu, a 10 km ao S de Itaberaba","-40.3067","-12.5278",NA,NA,"Foto <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537756","Magnoliophyta","Malpighiales","South America","sheet","NY00537756_01","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","686574","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","C. E. Anderson",NA,NA,NA,"L. Riedel","s.n.","1822",NA,NA,"Brazil","Rio de Janeiro",NA,"Corcovado","-43.212076","-22.951842",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834939' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686574","Magnoliophyta","Malpighiales","South America","sheet","NY00686574_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","537757","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.",NA,NA,NA,NA,"Martii Herbar. Florae Brasil.","535","1839",NA,NA,"Brazil","Rio de Janeiro",NA,"Serra dos Orgaos","-43.073169","-22.496706",NA,NA,"p. 292 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417841' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537757","Magnoliophyta","Malpighiales","South America","sheet","NY00537757_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1146348","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.",NA,NA,NA,NA,"D. B. O. S. Cardoso","505","2005","04","21","Brazil","Bahia","Tucano","Povoado Bizamum. Serra Grande.","-39.0372","-10.855",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1337130' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146348","Magnoliophyta","Malpighiales","South America","sheet","NY01146348_01","452","452",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","537759","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","C. E. Anderson",NA,NA,NA,"G. G. Hatschbach","37839","1975","12","15","Brazil","Paraná","Adrianópolis","Col. 7 Barras","-48.9908","-24.6572",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537759","Magnoliophyta","Malpighiales","South America","sheet","NY00537759_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","686575","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","C. E. Anderson",NA,NA,NA,"L. Riedel","365","1832","01",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834940' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686575","Magnoliophyta","Malpighiales","South America","sheet","NY00686575_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01857335","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.",NA,NA,NA,NA,"J. B. A. Guillemin","160","1838","12",NA,"Brazil","Rio de Janeiro",NA,"Base du Corcovado, le long de l'aquedue.","-43.212237","-22.951713",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084545' target='other'> <mi>dwc_moreinfo</mi></a>","NY01857335","Magnoliophyta","Malpighiales","South America","sheet","NY01857335_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01857336","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.",NA,NA,NA,NA,"J. B. A. Guillemin","160","1838","12",NA,"Brazil","Rio de Janeiro",NA,"Base du Corcovado, le long de l'aquedue.","-43.212237","-22.951713",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084563' target='other'> <mi>dwc_moreinfo</mi></a>","NY01857336","Magnoliophyta","Malpighiales","South America","sheet","NY01857336_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-03-20 11:47:16-03","MCN-PUC-MINAS","HPUC-MG","ANG2698","S","Plantae","Malpighiaceae","Thryallis","cf. brachystachy","Thryallis cf. brachystachy",NA,"M.F.V.Starling",NA,NA,NA,"Bárbara das Merces",NA,"2014","02","28","Brasil","Minas Gerais","Betim","Serra Negra","-44.198299407959","-19.9678001403809",NA,NA,"Flores com pétalas amarelas. Mais ou menos 2,5 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,"15199","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:47-03","UTFPR","DVPR","935","PreservedSpecimen","Plantae","Malpighiaceae","Thryallis","brachystachys","Thryallis brachystachys","Lindl.","Almeida, RF","2013","06",NA,"Medri, C; Francisco, EM","s.n.","1998","09","19","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,"Arbusto, flores amarelas.; Beira do penhasco, perto da casa.","DVPR000935","Magnoliophyta",NA,NA,NA,"DVPR000935",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
