"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","02714788","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","R. Perdiz","J. G. Jardim","239","1993","07","29","South America","Brazil","Bahia","Ilhéus","5 a 6 km SW de Olivença, na estrada que liga Olivença ao povodao do Maruim","-39.04","-14.78","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=687517' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714788","NY02714788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","447913","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","T. D. Pennington","G. Eiten","7071","1966","04","17","South America","Brazil","Rio de Janeiro","Mangaratiba","On the beach, Praia do Saí, at NW corner of Sepitiba Bay, at point where beach meets mountain that forms the point, Ponta do Saí, opposite the small island, Ilha do Saí. At sea level.","-44.0083","-22.95","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414842' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447913","NY00447913_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","447909","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","G. V. Somner","G. V. Somner","167","1982","05","10","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Pedra de Itaúna.","-43.421486","-23.003937","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447909","NY00447909_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","447925","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","G. Guarim Neto","J. B. E. Pohl","5554",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","(D. no. 679) (Mikan 5554 is the same collection) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447925","NY00447925_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","01195780","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","R. de O. Perdiz","A. M. Amorim","6474","2006","10","13","South America","Brazil","Bahia","Porto Seguro","Estrada que liga Eunápolis a Porto Seguro. RPPN Estação Veracruz","-39.2022","-16.4192","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401111' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195780",NA,"50","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","447923","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","G. Guarim Neto","J. Lhotsky","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447923","NY00447923_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","447927","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","G. Guarim Neto","A. F. M. Glaziou","17496","1889","04","18","South America","Brazil","Rio de Janeiro","Nova Friburgo","Alto Macahé.","-42.5308","-22.2819","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447927","NY00447927_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","447914","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.",NA,"A. M. S. da F. Vaz","448","1987","04","30","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari.","-43.2075","-22.9028","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447914","NY00447914_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","447921","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","P. Acevedo-Rodríguez","L. A. Mattos Silva","1797","1984","10","25","South America","Brazil","Bahia","Cairu","Km 3 da Rodovia Cairu - Nilo Peçanha.","-39.0554416","-13.513266","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414857' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447921","NY00447921_01","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","985203","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","T. D. Pennington","H. S. Irwin","2734","1959","02","24","South America","Brazil","Minas Gerais","Viçosa","State Agricultural School.","-42.868031","-20.7613428","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078492' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985203","NY00985203_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","447936","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","G. Guarim Neto","L. Riedel","s.n.","1821","04",NA,"South America","Brazil","Bahia","Ilhéus","Ilheos.","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447936","NY00447936_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","985204","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","T. D. Pennington","Y. E. J. Mexia","4442","1930","03","08","South America","Brazil","Minas Gerais","Viçosa","Agricultural College lands. Chacha Valley at top of stream bank.","-42.860644","-20.766686","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985204","NY00985204_01","670","670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","447937","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","T. D. Pennington","L. Riedel","s.n.","1821","04",NA,"South America","Brazil","Bahia","Ilhéus","Ilheos.","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414843' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447937","NY00447937_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","447902","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.",NA,"E. Pereira","6655","1958","07","01","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Restinga de Jacarepaguá.","-43.397161","-23.010952","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447902","NY00447902_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","476705","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","L. M. Nascimento","A. M. d. Silva","20","1999","09","14","South America","Brazil","Pernambuco","Brejo da Madre de Deus","Brejo da Madre de Deus. Mata do Bituri","-36.38","-8.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414828' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476705","NY00476705_01","920","1030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","447938","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","T. D. Pennington","L. Riedel","516","1832","05",NA,"South America","Brazil","Rio de Janeiro",NA,"Macahé",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414844' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447938","NY00447938_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","447904","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","T. D. Pennington","P. Acevedo-Rodríguez","1460","1986","08","16","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari.","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447904","NY00447904_01","4","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","447926","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","G. Guarim Neto","J. B. E. Pohl","s.n.","1818","03",NA,"South America","Brazil","Rio de Janeiro",NA,"Ad Sepitiva",NA,NA,"sheet","(D. no. 1859) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414832' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447926","NY00447926_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2179","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","P. Acevedo-Rodríguez","L. A. Mattos Silva","1350","1981","07","23","South America","Brazil","Bahia","Una","Povoado de Comandatuba, 17 km ao S de Una (ramal com entrada no km 13 da Rod. Una/Canavieiras). Coletas efetuadas ao longo do ramal que liga Comandatuba à Pedras, com 8 km de extençao.","-39.0753","-15.2933","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414850' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002179","NY00002179_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","447935","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","G. Guarim Neto","L. Riedel","s.n.","1821","04",NA,"South America","Brazil","Bahia","Ilhéus","Ilheos.","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447935","NY00447935_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","447910","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","M. S. Ferrucci","M. S. Ferrucci","1308","1998","08","11","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Area de Proteçao Ambiental de Grumari.","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414848' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447910","NY00447910_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","447930","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","P. Acevedo-Rodríguez","S. A. Mori","16620","1984","07","07","South America","Brazil","Bahia","Una","Ilhéus/Una Highway, just N of bridge on Rio Acuipé, ca. 30 km S of Ilhéus.","-39.0753","-15.2933","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414856' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447930","NY00447930_01","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","447922","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","P. Acevedo-Rodríguez","L. A. Mattos Silva","2946","1993","11","17","South America","Brazil","Bahia","Una","Povoado de Comandatuba, Fazenda Bolandeira, 2 km ao N.","-38.9882174","-15.338083","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414860' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447922","NY00447922_01","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","447900","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","P. Acevedo-Rodríguez","J. L. Hage","861","1981","06","03","South America","Brazil","Bahia","Una","Ramal à esquerda no km 14 da rod. Una/Canavieiras. BA-001. Comandatuba.","-38.9882174","-15.3561577","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447900","NY00447900_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","447933","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","G. Guarim Neto","F. Segadas-Vianna","4101","1951","02",NA,"South America","Brazil","Rio de Janeiro","Cabo Frio","Arraial do Cabo, Praia do Pontal.","-42.0317","-22.9467","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414836' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447933","NY00447933_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","447908","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","G. V. Somner","G. V. Somner","171","1982","05","17","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Restinga de Itaúna, entre a Lagoa de Marapendi e a Pedra de Itaúna.","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414824' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447908","NY00447908_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","447920","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","P. Acevedo-Rodríguez","L. A. Mattos Silva","874","1980","06","17","South America","Brazil","Bahia","Santa Cruz Cabrália","Estrada que liga S.C. de Cabrália ao Povoado de Santo André, numa extençao aprox. de 3 km. Próx. ao nivel do mar.","-39.02","-16.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447920","NY00447920_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","447924","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","G. Guarim Neto","G. Schüch","5549",NA,NA,NA,"South America","Brazil",NA,NA,"[Brasil ?] Hb. Brasilia",NA,NA,"sheet","(936.[?]) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447924","NY00447924_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-01-12 14:22:00-02","NY","NYBG","1280601","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata",NA,NA,"S. de V. A. Pessôa","493","1989","08","31","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Sítio Fazenda Velha","-42.5311","-22.2819","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1614551' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280601","NY01280601_01","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","447905","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.",NA,"P. Acevedo-Rodríguez","1422","1986","08","10","South America","Brazil","Rio de Janeiro","Saquarema","2 km da praia de Jacuné hacia Saquarema.","-42.5103","-22.9203","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414864' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447905","NY00447905_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1019450","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.",NA,"M. da C. Souza","555","2007","08","23","South America","Brazil","Rio de Janeiro","Niterói","Parque Estadual da Serra da Tiririca.","-42.9844","-22.9186","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282407' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019450","NY01019450_01","192","192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","447903","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.",NA,"E. Pereira","5640","1960","03","24","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Estrada de Jacarepaguá.","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414863' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447903","NY00447903_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","447919","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","P. Acevedo-Rodríguez","L. A. Mattos Silva","1350","1981","07","23","South America","Brazil","Bahia","Una","Povoado de Comandatuba, 17 km ao S de Una (ramal com entrada no km 13 da Rod. Una/Canavieiras). Coletas efetuadas ao longo do ramal que liga Comandatuba à Pedras, com 8 km de extençao.","-39.0753","-15.2933","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414854' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447919","NY00447919_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","447901","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","G. M. Barroso","L. Monteiro de S.","8350","1971","08","28","South America","Brazil","Rio de Janeiro","Maricá",NA,"-42.8183","-22.9194","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447901","NY00447901_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","447929","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","P. Acevedo-Rodríguez","S. A. Mori","10518","1978","09","14","South America","Brazil","Bahia","Mucuri","A 7 km a NW de Mucuri. Folha SE - 24 (18-40d).","-39.5919608","-18.034268","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414859' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447929","NY00447929_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","720087","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.",NA,"W. J. Burchell","4567","1827","03","12","South America","Brazil","São Paulo",NA,"Morumby [Morumbi]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2528350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720087","NY00720087_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","447911","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","J. Mattos","B. Braga","SPSP5536","1969","01","23","South America","Brazil","São Paulo","Sao Paulo",NA,"-46.63","-23.5403","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414861' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447911","NY00447911_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","447899","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","G. V. Somner","J. P. Lanna Sobrinho","489","1963","03","27","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara. Est. Biol. Casuarinas.","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447899","NY00447899_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","447906","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","M. S. Ferrucci","G. G. Hatschbach","46677","1983","08","03","South America","Brazil","Espírito Santo","Alegre","S. José do Caparaó, arredores.","-41.5331","-20.7636","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414847' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447906","NY00447906_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","447915","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","P. Acevedo-Rodríguez","A. M. V. de Carvalho","612","1981","04","19","South America","Brazil","Bahia","Ilhéus","Rodovia Ilhéus/Canavieiras, km 33.","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447915","NY00447915_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","447912","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","T. D. Pennington","R. P. Belém","2131","1966","05","09","South America","Brazil","Bahia","Maraú",NA,"-39.0144","-14.1033","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414841' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447912","NY00447912_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","447932","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","G. Guarim Neto","H. A. Weddell","106","1843",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447932","NY00447932_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","985205","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","P. C. Standley","Y. E. J. Mexia","4532","1930","03","29","South America","Brazil","Minas Gerais","Viçosa","Agricultural College lands. Hill above Chacha Valley.","-42.860644","-20.766686","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078506' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985205","NY00985205_01","690","690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1145696","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.",NA,"N. Roque","2050","2009","05","23","South America","Brazil","Bahia","Mucugê","Chapada Diamantina, trilha Cruzeiro dos Bêbabos até Medonha.","-41.37","-13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1321301' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145696","NY01145696_01","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","518011","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","emarginata","Cupania emarginata","Cambess.","G. V. Somner","A. M. Amorim","2550","1998","09","14","South America","Brazil","Bahia","Porto Seguro","Parque Nacional de Monte Pascoal, coletas realizadas nos cordoes arensos próximo à Reserva Indígena de Barra Velha","-39.1544151","-16.8618839","sheet","Site: MP <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00518011","NY00518011_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
