X,Y,key,scientificName,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,gadm,collectionKey,isInCluster,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,name,decimalLatitude,decimalLongitude,dateIdentified,elevation,elevationAccuracy,geodeticDatum,locality,identifiedBy,continent,individualCount,institutionKey,nomenclaturalStatus,nomenclaturalCode,county,taxonID,bibliographicCitation,collectionID,fieldNumber,otherCatalogNumbers,fieldNotes,dynamicProperties,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,habitat,higherGeography,institutionID,georeferenceProtocol,endDayOfYear,startDayOfYear,higherClassification,verbatimLocality,reproductiveCondition,identificationID,coordinateUncertaintyInMeters,references,verbatimEventDate,http...unknown.org.recordId,rights,http...unknown.org.recordEnteredBy,georeferenceSources,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,lifeStage,island,preparations,verbatimElevation,gadm.level0.gid,gadm.level0.name,establishmentMeans,informationWithheld,locationRemarks,previousIdentifications,datasetID,georeferencedDate,georeferencedBy,eventID,verbatimCoordinateSystem,materialSampleID,vernacularName,samplingProtocol,X.1f2c0cbe.40df.43f6.ba07.e76133e78c31.,islandGroup,identificationVerificationStatus,locationAccordingTo,eventTime,identificationRemarks,georeferenceVerificationStatus,organismID,identificationQualifier,accessRights,waterBody,projectId,depth,depthAccuracy,namePublishedInYear,nameAccordingTo,acceptedNameUsage,locationID,parentNameUsage,disposition,eventRemarks,organismName,created,associatedSequences,dataGeneralizations,taxonConceptID,higherGeographyID,georeferenceRemarks,namePublishedIn,verbatimTaxonRank,recordedByIDs.type,recordedByIDs.value,identifiedByIDs.type,identifiedByIDs.value,organismQuantity,organismQuantityType,http...rs.tdwg.org.dwc.terms.organismQuantity,http...rs.tdwg.org.dwc.terms.organismQuantityType,associatedReferences,taxonRemarks,associatedTaxa,infraspecificEpithet,source,verbatimSRS,coordinatePrecision,programmeAcronym,parentNameUsageID,acceptedNameUsageID,typeStatus,latestEraOrHighestErathem,geologicalContextID,latestEonOrHighestEonothem,earliestEonOrLowestEonothem,latestPeriodOrHighestSystem,earliestEraOrLowestErathem,earliestEpochOrLowestSeries,earliestPeriodOrLowestSystem,latestEpochOrHighestSeries,data_cleaning_note,NM_MUNICIP,CD_GEOCMU
-46.499722,-24.005278,"1658213813",Hedychium coronarium J.Koenig,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:44Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7883492","6","7707728","196","627","4687","2758595","7883492","7883492",Hedychium coronarium J.Koenig,Plantae,Tracheophyta,Zingiberales,Zingiberaceae,Hedychium,Hedychium coronarium,Hedychium,coronarium,SPECIES,ACCEPTED,DD,Sc,"2017","1","24",2017-01-24T00:00:00Z,2021-03-04T18:42:15Z,2021-04-08T12:14:44Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,835c4b58-e96d-49cc-b711-0f3de04547c0,FALSE,Liliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:51872,"714",Praia Gande,SPSF - Herbário Dom Bento José Pickel,"1658213813",pt,SPSF,BRA:IF:SPSF:51872,Collection,"51872",A. Maruyama & L. Cicco,IF,Instituto Florestal,"COLETA: Erva com aprox 50cm de altura. Flores de coloração branca. Aromática.; GEOGRAFIA: Vegetação de Planície Costeira. Restinga Arbustiva Inundável, próximo ao CPD da Praia Grande, sentido Serra da Leoa, Km99 da Rodovia 101.;",Hedychium coronarium J.Koenig,-24.005278,-46.499722,2017-01-24T00:00:00Z,"11","0",WGS84,Km 99 da Rodovia 101,A. Maruyama,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,PRAIA GRANDE,"3541000"
-46.0906,-23.2841,"2459851571",Hedychium coronarium J.Koenig,"gass84,preswcd,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:43Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7883492","6","7707728","196","627","4687","2758595","7883492","7883492",Hedychium coronarium J.Koenig,Plantae,Tracheophyta,Zingiberales,Zingiberaceae,Hedychium,Hedychium coronarium,Hedychium,coronarium,SPECIES,ACCEPTED,DD,São Paulo,"2013","2","21",2013-02-21T00:00:00Z,2020-11-04T14:21:01Z,2021-04-08T12:22:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,51c61583-68fb-4e49-bc5d-729aa098bc43,FALSE,Liliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:130996,"36199.0",Jacareí,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459851571",pt,ESA,BRA:ESALQ:ESA:130996,Collection,"130996","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.",Universidade de São Paulo,Universidade de São Paulo,Erva.,Hedychium coronarium J.Koenig,-23.2841,-46.0906,2013-01-01T00:00:00Z,"675","0",WGS84,Fragmento 22 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.,"Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,JACAREÍ,"3524402"
-46.2143,-23.3528,"2459852177",Hedychium coronarium J.Koenig,"gass84,preswcd,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:43Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7883492","6","7707728","196","627","4687","2758595","7883492","7883492",Hedychium coronarium J.Koenig,Plantae,Tracheophyta,Zingiberales,Zingiberaceae,Hedychium,Hedychium coronarium,Hedychium,coronarium,SPECIES,ACCEPTED,DD,São Paulo,"2013","2","21",2013-02-21T00:00:00Z,2020-11-04T14:21:01Z,2021-04-08T12:22:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,51c61583-68fb-4e49-bc5d-729aa098bc43,FALSE,Liliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:130967,"36170.0",Santa Isabel,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459852177",pt,ESA,BRA:ESALQ:ESA:130967,Collection,"130967","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.",Universidade de São Paulo,Universidade de São Paulo,Erva.,Hedychium coronarium J.Koenig,-23.3528,-46.2143,2013-01-01T00:00:00Z,"720","0",WGS84,Fragmento 18 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.,"Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SANTA ISABEL,"3546801"
-46.2143,-23.3528,"2459853438",Hedychium coronarium J.Koenig,"gass84,preswcd,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:43Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7883492","6","7707728","196","627","4687","2758595","7883492","7883492",Hedychium coronarium J.Koenig,Plantae,Tracheophyta,Zingiberales,Zingiberaceae,Hedychium,Hedychium coronarium,Hedychium,coronarium,SPECIES,ACCEPTED,DD,São Paulo,"2013","2","21",2013-02-21T00:00:00Z,2020-11-04T14:21:01Z,2021-04-08T12:22:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,51c61583-68fb-4e49-bc5d-729aa098bc43,FALSE,Liliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:130688,"35891.0",Santa Isabel,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459853438",pt,ESA,BRA:ESALQ:ESA:130688,Collection,"130688","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.",Universidade de São Paulo,Universidade de São Paulo,Erva.,Hedychium coronarium J.Koenig,-23.3528,-46.2143,2013-01-01T00:00:00Z,"720","0",WGS84,Fragmento 18 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.,"Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SANTA ISABEL,"3546801"
-45.9776,-23.2192,"2459853503",Hedychium coronarium J.Koenig,"gass84,preswcd,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:44Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7883492","6","7707728","196","627","4687","2758595","7883492","7883492",Hedychium coronarium J.Koenig,Plantae,Tracheophyta,Zingiberales,Zingiberaceae,Hedychium,Hedychium coronarium,Hedychium,coronarium,SPECIES,ACCEPTED,DD,São Paulo,"2013","2","22",2013-02-22T00:00:00Z,2020-11-04T14:21:01Z,2021-04-08T12:22:44Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,51c61583-68fb-4e49-bc5d-729aa098bc43,FALSE,Liliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:130801,"36004.0",Jacareí,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459853503",pt,ESA,BRA:ESALQ:ESA:130801,Collection,"130801","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.",Universidade de São Paulo,Universidade de São Paulo,Erva.,Hedychium coronarium J.Koenig,-23.2192,-45.9776,2013-01-01T00:00:00Z,"596","0",WGS84,"Fragmento 25 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa, área alagável.","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,JACAREÍ,"3524402"
-47.559167,-24.166111,"1089114893",Hedychium coronarium J.Koenig,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:57Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7883492","6","7707728","196","627","4687","2758595","7883492","7883492",Hedychium coronarium J.Koenig,Plantae,Tracheophyta,Zingiberales,Zingiberaceae,Hedychium,Hedychium coronarium,Hedychium,coronarium,SPECIES,ACCEPTED,DD,São Paulo,"2013","3","28",2013-03-28T00:00:00Z,2021-03-01T19:20:52Z,2021-04-08T12:43:57Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,a995cf02-345c-46db-8674-3415572615a6,TRUE,Liliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:180540,"854",Juquiá,UEC - Herbário da Universidade Estadual de Campinas,"1089114893",pt,UEC,BRA:UNICAMP:UEC:180540,Collection,"180540","Cabral, FN; Potascheff, CM; Liboni, AP; Fagundes, IC; Sousa, VC; Rodrigues, RR",UNICAMP,Universidade Estadual de Campinas,"Com flor com pétala creme e um estaminódio enorme.; Floresta Ombrófila Densa.",Hedychium coronarium J.Koenig,-24.166111,-47.559167,2013-03-28T00:00:00Z,NA,NA,WGS84,"Trilha da Casa de Pedra, UHE da Serraria.","Souza, VC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,JUQUIÁ,"3526100"
-47,-24,"1424488174",Hedychium coronarium J.Koenig,"gass84,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:34Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"7883492","6","7707728","196","627","4687","2758595","7883492","7883492",Hedychium coronarium J.Koenig,Plantae,Tracheophyta,Zingiberales,Zingiberaceae,Hedychium,Hedychium coronarium,Hedychium,coronarium,SPECIES,ACCEPTED,DD,São Paulo,"2013","3","28",2013-03-28T00:00:00Z,NA,2021-04-06T14:39:34Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,NA,FALSE,Liliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:871032,"854",Juquiá,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1424488174",NA,RB,urn:catalog:JBRJ:RB:871032,Physical Object,RB00871032,"F.N. Cabral; et al",JBRJ,NA,Com flor com pétala creme e um estaminódio enorme,Hedychium coronarium J.Koenig,-24,-47,2013-03-28T00:00:00Z,NA,NA,WGS84,"Trilha da Casa da PEdra, UHE da Serraria.",V.C. Souza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RB 603200,Floresta ombrófila densa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,JUQUITIBA,"3526209"
-47.55923,-24.16624,"2459844886",Hedychium coronarium J.Koenig,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:42Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7883492","6","7707728","196","627","4687","2758595","7883492","7883492",Hedychium coronarium J.Koenig,Plantae,Tracheophyta,Zingiberales,Zingiberaceae,Hedychium,Hedychium coronarium,Hedychium,coronarium,SPECIES,ACCEPTED,DD,São Paulo,"2013","3","28",2013-03-28T00:00:00Z,2020-11-04T14:21:01Z,2021-04-08T12:22:42Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,51c61583-68fb-4e49-bc5d-729aa098bc43,TRUE,Liliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:123406,"854.0",Juquiá,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459844886",pt,ESA,BRA:ESALQ:ESA:123406,Collection,"123406","Cabral, F.N.",Universidade de São Paulo,Universidade de São Paulo,Com flor com pétala creme e um estaminódio enorme.,Hedychium coronarium J.Koenig,-24.16624,-47.55923,2013-03-28T00:00:00Z,"480","0",WGS84,"Trilha da Casa da Pedra, UHE da Serraria, Floresta Ombrófila Densa","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,JUQUIÁ,"3526100"
-47.55923,-24.16624,"2459849333",Hedychium coronarium J.Koenig,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:44Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7883492","6","7707728","196","627","4687","2758595","7883492","7883492",Hedychium coronarium J.Koenig,Plantae,Tracheophyta,Zingiberales,Zingiberaceae,Hedychium,Hedychium coronarium,Hedychium,coronarium,SPECIES,ACCEPTED,DD,São Paulo,"2013","3","28",2013-03-28T00:00:00Z,2020-11-04T14:21:01Z,2021-04-08T12:22:44Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,51c61583-68fb-4e49-bc5d-729aa098bc43,TRUE,Liliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:128331,"854.0",Juquiá,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459849333",pt,ESA,BRA:ESALQ:ESA:128331,Collection,"128331","Cabral, F.N.",Universidade de São Paulo,Universidade de São Paulo,Com flor com pétala creme e um estaminódio enorme.,Hedychium coronarium J.Koenig,-24.16624,-47.55923,2013-03-28T00:00:00Z,NA,NA,WGS84,"Trilha da Casa da Pedra, UHE da Serraria, Floresta Ombrófila Densa","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,JUQUIÁ,"3526100"
-46.4445,-23.8275,"1234545935",Hedychium coronarium J.Koenig,"gass84,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:30Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7883492","6","7707728","196","627","4687","2758595","7883492","7883492",Hedychium coronarium J.Koenig,Plantae,Tracheophyta,Zingiberales,Zingiberaceae,Hedychium,Hedychium coronarium,Hedychium,coronarium,SPECIES,ACCEPTED,DD,São Paulo,"2011","10","13",2011-10-13T00:00:00Z,2021-03-15T21:30:23Z,2021-03-30T09:57:30Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Liliopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:215106,"252",Cubatão,SPF - Herbário da Universidade de São Paulo,"1234545935",pt,SPF,BRA:USP:SPF:215106,Collection,"215106","Martins, EGA",USP,Universidade de São Paulo,"Erva rizomatosa, 1,5 m alt. Caule ereto e avermelhado na base. Folhas glabras na face abaxial e pubescentes na adaxial. Inflorescência densa, flores com corola alva, estilete alvo e longo. Fruto baga verde a alaranjado.; Mata ciliar",Hedychium coronarium J.Koenig,-23.8275,-46.4445,2013-10-01T00:00:00Z,NA,NA,WGS84,"Parque Ecológico Perequê, Margem do rio Perequê, ao lado do campinho de futebol.","Martins, EGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO BERNARDO DO CAMPO,"3548708"
