X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,continent,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,collectionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,preparations,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,elevation,elevationAccuracy,institutionKey,gadm,otherCatalogNumbers,fieldNotes,county,individualCount,references,habitat,institutionID,verbatimElevation,verbatimEventDate,nomenclaturalCode,georeferenceProtocol,endDayOfYear,startDayOfYear,collectionID,coordinateUncertaintyInMeters,georeferencedDate,georeferenceSources,nomenclaturalStatus,taxonID,bibliographicCitation,higherGeography,higherClassification,accessRights,X.1f2c0cbe.40df.43f6.ba07.e76133e78c31.,identificationVerificationStatus,locationAccordingTo,eventTime,identificationRemarks,georeferencedBy,georeferenceVerificationStatus,verbatimLocality,organismID,previousIdentifications,identificationQualifier,dynamicProperties,http...unknown.org.recordId,rights,http...unknown.org.recordEnteredBy,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,fieldNumber,lifeStage,locationID,datasetID,georeferenceRemarks,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,typeStatus,verbatimCoordinateSystem,X.3aee7756.565e.4dc5.b22c.f997fbd7105c.,typifiedName,disposition,organismRemarks,locationRemarks,data_cleaning_note,NM_MUNICIP,CD_GEOCMU
-47.346389,-24.029167,"1089114868",Xylopia brasiliensis Spreng.,-24.029167,-47.346389,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:54Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3157181","6","7707728","220","718","9291","3157015","3157181","3157181",Xylopia brasiliensis Spreng.,Plantae,Tracheophyta,Magnoliales,Annonaceae,Xylopia,Xylopia brasiliensis,Xylopia,brasiliensis,SPECIES,ACCEPTED,2013-04-04T00:00:00Z,NA,São Paulo,"2013","3","31",2013-03-31T00:00:00Z,2021-03-01T19:21:30Z,2021-04-08T12:43:54Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:180511,"1008","UHE da Barra, trilha da vila dos moradores em direção à caixa d'água, aproximadamente 2 Km.",Tapiraí,UEC - Herbário da Universidade Estadual de Campinas,"1089114868",pt,UEC,BRA:UNICAMP:UEC:180511,Collection,NA,"180511","Kuntz, J; Colletta, GD; Girão, VJ; Moreno, VS; Souza, VC; Rodrigues, RR",UNICAMP,Universidade Estadual de Campinas,"Árvore ca. 12 m alt. Frutos imaturos verdes.; Floresta Ombrófila Densa.","Souza, VC",Xylopia brasiliensis Spreng.,"422","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,MIRACATU,"3529906"
-47,-24,"1094926947",Xylopia brasiliensis Spreng.,-24,-47,"gass84,incomis,diffown",2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:35:39Z,2021-04-08T12:39:31Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3157181","6","7707728","220","718","9291","3157015","3157181","3157181",Xylopia brasiliensis Spreng.,Plantae,Tracheophyta,Magnoliales,Annonaceae,Xylopia,Xylopia brasiliensis,Xylopia,brasiliensis,SPECIES,ACCEPTED,NA,NA,São Paulo,"2013","3","31",2013-03-31T00:00:00Z,2019-10-07T12:23:19Z,2021-04-08T12:39:31Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:210414,"1008","UHE Barra, trilha da vila dos moradores em direção à caixa d'água, aproximadamente 2 Km.",Tapiraí,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"1094926947",pt,HUEFS,BRA:UEFS:HUEFS:210414,Collection,NA,"210414","Kuntz, J.",UEFS,Universidade Estadual de Feira de Santana,Floresta Ombrófila Densa.,NA,Xylopia brasiliensis Spreng.,"422","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,JUQUITIBA,"3526209"
-47,-24,"1094927047",Xylopia brasiliensis Spreng.,-24,-47,"gass84,incomis,diffown",2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:35:39Z,2021-04-08T12:39:26Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3157181","6","7707728","220","718","9291","3157015","3157181","3157181",Xylopia brasiliensis Spreng.,Plantae,Tracheophyta,Magnoliales,Annonaceae,Xylopia,Xylopia brasiliensis,Xylopia,brasiliensis,SPECIES,ACCEPTED,NA,NA,São Paulo,"2013","3","30",2013-03-30T00:00:00Z,2019-10-07T12:23:19Z,2021-04-08T12:39:26Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:210559,"892","Trilha do Chagas, UHE da Fumaça.",Tapiraí,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"1094927047",pt,HUEFS,BRA:UEFS:HUEFS:210559,Collection,NA,"210559","Cabral, F.N.",UEFS,Universidade Estadual de Feira de Santana,"Floresta Ombrófila Densa, margem esquerda do Rio Juquiá.",NA,Xylopia brasiliensis Spreng.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,JUQUITIBA,"3526209"
-47.351667,-24.030556,"1095635793",Xylopia brasiliensis Spreng.,-24.030556,-47.351667,"gass84,colmafu,diffown",3b8e9d83-b2d4-4a97-973c-31d98b67b1e9,ab5c0b99-5af3-4958-b03c-0b7e85481cc1,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:42:12Z,2021-04-08T12:46:25Z,"244",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3157181","6","7707728","220","718","9291","3157015","3157181","3157181",Xylopia brasiliensis Spreng.,Plantae,Tracheophyta,Magnoliales,Annonaceae,Xylopia,Xylopia brasiliensis,Xylopia,brasiliensis,SPECIES,ACCEPTED,2013-03-30T00:00:00Z,SOUTH_AMERICA,São Paulo,"2013","3","30",2013-03-30T00:00:00Z,2020-12-21T19:12:05Z,2021-04-08T12:46:25Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,d3b42067-b567-4d47-a136-bb5d52ed32fc,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,MBM - Herbário do Museu Botânico Municipal,BRA:MBM:MBM:391203,"892","Trilha do Chagas, UHE da Fumaça",Tapiraí,MBM - Herbário do Museu Botânico Municipal,"1095635793",pt,MBM,BRA:MBM:MBM:391203,Collection,NA,"391203","Cabral, F.N.; Potascheff, C.M.; Liboni, A.P.; Fagundes, I.C.; Souza, V.C.; Rodri; Potascheff, C.M.; Liboni, A.P.; Fagundes, I.C.; Souza, V.C.; Rodrigues, R.R.",MBM,Museu Botânico Municipal de Curitiba,"Árvore de 15m; tronco acinzentado, não cascudo; com fruto verde.; Floresta Ombrófila Densa, à margem esquerda do Rio Juquiá.","Rodrigues, R.R.",Xylopia brasiliensis Spreng.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,MIRACATU,"3529906"
-47,-24,"1424482915",Xylopia brasiliensis Spreng.,-24,-47,"gass84,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:34Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"3157181","6","7707728","220","718","9291","3157015","3157181","3157181",Xylopia brasiliensis Spreng.,Plantae,Tracheophyta,Magnoliales,Annonaceae,Xylopia,Xylopia brasiliensis,Xylopia,brasiliensis,SPECIES,ACCEPTED,2013-03-30T00:00:00Z,NA,São Paulo,"2013","3","30",2013-03-30T00:00:00Z,NA,2021-04-06T14:39:34Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:857957,"892","Trilha do Chagas, UHE da Fumaça.",Tapiraí,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1424482915",NA,RB,urn:catalog:JBRJ:RB:857957,Physical Object,NA,RB00857957,"F.N. Cabral; et al",JBRJ,NA,"Árvore de 15m. Tronco acinzentado, não cascudo. Com fruto verde",R.R. Rodrigues,Xylopia brasiliensis Spreng.,NA,NA,NA,NA,RB 599339,Floresta Ombrófila Densa à margem esquerda do Rio Juquiá,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,JUQUITIBA,"3526209"
-47.34643,-24.02923,"2459849884",Xylopia brasiliensis Spreng.,-24.02923,-47.34643,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:42Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3157181","6","7707728","220","718","9291","3157015","3157181","3157181",Xylopia brasiliensis Spreng.,Plantae,Tracheophyta,Magnoliales,Annonaceae,Xylopia,Xylopia brasiliensis,Xylopia,brasiliensis,SPECIES,ACCEPTED,2013-04-04T00:00:00Z,NA,São Paulo,"2013","3","31",2013-03-31T00:00:00Z,2020-11-04T13:59:28Z,2021-04-08T12:22:42Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,51c61583-68fb-4e49-bc5d-729aa098bc43,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:128795,"1008.0","UHE Barra, trilha da vila dos moradores em direção à caixa d'água, aproximadamente 2km. Floresta Ombrófila Densa.",Tapiraí,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459849884",pt,ESA,BRA:ESALQ:ESA:128795,Collection,NA,"128795","Kuntz, J.",Universidade de São Paulo,Universidade de São Paulo,Árvore ca. 12 m alt. Frutos imaturos verdes.,"Souza, V.C.",Xylopia brasiliensis Spreng.,"422","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,MIRACATU,"3529906"
-47.35173,-24.03059,"2459850601",Xylopia brasiliensis Spreng.,-24.03059,-47.35173,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:43Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3157181","6","7707728","220","718","9291","3157015","3157181","3157181",Xylopia brasiliensis Spreng.,Plantae,Tracheophyta,Magnoliales,Annonaceae,Xylopia,Xylopia brasiliensis,Xylopia,brasiliensis,SPECIES,ACCEPTED,2013-03-30T00:00:00Z,NA,São Paulo,"2013","3","30",2013-03-30T00:00:00Z,2020-11-04T13:59:28Z,2021-04-08T12:22:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,51c61583-68fb-4e49-bc5d-729aa098bc43,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:128794,"892.0","Trilha do Chagas, UHE da Fumaça, Floresta Ombrófila Densa, à margem esquerda do Rio Juquiá.",Tapiraí,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459850601",pt,ESA,BRA:ESALQ:ESA:128794,Collection,NA,"128794","Cabral, F.N.",Universidade de São Paulo,Universidade de São Paulo,"Árvore de 15m. Tronco acinzentado, não cascudo. Com fruto verde.","Rodrigues, R.R.",Xylopia brasiliensis Spreng.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,MIRACATU,"3529906"
-47.16,-24.15,"2459852198",Xylopia brasiliensis Spreng.,-24.15,-47.16,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:43Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3157181","6","7707728","220","718","9291","3157015","3157181","3157181",Xylopia brasiliensis Spreng.,Plantae,Tracheophyta,Magnoliales,Annonaceae,Xylopia,Xylopia brasiliensis,Xylopia,brasiliensis,SPECIES,ACCEPTED,2013-03-26T00:00:00Z,NA,São Paulo,"2013","3","26",2013-03-26T00:00:00Z,2020-11-04T13:59:28Z,2021-04-08T12:22:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,51c61583-68fb-4e49-bc5d-729aa098bc43,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:128796,"1068.0","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",Tapiraí,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459852198",pt,ESA,BRA:ESALQ:ESA:128796,Collection,NA,"128796","Polisel, R.T.",Universidade de São Paulo,Universidade de São Paulo,"Planta jovem de 1,0 m de altura.","Ivanauskas, N.M. & Souza, V.C.",Xylopia brasiliensis Spreng.,"516","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,PEDRO DE TOLEDO,"3537206"
-46.614444,-23.641944,"2452936965",Xylopia brasiliensis Spreng.,-23.641944,-46.614444,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:16Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3157181","6","7707728","220","718","9291","3157015","3157181","3157181",Xylopia brasiliensis Spreng.,Plantae,Tracheophyta,Magnoliales,Annonaceae,Xylopia,Xylopia brasiliensis,Xylopia,brasiliensis,SPECIES,ACCEPTED,NA,NA,São Paulo,"2012","10","11",2012-10-11T00:00:00Z,2019-11-21T12:58:29Z,2021-04-12T14:22:16Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,ef48401a-d9e5-467c-b40a-0146618d38de,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:454619,"24","Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, área sudeste, próxima à trilha interna paralela à Av. do Cursino, parcela 5, espécime nº 1569",São Paulo,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452936965",pt,SP,BRA:IBT:SP:454619,Collection,NA,"454619","Kondrat, H",Instituto de Botânica,Instituto de Botânica,NA,"Kondrat, H",Xylopia brasiliensis Spreng.,"830","0",95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
-45.183333,-23.4,"1899744830",Xylopia brasiliensis Spreng.,-23.4,-45.183333,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:58Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3157181","6","7707728","220","718","9291","3157015","3157181","3157181",Xylopia brasiliensis Spreng.,Plantae,Tracheophyta,Magnoliales,Annonaceae,Xylopia,Xylopia brasiliensis,Xylopia,brasiliensis,SPECIES,ACCEPTED,NA,NA,São Paulo,"2009",NA,NA,2009-01-01T00:00:00Z,2021-03-01T19:21:30Z,2021-04-08T12:43:58Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:200163,M1483,Parque Estadual da Serra do Mar,São Luiz do Paraitinga,UEC - Herbário da Universidade Estadual de Campinas,"1899744830",pt,UEC,BRA:UNICAMP:UEC:200163,Collection,NA,"200163","Padgurschi, MCG; Belinello, R",UNICAMP,Universidade Estadual de Campinas,Parcela M - Projeto Biota-FAPESP. Árvore com 8.5 metros de altura. Frequência da espécie na parcela: n=1,NA,Xylopia brasiliensis Spreng.,"1017.5","27.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,NATIVIDADE DA SERRA,"3532306"
