X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,individualCount,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,collectionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,preparations,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,continent,institutionKey,nomenclaturalStatus,nomenclaturalCode,county,fieldNumber,taxonID,bibliographicCitation,collectionID,otherCatalogNumbers,fieldNotes,gadm,identificationQualifier,organismQuantity,organismQuantityType,eventID,http...rs.tdwg.org.dwc.terms.organismQuantity,institutionID,http...rs.tdwg.org.dwc.terms.organismQuantityType,verbatimCoordinateSystem,disposition,locationID,datasetID,accessRights,verbatimTaxonRank,identificationID,references,habitat,verbatimEventDate,endDayOfYear,startDayOfYear,georeferenceSources,verbatimElevation,verbatimLocality,higherClassification,identificationRemarks,rights,coordinateUncertaintyInMeters,georeferencedBy,dynamicProperties,http...unknown.org.recordId,georeferenceVerificationStatus,http...unknown.org.recordEnteredBy,reproductiveCondition,higherGeography,georeferenceProtocol,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,organismID,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,higherGeographyID,vernacularName,georeferencedDate,eventRemarks,locationRemarks,lifeStage,informationWithheld,previousIdentifications,typeStatus,typifiedName,recordedByIDs.type,recordedByIDs.value,X.3aee7756.565e.4dc5.b22c.f997fbd7105c.,iucnRedListCategory,data_cleaning_note,NM_MUNICIP,CD_GEOCMU
-46.8842,-23.1864,"2285831297",Aspidosperma parvifolium A.DC.,-23.1864,-46.8842,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:49Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"3617528","6","7707728","220","412","6701","7316607","3617528","3617528",Aspidosperma parvifolium A.DC.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma parvifolium,Aspidosperma,parvifolium,SPECIES,ACCEPTED,1997-08-04T00:00:00Z,NA,NA,São Paulo,"1994","9","28",1994-09-28T00:00:00Z,2020-02-20T17:36:42Z,2021-03-30T09:40:49Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:29345,"658","IAC, Estação Experimental",Jundiaí,IAC - Herbário do Instituto Agronômico de Campinas,"2285831297",pt,IAC,BRA:IAC:IAC:29345,Collection,NA,"29345","S.L. Jung-Mendaçolli; E.G. Cardoso & A.M.C. Silva",IAC,Instituto Agronômico de Campinas,NA,L.C. Bernacci & R.B. Torres,Aspidosperma parvifolium A.DC.,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,JUNDIAÍ,"3525904"
-46,-23.58333,"1261123324",Aspidosperma parvifolium A.DC.,-23.58333,-46,"gass84,osiic,ambcol,inmafu",7bd65a7a-f762-11e1-a439-00145eb45e9a,90fd6680-349f-11d8-aa2d-b8a03c50a862,c4e134d3-c68f-406d-a116-6a37895602e0,US,DWC_ARCHIVE,2021-04-13T10:49:47Z,2021-04-13T11:22:58Z,"168",90fd6680-349f-11d8-aa2d-b8a03c50a862,PRESERVED_SPECIMEN,"1",PRESENT,"3617528","6","7707728","220","412","6701","7316607","3617528","3617528",Aspidosperma parvifolium A.DC.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma parvifolium,Aspidosperma,parvifolium,SPECIES,ACCEPTED,NA,"860",NA,São Paulo,"1987","2","4",1987-02-04T00:00:00Z,NA,2021-04-13T11:22:58Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,Missouri Botanical Garden,urn:catalog:MO:Tropicos:422046,Custodio Filho 4652,"Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar. Transect 8",NA,Tropicos,"1261123324",NA,MO,urn:catalog:MO:Tropicos:422046,PhysicalObject,NA,"422046",A. Custodio Filho|Alwyn H. Gentry,MO,MOBOT,NA,S. Graff '93,Aspidosperma parvifolium A.DC.,SOUTH_AMERICA,1be3aa67-8f90-4309-92f4-bd55426a8c09,No opinion,ICNafp,NA,87-9,"1802203",http://www.tropicos.org/Specimen/422046,http://biocol.org/urn:lsid:biocol.org:col:15859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,BIRITIBA MIRIM,"3506607"
-46.6361,-23.5475,"1090537888",Aspidosperma parvifolium A.DC.,-23.5475,-46.6361,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:51Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"3617528","6","7707728","220","412","6701","7316607","3617528","3617528",Aspidosperma parvifolium A.DC.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma parvifolium,Aspidosperma,parvifolium,SPECIES,ACCEPTED,1934-07-15T00:00:00Z,NA,NA,São Paulo,"1934","7","15",1934-07-15T00:00:00Z,2020-01-27T21:24:14Z,2021-03-30T09:40:51Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:7534,s/nº,Horto Florestal,São Paulo,IAC - Herbário do Instituto Agronômico de Campinas,"1090537888",pt,IAC,BRA:IAC:IAC:7534,Collection,NA,"7534",M. Koscinski,IAC,Instituto Agronômico de Campinas,NA,M. Koscinski,Aspidosperma parvifolium A.DC.,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
