X,Y,key,scientificName,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,gadm,collectionKey,isInCluster,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,decimalLatitude,decimalLongitude,geodeticDatum,otherCatalogNumbers,identificationQualifier,elevation,elevationAccuracy,continent,fieldNotes,institutionKey,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,individualCount,lifeStage,verbatimEventDate,higherGeography,institutionID,endDayOfYear,county,startDayOfYear,higherClassification,nomenclaturalStatus,nomenclaturalCode,taxonID,bibliographicCitation,collectionID,coordinateUncertaintyInMeters,references,habitat,preparations,georeferenceProtocol,georeferenceSources,verbatimElevation,typeStatus,typifiedName,data_cleaning_note,NM_MUNICIP,CD_GEOCMU
-46,-22.9,"1089094165",Hippeastrum morelianum Lem.,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:53Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2854282","6","7707728","196","1169","7682","2854235","2854282","2854282",Hippeastrum morelianum Lem.,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Hippeastrum,Hippeastrum morelianum,Hippeastrum,morelianum,SPECIES,ACCEPTED,2013-02-01T00:00:00Z,Minas Gerais,"2005","5",NA,2005-05-01T00:00:00Z,2021-03-01T19:18:54Z,2021-04-08T12:43:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,a995cf02-345c-46db-8674-3415572615a6,FALSE,Liliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:155083,05-03,"Serra do Lopo, Coletada na pedra das flores.",Extrema,UEC - Herbário da Universidade Estadual de Campinas,"1089094165",pt,UEC,BRA:UNICAMP:UEC:155083,Collection,"155083","Kinoshita, LS; Mahmoud, C; Urbanetz, C; Galvão, JC",UNICAMP,Universidade Estadual de Campinas,Hábito herbáceo.,"Oliveira, RS",Hippeastrum morelianum Lem.,-22.9,-46,WGS84,NA,NA,"1660","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.013733,-22.886233,"2521047906",Hippeastrum morelianum Lem.,"gass84,ambinst,colmafu",fdf55163-54d8-4bc7-862d-7e41068589e3,6215eac7-a176-4a7f-9bba-552b3f5ba9a3,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:23:12Z,2021-04-08T12:23:26Z,"257",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2854282","6","7707728","196","1169","7682","2854235","2854282","2854282",Hippeastrum morelianum Lem.,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Hippeastrum,Hippeastrum morelianum,Hippeastrum,morelianum,SPECIES,ACCEPTED,NA,Minas Gerais,NA,NA,NA,NA,2020-06-15T18:28:17Z,2021-04-08T12:23:26Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,fbe9447d-917e-497a-b3c5-090dbeb64222,FALSE,Liliopsida,BR,none,none,Brazil,HRCB - Herbário Rioclarense,BRA:UNESP-RC:HRCB:74478,NA,"Distrito de Monte Verde, montanha da Pedra Partida",Camanducaia,HRCB - Herbário Rioclarense,"2521047906",pt,HRCB,BRA:UNESP-RC:HRCB:74478,Collection,"74478",Ribeiro,Universidade Estadual Paulista,Universidade Estadual Paulista,NA,Henrique Lauand Ribeiro,Hippeastrum morelianum Lem.,-22.886233,-46.013733,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO JOSÉ DOS CAMPOS,"3549904"
