X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,lastInterpreted,license,identifiers,facts,relations,institutionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,identifier,recordNumber,habitat,higherGeography,institutionID,nomenclaturalCode,locality,gbifID,language,verbatimLocality,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,verbatimElevation,higherClassification,reproductiveCondition,identificationID,name,continent,references,gadm,collectionKey,rightsHolder,dynamicProperties,fieldNumber,preparations,datasetName,disposition,otherCatalogNumbers,accessRights,collectionID,modified,previousIdentifications,municipality,ownerInstitutionCode,dateIdentified,identifiedBy,individualCount,typeStatus,nomenclaturalStatus,taxonID,bibliographicCitation,occurrenceRemarks,verbatimEventDate,endDayOfYear,startDayOfYear,data_cleaning_note,NM_MUNICIP,CD_GEOCMU
-46.3167,-23.7833,"1576158824",Habenaria brachyplectron Hoehne & Schltr.,-23.7833,-46.3167,"gass84,incomis",af1b4db0-c8ce-4a95-b700-8a6a02bed9d6,253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9,40dee7df-00ee-4965-bcaf-5291dbab4b08,US,DWC_ARCHIVE,2021-04-15T21:56:43Z,2021-04-15T22:00:32Z,"239",253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9,PRESERVED_SPECIMEN,PRESENT,"2829628","6","7707728","196","1169","7689","2828306","2829628","2829628",Habenaria brachyplectron Hoehne & Schltr.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Habenaria,Habenaria brachyplectron,Habenaria,brachyplectron,SPECIES,ACCEPTED,"850","50",São Paulo,"1929","2","15",1929-02-15T00:00:00Z,2021-04-15T22:00:32Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,efc9e42f-509d-47fe-a30a-1bbd7ac8ba31,TRUE,WGS84,Liliopsida,BR,none,none,Brazil,2A47D7B1-3F15-457D-A781-9048BCDF8D2C,"1912",Vegetatively small.,Brazil | São Paulo |,urn:lsid:biocol.org:col:15638,ICN,"In campo; Estacao Biologica, Alto da Serra.","1576158824",en,"In campo; Estacao Biologica, Alto da Serra.",Herb,2A47D7B1-3F15-457D-A781-9048BCDF8D2C,PhysicalObject,"50980",L. B. Smith,USF,800-900 m,Plantae | Monocots | Orchidaceae,Flower,"235434",Habenaria brachyplectron Hoehne & Schltr.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SANTO ANDRÉ,"3547809"
-46.32,-23.78,"2618587723",Habenaria brachyplectron Hoehne & Schltr.,-23.78,-46.32,"conti,gass84,incomis",0943f690-fde5-11dd-83f4-b8a03c50a862,4c415e40-1e21-11de-9e40-a0d6ecebb8bf,4346b227-ca68-4d54-8a77-909148492e0b,SE,DWC_ARCHIVE,2021-03-28T11:06:05Z,2021-03-30T09:44:52Z,"130",4c415e40-1e21-11de-9e40-a0d6ecebb8bf,PRESERVED_SPECIMEN,PRESENT,"2829628","6","7707728","196","1169","7689","2828306","2829628","2829628",Habenaria brachyplectron Hoehne & Schltr.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Habenaria,Habenaria brachyplectron,Habenaria,brachyplectron,SPECIES,ACCEPTED,"850","50",São Paulo,"1929","2","15",1929-02-15T00:00:00Z,2021-03-30T09:44:52Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,4128c918-2aab-4610-8e72-d3aa6dfc48fc,TRUE,WGS84,Liliopsida,BR,none,none,Brazil,S:VascularPlants:S17-11357,"1912",NA,"South and Central America, Caribbean & Antarctica; Brazil; São Paulo",urn:lsid:biocol.org:col:15668,NA,"Brazil. São Paulo State. Estação Biológica, Alto da Serra.","2618587723",NA,"Brazil. São Paulo State. Estação Biológica, Alto da Serra.",VascularPlants,S:VascularPlants:S17-11357,PhysicalObject,S17-11357,L. B. Smith,S,NA,"Plantae;Magnoliophyta;Asparagales;Orchidaceae;Habenaria",NA,NA,Habenaria brachyplectron Hoehne & Schltr.,NA,NA,NA,NA,NA,NA,"1912",Internationella herbariet,NA,NA,NA,NA,NA,2018-04-16T15:20:58Z,Habenaria brachyplectron Hoehne & Schltr.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SANTO ANDRÉ,"3547809"
