X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,collectionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,otherCatalogNumbers,institutionKey,continent,fieldNotes,identificationQualifier,gadm,references,verbatimEventDate,institutionID,nomenclaturalCode,endDayOfYear,county,preparations,startDayOfYear,verbatimElevation,collectionID,projectId,individualCount,iucnRedListCategory,habitat,dynamicProperties,namePublishedInYear,fieldNumber,taxonID,vernacularName,namePublishedIn,nameAccordingTo,acceptedNameUsage,verbatimCoordinateSystem,locationID,datasetID,bibliographicCitation,higherClassification,georeferenceSources,identificationID,parentNameUsage,eventID,higherGeographyID,rights,georeferencedDate,higherGeography,verbatimLocality,accessRights,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,georeferenceProtocol,locationRemarks,associatedTaxa,previousIdentifications,reproductiveCondition,lifeStage,nomenclaturalStatus,depth,depthAccuracy,eventTime,identificationRemarks,coordinateUncertaintyInMeters,georeferenceVerificationStatus,georeferenceRemarks,samplingProtocol,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,informationWithheld,recordedByIDs.type,recordedByIDs.value,http...unknown.org.recordId,georeferencedBy,http...unknown.org.recordEnteredBy,eventRemarks,organismID,typeStatus,infraspecificEpithet,X.3aee7756.565e.4dc5.b22c.f997fbd7105c.,typifiedName,data_cleaning_note,NM_MUNICIP,CD_GEOCMU
-48,-24.416667,"1089011142",Cyphomandra divaricata (Mart.) Sendtn.,-24.416667,-48,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:55Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2931388","6","7707728","220","1176","7717","2928997","2931386","2931386",Solanum melissarum Bohs,Plantae,Tracheophyta,Solanales,Solanaceae,Solanum,Solanum melissarum,Cyphomandra,divaricata,SPECIES,SYNONYM,1994-12-13T00:00:00Z,NA,NA,São Paulo,"1983","11","24",1983-11-24T00:00:00Z,2021-03-01T19:41:30Z,2021-04-08T12:43:55Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:43871,"4983","Reserva de Carlos Botelho, nr Sete Barras.",Carlos Botelho,UEC - Herbário da Universidade Estadual de Campinas,"1089011142",pt,UEC,BRA:UNICAMP:UEC:43871,Collection,"43871","Ratter, JA; Argent, GCG; Shepherd, GJ; Tamashiro, JY",UNICAMP,Universidade Estadual de Campinas,"Small spreading shrub, 80cm tall. Exterior of petals waxy blue-violet, inside pale with green venation. Anthers blue-violet. Flowers with an extremely strong smell like Cyphomandra fruits.; In Atlantic rain forest.","Stehmann, JR",Cyphomandra divaricata (Mart.) Sendtn.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SETE BARRAS,"3551801"
-47.925833,-24.387778,"1086915278",Solanum melissarum Bohs,-24.387778,-47.925833,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:43Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2931386","6","7707728","220","1176","7717","2928997","2931386","2931386",Solanum melissarum Bohs,Plantae,Tracheophyta,Solanales,Solanaceae,Solanum,Solanum melissarum,Solanum,melissarum,SPECIES,ACCEPTED,NA,NA,NA,Sp,NA,NA,NA,NA,2021-03-04T18:46:47Z,2021-04-08T12:14:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,835c4b58-e96d-49cc-b711-0f3de04547c0,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:47054,"30335",Parque Estadual Carlos Botelho - Núcleo Sete Barras,Sete Barras,SPSF - Herbário Dom Bento José Pickel,"1086915278",pt,SPSF,BRA:IF:SPSF:47054,Collection,"47054",V.C.Souza & A.R.Duarte & J.G.Rando & M.P.Ferreira,IF,Instituto Florestal,"COLETA: (Parcela PECB - Outra numeração 104); GEOGRAFIA: Floresta Ombrófila Densa Submontana.;",NA,Solanum melissarum Bohs,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SETE BARRAS,"3551801"
