X,Y,key,scientificName,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,gadm,isInCluster,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,name,decimalLatitude,decimalLongitude,dateIdentified,elevation,elevationAccuracy,continent,references,collectionKey,geodeticDatum,verbatimEventDate,institutionID,county,verbatimLocality,higherClassification,collectionID,identifiedBy,created,associatedSequences,taxonID,individualCount,institutionKey,nomenclaturalStatus,nomenclaturalCode,bibliographicCitation,otherCatalogNumbers,habitat,higherGeography,georeferenceProtocol,eventRemarks,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,endDayOfYear,startDayOfYear,preparations,verbatimElevation,fieldNumber,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,vernacularName,coordinateUncertaintyInMeters,georeferenceSources,georeferencedDate,dynamicProperties,reproductiveCondition,disposition,accessRights,data_cleaning_note,NM_MUNICIP,CD_GEOCMU
-47.204722,-24.110555,"2459849297",Ficus pulchella Schott ex Spreng.,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:42Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5571905","6","7707728","220","691","6640","2984588","5571905","5571905",Ficus pulchella Schott ex Spreng.,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus pulchella,Ficus,pulchella,SPECIES,ACCEPTED,São Paulo,"2013","4","1",2013-04-01T00:00:00Z,2020-11-04T14:14:14Z,2021-04-08T12:22:42Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:128304,"183.0","Reserva Particular da Votorantim (CBA). UHE - Trilha da Chaminé, Floresta Ombrófila Densa na beira do ribeirão do veado",Tapiraí,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459849297",pt,ESA,BRA:ESALQ:ESA:128304,Collection,"128304","Virillo, C.B.",Universidade de São Paulo,Universidade de São Paulo,NA,Ficus pulchella Schott ex Spreng.,-24.110555,-47.204722,NA,"269","0",NA,NA,51c61583-68fb-4e49-bc5d-729aa098bc43,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,PEDRO DE TOLEDO,"3537206"
-46.9983,-24.32,"1090580471",Ficus pulchella Schott ex Spreng.,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:55Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5571905","6","7707728","220","691","6640","2984588","5571905","5571905",Ficus pulchella Schott ex Spreng.,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus pulchella,Ficus,pulchella,SPECIES,ACCEPTED,São Paulo,"1995","10","9",1995-10-09T00:00:00Z,2019-06-24T11:13:08Z,2021-03-30T09:40:55Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:53619,"9337",Arredores da foz do Rio Guaraú (margem esquerda),Peruíbe,IAC - Herbário do Instituto Agronômico de Campinas,"1090580471",pt,IAC,BRA:IAC:IAC:53619,Collection,"53619",V.C. Souza & J. Paula-Souza et. al.,IAC,Instituto Agronômico de Campinas,NA,Ficus pulchella Schott ex Spreng.,-24.32,-46.9983,2011-08-02T00:00:00Z,NA,NA,NA,NA,cb38d6b5-89fd-4aac-9ea7-7d37201df368,WGS84,NA,NA,NA,NA,NA,NA,G. Pelissari,NA,NA,NA,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,PERUÍBE,"3537602"
