X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,continent,stateProvince,year,month,day,eventDate,lastInterpreted,license,identifiers,facts,relations,institutionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,higherGeography,county,locality,gbifID,collectionCode,occurrenceID,preparations,catalogNumber,recordedBy,institutionCode,accessRights,identifiedBy,name,elevation,elevationAccuracy,modified,collectionKey,municipality,datasetName,language,type,ownerInstitutionCode,occurrenceRemarks,gadm,eventID,institutionID,dynamicProperties,eventRemarks,higherGeographyID,rights,georeferencedDate,verbatimLocality,otherCatalogNumbers,locationID,identificationID,individualCount,habitat,georeferenceProtocol,higherClassification,nomenclaturalStatus,nomenclaturalCode,taxonID,bibliographicCitation,collectionID,references,verbatimEventDate,fieldNotes,coordinateUncertaintyInMeters,georeferencedBy,georeferenceRemarks,previousIdentifications,reproductiveCondition,georeferenceSources,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,endDayOfYear,startDayOfYear,fieldNumber,verbatimElevation,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,disposition,verbatimTaxonRank,organismID,datasetID,identificationQualifier,island,http...unknown.org.recordId,associatedTaxa,identificationRemarks,taxonRemarks,typeStatus,islandGroup,X.3aee7756.565e.4dc5.b22c.f997fbd7105c.,typifiedName,recordedByIDs.type,recordedByIDs.value,informationWithheld,locationRemarks,data_cleaning_note,NM_MUNICIP,CD_GEOCMU
-46.76675,-23.766778,"2452948431",Reimarochloa acuta (Flüggé) Hitchc.,-23.766778,-46.76675,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:16Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"4144008","6","7707728","196","1369","3073","2705540","9401750","9401750",Paspalum stagnophilum Morrone & Zuloaga,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum stagnophilum,Reimarochloa,acuta,SPECIES,SYNONYM,NA,NA,São Paulo,"2010","11","15",2010-11-15T00:00:00Z,2021-04-12T14:22:16Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:425868,"2918",NA,NA,"Parelheiros, Rodoanel km 48.","2452948431",SP,BRA:IBT:SP:425868,NA,"425868","Shirasuna, RT; Shirasuna, MI",Instituto de Botânica,NA,NA,Reimarochloa acuta (Flüggé) Hitchc.,"755","0",2019-11-21T13:16:45Z,ef48401a-d9e5-467c-b40a-0146618d38de,São Paulo,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",pt,Collection,Instituto de Botânica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a nome correto segundo GBIF,SÃO PAULO,"3550308"
-46.7755,-23.755333,"2452934502",Reimarochloa acuta (Flüggé) Hitchc.,-23.755333,-46.7755,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:14Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"4144008","6","7707728","196","1369","3073","2705540","9401750","9401750",Paspalum stagnophilum Morrone & Zuloaga,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum stagnophilum,Reimarochloa,acuta,SPECIES,SYNONYM,2010-01-01T00:00:00Z,NA,São Paulo,"2008","12","4",2008-12-04T00:00:00Z,2021-04-12T14:22:14Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:441365,506A,NA,NA,Represa Guarapiranga.,"2452934502",SP,BRA:IBT:SP:441365,NA,"441365","Rodrigues, MEF; Macedo, CCL; Hirata, RT",Instituto de Botânica,NA,"Filgueiras, TS",Reimarochloa acuta (Flüggé) Hitchc.,NA,NA,2019-11-21T13:16:45Z,ef48401a-d9e5-467c-b40a-0146618d38de,São Paulo,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",pt,Collection,Instituto de Botânica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a nome correto segundo GBIF,ITAPECERICA DA SERRA,"3522208"
