X,Y,key,scientificName,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,gadm,collectionKey,isInCluster,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,name,decimalLatitude,decimalLongitude,individualCount,infraspecificEpithet,geodeticDatum,preparations,identifiedBy,institutionKey,verbatimEventDate,datasetID,continent,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,higherGeography,institutionID,endDayOfYear,startDayOfYear,higherClassification,nomenclaturalStatus,nomenclaturalCode,county,fieldNumber,taxonID,bibliographicCitation,collectionID,otherCatalogNumbers,georeferenceProtocol,eventRemarks,georeferenceVerificationStatus,references,habitat,http...unknown.org.recordId,rights,verbatimElevation,reproductiveCondition,identificationRemarks,fieldNotes,coordinateUncertaintyInMeters,georeferenceSources,identificationQualifier,georeferencedBy,associatedOccurrences,typeStatus,typifiedName,recordedByIDs.type,recordedByIDs.value,informationWithheld,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,verbatimLocality,organismID,locationID,accessRights,X.3aee7756.565e.4dc5.b22c.f997fbd7105c.,dynamicProperties,lifeStage,created,associatedSequences,projectId,previousIdentifications,verbatimCoordinateSystem,establishmentMeans,georeferencedDate,identificationID,namePublishedInYear,nameAccordingTo,acceptedNameUsage,parentNameUsage,dataGeneralizations,identifiedByIDs.type,identifiedByIDs.value,data_cleaning_note,NM_MUNICIP,CD_GEOCMU
-46.730556,-23.565556,"1944965277",Lafoensia pacari A.St.-Hil.,"gass84,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:31Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7469490","6","7707728","220","690","6684","7286250","7469490","7469490",Lafoensia pacari A.St.-Hil.,Plantae,Tracheophyta,Myrtales,Lythraceae,Lafoensia,Lafoensia pacari,Lafoensia,pacari,SPECIES,ACCEPTED,NA,2015-12-04T00:00:00Z,"745","0",São Paulo,"2015","12","4",2015-12-04T00:00:00Z,2021-03-15T21:28:08Z,2021-03-30T09:57:31Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:225690,"25","Cidade Universitária Armando de Salles Oliveira, Estacionamento do Instituto de Biociências.",São Paulo,SPF - Herbário da Universidade de São Paulo,"1944965277",pt,SPF,BRA:USP:SPF:225690,Collection,"225690","Furlan, CM",USP,Universidade de São Paulo,"Árvore 5 m alt., folhas simples e opostas, flores dispostas em racemos apicais, dialipétalas com pétalas brancas e longos estames. Voucher de estudo fitoquímico.; Cultivada em arborização urbana.",Lafoensia pacari A.St.-Hil.,-23.565556,-46.730556,NA,NA,WGS84,NA,"Motta, LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
-46.42525,-23.391389,"2452943277",Lafoensia pacari A.St.-Hil.,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:14Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7469490","6","7707728","220","690","6684","7286250","7469490","7469490",Lafoensia pacari A.St.-Hil.,Plantae,Tracheophyta,Myrtales,Lythraceae,Lafoensia,Lafoensia pacari,Lafoensia,pacari,SPECIES,ACCEPTED,NA,2014-12-15T00:00:00Z,"788","0",São Paulo,"2014","12","15",2014-12-15T00:00:00Z,2019-11-21T13:07:43Z,2021-04-12T14:22:14Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,ef48401a-d9e5-467c-b40a-0146618d38de,FALSE,Magnoliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:487618,"3786","Rodoanel norte, lote 6, OAE 604.",Guarulhos,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452943277",pt,SP,BRA:IBT:SP:487618,Collection,"487618","Shirasuna, RT",Instituto de Botânica,Instituto de Botânica,NA,Lafoensia pacari A.St.-Hil.,-23.391389,-46.42525,NA,NA,WGS84,NA,"Shirasuna, RT",95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,GUARULHOS,"3518800"
-46.547444,-23.413861,"2452943331",Lafoensia pacari A.St.-Hil.,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:14Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7469490","6","7707728","220","690","6684","7286250","7469490","7469490",Lafoensia pacari A.St.-Hil.,Plantae,Tracheophyta,Myrtales,Lythraceae,Lafoensia,Lafoensia pacari,Lafoensia,pacari,SPECIES,ACCEPTED,NA,2013-02-22T00:00:00Z,NA,NA,São Paulo,"2013","2","22",2013-02-22T00:00:00Z,2019-11-21T13:07:43Z,2021-04-12T14:22:14Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,ef48401a-d9e5-467c-b40a-0146618d38de,FALSE,Magnoliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:487617,"2385","Cabuçu, Acampamento Mackenzie.",Guarulhos,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452943331",pt,SP,BRA:IBT:SP:487617,Collection,"487617","Rossi, L; Kirizawa, M; Shirasuna, R; Silva, JH",Instituto de Botânica,Instituto de Botânica,NA,Lafoensia pacari A.St.-Hil.,-23.413861,-46.547444,NA,NA,WGS84,NA,"Rossi, L",95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,GUARULHOS,"3518800"
-46.530833,-23.387778,"1086907992",Lafoensia pacari A.St.-Hil.,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:46Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7469490","6","7707728","220","690","6684","7286250","7469490","7469490",Lafoensia pacari A.St.-Hil.,Plantae,Tracheophyta,Myrtales,Lythraceae,Lafoensia,Lafoensia pacari,Lafoensia,pacari,SPECIES,ACCEPTED,NA,2008-02-26T00:00:00Z,"810","0",Sp,"2008","2","26",2008-02-26T00:00:00Z,2021-03-04T18:44:55Z,2021-04-08T12:14:46Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,835c4b58-e96d-49cc-b711-0f3de04547c0,FALSE,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:39423,"1252","Parque Estadual da Cantareira, Núcleo Cabuçú",Guarulhos,SPSF - Herbário Dom Bento José Pickel,"1086907992",pt,SPSF,BRA:IF:SPSF:39423,Collection,"39423",F. A. R. D. P. Arzolla & J.A.Pastore & C. de Moura & F.E.S.P.Vilela,IF,Instituto Florestal,"COLETA: Árvore 10m, botões florais de ápice vináceo.; GEOGRAFIA: Trilha da Cachoeira.;",Lafoensia pacari A.St.-Hil.,-23.387778,-46.530833,NA,NA,WGS84,NA,J.A.Pastore,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,GUARULHOS,"3518800"
-46.763611,-23.451389,"1086908607",Lafoensia pacari A.St.-Hil.,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:46Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7469490","6","7707728","220","690","6684","7286250","7469490","7469490",Lafoensia pacari A.St.-Hil.,Plantae,Tracheophyta,Myrtales,Lythraceae,Lafoensia,Lafoensia pacari,Lafoensia,pacari,SPECIES,ACCEPTED,NA,2008-05-20T00:00:00Z,"975","0",Sp,"2008","3","25",2008-03-25T00:00:00Z,2021-03-04T18:44:55Z,2021-04-08T12:14:46Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,835c4b58-e96d-49cc-b711-0f3de04547c0,FALSE,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:40011,"1087",Parque Estadual do Jaraguá,São Paulo,SPSF - Herbário Dom Bento José Pickel,"1086908607",pt,SPSF,BRA:IF:SPSF:40011,Collection,"40011",F.M.Souza & R.C.Sousa & A.N.Oliveira & M.D.Bel,IF,Instituto Florestal,"COLETA: Árvore, 3m. Botões verde e vináceos e flor amarela.; GEOGRAFIA: Trilha do Pai Zé;",Lafoensia pacari A.St.-Hil.,-23.451389,-46.763611,NA,NA,WGS84,NA,G.A.D.C. Franco,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
-46.765833,-23.453611,"1086907949",Lafoensia pacari A.St.-Hil.,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:46Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7469490","6","7707728","220","690","6684","7286250","7469490","7469490",Lafoensia pacari A.St.-Hil.,Plantae,Tracheophyta,Myrtales,Lythraceae,Lafoensia,Lafoensia pacari,Lafoensia,pacari,SPECIES,ACCEPTED,NA,2007-05-30T00:00:00Z,"1059","0",Sp,"2007","5","24",2007-05-24T00:00:00Z,2021-03-04T18:44:55Z,2021-04-08T12:14:46Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,835c4b58-e96d-49cc-b711-0f3de04547c0,FALSE,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:39327,"762",Parque Estadual do Jaraguá,São Paulo,SPSF - Herbário Dom Bento José Pickel,"1086907949",pt,SPSF,BRA:IF:SPSF:39327,Collection,"39327",F.M.Souza & R.Esteves & R.C.Sousa & W. Corrêa,IF,Instituto Florestal,"COLETA: Árvore, 8m. Frutos abertos, sementes marrons_douradas.; GEOGRAFIA: Trilha do Pai Zé;",Lafoensia pacari A.St.-Hil.,-23.453611,-46.765833,NA,NA,WGS84,NA,G.A.D.C. Franco,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
-46.935778,-23.230444,"1265932528",Lafoensia pacari A.St.-Hil.,"gass84,ambinst,colmafu",fdf55163-54d8-4bc7-862d-7e41068589e3,6215eac7-a176-4a7f-9bba-552b3f5ba9a3,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:23:12Z,2021-04-08T12:23:25Z,"257",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7469490","6","7707728","220","690","6684","7286250","7469490","7469490",Lafoensia pacari A.St.-Hil.,Plantae,Tracheophyta,Myrtales,Lythraceae,Lafoensia,Lafoensia pacari,Lafoensia,pacari,SPECIES,ACCEPTED,NA,NA,"850","0",São Paulo,"2007","12","4",2007-12-04T00:00:00Z,2020-06-15T18:31:02Z,2021-04-08T12:23:25Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,fbe9447d-917e-497a-b3c5-090dbeb64222,FALSE,Magnoliopsida,BR,none,none,Brazil,HRCB - Herbário Rioclarense,BRA:UNESP-RC:HRCB:48963,"7023",NA,Jundiaí,HRCB - Herbário Rioclarense,"1265932528",pt,HRCB,BRA:UNESP-RC:HRCB:48963,Collection,"48963",Lombardi,Universidade Estadual Paulista,Universidade Estadual Paulista,"borda da trilha. Árvore ca. 7 m, hipânto avermelhado, pétalas creme",Lafoensia pacari A.St.-Hil.,-23.230444,-46.935778,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,JUNDIAÍ,"3525904"
-46.716667,-23.55,"1702649766",Lafoensia pacari A.St.-Hil.,"gass84,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:30Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7469490","6","7707728","220","690","6684","7286250","7469490","7469490",Lafoensia pacari A.St.-Hil.,Plantae,Tracheophyta,Myrtales,Lythraceae,Lafoensia,Lafoensia pacari,Lafoensia,pacari,SPECIES,ACCEPTED,NA,NA,NA,NA,São Paulo,"2002","11","8",2002-11-08T00:00:00Z,2019-11-13T14:24:05Z,2021-03-30T09:57:30Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:154437,"199",Cidade Universitária Armando de Salles Oliveira,São Paulo,SPF - Herbário da Universidade de São Paulo,"1702649766",pt,SPF,BRA:USP:SPF:154437,Collection,"154437","Mendonça, FB",USP,Universidade de São Paulo,NA,Lafoensia pacari A.St.-Hil.,-23.55,-46.716667,NA,NA,WGS84,NA,"Mendonça, FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
-47.062946,-23.725098,"1090567875",Lafoensia pacari A.St.-Hil.,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:51Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7469490","6","7707728","220","690","6684","7286250","7469490","7469490",Lafoensia pacari A.St.-Hil.,Plantae,Tracheophyta,Myrtales,Lythraceae,Lafoensia,Lafoensia pacari,Lafoensia,pacari,SPECIES,ACCEPTED,NA,2000-11-09T00:00:00Z,NA,NA,São Paulo,"2000","11","9",2000-11-09T00:00:00Z,2019-01-25T17:35:15Z,2021-03-30T09:40:51Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:40970,"2951","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Mioko",Ibiúna,IAC - Herbário do Instituto Agronômico de Campinas,"1090567875",pt,IAC,BRA:IAC:IAC:40970,Collection,"40970","L.C. Bernacci; G.A.D.C. Franco; E. Furlan & G.F. Árbocz",IAC,Instituto Agronômico de Campinas,NA,Lafoensia pacari A.St.-Hil.,-23.725098,-47.062946,NA,NA,WGS84,NA,L.C. Bernacci et al.,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,IBIÚNA,"3519709"
-46.6304063522203,-23.5441635944115,"1927784804",Lafoensia pacari A.St.-Hil.,"cdrep,colmafu",d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:06:24Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7469490","6","7707728","220","690","6684","7286250","7469490","7469490",Lafoensia pacari A.St.-Hil.,Plantae,Tracheophyta,Myrtales,Lythraceae,Lafoensia,Lafoensia pacari,Lafoensia,pacari,SPECIES,ACCEPTED,NA,1981-01-01T00:00:00Z,NA,NA,São Paulo,"1980","11","15",1980-11-15T00:00:00Z,NA,2021-03-30T13:06:24Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,NA,b2190553-4505-4fdd-8fff-065c8ca26f72,FALSE,Magnoliopsida,BR,none,none,Brazil,The New York Botanical Garden,01321066-e7ec-43d6-b908-14bacf1c2655,"3718",Reserva do Instituto de Botânica de Sao Paulo,NA,Vascular plants,"1927784804",en,NY,01321066-e7ec-43d6-b908-14bacf1c2655,PhysicalObject,"445803",N. A. Rosa,NY,NA,NA,Lafoensia pacari A.St.-Hil.,-23.5441635944115,-46.6304063522203,NA,NA,WGS84,sheet,N. A. Rosa,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,15 Nov 1980,NA,SOUTH_AMERICA,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,"32","32",NA,NA,ICN,Sao Paulo,NA,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,Other source,NA,NA,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=57031,Capoeira de terra firme,NA,NA,NA,NA,NA,NA,"53584",CRIA (Centro de Referência em Informação Ambiental),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
